Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
16:31,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",1
16:31,,,,,"STEAL  by BROOKS,AUSTIN",,,"STEAL  by BROOKS,AUSTIN",1
16:15,,1,,8 (+7),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 1-8 (-7),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
15:49,"GOOD 3PTR by GLOVER,CAMERON",4,,8 (+4),,BSC 4-8 (-4),,"GOOD 3PTR by GLOVER,CAMERON",1
15:33,,4,,10 (+6),"GOOD JUMPER by JOHNSON,MICHAEL",Berry 4-10 (-6),,"GOOD JUMPER by JOHNSON,MICHAEL",1
15:17,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",1
15:09,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,"MISS LAYUP by ELLIS,CHASE(in the paint)",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
15:04,"MISS 3PTR by FITZGERALD,PAUL",,,,,,,"MISS 3PTR by FITZGERALD,PAUL",1
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",1
14:40,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",1
14:27,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",1
14:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
14:27,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",1
14:27,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",1
14:27,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",1
14:27,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",1
14:27,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",1
14:27,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",1
14:27,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",1
14:27,,,,,"SUB IN by RUSCIANO,ROBBIE",,,"SUB IN by RUSCIANO,ROBBIE",1
14:27,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",1
14:27,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",1
14:27,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
14:27,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
14:27,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",1
14:27,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",1
14:27,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",1
14:27,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
14:06,"GOOD JUMPER by TOULIATOS,LUKE(in the paint)",6,,10 (+4),,BSC 6-10 (-4),,"GOOD JUMPER by TOULIATOS,LUKE(in the paint)",1
13:50,,,,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",1
--,,,,,"REBOUND OFF by CLARK,BRYCE",,,"REBOUND OFF by CLARK,BRYCE",1
13:45,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",,,"MISS 3PTR by RUSCIANO,ROBBIE",1
--,,,,,"REBOUND OFF by BENHAM,BRAXTON",,,"REBOUND OFF by BENHAM,BRAXTON",1
13:42,,6,,12 (+6),"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",Berry 6-12 (-6),,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",1
13:31,"MISS 3PTR by TOULIATOS,LUKE",,,,,,,"MISS 3PTR by TOULIATOS,LUKE",1
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",1
13:24,,,,,"FOUL  by CLARK,BRYCE",,,"FOUL  by CLARK,BRYCE",1
13:24,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",1
13:24,,,,,"STEAL  by BENHAM,BRAXTON",,,"STEAL  by BENHAM,BRAXTON",1
13:24,,6,,14 (+8),"GOOD DUNK by ELLIS,CHASE(fastbreak)(in the paint)",Berry 6-14 (-8),,"GOOD DUNK by ELLIS,CHASE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",1
12:55,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",1
12:55,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",1
12:55,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",1
12:55,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",1
12:55,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",1
12:46,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
12:46,,6,,15 (+9),"GOOD FT by BENHAM,BRAXTON",Berry 6-15 (-9),,"GOOD FT by BENHAM,BRAXTON",1
12:46,,,,,"MISS FT by BENHAM,BRAXTON",,,"MISS FT by BENHAM,BRAXTON",1
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",1
12:36,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",,,,,,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",1
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",1
12:31,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",8,,15 (+7),,BSC 8-15 (-7),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
12:15,,,,,"TURNOVER  by KRUEGER,JORDAN",,,"TURNOVER  by KRUEGER,JORDAN",1
11:47,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",10,,15 (+5),,BSC 10-15 (-5),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
11:16,,10,,18 (+8),"GOOD 3PTR by CAMPBELL,BLAKE",Berry 10-18 (-8),,"GOOD 3PTR by CAMPBELL,BLAKE",1
11:04,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",1
--,"REBOUND OFF by STEPHENS,TROY",,,,,,,"REBOUND OFF by STEPHENS,TROY",1
10:57,"GOOD LAYUP by TOULIATOS,LUKE(in the paint)",12,,18 (+6),,BSC 12-18 (-6),,"GOOD LAYUP by TOULIATOS,LUKE(in the paint)",1
--,"ASSIST  by STEPHENS,TROY",,,,,,,"ASSIST  by STEPHENS,TROY",1
10:45,"FOUL  by WILLIAMS,JU'QUAN",,,,,,,"FOUL  by WILLIAMS,JU'QUAN",1
10:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
10:45,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",1
10:45,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",1
10:45,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",1
10:45,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",1
10:45,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",1
10:45,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",1
10:45,,,,,"MISS FT by CAMPBELL,BLAKE",,,"MISS FT by CAMPBELL,BLAKE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:45,,12,,19 (+7),"GOOD FT by CAMPBELL,BLAKE",Berry 12-19 (-7),,"GOOD FT by CAMPBELL,BLAKE",1
10:45,,,,,"MISS FT by CAMPBELL,BLAKE",,,"MISS FT by CAMPBELL,BLAKE",1
--,,,,,"REBOUND OFF by CAMPBELL,BLAKE",,,"REBOUND OFF by CAMPBELL,BLAKE",1
10:45,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",1
10:45,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",1
10:25,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",1
--,,,,,"REBOUND OFF by JOHNSON,MICHAEL",,,"REBOUND OFF by JOHNSON,MICHAEL",1
10:21,,,,,"TURNOVER  by JOHNSON,MICHAEL",,,"TURNOVER  by JOHNSON,MICHAEL",1
10:07,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",1
10:07,,,,,"STEAL  by JOHNSON,MICHAEL",,,"STEAL  by JOHNSON,MICHAEL",1
10:01,,,,,"MISS 3PTR by KRUEGER,JORDAN",,,"MISS 3PTR by KRUEGER,JORDAN",1
--,,,,,"REBOUND OFF by JOHNSON,MICHAEL",,,"REBOUND OFF by JOHNSON,MICHAEL",1
09:54,,12,,21 (+9),"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",Berry 12-21 (-9),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",1
09:40,"GOOD 3PTR by WILLIAMS,JU'QUAN",15,,21 (+6),,BSC 15-21 (-6),,"GOOD 3PTR by WILLIAMS,JU'QUAN",1
--,"ASSIST  by GARRIDO,BRANDAN",,,,,,,"ASSIST  by GARRIDO,BRANDAN",1
09:28,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",,,"MISS 3PTR by RUSCIANO,ROBBIE",1
--,"REBOUND DEF by WILLIAMS,JU'QUAN",,,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",1
09:06,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
09:06,,,,,"BLOCK  by BROOKS,AUSTIN",,,"BLOCK  by BROOKS,AUSTIN",1
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",1
08:55,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",1
--,,,,,"REBOUND OFF by BROOKS,AUSTIN",,,"REBOUND OFF by BROOKS,AUSTIN",1
08:50,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
08:33,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",17,,21 (+4),,BSC 17-21 (-4),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",1
08:10,,17,,23 (+6),"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",Berry 17-23 (-6),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",1
07:55,"GOOD 3PTR by WILLIAMS,JU'QUAN",20,,23 (+3),,BSC 20-23 (-3),,"GOOD 3PTR by WILLIAMS,JU'QUAN",1
--,"ASSIST  by GILLISPIE,JAY",,,,,,,"ASSIST  by GILLISPIE,JAY",1
07:41,,20,,25 (+5),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 20-25 (-5),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,,,,,"ASSIST  by JOHNSON,MICHAEL",,,"ASSIST  by JOHNSON,MICHAEL",1
07:28,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",1
07:28,,,,,"BLOCK  by RUSCIANO,ROBBIE",,,"BLOCK  by RUSCIANO,ROBBIE",1
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",1
07:23,"FOUL  by GARRIDO,BRANDAN",,,,,,,"FOUL  by GARRIDO,BRANDAN",1
07:23,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:23,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",1
07:23,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",1
07:23,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",1
07:23,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",1
07:23,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",1
07:23,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",1
07:23,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",1
07:23,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",1
07:23,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",1
07:23,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",1
07:23,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
07:23,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",1
07:23,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
07:23,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
07:23,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",1
07:23,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
07:23,,20,,26 (+6),"GOOD FT by RUSCIANO,ROBBIE(fastbreak)",Berry 20-26 (-6),,"GOOD FT by RUSCIANO,ROBBIE(fastbreak)",1
07:23,,20,,27 (+7),"GOOD FT by RUSCIANO,ROBBIE(fastbreak)",Berry 20-27 (-7),,"GOOD FT by RUSCIANO,ROBBIE(fastbreak)",1
07:23,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
07:23,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
07:23,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,,,,,"REBOUND DEF by RUSCIANO,ROBBIE",,,"REBOUND DEF by RUSCIANO,ROBBIE",1
06:35,,,,,"MISS JUMPER by ELLIS,CHASE",,,"MISS JUMPER by ELLIS,CHASE",1
--,,,,,"REBOUND OFF by RUSCIANO,ROBBIE",,,"REBOUND OFF by RUSCIANO,ROBBIE",1
06:12,,20,,29 (+9),"GOOD JUMPER by HONROTH,OWEN",Berry 20-29 (-9),,"GOOD JUMPER by HONROTH,OWEN",1
06:02,,,,,"FOUL  by BENHAM,BRAXTON",,,"FOUL  by BENHAM,BRAXTON",1
06:02,"GOOD FT by GLOVER,CAMERON",21,,29 (+8),,BSC 21-29 (-8),,"GOOD FT by GLOVER,CAMERON",1
06:02,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",1
06:02,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",1
06:02,"GOOD FT by GLOVER,CAMERON",22,,29 (+7),,BSC 22-29 (-7),,"GOOD FT by GLOVER,CAMERON",1
05:48,,22,,31 (+9),"GOOD LAYUP by CLARK,BRYCE(in the paint)",Berry 22-31 (-9),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",1
--,,,,,"ASSIST  by RUSCIANO,ROBBIE",,,"ASSIST  by RUSCIANO,ROBBIE",1
05:34,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",,,,,,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",1
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",1
05:09,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",,,"MISS 3PTR by RUSCIANO,ROBBIE",1
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",1
05:04,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",1
04:51,,22,,34 (+12),"GOOD 3PTR by ELLIS,CHASE",Berry 22-34 (-12),,"GOOD 3PTR by ELLIS,CHASE",1
--,,,,,"ASSIST  by CAMPBELL,BLAKE",,,"ASSIST  by CAMPBELL,BLAKE",1
04:28,"GOOD 3PTR by TOULIATOS,LUKE",25,,34 (+9),,BSC 25-34 (-9),,"GOOD 3PTR by TOULIATOS,LUKE",1
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",1
03:53,,,,,"MISS DUNK by ELLIS,CHASE(in the paint)",,,"MISS DUNK by ELLIS,CHASE(in the paint)",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
03:45,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",27,,34 (+7),,BSC 27-34 (-7),,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",1
03:31,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",1
03:31,,,,,"SUB OUT by RUSCIANO,ROBBIE",,,"SUB OUT by RUSCIANO,ROBBIE",1
03:31,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
03:31,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",1
03:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:30,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",1
03:30,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",1
03:30,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
03:30,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
03:30,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",1
03:30,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
03:29,,27,,37 (+10),"GOOD 3PTR by JOHNSON,MICHAEL",Berry 27-37 (-10),,"GOOD 3PTR by JOHNSON,MICHAEL",1
03:16,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",1
03:16,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",1
03:16,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",1
03:16,,,,,"SUB IN by RUSCIANO,ROBBIE",,,"SUB IN by RUSCIANO,ROBBIE",1
02:59,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"REBOUND DEF by WILLIAMS,JU'QUAN",,,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",1
02:40,"GOOD LAYUP by TOULIATOS,LUKE(in the paint)",29,,37 (+8),,BSC 29-37 (-8),,"GOOD LAYUP by TOULIATOS,LUKE(in the paint)",1
02:17,,29,,39 (+10),"GOOD JUMPER by ELLIS,CHASE(in the paint)",Berry 29-39 (-10),,"GOOD JUMPER by ELLIS,CHASE(in the paint)",1
--,,,,,"ASSIST  by BROOKS,AUSTIN",,,"ASSIST  by BROOKS,AUSTIN",1
02:03,"GOOD LAYUP by TOULIATOS,LUKE(in the paint)",31,,39 (+8),,BSC 31-39 (-8),,"GOOD LAYUP by TOULIATOS,LUKE(in the paint)",1
01:44,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",1
--,,,,,"REBOUND OFF by BROOKS,AUSTIN",,,"REBOUND OFF by BROOKS,AUSTIN",1
01:37,,,,,"SUB OUT by RUSCIANO,ROBBIE",,,"SUB OUT by RUSCIANO,ROBBIE",1
01:37,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
01:37,,,,,"TURNOVER  by CAMPBELL,BLAKE",,,"TURNOVER  by CAMPBELL,BLAKE",1
01:37,"STEAL  by WILLIAMS,JU'QUAN",,,,,,,"STEAL  by WILLIAMS,JU'QUAN",1
01:30,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",1
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",1
01:21,,31,,41 (+10),"GOOD LAYUP by COSTAS,RILEY(in the paint)",Berry 31-41 (-10),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",1
01:20,"FOUL  by TOULIATOS,LUKE",,,,,,,"FOUL  by TOULIATOS,LUKE",1
01:20,,,,,"MISS FT by COSTAS,RILEY",,,"MISS FT by COSTAS,RILEY",1
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",1
01:07,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",,,,,,,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
00:49,,31,,43 (+12),"GOOD LAYUP by COSTAS,RILEY(in the paint)",Berry 31-43 (-12),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",1
00:37,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",1
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",1
00:31,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:31,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",1
00:31,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",1
00:31,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",1
00:31,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
00:14,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",1
00:14,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",1
00:14,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",1
00:14,,31,,44 (+13),"GOOD FT by CAMPBELL,BLAKE",Berry 31-44 (-13),,"GOOD FT by CAMPBELL,BLAKE",1
00:14,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",1
00:14,,,,,"SUB IN by DALLIMORE,CALEB",,,"SUB IN by DALLIMORE,CALEB",1
00:14,,31,,45 (+14),"GOOD FT by CAMPBELL,BLAKE",Berry 31-45 (-14),,"GOOD FT by CAMPBELL,BLAKE",1
