Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
01:21,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
01:21,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
00:57,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
00:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:54,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
00:54,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
00:42,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
00:42,"MISS FT by MCINTYRE,WILL",,,,,,,"MISS FT by MCINTYRE,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:42,"GOOD FT by MCINTYRE,WILL",90 (+2),,88,,RHO 90-88 (-2),,"GOOD FT by MCINTYRE,WILL",2
00:42,"MISS FT by MCINTYRE,WILL",,,,,,,"MISS FT by MCINTYRE,WILL",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
00:21,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
00:11,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:11,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
00:11,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
00:11,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
00:11,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
00:04,,90,,90,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 90-90 (0),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
00:01,"MISS JUMPER by WEIR,JJ",,,,,,,"MISS JUMPER by WEIR,JJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:57,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",3
04:57,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",3
04:56,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",3
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",3
04:50,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",3
04:48,,,,,"STEAL  by AYERS,PERRY",,,"STEAL  by AYERS,PERRY",3
04:48,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",3
04:48,,90,,91 (+1),"GOOD FT by AYERS,PERRY",CENTRE-M 90-91 (+1),,"GOOD FT by AYERS,PERRY",3
04:48,,90,,92 (+2),"GOOD FT by AYERS,PERRY",CENTRE-M 90-92 (+2),,"GOOD FT by AYERS,PERRY",3
04:48,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",3
04:48,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",3
04:48,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",3
04:41,"TURNOVER  by HARRISON,IAN",,,,,,,"TURNOVER  by HARRISON,IAN",3
04:41,,,,,"STEAL  by AYERS,PERRY",,,"STEAL  by AYERS,PERRY",3
04:41,,90,,94 (+4),"GOOD LAYUP by SINE,TUCKER(in the paint)",CENTRE-M 90-94 (+4),,"GOOD LAYUP by SINE,TUCKER(in the paint)",3
04:41,"GOOD 3PTR by LOWRIE,ANDREW",93,,94 (+1),,RHO 93-94 (+1),,"GOOD 3PTR by LOWRIE,ANDREW",3
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",3
03:34,,93,,96 (+3),"GOOD JUMPER by AYERS,PERRY(in the paint)",CENTRE-M 93-96 (+3),,"GOOD JUMPER by AYERS,PERRY(in the paint)",3
03:23,"GOOD LAYUP by WEIR,JJ(in the paint)",95,,96 (+1),,RHO 95-96 (+1),,"GOOD LAYUP by WEIR,JJ(in the paint)",3
02:47,,,,,"TURNOVER  by SPITZER,JAKOB",,,"TURNOVER  by SPITZER,JAKOB",3
02:46,"STEAL  by SULLIVAN,BRENNAN",,,,,,,"STEAL  by SULLIVAN,BRENNAN",3
02:42,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",3
02:42,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",3
02:42,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",3
02:42,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",3
02:42,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",3
02:42,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",3
02:42,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",3
02:42,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",3
02:42,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",3
02:42,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",3
02:42,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",3
02:42,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",3
02:42,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",3
02:42,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",3
02:20,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",3
02:20,"BLOCK  by ASHBY,KENDRICK",,,,,,,"BLOCK  by ASHBY,KENDRICK",3
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",3
02:06,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",3
02:03,,,,,"STEAL  by RAKES,BAILEY",,,"STEAL  by RAKES,BAILEY",3
02:02,,95,,98 (+3),"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",CENTRE-M 95-98 (+3),,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",3
01:50,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",3
01:50,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
01:50,"GOOD FT by DARST,DANIEL",96,,98 (+2),,RHO 96-98 (+2),,"GOOD FT by DARST,DANIEL",3
01:50,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
01:50,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",3
01:50,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",3
01:50,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",3
01:50,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",3
01:50,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",3
01:50,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",3
01:50,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",3
01:50,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",3
01:50,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",3
01:50,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",3
01:50,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",3
01:50,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",3
01:50,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",3
01:50,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",3
01:28,,96,,100 (+4),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 96-100 (+4),,"GOOD LAYUP by AYERS,PERRY(in the paint)",3
01:15,"MISS JUMPER by LOWRIE,ANDREW",,,,,,,"MISS JUMPER by LOWRIE,ANDREW",3
--,"REBOUND OFF by HARRISON,IAN",,,,,,,"REBOUND OFF by HARRISON,IAN",3
01:12,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",3
01:12,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",3
01:12,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",3
01:12,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",3
01:12,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",3
01:12,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",3
01:12,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",3
01:12,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",3
01:12,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",3
01:12,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",3
01:11,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",3
01:11,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
01:11,"GOOD FT by DARST,DANIEL",97,,100 (+3),,RHO 97-100 (+3),,"GOOD FT by DARST,DANIEL",3
01:11,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",3
01:11,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",3
01:11,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",3
01:11,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",3
01:04,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",3
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,3
00:50,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",3
00:49,"STEAL  by NYAWATA,ANESU",,,,,,,"STEAL  by NYAWATA,ANESU",3
00:35,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",3
00:35,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",3
00:35,,97,,101 (+4),"GOOD FT by SINE,TUCKER",CENTRE-M 97-101 (+4),,"GOOD FT by SINE,TUCKER",3
00:35,,97,,102 (+5),"GOOD FT by SINE,TUCKER",CENTRE-M 97-102 (+5),,"GOOD FT by SINE,TUCKER",3
00:35,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",3
00:35,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",3
00:35,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",3
00:35,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",3
00:29,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",3
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",3
00:24,"GOOD 3PTR by NYAWATA,ANESU",100,,102 (+2),,RHO 100-102 (+2),,"GOOD 3PTR by NYAWATA,ANESU",3
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",3
00:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:23,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",3
00:23,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",3
00:15,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",3
00:15,,100,,103 (+3),"GOOD FT by AYERS,PERRY",CENTRE-M 100-103 (+3),,"GOOD FT by AYERS,PERRY",3
00:15,,100,,104 (+4),"GOOD FT by AYERS,PERRY",CENTRE-M 100-104 (+4),,"GOOD FT by AYERS,PERRY",3
00:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:15,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",3
00:15,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",3
00:15,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",3
00:08,"MISS JUMPER by WEATHERFORD,MITCH",,,,,,,"MISS JUMPER by WEATHERFORD,MITCH",3
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",3
00:06,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",3
00:06,,100,,105 (+5),"GOOD FT by GUMP,MATT",CENTRE-M 100-105 (+5),,"GOOD FT by GUMP,MATT",3
00:06,,100,,106 (+6),"GOOD FT by GUMP,MATT",CENTRE-M 100-106 (+6),,"GOOD FT by GUMP,MATT",3
00:06,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",3
00:06,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",3
00:03,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",3
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,3
