Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
09:13,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
09:13,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",1
09:13,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
09:13,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
09:13,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
09:13,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
09:13,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
09:13,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
09:13,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
09:13,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
09:09,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",1
08:54,"MISS 3PTR by MCINTYRE,WILL",,,,,,,"MISS 3PTR by MCINTYRE,WILL",1
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",1
08:41,,31 (+9),,22,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 31-22 (-9),,"GOOD LAYUP by AYERS,PERRY(in the paint)",1
08:41,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",1
08:41,,31 (+8),,23,"GOOD FT by AYERS,PERRY",CENTRE-M 31-23 (-8),,"GOOD FT by AYERS,PERRY",1
08:41,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
08:41,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
08:41,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",1
08:41,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
08:41,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",1
08:41,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",1
08:35,"TURNOVER  by MCINTYRE,WILL",,,,,,,"TURNOVER  by MCINTYRE,WILL",1
08:35,"FOUL  by MCINTYRE,WILL",,,,,,,"FOUL  by MCINTYRE,WILL",1
08:35,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
08:35,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",1
08:20,,31 (+6),,25,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",CENTRE-M 31-25 (-6),,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",1
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",1
08:14,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",1
08:14,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
08:14,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
08:14,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
08:14,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
08:14,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
08:14,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
08:14,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
08:14,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
08:14,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
08:14,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
08:14,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
08:14,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
08:04,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",1
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",1
08:01,,31 (+4),,27,"GOOD TIPIN by BATES,JACOB(in the paint)",CENTRE-M 31-27 (-4),,"GOOD TIPIN by BATES,JACOB(in the paint)",1
07:50,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",33 (+6),,27,,RHO 33-27 (-6),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",1
07:42,,,,,"TURNOVER  by SCHMUCKER,ZACH",,,"TURNOVER  by SCHMUCKER,ZACH",1
07:40,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",1
07:36,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1
07:34,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",1
07:34,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
07:34,,,,,"MISS FT by GRIFFIN,JAROD",,,"MISS FT by GRIFFIN,JAROD",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:34,,33 (+5),,28,"GOOD FT by GRIFFIN,JAROD",CENTRE-M 33-28 (-5),,"GOOD FT by GRIFFIN,JAROD",1
07:34,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
07:34,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
07:34,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
07:34,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
07:34,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
07:34,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
07:34,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
07:34,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
07:34,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
07:34,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
07:34,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",1
07:34,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
07:34,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
07:34,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",1
07:25,"MISS JUMPER by WEIR,JJ",,,,,,,"MISS JUMPER by WEIR,JJ",1
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1
07:22,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",1
07:22,,33 (+4),,29,"GOOD FT by GRIFFIN,JAROD",CENTRE-M 33-29 (-4),,"GOOD FT by GRIFFIN,JAROD",1
07:22,,,,,"MISS FT by GRIFFIN,JAROD",,,"MISS FT by GRIFFIN,JAROD",1
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",1
07:22,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",1
07:22,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
07:06,"GOOD LAYUP by GEE,TYLER(in the paint)",35 (+6),,29,,RHO 35-29 (-6),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
--,"ASSIST  by SULLIVAN,BRENNAN",,,,,,,"ASSIST  by SULLIVAN,BRENNAN",1
06:53,,,,,"MISS DUNK by BATES,JACOB",,,"MISS DUNK by BATES,JACOB",1
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",1
06:49,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",1
06:49,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
06:49,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
06:49,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
06:49,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
06:49,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
06:49,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
06:49,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
06:49,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
06:49,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
06:49,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
06:43,"GOOD 3PTR by DARST,DANIEL",38 (+9),,29,,RHO 38-29 (-9),,"GOOD 3PTR by DARST,DANIEL",1
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",1
06:20,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",1
06:20,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
06:15,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",1
--,"REBOUND DEF by DALTON,PRICE",,,,,,,"REBOUND DEF by DALTON,PRICE",1
06:01,"MISS JUMPER by GALVIN,OWEN",,,,,,,"MISS JUMPER by GALVIN,OWEN",1
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",1
05:51,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",1
05:51,,38 (+8),,30,"GOOD FT by GRIFFIN,JAROD",CENTRE-M 38-30 (-8),,"GOOD FT by GRIFFIN,JAROD",1
05:51,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
05:51,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
05:51,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
05:51,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
05:51,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
05:51,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
05:51,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
05:51,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
05:51,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
05:51,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
05:51,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",1
05:51,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
05:25,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",1
05:25,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
05:25,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
05:25,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
05:25,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",1
05:25,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
05:24,"MISS JUMPER by HARRISON,IAN",,,,,,,"MISS JUMPER by HARRISON,IAN",1
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1
05:20,,38 (+6),,32,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",CENTRE-M 38-32 (-6),,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",1
05:06,"GOOD LAYUP by HARRISON,IAN(in the paint)",40 (+8),,32,,RHO 40-32 (-8),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",1
04:49,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",1
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",1
04:41,"GOOD 3PTR by NESTLEHUTT,JAKE",43 (+11),,32,,RHO 43-32 (-11),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",1
04:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
04:25,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",1
04:25,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
04:25,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
04:25,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
04:25,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
04:25,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
04:25,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
04:25,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
04:25,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
04:25,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
04:25,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
04:22,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",1
04:22,,43 (+10),,33,"GOOD FT by BATES,JACOB",CENTRE-M 43-33 (-10),,"GOOD FT by BATES,JACOB",1
04:22,,43 (+9),,34,"GOOD FT by BATES,JACOB",CENTRE-M 43-34 (-9),,"GOOD FT by BATES,JACOB",1
04:22,,,,,"SUB IN by JONES,BRETT",,,"SUB IN by JONES,BRETT",1
04:22,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
04:22,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",1
04:22,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
04:05,"GOOD 3PTR by SULLIVAN,BRENNAN",46 (+12),,34,,RHO 46-34 (-12),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",1
03:48,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",1
03:48,,46 (+11),,35,"GOOD FT by SINE,TUCKER",CENTRE-M 46-35 (-11),,"GOOD FT by SINE,TUCKER",1
03:48,,,,,"MISS FT by SINE,TUCKER",,,"MISS FT by SINE,TUCKER",1
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",1
03:30,"MISS JUMPER by SULLIVAN,BRENNAN",,,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND DEF by JONES,BRETT",,,"REBOUND DEF by JONES,BRETT",1
03:28,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",1
03:28,,46 (+10),,36,"GOOD FT by JONES,BRETT",CENTRE-M 46-36 (-10),,"GOOD FT by JONES,BRETT",1
03:28,,46 (+9),,37,"GOOD FT by JONES,BRETT",CENTRE-M 46-37 (-9),,"GOOD FT by JONES,BRETT",1
03:28,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
03:28,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
03:28,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
03:28,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
03:28,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
03:28,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
03:28,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
03:28,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
03:28,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
03:28,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
03:28,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",1
03:28,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
03:28,,,,,"SUB OUT by JONES,BRETT",,,"SUB OUT by JONES,BRETT",1
03:28,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",1
03:10,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",1
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1
02:58,,46 (+7),,39,"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",CENTRE-M 46-39 (-7),,"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
02:51,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",1
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",1
02:42,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",1
02:42,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
02:42,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
02:42,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
02:42,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
02:42,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
02:42,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
02:42,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
02:42,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
02:42,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
02:42,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
02:42,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",1
02:42,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
02:42,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",1
02:42,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
02:34,"GOOD JUMPER by WEATHERFORD,MITCH",48 (+9),,39,,RHO 48-39 (-9),,"GOOD JUMPER by WEATHERFORD,MITCH",1
02:26,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",1
02:26,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",1
02:26,,,,,"SUB IN by JONES,BRETT",,,"SUB IN by JONES,BRETT",1
02:26,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
02:24,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",1
02:24,"MISS FT by HARRISON,IAN",,,,,,,"MISS FT by HARRISON,IAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:24,"GOOD FT by HARRISON,IAN",49 (+10),,39,,RHO 49-39 (-10),,"GOOD FT by HARRISON,IAN",1
02:24,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
02:24,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",1
02:17,,,,,"TURNOVER  by JONES,BRETT",,,"TURNOVER  by JONES,BRETT",1
02:17,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",1
02:17,,,,,"SUB OUT by JONES,BRETT",,,"SUB OUT by JONES,BRETT",1
02:11,"MISS LAYUP by FERIA,NICK DE",,,,,,,"MISS LAYUP by FERIA,NICK DE",1
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1
01:46,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",1
01:46,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",1
01:46,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
01:46,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
01:46,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
01:46,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
01:46,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
01:46,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
01:46,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
01:46,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
01:46,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
01:46,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
01:34,"MISS JUMPER by BERRY,BRYCE",,,,,,,"MISS JUMPER by BERRY,BRYCE",1
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",1
01:25,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",1
01:25,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",1
01:25,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
01:25,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",1
01:25,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
01:25,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
01:20,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",1
01:20,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
01:19,"GOOD 3PTR by BERRY,BRYCE",52 (+13),,39,,RHO 52-39 (-13),,"GOOD 3PTR by BERRY,BRYCE",1
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",1
01:00,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",1
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",1
00:57,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",1
00:57,,52 (+12),,40,"GOOD FT by WALKER,ART",CENTRE-M 52-40 (-12),,"GOOD FT by WALKER,ART",1
00:57,,52 (+11),,41,"GOOD FT by WALKER,ART",CENTRE-M 52-41 (-11),,"GOOD FT by WALKER,ART",1
00:57,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
00:57,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
00:57,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
00:57,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
00:57,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
00:57,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
00:57,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
00:57,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
00:57,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
00:57,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
00:57,,,,,"SUB IN by JONES,BRETT",,,"SUB IN by JONES,BRETT",1
00:57,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
00:49,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",1
00:49,"MISS FT by GALVIN,OWEN",,,,,,,"MISS FT by GALVIN,OWEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:49,"GOOD FT by GALVIN,OWEN",53 (+12),,41,,RHO 53-41 (-12),,"GOOD FT by GALVIN,OWEN",1
00:49,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
00:49,,,,,"SUB OUT by JONES,BRETT",,,"SUB OUT by JONES,BRETT",1
00:45,,,,,"MISS LAYUP by SINE,TUCKER",,,"MISS LAYUP by SINE,TUCKER",1
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",1
00:41,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
00:41,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
00:41,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
00:41,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
00:41,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
00:41,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
