Time Remaining,TU-M,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
19:03,"MISS FT by THEOBALD,COOPER",,,,,,,"MISS FT by THEOBALD,COOPER",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
18:40,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND OFF by AYERS,PERRY",,,"REBOUND OFF by AYERS,PERRY",2
18:37,,35 (+14),,21,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 35-21 (-14),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
18:18,"MISS JUMPER by JONES,ALEX",,,,,,,"MISS JUMPER by JONES,ALEX",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
18:05,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
18:05,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
18:05,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
18:05,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
17:40,"MISS 3PTR by SCHMITT,GABE",,,,,,,"MISS 3PTR by SCHMITT,GABE",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
17:32,,35 (+11),,24,"GOOD 3PTR by SINE,TUCKER(fastbreak)",CENTRE-M 35-24 (-11),,"GOOD 3PTR by SINE,TUCKER(fastbreak)",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
17:13,"MISS JUMPER by THEOBALD,COOPER",,,,,,,"MISS JUMPER by THEOBALD,COOPER",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
17:06,,35 (+9),,26,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",CENTRE-M 35-26 (-9),,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",2
16:40,"MISS JUMPER by JONES,ALEX",,,,,,,"MISS JUMPER by JONES,ALEX",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
16:31,,35 (+6),,29,"GOOD 3PTR by SINE,TUCKER",CENTRE-M 35-29 (-6),,"GOOD 3PTR by SINE,TUCKER",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
16:06,"MISS 3PTR by GULLETT,KYLE",,,,,,,"MISS 3PTR by GULLETT,KYLE",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
16:02,"SUB IN by DENCE,ROBERT",,,,,,,"SUB IN by DENCE,ROBERT",2
16:02,"SUB IN by POLLARD,ISAIAH",,,,,,,"SUB IN by POLLARD,ISAIAH",2
16:02,"SUB OUT by GULLETT,KYLE",,,,,,,"SUB OUT by GULLETT,KYLE",2
16:02,"SUB OUT by JONES,ALEX",,,,,,,"SUB OUT by JONES,ALEX",2
16:02,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
16:02,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
15:53,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND DEF by DENCE,ROBERT",,,,,,,"REBOUND DEF by DENCE,ROBERT",2
15:49,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:49,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
15:49,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
15:49,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
15:49,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
15:27,"MISS 3PTR by POLLARD,ISAIAH",,,,,,,"MISS 3PTR by POLLARD,ISAIAH",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
15:21,,35 (+4),,31,"GOOD LAYUP by GRUBER,SAM(fastbreak)(in the paint)",CENTRE-M 35-31 (-4),,"GOOD LAYUP by GRUBER,SAM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
15:06,"MISS JUMPER by SCHMITT,GABE",,,,,,,"MISS JUMPER by SCHMITT,GABE",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
14:56,,35 (+2),,33,"GOOD LAYUP by SINE,TUCKER(fastbreak)(in the paint)",CENTRE-M 35-33 (-2),,"GOOD LAYUP by SINE,TUCKER(fastbreak)(in the paint)",2
14:26,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
14:16,"TURNOVER  by THEOBALD,COOPER",,,,,,,"TURNOVER  by THEOBALD,COOPER",2
13:57,"FOUL  by THEOBALD,COOPER",,,,,,,"FOUL  by THEOBALD,COOPER",2
13:56,,35,,36 (+1),"GOOD 3PTR by RAKES,BAILEY",CENTRE-M 35-36 (+1),,"GOOD 3PTR by RAKES,BAILEY",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
13:40,"FOUL  by THEOBALD,COOPER",,,,,,,"FOUL  by THEOBALD,COOPER",2
13:40,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
13:40,"SUB IN by JONES,ALEX",,,,,,,"SUB IN by JONES,ALEX",2
13:40,"SUB OUT by THEOBALD,COOPER",,,,,,,"SUB OUT by THEOBALD,COOPER",2
13:40,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
13:40,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
13:29,"SUB IN by BURGESS,TRISTAN",,,,,,,"SUB IN by BURGESS,TRISTAN",2
13:29,"SUB OUT by POLLARD,ISAIAH",,,,,,,"SUB OUT by POLLARD,ISAIAH",2
13:25,"GOOD JUMPER by MCKINNEY,SPENCER(in the paint)",37 (+1),,36,,TU-M 37-36 (-1),,"GOOD JUMPER by MCKINNEY,SPENCER(in the paint)",2
13:25,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
13:25,"MISS FT by MCKINNEY,SPENCER",,,,,,,"MISS FT by MCKINNEY,SPENCER",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
13:15,,37,,38 (+1),"GOOD JUMPER by SINE,TUCKER(in the paint)",CENTRE-M 37-38 (+1),,"GOOD JUMPER by SINE,TUCKER(in the paint)",2
13:01,"GOOD 3PTR by SCHMITT,GABE",40 (+2),,38,,TU-M 40-38 (-2),,"GOOD 3PTR by SCHMITT,GABE",2
--,"ASSIST  by JONES,ALEX",,,,,,,"ASSIST  by JONES,ALEX",2
12:50,,40,,40,"GOOD LAYUP by RAKES,BAILEY(in the paint)",CENTRE-M 40-40 (0),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
12:34,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
12:34,"GOOD FT by SCHMITT,GABE",41 (+1),,40,,TU-M 41-40 (-1),,"GOOD FT by SCHMITT,GABE",2
12:34,"GOOD FT by SCHMITT,GABE",42 (+2),,40,,TU-M 42-40 (-2),,"GOOD FT by SCHMITT,GABE",2
12:34,"SUB IN by PULLIAM,ZACHARY",,,,,,,"SUB IN by PULLIAM,ZACHARY",2
12:34,"SUB OUT by BURGESS,TRISTAN",,,,,,,"SUB OUT by BURGESS,TRISTAN",2
12:34,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
12:34,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
12:34,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
12:34,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
12:34,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
12:34,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
12:21,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
12:11,"TURNOVER  by DENCE,ROBERT",,,,,,,"TURNOVER  by DENCE,ROBERT",2
12:11,"FOUL  by DENCE,ROBERT",,,,,,,"FOUL  by DENCE,ROBERT",2
11:55,,42,,42,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 42-42 (0),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
11:27,"GOOD JUMPER by JONES,ALEX",44 (+2),,42,,TU-M 44-42 (-2),,"GOOD JUMPER by JONES,ALEX",2
11:13,"FOUL  by JONES,ALEX",,,,,,,"FOUL  by JONES,ALEX",2
11:13,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:13,"SUB IN by THEOBALD,COOPER",,,,,,,"SUB IN by THEOBALD,COOPER",2
11:13,"SUB OUT by DENCE,ROBERT",,,,,,,"SUB OUT by DENCE,ROBERT",2
11:13,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
11:13,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
10:52,,44,,45 (+1),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 44-45 (+1),,"GOOD 3PTR by GRIFFIN,JAROD",2
10:30,"GOOD JUMPER by SCHMITT,GABE(in the paint)",46 (+1),,45,,TU-M 46-45 (-1),,"GOOD JUMPER by SCHMITT,GABE(in the paint)",2
10:09,,46,,47 (+1),"GOOD JUMPER by GRIFFIN,JAROD",CENTRE-M 46-47 (+1),,"GOOD JUMPER by GRIFFIN,JAROD",2
09:45,"MISS JUMPER by JONES,ALEX",,,,,,,"MISS JUMPER by JONES,ALEX",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
09:24,,46,,50 (+4),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 46-50 (+4),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
09:07,"MISS 3PTR by MCKINNEY,SPENCER",,,,,,,"MISS 3PTR by MCKINNEY,SPENCER",2
--,"REBOUND OFF by SCHMITT,GABE",,,,,,,"REBOUND OFF by SCHMITT,GABE",2
09:03,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
09:03,"GOOD FT by SCHMITT,GABE",47,,50 (+3),,TU-M 47-50 (+3),,"GOOD FT by SCHMITT,GABE",2
09:03,"GOOD FT by SCHMITT,GABE",48,,50 (+2),,TU-M 48-50 (+2),,"GOOD FT by SCHMITT,GABE",2
09:03,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
09:03,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
08:54,,48,,52 (+4),"GOOD LAYUP by RAKES,BAILEY(in the paint)",CENTRE-M 48-52 (+4),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
08:29,"MISS LAYUP by SCHMITT,GABE",,,,,,,"MISS LAYUP by SCHMITT,GABE",2
--,"REBOUND OFF by SCHMITT,GABE",,,,,,,"REBOUND OFF by SCHMITT,GABE",2
08:27,"TURNOVER  by SCHMITT,GABE",,,,,,,"TURNOVER  by SCHMITT,GABE",2
08:27,,,,,"STEAL  by SINE,TUCKER",,,"STEAL  by SINE,TUCKER",2
08:27,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
08:27,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
08:07,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
--,"REBOUND DEF by PULLIAM,ZACHARY",,,,,,,"REBOUND DEF by PULLIAM,ZACHARY",2
07:57,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
07:57,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:57,"GOOD FT by MCKINNEY,SPENCER",49,,52 (+3),,TU-M 49-52 (+3),,"GOOD FT by MCKINNEY,SPENCER",2
07:57,"GOOD FT by MCKINNEY,SPENCER",50,,52 (+2),,TU-M 50-52 (+2),,"GOOD FT by MCKINNEY,SPENCER",2
07:57,"SUB IN by GULLETT,KYLE",,,,,,,"SUB IN by GULLETT,KYLE",2
07:57,"SUB OUT by PULLIAM,ZACHARY",,,,,,,"SUB OUT by PULLIAM,ZACHARY",2
07:40,,50,,54 (+4),"GOOD JUMPER by GRIFFIN,JAROD",CENTRE-M 50-54 (+4),,"GOOD JUMPER by GRIFFIN,JAROD",2
07:19,"GOOD JUMPER by SCHMITT,GABE(in the paint)",52,,54 (+2),,TU-M 52-54 (+2),,"GOOD JUMPER by SCHMITT,GABE(in the paint)",2
07:04,,52,,57 (+5),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 52-57 (+5),,"GOOD 3PTR by GRIFFIN,JAROD",2
06:47,"MISS JUMPER by SCHMITT,GABE",,,,,,,"MISS JUMPER by SCHMITT,GABE",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
06:34,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
06:26,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
06:26,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
06:26,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
06:13,"GOOD LAYUP by JONES,ALEX(in the paint)",54,,57 (+3),,TU-M 54-57 (+3),,"GOOD LAYUP by JONES,ALEX(in the paint)",2
05:54,"FOUL  by SCHMITT,GABE",,,,,,,"FOUL  by SCHMITT,GABE",2
05:54,,54,,58 (+4),"GOOD FT by SINE,TUCKER",CENTRE-M 54-58 (+4),,"GOOD FT by SINE,TUCKER",2
05:54,,54,,59 (+5),"GOOD FT by SINE,TUCKER",CENTRE-M 54-59 (+5),,"GOOD FT by SINE,TUCKER",2
05:54,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
05:54,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
05:26,"MISS 3PTR by JONES,ALEX",,,,,,,"MISS 3PTR by JONES,ALEX",2
--,"REBOUND OFF by THEOBALD,COOPER",,,,,,,"REBOUND OFF by THEOBALD,COOPER",2
05:21,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
05:21,"MISS FT by THEOBALD,COOPER",,,,,,,"MISS FT by THEOBALD,COOPER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:21,"GOOD FT by THEOBALD,COOPER",55,,59 (+4),,TU-M 55-59 (+4),,"GOOD FT by THEOBALD,COOPER",2
05:21,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
05:21,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
05:08,,,,,"MISS LAYUP by SINE,TUCKER",,,"MISS LAYUP by SINE,TUCKER",2
--,"REBOUND DEF by GULLETT,KYLE",,,,,,,"REBOUND DEF by GULLETT,KYLE",2
04:58,"GOOD LAYUP by THEOBALD,COOPER(in the paint)",57,,59 (+2),,TU-M 57-59 (+2),,"GOOD LAYUP by THEOBALD,COOPER(in the paint)",2
04:35,"FOUL  by MCKINNEY,SPENCER",,,,,,,"FOUL  by MCKINNEY,SPENCER",2
04:32,,,,,"MISS LAYUP by SINE,TUCKER",,,"MISS LAYUP by SINE,TUCKER",2
04:32,"BLOCK  by GULLETT,KYLE",,,,,,,"BLOCK  by GULLETT,KYLE",2
--,,,,,"REBOUND OFF by SINE,TUCKER",,,"REBOUND OFF by SINE,TUCKER",2
04:27,,57,,62 (+5),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 57-62 (+5),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
04:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:14,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
04:14,"GOOD FT by THEOBALD,COOPER",58,,62 (+4),,TU-M 58-62 (+4),,"GOOD FT by THEOBALD,COOPER",2
04:14,"GOOD FT by THEOBALD,COOPER",59,,62 (+3),,TU-M 59-62 (+3),,"GOOD FT by THEOBALD,COOPER",2
03:48,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by MCKINNEY,SPENCER",,,,,,,"REBOUND DEF by MCKINNEY,SPENCER",2
03:40,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
03:40,"GOOD FT by THEOBALD,COOPER",60,,62 (+2),,TU-M 60-62 (+2),,"GOOD FT by THEOBALD,COOPER",2
03:40,"GOOD FT by THEOBALD,COOPER",61,,62 (+1),,TU-M 61-62 (+1),,"GOOD FT by THEOBALD,COOPER",2
03:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:17,,61,,65 (+4),"GOOD 3PTR by GUMP,MATT",CENTRE-M 61-65 (+4),,"GOOD 3PTR by GUMP,MATT",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
03:00,"MISS LAYUP by THEOBALD,COOPER",,,,,,,"MISS LAYUP by THEOBALD,COOPER",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
02:51,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
02:51,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
02:45,,61,,68 (+7),"GOOD 3PTR by SINE,TUCKER",CENTRE-M 61-68 (+7),,"GOOD 3PTR by SINE,TUCKER",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
02:35,"MISS JUMPER by JONES,ALEX",,,,,,,"MISS JUMPER by JONES,ALEX",2
02:35,,,,,"BLOCK  by GRIFFIN,JAROD",,,"BLOCK  by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
02:32,"FOUL  by JONES,ALEX",,,,,,,"FOUL  by JONES,ALEX",2
02:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:32,,61,,69 (+8),"GOOD FT by SINE,TUCKER",CENTRE-M 61-69 (+8),,"GOOD FT by SINE,TUCKER",2
02:32,,61,,70 (+9),"GOOD FT by SINE,TUCKER",CENTRE-M 61-70 (+9),,"GOOD FT by SINE,TUCKER",2
02:20,"GOOD JUMPER by THEOBALD,COOPER",63,,70 (+7),,TU-M 63-70 (+7),,"GOOD JUMPER by THEOBALD,COOPER",2
02:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:19,"SUB IN by POLLARD,ISAIAH",,,,,,,"SUB IN by POLLARD,ISAIAH",2
02:19,"SUB OUT by MCKINNEY,SPENCER",,,,,,,"SUB OUT by MCKINNEY,SPENCER",2
02:15,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",2
02:15,"SUB IN by BURGESS,TRISTAN",,,,,,,"SUB IN by BURGESS,TRISTAN",2
02:15,"SUB OUT by POLLARD,ISAIAH",,,,,,,"SUB OUT by POLLARD,ISAIAH",2
02:10,"GOOD 3PTR by SCHMITT,GABE",66,,70 (+4),,TU-M 66-70 (+4),,"GOOD 3PTR by SCHMITT,GABE",2
--,"ASSIST  by JONES,ALEX",,,,,,,"ASSIST  by JONES,ALEX",2
01:49,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
01:36,"GOOD JUMPER by THEOBALD,COOPER(in the paint)",68,,70 (+2),,TU-M 68-70 (+2),,"GOOD JUMPER by THEOBALD,COOPER(in the paint)",2
01:26,"FOUL  by THEOBALD,COOPER",,,,,,,"FOUL  by THEOBALD,COOPER",2
01:26,,68,,71 (+3),"GOOD FT by SINE,TUCKER",CENTRE-M 68-71 (+3),,"GOOD FT by SINE,TUCKER",2
01:26,,68,,72 (+4),"GOOD FT by SINE,TUCKER",CENTRE-M 68-72 (+4),,"GOOD FT by SINE,TUCKER",2
01:06,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by BURGESS,TRISTAN",,,,,,,"REBOUND DEF by BURGESS,TRISTAN",2
01:02,"MISS 3PTR by SCHMITT,GABE",,,,,,,"MISS 3PTR by SCHMITT,GABE",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
01:00,"FOUL  by BURGESS,TRISTAN",,,,,,,"FOUL  by BURGESS,TRISTAN",2
01:00,,68,,73 (+5),"GOOD FT by GUMP,MATT",CENTRE-M 68-73 (+5),,"GOOD FT by GUMP,MATT",2
01:00,,68,,74 (+6),"GOOD FT by GUMP,MATT",CENTRE-M 68-74 (+6),,"GOOD FT by GUMP,MATT",2
01:00,"SUB IN by MCKINNEY,SPENCER",,,,,,,"SUB IN by MCKINNEY,SPENCER",2
01:00,"SUB OUT by BURGESS,TRISTAN",,,,,,,"SUB OUT by BURGESS,TRISTAN",2
00:51,"MISS 3PTR by JONES,ALEX",,,,,,,"MISS 3PTR by JONES,ALEX",2
--,"REBOUND OFF by JONES,ALEX",,,,,,,"REBOUND OFF by JONES,ALEX",2
00:44,"TURNOVER  by THEOBALD,COOPER",,,,,,,"TURNOVER  by THEOBALD,COOPER",2
00:44,"FOUL  by THEOBALD,COOPER",,,,,,,"FOUL  by THEOBALD,COOPER",2
00:44,"SUB IN by POLLARD,ISAIAH",,,,,,,"SUB IN by POLLARD,ISAIAH",2
00:44,"SUB OUT by THEOBALD,COOPER",,,,,,,"SUB OUT by THEOBALD,COOPER",2
00:36,"FOUL  by SCHMITT,GABE",,,,,,,"FOUL  by SCHMITT,GABE",2
00:36,,68,,75 (+7),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 68-75 (+7),,"GOOD FT by GRIFFIN,JAROD",2
00:36,,68,,76 (+8),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 68-76 (+8),,"GOOD FT by GRIFFIN,JAROD",2
00:29,"MISS 3PTR by MCKINNEY,SPENCER",,,,,,,"MISS 3PTR by MCKINNEY,SPENCER",2
--,"REBOUND OFF by GULLETT,KYLE",,,,,,,"REBOUND OFF by GULLETT,KYLE",2
00:25,"MISS 3PTR by GULLETT,KYLE",,,,,,,"MISS 3PTR by GULLETT,KYLE",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
00:18,"FOUL  by MCKINNEY,SPENCER",,,,,,,"FOUL  by MCKINNEY,SPENCER",2
00:18,,,,,"MISS FT by SINE,TUCKER",,,"MISS FT by SINE,TUCKER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:18,,68,,77 (+9),"GOOD FT by SINE,TUCKER",CENTRE-M 68-77 (+9),,"GOOD FT by SINE,TUCKER",2
00:10,"GOOD JUMPER by MCKINNEY,SPENCER",70,,77 (+7),,TU-M 70-77 (+7),,"GOOD JUMPER by MCKINNEY,SPENCER",2
00:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:10,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
00:10,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
00:10,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
00:10,"GOOD FT by MCKINNEY,SPENCER",71,,77 (+6),,TU-M 71-77 (+6),,"GOOD FT by MCKINNEY,SPENCER",2
00:10,"MISS FT by MCKINNEY,SPENCER",,,,,,,"MISS FT by MCKINNEY,SPENCER",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
00:10,"FOUL  by SCHMITT,GABE",,,,,,,"FOUL  by SCHMITT,GABE",2
00:10,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
00:10,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
00:10,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
00:10,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
00:05,,71,,78 (+7),"GOOD FT by SINE,TUCKER",CENTRE-M 71-78 (+7),,"GOOD FT by SINE,TUCKER",2
00:05,,71,,79 (+8),"GOOD FT by SINE,TUCKER",CENTRE-M 71-79 (+8),,"GOOD FT by SINE,TUCKER",2
00:05,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
00:05,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
00:04,"MISS LAYUP by JONES,ALEX",,,,,,,"MISS LAYUP by JONES,ALEX",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
