Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
07:55,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
07:55,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",1
07:55,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
07:37,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",1
07:37,,11,,22 (+11),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 11-22 (-11),,"GOOD FT by WILLIAMS,JORDEN",1
07:37,,11,,23 (+12),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 11-23 (-12),,"GOOD FT by WILLIAMS,JORDEN",1
07:26,"GOOD JUMPER by BATES,JACOB",13,,23 (+10),,CENTRE 13-23 (-10),,"GOOD JUMPER by BATES,JACOB",1
07:13,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by CALDWELL,CAM",,,"REBOUND OFF by CALDWELL,CAM",1
07:08,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",1
07:05,,13,,26 (+13),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 13-26 (-13),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",1
06:52,"GOOD 3PTR by GUMP,MATT",16,,26 (+10),,CENTRE 16-26 (-10),,"GOOD 3PTR by GUMP,MATT",1
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",1
06:21,,16,,28 (+12),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 16-28 (-12),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",1
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",1
06:03,"GOOD JUMPER by GRIFFIN,JAROD",18,,28 (+10),,CENTRE 18-28 (-10),,"GOOD JUMPER by GRIFFIN,JAROD",1
05:43,,18,,30 (+12),"GOOD JUMPER by THOMAS,ADRIAN",SEWANEE 18-30 (-12),,"GOOD JUMPER by THOMAS,ADRIAN",1
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",1
05:18,,,,,"FOUL  by LEE,MATTHEW",,,"FOUL  by LEE,MATTHEW",1
05:18,"GOOD FT by AYERS,PERRY",19,,30 (+11),,CENTRE 19-30 (-11),,"GOOD FT by AYERS,PERRY",1
05:18,"GOOD FT by AYERS,PERRY",20,,30 (+10),,CENTRE 20-30 (-10),,"GOOD FT by AYERS,PERRY",1
05:18,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
05:18,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",1
05:18,,,,,"SUB IN by SPENCER,JC",,,"SUB IN by SPENCER,JC",1
05:18,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",1
05:00,,20,,32 (+12),"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",SEWANEE 20-32 (-12),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",1
05:00,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",1
05:00,,20,,33 (+13),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 20-33 (-13),,"GOOD FT by WILLIAMS,JORDEN",1
05:00,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
05:00,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
05:00,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
05:00,,,,,"SUB OUT by SPENCER,JC",,,"SUB OUT by SPENCER,JC",1
04:51,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",1
04:51,"GOOD FT by SINE,TUCKER",21,,33 (+12),,CENTRE 21-33 (-12),,"GOOD FT by SINE,TUCKER",1
04:51,"GOOD FT by SINE,TUCKER",22,,33 (+11),,CENTRE 22-33 (-11),,"GOOD FT by SINE,TUCKER",1
04:51,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
04:51,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
04:30,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",1
04:30,,22,,34 (+12),"GOOD FT by LEE,MATTHEW",SEWANEE 22-34 (-12),,"GOOD FT by LEE,MATTHEW",1
04:30,,22,,35 (+13),"GOOD FT by LEE,MATTHEW",SEWANEE 22-35 (-13),,"GOOD FT by LEE,MATTHEW",1
04:16,"MISS JUMPER by SPITZER,JAKOB",,,,,,,"MISS JUMPER by SPITZER,JAKOB",1
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",1
04:07,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",1
04:07,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
04:07,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
04:07,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
04:07,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",1
04:07,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
04:07,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",1
03:50,"GOOD JUMPER by RAKES,BAILEY",24,,35 (+11),,CENTRE 24-35 (-11),,"GOOD JUMPER by RAKES,BAILEY",1
03:28,,24,,37 (+13),"GOOD JUMPER by STONE,BRODY(in the paint)",SEWANEE 24-37 (-13),,"GOOD JUMPER by STONE,BRODY(in the paint)",1
03:14,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",1
03:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
02:53,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",1
--,"REBOUND DEF by SPITZER,JAKOB",,,,,,,"REBOUND DEF by SPITZER,JAKOB",1
02:30,"GOOD 3PTR by WALKER,ART",27,,37 (+10),,CENTRE 27-37 (-10),,"GOOD 3PTR by WALKER,ART",1
02:12,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",1
02:12,,,,,"MISS FT by THOMAS,ADRIAN",,,"MISS FT by THOMAS,ADRIAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:12,,,,,"MISS FT by THOMAS,ADRIAN",,,"MISS FT by THOMAS,ADRIAN",1
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",1
02:12,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
02:12,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
01:56,"MISS JUMPER by SPITZER,JAKOB",,,,,,,"MISS JUMPER by SPITZER,JAKOB",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
01:44,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",1
01:44,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",1
01:44,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
01:44,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",1
01:24,,27,,40 (+13),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 27-40 (-13),,"GOOD 3PTR by WILLIAMS,JORDEN",1
01:11,"MISS JUMPER by WALKER,ART",,,,,,,"MISS JUMPER by WALKER,ART",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
00:54,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
00:45,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",1
00:20,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",1
00:20,"MISS FT by SCHMUCKER,ZACH",,,,,,,"MISS FT by SCHMUCKER,ZACH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:20,"GOOD FT by SCHMUCKER,ZACH",28,,40 (+12),,CENTRE 28-40 (-12),,"GOOD FT by SCHMUCKER,ZACH",1
00:20,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
00:20,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",1
00:20,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
00:20,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
00:07,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",1
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",1
00:01,,28,,42 (+14),"GOOD JUMPER by BORN,LEO",SEWANEE 28-42 (-14),,"GOOD JUMPER by BORN,LEO",1
19:40,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND OFF by SINE,TUCKER",,,,,,,"REBOUND OFF by SINE,TUCKER",2
19:38,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
19:31,"MISS JUMPER by GRIFFIN,JAROD",,,,,,,"MISS JUMPER by GRIFFIN,JAROD",2
19:31,,,,,"BLOCK  by STONE,BRODY",,,"BLOCK  by STONE,BRODY",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
19:16,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
19:07,"GOOD LAYUP by GUMP,MATT(in the paint)",30,,42 (+12),,CENTRE 30-42 (-12),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
19:07,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
19:07,"GOOD FT by GUMP,MATT",31,,42 (+11),,CENTRE 31-42 (-11),,"GOOD FT by GUMP,MATT",2
19:07,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
19:07,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
18:57,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
18:57,"BLOCK  by GUMP,MATT",,,,,,,"BLOCK  by GUMP,MATT",2
--,"REBOUND DEF by SPITZER,JAKOB",,,,,,,"REBOUND DEF by SPITZER,JAKOB",2
18:49,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",33,,42 (+9),,CENTRE 33-42 (-9),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
18:30,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
18:30,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",2
18:18,"GOOD JUMPER by AYERS,PERRY",35,,42 (+7),,CENTRE 35-42 (-7),,"GOOD JUMPER by AYERS,PERRY",2
18:18,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
18:18,"MISS FT by AYERS,PERRY",,,,,,,"MISS FT by AYERS,PERRY",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
18:00,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
18:00,"BLOCK  by SPITZER,JAKOB",,,,,,,"BLOCK  by SPITZER,JAKOB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:47,"GOOD LAYUP by SINE,TUCKER(in the paint)",37,,42 (+5),,CENTRE 37-42 (-5),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
17:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:41,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
17:41,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
17:30,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
17:28,"STEAL  by GRIFFIN,JAROD",,,,,,,"STEAL  by GRIFFIN,JAROD",2
17:25,"GOOD LAYUP by SINE,TUCKER(in the paint)",39,,42 (+3),,CENTRE 39-42 (-3),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
17:07,,39,,44 (+5),"GOOD JUMPER by BORN,CLAY",SEWANEE 39-44 (-5),,"GOOD JUMPER by BORN,CLAY",2
16:51,"GOOD JUMPER by AYERS,PERRY",41,,44 (+3),,CENTRE 41-44 (-3),,"GOOD JUMPER by AYERS,PERRY",2
16:36,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
16:18,"GOOD JUMPER by AYERS,PERRY",43,,44 (+1),,CENTRE 43-44 (-1),,"GOOD JUMPER by AYERS,PERRY",2
16:00,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",2
16:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
