Time Remaining,CENTRE-M,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by JOHNSON,CORY",,,"ASSIST  by JOHNSON,CORY",2
19:49,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
19:49,,57 (+28),,29,"GOOD FT by KORN,LUKAS",BCM 57-29 (+28),,"GOOD FT by KORN,LUKAS",2
19:21,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by JOHNSON,CORY",,,"REBOUND DEF by JOHNSON,CORY",2
19:05,,57 (+26),,31,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",BCM 57-31 (+26),,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",2
19:05,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",2
19:05,,57 (+25),,32,"GOOD FT by DENBESTEN,COLE",BCM 57-32 (+25),,"GOOD FT by DENBESTEN,COLE",2
19:05,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
19:05,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
18:38,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
18:33,"MISS JUMPER by RAKES,BAILEY",,,,,,,"MISS JUMPER by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by CLARK,ETHAN",,,"REBOUND DEF by CLARK,ETHAN",2
18:20,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",2
18:20,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
18:20,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
17:51,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by KORN,LUKAS",,,"REBOUND DEF by KORN,LUKAS",2
17:43,,57 (+23),,34,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",BCM 57-34 (+23),,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",2
17:09,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
17:08,,,,,"STEAL  by KORN,LUKAS",,,"STEAL  by KORN,LUKAS",2
17:05,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
17:05,,,,,"MISS FT by JOHNSON,CORY",,,"MISS FT by JOHNSON,CORY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
17:05,,,,,"MISS FT by JOHNSON,CORY",,,"MISS FT by JOHNSON,CORY",2
--,,,,,"REBOUND OFF by MCLENDON,MARC",,,"REBOUND OFF by MCLENDON,MARC",2
17:05,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
17:05,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
17:02,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
17:02,,,,,"MISS FT by KORN,LUKAS",,,"MISS FT by KORN,LUKAS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:02,,,,,"MISS FT by KORN,LUKAS",,,"MISS FT by KORN,LUKAS",2
--,"REBOUND DEF by SCHMUCKER,ZACH",,,,,,,"REBOUND DEF by SCHMUCKER,ZACH",2
17:02,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
17:02,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
17:02,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
17:02,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
16:32,"GOOD 3PTR by RAKES,BAILEY",60 (+26),,34,,CENTRE-M 60-34 (+26),,"GOOD 3PTR by RAKES,BAILEY",2
--,"ASSIST  by GRUBER,SAM",,,,,,,"ASSIST  by GRUBER,SAM",2
16:23,,60 (+23),,37,"GOOD 3PTR by DENBESTEN,COLE",BCM 60-37 (+23),,"GOOD 3PTR by DENBESTEN,COLE",2
--,,,,,"ASSIST  by CLARK,ETHAN",,,"ASSIST  by CLARK,ETHAN",2
16:10,"TURNOVER  by AYERS,PERRY",,,,,,,"TURNOVER  by AYERS,PERRY",2
16:10,,,,,"STEAL  by MCLENDON,MARC",,,"STEAL  by MCLENDON,MARC",2
16:10,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
16:10,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
15:58,,60 (+21),,39,"GOOD JUMPER by JOHNSON,CORY",BCM 60-39 (+21),,"GOOD JUMPER by JOHNSON,CORY",2
15:23,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by JOHNSON,CORY",,,"REBOUND DEF by JOHNSON,CORY",2
15:12,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",2
--,,,,,"REBOUND OFF by MCLENDON,MARC",,,"REBOUND OFF by MCLENDON,MARC",2
15:09,,60 (+19),,41,"GOOD LAYUP by MCLENDON,MARC(in the paint)",BCM 60-41 (+19),,"GOOD LAYUP by MCLENDON,MARC(in the paint)",2
14:58,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
14:58,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
14:39,"GOOD 3PTR by WALKER,ART",63 (+22),,41,,CENTRE-M 63-41 (+22),,"GOOD 3PTR by WALKER,ART",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
14:32,,,,,"MISS 3PTR by JOHNSON,CORY",,,"MISS 3PTR by JOHNSON,CORY",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
14:29,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",2
14:28,,,,,"STEAL  by KORN,LUKAS",,,"STEAL  by KORN,LUKAS",2
14:16,,,,,"TURNOVER  by KORN,LUKAS",,,"TURNOVER  by KORN,LUKAS",2
14:13,"STEAL  by WALKER,ART",,,,,,,"STEAL  by WALKER,ART",2
14:05,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by JOHNSON,CORY",,,"REBOUND DEF by JOHNSON,CORY",2
13:45,,63 (+20),,43,"GOOD LAYUP by KORN,LUKAS(in the paint)",BCM 63-43 (+20),,"GOOD LAYUP by KORN,LUKAS(in the paint)",2
13:14,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by DENBESTEN,COLE",,,"REBOUND DEF by DENBESTEN,COLE",2
12:50,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
12:50,,63 (+19),,44,"GOOD FT by MCLENDON,MARC",BCM 63-44 (+19),,"GOOD FT by MCLENDON,MARC",2
12:50,,63 (+18),,45,"GOOD FT by MCLENDON,MARC",BCM 63-45 (+18),,"GOOD FT by MCLENDON,MARC",2
12:50,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
12:50,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
12:50,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
12:50,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
12:50,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
12:50,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
12:31,"TURNOVER  by WALKER,ART",,,,,,,"TURNOVER  by WALKER,ART",2
12:30,,,,,"STEAL  by DENBESTEN,COLE",,,"STEAL  by DENBESTEN,COLE",2
12:13,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
12:03,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
11:47,,63 (+15),,48,"GOOD 3PTR by JOHNSON,CORY",BCM 63-48 (+15),,"GOOD 3PTR by JOHNSON,CORY",2
11:20,,,,,"FOUL  by DENBESTEN,COLE",,,"FOUL  by DENBESTEN,COLE",2
11:20,"GOOD FT by WALKER,ART",64 (+16),,48,,CENTRE-M 64-48 (+16),,"GOOD FT by WALKER,ART",2
11:20,"GOOD FT by WALKER,ART",65 (+17),,48,,CENTRE-M 65-48 (+17),,"GOOD FT by WALKER,ART",2
11:20,"GOOD FT by WALKER,ART",66 (+18),,48,,CENTRE-M 66-48 (+18),,"GOOD FT by WALKER,ART",2
11:20,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
11:20,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
10:54,,,,,"MISS JUMPER by JOHNSON,CORY",,,"MISS JUMPER by JOHNSON,CORY",2
--,"REBOUND DEF by SPITZER,JAKOB",,,,,,,"REBOUND DEF by SPITZER,JAKOB",2
10:51,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",2
10:51,,,,,"SUB IN by GREEN,CADE",,,"SUB IN by GREEN,CADE",2
10:51,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",2
10:33,,,,,"FOUL  by MCLENDON,MARC",,,"FOUL  by MCLENDON,MARC",2
10:07,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by MCLENDON,MARC",,,"REBOUND DEF by MCLENDON,MARC",2
10:07,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",2
10:07,,66 (+17),,49,"GOOD FT by MCLENDON,MARC",BCM 66-49 (+17),,"GOOD FT by MCLENDON,MARC",2
10:07,,,,,"MISS FT by MCLENDON,MARC",,,"MISS FT by MCLENDON,MARC",2
--,"REBOUND DEF by SCHMUCKER,ZACH",,,,,,,"REBOUND DEF by SCHMUCKER,ZACH",2
10:07,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
10:07,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
10:07,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
10:07,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
10:06,,,,,"FOUL  by GREEN,CADE",,,"FOUL  by GREEN,CADE",2
09:45,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND OFF by GUMP,MATT",,,,,,,"REBOUND OFF by GUMP,MATT",2
09:33,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND OFF by GUMP,MATT",,,,,,,"REBOUND OFF by GUMP,MATT",2
09:12,"TURNOVER  by AYERS,PERRY",,,,,,,"TURNOVER  by AYERS,PERRY",2
09:11,,,,,"STEAL  by DENBESTEN,COLE",,,"STEAL  by DENBESTEN,COLE",2
09:07,,66 (+15),,51,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",BCM 66-51 (+15),,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",2
08:56,,,,,"FOUL  by JOHNSON,CORY",,,"FOUL  by JOHNSON,CORY",2
08:56,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
08:56,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
08:35,"MISS LAYUP by GRIFFIN,JAROD",,,,,,,"MISS LAYUP by GRIFFIN,JAROD",2
--,"REBOUND OFF by GRIFFIN,JAROD",,,,,,,"REBOUND OFF by GRIFFIN,JAROD",2
08:24,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND OFF by GUMP,MATT",,,,,,,"REBOUND OFF by GUMP,MATT",2
08:09,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by GREEN,CADE",,,"REBOUND DEF by GREEN,CADE",2
08:01,"FOUL  by RAKES,BAILEY",,,,,,,"FOUL  by RAKES,BAILEY",2
08:01,,,,,"MISS FT by JOHNSON,CORY",,,"MISS FT by JOHNSON,CORY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:01,,,,,"MISS FT by JOHNSON,CORY",,,"MISS FT by JOHNSON,CORY",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
08:01,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
08:01,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
08:01,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
08:01,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
07:43,"MISS LAYUP by RAKES,BAILEY",,,,,,,"MISS LAYUP by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by CLARK,ETHAN",,,"REBOUND DEF by CLARK,ETHAN",2
07:35,,66 (+13),,53,"GOOD LAYUP by CLARK,ETHAN(in the paint)",BCM 66-53 (+13),,"GOOD LAYUP by CLARK,ETHAN(in the paint)",2
07:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:33,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
07:33,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
07:09,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by DENBESTEN,COLE",,,"REBOUND DEF by DENBESTEN,COLE",2
06:54,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",2
06:54,,,,,"MISS FT by DENBESTEN,COLE",,,"MISS FT by DENBESTEN,COLE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:54,,66 (+12),,54,"GOOD FT by DENBESTEN,COLE",BCM 66-54 (+12),,"GOOD FT by DENBESTEN,COLE",2
06:54,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
06:54,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
06:27,"GOOD 3PTR by SINE,TUCKER",69 (+15),,54,,CENTRE-M 69-54 (+15),,"GOOD 3PTR by SINE,TUCKER",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
06:17,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
06:17,,,,,"MISS FT by MCLENDON,MARC",,,"MISS FT by MCLENDON,MARC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:17,,,,,"MISS FT by MCLENDON,MARC",,,"MISS FT by MCLENDON,MARC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:07,"GOOD LAYUP by GRUBER,SAM(in the paint)",71 (+17),,54,,CENTRE-M 71-54 (+17),,"GOOD LAYUP by GRUBER,SAM(in the paint)",2
--,"ASSIST  by SINE,TUCKER",,,,,,,"ASSIST  by SINE,TUCKER",2
05:49,,,,,"MISS JUMPER by GREEN,CADE",,,"MISS JUMPER by GREEN,CADE",2
05:49,"BLOCK  by BATES,JACOB",,,,,,,"BLOCK  by BATES,JACOB",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
05:46,,,,,"FOUL  by GREEN,CADE",,,"FOUL  by GREEN,CADE",2
05:46,"GOOD FT by SINE,TUCKER",72 (+18),,54,,CENTRE-M 72-54 (+18),,"GOOD FT by SINE,TUCKER",2
05:46,"GOOD FT by SINE,TUCKER",73 (+19),,54,,CENTRE-M 73-54 (+19),,"GOOD FT by SINE,TUCKER",2
05:46,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
05:46,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
05:32,,,,,"MISS 3PTR by JOHNSON,CORY",,,"MISS 3PTR by JOHNSON,CORY",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
05:24,"MISS LAYUP by GUMP,MATT",,,,,,,"MISS LAYUP by GUMP,MATT",2
05:24,,,,,"BLOCK  by MCLENDON,MARC",,,"BLOCK  by MCLENDON,MARC",2
--,,,,,"REBOUND OFF by MCLENDON,MARC",,,"REBOUND OFF by MCLENDON,MARC",2
05:16,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
05:16,,73 (+18),,55,"GOOD FT by MCLENDON,MARC",BCM 73-55 (+18),,"GOOD FT by MCLENDON,MARC",2
05:12,,,,,"MISS FT by MCLENDON,MARC",,,"MISS FT by MCLENDON,MARC",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
04:53,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",2
--,"REBOUND OFF by AYERS,PERRY",,,,,,,"REBOUND OFF by AYERS,PERRY",2
04:53,,,,,"FOUL  by JOHNSON,CORY",,,"FOUL  by JOHNSON,CORY",2
04:51,"MISS FT by AYERS,PERRY",,,,,,,"MISS FT by AYERS,PERRY",2
--,,,,,"REBOUND DEF by MCLENDON,MARC",,,"REBOUND DEF by MCLENDON,MARC",2
04:41,,73 (+15),,58,"GOOD 3PTR by DENBESTEN,COLE",BCM 73-58 (+15),,"GOOD 3PTR by DENBESTEN,COLE",2
--,,,,,"ASSIST  by JOHNSON,CORY",,,"ASSIST  by JOHNSON,CORY",2
04:23,"GOOD LAYUP by BATES,JACOB(in the paint)",75 (+17),,58,,CENTRE-M 75-58 (+17),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
04:23,,,,,"FOUL  by MCLENDON,MARC",,,"FOUL  by MCLENDON,MARC",2
04:23,"GOOD FT by BATES,JACOB",76 (+18),,58,,CENTRE-M 76-58 (+18),,"GOOD FT by BATES,JACOB",2
04:23,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
04:23,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
04:21,,76 (+16),,60,"GOOD LAYUP by MCLENDON,MARC(in the paint)",BCM 76-60 (+16),,"GOOD LAYUP by MCLENDON,MARC(in the paint)",2
03:51,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",78 (+18),,60,,CENTRE-M 78-60 (+18),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
03:41,,,,,"MISS LAYUP by GREEN,CADE",,,"MISS LAYUP by GREEN,CADE",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
03:14,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",2
--,,,,,"REBOUND DEF by DENBESTEN,COLE",,,"REBOUND DEF by DENBESTEN,COLE",2
03:06,,,,,"MISS 3PTR by CLARK,ETHAN",,,"MISS 3PTR by CLARK,ETHAN",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
02:57,"TURNOVER  by AYERS,PERRY",,,,,,,"TURNOVER  by AYERS,PERRY",2
02:56,,,,,"STEAL  by JOHNSON,CORY",,,"STEAL  by JOHNSON,CORY",2
02:54,,78 (+16),,62,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",BCM 78-62 (+16),,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,CORY",,,"ASSIST  by JOHNSON,CORY",2
02:26,,,,,"FOUL  by GREEN,CADE",,,"FOUL  by GREEN,CADE",2
02:26,"MISS FT by GRIFFIN,JAROD",,,,,,,"MISS FT by GRIFFIN,JAROD",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:26,"MISS FT by GRIFFIN,JAROD",,,,,,,"MISS FT by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by CLARK,ETHAN",,,"REBOUND DEF by CLARK,ETHAN",2
02:26,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
02:26,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
02:17,,78 (+14),,64,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",BCM 78-64 (+14),,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",2
02:05,,,,,"FOUL  by MCLENDON,MARC",,,"FOUL  by MCLENDON,MARC",2
02:05,"GOOD FT by RAKES,BAILEY",79 (+15),,64,,CENTRE-M 79-64 (+15),,"GOOD FT by RAKES,BAILEY",2
02:05,"GOOD FT by RAKES,BAILEY",80 (+16),,64,,CENTRE-M 80-64 (+16),,"GOOD FT by RAKES,BAILEY",2
02:05,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
02:05,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
01:53,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
01:53,,80 (+15),,65,"GOOD FT by JOHNSON,CORY",BCM 80-65 (+15),,"GOOD FT by JOHNSON,CORY",2
01:53,,80 (+14),,66,"GOOD FT by JOHNSON,CORY",BCM 80-66 (+14),,"GOOD FT by JOHNSON,CORY",2
01:53,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
01:53,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
01:24,"GOOD 3PTR by GUMP,MATT",83 (+17),,66,,CENTRE-M 83-66 (+17),,"GOOD 3PTR by GUMP,MATT",2
--,"ASSIST  by SINE,TUCKER",,,,,,,"ASSIST  by SINE,TUCKER",2
01:12,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
01:09,,,,,"FOUL  by GREEN,CADE",,,"FOUL  by GREEN,CADE",2
01:09,"MISS FT by WALKER,ART",,,,,,,"MISS FT by WALKER,ART",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:09,"GOOD FT by WALKER,ART",84 (+18),,66,,CENTRE-M 84-66 (+18),,"GOOD FT by WALKER,ART",2
01:09,"SUB IN by JONES,BRETT",,,,,,,"SUB IN by JONES,BRETT",2
01:09,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
01:09,,,,,"SUB IN by SHARPE,DALTON",,,"SUB IN by SHARPE,DALTON",2
01:09,,,,,"SUB OUT by GREEN,CADE",,,"SUB OUT by GREEN,CADE",2
01:04,"SUB IN by DUNAWAY,MICHAEL",,,,,,,"SUB IN by DUNAWAY,MICHAEL",2
01:04,"SUB IN by MORETTE,MATT",,,,,,,"SUB IN by MORETTE,MATT",2
01:04,"SUB IN by CAVANAUGH,CHASE",,,,,,,"SUB IN by CAVANAUGH,CHASE",2
01:04,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
01:04,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
01:04,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
00:51,,,,,"MISS LAYUP by MCLENDON,MARC",,,"MISS LAYUP by MCLENDON,MARC",2
--,"REBOUND DEF by CAVANAUGH,CHASE",,,,,,,"REBOUND DEF by CAVANAUGH,CHASE",2
00:48,"MISS FT by CAVANAUGH,CHASE",,,,,,,"MISS FT by CAVANAUGH,CHASE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:48,"GOOD FT by CAVANAUGH,CHASE",85 (+19),,66,,CENTRE-M 85-66 (+19),,"GOOD FT by CAVANAUGH,CHASE",2
00:38,,85 (+16),,69,"GOOD 3PTR by JOHNSON,CORY",BCM 85-69 (+16),,"GOOD 3PTR by JOHNSON,CORY",2
--,,,,,"ASSIST  by MCLENDON,MARC",,,"ASSIST  by MCLENDON,MARC",2
00:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:32,"TURNOVER  by MORETTE,MATT",,,,,,,"TURNOVER  by MORETTE,MATT",2
00:22,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
