Time Remaining,BER,Away Team Score,Play Team Indicator,Home Team Score,CEN,Game Score,Team Indicator,Play,Period
03:48,,,,,"SUB OUT by CAVANAUGH,CHASE",,,"SUB OUT by CAVANAUGH,CHASE",1
03:48,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",1
03:35,"GOOD JUMPER by FORTE,MCCARTY(in the paint)",23 (+2),,21,,BER 23-21 (-2),,"GOOD JUMPER by FORTE,MCCARTY(in the paint)",1
03:17,,23,,23,"GOOD JUMPER by GUMP,MATT(in the paint)",CEN 23-23 (0),,"GOOD JUMPER by GUMP,MATT(in the paint)",1
03:05,"MISS JUMPER by JONES,BLAKE",,,,,,,"MISS JUMPER by JONES,BLAKE",1
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",1
02:41,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",1
--,"REBOUND DEF by FORTE,MCCARTY",,,,,,,"REBOUND DEF by FORTE,MCCARTY",1
02:27,"TURNOVER  by MCCLOUD,ALTON",,,,,,,"TURNOVER  by MCCLOUD,ALTON",1
02:27,,,,,"STEAL  by GRUBER,SAM",,,"STEAL  by GRUBER,SAM",1
02:27,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",1
02:27,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",1
02:13,,,,,"MISS JUMPER by GUMP,MATT",,,"MISS JUMPER by GUMP,MATT",1
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",1
02:04,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",1
02:04,,,,,"STEAL  by GRUBER,SAM",,,"STEAL  by GRUBER,SAM",1
01:56,"FOUL  by FORTE,MCCARTY",,,,,,,"FOUL  by FORTE,MCCARTY",1
01:56,,23,,24 (+1),"GOOD FT by SINE,TUCKER",CEN 23-24 (+1),,"GOOD FT by SINE,TUCKER",1
01:56,,23,,25 (+2),"GOOD FT by SINE,TUCKER",CEN 23-25 (+2),,"GOOD FT by SINE,TUCKER",1
01:56,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
01:56,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",1
01:56,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",1
01:56,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",1
01:56,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",1
01:56,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
01:56,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",1
01:56,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",1
01:56,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",1
01:56,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",1
01:56,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
01:56,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",1
01:46,"MISS LAYUP by MCCLOUD,ALTON",,,,,,,"MISS LAYUP by MCCLOUD,ALTON",1
01:46,,,,,"BLOCK  by SPITZER,JAKOB",,,"BLOCK  by SPITZER,JAKOB",1
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1
01:33,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",1
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",1
01:25,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",1
01:25,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:25,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",1
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",1
01:25,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",1
01:25,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",1
01:25,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",1
01:25,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
01:08,,23,,27 (+4),"GOOD JUMPER by RAKES,BAILEY(in the paint)",CEN 23-27 (+4),,"GOOD JUMPER by RAKES,BAILEY(in the paint)",1
00:52,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",1
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1
00:33,,23,,29 (+6),"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",CEN 23-29 (+6),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",1
00:25,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",1
00:25,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:25,"GOOD FT by MARDER,NICK",24,,29 (+5),,BER 24-29 (+5),,"GOOD FT by MARDER,NICK",1
00:25,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",1
00:25,"SUB IN by JOHNSON,CORY",,,,,,,"SUB IN by JOHNSON,CORY",1
00:25,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",1
00:25,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",1
00:25,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",1
00:25,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",1
00:25,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
00:25,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
00:00,,24,,32 (+8),"GOOD 3PTR by GUMP,MATT",CEN 24-32 (+8),,"GOOD 3PTR by GUMP,MATT",1
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",1
19:51,"MISS JUMPER by JOHNSON,CORY",,,,,,,"MISS JUMPER by JOHNSON,CORY",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
19:32,,24,,34 (+10),"GOOD LAYUP by AYERS,PERRY(in the paint)",CEN 24-34 (+10),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
19:32,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",2
19:32,,24,,35 (+11),"GOOD FT by AYERS,PERRY",CEN 24-35 (+11),,"GOOD FT by AYERS,PERRY",2
19:32,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
19:32,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
19:10,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
19:10,"GOOD FT by SPALDING,TANNER",25,,35 (+10),,BER 25-35 (+10),,"GOOD FT by SPALDING,TANNER",2
19:10,"MISS FT by SPALDING,TANNER",,,,,,,"MISS FT by SPALDING,TANNER",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
19:10,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
19:10,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
18:59,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
18:53,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
--,"REBOUND OFF by SPALDING,TANNER",,,,,,,"REBOUND OFF by SPALDING,TANNER",2
18:48,"MISS LAYUP by SPALDING,TANNER",,,,,,,"MISS LAYUP by SPALDING,TANNER",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
18:43,"FOUL  by JOHNSON,CORY",,,,,,,"FOUL  by JOHNSON,CORY",2
18:35,,25,,37 (+12),"GOOD LAYUP by BATES,JACOB(in the paint)",CEN 25-37 (+12),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
18:24,"GOOD LAYUP by SPALDING,TANNER(in the paint)",27,,37 (+10),,BER 27-37 (+10),,"GOOD LAYUP by SPALDING,TANNER(in the paint)",2
--,"ASSIST  by JOHNSON,CALEB",,,,,,,"ASSIST  by JOHNSON,CALEB",2
18:06,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
--,,,,,"REBOUND OFF by GRIFFIN,JAROD",,,"REBOUND OFF by GRIFFIN,JAROD",2
17:50,,27,,40 (+13),"GOOD 3PTR by GRIFFIN,JAROD",CEN 27-40 (+13),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
17:36,"MISS JUMPER by SPALDING,TANNER",,,,,,,"MISS JUMPER by SPALDING,TANNER",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
17:31,"GOOD LAYUP by SPALDING,TANNER(in the paint)",29,,40 (+11),,BER 29-40 (+11),,"GOOD LAYUP by SPALDING,TANNER(in the paint)",2
--,"ASSIST  by MCCLOUD,ALTON",,,,,,,"ASSIST  by MCCLOUD,ALTON",2
17:31,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
17:31,"GOOD FT by SPALDING,TANNER",30,,40 (+10),,BER 30-40 (+10),,"GOOD FT by SPALDING,TANNER",2
17:31,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
17:31,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
17:08,,,,,"TURNOVER  by SCHMUCKER,ZACH",,,"TURNOVER  by SCHMUCKER,ZACH",2
17:07,"STEAL  by MCCLOUD,ALTON",,,,,,,"STEAL  by MCCLOUD,ALTON",2
17:04,"GOOD JUMPER by JONES,BLAKE(in the paint)",32,,40 (+8),,BER 32-40 (+8),,"GOOD JUMPER by JONES,BLAKE(in the paint)",2
16:37,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
16:37,"BLOCK  by SPALDING,TANNER",,,,,,,"BLOCK  by SPALDING,TANNER",2
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",2
16:32,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
16:32,"GOOD JUMPER by SPALDING,TANNER(in the paint)",34,,40 (+6),,BER 34-40 (+6),,"GOOD JUMPER by SPALDING,TANNER(in the paint)",2
16:32,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
16:32,"STEAL  by JOHNSON,CORY",,,,,,,"STEAL  by JOHNSON,CORY",2
16:32,"GOOD LAYUP by JOHNSON,CORY(in the paint)",36,,40 (+4),,BER 36-40 (+4),,"GOOD LAYUP by JOHNSON,CORY(in the paint)",2
16:32,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
16:32,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
16:32,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
16:32,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
16:32,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
16:32,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
16:32,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
16:32,,,,,"SUB OUT by JONES,BRETT",,,"SUB OUT by JONES,BRETT",2
16:32,,,,,"SUB OUT by CAVANAUGH,CHASE",,,"SUB OUT by CAVANAUGH,CHASE",2
16:32,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
16:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:11,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
16:11,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
16:11,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
15:52,,36,,43 (+7),"GOOD 3PTR by WALKER,ART",CEN 36-43 (+7),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
15:40,"MISS 3PTR by JOHNSON,CORY",,,,,,,"MISS 3PTR by JOHNSON,CORY",2
--,"REBOUND OFF by SPALDING,TANNER",,,,,,,"REBOUND OFF by SPALDING,TANNER",2
15:18,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND OFF by SPALDING,TANNER",,,,,,,"REBOUND OFF by SPALDING,TANNER",2
15:12,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",38,,43 (+5),,BER 38-43 (+5),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
14:51,,,,,"TURNOVER  by SCHMUCKER,ZACH",,,"TURNOVER  by SCHMUCKER,ZACH",2
14:50,"STEAL  by JOHNSON,CORY",,,,,,,"STEAL  by JOHNSON,CORY",2
14:45,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",40,,43 (+3),,BER 40-43 (+3),,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
14:24,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:24,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
14:24,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
14:24,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
14:24,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
14:24,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
14:24,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
14:24,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
14:24,,,,,"SUB OUT by JONES,BRETT",,,"SUB OUT by JONES,BRETT",2
14:24,,,,,"SUB OUT by CAVANAUGH,CHASE",,,"SUB OUT by CAVANAUGH,CHASE",2
14:24,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
14:11,,40,,45 (+5),"GOOD LAYUP by SPITZER,JAKOB(in the paint)",CEN 40-45 (+5),,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",2
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",2
13:46,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
13:46,"GOOD FT by MCCLOUD,ALTON",41,,45 (+4),,BER 41-45 (+4),,"GOOD FT by MCCLOUD,ALTON",2
13:46,"GOOD FT by MCCLOUD,ALTON",42,,45 (+3),,BER 42-45 (+3),,"GOOD FT by MCCLOUD,ALTON",2
13:17,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",2
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",2
12:53,"MISS LAYUP by SPALDING,TANNER",,,,,,,"MISS LAYUP by SPALDING,TANNER",2
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",2
12:46,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",2
12:40,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND OFF by SINE,TUCKER",,,"REBOUND OFF by SINE,TUCKER",2
12:35,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
12:35,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
12:35,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
12:35,"SUB IN by JOHNSON,CORY",,,,,,,"SUB IN by JOHNSON,CORY",2
12:35,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",2
12:35,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
12:35,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
12:35,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
12:35,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
12:35,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
12:35,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
12:35,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
12:20,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
12:20,"STEAL  by JOHNSON,CORY",,,,,,,"STEAL  by JOHNSON,CORY",2
12:20,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
12:20,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
12:20,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
12:20,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
12:20,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
12:20,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
12:20,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
12:20,,,,,"SUB OUT by JONES,BRETT",,,"SUB OUT by JONES,BRETT",2
12:20,,,,,"SUB OUT by CAVANAUGH,CHASE",,,"SUB OUT by CAVANAUGH,CHASE",2
12:20,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
12:11,"MISS 3PTR by JOHNSON,CORY",,,,,,,"MISS 3PTR by JOHNSON,CORY",2
12:11,,,,,"BLOCK  by GUMP,MATT",,,"BLOCK  by GUMP,MATT",2
--,"REBOUND OFF by JOHNSON,CORY",,,,,,,"REBOUND OFF by JOHNSON,CORY",2
11:59,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND OFF by JOHNSON,CORY",,,,,,,"REBOUND OFF by JOHNSON,CORY",2
11:33,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
11:05,,,,,"TURNOVER  by GRIFFIN,JAROD",,,"TURNOVER  by GRIFFIN,JAROD",2
11:05,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
11:05,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:05,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
11:05,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
10:44,"MISS JUMPER by JONES,BLAKE",,,,,,,"MISS JUMPER by JONES,BLAKE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
10:25,,,,,"MISS LAYUP by GRIFFIN,JAROD",,,"MISS LAYUP by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
10:22,,42,,47 (+5),"GOOD LAYUP by BATES,JACOB(in the paint)",CEN 42-47 (+5),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
10:01,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
09:42,,42,,49 (+7),"GOOD LAYUP by BATES,JACOB(in the paint)",CEN 42-49 (+7),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
09:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:29,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
09:29,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
09:29,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
09:29,"SUB IN by JOHNSON,CORY",,,,,,,"SUB IN by JOHNSON,CORY",2
09:29,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",2
09:29,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
09:29,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
09:29,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
09:29,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
09:29,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
09:16,"TURNOVER  by SPALDING,TANNER",,,,,,,"TURNOVER  by SPALDING,TANNER",2
08:51,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
08:51,"STEAL  by SPALDING,TANNER",,,,,,,"STEAL  by SPALDING,TANNER",2
08:37,"MISS JUMPER by SPALDING,TANNER",,,,,,,"MISS JUMPER by SPALDING,TANNER",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
08:18,,42,,51 (+9),"GOOD LAYUP by GUMP,MATT(in the paint)",CEN 42-51 (+9),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
08:09,"GOOD JUMPER by SPALDING,TANNER(in the paint)",44,,51 (+7),,BER 44-51 (+7),,"GOOD JUMPER by SPALDING,TANNER(in the paint)",2
--,"ASSIST  by JOHNSON,CALEB",,,,,,,"ASSIST  by JOHNSON,CALEB",2
07:51,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
07:51,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:51,,44,,52 (+8),"GOOD FT by GUMP,MATT",CEN 44-52 (+8),,"GOOD FT by GUMP,MATT",2
07:51,,,,,"MISS FT by GUMP,MATT",,,"MISS FT by GUMP,MATT",2
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",2
07:51,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",2
07:51,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
07:51,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
07:51,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
07:51,"SUB IN by JOHNSON,CORY",,,,,,,"SUB IN by JOHNSON,CORY",2
07:51,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
07:51,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
07:51,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
07:51,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
07:51,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
07:51,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
07:51,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
07:36,"MISS LAYUP by JOHNSON,CORY",,,,,,,"MISS LAYUP by JOHNSON,CORY",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
07:28,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",2
--,"REBOUND DEF by CLARK,ETHAN",,,,,,,"REBOUND DEF by CLARK,ETHAN",2
07:20,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
06:50,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:49,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
06:49,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
06:49,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
06:49,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
06:49,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
06:49,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
06:49,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
06:49,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
06:49,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
06:49,,,,,"SUB OUT by JONES,BRETT",,,"SUB OUT by JONES,BRETT",2
06:49,,,,,"SUB OUT by CAVANAUGH,CHASE",,,"SUB OUT by CAVANAUGH,CHASE",2
06:49,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
