Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
04:30,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
04:04,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND DEF by DENBESTEN,COLE",,,,,,,"REBOUND DEF by DENBESTEN,COLE",2
03:59,"TURNOVER  by DENBESTEN,COLE",,,,,,,"TURNOVER  by DENBESTEN,COLE",2
03:58,,,,,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",2
03:48,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
03:48,"STEAL  by JONES,BLAKE",,,,,,,"STEAL  by JONES,BLAKE",2
03:44,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
03:42,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:22,,59,,81 (+22),"GOOD 3PTR by SINE,TUCKER",CENTRE-M 59-81 (+22),,"GOOD 3PTR by SINE,TUCKER",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
03:04,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",61,,81 (+20),,BCM 61-81 (+20),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
02:51,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
02:50,"STEAL  by CLARK,ETHAN",,,,,,,"STEAL  by CLARK,ETHAN",2
02:49,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
02:49,"GOOD FT by CLARK,ETHAN",62,,81 (+19),,BCM 62-81 (+19),,"GOOD FT by CLARK,ETHAN",2
02:49,"GOOD FT by CLARK,ETHAN",63,,81 (+18),,BCM 63-81 (+18),,"GOOD FT by CLARK,ETHAN",2
02:49,"SUB IN by SCHICK,BRANDON",,,,,,,"SUB IN by SCHICK,BRANDON",2
02:49,"SUB IN by SHARPE,DALTON",,,,,,,"SUB IN by SHARPE,DALTON",2
02:49,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",2
02:49,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
02:49,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
02:49,"SUB OUT by JOHNSON,CORY",,,,,,,"SUB OUT by JOHNSON,CORY",2
02:49,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
02:49,,,,,"SUB IN by JONES,BRETT",,,"SUB IN by JONES,BRETT",2
02:49,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
02:49,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
02:49,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
02:49,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
02:23,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND DEF by GREEN,CADE",,,,,,,"REBOUND DEF by GREEN,CADE",2
02:15,"MISS LAYUP by GREEN,CADE",,,,,,,"MISS LAYUP by GREEN,CADE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
02:06,,63,,83 (+20),"GOOD LAYUP by JONES,BRETT(fastbreak)(in the paint)",CENTRE-M 63-83 (+20),,"GOOD LAYUP by JONES,BRETT(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
02:02,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
02:02,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
01:51,"MISS 3PTR by CLARK,ETHAN",,,,,,,"MISS 3PTR by CLARK,ETHAN",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
01:50,"FOUL  by SHARPE,DALTON",,,,,,,"FOUL  by SHARPE,DALTON",2
01:50,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:50,,63,,84 (+21),"GOOD FT by BATES,JACOB",CENTRE-M 63-84 (+21),,"GOOD FT by BATES,JACOB",2
01:50,"SUB IN by MCLENDON,MARC",,,,,,,"SUB IN by MCLENDON,MARC",2
01:50,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
01:50,,,,,"SUB IN by DUNAWAY,MICHAEL",,,"SUB IN by DUNAWAY,MICHAEL",2
01:50,,,,,"SUB IN by MORETTE,MATT",,,"SUB IN by MORETTE,MATT",2
01:50,,,,,"SUB IN by CAVANAUGH,CHASE",,,"SUB IN by CAVANAUGH,CHASE",2
01:50,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
01:50,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
01:50,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
01:37,"GOOD 3PTR by CLARK,ETHAN",66,,84 (+18),,BCM 66-84 (+18),,"GOOD 3PTR by CLARK,ETHAN",2
--,"ASSIST  by MCLENDON,MARC",,,,,,,"ASSIST  by MCLENDON,MARC",2
01:07,,,,,"MISS JUMPER by CAVANAUGH,CHASE",,,"MISS JUMPER by CAVANAUGH,CHASE",2
--,"REBOUND DEF by SHARPE,DALTON",,,,,,,"REBOUND DEF by SHARPE,DALTON",2
00:53,"GOOD JUMPER by GREEN,CADE",68,,84 (+16),,BCM 68-84 (+16),,"GOOD JUMPER by GREEN,CADE",2
--,"ASSIST  by SHARPE,DALTON",,,,,,,"ASSIST  by SHARPE,DALTON",2
00:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:45,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
00:45,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
00:45,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
00:45,,,,,"SUB OUT by JONES,BRETT",,,"SUB OUT by JONES,BRETT",2
00:25,,,,,"TURNOVER  by DUNAWAY,MICHAEL",,,"TURNOVER  by DUNAWAY,MICHAEL",2
00:23,"STEAL  by SHARPE,DALTON",,,,,,,"STEAL  by SHARPE,DALTON",2
00:15,"MISS 3PTR by SCHICK,BRANDON",,,,,,,"MISS 3PTR by SCHICK,BRANDON",2
--,,,,,"REBOUND DEF by DUNAWAY,MICHAEL",,,"REBOUND DEF by DUNAWAY,MICHAEL",2
00:09,,,,,"TURNOVER  by DUNAWAY,MICHAEL",,,"TURNOVER  by DUNAWAY,MICHAEL",2
00:08,"STEAL  by CLARK,ETHAN",,,,,,,"STEAL  by CLARK,ETHAN",2
00:06,"MISS 3PTR by MCLENDON,MARC",,,,,,,"MISS 3PTR by MCLENDON,MARC",2
--,,,,,"REBOUND DEF by DUNAWAY,MICHAEL",,,"REBOUND DEF by DUNAWAY,MICHAEL",2
