Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Hunt,Game Score,Team Indicator,Play,Period
15:20,,42,,46 (+4),"GOOD FT by DUMAS,CHASE",Hunt 42-46 (-4),,"GOOD FT by DUMAS,CHASE",2
15:20,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
15:20,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
15:20,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
15:20,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
15:20,,,,,"SUB OUT by PAGE,SAM",,,"SUB OUT by PAGE,SAM",2
15:20,,,,,"SUB IN by AUTIN,JEREMY",,,"SUB IN by AUTIN,JEREMY",2
15:20,,43,,46 (+3),"GOOD FT by DUMAS,CHASE",Hunt 43-46 (-3),,"GOOD FT by DUMAS,CHASE",2
15:02,"GOOD 3PTR by WILSON,DREW",43,,49 (+6),,Centre 43-49 (-6),,"GOOD 3PTR by WILSON,DREW",2
--,"ASSIST  by STINNETT,CADE",,,,,,,"ASSIST  by STINNETT,CADE",2
14:42,,45,,49 (+4),"GOOD JUMPER by DUMAS,CHASE(in the paint)",Hunt 45-49 (-4),,"GOOD JUMPER by DUMAS,CHASE(in the paint)",2
14:21,"GOOD 3PTR by BAUGHMAN,CARTER",45,,52 (+7),,Centre 45-52 (-7),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",2
13:56,,47,,52 (+5),"GOOD JUMPER by DUMAS,CHASE",Hunt 47-52 (-5),,"GOOD JUMPER by DUMAS,CHASE",2
13:38,"MISS JUMPER by STINNETT,CADE(in the paint)",,,,,,,"MISS JUMPER by STINNETT,CADE(in the paint)",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
13:29,,50,,52 (+2),"GOOD 3PTR by JOHNS,NATE",Hunt 50-52 (-2),,"GOOD 3PTR by JOHNS,NATE",2
--,,,,,"ASSIST  by GARDNER,MAX",,,"ASSIST  by GARDNER,MAX",2
13:26,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:26,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:26,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
13:26,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
13:26,,,,,"SUB OUT by DUMAS,CHASE",,,"SUB OUT by DUMAS,CHASE",2
13:26,,,,,"SUB IN by HARDEN,REESE",,,"SUB IN by HARDEN,REESE",2
13:10,"MISS JUMPER by WILSON,DREW(in the paint)",,,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",2
--,,,,,"REBOUND DEF by AUTIN,JEREMY",,,"REBOUND DEF by AUTIN,JEREMY",2
12:59,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
12:59,,,,,"MISS JUMPER by MURPHY,MYLES(in the paint)",,,"MISS JUMPER by MURPHY,MYLES(in the paint)",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
12:39,"GOOD LAYUP by RING,NOAH(in the paint)",50,,54 (+4),,Centre 50-54 (-4),,"GOOD LAYUP by RING,NOAH(in the paint)",2
--,"ASSIST  by STINNETT,CADE",,,,,,,"ASSIST  by STINNETT,CADE",2
12:13,,,,,"MISS JUMPER by MURPHY,MYLES",,,"MISS JUMPER by MURPHY,MYLES",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
12:03,"GOOD 3PTR by STINNETT,CADE",50,,57 (+7),,Centre 50-57 (-7),,"GOOD 3PTR by STINNETT,CADE",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
11:46,,,,,"MISS JUMPER by JOHNS,NATE(in the paint)",,,"MISS JUMPER by JOHNS,NATE(in the paint)",2
--,,,,,"REBOUND OFF by MURPHY,MYLES",,,"REBOUND OFF by MURPHY,MYLES",2
11:46,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
11:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:46,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
11:46,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
11:46,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",2
11:46,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",2
11:27,,,,,"TURNOVER  by GOOLESBY,TATE",,,"TURNOVER  by GOOLESBY,TATE",2
11:23,"GOOD JUMPER by TAYLOR,MARSHALL(fastbreak)(in the paint)",50,,59 (+9),,Centre 50-59 (-9),,"GOOD JUMPER by TAYLOR,MARSHALL(fastbreak)(in the paint)",2
11:05,,,,,"TURNOVER  by HAWKINS,DAQUAN",,,"TURNOVER  by HAWKINS,DAQUAN",2
11:05,"STEAL  by BAUGHMAN,CARTER",,,,,,,"STEAL  by BAUGHMAN,CARTER",2
10:59,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,,,,,"REBOUND DEF by HARDEN,REESE",,,"REBOUND DEF by HARDEN,REESE",2
10:50,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
10:50,,51,,59 (+8),"GOOD FT by MURPHY,MYLES",Hunt 51-59 (-8),,"GOOD FT by MURPHY,MYLES",2
10:50,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
10:50,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",2
10:50,,52,,59 (+7),"GOOD FT by MURPHY,MYLES",Hunt 52-59 (-7),,"GOOD FT by MURPHY,MYLES",2
10:50,,,,,"SUB OUT by HARDEN,REESE",,,"SUB OUT by HARDEN,REESE",2
10:50,,,,,"SUB IN by DUMAS,CHASE",,,"SUB IN by DUMAS,CHASE",2
10:50,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
10:50,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
10:28,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
10:13,,,,,"MISS 3PTR by AUTIN,JEREMY",,,"MISS 3PTR by AUTIN,JEREMY",2
--,"REBOUND DEF by COLEMAN,HUNTER",,,,,,,"REBOUND DEF by COLEMAN,HUNTER",2
10:09,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND DEF by HAWKINS,DAQUAN",,,"REBOUND DEF by HAWKINS,DAQUAN",2
09:53,,,,,"MISS JUMPER by DUMAS,CHASE",,,"MISS JUMPER by DUMAS,CHASE",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
09:29,,,,,"FOUL  by AUTIN,JEREMY",,,"FOUL  by AUTIN,JEREMY",2
09:29,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
09:29,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
09:18,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by DUMAS,CHASE",,,"REBOUND DEF by DUMAS,CHASE",2
09:09,,,,,"MISS 3PTR by GOOLESBY,TATE",,,"MISS 3PTR by GOOLESBY,TATE",2
--,,,,,"REBOUND OFF by AUTIN,JEREMY",,,"REBOUND OFF by AUTIN,JEREMY",2
09:04,,,,,"MISS LAYUP by AUTIN,JEREMY(in the paint)",,,"MISS LAYUP by AUTIN,JEREMY(in the paint)",2
09:04,"BLOCK  by MOORE,CHEZ",,,,,,,"BLOCK  by MOORE,CHEZ",2
--,,,,,"REBOUND OFF by MURPHY,MYLES",,,"REBOUND OFF by MURPHY,MYLES",2
08:57,,54,,59 (+5),"GOOD LAYUP by MURPHY,MYLES(in the paint)",Hunt 54-59 (-5),,"GOOD LAYUP by MURPHY,MYLES(in the paint)",2
08:35,"GOOD 3PTR by WILSON,DREW",54,,62 (+8),,Centre 54-62 (-8),,"GOOD 3PTR by WILSON,DREW",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
08:21,,,,,"TURNOVER  by AUTIN,JEREMY",,,"TURNOVER  by AUTIN,JEREMY",2
08:21,"STEAL  by MOORE,CHEZ",,,,,,,"STEAL  by MOORE,CHEZ",2
08:14,"GOOD 3PTR by COLEMAN,HUNTER",54,,65 (+11),,Centre 54-65 (-11),,"GOOD 3PTR by COLEMAN,HUNTER",2
--,"ASSIST  by MOORE,CHEZ",,,,,,,"ASSIST  by MOORE,CHEZ",2
07:50,,57,,65 (+8),"GOOD 3PTR by GOOLESBY,TATE",Hunt 57-65 (-8),,"GOOD 3PTR by GOOLESBY,TATE",2
--,,,,,"ASSIST  by HAWKINS,DAQUAN",,,"ASSIST  by HAWKINS,DAQUAN",2
07:30,"MISS 3PTR by STINNETT,CADE",,,,,,,"MISS 3PTR by STINNETT,CADE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:26,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:26,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",2
07:26,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
07:26,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
07:26,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
07:26,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",2
07:26,,,,,"SUB OUT by MURPHY,MYLES",,,"SUB OUT by MURPHY,MYLES",2
07:26,,,,,"SUB OUT by AUTIN,JEREMY",,,"SUB OUT by AUTIN,JEREMY",2
07:26,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",2
07:26,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
07:26,,,,,"SUB IN by PAGE,SAM",,,"SUB IN by PAGE,SAM",2
07:11,,,,,"TURNOVER  by GOOLESBY,TATE",,,"TURNOVER  by GOOLESBY,TATE",2
07:11,"STEAL  by MOORE,CHEZ",,,,,,,"STEAL  by MOORE,CHEZ",2
07:09,,,,,"FOUL  by DUMAS,CHASE",,,"FOUL  by DUMAS,CHASE",2
07:09,"GOOD FT by BAUGHMAN,CARTER",57,,66 (+9),,Centre 57-66 (-9),,"GOOD FT by BAUGHMAN,CARTER",2
07:09,"GOOD FT by BAUGHMAN,CARTER",57,,67 (+10),,Centre 57-67 (-10),,"GOOD FT by BAUGHMAN,CARTER",2
06:54,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
06:50,"FOUL  by TAYLOR,MARSHALL",,,,,,,"FOUL  by TAYLOR,MARSHALL",2
06:44,,,,,"FOUL  by GOOLESBY,TATE",,,"FOUL  by GOOLESBY,TATE",2
06:44,,,,,"TURNOVER  by GOOLESBY,TATE",,,"TURNOVER  by GOOLESBY,TATE",2
06:44,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
06:44,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
06:25,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND DEF by DUMAS,CHASE",,,"REBOUND DEF by DUMAS,CHASE",2
06:14,,,,,"TURNOVER  by GARDNER,MAX",,,"TURNOVER  by GARDNER,MAX",2
06:14,,,,,"SUB OUT by DUMAS,CHASE",,,"SUB OUT by DUMAS,CHASE",2
06:14,,,,,"SUB IN by MURPHY,MYLES",,,"SUB IN by MURPHY,MYLES",2
06:01,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by JOHNS,NATE",,,"REBOUND DEF by JOHNS,NATE",2
05:45,,59,,67 (+8),"GOOD LAYUP by GARDNER,MAX(in the paint)",Hunt 59-67 (-8),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
--,,,,,"ASSIST  by GOOLESBY,TATE",,,"ASSIST  by GOOLESBY,TATE",2
05:24,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by MURPHY,MYLES",,,"REBOUND DEF by MURPHY,MYLES",2
05:11,,62,,67 (+5),"GOOD 3PTR by JOHNS,NATE",Hunt 62-67 (-5),,"GOOD 3PTR by JOHNS,NATE",2
--,,,,,"ASSIST  by GARDNER,MAX",,,"ASSIST  by GARDNER,MAX",2
05:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:55,"GOOD 3PTR by RING,NOAH",62,,70 (+8),,Centre 62-70 (-8),,"GOOD 3PTR by RING,NOAH",2
--,"ASSIST  by TAYLOR,MARSHALL",,,,,,,"ASSIST  by TAYLOR,MARSHALL",2
04:40,,,,,"MISS 3PTR by JOHNS,NATE",,,"MISS 3PTR by JOHNS,NATE",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
04:25,"MISS JUMPER by STINNETT,CADE(in the paint)",,,,,,,"MISS JUMPER by STINNETT,CADE(in the paint)",2
--,"REBOUND OFF by RING,NOAH",,,,,,,"REBOUND OFF by RING,NOAH",2
04:24,,,,,"FOUL  by MURPHY,MYLES",,,"FOUL  by MURPHY,MYLES",2
04:24,"GOOD FT by RING,NOAH",62,,71 (+9),,Centre 62-71 (-9),,"GOOD FT by RING,NOAH",2
04:24,"GOOD FT by RING,NOAH",62,,72 (+10),,Centre 62-72 (-10),,"GOOD FT by RING,NOAH",2
04:10,,64,,72 (+8),"GOOD LAYUP by GOOLESBY,TATE(in the paint)",Hunt 64-72 (-8),,"GOOD LAYUP by GOOLESBY,TATE(in the paint)",2
--,,,,,"ASSIST  by PAGE,SAM",,,"ASSIST  by PAGE,SAM",2
03:46,"TURNOVER  by TAYLOR,MARSHALL",,,,,,,"TURNOVER  by TAYLOR,MARSHALL",2
03:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:35,,,,,"TURNOVER  by GARDNER,MAX",,,"TURNOVER  by GARDNER,MAX",2
03:35,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
03:17,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",2
--,"REBOUND OFF by BAUGHMAN,CARTER",,,,,,,"REBOUND OFF by BAUGHMAN,CARTER",2
03:15,,,,,"FOUL  by MURPHY,MYLES",,,"FOUL  by MURPHY,MYLES",2
03:15,"GOOD FT by BAUGHMAN,CARTER",64,,73 (+9),,Centre 64-73 (-9),,"GOOD FT by BAUGHMAN,CARTER",2
03:15,"GOOD FT by BAUGHMAN,CARTER",64,,74 (+10),,Centre 64-74 (-10),,"GOOD FT by BAUGHMAN,CARTER",2
03:04,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
03:04,,65,,74 (+9),"GOOD FT by GARDNER,MAX",Hunt 65-74 (-9),,"GOOD FT by GARDNER,MAX",2
03:04,,66,,74 (+8),"GOOD FT by GARDNER,MAX",Hunt 66-74 (-8),,"GOOD FT by GARDNER,MAX",2
02:35,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
02:25,,69,,74 (+5),"GOOD 3PTR by GOOLESBY,TATE",Hunt 69-74 (-5),,"GOOD 3PTR by GOOLESBY,TATE",2
--,,,,,"ASSIST  by GARDNER,MAX",,,"ASSIST  by GARDNER,MAX",2
01:51,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
01:31,,,,,"MISS 3PTR by JOHNS,NATE",,,"MISS 3PTR by JOHNS,NATE",2
--,,,,,"REBOUND OFF by MURPHY,MYLES",,,"REBOUND OFF by MURPHY,MYLES",2
01:27,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",2
01:27,,70,,74 (+4),"GOOD FT by MURPHY,MYLES",Hunt 70-74 (-4),,"GOOD FT by MURPHY,MYLES",2
01:27,,,,,"MISS FT by MURPHY,MYLES",,,"MISS FT by MURPHY,MYLES",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
01:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:05,"GOOD JUMPER by STINNETT,CADE(in the paint)",70,,76 (+6),,Centre 70-76 (-6),,"GOOD JUMPER by STINNETT,CADE(in the paint)",2
00:50,,,,,"MISS JUMPER by JOHNS,NATE",,,"MISS JUMPER by JOHNS,NATE",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
00:38,,,,,"FOUL  by JOHNS,NATE",,,"FOUL  by JOHNS,NATE",2
00:38,"MISS FT by WILSON,DREW",,,,,,,"MISS FT by WILSON,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:38,"MISS FT by WILSON,DREW",,,,,,,"MISS FT by WILSON,DREW",2
--,,,,,"REBOUND DEF by GOOLESBY,TATE",,,"REBOUND DEF by GOOLESBY,TATE",2
00:32,,,,,"MISS JUMPER by GOOLESBY,TATE(in the paint)",,,"MISS JUMPER by GOOLESBY,TATE(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:29,,,,,"FOUL  by GARDNER,MAX",,,"FOUL  by GARDNER,MAX",2
00:29,"GOOD FT by STINNETT,CADE",70,,77 (+7),,Centre 70-77 (-7),,"GOOD FT by STINNETT,CADE",2
00:29,"GOOD FT by STINNETT,CADE",70,,78 (+8),,Centre 70-78 (-8),,"GOOD FT by STINNETT,CADE",2
00:22,,,,,"MISS 3PTR by PAGE,SAM",,,"MISS 3PTR by PAGE,SAM",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:19,,73,,78 (+5),"GOOD 3PTR by JOHNS,NATE",Hunt 73-78 (-5),,"GOOD 3PTR by JOHNS,NATE",2
--,,,,,"ASSIST  by GOOLESBY,TATE",,,"ASSIST  by GOOLESBY,TATE",2
00:16,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",2
00:16,,,,,"STEAL  by PAGE,SAM",,,"STEAL  by PAGE,SAM",2
00:16,,75,,78 (+3),"GOOD LAYUP by GOOLESBY,TATE(fastbreak)(in the paint)",Hunt 75-78 (-3),,"GOOD LAYUP by GOOLESBY,TATE(fastbreak)(in the paint)",2
00:15,,,,,"FOUL  by MURPHY,MYLES",,,"FOUL  by MURPHY,MYLES",2
00:15,"GOOD FT by STINNETT,CADE(fastbreak)",75,,79 (+4),,Centre 75-79 (-4),,"GOOD FT by STINNETT,CADE(fastbreak)",2
00:15,"GOOD FT by STINNETT,CADE(fastbreak)",75,,80 (+5),,Centre 75-80 (-5),,"GOOD FT by STINNETT,CADE(fastbreak)",2
00:01,,,,,"MISS JUMPER by JOHNS,NATE(in the paint)",,,"MISS JUMPER by JOHNS,NATE(in the paint)",2
--,,,,,"REBOUND OFF by GARDNER,MAX",,,"REBOUND OFF by GARDNER,MAX",2
00:00,,,,,"MISS LAYUP by GARDNER,MAX(in the paint)",,,"MISS LAYUP by GARDNER,MAX(in the paint)",2
--,,,,,"REBOUND OFF by MURPHY,MYLES",,,"REBOUND OFF by MURPHY,MYLES",2
00:00,,77,,80 (+3),"GOOD LAYUP by MURPHY,MYLES(in the paint)",Hunt 77-80 (-3),,"GOOD LAYUP by MURPHY,MYLES(in the paint)",2
00:00,"FOUL  by TAYLOR,MARSHALL",,,,,,,"FOUL  by TAYLOR,MARSHALL",2
00:00,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
00:00,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
00:00,"GOOD FT by BAUGHMAN,CARTER",77,,81 (+4),,Centre 77-81 (-4),,"GOOD FT by BAUGHMAN,CARTER",2
00:00,"GOOD FT by BAUGHMAN,CARTER",77,,82 (+5),,Centre 77-82 (-5),,"GOOD FT by BAUGHMAN,CARTER",2
00:00,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
00:00,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
00:00,"GOOD FT by BAUGHMAN,CARTER",77,,83 (+6),,Centre 77-83 (-6),,"GOOD FT by BAUGHMAN,CARTER",2
00:00,"GOOD FT by BAUGHMAN,CARTER",77,,84 (+7),,Centre 77-84 (-7),,"GOOD FT by BAUGHMAN,CARTER",2
00:00,,78,,84 (+6),"GOOD FT by MURPHY,MYLES",Hunt 78-84 (-6),,"GOOD FT by MURPHY,MYLES",2
