Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
14:40,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
14:40,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
14:38,,,,,"MISS 3PTR by FAIRMAN,JAYLEN",,,"MISS 3PTR by FAIRMAN,JAYLEN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
14:12,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
14:12,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",1
14:12,"SUB IN by WOOLDRIDGE,CARSON",,,,,,,"SUB IN by WOOLDRIDGE,CARSON",1
14:12,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",1
14:10,"MISS JUMPER by COLEMAN,HUNTER",,,,,,,"MISS JUMPER by COLEMAN,HUNTER",1
--,,,,,"REBOUND DEF by FAIRMAN,JAYLEN",,,"REBOUND DEF by FAIRMAN,JAYLEN",1
14:00,,,,,"TURNOVER  by HATTON,LANGDON",,,"TURNOVER  by HATTON,LANGDON",1
14:00,"SUB OUT by MAUL,CALEB",,,,,,,"SUB OUT by MAUL,CALEB",1
14:00,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
13:40,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",1
--,,,,,"REBOUND DEF by WIELAND,BASH",,,"REBOUND DEF by WIELAND,BASH",1
13:13,,2,,14 (+12),"GOOD 3PTR by WIELAND,BASH",BU 2-14 (-12),,"GOOD 3PTR by WIELAND,BASH",1
--,,,,,"ASSIST  by BETZ,JUSTON",,,"ASSIST  by BETZ,JUSTON",1
12:56,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",1
12:56,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",1
12:56,,,,,"SUB OUT by BETZ,JUSTON",,,"SUB OUT by BETZ,JUSTON",1
12:56,,,,,"SUB OUT by WIELAND,BASH",,,"SUB OUT by WIELAND,BASH",1
12:56,,,,,"SUB IN by HACKER,LANDIN",,,"SUB IN by HACKER,LANDIN",1
12:56,,,,,"SUB IN by TIPTON,GARRETT",,,"SUB IN by TIPTON,GARRETT",1
12:39,,,,,"MISS 3PTR by SUDER,PETER",,,"MISS 3PTR by SUDER,PETER",1
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",1
12:30,"GOOD 3PTR by BANKS,JAXSON",5,,14 (+9),,Centre 5-14 (-9),,"GOOD 3PTR by BANKS,JAXSON",1
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",1
12:10,,,,,"MISS 3PTR by SUDER,PETER",,,"MISS 3PTR by SUDER,PETER",1
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",1
11:43,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",1
--,"REBOUND OFF by RING,NOAH",,,,,,,"REBOUND OFF by RING,NOAH",1
11:37,"GOOD 3PTR by RING,NOAH",8,,14 (+6),,Centre 8-14 (-6),,"GOOD 3PTR by RING,NOAH",1
11:10,,,,,"MISS JUMPER by SUDER,PETER(in the paint)",,,"MISS JUMPER by SUDER,PETER(in the paint)",1
--,"REBOUND DEF by BANKS,JAXSON",,,,,,,"REBOUND DEF by BANKS,JAXSON",1
11:04,"TURNOVER  by BANKS,JAXSON",,,,,,,"TURNOVER  by BANKS,JAXSON",1
11:04,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:04,,,,,"SUB OUT by FAIRMAN,JAYLEN",,,"SUB OUT by FAIRMAN,JAYLEN",1
11:04,,,,,"SUB OUT by HATTON,LANGDON",,,"SUB OUT by HATTON,LANGDON",1
11:04,,,,,"SUB IN by BETZ,JUSTON",,,"SUB IN by BETZ,JUSTON",1
11:04,,,,,"SUB IN by DEVAULT,SAM",,,"SUB IN by DEVAULT,SAM",1
10:58,,,,,"TURNOVER  by SUDER,PETER",,,"TURNOVER  by SUDER,PETER",1
10:58,"STEAL  by COLEMAN,HUNTER",,,,,,,"STEAL  by COLEMAN,HUNTER",1
10:46,"MISS JUMPER by BANKS,JAXSON",,,,,,,"MISS JUMPER by BANKS,JAXSON",1
--,,,,,"REBOUND DEF by BETZ,JUSTON",,,"REBOUND DEF by BETZ,JUSTON",1
10:37,,,,,"MISS 3PTR by HACKER,LANDIN",,,"MISS 3PTR by HACKER,LANDIN",1
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",1
10:08,"MISS 3PTR by BANKS,JAXSON",,,,,,,"MISS 3PTR by BANKS,JAXSON",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
10:07,,,,,"FOUL  by DEVAULT,SAM",,,"FOUL  by DEVAULT,SAM",1
10:07,,,,,"SUB OUT by HACKER,LANDIN",,,"SUB OUT by HACKER,LANDIN",1
10:07,,,,,"SUB IN by WIELAND,BASH",,,"SUB IN by WIELAND,BASH",1
10:07,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",1
10:07,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
10:07,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",1
10:07,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",1
10:07,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",1
10:07,"SUB IN by MAUL,CALEB",,,,,,,"SUB IN by MAUL,CALEB",1
09:55,"MISS 3PTR by WOOLDRIDGE,CARSON",,,,,,,"MISS 3PTR by WOOLDRIDGE,CARSON",1
--,"REBOUND OFF by MAUL,CALEB",,,,,,,"REBOUND OFF by MAUL,CALEB",1
09:48,"MISS JUMPER by MAUL,CALEB(in the paint)",,,,,,,"MISS JUMPER by MAUL,CALEB(in the paint)",1
--,"REBOUND OFF by WOOLDRIDGE,CARSON",,,,,,,"REBOUND OFF by WOOLDRIDGE,CARSON",1
09:39,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",1
09:39,,,,,"SUB OUT by DEVAULT,SAM",,,"SUB OUT by DEVAULT,SAM",1
09:39,,,,,"SUB IN by HOPF,CURT",,,"SUB IN by HOPF,CURT",1
09:27,,8,,16 (+8),"GOOD JUMPER by BETZ,JUSTON(in the paint)",BU 8-16 (-8),,"GOOD JUMPER by BETZ,JUSTON(in the paint)",1
09:10,,,,,"FOUL  by WIELAND,BASH",,,"FOUL  by WIELAND,BASH",1
09:10,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
09:10,"SUB OUT by WOOLDRIDGE,CARSON",,,,,,,"SUB OUT by WOOLDRIDGE,CARSON",1
09:10,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
09:10,"SUB IN by LOVELL,TREY",,,,,,,"SUB IN by LOVELL,TREY",1
09:00,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",1
09:00,,,,,"STEAL  by HOPF,CURT",,,"STEAL  by HOPF,CURT",1
08:52,,8,,18 (+10),"GOOD LAYUP by BETZ,JUSTON(fastbreak)(in the paint)",BU 8-18 (-10),,"GOOD LAYUP by BETZ,JUSTON(fastbreak)(in the paint)",1
08:28,"TURNOVER  by MAUL,CALEB",,,,,,,"TURNOVER  by MAUL,CALEB",1
08:28,,,,,"SUB OUT by WIELAND,BASH",,,"SUB OUT by WIELAND,BASH",1
08:28,,,,,"SUB IN by FAIRMAN,JAYLEN",,,"SUB IN by FAIRMAN,JAYLEN",1
08:20,,,,,"TURNOVER  by BETZ,JUSTON",,,"TURNOVER  by BETZ,JUSTON",1
08:06,"TURNOVER  by TAYLOR,MARSHALL",,,,,,,"TURNOVER  by TAYLOR,MARSHALL",1
08:06,,,,,"STEAL  by HOPF,CURT",,,"STEAL  by HOPF,CURT",1
07:58,,8,,20 (+12),"GOOD JUMPER by TIPTON,GARRETT(fastbreak)(in the paint)",BU 8-20 (-12),,"GOOD JUMPER by TIPTON,GARRETT(fastbreak)(in the paint)",1
07:32,"TURNOVER  by MAUL,CALEB",,,,,,,"TURNOVER  by MAUL,CALEB",1
07:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:32,,,,,"SUB OUT by SUDER,PETER",,,"SUB OUT by SUDER,PETER",1
07:32,,,,,"SUB IN by HATTON,LANGDON",,,"SUB IN by HATTON,LANGDON",1
07:32,"SUB OUT by MAUL,CALEB",,,,,,,"SUB OUT by MAUL,CALEB",1
07:32,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
07:09,,,,,"MISS JUMPER by HATTON,LANGDON",,,"MISS JUMPER by HATTON,LANGDON",1
--,,,,,"REBOUND OFF by HOPF,CURT",,,"REBOUND OFF by HOPF,CURT",1
07:04,,,,,"MISS LAYUP by HOPF,CURT(in the paint)",,,"MISS LAYUP by HOPF,CURT(in the paint)",1
07:04,"BLOCK  by RING,NOAH",,,,,,,"BLOCK  by RING,NOAH",1
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",1
07:00,,,,,"FOUL  by FAIRMAN,JAYLEN",,,"FOUL  by FAIRMAN,JAYLEN",1
06:48,"MISS JUMPER by STINNETT,CADE(in the paint)",,,,,,,"MISS JUMPER by STINNETT,CADE(in the paint)",1
06:48,,,,,"BLOCK  by HATTON,LANGDON",,,"BLOCK  by HATTON,LANGDON",1
--,,,,,"REBOUND DEF by TIPTON,GARRETT",,,"REBOUND DEF by TIPTON,GARRETT",1
06:33,,,,,"TURNOVER  by FAIRMAN,JAYLEN",,,"TURNOVER  by FAIRMAN,JAYLEN",1
06:33,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",1
06:24,,,,,"FOUL  by FAIRMAN,JAYLEN",,,"FOUL  by FAIRMAN,JAYLEN",1
06:14,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",10,,20 (+10),,Centre 10-20 (-10),,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",1
05:54,,,,,"MISS 3PTR by HATTON,LANGDON",,,"MISS 3PTR by HATTON,LANGDON",1
--,,,,,"REBOUND OFF by BETZ,JUSTON",,,"REBOUND OFF by BETZ,JUSTON",1
05:47,,10,,23 (+13),"GOOD 3PTR by HOPF,CURT",BU 10-23 (-13),,"GOOD 3PTR by HOPF,CURT",1
--,,,,,"ASSIST  by BETZ,JUSTON",,,"ASSIST  by BETZ,JUSTON",1
05:26,,,,,"FOUL  by TIPTON,GARRETT",,,"FOUL  by TIPTON,GARRETT",1
05:26,"GOOD FT by STINNETT,CADE",11,,23 (+12),,Centre 11-23 (-12),,"GOOD FT by STINNETT,CADE",1
05:26,,,,,"SUB OUT by FAIRMAN,JAYLEN",,,"SUB OUT by FAIRMAN,JAYLEN",1
05:26,,,,,"SUB IN by HACKER,LANDIN",,,"SUB IN by HACKER,LANDIN",1
05:26,,,,,"SUB OUT by HATTON,LANGDON",,,"SUB OUT by HATTON,LANGDON",1
05:26,,,,,"SUB IN by SUDER,PETER",,,"SUB IN by SUDER,PETER",1
05:26,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",1
05:26,"SUB OUT by LOVELL,TREY",,,,,,,"SUB OUT by LOVELL,TREY",1
05:26,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",1
05:26,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
05:26,"GOOD FT by STINNETT,CADE",12,,23 (+11),,Centre 12-23 (-11),,"GOOD FT by STINNETT,CADE",1
05:26,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",1
05:26,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",1
05:09,,12,,26 (+14),"GOOD 3PTR by SUDER,PETER",BU 12-26 (-14),,"GOOD 3PTR by SUDER,PETER",1
--,,,,,"ASSIST  by BETZ,JUSTON",,,"ASSIST  by BETZ,JUSTON",1
04:46,"MISS 3PTR by BANKS,JAXSON",,,,,,,"MISS 3PTR by BANKS,JAXSON",1
--,,,,,"REBOUND DEF by HACKER,LANDIN",,,"REBOUND DEF by HACKER,LANDIN",1
04:37,,12,,29 (+17),"GOOD 3PTR by HOPF,CURT(fastbreak)",BU 12-29 (-17),,"GOOD 3PTR by HOPF,CURT(fastbreak)",1
--,,,,,"ASSIST  by BETZ,JUSTON",,,"ASSIST  by BETZ,JUSTON",1
04:12,"GOOD JUMPER by BANKS,JAXSON",14,,29 (+15),,Centre 14-29 (-15),,"GOOD JUMPER by BANKS,JAXSON",1
03:52,,,,,"MISS 3PTR by HACKER,LANDIN",,,"MISS 3PTR by HACKER,LANDIN",1
--,"REBOUND DEF by BANKS,JAXSON",,,,,,,"REBOUND DEF by BANKS,JAXSON",1
03:40,,,,,"FOUL  by SUDER,PETER",,,"FOUL  by SUDER,PETER",1
03:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:40,,,,,"SUB OUT by SUDER,PETER",,,"SUB OUT by SUDER,PETER",1
03:40,,,,,"SUB OUT by HOPF,CURT",,,"SUB OUT by HOPF,CURT",1
03:40,,,,,"SUB IN by HATTON,LANGDON",,,"SUB IN by HATTON,LANGDON",1
03:40,,,,,"SUB IN by WIELAND,BASH",,,"SUB IN by WIELAND,BASH",1
03:40,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",1
--,,,,,"REBOUND DEF by TIPTON,GARRETT",,,"REBOUND DEF by TIPTON,GARRETT",1
03:19,,,,,"MISS 3PTR by WIELAND,BASH",,,"MISS 3PTR by WIELAND,BASH",1
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",1
02:54,"MISS JUMPER by COLEMAN,HUNTER",,,,,,,"MISS JUMPER by COLEMAN,HUNTER",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
02:53,,,,,"SUB OUT by HACKER,LANDIN",,,"SUB OUT by HACKER,LANDIN",1
02:53,,,,,"SUB IN by SUDER,PETER",,,"SUB IN by SUDER,PETER",1
02:53,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",1
02:53,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
02:53,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",1
02:53,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",1
02:53,"SUB IN by BUSH,TYLER",,,,,,,"SUB IN by BUSH,TYLER",1
02:53,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",1
02:37,,14,,31 (+17),"GOOD LAYUP by WIELAND,BASH(in the paint)",BU 14-31 (-17),,"GOOD LAYUP by WIELAND,BASH(in the paint)",1
02:16,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",1
02:16,,,,,"STEAL  by SUDER,PETER",,,"STEAL  by SUDER,PETER",1
02:12,"FOUL TECH by TAYLOR,MARSHALL",,,,,,,"FOUL TECH by TAYLOR,MARSHALL",1
02:12,,14,,32 (+18),"GOOD FT by BETZ,JUSTON(fastbreak)",BU 14-32 (-18),,"GOOD FT by BETZ,JUSTON(fastbreak)",1
02:02,,14,,34 (+20),"GOOD JUMPER by BETZ,JUSTON(in the paint)",BU 14-34 (-20),,"GOOD JUMPER by BETZ,JUSTON(in the paint)",1
01:45,"TURNOVER  by TAYLOR,MARSHALL",,,,,,,"TURNOVER  by TAYLOR,MARSHALL",1
01:45,,,,,"STEAL  by BETZ,JUSTON",,,"STEAL  by BETZ,JUSTON",1
01:34,,,,,"MISS 3PTR by WIELAND,BASH",,,"MISS 3PTR by WIELAND,BASH",1
--,"REBOUND DEF by BUSH,TYLER",,,,,,,"REBOUND DEF by BUSH,TYLER",1
01:25,"TURNOVER  by BUSH,TYLER",,,,,,,"TURNOVER  by BUSH,TYLER",1
01:25,,,,,"SUB OUT by HATTON,LANGDON",,,"SUB OUT by HATTON,LANGDON",1
01:25,,,,,"SUB OUT by WIELAND,BASH",,,"SUB OUT by WIELAND,BASH",1
01:25,,,,,"SUB IN by FAIRMAN,JAYLEN",,,"SUB IN by FAIRMAN,JAYLEN",1
01:25,,,,,"SUB IN by DEVAULT,SAM",,,"SUB IN by DEVAULT,SAM",1
01:01,,14,,36 (+22),"GOOD JUMPER by TIPTON,GARRETT(in the paint)",BU 14-36 (-22),,"GOOD JUMPER by TIPTON,GARRETT(in the paint)",1
00:40,"MISS 3PTR by BUSH,TYLER",,,,,,,"MISS 3PTR by BUSH,TYLER",1
--,,,,,"REBOUND DEF by SUDER,PETER",,,"REBOUND DEF by SUDER,PETER",1
00:19,,,,,"MISS JUMPER by TIPTON,GARRETT(in the paint)",,,"MISS JUMPER by TIPTON,GARRETT(in the paint)",1
--,,,,,"REBOUND OFF by TIPTON,GARRETT",,,"REBOUND OFF by TIPTON,GARRETT",1
00:01,,,,,"MISS 3PTR by TIPTON,GARRETT",,,"MISS 3PTR by TIPTON,GARRETT",1
--,,,,,"REBOUND OFF by SUDER,PETER",,,"REBOUND OFF by SUDER,PETER",1
00:00,,14,,38 (+24),"GOOD LAYUP by SUDER,PETER(in the paint)",BU 14-38 (-24),,"GOOD LAYUP by SUDER,PETER(in the paint)",1
20:00,,,,,"SUB OUT by FAIRMAN,JAYLEN",,,"SUB OUT by FAIRMAN,JAYLEN",2
20:00,,,,,"SUB OUT by DEVAULT,SAM",,,"SUB OUT by DEVAULT,SAM",2
20:00,,,,,"SUB IN by WIELAND,BASH",,,"SUB IN by WIELAND,BASH",2
20:00,,,,,"SUB IN by HOPF,CURT",,,"SUB IN by HOPF,CURT",2
20:00,"SUB OUT by BUSH,TYLER",,,,,,,"SUB OUT by BUSH,TYLER",2
20:00,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
19:44,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by HOPF,CURT",,,"REBOUND DEF by HOPF,CURT",2
19:22,,14,,40 (+26),"GOOD JUMPER by WIELAND,BASH(in the paint)",BU 14-40 (-26),,"GOOD JUMPER by WIELAND,BASH(in the paint)",2
18:53,,,,,"FOUL  by SUDER,PETER",,,"FOUL  by SUDER,PETER",2
18:53,"GOOD FT by RING,NOAH",15,,40 (+25),,Centre 15-40 (-25),,"GOOD FT by RING,NOAH",2
18:52,"MISS FT by RING,NOAH",,,,,,,"MISS FT by RING,NOAH",2
--,,,,,"REBOUND DEF by HOPF,CURT",,,"REBOUND DEF by HOPF,CURT",2
18:30,,,,,"MISS 3PTR by HOPF,CURT",,,"MISS 3PTR by HOPF,CURT",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
18:11,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
17:49,,15,,43 (+28),"GOOD 3PTR by WIELAND,BASH",BU 15-43 (-28),,"GOOD 3PTR by WIELAND,BASH",2
--,,,,,"ASSIST  by TIPTON,GARRETT",,,"ASSIST  by TIPTON,GARRETT",2
17:23,"GOOD JUMPER by MOORE,CHEZ(in the paint)",17,,43 (+26),,Centre 17-43 (-26),,"GOOD JUMPER by MOORE,CHEZ(in the paint)",2
17:01,,17,,45 (+28),"GOOD JUMPER by WIELAND,BASH(in the paint)",BU 17-45 (-28),,"GOOD JUMPER by WIELAND,BASH(in the paint)",2
16:47,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
16:47,,,,,"STEAL  by TIPTON,GARRETT",,,"STEAL  by TIPTON,GARRETT",2
16:43,,17,,47 (+30),"GOOD JUMPER by TIPTON,GARRETT(fastbreak)(in the paint)",BU 17-47 (-30),,"GOOD JUMPER by TIPTON,GARRETT(fastbreak)(in the paint)",2
16:43,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:30,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by SUDER,PETER",,,"REBOUND DEF by SUDER,PETER",2
16:20,,17,,49 (+32),"GOOD LAYUP by HOPF,CURT(in the paint)",BU 17-49 (-32),,"GOOD LAYUP by HOPF,CURT(in the paint)",2
--,,,,,"ASSIST  by TIPTON,GARRETT",,,"ASSIST  by TIPTON,GARRETT",2
15:56,"GOOD JUMPER by RING,NOAH",19,,49 (+30),,Centre 19-49 (-30),,"GOOD JUMPER by RING,NOAH",2
15:47,,19,,51 (+32),"GOOD LAYUP by SUDER,PETER(in the paint)",BU 19-51 (-32),,"GOOD LAYUP by SUDER,PETER(in the paint)",2
15:25,"GOOD 3PTR by RING,NOAH",22,,51 (+29),,Centre 22-51 (-29),,"GOOD 3PTR by RING,NOAH",2
--,"ASSIST  by STINNETT,CADE",,,,,,,"ASSIST  by STINNETT,CADE",2
15:10,,,,,"MISS LAYUP by BETZ,JUSTON(in the paint)",,,"MISS LAYUP by BETZ,JUSTON(in the paint)",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
15:05,"FOUL  by STINNETT,CADE",,,,,,,"FOUL  by STINNETT,CADE",2
15:05,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",2
15:05,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:05,,,,,"SUB OUT by BETZ,JUSTON",,,"SUB OUT by BETZ,JUSTON",2
15:05,,,,,"SUB OUT by HOPF,CURT",,,"SUB OUT by HOPF,CURT",2
15:05,,,,,"SUB IN by FAIRMAN,JAYLEN",,,"SUB IN by FAIRMAN,JAYLEN",2
