Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
16:47,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",1
16:47,"GOOD FT by ELLIS,CHASE(fastbreak)",7 (+5),,2,,Berry 7-2 (-5),,"GOOD FT by ELLIS,CHASE(fastbreak)",1
16:47,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",1
16:47,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",1
16:47,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",1
16:47,,,,,"SUB IN by STEWART,BLAKE",,,"SUB IN by STEWART,BLAKE",1
16:47,"MISS FT by ELLIS,CHASE(fastbreak)",,,,,,,"MISS FT by ELLIS,CHASE(fastbreak)",1
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",1
16:31,,7 (+2),,5,"GOOD 3PTR by RING,NOAH",Centre 7-5 (-2),,"GOOD 3PTR by RING,NOAH",1
--,,,,,"ASSIST  by STINNETT,CADE",,,"ASSIST  by STINNETT,CADE",1
16:12,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",1
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",1
16:07,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",1
16:07,"STEAL  by BENHAM,BRAXTON",,,,,,,"STEAL  by BENHAM,BRAXTON",1
16:02,,,,,"FOUL  by WILSON,DREW",,,"FOUL  by WILSON,DREW",1
15:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:42,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",1
15:42,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
15:42,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
15:42,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
15:42,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
15:42,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
15:42,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",1
15:42,"SUB IN by CRAFT,JAKE",,,,,,,"SUB IN by CRAFT,JAKE",1
15:42,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
15:42,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",1
15:26,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",9 (+4),,5,,Berry 9-5 (-4),,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",1
15:07,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
14:51,,9 (+1),,8,"GOOD 3PTR by BAUGHMAN,CARTER",Centre 9-8 (-1),,"GOOD 3PTR by BAUGHMAN,CARTER",1
14:36,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",,,,,,,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",1
--,"REBOUND OFF by SEGALL,RYAN",,,,,,,"REBOUND OFF by SEGALL,RYAN",1
14:22,"MISS LAYUP by CRAFT,JAKE(in the paint)",,,,,,,"MISS LAYUP by CRAFT,JAKE(in the paint)",1
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",1
14:13,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",1
14:09,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",1
14:09,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",1
13:57,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",1
--,"REBOUND DEF by SEGALL,RYAN",,,,,,,"REBOUND DEF by SEGALL,RYAN",1
13:52,"MISS 3PTR by KRUEGER,JORDAN",,,,,,,"MISS 3PTR by KRUEGER,JORDAN",1
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",1
13:37,,,,,"MISS 3PTR by STEWART,BLAKE",,,"MISS 3PTR by STEWART,BLAKE",1
--,"REBOUND DEF by SEGALL,RYAN",,,,,,,"REBOUND DEF by SEGALL,RYAN",1
13:06,"GOOD LAYUP by SEGALL,RYAN(in the paint)",11 (+3),,8,,Berry 11-8 (-3),,"GOOD LAYUP by SEGALL,RYAN(in the paint)",1
--,"ASSIST  by CRAFT,JAKE",,,,,,,"ASSIST  by CRAFT,JAKE",1
12:50,,11 (+1),,10,"GOOD JUMPER by MOORE,CHEZ",Centre 11-10 (-1),,"GOOD JUMPER by MOORE,CHEZ",1
12:50,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",1
12:50,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
12:50,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",1
12:50,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",1
12:50,,,,,"SUB IN by JONES,KAM",,,"SUB IN by JONES,KAM",1
12:50,,,,,"SUB IN by RAYMER,COLBY",,,"SUB IN by RAYMER,COLBY",1
12:50,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",1
12:50,,,,,"MISS FT by MOORE,CHEZ",,,"MISS FT by MOORE,CHEZ",1
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",1
12:29,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",1
--,,,,,"REBOUND DEF by STEWART,BLAKE",,,"REBOUND DEF by STEWART,BLAKE",1
12:20,,,,,"SUB OUT by STEWART,BLAKE",,,"SUB OUT by STEWART,BLAKE",1
12:20,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
12:04,,,,,"MISS LAYUP by TAYLOR,MARSHALL(in the paint)",,,"MISS LAYUP by TAYLOR,MARSHALL(in the paint)",1
--,,,,,"REBOUND OFF by KNOCHELMANN,PETE",,,"REBOUND OFF by KNOCHELMANN,PETE",1
11:56,,,,,"TURNOVER  by KNOCHELMANN,PETE",,,"TURNOVER  by KNOCHELMANN,PETE",1
11:56,"STEAL  by JOHNSON,MICHAEL",,,,,,,"STEAL  by JOHNSON,MICHAEL",1
11:52,"GOOD 3PTR by KRUEGER,JORDAN",14 (+4),,10,,Berry 14-10 (-4),,"GOOD 3PTR by KRUEGER,JORDAN",1
--,"ASSIST  by CAMPBELL,BLAKE",,,,,,,"ASSIST  by CAMPBELL,BLAKE",1
11:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:33,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",1
11:33,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",1
11:33,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",1
11:33,,,,,"SUB IN by STEWART,BLAKE",,,"SUB IN by STEWART,BLAKE",1
11:33,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",1
11:33,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",1
11:33,"SUB OUT by CRAFT,JAKE",,,,,,,"SUB OUT by CRAFT,JAKE",1
11:33,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
11:33,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",1
11:33,"SUB IN by BENHAM,BRAXTON",,,,,,,"SUB IN by BENHAM,BRAXTON",1
11:33,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",1
11:33,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
11:33,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
11:33,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
11:25,,,,,"TURNOVER  by RAYMER,COLBY",,,"TURNOVER  by RAYMER,COLBY",1
11:25,,,,,"FOUL  by RAYMER,COLBY",,,"FOUL  by RAYMER,COLBY",1
11:16,"TURNOVER  by HONROTH,OWEN",,,,,,,"TURNOVER  by HONROTH,OWEN",1
11:16,,,,,"STEAL  by STEWART,BLAKE",,,"STEAL  by STEWART,BLAKE",1
11:07,,,,,"SUB OUT by JONES,KAM",,,"SUB OUT by JONES,KAM",1
11:07,,,,,"SUB IN by STINNETT,CADE",,,"SUB IN by STINNETT,CADE",1
10:44,,14 (+2),,12,"GOOD LAYUP by WILSON,DREW(in the paint)",Centre 14-12 (-2),,"GOOD LAYUP by WILSON,DREW(in the paint)",1
--,,,,,"ASSIST  by STEWART,BLAKE",,,"ASSIST  by STEWART,BLAKE",1
10:27,"MISS 3PTR by ELLIS,CHASE",,,,,,,"MISS 3PTR by ELLIS,CHASE",1
--,,,,,"REBOUND DEF by RAYMER,COLBY",,,"REBOUND DEF by RAYMER,COLBY",1
10:16,"FOUL  by ELLIS,CHASE",,,,,,,"FOUL  by ELLIS,CHASE",1
10:16,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",1
10:16,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",1
10:09,,,,,"TURNOVER  by RAYMER,COLBY",,,"TURNOVER  by RAYMER,COLBY",1
10:04,,,,,"SUB OUT by RAYMER,COLBY",,,"SUB OUT by RAYMER,COLBY",1
10:04,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",1
09:40,"GOOD 3PTR by HONROTH,OWEN",17 (+5),,12,,Berry 17-12 (-5),,"GOOD 3PTR by HONROTH,OWEN",1
--,"ASSIST  by CLARK,BRYCE",,,,,,,"ASSIST  by CLARK,BRYCE",1
09:12,,17 (+2),,15,"GOOD 3PTR by BAUGHMAN,CARTER",Centre 17-15 (-2),,"GOOD 3PTR by BAUGHMAN,CARTER",1
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",1
08:43,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",,,,,,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",1
--,"REBOUND OFF by CLARK,BRYCE",,,,,,,"REBOUND OFF by CLARK,BRYCE",1
08:39,,,,,"FOUL  by STEWART,BLAKE",,,"FOUL  by STEWART,BLAKE",1
08:39,"MISS FT by CLARK,BRYCE",,,,,,,"MISS FT by CLARK,BRYCE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:39,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
08:39,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
08:39,"GOOD FT by CLARK,BRYCE",18 (+3),,15,,Berry 18-15 (-3),,"GOOD FT by CLARK,BRYCE",1
08:19,,,,,"MISS JUMPER by STINNETT,CADE(in the paint)",,,"MISS JUMPER by STINNETT,CADE(in the paint)",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
08:04,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",1
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",1
07:57,,,,,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",,,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",1
--,"REBOUND DEF by CLARK,BRYCE",,,,,,,"REBOUND DEF by CLARK,BRYCE",1
07:51,"GOOD LAYUP by COSTAS,RILEY(fastbreak)(in the paint)",20 (+5),,15,,Berry 20-15 (-5),,"GOOD LAYUP by COSTAS,RILEY(fastbreak)(in the paint)",1
--,"ASSIST  by BENHAM,BRAXTON",,,,,,,"ASSIST  by BENHAM,BRAXTON",1
07:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
07:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:50,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
07:50,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",1
07:41,,,,,"TURNOVER  by STINNETT,CADE",,,"TURNOVER  by STINNETT,CADE",1
07:16,"TURNOVER  by COSTAS,RILEY",,,,,,,"TURNOVER  by COSTAS,RILEY",1
07:16,,,,,"STEAL  by STEWART,BLAKE",,,"STEAL  by STEWART,BLAKE",1
07:12,,,,,"TURNOVER  by BAUGHMAN,CARTER",,,"TURNOVER  by BAUGHMAN,CARTER",1
06:39,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",1
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",1
06:31,,20 (+2),,18,"GOOD 3PTR by RING,NOAH",Centre 20-18 (-2),,"GOOD 3PTR by RING,NOAH",1
--,,,,,"ASSIST  by STEWART,BLAKE",,,"ASSIST  by STEWART,BLAKE",1
06:09,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:09,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
06:09,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
06:09,"GOOD FT by ELLIS,CHASE",21 (+3),,18,,Berry 21-18 (-3),,"GOOD FT by ELLIS,CHASE",1
06:09,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",1
05:50,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",1
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",1
05:39,"GOOD 3PTR by HONROTH,OWEN",24 (+6),,18,,Berry 24-18 (-6),,"GOOD 3PTR by HONROTH,OWEN",1
05:15,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",1
05:15,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",1
05:15,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",1
05:15,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",1
05:15,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
05:15,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",1
05:15,,,,,"SUB IN by JONES,KAM",,,"SUB IN by JONES,KAM",1
05:15,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
05:15,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",1
05:15,,24 (+5),,19,"GOOD FT by RING,NOAH",Centre 24-19 (-5),,"GOOD FT by RING,NOAH",1
05:15,,24 (+4),,20,"GOOD FT by RING,NOAH",Centre 24-20 (-4),,"GOOD FT by RING,NOAH",1
05:14,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",1
--,,,,,"REBOUND DEF by JONES,KAM",,,"REBOUND DEF by JONES,KAM",1
04:55,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",1
--,"REBOUND DEF by BENHAM,BRAXTON",,,,,,,"REBOUND DEF by BENHAM,BRAXTON",1
04:43,"GOOD 3PTR by CAMPBELL,BLAKE",27 (+7),,20,,Berry 27-20 (-7),,"GOOD 3PTR by CAMPBELL,BLAKE",1
04:40,,,,,"TURNOVER  by JONES,KAM",,,"TURNOVER  by JONES,KAM",1
04:40,"STEAL  by CAMPBELL,BLAKE",,,,,,,"STEAL  by CAMPBELL,BLAKE",1
04:20,"MISS JUMPER by CAMPBELL,BLAKE(in the paint)",,,,,,,"MISS JUMPER by CAMPBELL,BLAKE(in the paint)",1
--,"REBOUND OFF by CAMPBELL,BLAKE",,,,,,,"REBOUND OFF by CAMPBELL,BLAKE",1
04:16,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",,,,,,,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",1
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",1
04:12,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",1
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",1
04:08,,,,,"TURNOVER  by MOORE,CHEZ",,,"TURNOVER  by MOORE,CHEZ",1
04:08,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
04:08,,,,,"SUB OUT by STEWART,BLAKE",,,"SUB OUT by STEWART,BLAKE",1
04:08,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",1
04:08,,,,,"SUB IN by RAYMER,COLBY",,,"SUB IN by RAYMER,COLBY",1
04:08,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
04:08,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",1
04:08,,,,,"FOUL  by RAYMER,COLBY",,,"FOUL  by RAYMER,COLBY",1
04:08,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
04:08,"MISS FT by BENHAM,BRAXTON",,,,,,,"MISS FT by BENHAM,BRAXTON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:58,"GOOD FT by BENHAM,BRAXTON",28 (+8),,20,,Berry 28-20 (-8),,"GOOD FT by BENHAM,BRAXTON",1
03:33,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",1
--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",1
03:28,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",1
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",1
03:09,"GOOD 3PTR by KRUEGER,JORDAN",31 (+11),,20,,Berry 31-20 (-11),,"GOOD 3PTR by KRUEGER,JORDAN",1
02:38,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",1
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",1
02:21,"TURNOVER  by SEGALL,RYAN",,,,,,,"TURNOVER  by SEGALL,RYAN",1
02:21,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",1
02:21,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",1
02:21,,,,,"SUB OUT by JONES,KAM",,,"SUB OUT by JONES,KAM",1
02:21,,,,,"SUB OUT by RAYMER,COLBY",,,"SUB OUT by RAYMER,COLBY",1
02:21,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",1
02:21,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",1
02:21,,,,,"SUB IN by STEWART,BLAKE",,,"SUB IN by STEWART,BLAKE",1
02:21,,,,,"SUB IN by STINNETT,CADE",,,"SUB IN by STINNETT,CADE",1
02:21,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",1
02:21,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
02:06,,,,,"MISS JUMPER by BAUGHMAN,CARTER",,,"MISS JUMPER by BAUGHMAN,CARTER",1
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",1
01:58,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",33 (+13),,20,,Berry 33-20 (-13),,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",1
01:42,,,,,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",,,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",1
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",1
01:24,"TURNOVER  by KRUEGER,JORDAN",,,,,,,"TURNOVER  by KRUEGER,JORDAN",1
01:24,,,,,"STEAL  by STINNETT,CADE",,,"STEAL  by STINNETT,CADE",1
01:14,"FOUL  by KRUEGER,JORDAN",,,,,,,"FOUL  by KRUEGER,JORDAN",1
01:14,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",1
01:14,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
01:14,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",1
01:14,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
01:14,,33 (+12),,21,"GOOD FT by STINNETT,CADE",Centre 33-21 (-12),,"GOOD FT by STINNETT,CADE",1
01:14,,33 (+11),,22,"GOOD FT by STINNETT,CADE",Centre 33-22 (-11),,"GOOD FT by STINNETT,CADE",1
00:52,"MISS 3PTR by BENHAM,BRAXTON",,,,,,,"MISS 3PTR by BENHAM,BRAXTON",1
--,,,,,"REBOUND DEF by STEWART,BLAKE",,,"REBOUND DEF by STEWART,BLAKE",1
00:46,,,,,"TURNOVER  by STINNETT,CADE",,,"TURNOVER  by STINNETT,CADE",1
00:46,"STEAL  by BENHAM,BRAXTON",,,,,,,"STEAL  by BENHAM,BRAXTON",1
00:42,,,,,"FOUL  by STEWART,BLAKE",,,"FOUL  by STEWART,BLAKE",1
00:40,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
00:40,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
00:37,"MISS FT by BENHAM,BRAXTON(fastbreak)",,,,,,,"MISS FT by BENHAM,BRAXTON(fastbreak)",1
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",1
00:09,,,,,"MISS 3PTR by STEWART,BLAKE",,,"MISS 3PTR by STEWART,BLAKE",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
00:09,"FOUL  by BENHAM,BRAXTON",,,,,,,"FOUL  by BENHAM,BRAXTON",1
00:09,,,,,"MISS FT by STEWART,BLAKE",,,"MISS FT by STEWART,BLAKE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:09,,33 (+10),,23,"GOOD FT by STEWART,BLAKE",Centre 33-23 (-10),,"GOOD FT by STEWART,BLAKE",1
00:09,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
00:09,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
00:09,,,,,"MISS FT by STEWART,BLAKE",,,"MISS FT by STEWART,BLAKE",1
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",1
00:09,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
19:57,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
19:57,,,,,"SUB OUT by STEWART,BLAKE",,,"SUB OUT by STEWART,BLAKE",2
19:57,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
