Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
17:43,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",2
17:43,,,,,"STEAL  by MOORE,CHEZ",,,"STEAL  by MOORE,CHEZ",2
17:37,,37 (+2),,35,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",Centre 37-35 (-2),,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MOORE,CHEZ",,,"ASSIST  by MOORE,CHEZ",2
17:21,"GOOD JUMPER by MARR,RUSS(in the paint)",39 (+4),,35,,Sewan 39-35 (-4),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
--,"ASSIST  by SMITH,GRAHAM",,,,,,,"ASSIST  by SMITH,GRAHAM",2
16:57,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
16:57,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
16:57,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
16:39,,,,,"TURNOVER  by MOORE,CHEZ",,,"TURNOVER  by MOORE,CHEZ",2
16:23,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND OFF by KAHL,COLIN",,,,,,,"REBOUND OFF by KAHL,COLIN",2
16:23,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
16:23,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
16:23,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
16:08,,39 (+1),,38,"GOOD 3PTR by WILSON,DREW",Centre 39-38 (-1),,"GOOD 3PTR by WILSON,DREW",2
--,,,,,"ASSIST  by STINNETT,CADE",,,"ASSIST  by STINNETT,CADE",2
15:52,"GOOD LAYUP by KAHL,COLIN(in the paint)",41 (+3),,38,,Sewan 41-38 (-3),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
15:52,,,,,"FOUL  by WILSON,DREW",,,"FOUL  by WILSON,DREW",2
15:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:52,"GOOD FT by KAHL,COLIN",42 (+4),,38,,Sewan 42-38 (-4),,"GOOD FT by KAHL,COLIN",2
15:52,,,,,"SUB OUT by COLEMAN,HUNTER",,,"SUB OUT by COLEMAN,HUNTER",2
15:52,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
15:52,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
15:52,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
15:36,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by HOLLAND,ELI",,,,,,,"REBOUND DEF by HOLLAND,ELI",2
15:34,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
15:05,"GOOD 3PTR by CORRIGAN,TRE",45 (+7),,38,,Sewan 45-38 (-7),,"GOOD 3PTR by CORRIGAN,TRE",2
--,"ASSIST  by AVALIANI,LUKA",,,,,,,"ASSIST  by AVALIANI,LUKA",2
14:42,,,,,"TURNOVER  by STINNETT,CADE",,,"TURNOVER  by STINNETT,CADE",2
14:42,"STEAL  by AVALIANI,LUKA",,,,,,,"STEAL  by AVALIANI,LUKA",2
14:37,"GOOD LAYUP by HOLLAND,ELI(fastbreak)(in the paint)",47 (+9),,38,,Sewan 47-38 (-9),,"GOOD LAYUP by HOLLAND,ELI(fastbreak)(in the paint)",2
--,"ASSIST  by CORRIGAN,TRE",,,,,,,"ASSIST  by CORRIGAN,TRE",2
14:18,,47 (+6),,41,"GOOD 3PTR by TAYLOR,MARSHALL",Centre 47-41 (-6),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by MOORE,CHEZ",,,"ASSIST  by MOORE,CHEZ",2
13:46,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
13:38,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",2
13:28,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",49 (+8),,41,,Sewan 49-41 (-8),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
--,"ASSIST  by MARR,RUSS",,,,,,,"ASSIST  by MARR,RUSS",2
13:05,,,,,"MISS JUMPER by STINNETT,CADE",,,"MISS JUMPER by STINNETT,CADE",2
--,,,,,"REBOUND OFF by STINNETT,CADE",,,"REBOUND OFF by STINNETT,CADE",2
13:01,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,"REBOUND DEF by HOLLAND,ELI",,,,,,,"REBOUND DEF by HOLLAND,ELI",2
12:50,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",51 (+10),,41,,Sewan 51-41 (-10),,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",2
12:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:45,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
12:45,,,,,"SUB IN by BUSH,TYLER",,,"SUB IN by BUSH,TYLER",2
12:45,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
12:45,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
12:45,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
12:45,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
12:26,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
12:13,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
11:55,,51 (+8),,43,"GOOD JUMPER by BAUGHMAN,CARTER(in the paint)",Centre 51-43 (-8),,"GOOD JUMPER by BAUGHMAN,CARTER(in the paint)",2
11:55,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
11:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:55,,,,,"MISS FT by BAUGHMAN,CARTER",,,"MISS FT by BAUGHMAN,CARTER",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
11:35,"GOOD LAYUP by KAHL,COLIN(in the paint)",53 (+10),,43,,Sewan 53-43 (-10),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
11:13,,53 (+7),,46,"GOOD 3PTR by BUSH,TYLER",Centre 53-46 (-7),,"GOOD 3PTR by BUSH,TYLER",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
10:45,"MISS JUMPER by SMITH,GRAHAM",,,,,,,"MISS JUMPER by SMITH,GRAHAM",2
--,,,,,"REBOUND DEF by BUSH,TYLER",,,"REBOUND DEF by BUSH,TYLER",2
10:35,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",2
10:31,"TURNOVER  by MARR,RUSS",,,,,,,"TURNOVER  by MARR,RUSS",2
10:31,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
10:31,,,,,"SUB IN by COLEMAN,HUNTER",,,"SUB IN by COLEMAN,HUNTER",2
10:31,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
10:31,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
10:30,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
10:30,,,,,"MISS FT by STINNETT,CADE(fastbreak)",,,"MISS FT by STINNETT,CADE(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:30,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
10:30,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
10:30,,53 (+6),,47,"GOOD FT by STINNETT,CADE(fastbreak)",Centre 53-47 (-6),,"GOOD FT by STINNETT,CADE(fastbreak)",2
10:30,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",2
10:30,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
10:08,"MISS 3PTR by WILLIAMS,RASHAUN",,,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
09:55,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",2
--,,,,,"REBOUND OFF by BUSH,TYLER",,,"REBOUND OFF by BUSH,TYLER",2
09:49,,53 (+4),,49,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",Centre 53-49 (-4),,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",2
09:34,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
09:26,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",2
09:26,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
09:26,,,,,"SUB IN by STINNETT,CADE",,,"SUB IN by STINNETT,CADE",2
09:26,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
09:26,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
09:22,,,,,"TURNOVER  by TAYLOR,MARSHALL",,,"TURNOVER  by TAYLOR,MARSHALL",2
09:21,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
09:21,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
09:10,"MISS LAYUP by HOLLAND,ELI(in the paint)",,,,,,,"MISS LAYUP by HOLLAND,ELI(in the paint)",2
--,"REBOUND OFF by AVALIANI,LUKA",,,,,,,"REBOUND OFF by AVALIANI,LUKA",2
09:04,"GOOD 3PTR by WILLIAMS,RASHAUN",56 (+7),,49,,Sewan 56-49 (-7),,"GOOD 3PTR by WILLIAMS,RASHAUN",2
--,"ASSIST  by AVALIANI,LUKA",,,,,,,"ASSIST  by AVALIANI,LUKA",2
08:38,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,"REBOUND DEF by HOLLAND,ELI",,,,,,,"REBOUND DEF by HOLLAND,ELI",2
08:24,"GOOD 3PTR by HOLLAND,ELI",59 (+10),,49,,Sewan 59-49 (-10),,"GOOD 3PTR by HOLLAND,ELI",2
--,"ASSIST  by AVALIANI,LUKA",,,,,,,"ASSIST  by AVALIANI,LUKA",2
08:01,,59 (+8),,51,"GOOD LAYUP by COLEMAN,HUNTER(in the paint)",Centre 59-51 (-8),,"GOOD LAYUP by COLEMAN,HUNTER(in the paint)",2
07:51,"GOOD JUMPER by MARR,RUSS(in the paint)",61 (+10),,51,,Sewan 61-51 (-10),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
07:32,"FOUL  by WILLIAMS,RASHAUN",,,,,,,"FOUL  by WILLIAMS,RASHAUN",2
07:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:32,,,,,"SUB OUT by COLEMAN,HUNTER",,,"SUB OUT by COLEMAN,HUNTER",2
07:32,,,,,"SUB OUT by BUSH,TYLER",,,"SUB OUT by BUSH,TYLER",2
07:32,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
07:32,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
07:32,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
07:32,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
07:32,,61 (+9),,52,"GOOD FT by MOORE,CHEZ",Centre 61-52 (-9),,"GOOD FT by MOORE,CHEZ",2
07:32,,61 (+8),,53,"GOOD FT by MOORE,CHEZ",Centre 61-53 (-8),,"GOOD FT by MOORE,CHEZ",2
07:32,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
07:32,,,,,"SUB IN by COLEMAN,HUNTER",,,"SUB IN by COLEMAN,HUNTER",2
07:32,"GOOD LAYUP by HOLLAND,ELI(in the paint)",63 (+10),,53,,Sewan 63-53 (-10),,"GOOD LAYUP by HOLLAND,ELI(in the paint)",2
--,"ASSIST  by SMITH,GRAHAM",,,,,,,"ASSIST  by SMITH,GRAHAM",2
07:32,,63 (+7),,56,"GOOD 3PTR by STINNETT,CADE",Centre 63-56 (-7),,"GOOD 3PTR by STINNETT,CADE",2
--,,,,,"ASSIST  by COLEMAN,HUNTER",,,"ASSIST  by COLEMAN,HUNTER",2
06:23,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
06:23,,,,,"BLOCK  by COLEMAN,HUNTER",,,"BLOCK  by COLEMAN,HUNTER",2
--,"REBOUND OFF by AVALIANI,LUKA",,,,,,,"REBOUND OFF by AVALIANI,LUKA",2
06:06,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
06:00,,,,,"MISS 3PTR by COLEMAN,HUNTER",,,"MISS 3PTR by COLEMAN,HUNTER",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
05:51,"MISS LAYUP by SMITH,GRAHAM(in the paint)",,,,,,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:51,,,,,"FOUL  by COLEMAN,HUNTER",,,"FOUL  by COLEMAN,HUNTER",2
05:46,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND OFF by HOLLAND,ELI",,,,,,,"REBOUND OFF by HOLLAND,ELI",2
05:40,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
05:40,,,,,"SUB OUT by COLEMAN,HUNTER",,,"SUB OUT by COLEMAN,HUNTER",2
05:40,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
05:33,"MISS LAYUP by MARR,RUSS(in the paint)",,,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",2
05:33,,,,,"BLOCK  by TAYLOR,MARSHALL",,,"BLOCK  by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
05:26,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
05:26,"BLOCK  by MARR,RUSS",,,,,,,"BLOCK  by MARR,RUSS",2
--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",2
05:15,,,,,"TURNOVER  by TAYLOR,MARSHALL",,,"TURNOVER  by TAYLOR,MARSHALL",2
05:15,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
05:15,,,,,"SUB IN by BANKS,JAXSON",,,"SUB IN by BANKS,JAXSON",2
05:04,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
04:51,"MISS LAYUP by HOLLAND,ELI(in the paint)",,,,,,,"MISS LAYUP by HOLLAND,ELI(in the paint)",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
04:42,,63 (+5),,58,"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 63-58 (-5),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
04:21,"MISS LAYUP by HOLLAND,ELI(in the paint)",,,,,,,"MISS LAYUP by HOLLAND,ELI(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:21,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
04:21,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
04:21,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
04:21,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
04:15,"TURNOVER  by MARR,RUSS",,,,,,,"TURNOVER  by MARR,RUSS",2
04:15,,,,,"STEAL  by KNOCHELMANN,PETE",,,"STEAL  by KNOCHELMANN,PETE",2
04:07,,63 (+3),,60,"GOOD JUMPER by STINNETT,CADE(fastbreak)(in the paint)",Centre 63-60 (-3),,"GOOD JUMPER by STINNETT,CADE(fastbreak)(in the paint)",2
03:51,"GOOD JUMPER by KAHL,COLIN(in the paint)",65 (+5),,60,,Sewan 65-60 (-5),,"GOOD JUMPER by KAHL,COLIN(in the paint)",2
03:25,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
03:10,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
03:10,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:10,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
03:10,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
03:10,"GOOD FT by AVALIANI,LUKA",66 (+6),,60,,Sewan 66-60 (-6),,"GOOD FT by AVALIANI,LUKA",2
03:10,"GOOD FT by AVALIANI,LUKA",67 (+7),,60,,Sewan 67-60 (-7),,"GOOD FT by AVALIANI,LUKA",2
03:01,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",2
03:01,"STEAL  by SMITH,GRAHAM",,,,,,,"STEAL  by SMITH,GRAHAM",2
03:01,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
03:01,"MISS FT by SMITH,GRAHAM(fastbreak)",,,,,,,"MISS FT by SMITH,GRAHAM(fastbreak)",2
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",2
03:01,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
03:01,,,,,"SUB OUT by BANKS,JAXSON",,,"SUB OUT by BANKS,JAXSON",2
03:01,,,,,"SUB IN by COLEMAN,HUNTER",,,"SUB IN by COLEMAN,HUNTER",2
03:01,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
03:00,,67 (+5),,62,"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 67-62 (-5),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
02:23,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
02:23,,,,,"BLOCK  by TAYLOR,MARSHALL",,,"BLOCK  by TAYLOR,MARSHALL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:08,"MISS 3PTR by SMITH,GRAHAM",,,,,,,"MISS 3PTR by SMITH,GRAHAM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:08,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
02:01,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
02:01,,,,,"MISS FT by STINNETT,CADE",,,"MISS FT by STINNETT,CADE",2
--,,,,,"REBOUND OFF by TAYLOR,MARSHALL",,,"REBOUND OFF by TAYLOR,MARSHALL",2
01:57,,,,,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",,,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
01:33,"MISS LAYUP by KAHL,COLIN(in the paint)",,,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
--,"REBOUND OFF by KAHL,COLIN",,,,,,,"REBOUND OFF by KAHL,COLIN",2
01:33,,,,,"FOUL  by STINNETT,CADE",,,"FOUL  by STINNETT,CADE",2
01:33,"MISS FT by KAHL,COLIN",,,,,,,"MISS FT by KAHL,COLIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:33,"GOOD FT by KAHL,COLIN",68 (+6),,62,,Sewan 68-62 (-6),,"GOOD FT by KAHL,COLIN",2
01:33,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
01:33,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
01:18,,,,,"MISS 3PTR by COLEMAN,HUNTER",,,"MISS 3PTR by COLEMAN,HUNTER",2
--,,,,,"REBOUND OFF by COLEMAN,HUNTER",,,"REBOUND OFF by COLEMAN,HUNTER",2
01:12,,,,,"MISS 3PTR by COLEMAN,HUNTER",,,"MISS 3PTR by COLEMAN,HUNTER",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
00:45,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",70 (+8),,62,,Sewan 70-62 (-8),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
--,"ASSIST  by CORRIGAN,TRE",,,,,,,"ASSIST  by CORRIGAN,TRE",2
00:38,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
00:38,,70 (+7),,63,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",Centre 70-63 (-7),,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",2
00:38,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
00:38,,,,,"SUB IN by BUSH,TYLER",,,"SUB IN by BUSH,TYLER",2
00:38,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
00:38,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
00:38,,70 (+6),,64,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",Centre 70-64 (-6),,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",2
00:24,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",2
00:24,,,,,"SUB OUT by BUSH,TYLER",,,"SUB OUT by BUSH,TYLER",2
00:24,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
00:24,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
00:24,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
00:10,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",2
00:01,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",2
00:01,,,,,"STEAL  by STINNETT,CADE",,,"STEAL  by STINNETT,CADE",2
00:01,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,,,,,"REBOUND OFF by WILSON,DREW",,,"REBOUND OFF by WILSON,DREW",2
00:01,,70 (+4),,66,"GOOD LAYUP by WILSON,DREW(in the paint)",Centre 70-66 (-4),,"GOOD LAYUP by WILSON,DREW(in the paint)",2
00:01,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:01,,,,,"SUB OUT by COLEMAN,HUNTER",,,"SUB OUT by COLEMAN,HUNTER",2
00:01,,,,,"SUB IN by BUSH,TYLER",,,"SUB IN by BUSH,TYLER",2
00:00,,,,,"FOUL  by BUSH,TYLER",,,"FOUL  by BUSH,TYLER",2
00:00,"GOOD FT by CORRIGAN,TRE(fastbreak)",71 (+5),,66,,Sewan 71-66 (-5),,"GOOD FT by CORRIGAN,TRE(fastbreak)",2
00:00,"GOOD FT by CORRIGAN,TRE(fastbreak)",72 (+6),,66,,Sewan 72-66 (-6),,"GOOD FT by CORRIGAN,TRE(fastbreak)",2
