Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
00:19,"GOOD JUMPER by BAUGHMAN,CARTER(in the paint)",32,,47 (+15),,Centre 32-47 (-15),,"GOOD JUMPER by BAUGHMAN,CARTER(in the paint)",1
00:19,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:19,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",1
00:19,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",1
00:19,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",1
00:19,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",1
00:19,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
00:19,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
00:19,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
00:19,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",1
00:01,,,,,"MISS DUNK by BENHAM,BRAXTON(in the paint)",,,"MISS DUNK by BENHAM,BRAXTON(in the paint)",1
--,"REBOUND DEF by STEWART,BLAKE",,,,,,,"REBOUND DEF by STEWART,BLAKE",1
20:00,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
20:00,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
20:00,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
20:00,"SUB OUT by STEWART,BLAKE",,,,,,,"SUB OUT by STEWART,BLAKE",2
20:00,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
20:00,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
19:46,,32,,50 (+18),"GOOD 3PTR by ELLIS,CHASE",Berry 32-50 (-18),,"GOOD 3PTR by ELLIS,CHASE",2
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",2
19:09,"MISS JUMPER by KNOCHELMANN,PETE(in the paint)",,,,,,,"MISS JUMPER by KNOCHELMANN,PETE(in the paint)",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
18:55,,,,,"MISS 3PTR by BENHAM,BRAXTON",,,"MISS 3PTR by BENHAM,BRAXTON",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
18:30,"MISS JUMPER by WILSON,DREW(in the paint)",,,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:17,,,,,"TURNOVER  by ELLIS,CHASE",,,"TURNOVER  by ELLIS,CHASE",2
18:17,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
18:13,"TURNOVER  by TAYLOR,MARSHALL",,,,,,,"TURNOVER  by TAYLOR,MARSHALL",2
18:02,,,,,"MISS JUMPER by ELLIS,CHASE",,,"MISS JUMPER by ELLIS,CHASE",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
17:34,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
17:28,,32,,52 (+20),"GOOD JUMPER by BENHAM,BRAXTON(fastbreak)(in the paint)",Berry 32-52 (-20),,"GOOD JUMPER by BENHAM,BRAXTON(fastbreak)(in the paint)",2
16:59,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
16:53,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",2
16:53,,32,,53 (+21),"GOOD FT by BENHAM,BRAXTON(fastbreak)",Berry 32-53 (-21),,"GOOD FT by BENHAM,BRAXTON(fastbreak)",2
16:53,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
16:53,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
16:53,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
16:53,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
16:53,,32,,54 (+22),"GOOD FT by BENHAM,BRAXTON(fastbreak)",Berry 32-54 (-22),,"GOOD FT by BENHAM,BRAXTON(fastbreak)",2
16:32,"GOOD 3PTR by BAUGHMAN,CARTER",35,,54 (+19),,Centre 35-54 (-19),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,"ASSIST  by STEWART,BLAKE",,,,,,,"ASSIST  by STEWART,BLAKE",2
16:16,,,,,"TURNOVER  by BENHAM,BRAXTON",,,"TURNOVER  by BENHAM,BRAXTON",2
16:16,"STEAL  by STEWART,BLAKE",,,,,,,"STEAL  by STEWART,BLAKE",2
16:11,,,,,"FOUL  by ELLIS,CHASE",,,"FOUL  by ELLIS,CHASE",2
16:11,"GOOD FT by STINNETT,CADE(fastbreak)",36,,54 (+18),,Centre 36-54 (-18),,"GOOD FT by STINNETT,CADE(fastbreak)",2
16:11,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
16:11,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
16:11,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
16:11,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
16:11,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
16:11,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
16:11,"MISS FT by STINNETT,CADE(fastbreak)",,,,,,,"MISS FT by STINNETT,CADE(fastbreak)",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
16:02,,36,,56 (+20),"GOOD LAYUP by CLARK,BRYCE(in the paint)",Berry 36-56 (-20),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",2
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",2
15:39,"GOOD JUMPER by MOORE,CHEZ(in the paint)",38,,56 (+18),,Centre 38-56 (-18),,"GOOD JUMPER by MOORE,CHEZ(in the paint)",2
15:13,,38,,58 (+20),"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",Berry 38-58 (-20),,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",2
14:51,"GOOD 3PTR by STINNETT,CADE",41,,58 (+17),,Centre 41-58 (-17),,"GOOD 3PTR by STINNETT,CADE",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
14:50,,,,,"FOUL  by CAMPBELL,BLAKE",,,"FOUL  by CAMPBELL,BLAKE",2
14:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:50,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",2
14:50,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
14:50,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",2
14:50,,,,,"SUB IN by CRAFT,JAKE",,,"SUB IN by CRAFT,JAKE",2
14:50,"GOOD FT by STINNETT,CADE",42,,58 (+16),,Centre 42-58 (-16),,"GOOD FT by STINNETT,CADE",2
14:22,,42,,61 (+19),"GOOD 3PTR by KRUEGER,JORDAN",Berry 42-61 (-19),,"GOOD 3PTR by KRUEGER,JORDAN",2
--,,,,,"ASSIST  by CRAFT,JAKE",,,"ASSIST  by CRAFT,JAKE",2
13:56,"GOOD JUMPER by RING,NOAH(in the paint)",44,,61 (+17),,Centre 44-61 (-17),,"GOOD JUMPER by RING,NOAH(in the paint)",2
13:40,,,,,"MISS 3PTR by CRAFT,JAKE",,,"MISS 3PTR by CRAFT,JAKE",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
13:30,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
13:30,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
13:30,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
12:58,,,,,"MISS JUMPER by BENHAM,BRAXTON",,,"MISS JUMPER by BENHAM,BRAXTON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:56,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
12:56,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
12:44,"FOUL  by STEWART,BLAKE",,,,,,,"FOUL  by STEWART,BLAKE",2
12:44,"TURNOVER  by STEWART,BLAKE",,,,,,,"TURNOVER  by STEWART,BLAKE",2
12:26,,,,,"MISS JUMPER by ELLIS,CHASE(in the paint)",,,"MISS JUMPER by ELLIS,CHASE(in the paint)",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
12:17,"TURNOVER  by STEWART,BLAKE",,,,,,,"TURNOVER  by STEWART,BLAKE",2
11:49,,,,,"MISS JUMPER by BENHAM,BRAXTON",,,"MISS JUMPER by BENHAM,BRAXTON",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
11:42,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
11:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:42,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
11:42,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
11:42,,,,,"SUB OUT by CRAFT,JAKE",,,"SUB OUT by CRAFT,JAKE",2
11:42,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",2
11:42,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
11:42,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
11:31,,44,,64 (+20),"GOOD 3PTR by JOHNSON,MICHAEL",Berry 44-64 (-20),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",2
11:28,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
11:28,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
11:14,"GOOD JUMPER by STINNETT,CADE(in the paint)",46,,64 (+18),,Centre 46-64 (-18),,"GOOD JUMPER by STINNETT,CADE(in the paint)",2
11:04,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
10:45,"MISS JUMPER by STEWART,BLAKE(in the paint)",,,,,,,"MISS JUMPER by STEWART,BLAKE(in the paint)",2
--,,,,,"REBOUND DEF by KRUEGER,JORDAN",,,"REBOUND DEF by KRUEGER,JORDAN",2
10:37,"FOUL  by TAYLOR,MARSHALL",,,,,,,"FOUL  by TAYLOR,MARSHALL",2
10:37,,,,,"MISS FT by ELLIS,CHASE(fastbreak)",,,"MISS FT by ELLIS,CHASE(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:37,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
10:37,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",2
10:37,,,,,"MISS FT by ELLIS,CHASE(fastbreak)",,,"MISS FT by ELLIS,CHASE(fastbreak)",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
10:24,"MISS 3PTR by STINNETT,CADE",,,,,,,"MISS 3PTR by STINNETT,CADE",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
10:07,,,,,"TURNOVER  by COSTAS,RILEY",,,"TURNOVER  by COSTAS,RILEY",2
10:07,"STEAL  by STEWART,BLAKE",,,,,,,"STEAL  by STEWART,BLAKE",2
10:03,"GOOD LAYUP by STEWART,BLAKE(fastbreak)(in the paint)",48,,64 (+16),,Centre 48-64 (-16),,"GOOD LAYUP by STEWART,BLAKE(fastbreak)(in the paint)",2
09:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:50,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",2
09:50,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
09:50,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",2
09:50,,,,,"SUB IN by SEGALL,RYAN",,,"SUB IN by SEGALL,RYAN",2
09:42,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,,,,,"REBOUND OFF by COSTAS,RILEY",,,"REBOUND OFF by COSTAS,RILEY",2
09:24,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",2
--,,,,,"REBOUND OFF by SEGALL,RYAN",,,"REBOUND OFF by SEGALL,RYAN",2
09:21,,48,,66 (+18),"GOOD LAYUP by SEGALL,RYAN(in the paint)",Berry 48-66 (-18),,"GOOD LAYUP by SEGALL,RYAN(in the paint)",2
09:19,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
09:19,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
09:11,,,,,"FOUL  by SEGALL,RYAN",,,"FOUL  by SEGALL,RYAN",2
09:11,"MISS FT by STINNETT,CADE",,,,,,,"MISS FT by STINNETT,CADE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:11,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
09:11,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
09:11,"MISS FT by STINNETT,CADE",,,,,,,"MISS FT by STINNETT,CADE",2
--,,,,,"REBOUND DEF by SEGALL,RYAN",,,"REBOUND DEF by SEGALL,RYAN",2
08:49,,,,,"TURNOVER  by COSTAS,RILEY",,,"TURNOVER  by COSTAS,RILEY",2
08:49,"STEAL  by STEWART,BLAKE",,,,,,,"STEAL  by STEWART,BLAKE",2
08:49,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
08:49,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
08:49,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
08:49,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
08:33,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",50,,66 (+16),,Centre 50-66 (-16),,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",2
--,"ASSIST  by MOORE,CHEZ",,,,,,,"ASSIST  by MOORE,CHEZ",2
08:07,,50,,69 (+19),"GOOD 3PTR by JOHNSON,MICHAEL",Berry 50-69 (-19),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",2
07:51,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",,,,,,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
07:45,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",,,,,,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",2
--,,,,,"REBOUND DEF by SEGALL,RYAN",,,"REBOUND DEF by SEGALL,RYAN",2
07:37,,,,,"MISS LAYUP by COSTAS,RILEY(in the paint)",,,"MISS LAYUP by COSTAS,RILEY(in the paint)",2
07:37,"BLOCK  by KNOCHELMANN,PETE",,,,,,,"BLOCK  by KNOCHELMANN,PETE",2
--,,,,,"REBOUND OFF by SEGALL,RYAN",,,"REBOUND OFF by SEGALL,RYAN",2
07:31,,50,,71 (+21),"GOOD LAYUP by SEGALL,RYAN(in the paint)",Berry 50-71 (-21),,"GOOD LAYUP by SEGALL,RYAN(in the paint)",2
07:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:29,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",2
07:29,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
07:29,,,,,"SUB OUT by SEGALL,RYAN",,,"SUB OUT by SEGALL,RYAN",2
07:29,,,,,"SUB IN by CRAFT,JAKE",,,"SUB IN by CRAFT,JAKE",2
07:29,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",2
07:29,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
07:13,"GOOD LAYUP by MOORE,CHEZ(in the paint)",52,,71 (+19),,Centre 52-71 (-19),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
07:04,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
07:04,,52,,72 (+20),"GOOD FT by JOHNSON,MICHAEL",Berry 52-72 (-20),,"GOOD FT by JOHNSON,MICHAEL",2
07:04,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
07:04,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
07:04,,52,,73 (+21),"GOOD FT by JOHNSON,MICHAEL",Berry 52-73 (-21),,"GOOD FT by JOHNSON,MICHAEL",2
06:47,,,,,"FOUL  by CRAFT,JAKE",,,"FOUL  by CRAFT,JAKE",2
06:47,"GOOD FT by STEWART,BLAKE",53,,73 (+20),,Centre 53-73 (-20),,"GOOD FT by STEWART,BLAKE",2
06:47,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",2
06:47,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
06:47,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
06:47,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
06:47,"MISS FT by STEWART,BLAKE",,,,,,,"MISS FT by STEWART,BLAKE",2
--,,,,,"REBOUND DEF by CLARK,BRYCE",,,"REBOUND DEF by CLARK,BRYCE",2
06:33,,53,,76 (+23),"GOOD 3PTR by HONROTH,OWEN",Berry 53-76 (-23),,"GOOD 3PTR by HONROTH,OWEN",2
--,,,,,"ASSIST  by JOHNSON,MICHAEL",,,"ASSIST  by JOHNSON,MICHAEL",2
06:20,"GOOD JUMPER by STEWART,BLAKE(in the paint)",55,,76 (+21),,Centre 55-76 (-21),,"GOOD JUMPER by STEWART,BLAKE(in the paint)",2
06:09,,,,,"TURNOVER  by ELLIS,CHASE",,,"TURNOVER  by ELLIS,CHASE",2
06:09,"STEAL  by STEWART,BLAKE",,,,,,,"STEAL  by STEWART,BLAKE",2
05:59,"GOOD JUMPER by STINNETT,CADE(in the paint)",57,,76 (+19),,Centre 57-76 (-19),,"GOOD JUMPER by STINNETT,CADE(in the paint)",2
05:52,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,,,,,"REBOUND OFF by ELLIS,CHASE",,,"REBOUND OFF by ELLIS,CHASE",2
05:36,,,,,"MISS JUMPER by CRAFT,JAKE",,,"MISS JUMPER by CRAFT,JAKE",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
05:25,"MISS JUMPER by STEWART,BLAKE",,,,,,,"MISS JUMPER by STEWART,BLAKE",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
05:04,,,,,"MISS JUMPER by ELLIS,CHASE(in the paint)",,,"MISS JUMPER by ELLIS,CHASE(in the paint)",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
04:58,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",2
04:58,"SUB OUT by STEWART,BLAKE",,,,,,,"SUB OUT by STEWART,BLAKE",2
04:58,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
04:41,,57,,78 (+21),"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",Berry 57-78 (-21),,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",2
04:19,"GOOD JUMPER by MOORE,CHEZ(in the paint)",59,,78 (+19),,Centre 59-78 (-19),,"GOOD JUMPER by MOORE,CHEZ(in the paint)",2
03:52,,,,,"TURNOVER  by CLARK,BRYCE",,,"TURNOVER  by CLARK,BRYCE",2
03:52,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",2
03:35,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",2
03:29,,59,,81 (+22),"GOOD 3PTR by JOHNSON,MICHAEL",Berry 59-81 (-22),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,,,,,"ASSIST  by CRAFT,JAKE",,,"ASSIST  by CRAFT,JAKE",2
03:07,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
03:07,,,,,"STEAL  by JOHNSON,MICHAEL",,,"STEAL  by JOHNSON,MICHAEL",2
03:03,,59,,83 (+24),"GOOD LAYUP by JOHNSON,MICHAEL(fastbreak)(in the paint)",Berry 59-83 (-24),,"GOOD LAYUP by JOHNSON,MICHAEL(fastbreak)(in the paint)",2
02:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:56,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
02:56,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
02:56,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
02:56,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
02:56,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",2
02:56,,,,,"SUB IN by FULKROD,JT",,,"SUB IN by FULKROD,JT",2
02:56,,,,,"SUB IN by CONROY,DREW",,,"SUB IN by CONROY,DREW",2
02:56,,,,,"SUB IN by SEGALL,RYAN",,,"SUB IN by SEGALL,RYAN",2
02:56,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
02:56,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
02:56,,,,,"FOUL  by KRUEGER,JORDAN",,,"FOUL  by KRUEGER,JORDAN",2
02:56,"GOOD FT by WILSON,DREW",60,,83 (+23),,Centre 60-83 (-23),,"GOOD FT by WILSON,DREW",2
02:56,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
02:56,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
02:56,"MISS FT by WILSON,DREW",,,,,,,"MISS FT by WILSON,DREW",2
--,,,,,"REBOUND DEF by CONROY,DREW",,,"REBOUND DEF by CONROY,DREW",2
02:30,,,,,"TURNOVER  by SEGALL,RYAN",,,"TURNOVER  by SEGALL,RYAN",2
02:30,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
02:08,"GOOD JUMPER by MOORE,CHEZ",62,,83 (+21),,Centre 62-83 (-21),,"GOOD JUMPER by MOORE,CHEZ",2
--,"ASSIST  by TAYLOR,MARSHALL",,,,,,,"ASSIST  by TAYLOR,MARSHALL",2
01:53,,,,,"TURNOVER  by FULKROD,JT",,,"TURNOVER  by FULKROD,JT",2
01:53,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
01:46,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND OFF by STEWART,BLAKE",,,,,,,"REBOUND OFF by STEWART,BLAKE",2
01:24,"MISS LAYUP by WILSON,DREW(in the paint)",,,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",2
01:24,,,,,"BLOCK  by SEGALL,RYAN",,,"BLOCK  by SEGALL,RYAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:24,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",2
01:24,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",2
01:14,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",64,,83 (+19),,Centre 64-83 (-19),,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",2
00:59,,64,,86 (+22),"GOOD 3PTR by CRAFT,JAKE",Berry 64-86 (-22),,"GOOD 3PTR by CRAFT,JAKE",2
--,,,,,"ASSIST  by KRUEGER,JORDAN",,,"ASSIST  by KRUEGER,JORDAN",2
00:50,"TURNOVER  by TAYLOR,MARSHALL",,,,,,,"TURNOVER  by TAYLOR,MARSHALL",2
00:50,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
00:50,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
00:50,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
00:50,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
00:50,"SUB IN by JONES,KAM",,,,,,,"SUB IN by JONES,KAM",2
00:50,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
00:40,,,,,"MISS 3PTR by CRAFT,JAKE",,,"MISS 3PTR by CRAFT,JAKE",2
--,,,,,"REBOUND OFF by CONROY,DREW",,,"REBOUND OFF by CONROY,DREW",2
