Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
18:44,"MISS LAYUP by BENNIFIELD ,DYLAN(in the paint)",,,,,,,"MISS LAYUP by BENNIFIELD ,DYLAN(in the paint)",2
18:44,,,,,"BLOCK  by KNOCHELMANN,PETE",,,"BLOCK  by KNOCHELMANN,PETE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:44,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
18:44,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
18:43,"GOOD 3PTR by EZIGBO,UBA",41 (+2),,39,,OU 41-39 (-2),,"GOOD 3PTR by EZIGBO,UBA",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
18:24,"FOUL  by BENNIFIELD ,DYLAN",,,,,,,"FOUL  by BENNIFIELD ,DYLAN",2
18:24,,41 (+1),,40,"GOOD FT by STINNETT,CADE",Centre 41-40 (-1),,"GOOD FT by STINNETT,CADE",2
18:24,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
18:24,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
18:24,"SUB OUT by BENNIFIELD ,DYLAN",,,,,,,"SUB OUT by BENNIFIELD ,DYLAN",2
18:24,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
18:24,,,,,"MISS FT by STINNETT,CADE",,,"MISS FT by STINNETT,CADE",2
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",2
18:13,"MISS JUMPER by JAMES,JORDAN(in the paint)",,,,,,,"MISS JUMPER by JAMES,JORDAN(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:01,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
17:48,,41,,42 (+1),"GOOD JUMPER by TAYLOR,MARSHALL",Centre 41-42 (+1),,"GOOD JUMPER by TAYLOR,MARSHALL",2
17:33,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND OFF by DOOLEY,MALACHI",,,,,,,"REBOUND OFF by DOOLEY,MALACHI",2
17:24,"GOOD LAYUP by JAMES,JORDAN(in the paint)",43 (+1),,42,,OU 43-42 (-1),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
--,"ASSIST  by DOOLEY,MALACHI",,,,,,,"ASSIST  by DOOLEY,MALACHI",2
17:24,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",2
17:24,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
17:24,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
17:24,"GOOD FT by JAMES,JORDAN",44 (+2),,42,,OU 44-42 (-2),,"GOOD FT by JAMES,JORDAN",2
16:59,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
16:43,"GOOD JUMPER by JAMES,JORDAN",46 (+4),,42,,OU 46-42 (-4),,"GOOD JUMPER by JAMES,JORDAN",2
--,"ASSIST  by DOOLEY,MALACHI",,,,,,,"ASSIST  by DOOLEY,MALACHI",2
16:07,,46 (+1),,45,"GOOD 3PTR by BAUGHMAN,CARTER",Centre 46-45 (-1),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
15:56,"FOUL  by DOOLEY,MALACHI",,,,,,,"FOUL  by DOOLEY,MALACHI",2
15:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:46,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
15:22,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",48 (+3),,45,,OU 48-45 (-3),,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",2
--,"ASSIST  by EZIGBO,UBA",,,,,,,"ASSIST  by EZIGBO,UBA",2
15:22,,,,,"FOUL  by STINNETT,CADE",,,"FOUL  by STINNETT,CADE",2
15:22,"GOOD FT by DOOLEY,MALACHI",49 (+4),,45,,OU 49-45 (-4),,"GOOD FT by DOOLEY,MALACHI",2
14:58,,49 (+1),,48,"GOOD 3PTR by TAYLOR,MARSHALL",Centre 49-48 (-1),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by MOORE,CHEZ",,,"ASSIST  by MOORE,CHEZ",2
14:40,"MISS JUMPER by EZIGBO,UBA",,,,,,,"MISS JUMPER by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
14:28,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
14:18,"GOOD JUMPER by JAMES,JORDAN(in the paint)",51 (+3),,48,,OU 51-48 (-3),,"GOOD JUMPER by JAMES,JORDAN(in the paint)",2
--,"ASSIST  by EZIGBO,UBA",,,,,,,"ASSIST  by EZIGBO,UBA",2
14:10,,51 (+1),,50,"GOOD JUMPER by TAYLOR,MARSHALL(fastbreak)(in the paint)",Centre 51-50 (-1),,"GOOD JUMPER by TAYLOR,MARSHALL(fastbreak)(in the paint)",2
13:58,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",2
13:58,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
13:58,,,,,"SUB IN by STEWART,BLAKE",,,"SUB IN by STEWART,BLAKE",2
13:58,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
13:58,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",2
13:58,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
13:58,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
13:58,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
13:58,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
13:58,"SUB IN by REISMAN ,ROBERT",,,,,,,"SUB IN by REISMAN ,ROBERT",2
13:58,"SUB IN by CHERRY,GRIFFIN",,,,,,,"SUB IN by CHERRY,GRIFFIN",2
13:58,"SUB IN by AWOLEYE,JONATHAN",,,,,,,"SUB IN by AWOLEYE,JONATHAN",2
13:58,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
13:43,"FOUL  by CHERRY,GRIFFIN",,,,,,,"FOUL  by CHERRY,GRIFFIN",2
13:43,,,,,"MISS FT by STINNETT,CADE",,,"MISS FT by STINNETT,CADE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:43,,51,,51,"GOOD FT by STINNETT,CADE",Centre 51-51 (0),,"GOOD FT by STINNETT,CADE",2
13:23,"MISS 3PTR by HARRIS,TREY",,,,,,,"MISS 3PTR by HARRIS,TREY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:08,"TURNOVER  by REISMAN ,ROBERT",,,,,,,"TURNOVER  by REISMAN ,ROBERT",2
13:08,,,,,"STEAL  by STEWART,BLAKE",,,"STEAL  by STEWART,BLAKE",2
12:57,"FOUL  by AWOLEYE,JONATHAN",,,,,,,"FOUL  by AWOLEYE,JONATHAN",2
12:57,,,,,"MISS FT by MOORE,CHEZ",,,"MISS FT by MOORE,CHEZ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:57,,,,,"MISS FT by MOORE,CHEZ",,,"MISS FT by MOORE,CHEZ",2
--,"REBOUND DEF by KEMP,MASON",,,,,,,"REBOUND DEF by KEMP,MASON",2
12:40,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
12:40,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
12:39,"MISS JUMPER by REISMAN ,ROBERT",,,,,,,"MISS JUMPER by REISMAN ,ROBERT",2
12:39,,,,,"BLOCK  by MOORE,CHEZ",,,"BLOCK  by MOORE,CHEZ",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:34,"TURNOVER  by REISMAN ,ROBERT",,,,,,,"TURNOVER  by REISMAN ,ROBERT",2
12:34,,,,,"STEAL  by STEWART,BLAKE",,,"STEAL  by STEWART,BLAKE",2
12:28,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,"REBOUND DEF by AWOLEYE,JONATHAN",,,,,,,"REBOUND DEF by AWOLEYE,JONATHAN",2
12:26,,,,,"FOUL  by STEWART,BLAKE",,,"FOUL  by STEWART,BLAKE",2
12:26,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
12:26,"SUB OUT by REISMAN ,ROBERT",,,,,,,"SUB OUT by REISMAN ,ROBERT",2
12:26,"SUB OUT by CHERRY,GRIFFIN",,,,,,,"SUB OUT by CHERRY,GRIFFIN",2
12:26,"SUB OUT by AWOLEYE,JONATHAN",,,,,,,"SUB OUT by AWOLEYE,JONATHAN",2
12:26,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
12:26,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
12:26,"SUB IN by BENNIFIELD ,DYLAN",,,,,,,"SUB IN by BENNIFIELD ,DYLAN",2
12:26,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
12:26,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
12:26,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
12:01,"GOOD 3PTR by KEMP,JACKSON",54 (+3),,51,,OU 54-51 (-3),,"GOOD 3PTR by KEMP,JACKSON",2
11:43,,54 (+1),,53,"GOOD JUMPER by STEWART,BLAKE(in the paint)",Centre 54-53 (-1),,"GOOD JUMPER by STEWART,BLAKE(in the paint)",2
11:30,"GOOD 3PTR by JENEI,RYAN",57 (+4),,53,,OU 57-53 (-4),,"GOOD 3PTR by JENEI,RYAN",2
--,"ASSIST  by KEMP,JACKSON",,,,,,,"ASSIST  by KEMP,JACKSON",2
11:30,"FOUL  by JAMES,JORDAN",,,,,,,"FOUL  by JAMES,JORDAN",2
11:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:30,,,,,"FOUL  by STEWART,BLAKE",,,"FOUL  by STEWART,BLAKE",2
11:30,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
11:30,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
11:15,,57 (+1),,56,"GOOD 3PTR by RING,NOAH",Centre 57-56 (-1),,"GOOD 3PTR by RING,NOAH",2
--,,,,,"ASSIST  by STINNETT,CADE",,,"ASSIST  by STINNETT,CADE",2
10:54,"GOOD LAYUP by JAMES,JORDAN(in the paint)",59 (+3),,56,,OU 59-56 (-3),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
10:32,"FOUL  by BENNIFIELD ,DYLAN",,,,,,,"FOUL  by BENNIFIELD ,DYLAN",2
10:32,,,,,"SUB OUT by STEWART,BLAKE",,,"SUB OUT by STEWART,BLAKE",2
10:32,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
10:32,"SUB OUT by BENNIFIELD ,DYLAN",,,,,,,"SUB OUT by BENNIFIELD ,DYLAN",2
10:32,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
10:32,,59 (+2),,57,"GOOD FT by RING,NOAH",Centre 59-57 (-2),,"GOOD FT by RING,NOAH",2
10:32,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
10:32,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
10:32,,59 (+1),,58,"GOOD FT by RING,NOAH",Centre 59-58 (-1),,"GOOD FT by RING,NOAH",2
10:20,"GOOD LAYUP by JAMES,JORDAN(in the paint)",61 (+3),,58,,OU 61-58 (-3),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
--,"ASSIST  by KEMP,JACKSON",,,,,,,"ASSIST  by KEMP,JACKSON",2
10:20,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
10:20,"MISS FT by JAMES,JORDAN",,,,,,,"MISS FT by JAMES,JORDAN",2
--,"REBOUND OFF by DOOLEY,MALACHI",,,,,,,"REBOUND OFF by DOOLEY,MALACHI",2
10:20,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:19,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
10:19,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
09:57,,61 (+1),,60,"GOOD JUMPER by STINNETT,CADE(in the paint)",Centre 61-60 (-1),,"GOOD JUMPER by STINNETT,CADE(in the paint)",2
09:37,"MISS JUMPER by KEMP,JACKSON",,,,,,,"MISS JUMPER by KEMP,JACKSON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:36,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",2
09:30,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",2
09:30,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",2
09:14,,,,,"TURNOVER  by MOORE,CHEZ",,,"TURNOVER  by MOORE,CHEZ",2
09:02,"MISS 3PTR by DOOLEY,MALACHI",,,,,,,"MISS 3PTR by DOOLEY,MALACHI",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
08:59,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",2
08:59,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
08:59,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
08:59,,,,,"MISS FT by BAUGHMAN,CARTER(fastbreak)",,,"MISS FT by BAUGHMAN,CARTER(fastbreak)",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
08:59,"MISS JUMPER by DOOLEY,MALACHI",,,,,,,"MISS JUMPER by DOOLEY,MALACHI",2
--,,,,,"REBOUND DEF by KNOCHELMANN,PETE",,,"REBOUND DEF by KNOCHELMANN,PETE",2
08:59,,,,,"MISS JUMPER by STINNETT,CADE",,,"MISS JUMPER by STINNETT,CADE",2
--,"REBOUND DEF by DOOLEY,MALACHI",,,,,,,"REBOUND DEF by DOOLEY,MALACHI",2
07:46,"GOOD 3PTR by EZIGBO,UBA",64 (+4),,60,,OU 64-60 (-4),,"GOOD 3PTR by EZIGBO,UBA",2
--,"ASSIST  by DOOLEY,MALACHI",,,,,,,"ASSIST  by DOOLEY,MALACHI",2
07:20,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
07:18,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
07:18,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
07:18,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
07:18,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
--,,,,,"REBOUND OFF by KNOCHELMANN,PETE",,,"REBOUND OFF by KNOCHELMANN,PETE",2
07:17,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",2
07:17,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:13,,,,,"MISS FT by KNOCHELMANN,PETE",,,"MISS FT by KNOCHELMANN,PETE",2
--,,,,,"REBOUND OFF by STINNETT,CADE",,,"REBOUND OFF by STINNETT,CADE",2
07:03,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
07:03,,64 (+3),,61,"GOOD FT by STINNETT,CADE",Centre 64-61 (-3),,"GOOD FT by STINNETT,CADE",2
07:03,,,,,"MISS FT by STINNETT,CADE",,,"MISS FT by STINNETT,CADE",2
--,"REBOUND DEF by KEMP,MASON",,,,,,,"REBOUND DEF by KEMP,MASON",2
06:51,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",2
06:51,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
06:51,,,,,"SUB IN by STEWART,BLAKE",,,"SUB IN by STEWART,BLAKE",2
06:51,"GOOD FT by KEMP,MASON",65 (+4),,61,,OU 65-61 (-4),,"GOOD FT by KEMP,MASON",2
06:51,"GOOD FT by KEMP,MASON",66 (+5),,61,,OU 66-61 (-5),,"GOOD FT by KEMP,MASON",2
06:51,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
06:51,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
06:36,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,"REBOUND DEF by JAMES,JORDAN",,,,,,,"REBOUND DEF by JAMES,JORDAN",2
06:26,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
06:26,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",2
06:07,,,,,"TURNOVER  by STEWART,BLAKE",,,"TURNOVER  by STEWART,BLAKE",2
05:56,"GOOD LAYUP by JAMES,JORDAN(in the paint)",68 (+7),,61,,OU 68-61 (-7),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
--,"ASSIST  by EZIGBO,UBA",,,,,,,"ASSIST  by EZIGBO,UBA",2
05:56,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:28,,68 (+5),,63,"GOOD JUMPER by MOORE,CHEZ(in the paint)",Centre 68-63 (-5),,"GOOD JUMPER by MOORE,CHEZ(in the paint)",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
05:15,"GOOD LAYUP by EZIGBO,UBA(in the paint)",70 (+7),,63,,OU 70-63 (-7),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
05:15,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
05:15,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
05:15,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
05:15,"GOOD FT by EZIGBO,UBA",71 (+8),,63,,OU 71-63 (-8),,"GOOD FT by EZIGBO,UBA",2
04:54,,71 (+6),,65,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",Centre 71-65 (-6),,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",2
04:37,"GOOD 3PTR by HARRIS,TREY",74 (+9),,65,,OU 74-65 (-9),,"GOOD 3PTR by HARRIS,TREY",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
04:11,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:09,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
04:09,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
03:58,"TURNOVER  by JAMES,JORDAN",,,,,,,"TURNOVER  by JAMES,JORDAN",2
03:58,,,,,"STEAL  by STEWART,BLAKE",,,"STEAL  by STEWART,BLAKE",2
03:56,,74 (+8),,66,"GOOD FT by STINNETT,CADE(fastbreak)",Centre 74-66 (-8),,"GOOD FT by STINNETT,CADE(fastbreak)",2
03:56,,,,,"MISS FT by STINNETT,CADE(fastbreak)",,,"MISS FT by STINNETT,CADE(fastbreak)",2
--,"REBOUND DEF by JAMES,JORDAN",,,,,,,"REBOUND DEF by JAMES,JORDAN",2
03:55,"FOUL  by JAMES,JORDAN",,,,,,,"FOUL  by JAMES,JORDAN",2
03:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:46,,,,,"FOUL  by STEWART,BLAKE",,,"FOUL  by STEWART,BLAKE",2
03:46,"MISS FT by KEMP,MASON",,,,,,,"MISS FT by KEMP,MASON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:26,,,,,"TURNOVER  by STEWART,BLAKE",,,"TURNOVER  by STEWART,BLAKE",2
03:13,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
03:13,"MISS FT by JAMES,JORDAN",,,,,,,"MISS FT by JAMES,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:13,"MISS FT by JAMES,JORDAN",,,,,,,"MISS FT by JAMES,JORDAN",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
03:00,"FOUL  by JAMES,JORDAN",,,,,,,"FOUL  by JAMES,JORDAN",2
03:00,,74 (+7),,67,"GOOD FT by STINNETT,CADE",Centre 74-67 (-7),,"GOOD FT by STINNETT,CADE",2
03:00,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",2
03:00,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
03:00,,,,,"MISS FT by STINNETT,CADE",,,"MISS FT by STINNETT,CADE",2
--,,,,,"REBOUND OFF by WILSON,DREW",,,"REBOUND OFF by WILSON,DREW",2
03:00,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
02:44,"GOOD 3PTR by KEMP,JACKSON",77 (+10),,67,,OU 77-67 (-10),,"GOOD 3PTR by KEMP,JACKSON",2
--,"ASSIST  by EZIGBO,UBA",,,,,,,"ASSIST  by EZIGBO,UBA",2
02:28,,77 (+7),,70,"GOOD 3PTR by STINNETT,CADE",Centre 77-70 (-7),,"GOOD 3PTR by STINNETT,CADE",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
02:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:18,"MISS LAYUP by EZIGBO,UBA(in the paint)",,,,,,,"MISS LAYUP by EZIGBO,UBA(in the paint)",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
02:11,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
01:57,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by STEWART,BLAKE",,,"REBOUND DEF by STEWART,BLAKE",2
01:40,,77 (+4),,73,"GOOD 3PTR by RING,NOAH",Centre 77-73 (-4),,"GOOD 3PTR by RING,NOAH",2
--,,,,,"ASSIST  by TAYLOR,MARSHALL",,,"ASSIST  by TAYLOR,MARSHALL",2
01:23,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
01:23,"MISS FT by EZIGBO,UBA",,,,,,,"MISS FT by EZIGBO,UBA",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:23,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
01:23,"SUB IN by BENNIFIELD ,DYLAN",,,,,,,"SUB IN by BENNIFIELD ,DYLAN",2
01:23,"MISS FT by EZIGBO,UBA",,,,,,,"MISS FT by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
01:11,,77 (+1),,76,"GOOD 3PTR by TAYLOR,MARSHALL",Centre 77-76 (-1),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
00:58,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
00:45,,,,,"MISS 3PTR by STINNETT,CADE",,,"MISS 3PTR by STINNETT,CADE",2
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",2
00:41,,,,,"FOUL  by STINNETT,CADE",,,"FOUL  by STINNETT,CADE",2
00:41,"GOOD FT by EZIGBO,UBA(fastbreak)",78 (+2),,76,,OU 78-76 (-2),,"GOOD FT by EZIGBO,UBA(fastbreak)",2
00:41,"GOOD FT by EZIGBO,UBA(fastbreak)",79 (+3),,76,,OU 79-76 (-3),,"GOOD FT by EZIGBO,UBA(fastbreak)",2
00:29,"SUB OUT by BENNIFIELD ,DYLAN",,,,,,,"SUB OUT by BENNIFIELD ,DYLAN",2
00:29,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
00:27,,79,,79,"GOOD 3PTR by STEWART,BLAKE",Centre 79-79 (0),,"GOOD 3PTR by STEWART,BLAKE",2
--,,,,,"ASSIST  by TAYLOR,MARSHALL",,,"ASSIST  by TAYLOR,MARSHALL",2
00:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:04,"MISS JUMPER by EZIGBO,UBA(in the paint)",,,,,,,"MISS JUMPER by EZIGBO,UBA(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,BLAKE",,,"REBOUND DEF by STEWART,BLAKE",2
04:49,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",3
--,"REBOUND OFF by KEMP,JACKSON",,,,,,,"REBOUND OFF by KEMP,JACKSON",3
04:41,"GOOD DUNK by KEMP,JACKSON(in the paint)",81 (+2),,79,,OU 81-79 (-2),,"GOOD DUNK by KEMP,JACKSON(in the paint)",3
04:32,,81,,81,"GOOD JUMPER by STINNETT,CADE",Centre 81-81 (0),,"GOOD JUMPER by STINNETT,CADE",3
04:32,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",3
