Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
04:32,,,,,"MISS FT by STINNETT,CADE",,,"MISS FT by STINNETT,CADE",3
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",3
04:18,"MISS 3PTR by KEMP,JACKSON",,,,,,,"MISS 3PTR by KEMP,JACKSON",3
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,3
04:02,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",3
--,"REBOUND DEF by KEMP,MASON",,,,,,,"REBOUND DEF by KEMP,MASON",3
03:47,"MISS JUMPER by EZIGBO,UBA",,,,,,,"MISS JUMPER by EZIGBO,UBA",3
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",3
03:41,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",3
--,"REBOUND DEF by JAMES,JORDAN",,,,,,,"REBOUND DEF by JAMES,JORDAN",3
03:16,"GOOD 3PTR by JENEI,RYAN",84 (+3),,81,,OU 84-81 (-3),,"GOOD 3PTR by JENEI,RYAN",3
--,"ASSIST  by EZIGBO,UBA",,,,,,,"ASSIST  by EZIGBO,UBA",3
02:55,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",3
02:54,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",3
02:54,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
02:50,,,,,"SUB OUT by STEWART,BLAKE",,,"SUB OUT by STEWART,BLAKE",3
02:50,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",3
02:49,"GOOD LAYUP by JENEI,RYAN(in the paint)",86 (+5),,81,,OU 86-81 (-5),,"GOOD LAYUP by JENEI,RYAN(in the paint)",3
--,"ASSIST  by KEMP,MASON",,,,,,,"ASSIST  by KEMP,MASON",3
02:27,,86 (+3),,83,"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 86-83 (-3),,"GOOD LAYUP by STINNETT,CADE(in the paint)",3
02:18,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
01:56,"GOOD JUMPER by KEMP,JACKSON(in the paint)",88 (+5),,83,,OU 88-83 (-5),,"GOOD JUMPER by KEMP,JACKSON(in the paint)",3
01:38,,,,,"MISS 3PTR by STINNETT,CADE",,,"MISS 3PTR by STINNETT,CADE",3
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",3
01:15,,,,,"FOUL  by WILSON,DREW",,,"FOUL  by WILSON,DREW",3
01:15,"MISS FT by JENEI,RYAN",,,,,,,"MISS FT by JENEI,RYAN",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
01:15,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",3
01:15,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",3
01:15,"MISS FT by JENEI,RYAN",,,,,,,"MISS FT by JENEI,RYAN",3
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",3
00:53,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",3
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",3
00:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:41,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",3
00:41,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",3
00:41,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",3
00:41,,,,,"SUB IN by STEWART,BLAKE",,,"SUB IN by STEWART,BLAKE",3
00:34,"TURNOVER  by KEMP,MASON",,,,,,,"TURNOVER  by KEMP,MASON",3
00:34,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",3
00:34,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",3
00:28,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",3
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",3
00:26,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",3
00:26,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",3
00:26,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",3
00:26,"MISS FT by KEMP,JACKSON(fastbreak)",,,,,,,"MISS FT by KEMP,JACKSON(fastbreak)",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:26,"GOOD FT by KEMP,JACKSON(fastbreak)",89 (+6),,83,,OU 89-83 (-6),,"GOOD FT by KEMP,JACKSON(fastbreak)",3
00:18,,,,,"MISS JUMPER by RING,NOAH",,,"MISS JUMPER by RING,NOAH",3
--,,,,,"REBOUND OFF by STINNETT,CADE",,,"REBOUND OFF by STINNETT,CADE",3
00:09,,89 (+4),,85,"GOOD LAYUP by RING,NOAH(in the paint)",Centre 89-85 (-4),,"GOOD LAYUP by RING,NOAH(in the paint)",3
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",3
00:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:08,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",3
00:08,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",3
00:08,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",3
00:08,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",3
