Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,FCMBB,Game Score,Team Indicator,Play,Period
17:34,"SUB IN by BUSH,TYLER",,,,,,,"SUB IN by BUSH,TYLER",2
17:34,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
17:34,,,,,"SUB IN by KING,LYNN",,,"SUB IN by KING,LYNN",2
17:34,,,,,"SUB IN by BOSTIC,RYAN",,,"SUB IN by BOSTIC,RYAN",2
17:34,,,,,"SUB OUT by SAMPLES,CODY",,,"SUB OUT by SAMPLES,CODY",2
17:34,,,,,"SUB OUT by HUDGINS,LOGAN",,,"SUB OUT by HUDGINS,LOGAN",2
17:18,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",2
17:13,,,,,"MISS 3PTR by CROWE,CARTER",,,"MISS 3PTR by CROWE,CARTER",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
17:04,"MISS LAYUP by WILSON,DREW",,,,,,,"MISS LAYUP by WILSON,DREW",2
--,,,,,"REBOUND DEF by CROWE,CARTER",,,"REBOUND DEF by CROWE,CARTER",2
16:50,,32,,46 (+14),"GOOD 3PTR by FLATT,TREY",FCMBB 32-46 (-14),,"GOOD 3PTR by FLATT,TREY",2
--,,,,,"ASSIST  by BOSTIC,RYAN",,,"ASSIST  by BOSTIC,RYAN",2
16:28,"MISS 3PTR by BUSH,TYLER",,,,,,,"MISS 3PTR by BUSH,TYLER",2
--,,,,,"REBOUND DEF by CROWE,CARTER",,,"REBOUND DEF by CROWE,CARTER",2
16:15,,,,,"MISS JUMPER by KING,LYNN",,,"MISS JUMPER by KING,LYNN",2
--,"REBOUND DEF by BUSH,TYLER",,,,,,,"REBOUND DEF by BUSH,TYLER",2
16:06,,,,,"FOUL  by KING,LYNN",,,"FOUL  by KING,LYNN",2
16:06,"GOOD FT by BAUGHMAN,CARTER",33,,46 (+13),,CENTRE 33-46 (-13),,"GOOD FT by BAUGHMAN,CARTER",2
16:06,"GOOD FT by BAUGHMAN,CARTER",34,,46 (+12),,CENTRE 34-46 (-12),,"GOOD FT by BAUGHMAN,CARTER",2
16:06,,,,,"SUB IN by HUDGINS,LOGAN",,,"SUB IN by HUDGINS,LOGAN",2
16:06,,,,,"SUB IN by LOVE,JALEN",,,"SUB IN by LOVE,JALEN",2
16:06,,,,,"SUB OUT by FLATT,TREY",,,"SUB OUT by FLATT,TREY",2
16:06,,,,,"SUB OUT by HOFFMAN,NATHANIEL",,,"SUB OUT by HOFFMAN,NATHANIEL",2
15:51,,34,,48 (+14),"GOOD LAYUP by CROWE,CARTER(in the paint)",FCMBB 34-48 (-14),,"GOOD LAYUP by CROWE,CARTER(in the paint)",2
--,,,,,"ASSIST  by KING,LYNN",,,"ASSIST  by KING,LYNN",2
15:18,"GOOD LAYUP by WILSON,DREW(in the paint)",36,,48 (+12),,CENTRE 36-48 (-12),,"GOOD LAYUP by WILSON,DREW(in the paint)",2
15:04,,36,,51 (+15),"GOOD 3PTR by BOSTIC,RYAN",FCMBB 36-51 (-15),,"GOOD 3PTR by BOSTIC,RYAN",2
--,,,,,"ASSIST  by CROWE,CARTER",,,"ASSIST  by CROWE,CARTER",2
14:35,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND DEF by KING,LYNN",,,"REBOUND DEF by KING,LYNN",2
14:23,,,,,"MISS LAYUP by KING,LYNN",,,"MISS LAYUP by KING,LYNN",2
14:23,"BLOCK  by BUSH,TYLER",,,,,,,"BLOCK  by BUSH,TYLER",2
--,,,,,"REBOUND OFF by KING,LYNN",,,"REBOUND OFF by KING,LYNN",2
14:23,"FOUL  by BUSH,TYLER",,,,,,,"FOUL  by BUSH,TYLER",2
14:23,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
14:23,,36,,52 (+16),"GOOD FT by KING,LYNN",FCMBB 36-52 (-16),,"GOOD FT by KING,LYNN",2
14:23,,36,,53 (+17),"GOOD FT by KING,LYNN",FCMBB 36-53 (-17),,"GOOD FT by KING,LYNN",2
14:23,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
14:23,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
14:23,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",2
14:23,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
14:23,,,,,"SUB IN by HENDRICKS,JACK",,,"SUB IN by HENDRICKS,JACK",2
14:23,,,,,"SUB OUT by HUDGINS,LOGAN",,,"SUB OUT by HUDGINS,LOGAN",2
14:01,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by CROWE,CARTER",,,"REBOUND DEF by CROWE,CARTER",2
13:51,,36,,56 (+20),"GOOD 3PTR by KING,LYNN",FCMBB 36-56 (-20),,"GOOD 3PTR by KING,LYNN",2
13:27,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
13:27,,,,,"STEAL  by LOVE,JALEN",,,"STEAL  by LOVE,JALEN",2
13:21,,36,,58 (+22),"GOOD LAYUP by LOVE,JALEN(fastbreak)(in the paint)",FCMBB 36-58 (-22),,"GOOD LAYUP by LOVE,JALEN(fastbreak)(in the paint)",2
13:21,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:21,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
13:21,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
13:21,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
13:21,"SUB OUT by BUSH,TYLER",,,,,,,"SUB OUT by BUSH,TYLER",2
12:56,"MISS 3PTR by STINNETT,CADE",,,,,,,"MISS 3PTR by STINNETT,CADE",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
12:56,"MISS LAYUP by KNOCHELMANN,PETE",,,,,,,"MISS LAYUP by KNOCHELMANN,PETE",2
--,,,,,"REBOUND DEF by KING,LYNN",,,"REBOUND DEF by KING,LYNN",2
12:30,,,,,"TURNOVER  by LOVE,JALEN",,,"TURNOVER  by LOVE,JALEN",2
12:30,"STEAL  by BAUGHMAN,CARTER",,,,,,,"STEAL  by BAUGHMAN,CARTER",2
12:22,"GOOD LAYUP by BAUGHMAN,CARTER(fastbreak)(in the paint)",38,,58 (+20),,CENTRE 38-58 (-20),,"GOOD LAYUP by BAUGHMAN,CARTER(fastbreak)(in the paint)",2
12:05,,,,,"TURNOVER  by BOSTIC,RYAN",,,"TURNOVER  by BOSTIC,RYAN",2
12:05,"STEAL  by BAUGHMAN,CARTER",,,,,,,"STEAL  by BAUGHMAN,CARTER",2
11:58,"MISS LAYUP by STINNETT,CADE",,,,,,,"MISS LAYUP by STINNETT,CADE",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
11:52,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by BOSTIC,RYAN",,,"REBOUND DEF by BOSTIC,RYAN",2
11:40,,,,,"MISS 3PTR by LOVE,JALEN",,,"MISS 3PTR by LOVE,JALEN",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
11:32,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
11:27,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by CROWE,CARTER",,,"REBOUND DEF by CROWE,CARTER",2
11:10,,,,,"MISS 3PTR by BOSTIC,RYAN",,,"MISS 3PTR by BOSTIC,RYAN",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
11:06,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by HENDRICKS,JACK",,,"REBOUND DEF by HENDRICKS,JACK",2
10:42,,38,,61 (+23),"GOOD 3PTR by BOSTIC,RYAN",FCMBB 38-61 (-23),,"GOOD 3PTR by BOSTIC,RYAN",2
--,,,,,"ASSIST  by HENDRICKS,JACK",,,"ASSIST  by HENDRICKS,JACK",2
10:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:42,"SUB IN by LOVELL,TREY",,,,,,,"SUB IN by LOVELL,TREY",2
10:42,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
10:42,"SUB IN by MARKHAM,DRU",,,,,,,"SUB IN by MARKHAM,DRU",2
10:42,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
10:42,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",2
10:42,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
10:42,,,,,"SUB IN by SAMPLES,CODY",,,"SUB IN by SAMPLES,CODY",2
10:42,,,,,"SUB IN by HOFFMAN,NATHANIEL",,,"SUB IN by HOFFMAN,NATHANIEL",2
10:42,,,,,"SUB IN by HUDGINS,LOGAN",,,"SUB IN by HUDGINS,LOGAN",2
10:42,,,,,"SUB OUT by KING,LYNN",,,"SUB OUT by KING,LYNN",2
10:42,,,,,"SUB OUT by CROWE,CARTER",,,"SUB OUT by CROWE,CARTER",2
10:42,,,,,"SUB OUT by BOSTIC,RYAN",,,"SUB OUT by BOSTIC,RYAN",2
10:21,"TURNOVER  by BANKS,JAXSON",,,,,,,"TURNOVER  by BANKS,JAXSON",2
10:21,,,,,"STEAL  by LOVE,JALEN",,,"STEAL  by LOVE,JALEN",2
10:13,,,,,"MISS LAYUP by LOVE,JALEN",,,"MISS LAYUP by LOVE,JALEN",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
10:08,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
10:08,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",2
10:08,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
10:08,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
10:02,"TURNOVER  by LOVELL,TREY",,,,,,,"TURNOVER  by LOVELL,TREY",2
09:33,,,,,"MISS LAYUP by LOVE,JALEN",,,"MISS LAYUP by LOVE,JALEN",2
--,,,,,"REBOUND OFF by LOVE,JALEN",,,"REBOUND OFF by LOVE,JALEN",2
09:27,,,,,"TURNOVER  by LOVE,JALEN",,,"TURNOVER  by LOVE,JALEN",2
09:27,"STEAL  by COLEMAN,HUNTER",,,,,,,"STEAL  by COLEMAN,HUNTER",2
09:10,"MISS LAYUP by MARKHAM,DRU",,,,,,,"MISS LAYUP by MARKHAM,DRU",2
09:10,,,,,"BLOCK  by HOFFMAN,NATHANIEL",,,"BLOCK  by HOFFMAN,NATHANIEL",2
--,,,,,"REBOUND DEF by HOFFMAN,NATHANIEL",,,"REBOUND DEF by HOFFMAN,NATHANIEL",2
09:03,,,,,"TURNOVER  by LOVE,JALEN",,,"TURNOVER  by LOVE,JALEN",2
09:03,"SUB IN by BUSH,TYLER",,,,,,,"SUB IN by BUSH,TYLER",2
09:03,"SUB OUT by MARKHAM,DRU",,,,,,,"SUB OUT by MARKHAM,DRU",2
09:03,,,,,"SUB IN by FLATT,TREY",,,"SUB IN by FLATT,TREY",2
09:03,,,,,"SUB IN by CROWE,CARTER",,,"SUB IN by CROWE,CARTER",2
09:03,,,,,"SUB OUT by HENDRICKS,JACK",,,"SUB OUT by HENDRICKS,JACK",2
09:03,,,,,"SUB OUT by LOVE,JALEN",,,"SUB OUT by LOVE,JALEN",2
08:50,"TURNOVER  by COLEMAN,HUNTER",,,,,,,"TURNOVER  by COLEMAN,HUNTER",2
08:50,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
08:47,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
08:47,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",2
08:47,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",2
08:47,"SUB OUT by LOVELL,TREY",,,,,,,"SUB OUT by LOVELL,TREY",2
08:36,,,,,"MISS 3PTR by HUDGINS,LOGAN",,,"MISS 3PTR by HUDGINS,LOGAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:26,"GOOD 3PTR by BUSH,TYLER",41,,61 (+20),,CENTRE 41-61 (-20),,"GOOD 3PTR by BUSH,TYLER",2
--,"ASSIST  by BANKS,JAXSON",,,,,,,"ASSIST  by BANKS,JAXSON",2
08:07,,,,,"MISS 3PTR by HUDGINS,LOGAN",,,"MISS 3PTR by HUDGINS,LOGAN",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
08:02,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",43,,61 (+18),,CENTRE 43-61 (-18),,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",2
--,"ASSIST  by KNOCHELMANN,PETE",,,,,,,"ASSIST  by KNOCHELMANN,PETE",2
08:02,,,,,"FOUL  by HUDGINS,LOGAN",,,"FOUL  by HUDGINS,LOGAN",2
08:02,"MISS FT by STINNETT,CADE",,,,,,,"MISS FT by STINNETT,CADE",2
--,,,,,"REBOUND DEF by FLATT,TREY",,,"REBOUND DEF by FLATT,TREY",2
08:02,,,,,"SUB IN by KING,LYNN",,,"SUB IN by KING,LYNN",2
08:02,,,,,"SUB OUT by HUDGINS,LOGAN",,,"SUB OUT by HUDGINS,LOGAN",2
07:44,,43,,64 (+21),"GOOD 3PTR by CROWE,CARTER",FCMBB 43-64 (-21),,"GOOD 3PTR by CROWE,CARTER",2
--,,,,,"ASSIST  by SAMPLES,CODY",,,"ASSIST  by SAMPLES,CODY",2
07:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:19,"MISS 3PTR by BANKS,JAXSON",,,,,,,"MISS 3PTR by BANKS,JAXSON",2
--,,,,,"REBOUND DEF by SAMPLES,CODY",,,"REBOUND DEF by SAMPLES,CODY",2
07:09,"FOUL  by BUSH,TYLER",,,,,,,"FOUL  by BUSH,TYLER",2
07:09,,43,,65 (+22),"GOOD FT by HOFFMAN,NATHANIEL",FCMBB 43-65 (-22),,"GOOD FT by HOFFMAN,NATHANIEL",2
07:09,,43,,66 (+23),"GOOD FT by HOFFMAN,NATHANIEL",FCMBB 43-66 (-23),,"GOOD FT by HOFFMAN,NATHANIEL",2
07:09,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
07:09,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
06:45,"GOOD LAYUP by STINNETT,CADE(in the paint)",45,,66 (+21),,CENTRE 45-66 (-21),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
--,"ASSIST  by BUSH,TYLER",,,,,,,"ASSIST  by BUSH,TYLER",2
06:26,,45,,69 (+24),"GOOD 3PTR by CROWE,CARTER",FCMBB 45-69 (-24),,"GOOD 3PTR by CROWE,CARTER",2
--,,,,,"ASSIST  by SAMPLES,CODY",,,"ASSIST  by SAMPLES,CODY",2
06:03,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",2
05:57,,,,,"MISS 3PTR by FLATT,TREY",,,"MISS 3PTR by FLATT,TREY",2
--,,,,,"REBOUND OFF by KING,LYNN",,,"REBOUND OFF by KING,LYNN",2
05:48,,,,,"MISS 3PTR by SAMPLES,CODY",,,"MISS 3PTR by SAMPLES,CODY",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
05:39,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",47,,69 (+22),,CENTRE 47-69 (-22),,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
05:22,,,,,"MISS LAYUP by KING,LYNN",,,"MISS LAYUP by KING,LYNN",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
05:06,"MISS LAYUP by STINNETT,CADE",,,,,,,"MISS LAYUP by STINNETT,CADE",2
--,,,,,"REBOUND DEF by HOFFMAN,NATHANIEL",,,"REBOUND DEF by HOFFMAN,NATHANIEL",2
04:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:59,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
04:59,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",2
04:59,"SUB IN by WOOLDRIDGE,CARSON",,,,,,,"SUB IN by WOOLDRIDGE,CARSON",2
04:59,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
04:59,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
04:59,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
04:59,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",2
04:59,"SUB OUT by BUSH,TYLER",,,,,,,"SUB OUT by BUSH,TYLER",2
04:59,,,,,"SUB IN by ARENS,DAVID",,,"SUB IN by ARENS,DAVID",2
04:59,,,,,"SUB IN by BOSTIC,RYAN",,,"SUB IN by BOSTIC,RYAN",2
04:59,,,,,"SUB IN by WOODSON,ZACH",,,"SUB IN by WOODSON,ZACH",2
04:59,,,,,"SUB IN by LOVE,JALEN",,,"SUB IN by LOVE,JALEN",2
04:59,,,,,"SUB OUT by FLATT,TREY",,,"SUB OUT by FLATT,TREY",2
04:59,,,,,"SUB OUT by SAMPLES,CODY",,,"SUB OUT by SAMPLES,CODY",2
04:59,,,,,"SUB OUT by HOFFMAN,NATHANIEL",,,"SUB OUT by HOFFMAN,NATHANIEL",2
04:59,,,,,"SUB OUT by KING,LYNN",,,"SUB OUT by KING,LYNN",2
04:37,,,,,"MISS JUMPER by BOSTIC,RYAN",,,"MISS JUMPER by BOSTIC,RYAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:20,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",49,,69 (+20),,CENTRE 49-69 (-20),,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",2
03:59,,,,,"MISS 3PTR by ARENS,DAVID",,,"MISS 3PTR by ARENS,DAVID",2
--,"REBOUND DEF by STEWART,BLAKE",,,,,,,"REBOUND DEF by STEWART,BLAKE",2
03:51,"GOOD LAYUP by KNOCHELMANN,PETE(fastbreak)(in the paint)",51,,69 (+18),,CENTRE 51-69 (-18),,"GOOD LAYUP by KNOCHELMANN,PETE(fastbreak)(in the paint)",2
--,"ASSIST  by STEWART,BLAKE",,,,,,,"ASSIST  by STEWART,BLAKE",2
03:20,,,,,"MISS JUMPER by BOSTIC,RYAN",,,"MISS JUMPER by BOSTIC,RYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:20,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:20,"SUB IN by MAUL,CALEB",,,,,,,"SUB IN by MAUL,CALEB",2
03:20,"SUB IN by LOVELL,TREY",,,,,,,"SUB IN by LOVELL,TREY",2
03:20,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
03:20,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",2
03:20,,,,,"SUB IN by ARCHEY,MALACHI",,,"SUB IN by ARCHEY,MALACHI",2
03:20,,,,,"SUB OUT by CROWE,CARTER",,,"SUB OUT by CROWE,CARTER",2
02:56,,,,,"MISS 3PTR by BOSTIC,RYAN",,,"MISS 3PTR by BOSTIC,RYAN",2
--,"REBOUND DEF by MAUL,CALEB",,,,,,,"REBOUND DEF by MAUL,CALEB",2
02:41,"MISS 3PTR by LOVELL,TREY",,,,,,,"MISS 3PTR by LOVELL,TREY",2
--,,,,,"REBOUND DEF by ARENS,DAVID",,,"REBOUND DEF by ARENS,DAVID",2
02:22,,51,,72 (+21),"GOOD 3PTR by ARENS,DAVID",FCMBB 51-72 (-21),,"GOOD 3PTR by ARENS,DAVID",2
--,,,,,"ASSIST  by ARCHEY,MALACHI",,,"ASSIST  by ARCHEY,MALACHI",2
02:00,"MISS LAYUP by MAUL,CALEB",,,,,,,"MISS LAYUP by MAUL,CALEB",2
--,,,,,"REBOUND DEF by WOODSON,ZACH",,,"REBOUND DEF by WOODSON,ZACH",2
01:44,,51,,74 (+23),"GOOD LAYUP by LOVE,JALEN(in the paint)",FCMBB 51-74 (-23),,"GOOD LAYUP by LOVE,JALEN(in the paint)",2
--,,,,,"ASSIST  by BOSTIC,RYAN",,,"ASSIST  by BOSTIC,RYAN",2
01:18,"MISS JUMPER by BANKS,JAXSON",,,,,,,"MISS JUMPER by BANKS,JAXSON",2
--,"REBOUND OFF by MAUL,CALEB",,,,,,,"REBOUND OFF by MAUL,CALEB",2
01:16,,,,,"FOUL  by ARENS,DAVID",,,"FOUL  by ARENS,DAVID",2
01:16,"GOOD FT by MAUL,CALEB",52,,74 (+22),,CENTRE 52-74 (-22),,"GOOD FT by MAUL,CALEB",2
01:16,"MISS FT by MAUL,CALEB",,,,,,,"MISS FT by MAUL,CALEB",2
--,,,,,"REBOUND DEF by ARENS,DAVID",,,"REBOUND DEF by ARENS,DAVID",2
01:16,,,,,"SUB IN by DEERE,JACOB",,,"SUB IN by DEERE,JACOB",2
01:16,,,,,"SUB IN by FALCONBERRY,JACKSON",,,"SUB IN by FALCONBERRY,JACKSON",2
01:16,,,,,"SUB OUT by BOSTIC,RYAN",,,"SUB OUT by BOSTIC,RYAN",2
01:16,,,,,"SUB OUT by LOVE,JALEN",,,"SUB OUT by LOVE,JALEN",2
00:54,,,,,"MISS 3PTR by DEERE,JACOB",,,"MISS 3PTR by DEERE,JACOB",2
--,"REBOUND DEF by BANKS,JAXSON",,,,,,,"REBOUND DEF by BANKS,JAXSON",2
00:42,"MISS 3PTR by WOOLDRIDGE,CARSON",,,,,,,"MISS 3PTR by WOOLDRIDGE,CARSON",2
--,"REBOUND OFF by MAUL,CALEB",,,,,,,"REBOUND OFF by MAUL,CALEB",2
00:32,"MISS JUMPER by WOOLDRIDGE,CARSON",,,,,,,"MISS JUMPER by WOOLDRIDGE,CARSON",2
--,,,,,"REBOUND DEF by ARCHEY,MALACHI",,,"REBOUND DEF by ARCHEY,MALACHI",2
