Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
01:27,"TURNOVER  by DUPREE,RYAN",,,,,,,"TURNOVER  by DUPREE,RYAN",1
01:09,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",1
--,"REBOUND DEF by JAMES,TRAI",,,,,,,"REBOUND DEF by JAMES,TRAI",1
00:53,"MISS 3PTR by YOUNG,QUESHOD",,,,,,,"MISS 3PTR by YOUNG,QUESHOD",1
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",1
00:44,,40,,43 (+3),"GOOD 3PTR by NESTLEHUTT,JAKE",Rhodes 40-43 (+3),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",1
00:34,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:34,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
00:34,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
00:34,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
00:34,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
00:19,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
00:19,"GOOD FT by HODUM,RICK",41,,43 (+2),,BU 41-43 (+2),,"GOOD FT by HODUM,RICK",1
00:19,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
00:19,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
00:19,"MISS FT by HODUM,RICK",,,,,,,"MISS FT by HODUM,RICK",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
00:04,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",,,"MISS JUMPER by WILEY,KOKI(in the paint)",1
--,"REBOUND DEF by DUPREE,RYAN",,,,,,,"REBOUND DEF by DUPREE,RYAN",1
20:00,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
20:00,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
20:00,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
20:00,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
20:00,"SUB OUT by JAMES,TRAI",,,,,,,"SUB OUT by JAMES,TRAI",2
20:00,"SUB OUT by YOUNG,QUESHOD",,,,,,,"SUB OUT by YOUNG,QUESHOD",2
20:00,"SUB OUT by PHILLIPS,BRANDON",,,,,,,"SUB OUT by PHILLIPS,BRANDON",2
20:00,"SUB OUT by HODUM,RICK",,,,,,,"SUB OUT by HODUM,RICK",2
20:00,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
20:00,"SUB IN by COUCH,LUKE",,,,,,,"SUB IN by COUCH,LUKE",2
20:00,"SUB IN by ROBERTS,JOSHUA",,,,,,,"SUB IN by ROBERTS,JOSHUA",2
20:00,"SUB IN by COOKS,BROSNAN",,,,,,,"SUB IN by COOKS,BROSNAN",2
19:32,,,,,"MISS JUMPER by BERRY,BRYCE(in the paint)",,,"MISS JUMPER by BERRY,BRYCE(in the paint)",2
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",2
19:12,"MISS 3PTR by DUPREE,RYAN",,,,,,,"MISS 3PTR by DUPREE,RYAN",2
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",2
19:08,"TURNOVER  by COOKS,BROSNAN",,,,,,,"TURNOVER  by COOKS,BROSNAN",2
19:08,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
19:00,,41,,45 (+4),"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",Rhodes 41-45 (+4),,"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",2
18:47,"TURNOVER  by JONES,JUSTIN",,,,,,,"TURNOVER  by JONES,JUSTIN",2
18:35,,,,,"MISS LAYUP by BERRY,BRYCE(in the paint)",,,"MISS LAYUP by BERRY,BRYCE(in the paint)",2
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",2
18:24,"GOOD JUMPER by COOKS,BROSNAN(in the paint)",43,,45 (+2),,BU 43-45 (+2),,"GOOD JUMPER by COOKS,BROSNAN(in the paint)",2
17:56,,43,,47 (+4),"GOOD JUMPER by GIROUX,PRESTON(in the paint)",Rhodes 43-47 (+4),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",2
17:39,"GOOD 3PTR by DUPREE,RYAN",46,,47 (+1),,BU 46-47 (+1),,"GOOD 3PTR by DUPREE,RYAN",2
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",2
17:24,,46,,49 (+3),"GOOD JUMPER by GIROUX,PRESTON(in the paint)",Rhodes 46-49 (+3),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
17:13,"GOOD 3PTR by DUPREE,RYAN",49,,49,,BU 49-49 (0),,"GOOD 3PTR by DUPREE,RYAN",2
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",2
16:58,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by DUPREE,RYAN",,,,,,,"REBOUND DEF by DUPREE,RYAN",2
16:51,"GOOD 3PTR by ROBERTS,JOSHUA(fastbreak)",52 (+3),,49,,BU 52-49 (-3),,"GOOD 3PTR by ROBERTS,JOSHUA(fastbreak)",2
--,"ASSIST  by DUPREE,RYAN",,,,,,,"ASSIST  by DUPREE,RYAN",2
16:40,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by JONES,JUSTIN",,,,,,,"REBOUND DEF by JONES,JUSTIN",2
16:25,"MISS 3PTR by DUPREE,RYAN",,,,,,,"MISS 3PTR by DUPREE,RYAN",2
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",2
16:13,,52,,52,"GOOD 3PTR by NESTLEHUTT,JAKE",Rhodes 52-52 (0),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
15:56,"MISS LAYUP by COOKS,BROSNAN(in the paint)",,,,,,,"MISS LAYUP by COOKS,BROSNAN(in the paint)",2
--,"REBOUND OFF by ROBERTS,JOSHUA",,,,,,,"REBOUND OFF by ROBERTS,JOSHUA",2
15:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:50,"SUB OUT by COUCH,LUKE",,,,,,,"SUB OUT by COUCH,LUKE",2
15:50,"SUB IN by YOUNG,QUESHOD",,,,,,,"SUB IN by YOUNG,QUESHOD",2
15:49,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
15:49,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
15:49,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
15:49,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
15:48,"MISS 3PTR by YOUNG,QUESHOD",,,,,,,"MISS 3PTR by YOUNG,QUESHOD",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
15:29,,52,,54 (+2),"GOOD LAYUP by WILEY,KOKI(in the paint)",Rhodes 52-54 (+2),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
15:14,"TURNOVER  by DUPREE,RYAN",,,,,,,"TURNOVER  by DUPREE,RYAN",2
15:14,"SUB OUT by ROBERTS,JOSHUA",,,,,,,"SUB OUT by ROBERTS,JOSHUA",2
15:14,"SUB IN by JAMES,TRAI",,,,,,,"SUB IN by JAMES,TRAI",2
14:56,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",2
14:46,"MISS JUMPER by JONES,JUSTIN(in the paint)",,,,,,,"MISS JUMPER by JONES,JUSTIN(in the paint)",2
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",2
14:34,"MISS JUMPER by COOKS,BROSNAN(in the paint)",,,,,,,"MISS JUMPER by COOKS,BROSNAN(in the paint)",2
14:34,,,,,"BLOCK  by GALVIN,OWEN",,,"BLOCK  by GALVIN,OWEN",2
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",2
14:26,"MISS LAYUP by COOKS,BROSNAN(in the paint)",,,,,,,"MISS LAYUP by COOKS,BROSNAN(in the paint)",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
14:17,"FOUL  by COOKS,BROSNAN",,,,,,,"FOUL  by COOKS,BROSNAN",2
14:17,,52,,55 (+3),"GOOD FT by BERRY,BRYCE",Rhodes 52-55 (+3),,"GOOD FT by BERRY,BRYCE",2
14:17,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
14:17,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
14:17,"SUB OUT by DUPREE,RYAN",,,,,,,"SUB OUT by DUPREE,RYAN",2
14:17,"SUB OUT by COOKS,BROSNAN",,,,,,,"SUB OUT by COOKS,BROSNAN",2
14:17,"SUB IN by COUCH,LUKE",,,,,,,"SUB IN by COUCH,LUKE",2
14:17,"SUB IN by PHILLIPS,BRANDON",,,,,,,"SUB IN by PHILLIPS,BRANDON",2
14:17,,52,,56 (+4),"GOOD FT by BERRY,BRYCE",Rhodes 52-56 (+4),,"GOOD FT by BERRY,BRYCE",2
14:17,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
14:17,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
14:01,"GOOD JUMPER by JAMES,TRAI(in the paint)",54,,56 (+2),,BU 54-56 (+2),,"GOOD JUMPER by JAMES,TRAI(in the paint)",2
13:44,,54,,59 (+5),"GOOD 3PTR by JAMES,MAC",Rhodes 54-59 (+5),,"GOOD 3PTR by JAMES,MAC",2
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",2
13:24,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
13:21,"MISS LAYUP by JONES,JUSTIN(in the paint)",,,,,,,"MISS LAYUP by JONES,JUSTIN(in the paint)",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
13:15,"FOUL  by JONES,JUSTIN",,,,,,,"FOUL  by JONES,JUSTIN",2
13:15,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",2
13:15,"SUB IN by PRUITT,KELVIN",,,,,,,"SUB IN by PRUITT,KELVIN",2
13:10,"FOUL  by COUCH,LUKE",,,,,,,"FOUL  by COUCH,LUKE",2
13:10,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
13:10,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
12:59,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
12:56,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
12:56,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
12:56,"SUB OUT by YOUNG,QUESHOD",,,,,,,"SUB OUT by YOUNG,QUESHOD",2
12:56,"SUB IN by HODUM,RICK",,,,,,,"SUB IN by HODUM,RICK",2
12:37,"TURNOVER  by PHILLIPS,BRANDON",,,,,,,"TURNOVER  by PHILLIPS,BRANDON",2
12:18,,,,,"TURNOVER  by DE FERIA,NICK",,,"TURNOVER  by DE FERIA,NICK",2
12:18,"STEAL  by HODUM,RICK",,,,,,,"STEAL  by HODUM,RICK",2
12:13,"GOOD LAYUP by JAMES,TRAI(fastbreak)(in the paint)",56,,59 (+3),,BU 56-59 (+3),,"GOOD LAYUP by JAMES,TRAI(fastbreak)(in the paint)",2
11:57,"FOUL  by HODUM,RICK",,,,,,,"FOUL  by HODUM,RICK",2
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:57,,56,,60 (+4),"GOOD FT by JAMES,MAC",Rhodes 56-60 (+4),,"GOOD FT by JAMES,MAC",2
11:57,,56,,61 (+5),"GOOD FT by JAMES,MAC",Rhodes 56-61 (+5),,"GOOD FT by JAMES,MAC",2
11:43,"FOUL  by JAMES,TRAI",,,,,,,"FOUL  by JAMES,TRAI",2
11:43,"TURNOVER  by JAMES,TRAI",,,,,,,"TURNOVER  by JAMES,TRAI",2
11:24,,,,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",,,"MISS LAYUP by GIROUX,PRESTON(in the paint)",2
--,"REBOUND DEF by PRUITT,KELVIN",,,,,,,"REBOUND DEF by PRUITT,KELVIN",2
11:13,"MISS JUMPER by PRUITT,KELVIN(in the paint)",,,,,,,"MISS JUMPER by PRUITT,KELVIN(in the paint)",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
11:09,"FOUL  by COUCH,LUKE",,,,,,,"FOUL  by COUCH,LUKE",2
11:09,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
11:09,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
11:00,,,,,"MISS JUMPER by WEATHERFORD,MITCH",,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
10:57,,56,,63 (+7),"GOOD LAYUP by BERRY,BRYCE(in the paint)",Rhodes 56-63 (+7),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
10:35,"GOOD JUMPER by COUCH,LUKE(in the paint)",58,,63 (+5),,BU 58-63 (+5),,"GOOD JUMPER by COUCH,LUKE(in the paint)",2
10:22,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by PRUITT,KELVIN",,,,,,,"REBOUND DEF by PRUITT,KELVIN",2
10:14,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
10:14,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
10:14,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:14,"SUB OUT by COUCH,LUKE",,,,,,,"SUB OUT by COUCH,LUKE",2
10:14,"SUB OUT by PHILLIPS,BRANDON",,,,,,,"SUB OUT by PHILLIPS,BRANDON",2
10:14,"SUB OUT by HODUM,RICK",,,,,,,"SUB OUT by HODUM,RICK",2
10:14,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
10:14,"SUB IN by ROBERTS,JOSHUA",,,,,,,"SUB IN by ROBERTS,JOSHUA",2
10:14,"SUB IN by COOKS,BROSNAN",,,,,,,"SUB IN by COOKS,BROSNAN",2
10:14,"FOUL  by PRUITT,KELVIN",,,,,,,"FOUL  by PRUITT,KELVIN",2
10:14,"TURNOVER  by PRUITT,KELVIN",,,,,,,"TURNOVER  by PRUITT,KELVIN",2
09:57,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
09:37,"GOOD 3PTR by JONES,JUSTIN",61,,63 (+2),,BU 61-63 (+2),,"GOOD 3PTR by JONES,JUSTIN",2
09:18,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
09:18,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
09:00,"GOOD 3PTR by JONES,JUSTIN",64 (+1),,63,,BU 64-63 (-1),,"GOOD 3PTR by JONES,JUSTIN",2
--,"ASSIST  by JAMES,TRAI",,,,,,,"ASSIST  by JAMES,TRAI",2
08:43,,64,,65 (+1),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",Rhodes 64-65 (+1),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
08:43,"FOUL  by JONES,JUSTIN",,,,,,,"FOUL  by JONES,JUSTIN",2
08:43,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",2
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
08:23,"GOOD JUMPER by JAMES,TRAI(in the paint)",66 (+1),,65,,BU 66-65 (-1),,"GOOD JUMPER by JAMES,TRAI(in the paint)",2
08:16,,,,,"MISS LAYUP by WEATHERFORD,MITCH(in the paint)",,,"MISS LAYUP by WEATHERFORD,MITCH(in the paint)",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
08:13,"FOUL  by PRUITT,KELVIN",,,,,,,"FOUL  by PRUITT,KELVIN",2
08:13,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",2
--,"REBOUND DEF by PRUITT,KELVIN",,,,,,,"REBOUND DEF by PRUITT,KELVIN",2
07:59,"GOOD LAYUP by JAMES,TRAI(in the paint)",68 (+3),,65,,BU 68-65 (-3),,"GOOD LAYUP by JAMES,TRAI(in the paint)",2
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",2
07:40,,,,,"MISS LAYUP by BERRY,BRYCE(in the paint)",,,"MISS LAYUP by BERRY,BRYCE(in the paint)",2
07:40,"BLOCK  by COOKS,BROSNAN",,,,,,,"BLOCK  by COOKS,BROSNAN",2
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",2
07:35,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
07:29,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
07:29,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
07:29,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
07:29,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
07:27,"MISS LAYUP by PRUITT,KELVIN(in the paint)",,,,,,,"MISS LAYUP by PRUITT,KELVIN(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:14,"GOOD 3PTR by ROBERTS,JOSHUA",71 (+6),,65,,BU 71-65 (-6),,"GOOD 3PTR by ROBERTS,JOSHUA",2
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",2
06:53,,71 (+4),,67,"GOOD LAYUP by GALVIN,OWEN(in the paint)",Rhodes 71-67 (-4),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
06:22,"TURNOVER  by COOKS,BROSNAN",,,,,,,"TURNOVER  by COOKS,BROSNAN",2
06:22,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
06:22,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
06:10,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
05:45,"MISS 3PTR by JONES,JUSTIN",,,,,,,"MISS 3PTR by JONES,JUSTIN",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
05:42,"FOUL  by ROBERTS,JOSHUA",,,,,,,"FOUL  by ROBERTS,JOSHUA",2
05:42,,,,,"MISS FT by WILEY,KOKI(fastbreak)",,,"MISS FT by WILEY,KOKI(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:42,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",2
05:42,"SUB IN by HODUM,RICK",,,,,,,"SUB IN by HODUM,RICK",2
05:42,,,,,"MISS FT by WILEY,KOKI(fastbreak)",,,"MISS FT by WILEY,KOKI(fastbreak)",2
--,"REBOUND DEF by PRUITT,KELVIN",,,,,,,"REBOUND DEF by PRUITT,KELVIN",2
05:18,"MISS 3PTR by HODUM,RICK",,,,,,,"MISS 3PTR by HODUM,RICK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:08,"FOUL  by JAMES,TRAI",,,,,,,"FOUL  by JAMES,TRAI",2
05:08,,71 (+3),,68,"GOOD FT by BERRY,BRYCE",Rhodes 71-68 (-3),,"GOOD FT by BERRY,BRYCE",2
05:08,"SUB OUT by ROBERTS,JOSHUA",,,,,,,"SUB OUT by ROBERTS,JOSHUA",2
05:08,"SUB IN by COUCH,LUKE",,,,,,,"SUB IN by COUCH,LUKE",2
05:08,,71 (+2),,69,"GOOD FT by BERRY,BRYCE",Rhodes 71-69 (-2),,"GOOD FT by BERRY,BRYCE",2
04:51,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",73 (+4),,69,,BU 73-69 (-4),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",2
--,"ASSIST  by PRUITT,KELVIN",,,,,,,"ASSIST  by PRUITT,KELVIN",2
04:41,,,,,"MISS JUMPER by WEATHERFORD,MITCH",,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,,,,,"REBOUND OFF by GALVIN,OWEN",,,"REBOUND OFF by GALVIN,OWEN",2
04:36,,73 (+2),,71,"GOOD LAYUP by GALVIN,OWEN(in the paint)",Rhodes 73-71 (-2),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
04:20,"TURNOVER  by COOKS,BROSNAN",,,,,,,"TURNOVER  by COOKS,BROSNAN",2
04:20,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
04:20,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
03:55,,73,,73,"GOOD JUMPER by JAMES,MAC(in the paint)",Rhodes 73-73 (0),,"GOOD JUMPER by JAMES,MAC(in the paint)",2
03:43,"TURNOVER  by PRUITT,KELVIN",,,,,,,"TURNOVER  by PRUITT,KELVIN",2
03:43,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
03:39,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
03:39,"STEAL  by JAMES,TRAI",,,,,,,"STEAL  by JAMES,TRAI",2
03:33,"MISS 3PTR by JAMES,TRAI",,,,,,,"MISS 3PTR by JAMES,TRAI",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
03:25,,73,,75 (+2),"GOOD JUMPER by WEATHERFORD,MITCH(fastbreak)(in the paint)",Rhodes 73-75 (+2),,"GOOD JUMPER by WEATHERFORD,MITCH(fastbreak)(in the paint)",2
03:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:13,"SUB OUT by HODUM,RICK",,,,,,,"SUB OUT by HODUM,RICK",2
03:13,"SUB IN by ROBERTS,JOSHUA",,,,,,,"SUB IN by ROBERTS,JOSHUA",2
02:53,"GOOD 3PTR by COUCH,LUKE",76 (+1),,75,,BU 76-75 (-1),,"GOOD 3PTR by COUCH,LUKE",2
02:37,,76,,77 (+1),"GOOD LAYUP by BERRY,BRYCE(in the paint)",Rhodes 76-77 (+1),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
02:21,"GOOD 3PTR by PRUITT,KELVIN",79 (+2),,77,,BU 79-77 (-2),,"GOOD 3PTR by PRUITT,KELVIN",2
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",2
02:09,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",2
02:09,"STEAL  by PRUITT,KELVIN",,,,,,,"STEAL  by PRUITT,KELVIN",2
02:02,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
02:01,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:01,"GOOD FT by COUCH,LUKE(fastbreak)",80 (+3),,77,,BU 80-77 (-3),,"GOOD FT by COUCH,LUKE(fastbreak)",2
02:01,"GOOD FT by COUCH,LUKE(fastbreak)",81 (+4),,77,,BU 81-77 (-4),,"GOOD FT by COUCH,LUKE(fastbreak)",2
01:47,,81 (+2),,79,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",Rhodes 81-79 (-2),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
01:47,"FOUL  by PRUITT,KELVIN",,,,,,,"FOUL  by PRUITT,KELVIN",2
01:47,,81 (+1),,80,"GOOD FT by GIROUX,PRESTON",Rhodes 81-80 (-1),,"GOOD FT by GIROUX,PRESTON",2
01:25,"GOOD LAYUP by COUCH,LUKE(in the paint)",83 (+3),,80,,BU 83-80 (-3),,"GOOD LAYUP by COUCH,LUKE(in the paint)",2
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",2
01:01,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
01:01,"STEAL  by COOKS,BROSNAN",,,,,,,"STEAL  by COOKS,BROSNAN",2
00:41,"MISS LAYUP by COOKS,BROSNAN(in the paint)",,,,,,,"MISS LAYUP by COOKS,BROSNAN(in the paint)",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
00:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:32,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
00:32,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
00:32,"SUB OUT by COUCH,LUKE",,,,,,,"SUB OUT by COUCH,LUKE",2
00:32,"SUB IN by HODUM,RICK",,,,,,,"SUB IN by HODUM,RICK",2
00:23,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
