Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
19:14,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
19:14,,,,,"STEAL  by JONES,DREW",,,"STEAL  by JONES,DREW",2
19:04,,,,,"TURNOVER  by HAYNES,CALEB",,,"TURNOVER  by HAYNES,CALEB",2
19:04,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",2
18:51,"MISS LAYUP by GIROUX,PRESTON",,,,,,,"MISS LAYUP by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
18:33,,24,,45 (+21),"GOOD 3PTR by WEHUNT,DAWSON",Berry 24-45 (-21),,"GOOD 3PTR by WEHUNT,DAWSON",2
--,,,,,"ASSIST  by HAYNES,CALEB",,,"ASSIST  by HAYNES,CALEB",2
18:14,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
17:55,,,,,"TURNOVER  by JOHNSON,MICAH",,,"TURNOVER  by JOHNSON,MICAH",2
17:55,"STEAL  by NESTLEHUTT,JAKE",,,,,,,"STEAL  by NESTLEHUTT,JAKE",2
17:45,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",2
17:45,,,,,"STEAL  by JOHNSON,MICAH",,,"STEAL  by JOHNSON,MICAH",2
17:31,,24,,48 (+24),"GOOD 3PTR by WEHUNT,DAWSON",Berry 24-48 (-24),,"GOOD 3PTR by WEHUNT,DAWSON",2
--,,,,,"ASSIST  by HAYNES,CALEB",,,"ASSIST  by HAYNES,CALEB",2
17:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:27,"SUB IN by PIPPENGER,WILEY",,,,,,,"SUB IN by PIPPENGER,WILEY",2
17:27,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
17:27,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
17:27,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
17:27,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
17:27,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
17:27,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
17:27,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
17:27,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
17:27,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
17:27,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
17:27,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
17:27,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
17:27,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
17:10,,,,,"FOUL  by JONES,DREW",,,"FOUL  by JONES,DREW",2
17:02,"MISS LAYUP by JAMES,MAC",,,,,,,"MISS LAYUP by JAMES,MAC",2
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",2
16:44,,24,,51 (+27),"GOOD 3PTR by WEHUNT,DAWSON",Berry 24-51 (-27),,"GOOD 3PTR by WEHUNT,DAWSON",2
16:37,,,,,"FOUL  by JONES,DREW",,,"FOUL  by JONES,DREW",2
16:37,"GOOD FT by WILEY,KOKI",25,,51 (+26),,Rhodes 25-51 (-26),,"GOOD FT by WILEY,KOKI",2
16:37,"GOOD FT by WILEY,KOKI",26,,51 (+25),,Rhodes 26-51 (-25),,"GOOD FT by WILEY,KOKI",2
16:37,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
16:37,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",2
16:17,,26,,53 (+27),"GOOD JUMPER by WEHUNT,DAWSON(in the paint)",Berry 26-53 (-27),,"GOOD JUMPER by WEHUNT,DAWSON(in the paint)",2
16:05,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",2
16:05,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:05,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",2
16:05,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
16:05,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
--,,,,,"REBOUND DEF by SOWADA,COLLIN",,,"REBOUND DEF by SOWADA,COLLIN",2
15:55,,26,,56 (+30),"GOOD 3PTR by WEHUNT,DAWSON",Berry 26-56 (-30),,"GOOD 3PTR by WEHUNT,DAWSON",2
--,,,,,"ASSIST  by SOWADA,COLLIN",,,"ASSIST  by SOWADA,COLLIN",2
15:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:38,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",2
15:38,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:38,"GOOD FT by WILEY,KOKI",27,,56 (+29),,Rhodes 27-56 (-29),,"GOOD FT by WILEY,KOKI",2
15:18,,27,,58 (+31),"GOOD LAYUP by COSTAS,RILEY(in the paint)",Berry 27-58 (-31),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
--,,,,,"ASSIST  by WEHUNT,DAWSON",,,"ASSIST  by WEHUNT,DAWSON",2
15:10,,,,,"FOUL  by WEHUNT,DAWSON",,,"FOUL  by WEHUNT,DAWSON",2
15:10,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",2
15:10,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
15:07,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
15:07,,27,,59 (+32),"GOOD FT by COSTAS,RILEY",Berry 27-59 (-32),,"GOOD FT by COSTAS,RILEY",2
15:07,,27,,60 (+33),"GOOD FT by COSTAS,RILEY",Berry 27-60 (-33),,"GOOD FT by COSTAS,RILEY",2
14:56,"MISS LAYUP by PIPPENGER,WILEY",,,,,,,"MISS LAYUP by PIPPENGER,WILEY",2
--,"REBOUND OFF by PIPPENGER,WILEY",,,,,,,"REBOUND OFF by PIPPENGER,WILEY",2
14:55,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",2
14:55,"GOOD FT by PIPPENGER,WILEY",28,,60 (+32),,Rhodes 28-60 (-32),,"GOOD FT by PIPPENGER,WILEY",2
14:55,"GOOD FT by PIPPENGER,WILEY",29,,60 (+31),,Rhodes 29-60 (-31),,"GOOD FT by PIPPENGER,WILEY",2
14:55,,,,,"SUB IN by GRIDLEY,ISAAC",,,"SUB IN by GRIDLEY,ISAAC",2
14:55,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
14:36,,29,,62 (+33),"GOOD LAYUP by COSTAS,RILEY(in the paint)",Berry 29-62 (-33),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
--,,,,,"ASSIST  by GRIDLEY,ISAAC",,,"ASSIST  by GRIDLEY,ISAAC",2
14:26,,,,,"FOUL  by SOWADA,COLLIN",,,"FOUL  by SOWADA,COLLIN",2
14:26,"GOOD FT by PIPPENGER,WILEY",30,,62 (+32),,Rhodes 30-62 (-32),,"GOOD FT by PIPPENGER,WILEY",2
14:26,"GOOD FT by PIPPENGER,WILEY",31,,62 (+31),,Rhodes 31-62 (-31),,"GOOD FT by PIPPENGER,WILEY",2
14:26,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
14:26,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
14:26,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
14:26,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
14:26,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
14:26,"SUB OUT by PIPPENGER,WILEY",,,,,,,"SUB OUT by PIPPENGER,WILEY",2
14:26,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
14:26,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
14:26,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
14:26,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
14:03,,,,,"MISS 3PTR by CLARK,ETHAN",,,"MISS 3PTR by CLARK,ETHAN",2
--,"REBOUND DEF by FERIA,NICK DE",,,,,,,"REBOUND DEF by FERIA,NICK DE",2
13:51,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",33,,62 (+29),,Rhodes 33-62 (-29),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
13:29,,,,,"MISS LAYUP by COSTAS,RILEY",,,"MISS LAYUP by COSTAS,RILEY",2
13:29,"BLOCK  by GIROUX,PRESTON",,,,,,,"BLOCK  by GIROUX,PRESTON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:29,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
13:29,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
13:21,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
13:19,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",2
13:19,"MISS FT by GALVIN,OWEN",,,,,,,"MISS FT by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
12:59,,33,,65 (+32),"GOOD 3PTR by ESTES,DJ",Berry 33-65 (-32),,"GOOD 3PTR by ESTES,DJ",2
--,,,,,"ASSIST  by HONROTH,OWEN",,,"ASSIST  by HONROTH,OWEN",2
12:40,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",35,,65 (+30),,Rhodes 35-65 (-30),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
12:21,,,,,"TURNOVER  by HONROTH,OWEN",,,"TURNOVER  by HONROTH,OWEN",2
12:21,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",2
12:13,"MISS JUMPER by WEATHERFORD,MITCH",,,,,,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:11,,,,,"SUB IN by FALCONER,TREY",,,"SUB IN by FALCONER,TREY",2
12:11,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
11:54,,,,,"MISS LAYUP by GRIDLEY,ISAAC",,,"MISS LAYUP by GRIDLEY,ISAAC",2
--,,,,,"REBOUND OFF by HONROTH,OWEN",,,"REBOUND OFF by HONROTH,OWEN",2
11:54,,35,,67 (+32),"GOOD LAYUP by HONROTH,OWEN(in the paint)",Berry 35-67 (-32),,"GOOD LAYUP by HONROTH,OWEN(in the paint)",2
11:54,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
11:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:54,,,,,"MISS FT by HONROTH,OWEN",,,"MISS FT by HONROTH,OWEN",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
11:54,"SUB IN by PIPPENGER,WILEY",,,,,,,"SUB IN by PIPPENGER,WILEY",2
11:54,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
11:54,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
11:54,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
11:54,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
11:54,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
11:54,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
11:54,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
11:54,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
11:54,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
11:32,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",2
11:22,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
11:06,,,,,"MISS JUMPER by SOWADA,COLLIN",,,"MISS JUMPER by SOWADA,COLLIN",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
10:55,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND OFF by PIPPENGER,WILEY",,,,,,,"REBOUND OFF by PIPPENGER,WILEY",2
10:49,"MISS LAYUP by PIPPENGER,WILEY",,,,,,,"MISS LAYUP by PIPPENGER,WILEY",2
--,,,,,"REBOUND DEF by GRIDLEY,ISAAC",,,"REBOUND DEF by GRIDLEY,ISAAC",2
10:33,,,,,"TURNOVER  by GRIDLEY,ISAAC",,,"TURNOVER  by GRIDLEY,ISAAC",2
10:33,"STEAL  by SHEN,KEVIN",,,,,,,"STEAL  by SHEN,KEVIN",2
10:33,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
10:33,,,,,"SUB OUT by GRIDLEY,ISAAC",,,"SUB OUT by GRIDLEY,ISAAC",2
10:23,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
10:23,"GOOD FT by ESSICK,JALEN",36,,67 (+31),,Rhodes 36-67 (-31),,"GOOD FT by ESSICK,JALEN",2
10:23,"GOOD FT by ESSICK,JALEN",37,,67 (+30),,Rhodes 37-67 (-30),,"GOOD FT by ESSICK,JALEN",2
10:13,,,,,"MISS LAYUP by SOWADA,COLLIN",,,"MISS LAYUP by SOWADA,COLLIN",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
10:08,"GOOD LAYUP by JAMES,MAC(fastbreak)(in the paint)",39,,67 (+28),,Rhodes 39-67 (-28),,"GOOD LAYUP by JAMES,MAC(fastbreak)(in the paint)",2
09:40,,,,,"TURNOVER  by FALCONER,TREY",,,"TURNOVER  by FALCONER,TREY",2
09:40,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",2
09:34,"GOOD 3PTR by SHEN,KEVIN",42,,67 (+25),,Rhodes 42-67 (-25),,"GOOD 3PTR by SHEN,KEVIN",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
09:17,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
09:07,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:04,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
09:04,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
09:04,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
09:04,,,,,"SUB OUT by SOWADA,COLLIN",,,"SUB OUT by SOWADA,COLLIN",2
08:46,,42,,69 (+27),"GOOD LAYUP by FALCONER,TREY(in the paint)",Berry 42-69 (-27),,"GOOD LAYUP by FALCONER,TREY(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,MICAH",,,"ASSIST  by JOHNSON,MICAH",2
08:30,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",2
08:30,"GOOD FT by ESSICK,JALEN",43,,69 (+26),,Rhodes 43-69 (-26),,"GOOD FT by ESSICK,JALEN",2
08:30,"MISS FT by ESSICK,JALEN",,,,,,,"MISS FT by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by FALCONER,TREY",,,"REBOUND DEF by FALCONER,TREY",2
08:13,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
08:00,,43,,71 (+28),"GOOD JUMPER by ESTES,DJ",Berry 43-71 (-28),,"GOOD JUMPER by ESTES,DJ",2
07:48,"MISS LAYUP by SHEN,KEVIN",,,,,,,"MISS LAYUP by SHEN,KEVIN",2
--,"REBOUND OFF by PIPPENGER,WILEY",,,,,,,"REBOUND OFF by PIPPENGER,WILEY",2
07:43,"TURNOVER  by PIPPENGER,WILEY",,,,,,,"TURNOVER  by PIPPENGER,WILEY",2
07:43,,,,,"STEAL  by ESTES,DJ",,,"STEAL  by ESTES,DJ",2
07:39,"FOUL  by PIPPENGER,WILEY",,,,,,,"FOUL  by PIPPENGER,WILEY",2
07:39,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:39,,43,,72 (+29),"GOOD FT by JOHNSON,MICAH",Berry 43-72 (-29),,"GOOD FT by JOHNSON,MICAH",2
07:39,,43,,73 (+30),"GOOD FT by JOHNSON,MICAH",Berry 43-73 (-30),,"GOOD FT by JOHNSON,MICAH",2
07:39,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
07:39,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
07:39,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
07:39,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
07:39,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
07:39,"SUB OUT by PIPPENGER,WILEY",,,,,,,"SUB OUT by PIPPENGER,WILEY",2
07:39,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
07:39,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
07:39,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
07:39,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
07:39,,,,,"SUB IN by MBENOUN,ROB",,,"SUB IN by MBENOUN,ROB",2
07:39,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
07:28,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",2
07:28,,,,,"SUB IN by CUMMINGS,DREW",,,"SUB IN by CUMMINGS,DREW",2
07:28,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
07:24,,43,,75 (+32),"GOOD LAYUP by HASLAM,ETHAN(in the paint)",Berry 43-75 (-32),,"GOOD LAYUP by HASLAM,ETHAN(in the paint)",2
--,,,,,"ASSIST  by MBENOUN,ROB",,,"ASSIST  by MBENOUN,ROB",2
06:54,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",45,,75 (+30),,Rhodes 45-75 (-30),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
06:41,,45,,77 (+32),"GOOD LAYUP by MBENOUN,ROB(in the paint)",Berry 45-77 (-32),,"GOOD LAYUP by MBENOUN,ROB(in the paint)",2
06:33,"MISS 3PTR by FERIA,NICK DE",,,,,,,"MISS 3PTR by FERIA,NICK DE",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
06:27,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:24,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
06:24,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
06:24,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
06:07,,,,,"MISS 3PTR by ESTES,DJ",,,"MISS 3PTR by ESTES,DJ",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
06:00,,,,,"FOUL  by ESTES,DJ",,,"FOUL  by ESTES,DJ",2
06:00,"GOOD FT by GIROUX,PRESTON",46,,77 (+31),,Rhodes 46-77 (-31),,"GOOD FT by GIROUX,PRESTON",2
06:00,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",2
06:00,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
06:00,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
06:00,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
06:00,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
06:00,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
06:00,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
06:00,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
06:00,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
06:00,,,,,"SUB IN by BIRDSONG,JAKE",,,"SUB IN by BIRDSONG,JAKE",2
06:00,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",2
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",2
05:52,,,,,"TURNOVER  by MBENOUN,ROB",,,"TURNOVER  by MBENOUN,ROB",2
05:52,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",2
05:49,"SUB IN by PIPPENGER,WILEY",,,,,,,"SUB IN by PIPPENGER,WILEY",2
05:49,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
05:44,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",2
05:24,,46,,79 (+33),"GOOD JUMPER by FALCONER,TREY",Berry 46-79 (-33),,"GOOD JUMPER by FALCONER,TREY",2
05:10,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
05:10,,,,,"STEAL  by HONROTH,OWEN",,,"STEAL  by HONROTH,OWEN",2
05:05,,46,,81 (+35),"GOOD LAYUP by HONROTH,OWEN(fastbreak)(in the paint)",Berry 46-81 (-35),,"GOOD LAYUP by HONROTH,OWEN(fastbreak)(in the paint)",2
05:04,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:52,"SUB IN by TEAL,AARON",,,,,,,"SUB IN by TEAL,AARON",2
04:52,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
04:49,"GOOD LAYUP by SHEN,KEVIN(in the paint)",48,,81 (+33),,Rhodes 48-81 (-33),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
04:35,"FOUL  by TEAL,AARON",,,,,,,"FOUL  by TEAL,AARON",2
04:35,,,,,"MISS FT by HONROTH,OWEN",,,"MISS FT by HONROTH,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:35,,48,,82 (+34),"GOOD FT by HONROTH,OWEN",Berry 48-82 (-34),,"GOOD FT by HONROTH,OWEN",2
04:20,,,,,"SUB IN by BARKER,HARRIS",,,"SUB IN by BARKER,HARRIS",2
04:20,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
04:15,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",2
04:03,,48,,85 (+37),"GOOD 3PTR by FALCONER,TREY",Berry 48-85 (-37),,"GOOD 3PTR by FALCONER,TREY",2
--,,,,,"ASSIST  by BIRDSONG,JAKE",,,"ASSIST  by BIRDSONG,JAKE",2
03:50,,,,,"FOUL  by CUMMINGS,DREW",,,"FOUL  by CUMMINGS,DREW",2
03:50,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:50,"MISS FT by TEAL,AARON",,,,,,,"MISS FT by TEAL,AARON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:50,"MISS FT by TEAL,AARON",,,,,,,"MISS FT by TEAL,AARON",2
03:50,"SUB IN by JOHNSON,ROSS",,,,,,,"SUB IN by JOHNSON,ROSS",2
03:50,"SUB IN by WALKER,GRAYSON",,,,,,,"SUB IN by WALKER,GRAYSON",2
03:50,"SUB IN by COPELAND,GRAHAM",,,,,,,"SUB IN by COPELAND,GRAHAM",2
03:50,"SUB OUT by PIPPENGER,WILEY",,,,,,,"SUB OUT by PIPPENGER,WILEY",2
03:50,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
03:50,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",2
03:32,,48,,88 (+40),"GOOD 3PTR by BARKER,HARRIS",Berry 48-88 (-40),,"GOOD 3PTR by BARKER,HARRIS",2
--,,,,,"ASSIST  by MBENOUN,ROB",,,"ASSIST  by MBENOUN,ROB",2
03:09,"MISS 3PTR by JOHNSON,ROSS",,,,,,,"MISS 3PTR by JOHNSON,ROSS",2
--,,,,,"REBOUND DEF by BARKER,HARRIS",,,"REBOUND DEF by BARKER,HARRIS",2
02:49,,,,,"MISS 3PTR by BIRDSONG,JAKE",,,"MISS 3PTR by BIRDSONG,JAKE",2
--,"REBOUND DEF by COPELAND,GRAHAM",,,,,,,"REBOUND DEF by COPELAND,GRAHAM",2
02:35,,,,,"FOUL  by BARKER,HARRIS",,,"FOUL  by BARKER,HARRIS",2
