Time Remaining,RC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
16:43,"GOOD 3PTR by WILEY,KOKI",37,,50 (+13),,RC 37-50 (-13),,"GOOD 3PTR by WILEY,KOKI",2
--,"ASSIST  by FERIA,NICK DE",,,,,,,"ASSIST  by FERIA,NICK DE",2
16:30,"FOUL  by FERIA,NICK DE",,,,,,,"FOUL  by FERIA,NICK DE",2
16:18,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
--,,,,,"REBOUND OFF by CAMMON,JOSH",,,"REBOUND OFF by CAMMON,JOSH",2
16:10,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
16:10,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
16:10,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
16:10,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",2
16:00,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND OFF by ETIWE,TOJU",,,"REBOUND OFF by ETIWE,TOJU",2
15:51,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
15:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:51,,37,,51 (+14),"GOOD FT by CHAMBERS,DIMETRI",OU 37-51 (-14),,"GOOD FT by CHAMBERS,DIMETRI",2
15:51,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
15:51,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
15:38,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
15:32,"GOOD 3PTR by GIROUX,PRESTON",40,,51 (+11),,RC 40-51 (-11),,"GOOD 3PTR by GIROUX,PRESTON",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
15:10,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
14:45,"MISS LAYUP by JAMES,MAC",,,,,,,"MISS LAYUP by JAMES,MAC",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
14:37,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
14:13,"GOOD 3PTR by WILEY,KOKI",43,,51 (+8),,RC 43-51 (-8),,"GOOD 3PTR by WILEY,KOKI",2
13:53,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
13:52,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
13:48,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",45,,51 (+6),,RC 45-51 (-6),,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",2
13:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:40,,,,,"SUB IN by DAY,JUSTIN",,,"SUB IN by DAY,JUSTIN",2
13:40,,,,,"SUB IN by HUGHES,JUSTIN",,,"SUB IN by HUGHES,JUSTIN",2
13:40,,,,,"SUB IN by CAMMON,JOSH",,,"SUB IN by CAMMON,JOSH",2
13:40,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
13:40,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
13:40,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
13:29,,45,,54 (+9),"GOOD 3PTR by HUGHES,JUSTIN",OU 45-54 (-9),,"GOOD 3PTR by HUGHES,JUSTIN",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
13:24,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
13:24,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
13:07,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND DEF by CAMMON,JOSH",,,"REBOUND DEF by CAMMON,JOSH",2
12:51,,,,,"MISS 3PTR by HUGHES,JUSTIN",,,"MISS 3PTR by HUGHES,JUSTIN",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
12:45,"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",47,,54 (+7),,RC 47-54 (-7),,"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
12:27,,47,,57 (+10),"GOOD 3PTR by CHAMBERS,DIMETRI",OU 47-57 (-10),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
12:11,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",2
12:11,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
12:11,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:42,,,,,"MISS LAYUP by SONE,CARLOS",,,"MISS LAYUP by SONE,CARLOS",2
11:42,"BLOCK  by WILEY,KOKI",,,,,,,"BLOCK  by WILEY,KOKI",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
11:26,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
11:26,,,,,"STEAL  by CAMMON,JOSH",,,"STEAL  by CAMMON,JOSH",2
11:20,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
11:20,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
11:20,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
11:18,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
11:14,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",2
11:13,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
11:09,,,,,"MISS LAYUP by CAMMON,JOSH",,,"MISS LAYUP by CAMMON,JOSH",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
11:03,"GOOD JUMPER by WILEY,KOKI(in the paint)",49,,57 (+8),,RC 49-57 (-8),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
10:34,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
10:27,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by DAY,JUSTIN",,,"REBOUND DEF by DAY,JUSTIN",2
10:05,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
09:50,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND OFF by GALVIN,OWEN",,,,,,,"REBOUND OFF by GALVIN,OWEN",2
09:40,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",2
09:40,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
09:31,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
--,,,,,"REBOUND OFF by DAY,JUSTIN",,,"REBOUND OFF by DAY,JUSTIN",2
09:27,,,,,"MISS LAYUP by DAY,JUSTIN",,,"MISS LAYUP by DAY,JUSTIN",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
09:08,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",51,,57 (+6),,RC 51-57 (-6),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
08:51,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
08:51,,51,,58 (+7),"GOOD FT by DAY,JUSTIN",OU 51-58 (-7),,"GOOD FT by DAY,JUSTIN",2
08:51,,51,,59 (+8),"GOOD FT by DAY,JUSTIN",OU 51-59 (-8),,"GOOD FT by DAY,JUSTIN",2
08:51,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
08:51,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
08:51,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
08:51,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
08:51,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
08:51,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
08:51,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
08:51,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
08:51,,,,,"SUB OUT by DAY,JUSTIN",,,"SUB OUT by DAY,JUSTIN",2
08:51,,,,,"SUB OUT by HUGHES,JUSTIN",,,"SUB OUT by HUGHES,JUSTIN",2
08:42,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by CAMMON,JOSH",,,"REBOUND DEF by CAMMON,JOSH",2
08:20,,51,,61 (+10),"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",OU 51-61 (-10),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
07:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:55,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
07:55,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
07:40,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:25,,,,,"MISS LAYUP by CAMMON,JOSH",,,"MISS LAYUP by CAMMON,JOSH",2
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",2
07:12,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,,,,,"REBOUND OFF by CAMMON,JOSH",,,"REBOUND OFF by CAMMON,JOSH",2
07:07,,51,,63 (+12),"GOOD LAYUP by CAMMON,JOSH(in the paint)",OU 51-63 (-12),,"GOOD LAYUP by CAMMON,JOSH(in the paint)",2
06:49,"MISS LAYUP by GIROUX,PRESTON",,,,,,,"MISS LAYUP by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
06:47,,51,,65 (+14),"GOOD LAYUP by CAMMON,JOSH(fastbreak)(in the paint)",OU 51-65 (-14),,"GOOD LAYUP by CAMMON,JOSH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CHAMBERS,DIMETRI",,,"ASSIST  by CHAMBERS,DIMETRI",2
06:31,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
06:16,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:49,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
05:49,"FOUL TECH by NESTLEHUTT,JAKE",,,,,,,"FOUL TECH by NESTLEHUTT,JAKE",2
05:49,"FOUL  by NESTLEHUTT,JAKE",,,,,,,"FOUL  by NESTLEHUTT,JAKE",2
05:49,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:49,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:34,"GOOD 3PTR by WILEY,KOKI",54,,65 (+11),,RC 54-65 (-11),,"GOOD 3PTR by WILEY,KOKI",2
--,"ASSIST  by NESTLEHUTT,JAKE",,,,,,,"ASSIST  by NESTLEHUTT,JAKE",2
05:10,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
05:08,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",2
05:05,"GOOD LAYUP by ESSICK,JALEN(in the paint)",56,,65 (+9),,RC 56-65 (-9),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
05:04,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
05:04,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:03,,,,,"SUB IN by HUGHES,JUSTIN",,,"SUB IN by HUGHES,JUSTIN",2
05:03,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
04:53,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
04:53,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:53,"GOOD FT by WILEY,KOKI",57,,65 (+8),,RC 57-65 (-8),,"GOOD FT by WILEY,KOKI",2
04:35,,57,,68 (+11),"GOOD 3PTR by HUGHES,JUSTIN",OU 57-68 (-11),,"GOOD 3PTR by HUGHES,JUSTIN",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
04:16,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
04:15,,,,,"STEAL  by CAMMON,JOSH",,,"STEAL  by CAMMON,JOSH",2
04:13,,,,,"MISS DUNK by CAMMON,JOSH",,,"MISS DUNK by CAMMON,JOSH",2
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",2
04:05,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
04:05,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
04:05,,57,,69 (+12),"GOOD FT by CAMMON,JOSH",OU 57-69 (-12),,"GOOD FT by CAMMON,JOSH",2
04:05,,57,,70 (+13),"GOOD FT by CAMMON,JOSH",OU 57-70 (-13),,"GOOD FT by CAMMON,JOSH",2
04:05,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
04:05,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",2
03:57,"GOOD LAYUP by ESSICK,JALEN(in the paint)",59,,70 (+11),,RC 59-70 (-11),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",2
03:38,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
03:38,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",2
03:21,"MISS LAYUP by GIROUX,PRESTON",,,,,,,"MISS LAYUP by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
03:10,,59,,72 (+13),"GOOD LAYUP by FOSTER,LANE(in the paint)",OU 59-72 (-13),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
02:56,"GOOD LAYUP by ESSICK,JALEN(in the paint)",61,,72 (+11),,RC 61-72 (-11),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
02:37,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",2
02:37,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
02:37,"STEAL  by FERIA,NICK DE",,,,,,,"STEAL  by FERIA,NICK DE",2
02:32,"MISS LAYUP by WILEY,KOKI",,,,,,,"MISS LAYUP by WILEY,KOKI",2
--,,,,,"REBOUND DEF by HUGHES,JUSTIN",,,"REBOUND DEF by HUGHES,JUSTIN",2
02:25,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
02:25,,61,,73 (+12),"GOOD FT by SONE,CARLOS",OU 61-73 (-12),,"GOOD FT by SONE,CARLOS",2
02:25,,61,,74 (+13),"GOOD FT by SONE,CARLOS",OU 61-74 (-13),,"GOOD FT by SONE,CARLOS",2
02:25,,,,,"SUB IN by CAMMON,JOSH",,,"SUB IN by CAMMON,JOSH",2
02:25,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
02:03,"MISS LAYUP by WILEY,KOKI",,,,,,,"MISS LAYUP by WILEY,KOKI",2
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",2
01:55,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",2
01:52,"STEAL  by NESTLEHUTT,JAKE",,,,,,,"STEAL  by NESTLEHUTT,JAKE",2
01:46,,,,,"FOUL  by ETIWE,TOJU",,,"FOUL  by ETIWE,TOJU",2
01:46,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:46,"GOOD FT by GIROUX,PRESTON",62,,74 (+12),,RC 62-74 (-12),,"GOOD FT by GIROUX,PRESTON",2
01:46,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
01:46,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
01:46,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
01:46,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
01:46,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
01:46,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
01:46,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
01:46,,,,,"SUB OUT by HUGHES,JUSTIN",,,"SUB OUT by HUGHES,JUSTIN",2
01:29,,62,,77 (+15),"GOOD 3PTR by FOSTER,LANE",OU 62-77 (-15),,"GOOD 3PTR by FOSTER,LANE",2
--,,,,,"ASSIST  by CAMMON,JOSH",,,"ASSIST  by CAMMON,JOSH",2
01:09,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
01:08,"GOOD 3PTR by WILEY,KOKI",65,,77 (+12),,RC 65-77 (-12),,"GOOD 3PTR by WILEY,KOKI",2
--,"ASSIST  by SHEN,KEVIN",,,,,,,"ASSIST  by SHEN,KEVIN",2
00:51,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:46,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
00:40,"GOOD 3PTR by SHEN,KEVIN",68,,77 (+9),,RC 68-77 (-9),,"GOOD 3PTR by SHEN,KEVIN",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
00:29,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",2
00:28,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
00:23,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
