Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
02:46,,99 (+11),,88,"GOOD LAYUP by DUPREE,RYAN(in the paint)",BU 99-88 (+11),,"GOOD LAYUP by DUPREE,RYAN(in the paint)",2
02:46,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
02:46,,99 (+10),,89,"GOOD FT by DUPREE,RYAN",BU 99-89 (+10),,"GOOD FT by DUPREE,RYAN",2
02:46,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
02:46,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
02:35,"GOOD LAYUP by GALVIN,OWEN(in the paint)",101 (+12),,89,,Rhodes 101-89 (+12),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
--,"ASSIST  by NESTLEHUTT,JAKE",,,,,,,"ASSIST  by NESTLEHUTT,JAKE",2
02:23,,101 (+10),,91,"GOOD LAYUP by DUPREE,RYAN(in the paint)",BU 101-91 (+10),,"GOOD LAYUP by DUPREE,RYAN(in the paint)",2
01:53,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",103 (+12),,91,,Rhodes 103-91 (+12),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
01:44,,,,,"MISS 3PTR by DUPREE,RYAN",,,"MISS 3PTR by DUPREE,RYAN",2
--,,,,,"REBOUND OFF by PRUITT,KELVIN",,,"REBOUND OFF by PRUITT,KELVIN",2
01:42,,103 (+10),,93,"GOOD LAYUP by PRUITT,KELVIN(in the paint)",BU 103-93 (+10),,"GOOD LAYUP by PRUITT,KELVIN(in the paint)",2
01:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:42,,,,,"SUB OUT by PRUITT,KELVIN",,,"SUB OUT by PRUITT,KELVIN",2
01:42,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
01:42,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
01:42,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
01:32,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
01:32,,,,,"STEAL  by COUCH,LUKE",,,"STEAL  by COUCH,LUKE",2
01:25,,,,,"TURNOVER  by ROBERTS,JOSHUA",,,"TURNOVER  by ROBERTS,JOSHUA",2
01:25,"STEAL  by NESTLEHUTT,JAKE",,,,,,,"STEAL  by NESTLEHUTT,JAKE",2
01:21,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:47,,,,,"FOUL  by DUPREE,RYAN",,,"FOUL  by DUPREE,RYAN",2
00:47,,,,,"SUB OUT by DUPREE,RYAN",,,"SUB OUT by DUPREE,RYAN",2
00:47,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
00:47,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
00:47,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
00:47,"GOOD FT by GALVIN,OWEN",104 (+11),,93,,Rhodes 104-93 (+11),,"GOOD FT by GALVIN,OWEN",2
00:47,,,,,"SUB OUT by JAMES,TRAI",,,"SUB OUT by JAMES,TRAI",2
00:47,,,,,"SUB IN by DUPREE,RYAN",,,"SUB IN by DUPREE,RYAN",2
00:47,"MISS FT by GALVIN,OWEN",,,,,,,"MISS FT by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by COOKS,BROSNAN",,,"REBOUND DEF by COOKS,BROSNAN",2
00:40,,104 (+9),,95,"GOOD JUMPER by COUCH,LUKE",BU 104-95 (+9),,"GOOD JUMPER by COUCH,LUKE",2
--,,,,,"ASSIST  by DUPREE,RYAN",,,"ASSIST  by DUPREE,RYAN",2
00:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:31,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
00:31,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
00:29,,,,,"FOUL  by COUCH,LUKE",,,"FOUL  by COUCH,LUKE",2
00:29,"MISS FT by JAMES,MAC",,,,,,,"MISS FT by JAMES,MAC",2
--,,,,,"REBOUND DEF by COOKS,BROSNAN",,,"REBOUND DEF by COOKS,BROSNAN",2
00:24,,,,,"FOUL  by COOKS,BROSNAN",,,"FOUL  by COOKS,BROSNAN",2
00:24,,,,,"TURNOVER  by COOKS,BROSNAN",,,"TURNOVER  by COOKS,BROSNAN",2
00:20,,,,,"FOUL  by DUPREE,RYAN",,,"FOUL  by DUPREE,RYAN",2
00:20,"GOOD FT by WILEY,KOKI(fastbreak)",105 (+10),,95,,Rhodes 105-95 (+10),,"GOOD FT by WILEY,KOKI(fastbreak)",2
00:20,"GOOD FT by WILEY,KOKI(fastbreak)",106 (+11),,95,,Rhodes 106-95 (+11),,"GOOD FT by WILEY,KOKI(fastbreak)",2
00:15,,106 (+8),,98,"GOOD 3PTR by DUPREE,RYAN",BU 106-98 (+8),,"GOOD 3PTR by DUPREE,RYAN",2
00:10,,,,,"FOUL  by JONES,JUSTIN",,,"FOUL  by JONES,JUSTIN",2
00:10,"GOOD FT by WILEY,KOKI(fastbreak)",107 (+9),,98,,Rhodes 107-98 (+9),,"GOOD FT by WILEY,KOKI(fastbreak)",2
00:10,"GOOD FT by WILEY,KOKI(fastbreak)",108 (+10),,98,,Rhodes 108-98 (+10),,"GOOD FT by WILEY,KOKI(fastbreak)",2
00:06,,,,,"MISS 3PTR by DUPREE,RYAN",,,"MISS 3PTR by DUPREE,RYAN",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
