Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,UO,Game Score,Team Indicator,Play,Period
03:16,,,,,"BLOCK  by HELZER,JAMES",,,"BLOCK  by HELZER,JAMES",2
--,,,,,"REBOUND DEF by BOBO,ZACH",,,"REBOUND DEF by BOBO,ZACH",2
03:05,,,,,"MISS JUMPER by JOHNSON,BRYSON(in the paint)",,,"MISS JUMPER by JOHNSON,BRYSON(in the paint)",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
02:54,"GOOD 3PTR by WILEY,KOKI",79 (+6),,73,,Rhodes 79-73 (+6),,"GOOD 3PTR by WILEY,KOKI",2
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",2
02:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:26,,,,,"MISS JUMPER by DAVIS,JACOBE(in the paint)",,,"MISS JUMPER by DAVIS,JACOBE(in the paint)",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
02:15,,,,,"FOUL  by HELZER,JAMES",,,"FOUL  by HELZER,JAMES",2
02:09,"GOOD FT by GIROUX,PRESTON",80 (+7),,73,,Rhodes 80-73 (+7),,"GOOD FT by GIROUX,PRESTON",2
02:09,"GOOD FT by GIROUX,PRESTON",81 (+8),,73,,Rhodes 81-73 (+8),,"GOOD FT by GIROUX,PRESTON",2
02:07,,,,,"MISS 3PTR by JOHNSON,BRYSON",,,"MISS 3PTR by JOHNSON,BRYSON",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
01:52,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
--,,,,,"REBOUND DEF by BOWMAN,ETHAN",,,"REBOUND DEF by BOWMAN,ETHAN",2
01:46,,81 (+6),,75,"GOOD JUMPER by DAVIS,JACOBE(fastbreak)(in the paint)",UO 81-75 (+6),,"GOOD JUMPER by DAVIS,JACOBE(fastbreak)(in the paint)",2
01:46,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
01:46,,,,,"SUB OUT by HELZER,JAMES",,,"SUB OUT by HELZER,JAMES",2
01:46,,,,,"SUB IN by TURPIN,TIM",,,"SUB IN by TURPIN,TIM",2
01:46,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
01:46,"SUB IN by PIPPENGER,WILEY",,,,,,,"SUB IN by PIPPENGER,WILEY",2
01:46,,81 (+5),,76,"GOOD FT by DAVIS,JACOBE(fastbreak)",UO 81-76 (+5),,"GOOD FT by DAVIS,JACOBE(fastbreak)",2
01:24,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
01:15,,81 (+3),,78,"GOOD JUMPER by DAVIS,JACOBE(in the paint)",UO 81-78 (+3),,"GOOD JUMPER by DAVIS,JACOBE(in the paint)",2
00:56,"MISS JUMPER by WILEY,KOKI(in the paint)",,,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,,,,,"REBOUND DEF by JOHNSON,BRYSON",,,"REBOUND DEF by JOHNSON,BRYSON",2
00:51,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
00:51,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
00:51,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
00:51,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
00:33,"MISS LAYUP by BERRY,BRYCE(in the paint)",,,,,,,"MISS LAYUP by BERRY,BRYCE(in the paint)",2
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",2
00:31,"GOOD LAYUP by PIPPENGER,WILEY(in the paint)",83 (+5),,78,,Rhodes 83-78 (+5),,"GOOD LAYUP by PIPPENGER,WILEY(in the paint)",2
00:31,,,,,"FOUL  by TURPIN,TIM",,,"FOUL  by TURPIN,TIM",2
00:31,"GOOD FT by PIPPENGER,WILEY",84 (+6),,78,,Rhodes 84-78 (+6),,"GOOD FT by PIPPENGER,WILEY",2
00:25,,,,,"MISS 3PTR by BOWMAN,ETHAN",,,"MISS 3PTR by BOWMAN,ETHAN",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
00:20,,,,,"FOUL  by BOBO,ZACH",,,"FOUL  by BOBO,ZACH",2
00:20,"GOOD FT by BERRY,BRYCE(fastbreak)",85 (+7),,78,,Rhodes 85-78 (+7),,"GOOD FT by BERRY,BRYCE(fastbreak)",2
00:20,"GOOD FT by BERRY,BRYCE(fastbreak)",86 (+8),,78,,Rhodes 86-78 (+8),,"GOOD FT by BERRY,BRYCE(fastbreak)",2
00:14,,86 (+6),,80,"GOOD JUMPER by DAVIS,JACOBE(fastbreak)(in the paint)",UO 86-80 (+6),,"GOOD JUMPER by DAVIS,JACOBE(fastbreak)(in the paint)",2
00:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:14,"SUB OUT by PIPPENGER,WILEY",,,,,,,"SUB OUT by PIPPENGER,WILEY",2
00:14,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
00:08,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
00:04,,,,,"MISS 3PTR by BOBO,ZACH",,,"MISS 3PTR by BOBO,ZACH",2
--,,,,,"REBOUND OFF by BOWMAN,ETHAN",,,"REBOUND OFF by BOWMAN,ETHAN",2
00:04,,,,,"MISS JUMPER by BOWMAN,ETHAN(in the paint)",,,"MISS JUMPER by BOWMAN,ETHAN(in the paint)",2
--,,,,,"REBOUND OFF by TURPIN,TIM",,,"REBOUND OFF by TURPIN,TIM",2
00:04,"FOUL  by PIPPENGER,WILEY",,,,,,,"FOUL  by PIPPENGER,WILEY",2
00:04,,,,,"MISS FT by TURPIN,TIM(fastbreak)",,,"MISS FT by TURPIN,TIM(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:04,,86 (+5),,81,"GOOD FT by TURPIN,TIM(fastbreak)",UO 86-81 (+5),,"GOOD FT by TURPIN,TIM(fastbreak)",2
00:03,,,,,"FOUL  by DAVIS,JACOBE",,,"FOUL  by DAVIS,JACOBE",2
00:03,"MISS FT by WEATHERFORD,MITCH(fastbreak)",,,,,,,"MISS FT by WEATHERFORD,MITCH(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:03,"GOOD FT by WEATHERFORD,MITCH(fastbreak)",87 (+6),,81,,Rhodes 87-81 (+6),,"GOOD FT by WEATHERFORD,MITCH(fastbreak)",2
