Time Remaining,UO,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
01:35,"GOOD FT by ROELKE,KAMREN",36 (+12),,24,,UO 36-24 (-12),,"GOOD FT by ROELKE,KAMREN",1
01:24,,,,,"MISS 3PTR by HAUPT,KYLE",,,"MISS 3PTR by HAUPT,KYLE",1
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",1
01:14,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by ROELKE,KAMREN",,,,,,,"REBOUND DEF by ROELKE,KAMREN",1
01:06,"GOOD 3PTR by UKPE,JOSH(fastbreak)",39 (+15),,24,,UO 39-24 (-15),,"GOOD 3PTR by UKPE,JOSH(fastbreak)",1
--,"ASSIST  by ROELKE,KAMREN",,,,,,,"ASSIST  by ROELKE,KAMREN",1
00:51,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",1
--,"REBOUND DEF by UKPE,JOSH",,,,,,,"REBOUND DEF by UKPE,JOSH",1
00:47,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",1
00:47,"SUB OUT by ELDRIDGE,TIM",,,,,,,"SUB OUT by ELDRIDGE,TIM",1
00:47,"GOOD FT by UKPE,JOSH(fastbreak)",40 (+16),,24,,UO 40-24 (-16),,"GOOD FT by UKPE,JOSH(fastbreak)",1
00:47,"GOOD FT by UKPE,JOSH(fastbreak)",41 (+17),,24,,UO 41-24 (-17),,"GOOD FT by UKPE,JOSH(fastbreak)",1
00:47,"SUB IN by CHEATER,DILLON",,,,,,,"SUB IN by CHEATER,DILLON",1
00:47,"SUB OUT by NIX,GRAYSON",,,,,,,"SUB OUT by NIX,GRAYSON",1
00:47,"SUB IN by LOPEZ,ADAM",,,,,,,"SUB IN by LOPEZ,ADAM",1
00:31,"FOUL  by LOPEZ,ADAM",,,,,,,"FOUL  by LOPEZ,ADAM",1
00:31,,41 (+16),,25,"GOOD FT by WATSON,DOUG",Mill 41-25 (-16),,"GOOD FT by WATSON,DOUG",1
00:31,,41 (+15),,26,"GOOD FT by WATSON,DOUG",Mill 41-26 (-15),,"GOOD FT by WATSON,DOUG",1
00:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:25,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
00:25,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
00:25,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
00:25,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",1
00:25,"SUB OUT by LOPEZ,ADAM",,,,,,,"SUB OUT by LOPEZ,ADAM",1
00:25,"SUB IN by NIX,GRAYSON",,,,,,,"SUB IN by NIX,GRAYSON",1
00:05,"MISS 3PTR by UKPE,JOSH",,,,,,,"MISS 3PTR by UKPE,JOSH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:02,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",1
00:02,"GOOD FT by CHEATER,DILLON",42 (+16),,26,,UO 42-26 (-16),,"GOOD FT by CHEATER,DILLON",1
00:02,"SUB OUT by JACKSON,TYLAN",,,,,,,"SUB OUT by JACKSON,TYLAN",1
00:02,"SUB IN by TABE,SEPHFAN",,,,,,,"SUB IN by TABE,SEPHFAN",1
00:02,"GOOD FT by CHEATER,DILLON",43 (+17),,26,,UO 43-26 (-17),,"GOOD FT by CHEATER,DILLON",1
00:02,"SUB OUT by CHEATER,DILLON",,,,,,,"SUB OUT by CHEATER,DILLON",1
00:02,"SUB IN by LOPEZ,ADAM",,,,,,,"SUB IN by LOPEZ,ADAM",1
00:01,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by HAUPT,KYLE",,,"SUB OUT by HAUPT,KYLE",2
20:00,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
20:00,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
20:00,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
20:00,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
20:00,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
20:00,"SUB OUT by LOPEZ,ADAM",,,,,,,"SUB OUT by LOPEZ,ADAM",2
20:00,"SUB IN by JACKSON,TYLAN",,,,,,,"SUB IN by JACKSON,TYLAN",2
19:36,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",,,"TURNOVER  by PHILLIPS JR,RODNEY",2
19:36,"STEAL  by TABE,SEPHFAN",,,,,,,"STEAL  by TABE,SEPHFAN",2
19:24,"GOOD LAYUP by JACKSON,TYLAN(in the paint)",45 (+19),,26,,UO 45-26 (-19),,"GOOD LAYUP by JACKSON,TYLAN(in the paint)",2
--,"ASSIST  by UKPE,JOSH",,,,,,,"ASSIST  by UKPE,JOSH",2
19:09,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",2
--,"REBOUND DEF by JACKSON,TYLAN",,,,,,,"REBOUND DEF by JACKSON,TYLAN",2
18:59,"TURNOVER  by ROELKE,KAMREN",,,,,,,"TURNOVER  by ROELKE,KAMREN",2
18:59,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
18:59,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
18:44,,45 (+17),,28,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 45-28 (-17),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
18:30,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
18:30,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
18:19,"MISS JUMPER by JACKSON,TYLAN(in the paint)",,,,,,,"MISS JUMPER by JACKSON,TYLAN(in the paint)",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
18:11,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by TABE,SEPHFAN",,,,,,,"REBOUND DEF by TABE,SEPHFAN",2
18:00,"TURNOVER  by TABE,SEPHFAN",,,,,,,"TURNOVER  by TABE,SEPHFAN",2
18:00,,,,,"STEAL  by ROTH,DREW",,,"STEAL  by ROTH,DREW",2
18:00,,,,,"MISS LAYUP by ROTH,DREW(in the paint)",,,"MISS LAYUP by ROTH,DREW(in the paint)",2
18:00,"BLOCK  by TABE,SEPHFAN",,,,,,,"BLOCK  by TABE,SEPHFAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:00,,45 (+15),,30,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 45-30 (-15),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
18:00,"MISS 3PTR by NIX,GRAYSON",,,,,,,"MISS 3PTR by NIX,GRAYSON",2
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",2
17:56,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND OFF by ROTH,DREW",,,"REBOUND OFF by ROTH,DREW",2
17:45,,,,,"MISS 3PTR by ROTH,DREW",,,"MISS 3PTR by ROTH,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:35,"GOOD LAYUP by UKPE,JOSH(in the paint)",47 (+17),,30,,UO 47-30 (-17),,"GOOD LAYUP by UKPE,JOSH(in the paint)",2
16:45,"FOUL  by ROELKE,KAMREN",,,,,,,"FOUL  by ROELKE,KAMREN",2
16:36,,47 (+16),,31,"GOOD FT by WATSON,DOUG",Mill 47-31 (-16),,"GOOD FT by WATSON,DOUG",2
16:33,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
16:17,,47 (+15),,32,"GOOD FT by WATSON,DOUG",Mill 47-32 (-15),,"GOOD FT by WATSON,DOUG",2
16:16,"GOOD LAYUP by UKPE,JOSH(in the paint)",49 (+17),,32,,UO 49-32 (-17),,"GOOD LAYUP by UKPE,JOSH(in the paint)",2
--,"ASSIST  by NIX,GRAYSON",,,,,,,"ASSIST  by NIX,GRAYSON",2
15:47,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by UKPE,JOSH",,,,,,,"REBOUND DEF by UKPE,JOSH",2
15:47,"TURNOVER  by ROELKE,KAMREN",,,,,,,"TURNOVER  by ROELKE,KAMREN",2
15:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:47,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
15:47,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
15:47,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
15:47,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
15:33,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",2
15:30,,49 (+15),,34,"GOOD LAYUP by STEPHEN,SETH(in the paint)",Mill 49-34 (-15),,"GOOD LAYUP by STEPHEN,SETH(in the paint)",2
15:30,"FOUL  by TABE,SEPHFAN",,,,,,,"FOUL  by TABE,SEPHFAN",2
15:30,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
15:30,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
15:30,"SUB OUT by TABE,SEPHFAN",,,,,,,"SUB OUT by TABE,SEPHFAN",2
15:30,"SUB IN by LOPEZ,ADAM",,,,,,,"SUB IN by LOPEZ,ADAM",2
15:30,,49 (+14),,35,"GOOD FT by STEPHEN,SETH",Mill 49-35 (-14),,"GOOD FT by STEPHEN,SETH",2
15:25,"TURNOVER  by UKPE,JOSH",,,,,,,"TURNOVER  by UKPE,JOSH",2
15:25,,,,,"STEAL  by ROTH,DREW",,,"STEAL  by ROTH,DREW",2
15:12,,49 (+12),,37,"GOOD JUMPER by GASCA,DAKOTA",Mill 49-37 (-12),,"GOOD JUMPER by GASCA,DAKOTA",2
--,,,,,"ASSIST  by RUCKER,CAM",,,"ASSIST  by RUCKER,CAM",2
14:58,"GOOD 3PTR by NIX,GRAYSON",52 (+15),,37,,UO 52-37 (-15),,"GOOD 3PTR by NIX,GRAYSON",2
--,"ASSIST  by JACKSON,TYLAN",,,,,,,"ASSIST  by JACKSON,TYLAN",2
14:35,"FOUL  by UKPE,JOSH",,,,,,,"FOUL  by UKPE,JOSH",2
14:26,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
14:26,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
14:26,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
14:26,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
14:26,"SUB OUT by ROELKE,KAMREN",,,,,,,"SUB OUT by ROELKE,KAMREN",2
14:26,"SUB IN by ELDRIDGE,TIM",,,,,,,"SUB IN by ELDRIDGE,TIM",2
14:26,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",2
14:26,"STEAL  by ELDRIDGE,TIM",,,,,,,"STEAL  by ELDRIDGE,TIM",2
14:26,"GOOD LAYUP by ELDRIDGE,TIM(fastbreak)(in the paint)",54 (+17),,37,,UO 54-37 (-17),,"GOOD LAYUP by ELDRIDGE,TIM(fastbreak)(in the paint)",2
14:26,,,,,"MISS 3PTR by PHILLIPS JR,RODNEY",,,"MISS 3PTR by PHILLIPS JR,RODNEY",2
--,,,,,"REBOUND OFF by URSIN,AARON",,,"REBOUND OFF by URSIN,AARON",2
14:24,,54 (+15),,39,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 54-39 (-15),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",2
13:36,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
13:27,"GOOD LAYUP by NIX,GRAYSON(in the paint)",56 (+17),,39,,UO 56-39 (-17),,"GOOD LAYUP by NIX,GRAYSON(in the paint)",2
13:10,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
13:10,"BLOCK  by LOPEZ,ADAM",,,,,,,"BLOCK  by LOPEZ,ADAM",2
--,"REBOUND DEF by LOPEZ,ADAM",,,,,,,"REBOUND DEF by LOPEZ,ADAM",2
12:52,"MISS 3PTR by NIX,GRAYSON",,,,,,,"MISS 3PTR by NIX,GRAYSON",2
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
12:52,"FOUL  by JACKSON,TYLAN",,,,,,,"FOUL  by JACKSON,TYLAN",2
12:45,,,,,"MISS JUMPER by BONNECAZE,STEWART",,,"MISS JUMPER by BONNECAZE,STEWART",2
--,"REBOUND DEF by ELDRIDGE,TIM",,,,,,,"REBOUND DEF by ELDRIDGE,TIM",2
12:33,"SUB OUT by UKPE,JOSH",,,,,,,"SUB OUT by UKPE,JOSH",2
12:33,"SUB IN by POWELL,KYRON",,,,,,,"SUB IN by POWELL,KYRON",2
12:24,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",2
12:24,"MISS FT by ELDRIDGE,TIM",,,,,,,"MISS FT by ELDRIDGE,TIM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:24,"SUB OUT by JACKSON,TYLAN",,,,,,,"SUB OUT by JACKSON,TYLAN",2
12:24,"SUB IN by CHEATER,DILLON",,,,,,,"SUB IN by CHEATER,DILLON",2
12:24,"GOOD FT by ELDRIDGE,TIM",57 (+18),,39,,UO 57-39 (-18),,"GOOD FT by ELDRIDGE,TIM",2
12:06,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",2
11:41,"GOOD LAYUP by NIX,GRAYSON(in the paint)",59 (+20),,39,,UO 59-39 (-20),,"GOOD LAYUP by NIX,GRAYSON(in the paint)",2
11:23,,,,,"MISS 3PTR by BONNECAZE,STEWART",,,"MISS 3PTR by BONNECAZE,STEWART",2
11:22,"FOUL  by LOPEZ,ADAM",,,,,,,"FOUL  by LOPEZ,ADAM",2
11:22,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:22,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
11:22,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
11:22,,59 (+19),,40,"GOOD FT by PHILLIPS JR,RODNEY",Mill 59-40 (-19),,"GOOD FT by PHILLIPS JR,RODNEY",2
11:22,,59 (+18),,41,"GOOD FT by PHILLIPS JR,RODNEY",Mill 59-41 (-18),,"GOOD FT by PHILLIPS JR,RODNEY",2
11:22,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
11:22,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
11:22,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
11:22,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
11:22,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
11:22,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
--,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
11:03,"MISS 3PTR by CHEATER,DILLON",,,,,,,"MISS 3PTR by CHEATER,DILLON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:40,,,,,"MISS JUMPER by RUCKER,CAM(in the paint)",,,"MISS JUMPER by RUCKER,CAM(in the paint)",2
--,"REBOUND DEF by CHEATER,DILLON",,,,,,,"REBOUND DEF by CHEATER,DILLON",2
10:28,"FOUL  by NIX,GRAYSON",,,,,,,"FOUL  by NIX,GRAYSON",2
10:28,"TURNOVER  by NIX,GRAYSON",,,,,,,"TURNOVER  by NIX,GRAYSON",2
10:26,"SUB OUT by NIX,GRAYSON",,,,,,,"SUB OUT by NIX,GRAYSON",2
10:26,"SUB IN by ROELKE,KAMREN",,,,,,,"SUB IN by ROELKE,KAMREN",2
10:24,,,,,"MISS JUMPER by RUCKER,CAM(in the paint)",,,"MISS JUMPER by RUCKER,CAM(in the paint)",2
--,"REBOUND DEF by POWELL,KYRON",,,,,,,"REBOUND DEF by POWELL,KYRON",2
09:54,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
09:54,"MISS FT by POWELL,KYRON",,,,,,,"MISS FT by POWELL,KYRON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:54,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
09:54,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
09:54,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
09:54,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
09:54,"GOOD FT by POWELL,KYRON",60 (+19),,41,,UO 60-41 (-19),,"GOOD FT by POWELL,KYRON",2
09:38,"FOUL  by LOPEZ,ADAM",,,,,,,"FOUL  by LOPEZ,ADAM",2
09:37,,60 (+18),,42,"GOOD FT by PHILLIPS JR,RODNEY",Mill 60-42 (-18),,"GOOD FT by PHILLIPS JR,RODNEY",2
09:37,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
09:37,,,,,"SUB IN by HAUPT,KYLE",,,"SUB IN by HAUPT,KYLE",2
09:37,,60 (+17),,43,"GOOD FT by PHILLIPS JR,RODNEY",Mill 60-43 (-17),,"GOOD FT by PHILLIPS JR,RODNEY",2
09:37,,,,,"FOUL  by HAUPT,KYLE",,,"FOUL  by HAUPT,KYLE",2
09:28,"TURNOVER  by POWELL,KYRON",,,,,,,"TURNOVER  by POWELL,KYRON",2
09:15,,60 (+15),,45,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 60-45 (-15),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
08:59,"MISS 3PTR by ROELKE,KAMREN",,,,,,,"MISS 3PTR by ROELKE,KAMREN",2
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
08:45,,,,,"MISS LAYUP by GORTON,MACK(in the paint)",,,"MISS LAYUP by GORTON,MACK(in the paint)",2
--,"REBOUND DEF by ROELKE,KAMREN",,,,,,,"REBOUND DEF by ROELKE,KAMREN",2
08:25,"MISS 3PTR by POWELL,KYRON",,,,,,,"MISS 3PTR by POWELL,KYRON",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
08:17,,60 (+13),,47,"GOOD JUMPER by WATSON,DOUG(fastbreak)(in the paint)",Mill 60-47 (-13),,"GOOD JUMPER by WATSON,DOUG(fastbreak)(in the paint)",2
08:17,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:17,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
08:17,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
08:17,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
08:17,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
08:17,"SUB OUT by POWELL,KYRON",,,,,,,"SUB OUT by POWELL,KYRON",2
08:17,"SUB OUT by ELDRIDGE,TIM",,,,,,,"SUB OUT by ELDRIDGE,TIM",2
08:17,"SUB OUT by LOPEZ,ADAM",,,,,,,"SUB OUT by LOPEZ,ADAM",2
08:17,"SUB IN by UKPE,JOSH",,,,,,,"SUB IN by UKPE,JOSH",2
08:17,"SUB IN by NIX,GRAYSON",,,,,,,"SUB IN by NIX,GRAYSON",2
08:17,"SUB IN by JACKSON,TYLAN",,,,,,,"SUB IN by JACKSON,TYLAN",2
07:56,"GOOD 3PTR by ROELKE,KAMREN",63 (+16),,47,,UO 63-47 (-16),,"GOOD 3PTR by ROELKE,KAMREN",2
07:31,,,,,"MISS JUMPER by HAUPT,KYLE",,,"MISS JUMPER by HAUPT,KYLE",2
--,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
07:23,,63 (+14),,49,"GOOD JUMPER by HAUPT,KYLE(in the paint)",Mill 63-49 (-14),,"GOOD JUMPER by HAUPT,KYLE(in the paint)",2
--,,,,,"ASSIST  by UGHOVWA,NICHOLAS",,,"ASSIST  by UGHOVWA,NICHOLAS",2
07:02,"MISS JUMPER by JACKSON,TYLAN",,,,,,,"MISS JUMPER by JACKSON,TYLAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:58,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
06:58,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
06:58,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
06:58,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
06:58,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:40,,,,,"MISS 3PTR by HOGAN,TJ",,,"MISS 3PTR by HOGAN,TJ",2
--,"REBOUND DEF by UKPE,JOSH",,,,,,,"REBOUND DEF by UKPE,JOSH",2
06:21,"GOOD LAYUP by UKPE,JOSH(in the paint)",65 (+16),,49,,UO 65-49 (-16),,"GOOD LAYUP by UKPE,JOSH(in the paint)",2
06:06,,,,,"MISS 3PTR by URSIN,AARON",,,"MISS 3PTR by URSIN,AARON",2
--,"REBOUND DEF by ROELKE,KAMREN",,,,,,,"REBOUND DEF by ROELKE,KAMREN",2
05:56,"GOOD LAYUP by JACKSON,TYLAN(in the paint)",67 (+18),,49,,UO 67-49 (-18),,"GOOD LAYUP by JACKSON,TYLAN(in the paint)",2
--,"ASSIST  by ROELKE,KAMREN",,,,,,,"ASSIST  by ROELKE,KAMREN",2
05:38,,,,,"SUB OUT by HAUPT,KYLE",,,"SUB OUT by HAUPT,KYLE",2
05:38,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
05:38,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
05:38,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
05:38,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
05:38,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
05:34,,,,,"MISS JUMPER by HOGAN,TJ(in the paint)",,,"MISS JUMPER by HOGAN,TJ(in the paint)",2
--,,,,,"REBOUND OFF by HOGAN,TJ",,,"REBOUND OFF by HOGAN,TJ",2
05:31,"FOUL  by JACKSON,TYLAN",,,,,,,"FOUL  by JACKSON,TYLAN",2
05:31,,67 (+17),,50,"GOOD FT by HOGAN,TJ",Mill 67-50 (-17),,"GOOD FT by HOGAN,TJ",2
05:31,,67 (+16),,51,"GOOD FT by HOGAN,TJ",Mill 67-51 (-16),,"GOOD FT by HOGAN,TJ",2
05:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:59,"MISS 3PTR by CHEATER,DILLON",,,,,,,"MISS 3PTR by CHEATER,DILLON",2
04:57,"FOUL  by ROELKE,KAMREN",,,,,,,"FOUL  by ROELKE,KAMREN",2
04:57,,67 (+15),,52,"GOOD FT by WATSON,DOUG(fastbreak)",Mill 67-52 (-15),,"GOOD FT by WATSON,DOUG(fastbreak)",2
04:57,,67 (+14),,53,"GOOD FT by WATSON,DOUG(fastbreak)",Mill 67-53 (-14),,"GOOD FT by WATSON,DOUG(fastbreak)",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
04:37,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
04:37,"MISS FT by JACKSON,TYLAN",,,,,,,"MISS FT by JACKSON,TYLAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:37,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
04:37,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
04:37,"MISS FT by JACKSON,TYLAN",,,,,,,"MISS FT by JACKSON,TYLAN",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
04:24,"FOUL  by UKPE,JOSH",,,,,,,"FOUL  by UKPE,JOSH",2
04:24,,67 (+13),,54,"GOOD FT by WATSON,DOUG",Mill 67-54 (-13),,"GOOD FT by WATSON,DOUG",2
04:24,,67 (+12),,55,"GOOD FT by WATSON,DOUG",Mill 67-55 (-12),,"GOOD FT by WATSON,DOUG",2
04:11,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",2
04:07,"MISS 3PTR by NIX,GRAYSON",,,,,,,"MISS 3PTR by NIX,GRAYSON",2
--,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",,,"REBOUND DEF by UGHOVWA,NICHOLAS",2
03:57,,67 (+10),,57,"GOOD JUMPER by HOGAN,TJ(fastbreak)(in the paint)",Mill 67-57 (-10),,"GOOD JUMPER by HOGAN,TJ(fastbreak)(in the paint)",2
03:34,"GOOD LAYUP by NIX,GRAYSON(in the paint)",69 (+12),,57,,UO 69-57 (-12),,"GOOD LAYUP by NIX,GRAYSON(in the paint)",2
--,"ASSIST  by ROELKE,KAMREN",,,,,,,"ASSIST  by ROELKE,KAMREN",2
03:21,,69 (+10),,59,"GOOD JUMPER by WATSON,DOUG",Mill 69-59 (-10),,"GOOD JUMPER by WATSON,DOUG",2
03:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
