Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
01:13,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",1
01:13,,,,,"SUB IN by SEGALL,RYAN",,,"SUB IN by SEGALL,RYAN",1
01:13,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",1
01:13,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",1
01:13,"GOOD FT by BONNECAZE,STEWART",25,,43 (+18),,Mill 25-43 (-18),,"GOOD FT by BONNECAZE,STEWART",1
01:05,,,,,"TURNOVER  by CAMPBELL,BLAKE",,,"TURNOVER  by CAMPBELL,BLAKE",1
01:05,"STEAL  by BONNECAZE,STEWART",,,,,,,"STEAL  by BONNECAZE,STEWART",1
01:02,,,,,"FOUL  by CAMPBELL,BLAKE",,,"FOUL  by CAMPBELL,BLAKE",1
01:02,"GOOD FT by BONNECAZE,STEWART(fastbreak)",26,,43 (+17),,Mill 26-43 (-17),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",1
01:02,"GOOD FT by BONNECAZE,STEWART(fastbreak)",27,,43 (+16),,Mill 27-43 (-16),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",1
00:51,"FOUL  by LITTLE ,JAMES",,,,,,,"FOUL  by LITTLE ,JAMES",1
00:51,,27,,44 (+17),"GOOD FT by ELLIS,CHASE",Berry 27-44 (-17),,"GOOD FT by ELLIS,CHASE",1
00:51,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",1
00:51,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
00:51,,27,,45 (+18),"GOOD FT by ELLIS,CHASE",Berry 27-45 (-18),,"GOOD FT by ELLIS,CHASE",1
00:40,"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",29,,45 (+16),,Mill 29-45 (-16),,"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",1
--,"ASSIST  by URSIN,AARON",,,,,,,"ASSIST  by URSIN,AARON",1
00:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:40,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",1
00:40,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",1
00:40,"SUB OUT by LITTLE ,JAMES",,,,,,,"SUB OUT by LITTLE ,JAMES",1
00:40,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
00:40,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",1
00:40,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",1
00:29,,29,,48 (+19),"GOOD 3PTR by HONROTH,OWEN",Berry 29-48 (-19),,"GOOD 3PTR by HONROTH,OWEN",1
--,,,,,"ASSIST  by CAMPBELL,BLAKE",,,"ASSIST  by CAMPBELL,BLAKE",1
00:04,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",1
--,"REBOUND OFF by ROTH,DREW",,,,,,,"REBOUND OFF by ROTH,DREW",1
20:00,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",2
20:00,,,,,"SUB OUT by SEGALL,RYAN",,,"SUB OUT by SEGALL,RYAN",2
20:00,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",2
20:00,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
20:00,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
20:00,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
20:00,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
20:00,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
20:00,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
20:00,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
19:51,,,,,"TURNOVER  by BENHAM,BRAXTON",,,"TURNOVER  by BENHAM,BRAXTON",2
19:35,"GOOD JUMPER by WATSON,DOUG",31,,48 (+17),,Mill 31-48 (-17),,"GOOD JUMPER by WATSON,DOUG",2
--,"ASSIST  by URSIN,AARON",,,,,,,"ASSIST  by URSIN,AARON",2
19:12,,31,,50 (+19),"GOOD LAYUP by CLARK,BRYCE(in the paint)",Berry 31-50 (-19),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",2
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",2
18:58,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
18:50,,,,,"MISS DUNK by BENHAM,BRAXTON(in the paint)",,,"MISS DUNK by BENHAM,BRAXTON(in the paint)",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
18:44,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",2
18:27,,,,,"MISS JUMPER by COSTAS,RILEY(in the paint)",,,"MISS JUMPER by COSTAS,RILEY(in the paint)",2
--,"REBOUND DEF by BONNECAZE,STEWART",,,,,,,"REBOUND DEF by BONNECAZE,STEWART",2
18:20,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
18:02,,,,,"TURNOVER  by BENHAM,BRAXTON",,,"TURNOVER  by BENHAM,BRAXTON",2
18:02,"STEAL  by BUSH,RODREEKAS",,,,,,,"STEAL  by BUSH,RODREEKAS",2
17:56,"GOOD 3PTR by WATSON,DOUG(fastbreak)",34,,50 (+16),,Mill 34-50 (-16),,"GOOD 3PTR by WATSON,DOUG(fastbreak)",2
17:36,,34,,52 (+18),"GOOD LAYUP by ELLIS,CHASE(in the paint)",Berry 34-52 (-18),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",2
17:23,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
17:05,,,,,"TURNOVER  by COSTAS,RILEY",,,"TURNOVER  by COSTAS,RILEY",2
17:05,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
17:05,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
17:05,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
17:05,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",2
16:46,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,"REBOUND OFF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
16:42,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",36,,52 (+16),,Mill 36-52 (-16),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
16:23,,,,,"MISS 3PTR by ELLIS,CHASE",,,"MISS 3PTR by ELLIS,CHASE",2
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",2
16:13,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
16:13,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
16:13,,,,,"SUB IN by SEGALL,RYAN",,,"SUB IN by SEGALL,RYAN",2
16:13,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",2
16:13,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
16:13,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
16:13,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
16:04,"TURNOVER  by PHILLIPS JR,RODNEY",,,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",2
16:04,,,,,"STEAL  by HONROTH,OWEN",,,"STEAL  by HONROTH,OWEN",2
15:51,,,,,"TURNOVER  by COSTAS,RILEY",,,"TURNOVER  by COSTAS,RILEY",2
15:51,"STEAL  by BONNECAZE,STEWART",,,,,,,"STEAL  by BONNECAZE,STEWART",2
15:46,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
15:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:46,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",2
15:46,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
15:46,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
15:46,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",2
15:46,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",2
15:46,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
15:46,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
15:46,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",2
15:46,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
15:46,"SUB IN by FORBES,TRACE",,,,,,,"SUB IN by FORBES,TRACE",2
15:46,"GOOD FT by BONNECAZE,STEWART(fastbreak)",37,,52 (+15),,Mill 37-52 (-15),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",2
15:46,"MISS FT by BONNECAZE,STEWART(fastbreak)",,,,,,,"MISS FT by BONNECAZE,STEWART(fastbreak)",2
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",2
15:40,"MISS 3PTR by BONNECAZE,STEWART",,,,,,,"MISS 3PTR by BONNECAZE,STEWART",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:33,"GOOD JUMPER by WATSON,DOUG",39,,52 (+13),,Mill 39-52 (-13),,"GOOD JUMPER by WATSON,DOUG",2
15:15,,39,,54 (+15),"GOOD LAYUP by SEGALL,RYAN(in the paint)",Berry 39-54 (-15),,"GOOD LAYUP by SEGALL,RYAN(in the paint)",2
--,,,,,"ASSIST  by CAMPBELL,BLAKE",,,"ASSIST  by CAMPBELL,BLAKE",2
14:51,"MISS LAYUP by FORBES,TRACE(in the paint)",,,,,,,"MISS LAYUP by FORBES,TRACE(in the paint)",2
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",2
14:46,"GOOD LAYUP by STEPHEN,SETH(in the paint)",41,,54 (+13),,Mill 41-54 (-13),,"GOOD LAYUP by STEPHEN,SETH(in the paint)",2
14:35,,41,,57 (+16),"GOOD 3PTR by JOHNSON,MICHAEL",Berry 41-57 (-16),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,,,,,"ASSIST  by ELLIS,CHASE",,,"ASSIST  by ELLIS,CHASE",2
14:24,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",43,,57 (+14),,Mill 43-57 (-14),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",2
14:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:24,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
14:24,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
14:15,,,,,"MISS 3PTR by KRUEGER,JORDAN",,,"MISS 3PTR by KRUEGER,JORDAN",2
--,,,,,"REBOUND OFF by CAMPBELL,BLAKE",,,"REBOUND OFF by CAMPBELL,BLAKE",2
14:07,,43,,59 (+16),"GOOD LAYUP by ELLIS,CHASE(in the paint)",Berry 43-59 (-16),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
14:07,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
14:07,,43,,60 (+17),"GOOD FT by ELLIS,CHASE",Berry 43-60 (-17),,"GOOD FT by ELLIS,CHASE",2
13:45,"MISS 3PTR by FORBES,TRACE",,,,,,,"MISS 3PTR by FORBES,TRACE",2
--,,,,,"REBOUND DEF by CAMPBELL,BLAKE",,,"REBOUND DEF by CAMPBELL,BLAKE",2
13:36,,,,,"TURNOVER  by CAMPBELL,BLAKE",,,"TURNOVER  by CAMPBELL,BLAKE",2
13:36,"STEAL  by WATSON,DOUG",,,,,,,"STEAL  by WATSON,DOUG",2
13:24,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
13:15,,43,,63 (+20),"GOOD 3PTR by CAMPBELL,BLAKE",Berry 43-63 (-20),,"GOOD 3PTR by CAMPBELL,BLAKE",2
--,,,,,"ASSIST  by ELLIS,CHASE",,,"ASSIST  by ELLIS,CHASE",2
13:09,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
13:09,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
13:09,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
13:09,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
12:53,,,,,"FOUL  by SEGALL,RYAN",,,"FOUL  by SEGALL,RYAN",2
12:37,"MISS JUMPER by BONNECAZE,STEWART",,,,,,,"MISS JUMPER by BONNECAZE,STEWART",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
12:26,,,,,"TURNOVER  by ELLIS,CHASE",,,"TURNOVER  by ELLIS,CHASE",2
12:26,"STEAL  by FORBES,TRACE",,,,,,,"STEAL  by FORBES,TRACE",2
12:26,"TURNOVER  by FORBES,TRACE",,,,,,,"TURNOVER  by FORBES,TRACE",2
12:18,"FOUL  by GASCA,DAKOTA",,,,,,,"FOUL  by GASCA,DAKOTA",2
12:14,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",2
12:14,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",2
--,"REBOUND DEF by BONNECAZE,STEWART",,,,,,,"REBOUND DEF by BONNECAZE,STEWART",2
12:08,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
12:08,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",2
11:56,"GOOD JUMPER by URSIN,AARON(in the paint)",45,,63 (+18),,Mill 45-63 (-18),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
--,"ASSIST  by GASCA,DAKOTA",,,,,,,"ASSIST  by GASCA,DAKOTA",2
11:43,,45,,65 (+20),"GOOD JUMPER by CAMPBELL,BLAKE(in the paint)",Berry 45-65 (-20),,"GOOD JUMPER by CAMPBELL,BLAKE(in the paint)",2
11:43,"FOUL  by FORBES,TRACE",,,,,,,"FOUL  by FORBES,TRACE",2
11:43,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:43,,45,,66 (+21),"GOOD FT by CAMPBELL,BLAKE",Berry 45-66 (-21),,"GOOD FT by CAMPBELL,BLAKE",2
11:43,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",2
11:43,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
11:35,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",2
11:35,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
11:35,"SUB OUT by FORBES,TRACE",,,,,,,"SUB OUT by FORBES,TRACE",2
11:35,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
11:35,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
11:35,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",2
11:25,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",47,,66 (+19),,Mill 47-66 (-19),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
10:44,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
10:44,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
10:39,,,,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",2
--,,,,,"REBOUND OFF by COSTAS,RILEY",,,"REBOUND OFF by COSTAS,RILEY",2
10:37,,47,,69 (+22),"GOOD 3PTR by HONROTH,OWEN",Berry 47-69 (-22),,"GOOD 3PTR by HONROTH,OWEN",2
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",2
10:28,"GOOD 3PTR by PHILLIPS JR,RODNEY",50,,69 (+19),,Mill 50-69 (-19),,"GOOD 3PTR by PHILLIPS JR,RODNEY",2
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",2
10:24,,,,,"SUB OUT by SEGALL,RYAN",,,"SUB OUT by SEGALL,RYAN",2
10:24,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
10:15,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND OFF by COSTAS,RILEY",,,"REBOUND OFF by COSTAS,RILEY",2
09:59,,50,,72 (+22),"GOOD 3PTR by COSTAS,RILEY",Berry 50-72 (-22),,"GOOD 3PTR by COSTAS,RILEY",2
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",2
09:39,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by BENHAM,BRAXTON",,,"REBOUND DEF by BENHAM,BRAXTON",2
09:34,,,,,"MISS 3PTR by BENHAM,BRAXTON",,,"MISS 3PTR by BENHAM,BRAXTON",2
--,,,,,"REBOUND OFF by KRUEGER,JORDAN",,,"REBOUND OFF by KRUEGER,JORDAN",2
09:24,,,,,"MISS LAYUP by COSTAS,RILEY(in the paint)",,,"MISS LAYUP by COSTAS,RILEY(in the paint)",2
--,,,,,"REBOUND OFF by CLARK,BRYCE",,,"REBOUND OFF by CLARK,BRYCE",2
09:24,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
09:24,,50,,73 (+23),"GOOD FT by CLARK,BRYCE",Berry 50-73 (-23),,"GOOD FT by CLARK,BRYCE",2
09:24,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",2
09:24,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",2
09:24,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
09:24,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",2
09:24,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
09:24,"SUB IN by FORBES,TRACE",,,,,,,"SUB IN by FORBES,TRACE",2
09:24,,,,,"MISS FT by CLARK,BRYCE",,,"MISS FT by CLARK,BRYCE",2
--,,,,,"REBOUND OFF by ELLIS,CHASE",,,"REBOUND OFF by ELLIS,CHASE",2
09:08,,,,,"TURNOVER  by COSTAS,RILEY",,,"TURNOVER  by COSTAS,RILEY",2
09:08,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
09:08,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",2
08:50,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
08:45,,50,,75 (+25),"GOOD DUNK by BENHAM,BRAXTON(fastbreak)(in the paint)",Berry 50-75 (-25),,"GOOD DUNK by BENHAM,BRAXTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ELLIS,CHASE",,,"ASSIST  by ELLIS,CHASE",2
08:35,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:35,,,,,"FOUL  by CLARK,BRYCE",,,"FOUL  by CLARK,BRYCE",2
08:35,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
08:35,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",2
08:31,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",2
08:20,,,,,"MISS 3PTR by CAMPBELL,BLAKE",,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,,,,,"REBOUND OFF by ELLIS,CHASE",,,"REBOUND OFF by ELLIS,CHASE",2
08:02,,,,,"TURNOVER  by BENHAM,BRAXTON",,,"TURNOVER  by BENHAM,BRAXTON",2
08:02,"STEAL  by GASCA,DAKOTA",,,,,,,"STEAL  by GASCA,DAKOTA",2
07:56,"GOOD LAYUP by FORBES,TRACE(fastbreak)(in the paint)",52,,75 (+23),,Mill 52-75 (-23),,"GOOD LAYUP by FORBES,TRACE(fastbreak)(in the paint)",2
--,"ASSIST  by BONNECAZE,STEWART",,,,,,,"ASSIST  by BONNECAZE,STEWART",2
07:32,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,,,,,"REBOUND OFF by COSTAS,RILEY",,,"REBOUND OFF by COSTAS,RILEY",2
07:28,,52,,77 (+25),"GOOD LAYUP by COSTAS,RILEY(in the paint)",Berry 52-77 (-25),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
07:14,"MISS 3PTR by ROTH,DREW",,,,,,,"MISS 3PTR by ROTH,DREW",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:06,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:06,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",2
07:06,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",2
07:06,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
07:06,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",2
07:06,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
07:06,,,,,"SUB IN by SEGALL,RYAN",,,"SUB IN by SEGALL,RYAN",2
07:06,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
07:06,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
07:06,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
07:06,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
06:48,,,,,"TURNOVER  by SEGALL,RYAN",,,"TURNOVER  by SEGALL,RYAN",2
06:48,"STEAL  by UGHOVWA,NICHOLAS",,,,,,,"STEAL  by UGHOVWA,NICHOLAS",2
06:42,"GOOD JUMPER by BONNECAZE,STEWART(fastbreak)(in the paint)",54,,77 (+23),,Mill 54-77 (-23),,"GOOD JUMPER by BONNECAZE,STEWART(fastbreak)(in the paint)",2
06:32,,,,,"TURNOVER  by JOHNSON,MICHAEL",,,"TURNOVER  by JOHNSON,MICHAEL",2
06:32,"STEAL  by UGHOVWA,NICHOLAS",,,,,,,"STEAL  by UGHOVWA,NICHOLAS",2
06:32,,,,,"FOUL  by JOHNSON,MICHAEL",,,"FOUL  by JOHNSON,MICHAEL",2
06:21,"GOOD JUMPER by WATSON,DOUG(in the paint)",56,,77 (+21),,Mill 56-77 (-21),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
06:13,,,,,"TURNOVER  by HONROTH,OWEN",,,"TURNOVER  by HONROTH,OWEN",2
06:13,"STEAL  by WATSON,DOUG",,,,,,,"STEAL  by WATSON,DOUG",2
06:09,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
06:09,"GOOD FT by WATSON,DOUG(fastbreak)",57,,77 (+20),,Mill 57-77 (-20),,"GOOD FT by WATSON,DOUG(fastbreak)",2
06:09,"GOOD FT by WATSON,DOUG(fastbreak)",58,,77 (+19),,Mill 58-77 (-19),,"GOOD FT by WATSON,DOUG(fastbreak)",2
05:57,,,,,"MISS 3PTR by KRUEGER,JORDAN",,,"MISS 3PTR by KRUEGER,JORDAN",2
--,,,,,"REBOUND OFF by JOHNSON,MICHAEL",,,"REBOUND OFF by JOHNSON,MICHAEL",2
05:52,,58,,79 (+21),"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",Berry 58-79 (-21),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",2
05:44,"GOOD JUMPER by WATSON,DOUG",60,,79 (+19),,Mill 60-79 (-19),,"GOOD JUMPER by WATSON,DOUG",2
05:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:41,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
05:41,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
05:41,,,,,"SUB OUT by SEGALL,RYAN",,,"SUB OUT by SEGALL,RYAN",2
05:41,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",2
05:41,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",2
05:41,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
05:18,,60,,81 (+21),"GOOD JUMPER by BENHAM,BRAXTON(in the paint)",Berry 60-81 (-21),,"GOOD JUMPER by BENHAM,BRAXTON(in the paint)",2
04:57,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
