Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
19:01,,40,,42 (+2),"GOOD 3PTR by WILSON,DREW",Centre 40-42 (-2),,"GOOD 3PTR by WILSON,DREW",2
--,,,,,"ASSIST  by STINNETT,CADE",,,"ASSIST  by STINNETT,CADE",2
18:24,"MISS JUMPER by GASCA,DAKOTA",,,,,,,"MISS JUMPER by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
18:12,,40,,45 (+5),"GOOD 3PTR by STINNETT,CADE",Centre 40-45 (-5),,"GOOD 3PTR by STINNETT,CADE",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
17:48,"GOOD JUMPER by BONNECAZE,STEWART",42,,45 (+3),,Mill 42-45 (-3),,"GOOD JUMPER by BONNECAZE,STEWART",2
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",2
17:25,,42,,48 (+6),"GOOD 3PTR by WILSON,DREW",Centre 42-48 (-6),,"GOOD 3PTR by WILSON,DREW",2
17:08,"GOOD JUMPER by URSIN,AARON(in the paint)",44,,48 (+4),,Mill 44-48 (-4),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
17:08,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
17:08,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
17:08,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
17:08,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",2
--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",2
17:08,,44,,50 (+6),"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 44-50 (-6),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
17:08,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",46,,50 (+4),,Mill 46-50 (-4),,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",2
--,"ASSIST  by BONNECAZE,STEWART",,,,,,,"ASSIST  by BONNECAZE,STEWART",2
16:19,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",2
16:14,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",2
16:14,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
16:14,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
16:14,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
16:14,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
16:14,"SUB IN by GORTON,MACK",,,,,,,"SUB IN by GORTON,MACK",2
16:14,,,,,"MISS FT by MOORE,CHEZ",,,"MISS FT by MOORE,CHEZ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:14,,46,,51 (+5),"GOOD FT by MOORE,CHEZ",Centre 46-51 (-5),,"GOOD FT by MOORE,CHEZ",2
16:00,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",2
15:50,,,,,"MISS 3PTR by RAYMER,COLBY",,,"MISS 3PTR by RAYMER,COLBY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:49,,,,,"SUB OUT by RAYMER,COLBY",,,"SUB OUT by RAYMER,COLBY",2
15:49,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
15:40,"GOOD LAYUP by GORTON,MACK(in the paint)",48,,51 (+3),,Mill 48-51 (-3),,"GOOD LAYUP by GORTON,MACK(in the paint)",2
--,"ASSIST  by BUSH,RODREEKAS",,,,,,,"ASSIST  by BUSH,RODREEKAS",2
15:24,,48,,53 (+5),"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 48-53 (-5),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
15:15,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",2
15:15,,,,,"STEAL  by STINNETT,CADE",,,"STEAL  by STINNETT,CADE",2
15:11,,48,,55 (+7),"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",Centre 48-55 (-7),,"GOOD LAYUP by STINNETT,CADE(fastbreak)(in the paint)",2
14:59,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
14:55,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
14:48,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
14:48,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
14:48,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",2
14:48,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
14:48,"SUB IN by LITTLE ,JAMES",,,,,,,"SUB IN by LITTLE ,JAMES",2
14:48,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
14:48,,48,,56 (+8),"GOOD FT by STINNETT,CADE(fastbreak)",Centre 48-56 (-8),,"GOOD FT by STINNETT,CADE(fastbreak)",2
14:48,,48,,57 (+9),"GOOD FT by STINNETT,CADE(fastbreak)",Centre 48-57 (-9),,"GOOD FT by STINNETT,CADE(fastbreak)",2
14:48,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
14:19,,48,,58 (+10),"GOOD FT by BAUGHMAN,CARTER",Centre 48-58 (-10),,"GOOD FT by BAUGHMAN,CARTER",2
14:12,,48,,59 (+11),"GOOD FT by BAUGHMAN,CARTER",Centre 48-59 (-11),,"GOOD FT by BAUGHMAN,CARTER",2
13:49,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",2
13:49,,,,,"STEAL  by TAYLOR,MARSHALL",,,"STEAL  by TAYLOR,MARSHALL",2
13:49,"FOUL  by GASCA,DAKOTA",,,,,,,"FOUL  by GASCA,DAKOTA",2
13:28,,48,,60 (+12),"GOOD FT by TAYLOR,MARSHALL(fastbreak)",Centre 48-60 (-12),,"GOOD FT by TAYLOR,MARSHALL(fastbreak)",2
13:27,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",2
13:27,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
13:27,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",2
13:27,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",2
13:27,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
13:27,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",2
13:05,,48,,61 (+13),"GOOD FT by TAYLOR,MARSHALL(fastbreak)",Centre 48-61 (-13),,"GOOD FT by TAYLOR,MARSHALL(fastbreak)",2
13:03,"MISS 3PTR by HOGAN,TJ",,,,,,,"MISS 3PTR by HOGAN,TJ",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
13:03,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:03,"GOOD 3PTR by LITTLE ,JAMES",51,,61 (+10),,Mill 51-61 (-10),,"GOOD 3PTR by LITTLE ,JAMES",2
--,"ASSIST  by BONNECAZE,STEWART",,,,,,,"ASSIST  by BONNECAZE,STEWART",2
13:03,,,,,"MISS 3PTR by STINNETT,CADE",,,"MISS 3PTR by STINNETT,CADE",2
13:03,"BLOCK  by HOGAN,TJ",,,,,,,"BLOCK  by HOGAN,TJ",2
--,,,,,"REBOUND OFF by WILSON,DREW",,,"REBOUND OFF by WILSON,DREW",2
13:02,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",2
13:02,"BLOCK  by LITTLE ,JAMES",,,,,,,"BLOCK  by LITTLE ,JAMES",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
13:02,"MISS JUMPER by URSIN,AARON(in the paint)",,,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
12:41,,51,,63 (+12),"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",Centre 51-63 (-12),,"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",2
12:31,"MISS 3PTR by LITTLE ,JAMES",,,,,,,"MISS 3PTR by LITTLE ,JAMES",2
--,"REBOUND OFF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
12:22,"GOOD JUMPER by LITTLE ,JAMES(in the paint)",53,,63 (+10),,Mill 53-63 (-10),,"GOOD JUMPER by LITTLE ,JAMES(in the paint)",2
--,"ASSIST  by PHILLIPS JR,RODNEY",,,,,,,"ASSIST  by PHILLIPS JR,RODNEY",2
12:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:13,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:13,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
12:13,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
11:55,,53,,66 (+13),"GOOD 3PTR by TAYLOR,MARSHALL",Centre 53-66 (-13),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
11:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:23,"MISS JUMPER by BONNECAZE,STEWART(in the paint)",,,,,,,"MISS JUMPER by BONNECAZE,STEWART(in the paint)",2
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",2
10:54,,,,,"MISS JUMPER by STINNETT,CADE(in the paint)",,,"MISS JUMPER by STINNETT,CADE(in the paint)",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
10:37,"MISS JUMPER by PHILLIPS JR,RODNEY",,,,,,,"MISS JUMPER by PHILLIPS JR,RODNEY",2
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",2
10:33,,,,,"TURNOVER  by STINNETT,CADE",,,"TURNOVER  by STINNETT,CADE",2
10:33,"STEAL  by BONNECAZE,STEWART",,,,,,,"STEAL  by BONNECAZE,STEWART",2
10:29,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",55,,66 (+11),,Mill 55-66 (-11),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",2
10:05,,55,,69 (+14),"GOOD 3PTR by WILSON,DREW",Centre 55-69 (-14),,"GOOD 3PTR by WILSON,DREW",2
--,,,,,"ASSIST  by TAYLOR,MARSHALL",,,"ASSIST  by TAYLOR,MARSHALL",2
09:40,"GOOD 3PTR by HOGAN,TJ",58,,69 (+11),,Mill 58-69 (-11),,"GOOD 3PTR by HOGAN,TJ",2
--,"ASSIST  by URSIN,AARON",,,,,,,"ASSIST  by URSIN,AARON",2
09:13,,58,,72 (+14),"GOOD 3PTR by TAYLOR,MARSHALL",Centre 58-72 (-14),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by STINNETT,CADE",,,"ASSIST  by STINNETT,CADE",2
08:57,"MISS 3PTR by LITTLE ,JAMES",,,,,,,"MISS 3PTR by LITTLE ,JAMES",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
08:50,,58,,74 (+16),"GOOD JUMPER by STINNETT,CADE(fastbreak)(in the paint)",Centre 58-74 (-16),,"GOOD JUMPER by STINNETT,CADE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
08:40,"GOOD JUMPER by URSIN,AARON",60,,74 (+14),,Mill 60-74 (-14),,"GOOD JUMPER by URSIN,AARON",2
--,"ASSIST  by HOGAN,TJ",,,,,,,"ASSIST  by HOGAN,TJ",2
08:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:39,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",2
08:39,"SUB OUT by LITTLE ,JAMES",,,,,,,"SUB OUT by LITTLE ,JAMES",2
08:39,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
08:39,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",2
08:39,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
08:39,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
08:39,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
08:39,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
08:19,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",2
08:09,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:08,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
07:56,"MISS 3PTR by HOGAN,TJ",,,,,,,"MISS 3PTR by HOGAN,TJ",2
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",2
07:30,,60,,76 (+16),"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 60-76 (-16),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
07:18,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",2
07:18,"GOOD FT by WATSON,DOUG",61,,76 (+15),,Mill 61-76 (-15),,"GOOD FT by WATSON,DOUG",2
07:18,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",2
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",2
07:04,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
07:04,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
07:04,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
06:58,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
06:56,"GOOD 3PTR by BUSH,RODREEKAS",64,,76 (+12),,Mill 64-76 (-12),,"GOOD 3PTR by BUSH,RODREEKAS",2
--,"ASSIST  by HOGAN,TJ",,,,,,,"ASSIST  by HOGAN,TJ",2
06:43,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
06:40,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
06:40,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",2
06:29,,64,,78 (+14),"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 64-78 (-14),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
06:13,"GOOD 3PTR by BUSH,RODREEKAS",67,,78 (+11),,Mill 67-78 (-11),,"GOOD 3PTR by BUSH,RODREEKAS",2
--,"ASSIST  by STEPHEN,SETH",,,,,,,"ASSIST  by STEPHEN,SETH",2
05:51,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND OFF by RING,NOAH",,,"REBOUND OFF by RING,NOAH",2
05:37,,67,,81 (+14),"GOOD 3PTR by TAYLOR,MARSHALL",Centre 67-81 (-14),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by STINNETT,CADE",,,"ASSIST  by STINNETT,CADE",2
05:32,,,,,"FOUL  by WILSON,DREW",,,"FOUL  by WILSON,DREW",2
05:29,"GOOD FT by WATSON,DOUG(fastbreak)",68,,81 (+13),,Mill 68-81 (-13),,"GOOD FT by WATSON,DOUG(fastbreak)",2
05:29,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
05:29,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
05:29,"GOOD FT by WATSON,DOUG(fastbreak)",69,,81 (+12),,Mill 69-81 (-12),,"GOOD FT by WATSON,DOUG(fastbreak)",2
05:07,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",2
--,"REBOUND DEF by ROTH,DREW",,,,,,,"REBOUND DEF by ROTH,DREW",2
05:00,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
04:59,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
04:59,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
04:59,"GOOD FT by WATSON,DOUG(fastbreak)",70,,81 (+11),,Mill 70-81 (-11),,"GOOD FT by WATSON,DOUG(fastbreak)",2
04:59,"GOOD FT by WATSON,DOUG(fastbreak)",71,,81 (+10),,Mill 71-81 (-10),,"GOOD FT by WATSON,DOUG(fastbreak)",2
04:42,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
04:35,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",73,,81 (+8),,Mill 73-81 (-8),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",2
04:25,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:25,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
04:25,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
04:05,,,,,"MISS JUMPER by STINNETT,CADE",,,"MISS JUMPER by STINNETT,CADE",2
04:05,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",2
--,"REBOUND DEF by GASCA,DAKOTA",,,,,,,"REBOUND DEF by GASCA,DAKOTA",2
03:54,"MISS LAYUP by ROTH,DREW(in the paint)",,,,,,,"MISS LAYUP by ROTH,DREW(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:36,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
03:36,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
03:36,"FOUL  by BONNECAZE,STEWART",,,,,,,"FOUL  by BONNECAZE,STEWART",2
03:36,,,,,"MISS FT by MOORE,CHEZ",,,"MISS FT by MOORE,CHEZ",2
--,"REBOUND DEF by BONNECAZE,STEWART",,,,,,,"REBOUND DEF by BONNECAZE,STEWART",2
03:31,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",2
03:31,,,,,"STEAL  by STINNETT,CADE",,,"STEAL  by STINNETT,CADE",2
03:31,,73,,83 (+10),"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 73-83 (-10),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
03:12,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",75,,83 (+8),,Mill 75-83 (-8),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",2
02:46,,75,,86 (+11),"GOOD 3PTR by WILSON,DREW",Centre 75-86 (-11),,"GOOD 3PTR by WILSON,DREW",2
02:34,"MISS JUMPER by GASCA,DAKOTA(in the paint)",,,,,,,"MISS JUMPER by GASCA,DAKOTA(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:28,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
02:28,"SUB IN by LITTLE ,JAMES",,,,,,,"SUB IN by LITTLE ,JAMES",2
02:11,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
02:01,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
01:55,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",2
01:55,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
01:55,,,,,"SUB IN by RAYMER,COLBY",,,"SUB IN by RAYMER,COLBY",2
01:55,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
01:55,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
01:55,"MISS FT by LITTLE ,JAMES(fastbreak)",,,,,,,"MISS FT by LITTLE ,JAMES(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:55,"MISS FT by LITTLE ,JAMES(fastbreak)",,,,,,,"MISS FT by LITTLE ,JAMES(fastbreak)",2
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",2
01:55,"MISS 3PTR by BONNECAZE,STEWART",,,,,,,"MISS 3PTR by BONNECAZE,STEWART",2
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",2
01:55,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",2
--,,,,,"REBOUND DEF by RAYMER,COLBY",,,"REBOUND DEF by RAYMER,COLBY",2
01:55,"FOUL  by BONNECAZE,STEWART",,,,,,,"FOUL  by BONNECAZE,STEWART",2
01:54,,,,,"SUB OUT by RAYMER,COLBY",,,"SUB OUT by RAYMER,COLBY",2
01:54,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
01:54,,75,,87 (+12),"GOOD FT by STINNETT,CADE(fastbreak)",Centre 75-87 (-12),,"GOOD FT by STINNETT,CADE(fastbreak)",2
01:44,,75,,88 (+13),"GOOD FT by STINNETT,CADE(fastbreak)",Centre 75-88 (-13),,"GOOD FT by STINNETT,CADE(fastbreak)",2
01:35,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:30,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
01:30,,,,,"SUB IN by RAYMER,COLBY",,,"SUB IN by RAYMER,COLBY",2
01:21,"SUB OUT by LITTLE ,JAMES",,,,,,,"SUB OUT by LITTLE ,JAMES",2
01:21,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
01:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:21,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:21,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
01:21,,,,,"TURNOVER  by BAUGHMAN,CARTER",,,"TURNOVER  by BAUGHMAN,CARTER",2
01:21,,,,,"SUB OUT by RAYMER,COLBY",,,"SUB OUT by RAYMER,COLBY",2
01:21,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
01:21,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
01:21,"SUB IN by LITTLE ,JAMES",,,,,,,"SUB IN by LITTLE ,JAMES",2
01:14,"MISS LAYUP by WATSON,DOUG(in the paint)",,,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
01:11,"FOUL  by LITTLE ,JAMES",,,,,,,"FOUL  by LITTLE ,JAMES",2
01:11,"SUB OUT by LITTLE ,JAMES",,,,,,,"SUB OUT by LITTLE ,JAMES",2
01:11,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
01:11,,,,,"MISS FT by STINNETT,CADE(fastbreak)",,,"MISS FT by STINNETT,CADE(fastbreak)",2
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",2
01:11,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",77,,88 (+11),,Mill 77-88 (-11),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",2
01:11,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:11,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
01:11,,,,,"SUB IN by RAYMER,COLBY",,,"SUB IN by RAYMER,COLBY",2
01:06,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
01:06,,,,,"SUB OUT by RAYMER,COLBY",,,"SUB OUT by RAYMER,COLBY",2
01:06,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
01:06,,77,,89 (+12),"GOOD FT by TAYLOR,MARSHALL(fastbreak)",Centre 77-89 (-12),,"GOOD FT by TAYLOR,MARSHALL(fastbreak)",2
01:06,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
01:06,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
01:06,,77,,90 (+13),"GOOD FT by TAYLOR,MARSHALL(fastbreak)",Centre 77-90 (-13),,"GOOD FT by TAYLOR,MARSHALL(fastbreak)",2
00:56,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
