Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
00:39,"SUB OUT by AWOLEYE,JONATHAN",,,,,,,"SUB OUT by AWOLEYE,JONATHAN",1
00:39,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",1
00:39,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",1
00:39,"SUB IN by REISMAN ,ROBERT",,,,,,,"SUB IN by REISMAN ,ROBERT",1
00:24,,42 (+6),,36,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 42-36 (-6),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",1
--,,,,,"ASSIST  by BONNECAZE,STEWART",,,"ASSIST  by BONNECAZE,STEWART",1
00:14,"TURNOVER  by BENNEFIELD ,DYLAN",,,,,,,"TURNOVER  by BENNEFIELD ,DYLAN",1
00:05,,42 (+4),,38,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 42-38 (-4),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",1
00:00,"MISS 3PTR by HARRIS,TREY",,,,,,,"MISS 3PTR by HARRIS,TREY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by HAUPT,KYLE",,,"SUB OUT by HAUPT,KYLE",2
20:00,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
20:00,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
20:00,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
20:00,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
20:00,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
20:00,"SUB OUT by BENNEFIELD ,DYLAN",,,,,,,"SUB OUT by BENNEFIELD ,DYLAN",2
20:00,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
20:00,"SUB OUT by REISMAN ,ROBERT",,,,,,,"SUB OUT by REISMAN ,ROBERT",2
20:00,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
20:00,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
20:00,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
20:00,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
20:00,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
19:53,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",,,"MISS LAYUP by URSIN,AARON(in the paint)",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
19:38,"MISS 3PTR by KEMP,JACKSON",,,,,,,"MISS 3PTR by KEMP,JACKSON",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
19:28,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",,,"MISS LAYUP by URSIN,AARON(in the paint)",2
19:28,"BLOCK  by JAMES,JORDAN",,,,,,,"BLOCK  by JAMES,JORDAN",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
19:19,"TURNOVER  by JENEI,RYAN",,,,,,,"TURNOVER  by JENEI,RYAN",2
19:08,,42 (+2),,40,"GOOD LAYUP by ROTH,DREW(in the paint)",Mill 42-40 (-2),,"GOOD LAYUP by ROTH,DREW(in the paint)",2
19:08,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",2
19:08,,,,,"MISS FT by ROTH,DREW",,,"MISS FT by ROTH,DREW",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
18:54,"GOOD 3PTR by JENEI,RYAN",45 (+5),,40,,OU 45-40 (-5),,"GOOD 3PTR by JENEI,RYAN",2
--,"ASSIST  by JAMES,JORDAN",,,,,,,"ASSIST  by JAMES,JORDAN",2
18:35,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
18:35,"STEAL  by EZIGBO,UBA",,,,,,,"STEAL  by EZIGBO,UBA",2
18:30,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",2
18:30,,,,,"STEAL  by URSIN,AARON",,,"STEAL  by URSIN,AARON",2
18:15,,45 (+3),,42,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 45-42 (-3),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
18:02,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",47 (+5),,42,,OU 47-42 (-5),,"GOOD LAYUP by DOOLEY,MALACHI(in the paint)",2
17:44,,,,,"MISS 3PTR by HOGAN,TJ",,,"MISS 3PTR by HOGAN,TJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:42,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
17:42,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
17:27,"MISS 3PTR by DOOLEY,MALACHI",,,,,,,"MISS 3PTR by DOOLEY,MALACHI",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
17:21,,47 (+3),,44,"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",Mill 47-44 (-3),,"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",2
17:09,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
17:09,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",2
17:09,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
17:09,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
16:53,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",2
16:37,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
16:37,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
16:37,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
16:29,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:21,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",,,"TURNOVER  by PHILLIPS JR,RODNEY",2
16:05,"GOOD 3PTR by EZIGBO,UBA",50 (+6),,44,,OU 50-44 (-6),,"GOOD 3PTR by EZIGBO,UBA",2
--,"ASSIST  by DOOLEY,MALACHI",,,,,,,"ASSIST  by DOOLEY,MALACHI",2
15:51,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
15:44,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,"REBOUND DEF by DOOLEY,MALACHI",,,,,,,"REBOUND DEF by DOOLEY,MALACHI",2
15:37,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",2
15:37,"TURNOVER  by KEMP,JACKSON",,,,,,,"TURNOVER  by KEMP,JACKSON",2
15:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:37,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
15:37,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",2
15:37,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
15:37,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
15:37,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
15:37,"SUB IN by BENNEFIELD ,DYLAN",,,,,,,"SUB IN by BENNEFIELD ,DYLAN",2
15:37,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
15:37,"SUB IN by REISMAN ,ROBERT",,,,,,,"SUB IN by REISMAN ,ROBERT",2
15:37,"SUB IN by AWOLEYE,JONATHAN",,,,,,,"SUB IN by AWOLEYE,JONATHAN",2
15:37,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
15:20,,,,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
--,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
15:15,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",,,"TURNOVER  by UGHOVWA,NICHOLAS",2
15:10,"GOOD JUMPER by KEMP,MASON(in the paint)",52 (+8),,44,,OU 52-44 (-8),,"GOOD JUMPER by KEMP,MASON(in the paint)",2
14:54,"FOUL  by AWOLEYE,JONATHAN",,,,,,,"FOUL  by AWOLEYE,JONATHAN",2
14:47,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,"REBOUND DEF by KEMP,MASON",,,,,,,"REBOUND DEF by KEMP,MASON",2
14:35,"MISS JUMPER by HARRIS,TREY(in the paint)",,,,,,,"MISS JUMPER by HARRIS,TREY(in the paint)",2
14:31,"TURNOVER  by HARRIS,TREY",,,,,,,"TURNOVER  by HARRIS,TREY",2
14:31,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
14:31,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
--,"REBOUND OFF by HARRIS,TREY",,,,,,,"REBOUND OFF by HARRIS,TREY",2
14:18,"FOUL  by KEMP,MASON",,,,,,,"FOUL  by KEMP,MASON",2
14:09,,,,,"TURNOVER  by GASCA,DAKOTA",,,"TURNOVER  by GASCA,DAKOTA",2
14:09,"STEAL  by BENNEFIELD ,DYLAN",,,,,,,"STEAL  by BENNEFIELD ,DYLAN",2
14:05,"TURNOVER  by BENNEFIELD ,DYLAN",,,,,,,"TURNOVER  by BENNEFIELD ,DYLAN",2
13:58,,52 (+6),,46,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",Mill 52-46 (-6),,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",2
13:42,"MISS LAYUP by REISMAN ,ROBERT(in the paint)",,,,,,,"MISS LAYUP by REISMAN ,ROBERT(in the paint)",2
--,"REBOUND OFF by AWOLEYE,JONATHAN",,,,,,,"REBOUND OFF by AWOLEYE,JONATHAN",2
13:36,"MISS 3PTR by BENNEFIELD ,DYLAN",,,,,,,"MISS 3PTR by BENNEFIELD ,DYLAN",2
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",2
13:30,,52 (+4),,48,"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",Mill 52-48 (-4),,"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",2
13:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:30,"SUB OUT by BENNEFIELD ,DYLAN",,,,,,,"SUB OUT by BENNEFIELD ,DYLAN",2
13:30,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
13:30,"SUB OUT by REISMAN ,ROBERT",,,,,,,"SUB OUT by REISMAN ,ROBERT",2
13:30,"SUB OUT by AWOLEYE,JONATHAN",,,,,,,"SUB OUT by AWOLEYE,JONATHAN",2
13:30,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
13:30,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
13:30,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
13:30,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
13:30,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
13:30,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
13:23,,,,,"FOUL  by BONNECAZE,STEWART",,,"FOUL  by BONNECAZE,STEWART",2
13:15,"TURNOVER  by JAMES,JORDAN",,,,,,,"TURNOVER  by JAMES,JORDAN",2
13:05,,52 (+2),,50,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",Mill 52-50 (-2),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",2
12:51,"TURNOVER  by DOOLEY,MALACHI",,,,,,,"TURNOVER  by DOOLEY,MALACHI",2
12:51,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",2
12:34,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",2
--,"REBOUND DEF by JAMES,JORDAN",,,,,,,"REBOUND DEF by JAMES,JORDAN",2
12:24,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
12:24,"GOOD FT by JAMES,JORDAN",53 (+3),,50,,OU 53-50 (-3),,"GOOD FT by JAMES,JORDAN",2
12:24,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
12:24,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
12:24,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
12:24,,,,,"SUB IN by LITTLE ,JAMES",,,"SUB IN by LITTLE ,JAMES",2
12:24,"GOOD FT by JAMES,JORDAN",54 (+4),,50,,OU 54-50 (-4),,"GOOD FT by JAMES,JORDAN",2
12:04,,,,,"MISS 3PTR by BONNECAZE,STEWART",,,"MISS 3PTR by BONNECAZE,STEWART",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
11:43,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND OFF by KEMP,JACKSON",,,,,,,"REBOUND OFF by KEMP,JACKSON",2
11:32,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
11:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:32,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
11:32,,,,,"SUB IN by HAUPT,KYLE",,,"SUB IN by HAUPT,KYLE",2
11:28,"TURNOVER  by DOOLEY,MALACHI",,,,,,,"TURNOVER  by DOOLEY,MALACHI",2
11:01,,54 (+1),,53,"GOOD 3PTR by LITTLE ,JAMES",Mill 54-53 (-1),,"GOOD 3PTR by LITTLE ,JAMES",2
10:47,,,,,"FOUL  by LITTLE ,JAMES",,,"FOUL  by LITTLE ,JAMES",2
10:36,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
10:18,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
10:18,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
10:02,,,,,"MISS 3PTR by HAUPT,KYLE",,,"MISS 3PTR by HAUPT,KYLE",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
09:50,,,,,"FOUL  by LITTLE ,JAMES",,,"FOUL  by LITTLE ,JAMES",2
09:50,"GOOD FT by DOOLEY,MALACHI",55 (+2),,53,,OU 55-53 (-2),,"GOOD FT by DOOLEY,MALACHI",2
09:50,"GOOD FT by DOOLEY,MALACHI",56 (+3),,53,,OU 56-53 (-3),,"GOOD FT by DOOLEY,MALACHI",2
09:50,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
09:50,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
09:43,,,,,"TURNOVER  by HAUPT,KYLE",,,"TURNOVER  by HAUPT,KYLE",2
09:30,"GOOD LAYUP by EZIGBO,UBA(in the paint)",58 (+5),,53,,OU 58-53 (-5),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
09:13,,,,,"TURNOVER  by GORTON,MACK",,,"TURNOVER  by GORTON,MACK",2
09:00,"MISS 3PTR by JAMES,JORDAN",,,,,,,"MISS 3PTR by JAMES,JORDAN",2
--,"REBOUND OFF by JENEI,RYAN",,,,,,,"REBOUND OFF by JENEI,RYAN",2
08:50,"GOOD JUMPER by KEMP,JACKSON(in the paint)",60 (+7),,53,,OU 60-53 (-7),,"GOOD JUMPER by KEMP,JACKSON(in the paint)",2
08:42,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
08:32,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
08:32,,60 (+6),,54,"GOOD FT by WATSON,DOUG",Mill 60-54 (-6),,"GOOD FT by WATSON,DOUG",2
08:32,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",2
08:32,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
08:32,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
08:32,"SUB IN by BENNEFIELD ,DYLAN",,,,,,,"SUB IN by BENNEFIELD ,DYLAN",2
08:32,"SUB IN by AWOLEYE,JONATHAN",,,,,,,"SUB IN by AWOLEYE,JONATHAN",2
08:32,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
08:32,,,,,"MISS FT by WATSON,DOUG",,,"MISS FT by WATSON,DOUG",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
08:24,"MISS LAYUP by AWOLEYE,JONATHAN(in the paint)",,,,,,,"MISS LAYUP by AWOLEYE,JONATHAN(in the paint)",2
08:24,,,,,"BLOCK  by GORTON,MACK",,,"BLOCK  by GORTON,MACK",2
--,,,,,"REBOUND DEF by HAUPT,KYLE",,,"REBOUND DEF by HAUPT,KYLE",2
08:07,,,,,"MISS 3PTR by LITTLE ,JAMES",,,"MISS 3PTR by LITTLE ,JAMES",2
--,"REBOUND DEF by KEMP,MASON",,,,,,,"REBOUND DEF by KEMP,MASON",2
07:48,"MISS LAYUP by AWOLEYE,JONATHAN(in the paint)",,,,,,,"MISS LAYUP by AWOLEYE,JONATHAN(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:46,"FOUL  by AWOLEYE,JONATHAN",,,,,,,"FOUL  by AWOLEYE,JONATHAN",2
07:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:46,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
07:46,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
07:46,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
07:46,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
07:46,,60 (+5),,55,"GOOD FT by GORTON,MACK(fastbreak)",Mill 60-55 (-5),,"GOOD FT by GORTON,MACK(fastbreak)",2
07:46,,60 (+4),,56,"GOOD FT by GORTON,MACK(fastbreak)",Mill 60-56 (-4),,"GOOD FT by GORTON,MACK(fastbreak)",2
07:34,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",2
07:34,"GOOD FT by AWOLEYE,JONATHAN",61 (+5),,56,,OU 61-56 (-5),,"GOOD FT by AWOLEYE,JONATHAN",2
07:34,"GOOD FT by AWOLEYE,JONATHAN",62 (+6),,56,,OU 62-56 (-6),,"GOOD FT by AWOLEYE,JONATHAN",2
07:12,"FOUL  by AWOLEYE,JONATHAN",,,,,,,"FOUL  by AWOLEYE,JONATHAN",2
07:12,,,,,"MISS FT by HOGAN,TJ",,,"MISS FT by HOGAN,TJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:12,,62 (+5),,57,"GOOD FT by HOGAN,TJ",Mill 62-57 (-5),,"GOOD FT by HOGAN,TJ",2
07:04,"TURNOVER  by KEMP,MASON",,,,,,,"TURNOVER  by KEMP,MASON",2
07:04,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
07:04,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
06:52,,62 (+2),,60,"GOOD 3PTR by WATSON,DOUG",Mill 62-60 (-2),,"GOOD 3PTR by WATSON,DOUG",2
--,,,,,"ASSIST  by HAUPT,KYLE",,,"ASSIST  by HAUPT,KYLE",2
06:33,"GOOD JUMPER by KEMP,MASON",64 (+4),,60,,OU 64-60 (-4),,"GOOD JUMPER by KEMP,MASON",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
06:18,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by BENNEFIELD ,DYLAN",,,,,,,"REBOUND DEF by BENNEFIELD ,DYLAN",2
06:03,"TURNOVER  by BENNEFIELD ,DYLAN",,,,,,,"TURNOVER  by BENNEFIELD ,DYLAN",2
06:03,,,,,"STEAL  by LITTLE ,JAMES",,,"STEAL  by LITTLE ,JAMES",2
05:42,,,,,"TURNOVER  by HAUPT,KYLE",,,"TURNOVER  by HAUPT,KYLE",2
05:42,"STEAL  by BENNEFIELD ,DYLAN",,,,,,,"STEAL  by BENNEFIELD ,DYLAN",2
05:37,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
05:37,"GOOD FT by BENNEFIELD ,DYLAN",65 (+5),,60,,OU 65-60 (-5),,"GOOD FT by BENNEFIELD ,DYLAN",2
05:37,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",2
05:37,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
05:37,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
05:37,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
05:37,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
05:37,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
05:37,"SUB OUT by AWOLEYE,JONATHAN",,,,,,,"SUB OUT by AWOLEYE,JONATHAN",2
05:37,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
05:37,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
05:37,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
05:37,"GOOD FT by BENNEFIELD ,DYLAN",66 (+6),,60,,OU 66-60 (-6),,"GOOD FT by BENNEFIELD ,DYLAN",2
05:37,"SUB OUT by BENNEFIELD ,DYLAN",,,,,,,"SUB OUT by BENNEFIELD ,DYLAN",2
05:37,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
05:18,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND OFF by URSIN,AARON",,,"REBOUND OFF by URSIN,AARON",2
05:11,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
05:11,"STEAL  by KEMP,MASON",,,,,,,"STEAL  by KEMP,MASON",2
05:11,,,,,"FOUL  by HAUPT,KYLE",,,"FOUL  by HAUPT,KYLE",2
05:11,"MISS FT by KEMP,JACKSON(fastbreak)",,,,,,,"MISS FT by KEMP,JACKSON(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:11,"GOOD FT by KEMP,JACKSON(fastbreak)",67 (+7),,60,,OU 67-60 (-7),,"GOOD FT by KEMP,JACKSON(fastbreak)",2
05:00,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
--,,,,,"REBOUND OFF by BONNECAZE,STEWART",,,"REBOUND OFF by BONNECAZE,STEWART",2
04:57,"FOUL  by DOOLEY,MALACHI",,,,,,,"FOUL  by DOOLEY,MALACHI",2
04:57,,,,,"MISS FT by BONNECAZE,STEWART",,,"MISS FT by BONNECAZE,STEWART",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:57,,67 (+6),,61,"GOOD FT by BONNECAZE,STEWART",Mill 67-61 (-6),,"GOOD FT by BONNECAZE,STEWART",2
04:57,,,,,"SUB OUT by HAUPT,KYLE",,,"SUB OUT by HAUPT,KYLE",2
04:57,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
04:41,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",2
04:26,,,,,"MISS 3PTR by ROTH,DREW",,,"MISS 3PTR by ROTH,DREW",2
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",2
04:19,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,"REBOUND OFF by KEMP,JACKSON",,,,,,,"REBOUND OFF by KEMP,JACKSON",2
04:14,"TURNOVER  by KEMP,JACKSON",,,,,,,"TURNOVER  by KEMP,JACKSON",2
03:53,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",,,"MISS LAYUP by URSIN,AARON(in the paint)",2
--,"REBOUND DEF by KEMP,MASON",,,,,,,"REBOUND DEF by KEMP,MASON",2
03:40,"MISS LAYUP by EZIGBO,UBA(in the paint)",,,,,,,"MISS LAYUP by EZIGBO,UBA(in the paint)",2
03:38,"GOOD LAYUP by JAMES,JORDAN(in the paint)",69 (+8),,61,,OU 69-61 (-8),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",2
03:38,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
03:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:38,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
03:38,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
03:38,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
