Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
19:47,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",1
19:47,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",1
19:40,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:29,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",1
19:29,,0,,1 (+1),"GOOD FT by URSIN,AARON",Mill 0-1 (+1),,"GOOD FT by URSIN,AARON",1
19:29,,,,,"MISS FT by URSIN,AARON",,,"MISS FT by URSIN,AARON",1
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
19:09,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",1
19:09,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",1
19:01,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",1
19:01,"BLOCK  by ESSICK,JALEN",,,,,,,"BLOCK  by ESSICK,JALEN",1
18:54,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",1
18:51,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",1
--,,,,,"REBOUND DEF by BUSH,RODREEKAS",,,"REBOUND DEF by BUSH,RODREEKAS",1
18:21,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
18:12,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",1
18:02,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",1
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",1
17:58,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",1
17:56,"TURNOVER  by WILLIAMS,ZAVIEN",,,,,,,"TURNOVER  by WILLIAMS,ZAVIEN",1
17:34,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",1
17:19,"MISS JUMPER by WILEY,KOKI(in the paint)",,,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
17:15,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
17:00,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",,,"MISS JUMPER by URSIN,AARON(in the paint)",1
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",1
16:51,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",1
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",1
16:36,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
