Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
17:02,,,,,"MISS 3PTR by ROTH,DREW",,,"MISS 3PTR by ROTH,DREW",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
16:58,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",1
16:58,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
16:47,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",1
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",1
16:36,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
16:26,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",1
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",1
16:03,,,,,"MISS JUMPER by BONNECAZE,STEWART(in the paint)",,,"MISS JUMPER by BONNECAZE,STEWART(in the paint)",1
--,"REBOUND DEF by CLARK,BRYCE",,,,,,,"REBOUND DEF by CLARK,BRYCE",1
15:56,"TURNOVER  by ELLIS,CHASE",,,,,,,"TURNOVER  by ELLIS,CHASE",1
15:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:56,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",1
15:56,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",1
15:56,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
15:56,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",1
15:56,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
15:56,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
15:56,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",1
15:56,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",1
15:45,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
15:21,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",1
--,"REBOUND OFF by SEGALL,RYAN",,,,,,,"REBOUND OFF by SEGALL,RYAN",1
15:15,"MISS LAYUP by COSTAS,RILEY(in the paint)",,,,,,,"MISS LAYUP by COSTAS,RILEY(in the paint)",1
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",1
15:05,,6 (+1),,5,"GOOD 3PTR by RUCKER,CAM",Mill 6-5 (-1),,"GOOD 3PTR by RUCKER,CAM",1
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",1
14:47,"MISS LAYUP by SEGALL,RYAN(in the paint)",,,,,,,"MISS LAYUP by SEGALL,RYAN(in the paint)",1
--,,,,,"REBOUND DEF by GORTON,MACK",,,"REBOUND DEF by GORTON,MACK",1
14:31,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",1
14:31,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",1
14:31,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
14:31,,,,,"SUB IN by LITTLE ,JAMES",,,"SUB IN by LITTLE ,JAMES",1
14:21,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",,,,,,,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",1
--,"REBOUND OFF by CAMPBELL,BLAKE",,,,,,,"REBOUND OFF by CAMPBELL,BLAKE",1
14:16,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",,,,,,,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",1
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",1
14:07,,,,,"MISS 3PTR by LITTLE ,JAMES",,,"MISS 3PTR by LITTLE ,JAMES",1
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",1
13:53,"TURNOVER  by HONROTH,OWEN",,,,,,,"TURNOVER  by HONROTH,OWEN",1
13:53,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",1
13:53,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
13:53,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
13:53,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
13:35,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",1
--,,,,,"REBOUND OFF by URSIN,AARON",,,"REBOUND OFF by URSIN,AARON",1
13:29,,6,,7 (+1),"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 6-7 (+1),,"GOOD LAYUP by URSIN,AARON(in the paint)",1
13:21,"MISS 3PTR by KRUEGER,JORDAN",,,,,,,"MISS 3PTR by KRUEGER,JORDAN",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
13:14,"FOUL  by HONROTH,OWEN",,,,,,,"FOUL  by HONROTH,OWEN",1
13:14,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",1
13:14,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",1
13:14,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
13:14,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",1
13:14,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
13:14,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
13:05,,,,,"TURNOVER  by LITTLE ,JAMES",,,"TURNOVER  by LITTLE ,JAMES",1
13:05,"STEAL  by CLARK,BRYCE",,,,,,,"STEAL  by CLARK,BRYCE",1
12:50,"GOOD 3PTR by CAMPBELL,BLAKE",9 (+2),,7,,Berry 9-7 (-2),,"GOOD 3PTR by CAMPBELL,BLAKE",1
--,"ASSIST  by KRUEGER,JORDAN",,,,,,,"ASSIST  by KRUEGER,JORDAN",1
12:33,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",1
12:33,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",1
12:33,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
12:33,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
12:19,"TURNOVER  by KRUEGER,JORDAN",,,,,,,"TURNOVER  by KRUEGER,JORDAN",1
12:19,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",1
12:19,"SUB IN by CRAFT,JAKE",,,,,,,"SUB IN by CRAFT,JAKE",1
12:07,,9,,9,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 9-9 (0),,"GOOD LAYUP by URSIN,AARON(in the paint)",1
11:39,"FOUL  by CAMPBELL,BLAKE",,,,,,,"FOUL  by CAMPBELL,BLAKE",1
11:39,"TURNOVER  by CAMPBELL,BLAKE",,,,,,,"TURNOVER  by CAMPBELL,BLAKE",1
11:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:27,,,,,"MISS 3PTR by URSIN,AARON",,,"MISS 3PTR by URSIN,AARON",1
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",1
11:20,"MISS 3PTR by CRAFT,JAKE",,,,,,,"MISS 3PTR by CRAFT,JAKE",1
--,,,,,"REBOUND DEF by FORBES,TRACE",,,"REBOUND DEF by FORBES,TRACE",1
11:10,,,,,"MISS 3PTR by FORBES,TRACE",,,"MISS 3PTR by FORBES,TRACE",1
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",1
10:56,"MISS LAYUP by CLARK,BRYCE(in the paint)",,,,,,,"MISS LAYUP by CLARK,BRYCE(in the paint)",1
10:56,,,,,"BLOCK  by FORBES,TRACE",,,"BLOCK  by FORBES,TRACE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:56,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",1
10:56,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
10:56,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
10:56,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
10:53,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
10:39,,9,,11 (+2),"GOOD JUMPER by LITTLE ,JAMES",Mill 9-11 (+2),,"GOOD JUMPER by LITTLE ,JAMES",1
10:27,"MISS 3PTR by CRAFT,JAKE",,,,,,,"MISS 3PTR by CRAFT,JAKE",1
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",1
10:08,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
09:45,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",1
09:45,"GOOD FT by COSTAS,RILEY",10,,11 (+1),,Berry 10-11 (+1),,"GOOD FT by COSTAS,RILEY",1
09:45,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
09:45,,,,,"SUB OUT by FORBES,TRACE",,,"SUB OUT by FORBES,TRACE",1
09:45,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",1
09:45,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",1
09:45,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",1
09:45,"SUB OUT by CRAFT,JAKE",,,,,,,"SUB OUT by CRAFT,JAKE",1
09:45,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
09:45,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",1
09:45,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
09:45,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",1
09:45,"MISS FT by COSTAS,RILEY",,,,,,,"MISS FT by COSTAS,RILEY",1
--,,,,,"REBOUND DEF by LITTLE ,JAMES",,,"REBOUND DEF by LITTLE ,JAMES",1
09:34,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
09:34,"STEAL  by JOHNSON,MICHAEL",,,,,,,"STEAL  by JOHNSON,MICHAEL",1
09:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
09:18,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",1
09:18,"GOOD FT by COSTAS,RILEY",11,,11,,Berry 11-11 (0),,"GOOD FT by COSTAS,RILEY",1
09:18,"GOOD FT by COSTAS,RILEY",12 (+1),,11,,Berry 12-11 (-1),,"GOOD FT by COSTAS,RILEY",1
08:49,,,,,"MISS 3PTR by LITTLE ,JAMES",,,"MISS 3PTR by LITTLE ,JAMES",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:48,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",1
08:48,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
08:48,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
08:32,,12,,13 (+1),"GOOD JUMPER by LITTLE ,JAMES(in the paint)",Mill 12-13 (+1),,"GOOD JUMPER by LITTLE ,JAMES(in the paint)",1
08:19,"MISS LAYUP by SEGALL,RYAN(in the paint)",,,,,,,"MISS LAYUP by SEGALL,RYAN(in the paint)",1
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",1
08:16,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",1
08:16,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",1
08:16,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
08:01,,12,,15 (+3),"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 12-15 (+3),,"GOOD JUMPER by WATSON,DOUG(in the paint)",1
07:49,"GOOD 3PTR by ELLIS,CHASE",15,,15,,Berry 15-15 (0),,"GOOD 3PTR by ELLIS,CHASE",1
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",1
07:27,,,,,"TURNOVER  by LITTLE ,JAMES",,,"TURNOVER  by LITTLE ,JAMES",1
07:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:27,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",1
07:27,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
07:27,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
07:27,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
07:27,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
07:27,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",1
07:26,"GOOD LAYUP by KRUEGER,JORDAN(in the paint)",17 (+2),,15,,Berry 17-15 (-2),,"GOOD LAYUP by KRUEGER,JORDAN(in the paint)",1
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",1
07:04,,17,,17,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 17-17 (0),,"GOOD LAYUP by WATSON,DOUG(in the paint)",1
06:40,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",1
06:40,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",1
--,"REBOUND OFF by JOHNSON,MICHAEL",,,,,,,"REBOUND OFF by JOHNSON,MICHAEL",1
06:29,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
06:15,,17,,20 (+3),"GOOD 3PTR by WATSON,DOUG",Mill 17-20 (+3),,"GOOD 3PTR by WATSON,DOUG",1
--,,,,,"ASSIST  by URSIN,AARON",,,"ASSIST  by URSIN,AARON",1
05:27,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",1
05:27,"GOOD FT by JOHNSON,MICHAEL",18,,20 (+2),,Berry 18-20 (+2),,"GOOD FT by JOHNSON,MICHAEL",1
05:27,"GOOD FT by JOHNSON,MICHAEL",19,,20 (+1),,Berry 19-20 (+1),,"GOOD FT by JOHNSON,MICHAEL",1
05:27,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",1
05:27,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",1
05:27,"GOOD FT by JOHNSON,MICHAEL",20,,20,,Berry 20-20 (0),,"GOOD FT by JOHNSON,MICHAEL",1
05:26,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
05:26,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
05:15,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",,,"MISS JUMPER by URSIN,AARON(in the paint)",1
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",1
05:12,"GOOD LAYUP by CLARK,BRYCE(in the paint)",22 (+2),,20,,Berry 22-20 (-2),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",1
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",1
05:01,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
05:01,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
04:56,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",1
04:56,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",,,"MISS LAYUP by URSIN,AARON(in the paint)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
04:31,,,,,"MISS 3PTR by BONNECAZE,STEWART",,,"MISS 3PTR by BONNECAZE,STEWART",1
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",1
04:28,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",1
04:28,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
04:28,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",1
04:28,"MISS FT by CAMPBELL,BLAKE(fastbreak)",,,,,,,"MISS FT by CAMPBELL,BLAKE(fastbreak)",1
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",1
04:15,,22,,22,"GOOD JUMPER by GASCA,DAKOTA(in the paint)",Mill 22-22 (0),,"GOOD JUMPER by GASCA,DAKOTA(in the paint)",1
03:56,"MISS JUMPER by ELLIS,CHASE(in the paint)",,,,,,,"MISS JUMPER by ELLIS,CHASE(in the paint)",1
--,"REBOUND OFF by CLARK,BRYCE",,,,,,,"REBOUND OFF by CLARK,BRYCE",1
03:54,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",1
03:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:54,"MISS FT by CLARK,BRYCE",,,,,,,"MISS FT by CLARK,BRYCE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:54,"MISS FT by CLARK,BRYCE",,,,,,,"MISS FT by CLARK,BRYCE",1
--,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",,,"REBOUND DEF by UGHOVWA,NICHOLAS",1
03:34,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",,,"TURNOVER  by UGHOVWA,NICHOLAS",1
03:34,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",1
03:34,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
03:34,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
03:34,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
03:15,"GOOD 3PTR by ELLIS,CHASE",25 (+3),,22,,Berry 25-22 (-3),,"GOOD 3PTR by ELLIS,CHASE",1
02:58,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",,,"TURNOVER  by UGHOVWA,NICHOLAS",1
02:58,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",1
02:58,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",1
02:58,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",1
02:58,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",1
02:45,"GOOD JUMPER by ELLIS,CHASE",27 (+5),,22,,Berry 27-22 (-5),,"GOOD JUMPER by ELLIS,CHASE",1
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",1
02:29,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",1
02:29,,,,,"MISS FT by BONNECAZE,STEWART",,,"MISS FT by BONNECAZE,STEWART",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:29,,27 (+4),,23,"GOOD FT by BONNECAZE,STEWART",Mill 27-23 (-4),,"GOOD FT by BONNECAZE,STEWART",1
02:29,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",1
02:29,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
02:29,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
02:29,,,,,"SUB IN by LITTLE ,JAMES",,,"SUB IN by LITTLE ,JAMES",1
02:16,,,,,"FOUL  by FORBES,TRACE",,,"FOUL  by FORBES,TRACE",1
02:16,"GOOD FT by HONROTH,OWEN",28 (+5),,23,,Berry 28-23 (-5),,"GOOD FT by HONROTH,OWEN",1
02:16,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",1
02:16,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
02:16,"MISS FT by HONROTH,OWEN",,,,,,,"MISS FT by HONROTH,OWEN",1
--,,,,,"REBOUND DEF by FORBES,TRACE",,,"REBOUND DEF by FORBES,TRACE",1
01:50,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",1
01:50,"STEAL  by ELLIS,CHASE",,,,,,,"STEAL  by ELLIS,CHASE",1
01:45,"GOOD DUNK by ELLIS,CHASE(fastbreak)(in the paint)",30 (+7),,23,,Berry 30-23 (-7),,"GOOD DUNK by ELLIS,CHASE(fastbreak)(in the paint)",1
01:17,,,,,"MISS JUMPER by LITTLE ,JAMES",,,"MISS JUMPER by LITTLE ,JAMES",1
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",1
01:05,"TURNOVER  by ELLIS,CHASE",,,,,,,"TURNOVER  by ELLIS,CHASE",1
01:05,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
01:05,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",1
00:55,,,,,"MISS 3PTR by GORTON,MACK",,,"MISS 3PTR by GORTON,MACK",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
00:43,"MISS LAYUP by CLARK,BRYCE(in the paint)",,,,,,,"MISS LAYUP by CLARK,BRYCE(in the paint)",1
--,"REBOUND OFF by CLARK,BRYCE",,,,,,,"REBOUND OFF by CLARK,BRYCE",1
00:38,"TURNOVER  by CLARK,BRYCE",,,,,,,"TURNOVER  by CLARK,BRYCE",1
00:38,,,,,"SUB OUT by FORBES,TRACE",,,"SUB OUT by FORBES,TRACE",1
00:38,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",1
00:38,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
00:38,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
00:21,,30 (+5),,25,"GOOD JUMPER by GORTON,MACK(in the paint)",Mill 30-25 (-5),,"GOOD JUMPER by GORTON,MACK(in the paint)",1
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",1
00:08,"TURNOVER  by ELLIS,CHASE",,,,,,,"TURNOVER  by ELLIS,CHASE",1
00:08,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",2
20:00,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
20:00,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
20:00,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
