Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
20:00,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
20:00,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
19:54,,30 (+3),,27,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 30-27 (-3),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
19:28,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",2
19:20,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
18:57,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,"REBOUND OFF by CLARK,BRYCE",,,,,,,"REBOUND OFF by CLARK,BRYCE",2
18:43,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:40,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
18:40,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
18:34,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",2
18:21,,30,,30,"GOOD 3PTR by HOGAN,TJ",Mill 30-30 (0),,"GOOD 3PTR by HOGAN,TJ",2
--,,,,,"ASSIST  by URSIN,AARON",,,"ASSIST  by URSIN,AARON",2
18:12,"GOOD LAYUP by CLARK,BRYCE(in the paint)",32 (+2),,30,,Berry 32-30 (-2),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",2
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",2
17:46,,32,,33 (+1),"GOOD 3PTR by PHILLIPS JR,RODNEY",Mill 32-33 (+1),,"GOOD 3PTR by PHILLIPS JR,RODNEY",2
--,,,,,"ASSIST  by HOGAN,TJ",,,"ASSIST  by HOGAN,TJ",2
17:35,"GOOD LAYUP by CLARK,BRYCE(in the paint)",34 (+1),,33,,Berry 34-33 (-1),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",2
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",2
17:16,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND OFF by GASCA,DAKOTA",,,"REBOUND OFF by GASCA,DAKOTA",2
17:04,,,,,"FOUL  by PHILLIPS JR,RODNEY",,,"FOUL  by PHILLIPS JR,RODNEY",2
17:04,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",,,"TURNOVER  by PHILLIPS JR,RODNEY",2
17:04,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
17:04,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
17:04,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
17:04,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",2
16:26,"MISS LAYUP by SEGALL,RYAN(in the paint)",,,,,,,"MISS LAYUP by SEGALL,RYAN(in the paint)",2
--,"REBOUND OFF by SEGALL,RYAN",,,,,,,"REBOUND OFF by SEGALL,RYAN",2
16:24,"GOOD LAYUP by SEGALL,RYAN(in the paint)",36 (+3),,33,,Berry 36-33 (-3),,"GOOD LAYUP by SEGALL,RYAN(in the paint)",2
16:24,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",2
16:24,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
16:24,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
16:24,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
16:24,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
16:24,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",2
16:24,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
16:24,"MISS FT by SEGALL,RYAN",,,,,,,"MISS FT by SEGALL,RYAN",2
--,"REBOUND OFF by HONROTH,OWEN",,,,,,,"REBOUND OFF by HONROTH,OWEN",2
16:14,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:11,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
16:11,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",2
16:01,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND OFF by BONNECAZE,STEWART",,,"REBOUND OFF by BONNECAZE,STEWART",2
15:45,,,,,"MISS 3PTR by FORBES,TRACE",,,"MISS 3PTR by FORBES,TRACE",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
15:40,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",2
15:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:40,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
15:40,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
15:40,,,,,"SUB IN by HAUPT,KYLE",,,"SUB IN by HAUPT,KYLE",2
15:40,,,,,"SUB IN by LITTLE ,JAMES",,,"SUB IN by LITTLE ,JAMES",2
15:22,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:05,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
14:50,,,,,"FOUL  by LITTLE ,JAMES",,,"FOUL  by LITTLE ,JAMES",2
14:50,,,,,"TURNOVER  by LITTLE ,JAMES",,,"TURNOVER  by LITTLE ,JAMES",2
14:43,"MISS LAYUP by SEGALL,RYAN(in the paint)",,,,,,,"MISS LAYUP by SEGALL,RYAN(in the paint)",2
--,"REBOUND OFF by SEGALL,RYAN",,,,,,,"REBOUND OFF by SEGALL,RYAN",2
14:41,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:30,"FOUL  by CAMPBELL,BLAKE",,,,,,,"FOUL  by CAMPBELL,BLAKE",2
14:30,,36 (+2),,34,"GOOD FT by BONNECAZE,STEWART",Mill 36-34 (-2),,"GOOD FT by BONNECAZE,STEWART",2
14:30,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",2
14:30,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",2
14:30,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
14:30,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
14:30,,,,,"MISS FT by BONNECAZE,STEWART",,,"MISS FT by BONNECAZE,STEWART",2
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",2
14:20,"TURNOVER  by KRUEGER,JORDAN",,,,,,,"TURNOVER  by KRUEGER,JORDAN",2
14:07,,,,,"MISS 3PTR by FORBES,TRACE",,,"MISS 3PTR by FORBES,TRACE",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
13:50,"MISS LAYUP by CLARK,BRYCE(in the paint)",,,,,,,"MISS LAYUP by CLARK,BRYCE(in the paint)",2
13:50,,,,,"BLOCK  by FORBES,TRACE",,,"BLOCK  by FORBES,TRACE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:46,"GOOD LAYUP by ELLIS,CHASE(in the paint)",38 (+4),,34,,Berry 38-34 (-4),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
13:46,,,,,"FOUL  by LITTLE ,JAMES",,,"FOUL  by LITTLE ,JAMES",2
13:46,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",2
13:44,"MISS 3PTR by KRUEGER,JORDAN",,,,,,,"MISS 3PTR by KRUEGER,JORDAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:38,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
13:38,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
13:19,,,,,"MISS JUMPER by LITTLE ,JAMES",,,"MISS JUMPER by LITTLE ,JAMES",2
13:19,"BLOCK  by CAMPBELL,BLAKE",,,,,,,"BLOCK  by CAMPBELL,BLAKE",2
--,"REBOUND DEF by CLARK,BRYCE",,,,,,,"REBOUND DEF by CLARK,BRYCE",2
13:08,"GOOD 3PTR by HONROTH,OWEN",41 (+7),,34,,Berry 41-34 (-7),,"GOOD 3PTR by HONROTH,OWEN",2
--,"ASSIST  by CAMPBELL,BLAKE",,,,,,,"ASSIST  by CAMPBELL,BLAKE",2
12:59,,,,,"MISS 3PTR by BONNECAZE,STEWART",,,"MISS 3PTR by BONNECAZE,STEWART",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
12:50,"FOUL TECH by CAMPBELL,BLAKE",,,,,,,"FOUL TECH by CAMPBELL,BLAKE",2
12:50,,41 (+6),,35,"GOOD FT by LITTLE ,JAMES",Mill 41-35 (-6),,"GOOD FT by LITTLE ,JAMES",2
12:50,,,,,"SUB OUT by HAUPT,KYLE",,,"SUB OUT by HAUPT,KYLE",2
12:50,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",2
12:50,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
12:50,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
12:50,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
12:50,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
12:50,"GOOD 3PTR by CAMPBELL,BLAKE",44 (+9),,35,,Berry 44-35 (-9),,"GOOD 3PTR by CAMPBELL,BLAKE",2
12:40,"FOUL  by CLARK,BRYCE",,,,,,,"FOUL  by CLARK,BRYCE",2
12:40,,,,,"SUB OUT by FORBES,TRACE",,,"SUB OUT by FORBES,TRACE",2
12:40,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
12:28,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",,,"TURNOVER  by PHILLIPS JR,RODNEY",2
12:28,"STEAL  by CLARK,BRYCE",,,,,,,"STEAL  by CLARK,BRYCE",2
12:28,"MISS LAYUP by HONROTH,OWEN(in the paint)",,,,,,,"MISS LAYUP by HONROTH,OWEN(in the paint)",2
--,"REBOUND OFF by CLARK,BRYCE",,,,,,,"REBOUND OFF by CLARK,BRYCE",2
12:28,"MISS 3PTR by ELLIS,CHASE",,,,,,,"MISS 3PTR by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
12:15,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
11:36,"MISS 3PTR by COSTAS,RILEY",,,,,,,"MISS 3PTR by COSTAS,RILEY",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
11:24,"FOUL  by CLARK,BRYCE",,,,,,,"FOUL  by CLARK,BRYCE",2
11:24,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:24,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
11:24,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
11:24,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",2
11:24,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
11:24,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
11:24,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",2
11:05,,44 (+7),,37,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 44-37 (-7),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",2
11:04,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",2
11:04,,44 (+6),,38,"GOOD FT by PHILLIPS JR,RODNEY",Mill 44-38 (-6),,"GOOD FT by PHILLIPS JR,RODNEY",2
10:46,"TURNOVER  by COSTAS,RILEY",,,,,,,"TURNOVER  by COSTAS,RILEY",2
10:32,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",2
10:32,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",2
10:32,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
10:29,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
10:29,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",2
10:08,"GOOD 3PTR by HONROTH,OWEN",47 (+9),,38,,Berry 47-38 (-9),,"GOOD 3PTR by HONROTH,OWEN",2
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",2
09:52,,,,,"TURNOVER  by GASCA,DAKOTA",,,"TURNOVER  by GASCA,DAKOTA",2
09:39,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,"REBOUND OFF by CLARK,BRYCE",,,,,,,"REBOUND OFF by CLARK,BRYCE",2
09:22,"MISS JUMPER by ELLIS,CHASE(in the paint)",,,,,,,"MISS JUMPER by ELLIS,CHASE(in the paint)",2
--,"REBOUND OFF by CLARK,BRYCE",,,,,,,"REBOUND OFF by CLARK,BRYCE",2
09:21,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
09:21,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
09:21,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
09:21,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
09:21,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",2
09:21,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
09:21,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
09:21,"MISS FT by CLARK,BRYCE(fastbreak)",,,,,,,"MISS FT by CLARK,BRYCE(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:21,"MISS FT by CLARK,BRYCE(fastbreak)",,,,,,,"MISS FT by CLARK,BRYCE(fastbreak)",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
09:21,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
09:21,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
09:03,"FOUL  by CAMPBELL,BLAKE",,,,,,,"FOUL  by CAMPBELL,BLAKE",2
09:03,,47 (+8),,39,"GOOD FT by URSIN,AARON",Mill 47-39 (-8),,"GOOD FT by URSIN,AARON",2
09:03,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
09:03,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
09:03,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
09:03,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
09:03,,,,,"MISS FT by URSIN,AARON",,,"MISS FT by URSIN,AARON",2
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",2
08:44,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",49 (+10),,39,,Berry 49-39 (-10),,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",2
08:32,"FOUL  by KRUEGER,JORDAN",,,,,,,"FOUL  by KRUEGER,JORDAN",2
08:32,,,,,"MISS FT by PHILLIPS JR,RODNEY",,,"MISS FT by PHILLIPS JR,RODNEY",2
--,"REBOUND DEF by CLARK,BRYCE",,,,,,,"REBOUND DEF by CLARK,BRYCE",2
08:05,"MISS LAYUP by KRUEGER,JORDAN(in the paint)",,,,,,,"MISS LAYUP by KRUEGER,JORDAN(in the paint)",2
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",2
07:53,"FOUL  by KRUEGER,JORDAN",,,,,,,"FOUL  by KRUEGER,JORDAN",2
07:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:53,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
07:53,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
07:53,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
07:53,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
07:53,,49 (+9),,40,"GOOD FT by PHILLIPS JR,RODNEY",Mill 49-40 (-9),,"GOOD FT by PHILLIPS JR,RODNEY",2
07:53,,49 (+8),,41,"GOOD FT by PHILLIPS JR,RODNEY",Mill 49-41 (-8),,"GOOD FT by PHILLIPS JR,RODNEY",2
07:33,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
07:33,"MISS FT by COSTAS,RILEY",,,,,,,"MISS FT by COSTAS,RILEY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:33,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",2
07:33,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
07:33,"MISS FT by COSTAS,RILEY",,,,,,,"MISS FT by COSTAS,RILEY",2
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",2
07:16,,49 (+6),,43,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 49-43 (-6),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
06:52,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
06:52,,,,,"STEAL  by URSIN,AARON",,,"STEAL  by URSIN,AARON",2
06:46,"FOUL  by HONROTH,OWEN",,,,,,,"FOUL  by HONROTH,OWEN",2
06:46,,49 (+5),,44,"GOOD FT by HOGAN,TJ",Mill 49-44 (-5),,"GOOD FT by HOGAN,TJ",2
06:46,,49 (+4),,45,"GOOD FT by HOGAN,TJ",Mill 49-45 (-4),,"GOOD FT by HOGAN,TJ",2
06:23,"GOOD LAYUP by CLARK,BRYCE(in the paint)",51 (+6),,45,,Berry 51-45 (-6),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",2
06:07,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",,,"TURNOVER  by PHILLIPS JR,RODNEY",2
06:07,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
06:07,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
05:56,"GOOD 3PTR by HONROTH,OWEN",54 (+9),,45,,Berry 54-45 (-9),,"GOOD 3PTR by HONROTH,OWEN",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
05:42,,,,,"MISS 3PTR by URSIN,AARON",,,"MISS 3PTR by URSIN,AARON",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
05:28,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
05:28,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:28,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
05:28,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
05:28,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
05:28,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
05:28,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
05:28,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
05:28,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",2
05:28,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",2
05:28,"GOOD FT by ELLIS,CHASE",55 (+10),,45,,Berry 55-45 (-10),,"GOOD FT by ELLIS,CHASE",2
05:12,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:02,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",,,,,,,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",2
--,"REBOUND OFF by SEGALL,RYAN",,,,,,,"REBOUND OFF by SEGALL,RYAN",2
04:55,"GOOD LAYUP by SEGALL,RYAN(in the paint)",57 (+12),,45,,Berry 57-45 (-12),,"GOOD LAYUP by SEGALL,RYAN(in the paint)",2
04:49,,,,,"TURNOVER  by GORTON,MACK",,,"TURNOVER  by GORTON,MACK",2
04:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
04:49,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
04:49,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",2
04:49,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",2
04:49,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
04:44,"TURNOVER  by CAMPBELL,BLAKE",,,,,,,"TURNOVER  by CAMPBELL,BLAKE",2
04:26,,,,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",2
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",2
04:07,"TURNOVER  by HONROTH,OWEN",,,,,,,"TURNOVER  by HONROTH,OWEN",2
04:07,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
04:07,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
03:51,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
03:40,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
03:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:40,,,,,"SUB OUT by FORBES,TRACE",,,"SUB OUT by FORBES,TRACE",2
03:40,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
03:40,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",2
03:40,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
03:40,"GOOD FT by JOHNSON,MICHAEL",58 (+13),,45,,Berry 58-45 (-13),,"GOOD FT by JOHNSON,MICHAEL",2
03:40,"GOOD FT by JOHNSON,MICHAEL",59 (+14),,45,,Berry 59-45 (-14),,"GOOD FT by JOHNSON,MICHAEL",2
03:40,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
03:40,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
03:23,,59 (+12),,47,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",Mill 59-47 (-12),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",2
03:21,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:21,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",2
03:21,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
03:04,"TURNOVER  by COSTAS,RILEY",,,,,,,"TURNOVER  by COSTAS,RILEY",2
02:53,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
02:53,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",2
02:29,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:28,,,,,"FOUL TECH by ROTH,DREW",,,"FOUL TECH by ROTH,DREW",2
02:28,"MISS FT by CLARK,BRYCE(fastbreak)",,,,,,,"MISS FT by CLARK,BRYCE(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:28,"GOOD FT by CLARK,BRYCE(fastbreak)",60 (+13),,47,,Berry 60-47 (-13),,"GOOD FT by CLARK,BRYCE(fastbreak)",2
02:25,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
02:01,"FOUL TECH by HONROTH,OWEN",,,,,,,"FOUL TECH by HONROTH,OWEN",2
