Time Remaining,WEBSTR,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
--,"ASSIST  by DIALLO,ALPHA",,,,,,,"ASSIST  by DIALLO,ALPHA",1
20:00,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
20:00,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
20:00,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
20:00,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
20:00,"SUB OUT by DIALLO,ALPHA",,,,,,,"SUB OUT by DIALLO,ALPHA",2
20:00,"SUB OUT by JONES,NATE",,,,,,,"SUB OUT by JONES,NATE",2
20:00,"SUB OUT by LUSTER,JOSH",,,,,,,"SUB OUT by LUSTER,JOSH",2
20:00,"SUB IN by COLEMAN,JASON",,,,,,,"SUB IN by COLEMAN,JASON",2
20:00,"SUB IN by SYKES II,JEMARD",,,,,,,"SUB IN by SYKES II,JEMARD",2
20:00,"SUB IN by MOORE,KARL",,,,,,,"SUB IN by MOORE,KARL",2
19:49,"GOOD LAYUP by MOORE,KARL(in the paint)",37 (+13),,24,,WEBSTR 37-24 (-13),,"GOOD LAYUP by MOORE,KARL(in the paint)",2
19:32,"FOUL  by COLEMAN,JASON",,,,,,,"FOUL  by COLEMAN,JASON",2
19:32,,,,,"MISS FT by UGHOVWA,NICHOLAS",,,"MISS FT by UGHOVWA,NICHOLAS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:32,,,,,"MISS FT by UGHOVWA,NICHOLAS",,,"MISS FT by UGHOVWA,NICHOLAS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:16,"MISS JUMPER by BECTON,MARKUS",,,,,,,"MISS JUMPER by BECTON,MARKUS",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
19:07,,,,,"MISS 3PTR by HOGAN,TJ",,,"MISS 3PTR by HOGAN,TJ",2
--,"REBOUND DEF by BECTON,MARKUS",,,,,,,"REBOUND DEF by BECTON,MARKUS",2
18:51,"MISS JUMPER by BROWN JR.,WYNNE",,,,,,,"MISS JUMPER by BROWN JR.,WYNNE",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
18:39,,,,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",2
--,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
18:27,,,,,"MISS 3PTR by UGHOVWA,NICHOLAS",,,"MISS 3PTR by UGHOVWA,NICHOLAS",2
--,"REBOUND DEF by BROWN JR.,WYNNE",,,,,,,"REBOUND DEF by BROWN JR.,WYNNE",2
18:17,"TURNOVER  by BECTON,MARKUS",,,,,,,"TURNOVER  by BECTON,MARKUS",2
18:17,,,,,"STEAL  by UGHOVWA,NICHOLAS",,,"STEAL  by UGHOVWA,NICHOLAS",2
18:15,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
18:15,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
18:13,,,,,"MISS 3PTR by URSIN,AARON",,,"MISS 3PTR by URSIN,AARON",2
--,"REBOUND DEF by MOORE,KARL",,,,,,,"REBOUND DEF by MOORE,KARL",2
17:50,"GOOD LAYUP by MOORE,KARL(in the paint)",39 (+15),,24,,WEBSTR 39-24 (-15),,"GOOD LAYUP by MOORE,KARL(in the paint)",2
17:50,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
17:50,"MISS FT by MOORE,KARL",,,,,,,"MISS FT by MOORE,KARL",2
--,"REBOUND OFF by SYKES II,JEMARD",,,,,,,"REBOUND OFF by SYKES II,JEMARD",2
17:34,"TURNOVER  by BROWN JR.,WYNNE",,,,,,,"TURNOVER  by BROWN JR.,WYNNE",2
17:34,,,,,"STEAL  by WATSON,DOUG",,,"STEAL  by WATSON,DOUG",2
17:34,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by BROWN JR.,WYNNE",,,,,,,"REBOUND DEF by BROWN JR.,WYNNE",2
17:25,"GOOD LAYUP by SYKES II,JEMARD(fastbreak)(in the paint)",41 (+17),,24,,WEBSTR 41-24 (-17),,"GOOD LAYUP by SYKES II,JEMARD(fastbreak)(in the paint)",2
--,"ASSIST  by BROWN JR.,WYNNE",,,,,,,"ASSIST  by BROWN JR.,WYNNE",2
17:03,,,,,"MISS 3PTR by PHILLIPS JR,RODNEY",,,"MISS 3PTR by PHILLIPS JR,RODNEY",2
--,"REBOUND DEF by BROWN JR.,WYNNE",,,,,,,"REBOUND DEF by BROWN JR.,WYNNE",2
16:49,,,,,"FOUL  by PHILLIPS JR,RODNEY",,,"FOUL  by PHILLIPS JR,RODNEY",2
16:49,"GOOD FT by MOORE,KARL",42 (+18),,24,,WEBSTR 42-24 (-18),,"GOOD FT by MOORE,KARL",2
16:49,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
16:49,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
16:49,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
16:49,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
16:49,"MISS FT by MOORE,KARL",,,,,,,"MISS FT by MOORE,KARL",2
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
16:45,,42 (+15),,27,"GOOD 3PTR by PHILLIPS JR,RODNEY",Mill 42-27 (-15),,"GOOD 3PTR by PHILLIPS JR,RODNEY",2
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",2
16:16,"GOOD LAYUP by COLEMAN,JASON(in the paint)",44 (+17),,27,,WEBSTR 44-27 (-17),,"GOOD LAYUP by COLEMAN,JASON(in the paint)",2
16:02,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,"REBOUND DEF by BECTON,MARKUS",,,,,,,"REBOUND DEF by BECTON,MARKUS",2
15:55,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
15:55,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
15:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:45,,44 (+15),,29,"GOOD JUMPER by GASCA,DAKOTA(in the paint)",Mill 44-29 (-15),,"GOOD JUMPER by GASCA,DAKOTA(in the paint)",2
15:25,"MISS JUMPER by BROWN JR.,WYNNE(in the paint)",,,,,,,"MISS JUMPER by BROWN JR.,WYNNE(in the paint)",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
15:06,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:03,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",2
15:03,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
15:03,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
15:03,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
15:03,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",2
14:48,"TURNOVER  by BROWN JR.,WYNNE",,,,,,,"TURNOVER  by BROWN JR.,WYNNE",2
14:48,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",2
14:44,"FOUL  by COLEMAN,JASON",,,,,,,"FOUL  by COLEMAN,JASON",2
14:44,"SUB OUT by BECTON,MARKUS",,,,,,,"SUB OUT by BECTON,MARKUS",2
14:44,"SUB IN by LUSTER,JOSH",,,,,,,"SUB IN by LUSTER,JOSH",2
14:44,,,,,"MISS JUMPER by GASCA,DAKOTA",,,"MISS JUMPER by GASCA,DAKOTA",2
--,"REBOUND DEF by SYKES II,JEMARD",,,,,,,"REBOUND DEF by SYKES II,JEMARD",2
14:13,"MISS LAYUP by MOORE,KARL(in the paint)",,,,,,,"MISS LAYUP by MOORE,KARL(in the paint)",2
--,"REBOUND OFF by BROWN JR.,WYNNE",,,,,,,"REBOUND OFF by BROWN JR.,WYNNE",2
13:52,"MISS JUMPER by BROWN JR.,WYNNE",,,,,,,"MISS JUMPER by BROWN JR.,WYNNE",2
--,"REBOUND OFF by MOORE,KARL",,,,,,,"REBOUND OFF by MOORE,KARL",2
13:43,"MISS LAYUP by MOORE,KARL(in the paint)",,,,,,,"MISS LAYUP by MOORE,KARL(in the paint)",2
--,,,,,"REBOUND DEF by GORTON,MACK",,,"REBOUND DEF by GORTON,MACK",2
13:34,,,,,"TURNOVER  by GORTON,MACK",,,"TURNOVER  by GORTON,MACK",2
13:34,"STEAL  by BROWN JR.,WYNNE",,,,,,,"STEAL  by BROWN JR.,WYNNE",2
13:21,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",2
13:21,"MISS FT by COLEMAN,JASON",,,,,,,"MISS FT by COLEMAN,JASON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:21,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
13:21,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
13:21,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
13:21,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
13:21,"MISS FT by COLEMAN,JASON",,,,,,,"MISS FT by COLEMAN,JASON",2
--,,,,,"REBOUND DEF by FORBES,TRACE",,,"REBOUND DEF by FORBES,TRACE",2
13:15,,,,,"TURNOVER  by FORBES,TRACE",,,"TURNOVER  by FORBES,TRACE",2
13:06,"SUB OUT by COLEMAN,JASON",,,,,,,"SUB OUT by COLEMAN,JASON",2
13:06,"SUB IN by DIALLO,ALPHA",,,,,,,"SUB IN by DIALLO,ALPHA",2
12:52,"MISS LAYUP by MOORE,KARL(in the paint)",,,,,,,"MISS LAYUP by MOORE,KARL(in the paint)",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
12:42,,44 (+13),,31,"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 44-31 (-13),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
12:27,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
12:27,"GOOD FT by LUSTER,JOSH",45 (+14),,31,,WEBSTR 45-31 (-14),,"GOOD FT by LUSTER,JOSH",2
12:27,,,,,"SUB OUT by FORBES,TRACE",,,"SUB OUT by FORBES,TRACE",2
12:27,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
12:27,"SUB OUT by MOORE,KARL",,,,,,,"SUB OUT by MOORE,KARL",2
12:27,"SUB IN by JONES,NATE",,,,,,,"SUB IN by JONES,NATE",2
12:27,"GOOD FT by LUSTER,JOSH",46 (+15),,31,,WEBSTR 46-31 (-15),,"GOOD FT by LUSTER,JOSH",2
12:17,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
12:17,"BLOCK  by JONES,NATE",,,,,,,"BLOCK  by JONES,NATE",2
12:12,"FOUL  by JONES,NATE",,,,,,,"FOUL  by JONES,NATE",2
12:12,,,,,"MISS FT by STEPHEN,SETH",,,"MISS FT by STEPHEN,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:12,,46 (+14),,32,"GOOD FT by STEPHEN,SETH",Mill 46-32 (-14),,"GOOD FT by STEPHEN,SETH",2
12:12,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
12:12,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
12:12,"SUB OUT by BROWN JR.,WYNNE",,,,,,,"SUB OUT by BROWN JR.,WYNNE",2
12:12,"SUB IN by BECTON,MARKUS",,,,,,,"SUB IN by BECTON,MARKUS",2
12:10,"GOOD LAYUP by LUSTER,JOSH(in the paint)",48 (+16),,32,,WEBSTR 48-32 (-16),,"GOOD LAYUP by LUSTER,JOSH(in the paint)",2
--,"ASSIST  by SYKES II,JEMARD",,,,,,,"ASSIST  by SYKES II,JEMARD",2
12:06,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",2
12:06,"MISS FT by LUSTER,JOSH",,,,,,,"MISS FT by LUSTER,JOSH",2
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",2
--,,,,,"REBOUND OFF by HOGAN,TJ",,,"REBOUND OFF by HOGAN,TJ",2
11:58,,48 (+14),,34,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 48-34 (-14),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
11:28,"TURNOVER  by BECTON,MARKUS",,,,,,,"TURNOVER  by BECTON,MARKUS",2
11:28,,,,,"STEAL  by HOGAN,TJ",,,"STEAL  by HOGAN,TJ",2
11:22,,,,,"MISS LAYUP by HOGAN,TJ(in the paint)",,,"MISS LAYUP by HOGAN,TJ(in the paint)",2
11:22,"BLOCK  by LUSTER,JOSH",,,,,,,"BLOCK  by LUSTER,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:22,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:22,"SUB OUT by JONES,NATE",,,,,,,"SUB OUT by JONES,NATE",2
11:22,"SUB IN by BROWN JR.,WYNNE",,,,,,,"SUB IN by BROWN JR.,WYNNE",2
11:12,,48 (+12),,36,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 48-36 (-12),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",2
10:42,"MISS LAYUP by BECTON,MARKUS(in the paint)",,,,,,,"MISS LAYUP by BECTON,MARKUS(in the paint)",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
10:34,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by BROWN JR.,WYNNE",,,,,,,"REBOUND DEF by BROWN JR.,WYNNE",2
10:28,"TURNOVER  by BECTON,MARKUS",,,,,,,"TURNOVER  by BECTON,MARKUS",2
10:28,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
10:28,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
10:28,"SUB OUT by SYKES II,JEMARD",,,,,,,"SUB OUT by SYKES II,JEMARD",2
10:28,"SUB IN by NUGENT,JAVANE",,,,,,,"SUB IN by NUGENT,JAVANE",2
10:16,,48 (+9),,39,"GOOD 3PTR by BUSH,RODREEKAS",Mill 48-39 (-9),,"GOOD 3PTR by BUSH,RODREEKAS",2
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",2
09:44,"FOUL  by NUGENT,JAVANE",,,,,,,"FOUL  by NUGENT,JAVANE",2
09:44,"TURNOVER  by NUGENT,JAVANE",,,,,,,"TURNOVER  by NUGENT,JAVANE",2
09:29,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
09:29,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
09:20,,,,,"FOUL TECH by URSIN,AARON",,,"FOUL TECH by URSIN,AARON",2
09:20,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",2
09:20,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
09:20,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
09:20,"SUB OUT by BECTON,MARKUS",,,,,,,"SUB OUT by BECTON,MARKUS",2
09:20,"SUB IN by MOORE,KARL",,,,,,,"SUB IN by MOORE,KARL",2
09:20,"GOOD FT by NUGENT,JAVANE",49 (+10),,39,,WEBSTR 49-39 (-10),,"GOOD FT by NUGENT,JAVANE",2
09:20,"GOOD FT by NUGENT,JAVANE",50 (+11),,39,,WEBSTR 50-39 (-11),,"GOOD FT by NUGENT,JAVANE",2
09:15,,,,,"FOUL  by PHILLIPS JR,RODNEY",,,"FOUL  by PHILLIPS JR,RODNEY",2
09:15,"GOOD FT by NUGENT,JAVANE",51 (+12),,39,,WEBSTR 51-39 (-12),,"GOOD FT by NUGENT,JAVANE",2
09:15,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
09:15,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",2
09:15,"MISS FT by NUGENT,JAVANE",,,,,,,"MISS FT by NUGENT,JAVANE",2
--,"REBOUND OFF by NUGENT,JAVANE",,,,,,,"REBOUND OFF by NUGENT,JAVANE",2
09:12,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
09:12,"MISS FT by NUGENT,JAVANE(fastbreak)",,,,,,,"MISS FT by NUGENT,JAVANE(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:12,"GOOD FT by NUGENT,JAVANE(fastbreak)",52 (+13),,39,,WEBSTR 52-39 (-13),,"GOOD FT by NUGENT,JAVANE(fastbreak)",2
08:53,,52 (+11),,41,"GOOD LAYUP by STEPHEN,SETH(in the paint)",Mill 52-41 (-11),,"GOOD LAYUP by STEPHEN,SETH(in the paint)",2
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",2
08:24,"GOOD LAYUP by NUGENT,JAVANE(in the paint)",54 (+13),,41,,WEBSTR 54-41 (-13),,"GOOD LAYUP by NUGENT,JAVANE(in the paint)",2
08:13,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:13,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
08:13,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
07:57,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",,,"MISS JUMPER by URSIN,AARON(in the paint)",2
--,"REBOUND DEF by LUSTER,JOSH",,,,,,,"REBOUND DEF by LUSTER,JOSH",2
07:34,"MISS JUMPER by BROWN JR.,WYNNE(in the paint)",,,,,,,"MISS JUMPER by BROWN JR.,WYNNE(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:31,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
07:31,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
07:20,"FOUL  by NUGENT,JAVANE",,,,,,,"FOUL  by NUGENT,JAVANE",2
07:12,,54 (+10),,44,"GOOD 3PTR by FORBES,TRACE",Mill 54-44 (-10),,"GOOD 3PTR by FORBES,TRACE",2
--,,,,,"ASSIST  by BONNECAZE,STEWART",,,"ASSIST  by BONNECAZE,STEWART",2
06:43,"MISS JUMPER by DIALLO,ALPHA",,,,,,,"MISS JUMPER by DIALLO,ALPHA",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
06:35,,,,,"MISS 3PTR by BONNECAZE,STEWART",,,"MISS 3PTR by BONNECAZE,STEWART",2
--,"REBOUND DEF by BROWN JR.,WYNNE",,,,,,,"REBOUND DEF by BROWN JR.,WYNNE",2
06:22,"TURNOVER  by DIALLO,ALPHA",,,,,,,"TURNOVER  by DIALLO,ALPHA",2
06:22,"SUB OUT by NUGENT,JAVANE",,,,,,,"SUB OUT by NUGENT,JAVANE",2
06:22,"SUB IN by SYKES II,JEMARD",,,,,,,"SUB IN by SYKES II,JEMARD",2
06:12,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,"REBOUND DEF by DIALLO,ALPHA",,,,,,,"REBOUND DEF by DIALLO,ALPHA",2
06:00,"GOOD 3PTR by SYKES II,JEMARD",57 (+13),,44,,WEBSTR 57-44 (-13),,"GOOD 3PTR by SYKES II,JEMARD",2
--,"ASSIST  by DIALLO,ALPHA",,,,,,,"ASSIST  by DIALLO,ALPHA",2
05:47,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",,,"MISS LAYUP by URSIN,AARON(in the paint)",2
--,"REBOUND DEF by DIALLO,ALPHA",,,,,,,"REBOUND DEF by DIALLO,ALPHA",2
05:25,"GOOD JUMPER by BROWN JR.,WYNNE(in the paint)",59 (+15),,44,,WEBSTR 59-44 (-15),,"GOOD JUMPER by BROWN JR.,WYNNE(in the paint)",2
05:03,,59 (+13),,46,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 59-46 (-13),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
05:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:03,,,,,"SUB OUT by FORBES,TRACE",,,"SUB OUT by FORBES,TRACE",2
05:03,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
05:03,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
05:03,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
04:50,"TURNOVER  by DIALLO,ALPHA",,,,,,,"TURNOVER  by DIALLO,ALPHA",2
04:50,"SUB OUT by DIALLO,ALPHA",,,,,,,"SUB OUT by DIALLO,ALPHA",2
04:50,"SUB IN by COLEMAN,JASON",,,,,,,"SUB IN by COLEMAN,JASON",2
04:36,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by SYKES II,JEMARD",,,,,,,"REBOUND DEF by SYKES II,JEMARD",2
04:27,"TURNOVER  by SYKES II,JEMARD",,,,,,,"TURNOVER  by SYKES II,JEMARD",2
04:27,,,,,"STEAL  by GORTON,MACK",,,"STEAL  by GORTON,MACK",2
04:17,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",2
04:17,"STEAL  by BROWN JR.,WYNNE",,,,,,,"STEAL  by BROWN JR.,WYNNE",2
04:10,"GOOD 3PTR by SYKES II,JEMARD(fastbreak)",62 (+16),,46,,WEBSTR 62-46 (-16),,"GOOD 3PTR by SYKES II,JEMARD(fastbreak)",2
--,"ASSIST  by BROWN JR.,WYNNE",,,,,,,"ASSIST  by BROWN JR.,WYNNE",2
03:56,,62 (+14),,48,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",Mill 62-48 (-14),,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",2
03:33,"MISS JUMPER by MOORE,KARL",,,,,,,"MISS JUMPER by MOORE,KARL",2
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",2
03:20,,62 (+12),,50,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 62-50 (-12),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,,,,,"ASSIST  by GASCA,DAKOTA",,,"ASSIST  by GASCA,DAKOTA",2
02:49,"MISS 3PTR by BROWN JR.,WYNNE",,,,,,,"MISS 3PTR by BROWN JR.,WYNNE",2
--,,,,,"REBOUND DEF by GORTON,MACK",,,"REBOUND DEF by GORTON,MACK",2
02:42,"FOUL  by SYKES II,JEMARD",,,,,,,"FOUL  by SYKES II,JEMARD",2
02:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:39,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
02:39,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
02:39,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
02:39,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
02:39,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
02:39,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
02:39,"SUB OUT by LUSTER,JOSH",,,,,,,"SUB OUT by LUSTER,JOSH",2
02:39,"SUB OUT by MOORE,KARL",,,,,,,"SUB OUT by MOORE,KARL",2
02:39,"SUB IN by JONES,NATE",,,,,,,"SUB IN by JONES,NATE",2
02:39,"SUB IN by BECTON,MARKUS",,,,,,,"SUB IN by BECTON,MARKUS",2
02:39,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
02:39,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
02:39,,62 (+11),,51,"GOOD FT by BONNECAZE,STEWART",Mill 62-51 (-11),,"GOOD FT by BONNECAZE,STEWART",2
02:39,,62 (+10),,52,"GOOD FT by BONNECAZE,STEWART",Mill 62-52 (-10),,"GOOD FT by BONNECAZE,STEWART",2
02:39,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
02:39,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
02:13,"MISS LAYUP by JONES,NATE(in the paint)",,,,,,,"MISS LAYUP by JONES,NATE(in the paint)",2
--,"REBOUND OFF by JONES,NATE",,,,,,,"REBOUND OFF by JONES,NATE",2
02:05,"GOOD JUMPER by JONES,NATE(in the paint)",64 (+12),,52,,WEBSTR 64-52 (-12),,"GOOD JUMPER by JONES,NATE(in the paint)",2
01:54,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
01:54,"BLOCK  by BECTON,MARKUS",,,,,,,"BLOCK  by BECTON,MARKUS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:54,"SUB OUT by JONES,NATE",,,,,,,"SUB OUT by JONES,NATE",2
01:54,"SUB IN by MOORE,KARL",,,,,,,"SUB IN by MOORE,KARL",2
01:48,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",2
01:39,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",2
