Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,HUNTINGD,Game Score,Team Indicator,Play,Period
18:42,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",32,,40 (+8),,MILLSAPS 32-40 (-8),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",2
18:25,,,,,"MISS LAYUP by PAGE,SAM",,,"MISS LAYUP by PAGE,SAM",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
18:18,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",34,,40 (+6),,MILLSAPS 34-40 (-6),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",2
18:18,,,,,"FOUL  by GARDNER,MAX",,,"FOUL  by GARDNER,MAX",2
18:18,"GOOD FT by WATSON,DOUG",35,,40 (+5),,MILLSAPS 35-40 (-5),,"GOOD FT by WATSON,DOUG",2
17:58,,,,,"MISS 3PTR by JOHNS,NATE",,,"MISS 3PTR by JOHNS,NATE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:35,"MISS JUMPER by UGHOVWA,NICHOLAS",,,,,,,"MISS JUMPER by UGHOVWA,NICHOLAS",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
17:26,,35,,43 (+8),"GOOD 3PTR by HAWKINS,DAQUAN",HUNTINGD 35-43 (-8),,"GOOD 3PTR by HAWKINS,DAQUAN",2
--,,,,,"ASSIST  by GARDNER,MAX",,,"ASSIST  by GARDNER,MAX",2
16:58,"GOOD LAYUP by URSIN,AARON(in the paint)",37,,43 (+6),,MILLSAPS 37-43 (-6),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
16:40,,,,,"MISS LAYUP by GARDNER,MAX",,,"MISS LAYUP by GARDNER,MAX",2
--,,,,,"REBOUND OFF by GOOLESBY,TATE",,,"REBOUND OFF by GOOLESBY,TATE",2
16:35,,,,,"MISS LAYUP by GOOLESBY,TATE",,,"MISS LAYUP by GOOLESBY,TATE",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
16:14,"MISS JUMPER by BUSH,RODREEKAS",,,,,,,"MISS JUMPER by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEF by GOOLESBY,TATE",,,"REBOUND DEF by GOOLESBY,TATE",2
16:03,"FOUL  by BONNECAZE,STEWART",,,,,,,"FOUL  by BONNECAZE,STEWART",2
16:03,"SUB IN by JR,RODNEY PHILLIPS",,,,,,,"SUB IN by JR,RODNEY PHILLIPS",2
16:03,"SUB IN by GORTON,MACK",,,,,,,"SUB IN by GORTON,MACK",2
16:03,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
16:03,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",2
16:03,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
16:03,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
16:03,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
16:03,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
16:03,,,,,"SUB IN by LINVILLE,AUSTIN",,,"SUB IN by LINVILLE,AUSTIN",2
16:03,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
15:58,,,,,"MISS 3PTR by LINVILLE,AUSTIN",,,"MISS 3PTR by LINVILLE,AUSTIN",2
--,"REBOUND DEF by GASCA,DAKOTA",,,,,,,"REBOUND DEF by GASCA,DAKOTA",2
15:49,"MISS 3PTR by HOGAN,TJ",,,,,,,"MISS 3PTR by HOGAN,TJ",2
--,,,,,"REBOUND DEF by HAWKINS,DAQUAN",,,"REBOUND DEF by HAWKINS,DAQUAN",2
15:42,,,,,"FOUL  by HAWKINS,DAQUAN",,,"FOUL  by HAWKINS,DAQUAN",2
15:38,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by PAGE,SAM",,,"REBOUND DEF by PAGE,SAM",2
15:26,,37,,46 (+9),"GOOD 3PTR by PAGE,SAM",HUNTINGD 37-46 (-9),,"GOOD 3PTR by PAGE,SAM",2
15:01,"MISS LAYUP by BONNECAZE,STEWART",,,,,,,"MISS LAYUP by BONNECAZE,STEWART",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:55,"FOUL  by BONNECAZE,STEWART",,,,,,,"FOUL  by BONNECAZE,STEWART",2
14:55,,,,,"SUB IN by DUMAS,CHASE",,,"SUB IN by DUMAS,CHASE",2
14:55,,,,,"SUB IN by MURPHY,MYLES",,,"SUB IN by MURPHY,MYLES",2
14:55,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",2
14:55,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",2
14:53,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
14:53,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",2
14:34,,37,,48 (+11),"GOOD LAYUP by MURPHY,MYLES(in the paint)",HUNTINGD 37-48 (-11),,"GOOD LAYUP by MURPHY,MYLES(in the paint)",2
14:28,"GOOD JUMPER by WATSON,DOUG",39,,48 (+9),,MILLSAPS 39-48 (-9),,"GOOD JUMPER by WATSON,DOUG",2
14:16,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
14:16,,39,,49 (+10),"GOOD FT by DUMAS,CHASE",HUNTINGD 39-49 (-10),,"GOOD FT by DUMAS,CHASE",2
14:16,,,,,"MISS FT by DUMAS,CHASE",,,"MISS FT by DUMAS,CHASE",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
14:16,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
14:16,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
14:16,"SUB OUT by JR,RODNEY PHILLIPS",,,,,,,"SUB OUT by JR,RODNEY PHILLIPS",2
14:16,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",2
14:16,,,,,"SUB IN by AUSTIN,JERMEY",,,"SUB IN by AUSTIN,JERMEY",2
14:16,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
14:10,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
14:07,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
14:07,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
13:49,,,,,"FOUL  by DUMAS,CHASE",,,"FOUL  by DUMAS,CHASE",2
13:31,"GOOD 3PTR by HAUPT,KYLE",42,,49 (+7),,MILLSAPS 42-49 (-7),,"GOOD 3PTR by HAUPT,KYLE",2
13:18,,42,,51 (+9),"GOOD LAYUP by PAGE,SAM(in the paint)",HUNTINGD 42-51 (-9),,"GOOD LAYUP by PAGE,SAM(in the paint)",2
13:08,"GOOD LAYUP by WATSON,DOUG(in the paint)",44,,51 (+7),,MILLSAPS 44-51 (-7),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
12:49,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
12:49,,,,,"MISS FT by MURPHY,MYLES",,,"MISS FT by MURPHY,MYLES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:49,,44,,52 (+8),"GOOD FT by MURPHY,MYLES",HUNTINGD 44-52 (-8),,"GOOD FT by MURPHY,MYLES",2
12:49,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
12:49,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",2
12:49,,,,,"SUB IN by BOONE,CALEB",,,"SUB IN by BOONE,CALEB",2
12:49,,,,,"SUB OUT by LINVILLE,AUSTIN",,,"SUB OUT by LINVILLE,AUSTIN",2
12:26,"MISS JUMPER by BUSH,RODREEKAS",,,,,,,"MISS JUMPER by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEF by DUMAS,CHASE",,,"REBOUND DEF by DUMAS,CHASE",2
12:15,,,,,"FOUL  by MURPHY,MYLES",,,"FOUL  by MURPHY,MYLES",2
12:03,"GOOD 3PTR by BUSH,RODREEKAS",47,,52 (+5),,MILLSAPS 47-52 (-5),,"GOOD 3PTR by BUSH,RODREEKAS",2
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",2
11:54,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
11:50,,47,,53 (+6),"GOOD FT by PAGE,SAM",HUNTINGD 47-53 (-6),,"GOOD FT by PAGE,SAM",2
11:50,,47,,54 (+7),"GOOD FT by PAGE,SAM",HUNTINGD 47-54 (-7),,"GOOD FT by PAGE,SAM",2
11:50,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
11:50,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
11:50,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
11:50,,,,,"SUB OUT by AUSTIN,JERMEY",,,"SUB OUT by AUSTIN,JERMEY",2
11:49,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEF by PAGE,SAM",,,"REBOUND DEF by PAGE,SAM",2
11:33,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
11:33,,47,,55 (+8),"GOOD FT by PAGE,SAM",HUNTINGD 47-55 (-8),,"GOOD FT by PAGE,SAM",2
11:33,,,,,"MISS FT by PAGE,SAM",,,"MISS FT by PAGE,SAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:33,,47,,56 (+9),"GOOD FT by PAGE,SAM",HUNTINGD 47-56 (-9),,"GOOD FT by PAGE,SAM",2
11:19,"GOOD LAYUP by BUSH,RODREEKAS(in the paint)",49,,56 (+7),,MILLSAPS 49-56 (-7),,"GOOD LAYUP by BUSH,RODREEKAS(in the paint)",2
11:00,,49,,59 (+10),"GOOD 3PTR by JOHNS,NATE",HUNTINGD 49-59 (-10),,"GOOD 3PTR by JOHNS,NATE",2
--,,,,,"ASSIST  by BOONE,CALEB",,,"ASSIST  by BOONE,CALEB",2
10:37,"GOOD 3PTR by BUSH,RODREEKAS",52,,59 (+7),,MILLSAPS 52-59 (-7),,"GOOD 3PTR by BUSH,RODREEKAS",2
--,"ASSIST  by RUCKER,CAM",,,,,,,"ASSIST  by RUCKER,CAM",2
10:29,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
10:29,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",2
10:29,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",2
10:29,,,,,"SUB OUT by DUMAS,CHASE",,,"SUB OUT by DUMAS,CHASE",2
10:29,,,,,"SUB OUT by BOONE,CALEB",,,"SUB OUT by BOONE,CALEB",2
10:27,"GOOD 3PTR by RUCKER,CAM",55,,59 (+4),,MILLSAPS 55-59 (-4),,"GOOD 3PTR by RUCKER,CAM",2
10:21,"SUB IN by JR,RODNEY PHILLIPS",,,,,,,"SUB IN by JR,RODNEY PHILLIPS",2
10:21,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
10:21,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
10:21,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
10:08,"GOOD LAYUP by URSIN,AARON(in the paint)",57,,59 (+2),,MILLSAPS 57-59 (-2),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
09:58,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",2
09:58,,,,,"SUB OUT by MURPHY,MYLES",,,"SUB OUT by MURPHY,MYLES",2
09:43,,,,,"MISS JUMPER by GOOLESBY,TATE",,,"MISS JUMPER by GOOLESBY,TATE",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
09:30,"MISS LAYUP by RUCKER,CAM",,,,,,,"MISS LAYUP by RUCKER,CAM",2
--,,,,,"REBOUND DEF by JOHNS,NATE",,,"REBOUND DEF by JOHNS,NATE",2
09:22,,,,,"MISS JUMPER by JOHNS,NATE",,,"MISS JUMPER by JOHNS,NATE",2
--,,,,,"REBOUND OFF by PAGE,SAM",,,"REBOUND OFF by PAGE,SAM",2
09:06,,,,,"MISS 3PTR by PAGE,SAM",,,"MISS 3PTR by PAGE,SAM",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
08:51,"GOOD LAYUP by JR,RODNEY PHILLIPS(in the paint)",59,,59,,MILLSAPS 59-59 (0),,"GOOD LAYUP by JR,RODNEY PHILLIPS(in the paint)",2
08:30,,59,,61 (+2),"GOOD LAYUP by GARDNER,MAX(in the paint)",HUNTINGD 59-61 (-2),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
--,,,,,"ASSIST  by PAGE,SAM",,,"ASSIST  by PAGE,SAM",2
08:08,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
08:08,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
08:08,"SUB OUT by JR,RODNEY PHILLIPS",,,,,,,"SUB OUT by JR,RODNEY PHILLIPS",2
08:08,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
07:48,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",2
07:46,,,,,"STEAL  by GARDNER,MAX",,,"STEAL  by GARDNER,MAX",2
07:43,,59,,63 (+4),"GOOD LAYUP by GOOLESBY,TATE(in the paint)",HUNTINGD 59-63 (-4),,"GOOD LAYUP by GOOLESBY,TATE(in the paint)",2
--,,,,,"ASSIST  by HAWKINS,DAQUAN",,,"ASSIST  by HAWKINS,DAQUAN",2
07:28,,,,,"FOUL  by HAWKINS,DAQUAN",,,"FOUL  by HAWKINS,DAQUAN",2
07:28,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
07:28,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
07:28,,,,,"SUB IN by AUSTIN,JERMEY",,,"SUB IN by AUSTIN,JERMEY",2
07:28,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
07:21,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
07:00,,,,,"MISS JUMPER by HAWKINS,DAQUAN",,,"MISS JUMPER by HAWKINS,DAQUAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:47,,,,,"FOUL  by AUSTIN,JERMEY",,,"FOUL  by AUSTIN,JERMEY",2
06:47,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
06:47,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
06:47,,,,,"SUB IN by MURPHY,MYLES",,,"SUB IN by MURPHY,MYLES",2
06:47,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
06:43,"TURNOVER  by BUSH,RODREEKAS",,,,,,,"TURNOVER  by BUSH,RODREEKAS",2
06:24,,,,,"MISS LAYUP by PAGE,SAM",,,"MISS LAYUP by PAGE,SAM",2
--,,,,,"REBOUND OFF by GOOLESBY,TATE",,,"REBOUND OFF by GOOLESBY,TATE",2
06:19,,,,,"MISS 3PTR by MURPHY,MYLES",,,"MISS 3PTR by MURPHY,MYLES",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
06:14,,,,,"FOUL  by GOOLESBY,TATE",,,"FOUL  by GOOLESBY,TATE",2
06:14,"GOOD FT by URSIN,AARON",60,,63 (+3),,MILLSAPS 60-63 (-3),,"GOOD FT by URSIN,AARON",2
06:14,"MISS FT by URSIN,AARON",,,,,,,"MISS FT by URSIN,AARON",2
--,,,,,"REBOUND DEF by PAGE,SAM",,,"REBOUND DEF by PAGE,SAM",2
06:11,,,,,"MISS 3PTR by AUSTIN,JERMEY",,,"MISS 3PTR by AUSTIN,JERMEY",2
--,,,,,"REBOUND OFF by MURPHY,MYLES",,,"REBOUND OFF by MURPHY,MYLES",2
06:05,,60,,65 (+5),"GOOD LAYUP by MURPHY,MYLES(in the paint)",HUNTINGD 60-65 (-5),,"GOOD LAYUP by MURPHY,MYLES(in the paint)",2
05:47,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",2
05:47,"SUB IN by JR,RODNEY PHILLIPS",,,,,,,"SUB IN by JR,RODNEY PHILLIPS",2
05:47,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
05:47,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
05:47,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",2
05:47,,,,,"SUB OUT by AUSTIN,JERMEY",,,"SUB OUT by AUSTIN,JERMEY",2
05:47,,,,,"SUB OUT by MURPHY,MYLES",,,"SUB OUT by MURPHY,MYLES",2
05:29,,,,,"TURNOVER  by GOOLESBY,TATE",,,"TURNOVER  by GOOLESBY,TATE",2
05:10,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",2
--,,,,,"REBOUND DEF by GOOLESBY,TATE",,,"REBOUND DEF by GOOLESBY,TATE",2
05:05,"FOUL  by JR,RODNEY PHILLIPS",,,,,,,"FOUL  by JR,RODNEY PHILLIPS",2
05:05,,60,,66 (+6),"GOOD FT by GOOLESBY,TATE",HUNTINGD 60-66 (-6),,"GOOD FT by GOOLESBY,TATE",2
05:05,,60,,67 (+7),"GOOD FT by GOOLESBY,TATE",HUNTINGD 60-67 (-7),,"GOOD FT by GOOLESBY,TATE",2
05:05,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
05:05,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",2
05:05,,,,,"SUB IN by MURPHY,MYLES",,,"SUB IN by MURPHY,MYLES",2
05:05,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",2
04:31,,60,,69 (+9),"GOOD LAYUP by MURPHY,MYLES(in the paint)",HUNTINGD 60-69 (-9),,"GOOD LAYUP by MURPHY,MYLES(in the paint)",2
--,,,,,"ASSIST  by GARDNER,MAX",,,"ASSIST  by GARDNER,MAX",2
04:17,"FOUL  by JR,RODNEY PHILLIPS",,,,,,,"FOUL  by JR,RODNEY PHILLIPS",2
04:17,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
04:17,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
04:17,"SUB OUT by JR,RODNEY PHILLIPS",,,,,,,"SUB OUT by JR,RODNEY PHILLIPS",2
04:17,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
04:06,,60,,71 (+11),"GOOD LAYUP by GARDNER,MAX(in the paint)",HUNTINGD 60-71 (-11),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
03:55,"GOOD LAYUP by URSIN,AARON(in the paint)",62,,71 (+9),,MILLSAPS 62-71 (-9),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
--,"ASSIST  by BUSH,RODREEKAS",,,,,,,"ASSIST  by BUSH,RODREEKAS",2
03:39,,,,,"TURNOVER  by GARDNER,MAX",,,"TURNOVER  by GARDNER,MAX",2
03:28,"GOOD 3PTR by GASCA,DAKOTA",65,,71 (+6),,MILLSAPS 65-71 (-6),,"GOOD 3PTR by GASCA,DAKOTA",2
--,"ASSIST  by BUSH,RODREEKAS",,,,,,,"ASSIST  by BUSH,RODREEKAS",2
03:07,,,,,"MISS 3PTR by GOOLESBY,TATE",,,"MISS 3PTR by GOOLESBY,TATE",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
02:57,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
02:41,,65,,74 (+9),"GOOD 3PTR by JOHNS,NATE",HUNTINGD 65-74 (-9),,"GOOD 3PTR by JOHNS,NATE",2
--,,,,,"ASSIST  by MURPHY,MYLES",,,"ASSIST  by MURPHY,MYLES",2
02:35,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",2
02:35,,,,,"SUB OUT by MURPHY,MYLES",,,"SUB OUT by MURPHY,MYLES",2
02:25,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
02:25,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
02:25,,65,,75 (+10),"GOOD FT by PAGE,SAM",HUNTINGD 65-75 (-10),,"GOOD FT by PAGE,SAM",2
02:25,,65,,76 (+11),"GOOD FT by PAGE,SAM",HUNTINGD 65-76 (-11),,"GOOD FT by PAGE,SAM",2
02:25,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
02:25,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
02:15,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
02:15,,65,,77 (+12),"GOOD FT by GOOLESBY,TATE",HUNTINGD 65-77 (-12),,"GOOD FT by GOOLESBY,TATE",2
02:15,,65,,78 (+13),"GOOD FT by GOOLESBY,TATE",HUNTINGD 65-78 (-13),,"GOOD FT by GOOLESBY,TATE",2
02:15,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
02:15,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
02:15,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
02:15,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
02:15,,,,,"SUB IN by AUSTIN,JERMEY",,,"SUB IN by AUSTIN,JERMEY",2
02:15,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",2
02:07,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by JOHNS,NATE",,,"REBOUND DEF by JOHNS,NATE",2
01:44,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
01:44,,,,,"MISS FT by GOOLESBY,TATE",,,"MISS FT by GOOLESBY,TATE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:44,,65,,79 (+14),"GOOD FT by GOOLESBY,TATE",HUNTINGD 65-79 (-14),,"GOOD FT by GOOLESBY,TATE",2
01:44,"SUB IN by GORTON,MACK",,,,,,,"SUB IN by GORTON,MACK",2
01:44,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
01:44,,,,,"SUB IN by MURPHY,MYLES",,,"SUB IN by MURPHY,MYLES",2
01:44,,,,,"SUB OUT by AUSTIN,JERMEY",,,"SUB OUT by AUSTIN,JERMEY",2
01:39,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEADB by PAGE,SAM",,,"REBOUND DEADB by PAGE,SAM",2
01:25,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
01:25,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
01:25,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
01:25,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
01:25,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",2
01:25,,,,,"SUB OUT by MURPHY,MYLES",,,"SUB OUT by MURPHY,MYLES",2
01:15,,65,,81 (+16),"GOOD LAYUP by GOOLESBY,TATE(in the paint)",HUNTINGD 65-81 (-16),,"GOOD LAYUP by GOOLESBY,TATE(in the paint)",2
00:54,"MISS LAYUP by HOGAN,TJ",,,,,,,"MISS LAYUP by HOGAN,TJ",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
00:36,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
00:36,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",2
00:26,,65,,83 (+18),"GOOD JUMPER by GARDNER,MAX",HUNTINGD 65-83 (-18),,"GOOD JUMPER by GARDNER,MAX",2
00:17,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
