,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway
0,0,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,19:34,,,,,"MISS LAYUP by BLACK,CLAYTON",,,"MISS LAYUP by BLACK,CLAYTON",1,layup,missed,wittenberg,"black,clayton",,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",1174.0,wittenberg,1,0,0.0
1,1,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,--,,,,,"REBOUND OFF by MCKEE,JOSH",,,"REBOUND OFF by MCKEE,JOSH",1,offensive rebound,,wittenberg,"mckee,josh",,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",,wittenberg,1,0,0.0
2,2,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,19:31,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",1,foul,,birmingham-southern,"richards,zac",,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",1171.0,wittenberg,1,0,0.0
3,3,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,19:31,,0.0,,1.0,"GOOD FT by MCKEE,JOSH",WITM 0-1 (-1),,"GOOD FT by MCKEE,JOSH",1,free throw,good,wittenberg,"mckee,josh",1.0,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",1171.0,wittenberg,1,0,0.0
4,4,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,19:31,,0.0,,2.0,"GOOD FT by MCKEE,JOSH",WITM 0-2 (-2),,"GOOD FT by MCKEE,JOSH",1,free throw,good,wittenberg,"mckee,josh",1.0,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",1171.0,wittenberg,1,0,0.0
5,5,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,19:20,"MISS 3PTR by WHITE,BLAISE",0.0,,2.0,,,,"MISS 3PTR by WHITE,BLAISE",1,three pointer,missed,birmingham-southern,"white,blaise",,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",1160.0,wittenberg,1,0,0.0
6,6,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,--,,0.0,,2.0,"REBOUND DEF by LEAHY,ZACK",,,"REBOUND DEF by LEAHY,ZACK",1,defensive rebound,,wittenberg,"leahy,zack",,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",,wittenberg,1,0,0.0
7,7,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,18:54,,0.0,,5.0,"GOOD 3PTR by MCKEE,JOSH",WITM 0-5 (-5),,"GOOD 3PTR by MCKEE,JOSH",1,three pointer,good,wittenberg,"mckee,josh",3.0,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",1134.0,wittenberg,1,0,0.0
8,8,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,--,,0.0,,5.0,"ASSIST  by BRANDT,ALEX",,,"ASSIST  by BRANDT,ALEX",1,assist,,wittenberg,"brandt,alex",,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",,wittenberg,1,0,0.0
9,9,610,Wittenberg,Birmingham-Southern,0,56-63,"34,29","31,25",22-6,25-3,,,03/02/12,8 p.m.,,"Lexington, Ky.; Beck Center",Win,2,False,951,False,18:46,"MISS 3PTR by KEGARISE,KEVIN",0.0,,5.0,,,,"MISS 3PTR by KEGARISE,KEVIN",1,three pointer,missed,birmingham-southern,"kegarise,kevin",,"['white,blaise', 'jonus,jasen', 'richards,zac', 'kegarise,kevin', 'henry,colin']","['mckee,josh', 'brandt,alex', 'black,clayton', 'leahy,zack', 'newell,steven']",1126.0,wittenberg,1,0,0.0
