Time Remaining,PCM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
15:42,"GOOD LAYUP by JOSEPH,MICHAEL(in the paint)",36,,40 (+4),,PCM 36-40 (+4),,"GOOD LAYUP by JOSEPH,MICHAEL(in the paint)",2
--,"ASSIST  by RILEY,MILES",,,,,,,"ASSIST  by RILEY,MILES",2
15:18,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",2
--,"REBOUND DEF by JOSEPH,MICHAEL",,,,,,,"REBOUND DEF by JOSEPH,MICHAEL",2
15:07,"TURNOVER  by RILEY,MILES",,,,,,,"TURNOVER  by RILEY,MILES",2
15:06,,,,,"STEAL  by STARR,RYAN",,,"STEAL  by STARR,RYAN",2
14:55,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",2
--,"REBOUND DEF by RILEY,MILES",,,,,,,"REBOUND DEF by RILEY,MILES",2
14:38,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
14:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
14:38,"SUB IN by EASTON,EVAN",,,,,,,"SUB IN by EASTON,EVAN",2
14:38,"SUB IN by RICHTER,WILL",,,,,,,"SUB IN by RICHTER,WILL",2
14:38,"SUB OUT by JOSEPH,MICHAEL",,,,,,,"SUB OUT by JOSEPH,MICHAEL",2
14:38,"SUB OUT by QUICK,JUSTIN",,,,,,,"SUB OUT by QUICK,JUSTIN",2
14:38,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
14:38,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",2
14:38,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",2
14:38,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
14:34,"GOOD LAYUP by RILEY,MILES(in the paint)",38,,40 (+2),,PCM 38-40 (+2),,"GOOD LAYUP by RILEY,MILES(in the paint)",2
14:12,"FOUL  by FOOTE,JORDAN",,,,,,,"FOUL  by FOOTE,JORDAN",2
14:12,,38,,41 (+3),"GOOD FT by KNOX,JOEY",SEWANEE 38-41 (+3),,"GOOD FT by KNOX,JOEY",2
14:12,,38,,42 (+4),"GOOD FT by KNOX,JOEY",SEWANEE 38-42 (+4),,"GOOD FT by KNOX,JOEY",2
13:54,"MISS LAYUP by FOOTE,JORDAN",,,,,,,"MISS LAYUP by FOOTE,JORDAN",2
--,,,,,"REBOUND DEF by STARR,RYAN",,,"REBOUND DEF by STARR,RYAN",2
13:42,,38,,45 (+7),"GOOD 3PTR by BARRY,MICHAEL",SEWANEE 38-45 (+7),,"GOOD 3PTR by BARRY,MICHAEL",2
--,,,,,"ASSIST  by KNOX,JOEY",,,"ASSIST  by KNOX,JOEY",2
13:18,"MISS JUMPER by CLEMENTS-OWENS,ORRY",,,,,,,"MISS JUMPER by CLEMENTS-OWENS,ORRY",2
--,"REBOUND OFF by RILEY,MILES",,,,,,,"REBOUND OFF by RILEY,MILES",2
13:13,"MISS JUMPER by RILEY,MILES",,,,,,,"MISS JUMPER by RILEY,MILES",2
13:13,,,,,"BLOCK  by BARRY,MICHAEL",,,"BLOCK  by BARRY,MICHAEL",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
13:06,,38,,47 (+9),"GOOD LAYUP by KNOX,JOEY(fastbreak)(in the paint)",SEWANEE 38-47 (+9),,"GOOD LAYUP by KNOX,JOEY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",2
13:05,"FOUL  by RICHTER,WILL",,,,,,,"FOUL  by RICHTER,WILL",2
13:05,,38,,48 (+10),"GOOD FT by KNOX,JOEY",SEWANEE 38-48 (+10),,"GOOD FT by KNOX,JOEY",2
13:05,"SUB IN by QUICK,JUSTIN",,,,,,,"SUB IN by QUICK,JUSTIN",2
13:05,"SUB IN by MEELER,DALTON",,,,,,,"SUB IN by MEELER,DALTON",2
13:05,"SUB OUT by FOOTE,JORDAN",,,,,,,"SUB OUT by FOOTE,JORDAN",2
13:05,"SUB OUT by CLEMENTS-OWENS,ORRY",,,,,,,"SUB OUT by CLEMENTS-OWENS,ORRY",2
13:05,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",2
13:05,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",2
12:38,"MISS 3PTR by RICHTER,WILL",,,,,,,"MISS 3PTR by RICHTER,WILL",2
--,,,,,"REBOUND DEF by STARR,RYAN",,,"REBOUND DEF by STARR,RYAN",2
12:34,"SUB IN by HUSKEY,COLE",,,,,,,"SUB IN by HUSKEY,COLE",2
12:34,"SUB OUT by QUICK,JUSTIN",,,,,,,"SUB OUT by QUICK,JUSTIN",2
12:25,,38,,50 (+12),"GOOD LAYUP by CRUMLY,JONNY(in the paint)",SEWANEE 38-50 (+12),,"GOOD LAYUP by CRUMLY,JONNY(in the paint)",2
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",2
12:06,,,,,"FOUL  by CRUMLY,JONNY",,,"FOUL  by CRUMLY,JONNY",2
12:06,"GOOD FT by RILEY,MILES",39,,50 (+11),,PCM 39-50 (+11),,"GOOD FT by RILEY,MILES",2
12:06,"MISS FT by RILEY,MILES",,,,,,,"MISS FT by RILEY,MILES",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
12:06,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",2
12:06,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
12:06,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",2
12:06,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
12:06,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
12:06,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",2
11:55,,39,,53 (+14),"GOOD 3PTR by BARRY,MICHAEL",SEWANEE 39-53 (+14),,"GOOD 3PTR by BARRY,MICHAEL",2
--,,,,,"ASSIST  by THOMAS,ADRIAN",,,"ASSIST  by THOMAS,ADRIAN",2
11:40,"GOOD JUMPER by EASTON,EVAN",41,,53 (+12),,PCM 41-53 (+12),,"GOOD JUMPER by EASTON,EVAN",2
11:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:37,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:12,,,,,"MISS 3PTR by GARWOOD,MACKIE",,,"MISS 3PTR by GARWOOD,MACKIE",2
--,"REBOUND DEF by RILEY,MILES",,,,,,,"REBOUND DEF by RILEY,MILES",2
11:08,"FOUL  by MEELER,DALTON",,,,,,,"FOUL  by MEELER,DALTON",2
11:08,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
10:52,,41,,56 (+15),"GOOD 3PTR by BARRY,MICHAEL",SEWANEE 41-56 (+15),,"GOOD 3PTR by BARRY,MICHAEL",2
--,,,,,"ASSIST  by GARWOOD,MACKIE",,,"ASSIST  by GARWOOD,MACKIE",2
10:39,,,,,"FOUL  by GARWOOD,MACKIE",,,"FOUL  by GARWOOD,MACKIE",2
10:39,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",2
10:39,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",2
10:39,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",2
10:39,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",2
10:29,"GOOD LAYUP by RILEY,MILES(in the paint)",43,,56 (+13),,PCM 43-56 (+13),,"GOOD LAYUP by RILEY,MILES(in the paint)",2
10:11,,43,,59 (+16),"GOOD 3PTR by KNOX,JOEY",SEWANEE 43-59 (+16),,"GOOD 3PTR by KNOX,JOEY",2
--,,,,,"ASSIST  by THOMAS,ADRIAN",,,"ASSIST  by THOMAS,ADRIAN",2
09:47,"MISS JUMPER by MEELER,DALTON",,,,,,,"MISS JUMPER by MEELER,DALTON",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
09:32,,43,,62 (+19),"GOOD 3PTR by BARRY,MICHAEL",SEWANEE 43-62 (+19),,"GOOD 3PTR by BARRY,MICHAEL",2
--,,,,,"ASSIST  by KNOX,JOEY",,,"ASSIST  by KNOX,JOEY",2
09:05,,,,,"FOUL  by BARRY,MICHAEL",,,"FOUL  by BARRY,MICHAEL",2
09:05,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
09:05,"SUB IN by FOOTE,JORDAN",,,,,,,"SUB IN by FOOTE,JORDAN",2
09:05,"SUB IN by CHUMNEY,CHRIS",,,,,,,"SUB IN by CHUMNEY,CHRIS",2
09:05,"SUB IN by BERRY,PARKER",,,,,,,"SUB IN by BERRY,PARKER",2
09:05,"SUB OUT by MEELER,DALTON",,,,,,,"SUB OUT by MEELER,DALTON",2
09:05,"SUB OUT by RILEY,MILES",,,,,,,"SUB OUT by RILEY,MILES",2
09:05,"SUB OUT by RICHTER,WILL",,,,,,,"SUB OUT by RICHTER,WILL",2
09:05,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",2
09:05,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",2
08:56,,43,,64 (+21),"GOOD LAYUP by KNOX,JOEY(fastbreak)(in the paint)",SEWANEE 43-64 (+21),,"GOOD LAYUP by KNOX,JOEY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",2
08:40,"MISS JUMPER by HUSKEY,COLE",,,,,,,"MISS JUMPER by HUSKEY,COLE",2
--,,,,,"REBOUND DEF by GARWOOD,MACKIE",,,"REBOUND DEF by GARWOOD,MACKIE",2
08:23,"SUB IN by SMITH,JAKE",,,,,,,"SUB IN by SMITH,JAKE",2
08:23,"SUB IN by JOSEPH,MICHAEL",,,,,,,"SUB IN by JOSEPH,MICHAEL",2
08:23,"SUB OUT by HUSKEY,COLE",,,,,,,"SUB OUT by HUSKEY,COLE",2
08:23,"SUB OUT by EASTON,EVAN",,,,,,,"SUB OUT by EASTON,EVAN",2
08:19,,43,,66 (+23),"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 43-66 (+23),,"GOOD LAYUP by KNOX,JOEY(in the paint)",2
08:17,"TURNOVER  by BERRY,PARKER",,,,,,,"TURNOVER  by BERRY,PARKER",2
08:05,,43,,69 (+26),"GOOD 3PTR by WARLICK,JORDAN",SEWANEE 43-69 (+26),,"GOOD 3PTR by WARLICK,JORDAN",2
--,,,,,"ASSIST  by KNOX,JOEY",,,"ASSIST  by KNOX,JOEY",2
07:53,"MISS 3PTR by SMITH,JAKE",,,,,,,"MISS 3PTR by SMITH,JAKE",2
--,"REBOUND OFF by JOSEPH,MICHAEL",,,,,,,"REBOUND OFF by JOSEPH,MICHAEL",2
07:48,"TURNOVER  by JOSEPH,MICHAEL",,,,,,,"TURNOVER  by JOSEPH,MICHAEL",2
07:46,,,,,"STEAL  by STARR,RYAN",,,"STEAL  by STARR,RYAN",2
07:34,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:34,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
07:34,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",2
07:34,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",2
07:34,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
07:19,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by FOOTE,JORDAN",,,,,,,"REBOUND DEF by FOOTE,JORDAN",2
07:11,"FOUL  by SMITH,JAKE",,,,,,,"FOUL  by SMITH,JAKE",2
07:11,"TURNOVER  by SMITH,JAKE",,,,,,,"TURNOVER  by SMITH,JAKE",2
07:01,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by FOOTE,JORDAN",,,,,,,"REBOUND DEF by FOOTE,JORDAN",2
06:49,"GOOD LAYUP by JOSEPH,MICHAEL(in the paint)",45,,69 (+24),,PCM 45-69 (+24),,"GOOD LAYUP by JOSEPH,MICHAEL(in the paint)",2
--,"ASSIST  by FOOTE,JORDAN",,,,,,,"ASSIST  by FOOTE,JORDAN",2
06:36,"FOUL  by FOOTE,JORDAN",,,,,,,"FOUL  by FOOTE,JORDAN",2
06:36,,45,,70 (+25),"GOOD FT by KNOX,JOEY",SEWANEE 45-70 (+25),,"GOOD FT by KNOX,JOEY",2
06:36,,45,,71 (+26),"GOOD FT by KNOX,JOEY",SEWANEE 45-71 (+26),,"GOOD FT by KNOX,JOEY",2
06:36,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",2
06:36,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",2
06:19,"MISS JUMPER by BERRY,PARKER",,,,,,,"MISS JUMPER by BERRY,PARKER",2
--,,,,,"REBOUND DEF by BARRY,MICHAEL",,,"REBOUND DEF by BARRY,MICHAEL",2
06:03,,,,,"MISS JUMPER by KNOX,JOEY",,,"MISS JUMPER by KNOX,JOEY",2
--,,,,,"REBOUND OFF by CRUMLY,JONNY",,,"REBOUND OFF by CRUMLY,JONNY",2
05:54,,,,,"TURNOVER  by GARWOOD,MACKIE",,,"TURNOVER  by GARWOOD,MACKIE",2
05:42,,,,,"FOUL  by MCDONOUGH,SEAN",,,"FOUL  by MCDONOUGH,SEAN",2
05:42,"SUB IN by CLEMENTS-OWENS,ORRY",,,,,,,"SUB IN by CLEMENTS-OWENS,ORRY",2
05:42,"SUB OUT by BERRY,PARKER",,,,,,,"SUB OUT by BERRY,PARKER",2
05:40,"MISS JUMPER by FOOTE,JORDAN",,,,,,,"MISS JUMPER by FOOTE,JORDAN",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
05:21,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:18,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",2
05:18,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
05:09,,45,,74 (+29),"GOOD 3PTR by BARRY,MICHAEL",SEWANEE 45-74 (+29),,"GOOD 3PTR by BARRY,MICHAEL",2
04:56,"GOOD JUMPER by CLEMENTS-OWENS,ORRY",47,,74 (+27),,PCM 47-74 (+27),,"GOOD JUMPER by CLEMENTS-OWENS,ORRY",2
04:46,,,,,"FOUL  by WARLICK,JORDAN",,,"FOUL  by WARLICK,JORDAN",2
04:46,,,,,"TURNOVER  by WARLICK,JORDAN",,,"TURNOVER  by WARLICK,JORDAN",2
04:29,"MISS JUMPER by SMITH,JAKE",,,,,,,"MISS JUMPER by SMITH,JAKE",2
--,"REBOUND OFF by JOSEPH,MICHAEL",,,,,,,"REBOUND OFF by JOSEPH,MICHAEL",2
04:13,"MISS JUMPER by FOOTE,JORDAN",,,,,,,"MISS JUMPER by FOOTE,JORDAN",2
--,,,,,"REBOUND DEF by GARWOOD,MACKIE",,,"REBOUND DEF by GARWOOD,MACKIE",2
03:42,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
03:42,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:37,"MISS 3PTR by CHUMNEY,CHRIS",,,,,,,"MISS 3PTR by CHUMNEY,CHRIS",2
--,"REBOUND OFF by MEELER,DALTON",,,,,,,"REBOUND OFF by MEELER,DALTON",2
03:35,,,,,"FOUL  by MCDONOUGH,SEAN",,,"FOUL  by MCDONOUGH,SEAN",2
03:35,"GOOD FT by MEELER,DALTON",48,,74 (+26),,PCM 48-74 (+26),,"GOOD FT by MEELER,DALTON",2
03:35,"GOOD FT by MEELER,DALTON",49,,74 (+25),,PCM 49-74 (+25),,"GOOD FT by MEELER,DALTON",2
03:17,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by PALMER,AARON",,,,,,,"REBOUND DEF by PALMER,AARON",2
03:08,"SUB IN by CRANFORD,LOGAN",,,,,,,"SUB IN by CRANFORD,LOGAN",2
03:08,"SUB IN by PALMER,AARON",,,,,,,"SUB IN by PALMER,AARON",2
03:08,"SUB IN by MEELER,DALTON",,,,,,,"SUB IN by MEELER,DALTON",2
03:08,"SUB OUT by FOOTE,JORDAN",,,,,,,"SUB OUT by FOOTE,JORDAN",2
03:08,"SUB OUT by JOSEPH,MICHAEL",,,,,,,"SUB OUT by JOSEPH,MICHAEL",2
03:08,"SUB OUT by SMITH,JAKE",,,,,,,"SUB OUT by SMITH,JAKE",2
03:08,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
03:08,,,,,"SUB IN by JENNINGS,SAM",,,"SUB IN by JENNINGS,SAM",2
03:08,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",2
03:08,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",2
02:45,"MISS 3PTR by MEELER,DALTON",,,,,,,"MISS 3PTR by MEELER,DALTON",2
--,,,,,"REBOUND DEF by JENNINGS,SAM",,,"REBOUND DEF by JENNINGS,SAM",2
02:22,,,,,"TURNOVER  by CRUMLY,JONNY",,,"TURNOVER  by CRUMLY,JONNY",2
02:21,"STEAL  by MEELER,DALTON",,,,,,,"STEAL  by MEELER,DALTON",2
02:16,"GOOD LAYUP by MEELER,DALTON(fastbreak)(in the paint)",51,,74 (+23),,PCM 51-74 (+23),,"GOOD LAYUP by MEELER,DALTON(fastbreak)(in the paint)",2
01:58,,,,,"MISS LAYUP by CRUMP,JOHN",,,"MISS LAYUP by CRUMP,JOHN",2
--,"REBOUND DEF by PALMER,AARON",,,,,,,"REBOUND DEF by PALMER,AARON",2
01:41,"GOOD 3PTR by CHUMNEY,CHRIS",54,,74 (+20),,PCM 54-74 (+20),,"GOOD 3PTR by CHUMNEY,CHRIS",2
--,"ASSIST  by CRANFORD,LOGAN",,,,,,,"ASSIST  by CRANFORD,LOGAN",2
01:06,,,,,"MISS JUMPER by JENNINGS,SAM",,,"MISS JUMPER by JENNINGS,SAM",2
--,"REBOUND DEF by CHUMNEY,CHRIS",,,,,,,"REBOUND DEF by CHUMNEY,CHRIS",2
00:54,"MISS 3PTR by MEELER,DALTON",,,,,,,"MISS 3PTR by MEELER,DALTON",2
--,"REBOUND OFF by CHUMNEY,CHRIS",,,,,,,"REBOUND OFF by CHUMNEY,CHRIS",2
00:46,"GOOD 3PTR by CRANFORD,LOGAN",57,,74 (+17),,PCM 57-74 (+17),,"GOOD 3PTR by CRANFORD,LOGAN",2
--,"ASSIST  by CHUMNEY,CHRIS",,,,,,,"ASSIST  by CHUMNEY,CHRIS",2
00:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:32,,,,,"SUB IN by NORTON,HANK",,,"SUB IN by NORTON,HANK",2
00:32,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
00:32,,,,,"SUB IN by KRAUS,HAYDEN",,,"SUB IN by KRAUS,HAYDEN",2
00:32,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",2
00:32,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
00:32,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",2
00:28,,,,,"TURNOVER  by JENNINGS,SAM",,,"TURNOVER  by JENNINGS,SAM",2
00:27,"STEAL  by CLEMENTS-OWENS,ORRY",,,,,,,"STEAL  by CLEMENTS-OWENS,ORRY",2
00:24,"MISS 3PTR by CHUMNEY,CHRIS",,,,,,,"MISS 3PTR by CHUMNEY,CHRIS",2
--,"REBOUND OFF by CRANFORD,LOGAN",,,,,,,"REBOUND OFF by CRANFORD,LOGAN",2
00:19,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
00:19,"GOOD FT by CRANFORD,LOGAN",58,,74 (+16),,PCM 58-74 (+16),,"GOOD FT by CRANFORD,LOGAN",2
00:19,"MISS FT by CRANFORD,LOGAN",,,,,,,"MISS FT by CRANFORD,LOGAN",2
--,,,,,"REBOUND DEF by NORTON,HANK",,,"REBOUND DEF by NORTON,HANK",2
