Time Remaining,JOHNSON,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:02,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",1
16:02,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",1
16:02,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",1
15:55,,8,,13 (+5),"GOOD 3PTR by STARR,RYAN",SEWANEE 8-13 (+5),,"GOOD 3PTR by STARR,RYAN",1
--,,,,,"ASSIST  by HOLLOWAY,JACK",,,"ASSIST  by HOLLOWAY,JACK",1
15:45,"GOOD JUMPER by JONES,COBY(in the paint)",10,,13 (+3),,JOHNSON 10-13 (+3),,"GOOD JUMPER by JONES,COBY(in the paint)",1
15:31,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,"REBOUND DEF by MASHBURN,ORION",,,,,,,"REBOUND DEF by MASHBURN,ORION",1
15:18,"MISS JUMPER by JONES,NICK",,,,,,,"MISS JUMPER by JONES,NICK",1
15:18,,,,,"BLOCK  by HOLLOWAY,JACK",,,"BLOCK  by HOLLOWAY,JACK",1
--,,,,,"REBOUND DEF by KNOX,JOEY",,,"REBOUND DEF by KNOX,JOEY",1
15:13,,,,,"MISS 3PTR by STARR,RYAN",,,"MISS 3PTR by STARR,RYAN",1
--,"REBOUND DEF by CRESSWELL,TAYLOR",,,,,,,"REBOUND DEF by CRESSWELL,TAYLOR",1
15:07,,,,,"FOUL  by KNOX,JOEY",,,"FOUL  by KNOX,JOEY",1
15:07,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
15:07,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",1
15:07,,,,,"SUB OUT by HEITZENRATER,ANDREW",,,"SUB OUT by HEITZENRATER,ANDREW",1
14:58,"TURNOVER  by JONES,COBY",,,,,,,"TURNOVER  by JONES,COBY",1
14:58,"SUB IN by ESTACIO,ESTIVEN",,,,,,,"SUB IN by ESTACIO,ESTIVEN",1
14:58,"SUB IN by BANNIS,BRANDON",,,,,,,"SUB IN by BANNIS,BRANDON",1
14:58,"SUB IN by SHINHOSTER,DORIAN",,,,,,,"SUB IN by SHINHOSTER,DORIAN",1
14:58,"SUB OUT by JONES,COBY",,,,,,,"SUB OUT by JONES,COBY",1
14:58,"SUB OUT by CRESSWELL,TAYLOR",,,,,,,"SUB OUT by CRESSWELL,TAYLOR",1
14:58,"SUB OUT by GRUBB,GAVIN",,,,,,,"SUB OUT by GRUBB,GAVIN",1
14:35,,10,,15 (+5),"GOOD JUMPER by KNOX,JOEY(in the paint)",SEWANEE 10-15 (+5),,"GOOD JUMPER by KNOX,JOEY(in the paint)",1
14:35,"FOUL  by ESTACIO,ESTIVEN",,,,,,,"FOUL  by ESTACIO,ESTIVEN",1
14:35,,10,,16 (+6),"GOOD FT by KNOX,JOEY",SEWANEE 10-16 (+6),,"GOOD FT by KNOX,JOEY",1
14:24,"TURNOVER  by SHINHOSTER,DORIAN",,,,,,,"TURNOVER  by SHINHOSTER,DORIAN",1
14:16,,,,,"MISS LAYUP by STARR,RYAN",,,"MISS LAYUP by STARR,RYAN",1
--,,,,,"REBOUND OFF by HOLLOWAY,JACK",,,"REBOUND OFF by HOLLOWAY,JACK",1
14:13,,10,,18 (+8),"GOOD TIPIN by HOLLOWAY,JACK(in the paint)",SEWANEE 10-18 (+8),,"GOOD TIPIN by HOLLOWAY,JACK(in the paint)",1
14:01,"TURNOVER  by JONES,NICK",,,,,,,"TURNOVER  by JONES,NICK",1
14:00,,,,,"STEAL  by STARR,RYAN",,,"STEAL  by STARR,RYAN",1
13:59,,10,,20 (+10),"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 10-20 (+10),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
13:59,"FOUL  by MASHBURN,ORION",,,,,,,"FOUL  by MASHBURN,ORION",1
13:59,,10,,21 (+11),"GOOD FT by KNOX,JOEY",SEWANEE 10-21 (+11),,"GOOD FT by KNOX,JOEY",1
13:59,"SUB IN by FUDGE,TOURE",,,,,,,"SUB IN by FUDGE,TOURE",1
13:59,"SUB OUT by MASHBURN,ORION",,,,,,,"SUB OUT by MASHBURN,ORION",1
13:59,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",1
13:59,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",1
13:47,"MISS JUMPER by BANNIS,BRANDON",,,,,,,"MISS JUMPER by BANNIS,BRANDON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
13:18,,,,,"MISS 3PTR by STARR,RYAN",,,"MISS 3PTR by STARR,RYAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
13:08,,,,,"FOUL  by BARRY,MICHAEL",,,"FOUL  by BARRY,MICHAEL",1
13:08,"SUB IN by JONES,COBY",,,,,,,"SUB IN by JONES,COBY",1
13:08,"SUB IN by GRUBB,GAVIN",,,,,,,"SUB IN by GRUBB,GAVIN",1
13:08,"SUB OUT by SHINHOSTER,DORIAN",,,,,,,"SUB OUT by SHINHOSTER,DORIAN",1
13:08,"SUB OUT by JONES,NICK",,,,,,,"SUB OUT by JONES,NICK",1
12:56,"GOOD 3PTR by GRUBB,GAVIN",13,,21 (+8),,JOHNSON 13-21 (+8),,"GOOD 3PTR by GRUBB,GAVIN",1
--,"ASSIST  by BANNIS,BRANDON",,,,,,,"ASSIST  by BANNIS,BRANDON",1
12:47,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",1
12:45,"GOOD LAYUP by FUDGE,TOURE(fastbreak)(in the paint)",15,,21 (+6),,JOHNSON 15-21 (+6),,"GOOD LAYUP by FUDGE,TOURE(fastbreak)(in the paint)",1
12:26,,15,,23 (+8),"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",SEWANEE 15-23 (+8),,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",1
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",1
12:17,"GOOD 3PTR by FUDGE,TOURE",18,,23 (+5),,JOHNSON 18-23 (+5),,"GOOD 3PTR by FUDGE,TOURE",1
--,"ASSIST  by BANNIS,BRANDON",,,,,,,"ASSIST  by BANNIS,BRANDON",1
11:59,,18,,25 (+7),"GOOD LAYUP by MCDONOUGH,SEAN(in the paint)",SEWANEE 18-25 (+7),,"GOOD LAYUP by MCDONOUGH,SEAN(in the paint)",1
--,,,,,"ASSIST  by HOLLOWAY,JACK",,,"ASSIST  by HOLLOWAY,JACK",1
11:40,,,,,"FOUL  by HOLLOWAY,JACK",,,"FOUL  by HOLLOWAY,JACK",1
11:39,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
11:39,"GOOD FT by ESTACIO,ESTIVEN",19,,25 (+6),,JOHNSON 19-25 (+6),,"GOOD FT by ESTACIO,ESTIVEN",1
11:39,"GOOD FT by ESTACIO,ESTIVEN",20,,25 (+5),,JOHNSON 20-25 (+5),,"GOOD FT by ESTACIO,ESTIVEN",1
11:39,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",1
11:39,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",1
11:39,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",1
11:39,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",1
11:39,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",1
11:39,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",1
11:35,,,,,"TURNOVER  by BARRY,MICHAEL",,,"TURNOVER  by BARRY,MICHAEL",1
11:34,"STEAL  by BANNIS,BRANDON",,,,,,,"STEAL  by BANNIS,BRANDON",1
11:29,"MISS LAYUP by BANNIS,BRANDON",,,,,,,"MISS LAYUP by BANNIS,BRANDON",1
--,"REBOUND OFF by JONES,COBY",,,,,,,"REBOUND OFF by JONES,COBY",1
11:26,"GOOD TIPIN by JONES,COBY(in the paint)",22,,25 (+3),,JOHNSON 22-25 (+3),,"GOOD TIPIN by JONES,COBY(in the paint)",1
11:14,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",1
--,"REBOUND DEF by GRUBB,GAVIN",,,,,,,"REBOUND DEF by GRUBB,GAVIN",1
10:58,"TURNOVER  by FUDGE,TOURE",,,,,,,"TURNOVER  by FUDGE,TOURE",1
10:57,,,,,"STEAL  by BARRY,MICHAEL",,,"STEAL  by BARRY,MICHAEL",1
10:49,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,"REBOUND DEF by ESTACIO,ESTIVEN",,,,,,,"REBOUND DEF by ESTACIO,ESTIVEN",1
10:38,"MISS 3PTR by FUDGE,TOURE",,,,,,,"MISS 3PTR by FUDGE,TOURE",1
--,"REBOUND OFF by ESTACIO,ESTIVEN",,,,,,,"REBOUND OFF by ESTACIO,ESTIVEN",1
10:38,,,,,"FOUL  by MCDONOUGH,SEAN",,,"FOUL  by MCDONOUGH,SEAN",1
10:38,"FOUL TECH by ESTACIO,ESTIVEN",,,,,,,"FOUL TECH by ESTACIO,ESTIVEN",1
10:38,,,,,"FOUL TECH by MCDONOUGH,SEAN",,,"FOUL TECH by MCDONOUGH,SEAN",1
10:38,,,,,"FOUL  by MCDONOUGH,SEAN",,,"FOUL  by MCDONOUGH,SEAN",1
10:38,"FOUL  by ESTACIO,ESTIVEN",,,,,,,"FOUL  by ESTACIO,ESTIVEN",1
10:34,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",1
10:34,"TURNOVER  by CRESSWELL,TAYLOR",,,,,,,"TURNOVER  by CRESSWELL,TAYLOR",1
10:34,"SUB IN by CRESSWELL,TAYLOR",,,,,,,"SUB IN by CRESSWELL,TAYLOR",1
10:34,"SUB IN by JONES,NICK",,,,,,,"SUB IN by JONES,NICK",1
10:34,"SUB OUT by ESTACIO,ESTIVEN",,,,,,,"SUB OUT by ESTACIO,ESTIVEN",1
10:34,"SUB OUT by BANNIS,BRANDON",,,,,,,"SUB OUT by BANNIS,BRANDON",1
10:24,,,,,"MISS 3PTR by STARR,RYAN",,,"MISS 3PTR by STARR,RYAN",1
--,"REBOUND DEF by JONES,COBY",,,,,,,"REBOUND DEF by JONES,COBY",1
10:16,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",1
10:16,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",1
10:15,"GOOD LAYUP by JONES,COBY(in the paint)",24,,25 (+1),,JOHNSON 24-25 (+1),,"GOOD LAYUP by JONES,COBY(in the paint)",1
09:56,"FOUL  by JONES,COBY",,,,,,,"FOUL  by JONES,COBY",1
09:56,"FOUL  by CRESSWELL,TAYLOR",,,,,,,"FOUL  by CRESSWELL,TAYLOR",1
09:56,"SUB IN by LOVEDAY,ETHAN",,,,,,,"SUB IN by LOVEDAY,ETHAN",1
09:56,"SUB IN by SHINHOSTER,DORIAN",,,,,,,"SUB IN by SHINHOSTER,DORIAN",1
09:56,"SUB OUT by JONES,NICK",,,,,,,"SUB OUT by JONES,NICK",1
09:56,"SUB OUT by FUDGE,TOURE",,,,,,,"SUB OUT by FUDGE,TOURE",1
09:56,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",1
09:56,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",1
09:56,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",1
09:56,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",1
09:56,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",1
09:56,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",1
09:50,,24,,26 (+2),"GOOD FT by THOMAS,ADRIAN",SEWANEE 24-26 (+2),,"GOOD FT by THOMAS,ADRIAN",1
09:50,,24,,27 (+3),"GOOD FT by THOMAS,ADRIAN",SEWANEE 24-27 (+3),,"GOOD FT by THOMAS,ADRIAN",1
09:39,"GOOD 3PTR by JONES,COBY",27,,27,,JOHNSON 27-27 (0),,"GOOD 3PTR by JONES,COBY",1
--,"ASSIST  by GRUBB,GAVIN",,,,,,,"ASSIST  by GRUBB,GAVIN",1
09:16,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",1
--,"REBOUND DEF by JONES,COBY",,,,,,,"REBOUND DEF by JONES,COBY",1
09:07,"GOOD JUMPER by CRESSWELL,TAYLOR",29 (+2),,27,,JOHNSON 29-27 (-2),,"GOOD JUMPER by CRESSWELL,TAYLOR",1
--,"ASSIST  by LOVEDAY,ETHAN",,,,,,,"ASSIST  by LOVEDAY,ETHAN",1
08:58,,29,,29,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 29-29 (0),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",1
08:49,"GOOD LAYUP by CRESSWELL,TAYLOR(in the paint)",31 (+2),,29,,JOHNSON 31-29 (-2),,"GOOD LAYUP by CRESSWELL,TAYLOR(in the paint)",1
--,"ASSIST  by GRUBB,GAVIN",,,,,,,"ASSIST  by GRUBB,GAVIN",1
08:37,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",1
--,"REBOUND DEF by GRUBB,GAVIN",,,,,,,"REBOUND DEF by GRUBB,GAVIN",1
08:29,"MISS JUMPER by GRUBB,GAVIN",,,,,,,"MISS JUMPER by GRUBB,GAVIN",1
--,"REBOUND OFF by GRUBB,GAVIN",,,,,,,"REBOUND OFF by GRUBB,GAVIN",1
08:22,"GOOD LAYUP by GRUBB,GAVIN(in the paint)",33 (+4),,29,,JOHNSON 33-29 (-4),,"GOOD LAYUP by GRUBB,GAVIN(in the paint)",1
08:07,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,,,,,"REBOUND OFF by WARLICK,JORDAN",,,"REBOUND OFF by WARLICK,JORDAN",1
08:03,,33 (+2),,31,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 33-31 (-2),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
--,,,,,"ASSIST  by WARLICK,JORDAN",,,"ASSIST  by WARLICK,JORDAN",1
07:44,"MISS 3PTR by GRUBB,GAVIN",,,,,,,"MISS 3PTR by GRUBB,GAVIN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
07:43,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
07:43,"SUB IN by LAWS,KALEB",,,,,,,"SUB IN by LAWS,KALEB",1
07:43,"SUB IN by BANNIS,BRANDON",,,,,,,"SUB IN by BANNIS,BRANDON",1
07:43,"SUB IN by MASHBURN,ORION",,,,,,,"SUB IN by MASHBURN,ORION",1
07:43,"SUB IN by FUDGE,TOURE",,,,,,,"SUB IN by FUDGE,TOURE",1
07:43,"SUB OUT by JONES,COBY",,,,,,,"SUB OUT by JONES,COBY",1
07:43,"SUB OUT by CRESSWELL,TAYLOR",,,,,,,"SUB OUT by CRESSWELL,TAYLOR",1
07:43,"SUB OUT by SHINHOSTER,DORIAN",,,,,,,"SUB OUT by SHINHOSTER,DORIAN",1
07:43,"SUB OUT by GRUBB,GAVIN",,,,,,,"SUB OUT by GRUBB,GAVIN",1
07:29,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",1
--,"REBOUND DEF by LOVEDAY,ETHAN",,,,,,,"REBOUND DEF by LOVEDAY,ETHAN",1
07:21,"MISS 3PTR by FUDGE,TOURE",,,,,,,"MISS 3PTR by FUDGE,TOURE",1
--,"REBOUND OFF by MASHBURN,ORION",,,,,,,"REBOUND OFF by MASHBURN,ORION",1
07:17,,,,,"FOUL  by STARR,RYAN",,,"FOUL  by STARR,RYAN",1
07:17,"GOOD FT by MASHBURN,ORION",34 (+3),,31,,JOHNSON 34-31 (-3),,"GOOD FT by MASHBURN,ORION",1
07:17,"MISS FT by MASHBURN,ORION",,,,,,,"MISS FT by MASHBURN,ORION",1
--,,,,,"REBOUND DEF by STARR,RYAN",,,"REBOUND DEF by STARR,RYAN",1
07:17,"SUB IN by JONES,NICK",,,,,,,"SUB IN by JONES,NICK",1
07:17,"SUB OUT by LOVEDAY,ETHAN",,,,,,,"SUB OUT by LOVEDAY,ETHAN",1
07:05,,34 (+1),,33,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 34-33 (-1),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",1
06:51,"TURNOVER  by FUDGE,TOURE",,,,,,,"TURNOVER  by FUDGE,TOURE",1
06:40,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",1
06:21,"GOOD LAYUP by LAWS,KALEB(in the paint)",36 (+3),,33,,JOHNSON 36-33 (-3),,"GOOD LAYUP by LAWS,KALEB(in the paint)",1
06:12,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",1
06:12,"STEAL  by JONES,NICK",,,,,,,"STEAL  by JONES,NICK",1
06:02,"TURNOVER  by MASHBURN,ORION",,,,,,,"TURNOVER  by MASHBURN,ORION",1
06:01,,,,,"STEAL  by BARRY,MICHAEL",,,"STEAL  by BARRY,MICHAEL",1
05:36,,36 (+1),,35,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 36-35 (-1),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
--,,,,,"ASSIST  by BARRY,MICHAEL",,,"ASSIST  by BARRY,MICHAEL",1
05:26,"MISS 3PTR by FUDGE,TOURE",,,,,,,"MISS 3PTR by FUDGE,TOURE",1
--,,,,,"REBOUND DEF by BARRY,MICHAEL",,,"REBOUND DEF by BARRY,MICHAEL",1
05:18,,36,,37 (+1),"GOOD LAYUP by KNOX,JOEY(fastbreak)(in the paint)",SEWANEE 36-37 (+1),,"GOOD LAYUP by KNOX,JOEY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",1
05:02,"TURNOVER  by BANNIS,BRANDON",,,,,,,"TURNOVER  by BANNIS,BRANDON",1
05:01,,,,,"STEAL  by STARR,RYAN",,,"STEAL  by STARR,RYAN",1
04:59,"FOUL  by MASHBURN,ORION",,,,,,,"FOUL  by MASHBURN,ORION",1
04:59,,36,,38 (+2),"GOOD FT by WARLICK,JORDAN",SEWANEE 36-38 (+2),,"GOOD FT by WARLICK,JORDAN",1
04:59,,,,,"MISS FT by WARLICK,JORDAN",,,"MISS FT by WARLICK,JORDAN",1
--,,,,,"REBOUND OFF by HOLLOWAY,JACK",,,"REBOUND OFF by HOLLOWAY,JACK",1
04:59,"SUB IN by CRESSWELL,TAYLOR",,,,,,,"SUB IN by CRESSWELL,TAYLOR",1
04:59,"SUB IN by JONES,COBY",,,,,,,"SUB IN by JONES,COBY",1
04:59,"SUB IN by GRUBB,GAVIN",,,,,,,"SUB IN by GRUBB,GAVIN",1
04:59,"SUB OUT by LAWS,KALEB",,,,,,,"SUB OUT by LAWS,KALEB",1
04:59,"SUB OUT by BANNIS,BRANDON",,,,,,,"SUB OUT by BANNIS,BRANDON",1
04:59,"SUB OUT by FUDGE,TOURE",,,,,,,"SUB OUT by FUDGE,TOURE",1
04:59,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",1
04:59,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",1
04:59,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",1
04:59,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",1
04:54,,36,,40 (+4),"GOOD TIPIN by HOLLOWAY,JACK(in the paint)",SEWANEE 36-40 (+4),,"GOOD TIPIN by HOLLOWAY,JACK(in the paint)",1
04:45,"MISS LAYUP by MASHBURN,ORION",,,,,,,"MISS LAYUP by MASHBURN,ORION",1
--,"REBOUND OFF by MASHBURN,ORION",,,,,,,"REBOUND OFF by MASHBURN,ORION",1
04:42,"MISS JUMPER by MASHBURN,ORION",,,,,,,"MISS JUMPER by MASHBURN,ORION",1
04:42,,,,,"BLOCK  by STARR,RYAN",,,"BLOCK  by STARR,RYAN",1
--,"REBOUND OFF by MASHBURN,ORION",,,,,,,"REBOUND OFF by MASHBURN,ORION",1
04:38,"GOOD LAYUP by MASHBURN,ORION(in the paint)",38,,40 (+2),,JOHNSON 38-40 (+2),,"GOOD LAYUP by MASHBURN,ORION(in the paint)",1
04:29,,38,,42 (+4),"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 38-42 (+4),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
--,,,,,"ASSIST  by BARRY,MICHAEL",,,"ASSIST  by BARRY,MICHAEL",1
04:16,"MISS 3PTR by CRESSWELL,TAYLOR",,,,,,,"MISS 3PTR by CRESSWELL,TAYLOR",1
--,"REBOUND OFF by JONES,COBY",,,,,,,"REBOUND OFF by JONES,COBY",1
04:11,"MISS 3PTR by JONES,COBY",,,,,,,"MISS 3PTR by JONES,COBY",1
--,"REBOUND OFF by JONES,COBY",,,,,,,"REBOUND OFF by JONES,COBY",1
04:08,"MISS LAYUP by JONES,COBY",,,,,,,"MISS LAYUP by JONES,COBY",1
--,,,,,"REBOUND DEF by HOLLOWAY,JACK",,,"REBOUND DEF by HOLLOWAY,JACK",1
04:00,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",1
03:59,"STEAL  by GRUBB,GAVIN",,,,,,,"STEAL  by GRUBB,GAVIN",1
03:57,"TURNOVER  by JONES,COBY",,,,,,,"TURNOVER  by JONES,COBY",1
03:57,"SUB IN by LOVEDAY,ETHAN",,,,,,,"SUB IN by LOVEDAY,ETHAN",1
03:57,"SUB IN by SHINHOSTER,DORIAN",,,,,,,"SUB IN by SHINHOSTER,DORIAN",1
03:57,"SUB OUT by JONES,NICK",,,,,,,"SUB OUT by JONES,NICK",1
03:57,"SUB OUT by MASHBURN,ORION",,,,,,,"SUB OUT by MASHBURN,ORION",1
03:57,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",1
03:57,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",1
03:41,,,,,"MISS JUMPER by STARR,RYAN",,,"MISS JUMPER by STARR,RYAN",1
--,"REBOUND DEF by GRUBB,GAVIN",,,,,,,"REBOUND DEF by GRUBB,GAVIN",1
03:27,,,,,"FOUL  by STARR,RYAN",,,"FOUL  by STARR,RYAN",1
03:27,"MISS FT by SHINHOSTER,DORIAN",,,,,,,"MISS FT by SHINHOSTER,DORIAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
