Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
18:37,"GOOD FT by STARR,RYAN",34 (+2),,32,,Sewan 34-32 (+2),,"GOOD FT by STARR,RYAN",2
18:37,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
18:37,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
18:20,,,,,"TURNOVER  by HASLAM,ETHAN",,,"TURNOVER  by HASLAM,ETHAN",2
18:20,"STEAL  by THOMAS,ADRIAN",,,,,,,"STEAL  by THOMAS,ADRIAN",2
18:06,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",36 (+4),,32,,Sewan 36-32 (+4),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
17:49,,,,,"MISS LAYUP by HASLAM,ETHAN",,,"MISS LAYUP by HASLAM,ETHAN",2
--,,,,,"REBOUND OFF by BROOKS,AUSTIN",,,"REBOUND OFF by BROOKS,AUSTIN",2
17:40,"FOUL  by KNOX,JOEY",,,,,,,"FOUL  by KNOX,JOEY",2
17:20,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
17:20,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
17:11,,,,,"MISS JUMPER by ESTES,DJ",,,"MISS JUMPER by ESTES,DJ",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
16:48,"MISS 3PTR by THOMAS,ADRIAN",,,,,,,"MISS 3PTR by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
16:38,,,,,"TURNOVER  by BROOKS,AUSTIN",,,"TURNOVER  by BROOKS,AUSTIN",2
16:38,"STEAL  by STARR,RYAN",,,,,,,"STEAL  by STARR,RYAN",2
16:34,"GOOD LAYUP by STARR,RYAN(fastbreak)(in the paint)",38 (+6),,32,,Sewan 38-32 (+6),,"GOOD LAYUP by STARR,RYAN(fastbreak)(in the paint)",2
16:16,,,,,"MISS 3PTR by COSTAS,RILEY",,,"MISS 3PTR by COSTAS,RILEY",2
--,,,,,"REBOUND OFF by BROOKS,AUSTIN",,,"REBOUND OFF by BROOKS,AUSTIN",2
16:12,,38 (+4),,34,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 38-34 (+4),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
16:10,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",40 (+6),,34,,Sewan 40-34 (+6),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
15:57,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:54,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
15:54,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",2
15:54,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
15:54,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
15:54,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",2
15:54,,,,,"SUB OUT by CUMMINGS,DREW",,,"SUB OUT by CUMMINGS,DREW",2
15:36,,,,,"MISS LAYUP by SOWADA,COLLIN",,,"MISS LAYUP by SOWADA,COLLIN",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
15:16,"GOOD JUMPER by KNOX,JOEY",42 (+8),,34,,Sewan 42-34 (+8),,"GOOD JUMPER by KNOX,JOEY",2
14:48,,,,,"TURNOVER  by WEHUNT,DAWSON",,,"TURNOVER  by WEHUNT,DAWSON",2
14:48,"STEAL  by BARRY,MICHAEL",,,,,,,"STEAL  by BARRY,MICHAEL",2
14:44,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",2
14:37,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
14:37,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
14:37,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
14:37,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
14:26,,42 (+6),,36,"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 42-36 (+6),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,,,,,"ASSIST  by SOWADA,COLLIN",,,"ASSIST  by SOWADA,COLLIN",2
14:06,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,"REBOUND DEF by WEHUNT,DAWSON",,,"REBOUND DEF by WEHUNT,DAWSON",2
13:44,,,,,"TURNOVER  by SOWADA,COLLIN",,,"TURNOVER  by SOWADA,COLLIN",2
13:44,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
13:44,,,,,"SUB OUT by SOWADA,COLLIN",,,"SUB OUT by SOWADA,COLLIN",2
13:42,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
13:21,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
13:02,"MISS 3PTR by STARR,RYAN",,,,,,,"MISS 3PTR by STARR,RYAN",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
12:52,,,,,"MISS 3PTR by CLARK,ETHAN",,,"MISS 3PTR by CLARK,ETHAN",2
--,"REBOUND DEF by STARR,RYAN",,,,,,,"REBOUND DEF by STARR,RYAN",2
12:36,"TURNOVER  by STARR,RYAN",,,,,,,"TURNOVER  by STARR,RYAN",2
12:36,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",2
12:36,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
12:36,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",2
12:36,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
12:17,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
12:17,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
12:17,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
12:09,,,,,"TURNOVER  by WEHUNT,DAWSON",,,"TURNOVER  by WEHUNT,DAWSON",2
11:50,"GOOD LAYUP by STARR,RYAN(in the paint)",44 (+8),,36,,Sewan 44-36 (+8),,"GOOD LAYUP by STARR,RYAN(in the paint)",2
11:32,,44 (+6),,38,"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 44-38 (+6),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,,,,,"ASSIST  by ESTES,DJ",,,"ASSIST  by ESTES,DJ",2
11:04,"MISS 3PTR by STARR,RYAN",,,,,,,"MISS 3PTR by STARR,RYAN",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
10:47,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
10:47,,44 (+5),,39,"GOOD FT by HAYNES,CALEB",Berry 44-39 (+5),,"GOOD FT by HAYNES,CALEB",2
10:47,,44 (+4),,40,"GOOD FT by HAYNES,CALEB",Berry 44-40 (+4),,"GOOD FT by HAYNES,CALEB",2
10:47,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
10:47,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
10:47,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
10:47,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
10:47,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
10:47,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",2
10:47,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
10:47,,,,,"SUB IN by FALCONER,TREY",,,"SUB IN by FALCONER,TREY",2
10:47,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
10:47,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
10:23,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",46 (+6),,40,,Sewan 46-40 (+6),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
10:10,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
10:10,,46 (+5),,41,"GOOD FT by CLARK,ETHAN",Berry 46-41 (+5),,"GOOD FT by CLARK,ETHAN",2
10:10,,46 (+4),,42,"GOOD FT by CLARK,ETHAN",Berry 46-42 (+4),,"GOOD FT by CLARK,ETHAN",2
09:53,"GOOD LAYUP by BARRY,MICHAEL(in the paint)",48 (+6),,42,,Sewan 48-42 (+6),,"GOOD LAYUP by BARRY,MICHAEL(in the paint)",2
09:44,,,,,"MISS 3PTR by ESTES,DJ",,,"MISS 3PTR by ESTES,DJ",2
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",2
09:18,,,,,"FOUL  by FALCONER,TREY",,,"FOUL  by FALCONER,TREY",2
09:18,"MISS FT by KNOX,JOEY",,,,,,,"MISS FT by KNOX,JOEY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:18,"MISS FT by KNOX,JOEY",,,,,,,"MISS FT by KNOX,JOEY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:55,,,,,"MISS LAYUP by BROOKS,AUSTIN",,,"MISS LAYUP by BROOKS,AUSTIN",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
08:25,"MISS LAYUP by KNOX,JOEY",,,,,,,"MISS LAYUP by KNOX,JOEY",2
--,,,,,"REBOUND DEF by CLARK,ETHAN",,,"REBOUND DEF by CLARK,ETHAN",2
08:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:17,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
08:17,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
08:17,"SUB OUT by GARWOOD,MACKIE",,,,,,,"SUB OUT by GARWOOD,MACKIE",2
08:17,"SUB OUT by MCDONOUGH,SEAN",,,,,,,"SUB OUT by MCDONOUGH,SEAN",2
08:17,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
08:17,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
08:17,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
08:17,,,,,"SUB IN by CUMMINGS,DREW",,,"SUB IN by CUMMINGS,DREW",2
08:17,,,,,"SUB OUT by FALCONER,TREY",,,"SUB OUT by FALCONER,TREY",2
08:17,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
08:17,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",2
08:17,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
07:57,,,,,"MISS JUMPER by CUMMINGS,DREW",,,"MISS JUMPER by CUMMINGS,DREW",2
07:57,"BLOCK  by THOMAS,ADRIAN",,,,,,,"BLOCK  by THOMAS,ADRIAN",2
--,,,,,"REBOUND OFF by HAYNES,CALEB",,,"REBOUND OFF by HAYNES,CALEB",2
07:57,,,,,"MISS LAYUP by HAYNES,CALEB",,,"MISS LAYUP by HAYNES,CALEB",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
07:53,"GOOD LAYUP by WARLICK,JORDAN(fastbreak)(in the paint)",50 (+8),,42,,Sewan 50-42 (+8),,"GOOD LAYUP by WARLICK,JORDAN(fastbreak)(in the paint)",2
07:16,,,,,"TURNOVER  by CLARK,ETHAN",,,"TURNOVER  by CLARK,ETHAN",2
07:16,"STEAL  by THOMAS,ADRIAN",,,,,,,"STEAL  by THOMAS,ADRIAN",2
07:10,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:08,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",2
07:08,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
07:03,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
07:03,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
06:51,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",2
06:43,,50 (+6),,44,"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 50-44 (+6),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,,,,,"ASSIST  by HONROTH,OWEN",,,"ASSIST  by HONROTH,OWEN",2
06:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:23,"GOOD 3PTR by WARLICK,JORDAN",53 (+9),,44,,Sewan 53-44 (+9),,"GOOD 3PTR by WARLICK,JORDAN",2
--,"ASSIST  by STARR,RYAN",,,,,,,"ASSIST  by STARR,RYAN",2
05:53,,,,,"MISS LAYUP by CUMMINGS,DREW",,,"MISS LAYUP by CUMMINGS,DREW",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
05:35,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
05:13,,,,,"MISS 3PTR by ESTES,DJ",,,"MISS 3PTR by ESTES,DJ",2
--,,,,,"REBOUND OFF by CUMMINGS,DREW",,,"REBOUND OFF by CUMMINGS,DREW",2
05:01,,53 (+6),,47,"GOOD 3PTR by ESTES,DJ",Berry 53-47 (+6),,"GOOD 3PTR by ESTES,DJ",2
--,,,,,"ASSIST  by HONROTH,OWEN",,,"ASSIST  by HONROTH,OWEN",2
04:35,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",2
04:20,,,,,"MISS 3PTR by COSTAS,RILEY",,,"MISS 3PTR by COSTAS,RILEY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:20,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
04:15,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",2
04:15,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
04:15,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
04:15,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",2
04:15,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
04:15,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
04:15,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
04:15,,,,,"SUB OUT by CUMMINGS,DREW",,,"SUB OUT by CUMMINGS,DREW",2
04:13,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND OFF by JOHNSON,MICAH",,,"REBOUND OFF by JOHNSON,MICAH",2
04:09,"FOUL  by BARRY,MICHAEL",,,,,,,"FOUL  by BARRY,MICHAEL",2
04:09,,53 (+5),,48,"GOOD FT by ESTES,DJ",Berry 53-48 (+5),,"GOOD FT by ESTES,DJ",2
04:09,,,,,"MISS FT by ESTES,DJ",,,"MISS FT by ESTES,DJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:09,,53 (+4),,49,"GOOD FT by ESTES,DJ",Berry 53-49 (+4),,"GOOD FT by ESTES,DJ",2
04:09,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
04:09,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
03:43,"MISS LAYUP by THOMAS,ADRIAN",,,,,,,"MISS LAYUP by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by CLARK,ETHAN",,,"REBOUND DEF by CLARK,ETHAN",2
03:24,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",2
03:24,,,,,"TURNOVER  by HASLAM,ETHAN",,,"TURNOVER  by HASLAM,ETHAN",2
03:24,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:24,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
03:24,"SUB OUT by GARWOOD,MACKIE",,,,,,,"SUB OUT by GARWOOD,MACKIE",2
02:59,"MISS LAYUP by THOMAS,ADRIAN",,,,,,,"MISS LAYUP by THOMAS,ADRIAN",2
02:59,,,,,"BLOCK  by HAYNES,CALEB",,,"BLOCK  by HAYNES,CALEB",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
02:50,,53 (+2),,51,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",Berry 53-51 (+2),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",2
02:34,"GOOD 3PTR by KNOX,JOEY",56 (+5),,51,,Sewan 56-51 (+5),,"GOOD 3PTR by KNOX,JOEY",2
--,"ASSIST  by WARLICK,JORDAN",,,,,,,"ASSIST  by WARLICK,JORDAN",2
02:06,,,,,"MISS LAYUP by HAYNES,CALEB",,,"MISS LAYUP by HAYNES,CALEB",2
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",2
01:41,,,,,"FOUL  by CLARK,ETHAN",,,"FOUL  by CLARK,ETHAN",2
01:23,"MISS 3PTR by THOMAS,ADRIAN",,,,,,,"MISS 3PTR by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by CLARK,ETHAN",,,"REBOUND DEF by CLARK,ETHAN",2
01:16,,,,,"TURNOVER  by JOHNSON,MICAH",,,"TURNOVER  by JOHNSON,MICAH",2
01:16,"STEAL  by STARR,RYAN",,,,,,,"STEAL  by STARR,RYAN",2
00:57,"GOOD 3PTR by WARLICK,JORDAN",59 (+8),,51,,Sewan 59-51 (+8),,"GOOD 3PTR by WARLICK,JORDAN",2
--,"ASSIST  by THOMAS,ADRIAN",,,,,,,"ASSIST  by THOMAS,ADRIAN",2
00:57,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:57,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
00:57,,,,,"SUB IN by CUMMINGS,DREW",,,"SUB IN by CUMMINGS,DREW",2
00:57,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
00:57,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
00:47,,,,,"MISS 3PTR by ESTES,DJ",,,"MISS 3PTR by ESTES,DJ",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
00:41,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
00:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:29,,,,,"MISS 3PTR by CUMMINGS,DREW",,,"MISS 3PTR by CUMMINGS,DREW",2
--,,,,,"REBOUND OFF by CUMMINGS,DREW",,,"REBOUND OFF by CUMMINGS,DREW",2
00:27,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
00:27,,,,,"MISS FT by CUMMINGS,DREW",,,"MISS FT by CUMMINGS,DREW",2
00:27,,,,,"SUB IN by FALCONER,TREY",,,"SUB IN by FALCONER,TREY",2
00:27,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
00:27,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",2
00:27,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
00:26,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
00:26,,,,,"SUB IN by MBENOUN,ROB",,,"SUB IN by MBENOUN,ROB",2
00:26,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
00:22,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",2
00:22,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
00:22,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",2
00:22,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
00:22,,,,,"SUB OUT by FALCONER,TREY",,,"SUB OUT by FALCONER,TREY",2
00:22,,,,,"SUB OUT by MBENOUN,ROB",,,"SUB OUT by MBENOUN,ROB",2
00:22,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
00:20,,,,,"FOUL  by HAYNES,CALEB",,,"FOUL  by HAYNES,CALEB",2
00:20,"GOOD FT by THOMAS,ADRIAN",60 (+9),,51,,Sewan 60-51 (+9),,"GOOD FT by THOMAS,ADRIAN",2
00:20,"GOOD FT by THOMAS,ADRIAN",61 (+10),,51,,Sewan 61-51 (+10),,"GOOD FT by THOMAS,ADRIAN",2
00:14,,,,,"MISS LAYUP by CUMMINGS,DREW",,,"MISS LAYUP by CUMMINGS,DREW",2
--,,,,,"REBOUND OFF by HAYNES,CALEB",,,"REBOUND OFF by HAYNES,CALEB",2
00:11,,61 (+8),,53,"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 61-53 (+8),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
00:10,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
00:10,"GOOD FT by STARR,RYAN",62 (+9),,53,,Sewan 62-53 (+9),,"GOOD FT by STARR,RYAN",2
00:10,"GOOD FT by STARR,RYAN",63 (+10),,53,,Sewan 63-53 (+10),,"GOOD FT by STARR,RYAN",2
00:10,,,,,"SUB IN by MBENOUN,ROB",,,"SUB IN by MBENOUN,ROB",2
00:10,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",2
00:03,,,,,"MISS 3PTR by CLARK,ETHAN",,,"MISS 3PTR by CLARK,ETHAN",2
--,,,,,"REBOUND OFF by HAYNES,CALEB",,,"REBOUND OFF by HAYNES,CALEB",2
