Time Remaining,PCCM,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
13:46,"GOOD FT by CRANE,SETH",35 (+12),,23,,PCCM 35-23 (-12),,"GOOD FT by CRANE,SETH",2
13:46,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
13:46,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
13:46,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
13:46,,,,,"SUB OUT by HANSTAD,RAJAN",,,"SUB OUT by HANSTAD,RAJAN",2
13:30,,,,,"TURNOVER  by ATKINSON,QUINN",,,"TURNOVER  by ATKINSON,QUINN",2
13:29,"STEAL  by JACKSON,TJ",,,,,,,"STEAL  by JACKSON,TJ",2
13:23,"MISS LAYUP by JACKSON,TJ",,,,,,,"MISS LAYUP by JACKSON,TJ",2
13:23,,,,,"BLOCK  by ATKINSON,QUINN",,,"BLOCK  by ATKINSON,QUINN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:20,"TURNOVER  by ANDREWS,JON",,,,,,,"TURNOVER  by ANDREWS,JON",2
13:11,,,,,"MISS LAYUP by MANCUSO,LOGAN",,,"MISS LAYUP by MANCUSO,LOGAN",2
13:11,"BLOCK  by ANDREWS,JON",,,,,,,"BLOCK  by ANDREWS,JON",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
13:07,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
13:07,,,,,"TURNOVER  by MANCUSO,LOGAN",,,"TURNOVER  by MANCUSO,LOGAN",2
12:40,"GOOD JUMPER by JACKSON,TJ",37 (+14),,23,,PCCM 37-23 (-14),,"GOOD JUMPER by JACKSON,TJ",2
12:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:32,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",2
12:11,"MISS 3PTR by CRANE,DYLAN",,,,,,,"MISS 3PTR by CRANE,DYLAN",2
--,"REBOUND OFF by CRANE,SETH",,,,,,,"REBOUND OFF by CRANE,SETH",2
12:07,"GOOD LAYUP by CRANE,SETH(in the paint)",39 (+16),,23,,PCCM 39-23 (-16),,"GOOD LAYUP by CRANE,SETH(in the paint)",2
11:53,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
11:45,,,,,"TURNOVER  by MANCUSO,LOGAN",,,"TURNOVER  by MANCUSO,LOGAN",2
11:43,"STEAL  by ANDREWS,JON",,,,,,,"STEAL  by ANDREWS,JON",2
11:41,"GOOD LAYUP by JACKSON,TJ(in the paint)",41 (+18),,23,,PCCM 41-23 (-18),,"GOOD LAYUP by JACKSON,TJ(in the paint)",2
--,"ASSIST  by ANDREWS,JON",,,,,,,"ASSIST  by ANDREWS,JON",2
11:30,"FOUL  by JACKSON,TJ",,,,,,,"FOUL  by JACKSON,TJ",2
11:30,"SUB IN by GARDNER,DEMARLON",,,,,,,"SUB IN by GARDNER,DEMARLON",2
11:30,"SUB IN by HIBBELER,JOHN",,,,,,,"SUB IN by HIBBELER,JOHN",2
11:30,"SUB IN by WILLIAMS,COREY",,,,,,,"SUB IN by WILLIAMS,COREY",2
11:30,"SUB OUT by CRANE,DYLAN",,,,,,,"SUB OUT by CRANE,DYLAN",2
11:30,"SUB OUT by THOMAS,JOEL",,,,,,,"SUB OUT by THOMAS,JOEL",2
11:30,"SUB OUT by JACKSON,TJ",,,,,,,"SUB OUT by JACKSON,TJ",2
11:30,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
11:30,,,,,"SUB IN by PRATER,DALLAS",,,"SUB IN by PRATER,DALLAS",2
11:30,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
11:30,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
11:30,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
11:30,,,,,"SUB OUT by MCSWAIN,JOSH",,,"SUB OUT by MCSWAIN,JOSH",2
11:30,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
11:30,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
11:23,,41 (+15),,26,"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 41-26 (-15),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by DETILLIEU,RYAN",,,"ASSIST  by DETILLIEU,RYAN",2
11:08,"TURNOVER  by ANDREWS,JON",,,,,,,"TURNOVER  by ANDREWS,JON",2
10:50,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by CRANE,SETH",,,,,,,"REBOUND DEF by CRANE,SETH",2
10:31,"TURNOVER  by WILLIAMS,COREY",,,,,,,"TURNOVER  by WILLIAMS,COREY",2
10:31,"SUB IN by ANDREWS,TOM",,,,,,,"SUB IN by ANDREWS,TOM",2
10:31,"SUB OUT by CRANE,SETH",,,,,,,"SUB OUT by CRANE,SETH",2
10:11,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
10:11,"BLOCK  by ANDREWS,JON",,,,,,,"BLOCK  by ANDREWS,JON",2
--,"REBOUND DEF by ANDREWS,TOM",,,,,,,"REBOUND DEF by ANDREWS,TOM",2
10:04,"TURNOVER  by GARDNER,DEMARLON",,,,,,,"TURNOVER  by GARDNER,DEMARLON",2
09:46,,41 (+13),,28,"GOOD LAYUP by PRATER,DALLAS(in the paint)",MILLSAPS 41-28 (-13),,"GOOD LAYUP by PRATER,DALLAS(in the paint)",2
09:46,"FOUL  by ANDREWS,JON",,,,,,,"FOUL  by ANDREWS,JON",2
09:46,,41 (+12),,29,"GOOD FT by PRATER,DALLAS",MILLSAPS 41-29 (-12),,"GOOD FT by PRATER,DALLAS",2
09:30,"FOUL  by ANDREWS,JON",,,,,,,"FOUL  by ANDREWS,JON",2
09:30,"TURNOVER  by ANDREWS,JON",,,,,,,"TURNOVER  by ANDREWS,JON",2
09:30,"SUB IN by CRANE,DYLAN",,,,,,,"SUB IN by CRANE,DYLAN",2
09:30,"SUB OUT by ANDREWS,JON",,,,,,,"SUB OUT by ANDREWS,JON",2
09:11,,41 (+10),,31,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",MILLSAPS 41-31 (-10),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
08:47,"GOOD LAYUP by CRANE,DYLAN(in the paint)",43 (+12),,31,,PCCM 43-31 (-12),,"GOOD LAYUP by CRANE,DYLAN(in the paint)",2
08:31,,43 (+10),,33,"GOOD JUMPER by ROBERTSON,MARC",MILLSAPS 43-33 (-10),,"GOOD JUMPER by ROBERTSON,MARC",2
08:14,"MISS JUMPER by GARDNER,DEMARLON",,,,,,,"MISS JUMPER by GARDNER,DEMARLON",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
07:58,"FOUL  by GARDNER,DEMARLON",,,,,,,"FOUL  by GARDNER,DEMARLON",2
07:58,,,,,"MISS FT by DETILLIEU,RYAN",,,"MISS FT by DETILLIEU,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:58,,43 (+9),,34,"GOOD FT by DETILLIEU,RYAN",MILLSAPS 43-34 (-9),,"GOOD FT by DETILLIEU,RYAN",2
07:58,"SUB IN by THOMAS,JOEL",,,,,,,"SUB IN by THOMAS,JOEL",2
07:58,"SUB IN by JACKSON,TJ",,,,,,,"SUB IN by JACKSON,TJ",2
07:58,"SUB OUT by GARDNER,DEMARLON",,,,,,,"SUB OUT by GARDNER,DEMARLON",2
07:58,"SUB OUT by HIBBELER,JOHN",,,,,,,"SUB OUT by HIBBELER,JOHN",2
07:39,"FOUL  by CRANE,DYLAN",,,,,,,"FOUL  by CRANE,DYLAN",2
07:39,"TURNOVER  by CRANE,DYLAN",,,,,,,"TURNOVER  by CRANE,DYLAN",2
07:24,,43 (+6),,37,"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 43-37 (-6),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by DETILLIEU,RYAN",,,"ASSIST  by DETILLIEU,RYAN",2
07:21,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:03,"GOOD 3PTR by JACKSON,TJ",46 (+9),,37,,PCCM 46-37 (-9),,"GOOD 3PTR by JACKSON,TJ",2
--,"ASSIST  by THOMAS,JOEL",,,,,,,"ASSIST  by THOMAS,JOEL",2
06:54,,46 (+6),,40,"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 46-40 (-6),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by DETILLIEU,RYAN",,,"ASSIST  by DETILLIEU,RYAN",2
06:31,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
06:31,"MISS FT by ANDREWS,TOM",,,,,,,"MISS FT by ANDREWS,TOM",2
--,"REBOUND OFF by CRANE,DYLAN",,,,,,,"REBOUND OFF by CRANE,DYLAN",2
06:27,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
06:27,"MISS FT by CRANE,DYLAN",,,,,,,"MISS FT by CRANE,DYLAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:27,"GOOD FT by CRANE,DYLAN",47 (+7),,40,,PCCM 47-40 (-7),,"GOOD FT by CRANE,DYLAN",2
06:27,"SUB IN by KIMMIG,ELIJAH",,,,,,,"SUB IN by KIMMIG,ELIJAH",2
06:27,"SUB OUT by ANDREWS,TOM",,,,,,,"SUB OUT by ANDREWS,TOM",2
06:19,,47 (+4),,43,"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 47-43 (-4),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by DETILLIEU,RYAN",,,"ASSIST  by DETILLIEU,RYAN",2
06:06,"MISS LAYUP by JACKSON,TJ",,,,,,,"MISS LAYUP by JACKSON,TJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:59,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",2
05:59,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
05:59,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
05:59,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",2
05:53,"MISS 3PTR by THOMAS,JOEL",,,,,,,"MISS 3PTR by THOMAS,JOEL",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
05:45,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",2
--,"REBOUND DEF by THOMAS,JOEL",,,,,,,"REBOUND DEF by THOMAS,JOEL",2
05:25,"MISS JUMPER by THOMAS,JOEL",,,,,,,"MISS JUMPER by THOMAS,JOEL",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
05:14,,,,,"MISS 3PTR by DETILLIEU,RYAN",,,"MISS 3PTR by DETILLIEU,RYAN",2
--,"REBOUND DEF by WILLIAMS,COREY",,,,,,,"REBOUND DEF by WILLIAMS,COREY",2
04:57,"MISS JUMPER by THOMAS,JOEL",,,,,,,"MISS JUMPER by THOMAS,JOEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:53,,,,,"FOUL  by DETILLIEU,RYAN",,,"FOUL  by DETILLIEU,RYAN",2
04:53,"GOOD FT by THOMAS,JOEL",48 (+5),,43,,PCCM 48-43 (-5),,"GOOD FT by THOMAS,JOEL",2
04:53,"GOOD FT by THOMAS,JOEL",49 (+6),,43,,PCCM 49-43 (-6),,"GOOD FT by THOMAS,JOEL",2
04:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:53,"SUB IN by ANDREWS,JON",,,,,,,"SUB IN by ANDREWS,JON",2
04:53,"SUB OUT by CRANE,DYLAN",,,,,,,"SUB OUT by CRANE,DYLAN",2
04:43,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by THOMAS,JOEL",,,,,,,"REBOUND DEF by THOMAS,JOEL",2
04:17,"MISS LAYUP by THOMAS,JOEL",,,,,,,"MISS LAYUP by THOMAS,JOEL",2
--,"REBOUND OFF by THOMAS,JOEL",,,,,,,"REBOUND OFF by THOMAS,JOEL",2
04:09,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
04:09,"GOOD FT by KIMMIG,ELIJAH",50 (+7),,43,,PCCM 50-43 (-7),,"GOOD FT by KIMMIG,ELIJAH",2
04:09,"MISS FT by KIMMIG,ELIJAH",,,,,,,"MISS FT by KIMMIG,ELIJAH",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
04:09,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
04:09,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
03:49,,,,,"MISS JUMPER by DETILLIEU,RYAN",,,"MISS JUMPER by DETILLIEU,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:35,"MISS LAYUP by ANDREWS,JON",,,,,,,"MISS LAYUP by ANDREWS,JON",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSH",,,"REBOUND DEF by MCSWAIN,JOSH",2
03:25,,,,,"MISS JUMPER by MCSWAIN,JOSH",,,"MISS JUMPER by MCSWAIN,JOSH",2
--,"REBOUND DEF by ANDREWS,JON",,,,,,,"REBOUND DEF by ANDREWS,JON",2
03:19,"GOOD LAYUP by THOMAS,JOEL(fastbreak)(in the paint)",52 (+9),,43,,PCCM 52-43 (-9),,"GOOD LAYUP by THOMAS,JOEL(fastbreak)(in the paint)",2
--,"ASSIST  by ANDREWS,JON",,,,,,,"ASSIST  by ANDREWS,JON",2
03:01,,,,,"MISS JUMPER by ATKINSON,QUINN",,,"MISS JUMPER by ATKINSON,QUINN",2
03:01,"BLOCK  by ANDREWS,JON",,,,,,,"BLOCK  by ANDREWS,JON",2
--,"REBOUND DEF by WILLIAMS,COREY",,,,,,,"REBOUND DEF by WILLIAMS,COREY",2
02:50,,,,,"FOUL  by DETILLIEU,RYAN",,,"FOUL  by DETILLIEU,RYAN",2
02:50,"GOOD FT by KIMMIG,ELIJAH",53 (+10),,43,,PCCM 53-43 (-10),,"GOOD FT by KIMMIG,ELIJAH",2
02:50,"GOOD FT by KIMMIG,ELIJAH",54 (+11),,43,,PCCM 54-43 (-11),,"GOOD FT by KIMMIG,ELIJAH",2
02:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:50,"SUB IN by CRANE,DYLAN",,,,,,,"SUB IN by CRANE,DYLAN",2
02:50,"SUB OUT by KIMMIG,ELIJAH",,,,,,,"SUB OUT by KIMMIG,ELIJAH",2
02:50,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
02:50,,,,,"SUB IN by PRATER,DALLAS",,,"SUB IN by PRATER,DALLAS",2
02:50,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
02:50,,,,,"SUB OUT by MCSWAIN,JOSH",,,"SUB OUT by MCSWAIN,JOSH",2
02:50,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
02:50,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",2
02:36,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",2
--,,,,,"REBOUND OFF by GAGEN,BRENNAN",,,"REBOUND OFF by GAGEN,BRENNAN",2
02:27,,,,,"MISS LAYUP by PRATER,DALLAS",,,"MISS LAYUP by PRATER,DALLAS",2
--,"REBOUND DEF by JACKSON,TJ",,,,,,,"REBOUND DEF by JACKSON,TJ",2
02:01,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
02:01,"GOOD FT by ANDREWS,JON",55 (+12),,43,,PCCM 55-43 (-12),,"GOOD FT by ANDREWS,JON",2
02:01,"GOOD FT by ANDREWS,JON",56 (+13),,43,,PCCM 56-43 (-13),,"GOOD FT by ANDREWS,JON",2
02:01,"SUB IN by HIBBELER,JOHN",,,,,,,"SUB IN by HIBBELER,JOHN",2
02:01,"SUB OUT by THOMAS,JOEL",,,,,,,"SUB OUT by THOMAS,JOEL",2
02:01,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",2
02:01,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
01:48,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
--,"REBOUND DEF by JACKSON,TJ",,,,,,,"REBOUND DEF by JACKSON,TJ",2
01:42,"TURNOVER  by JACKSON,TJ",,,,,,,"TURNOVER  by JACKSON,TJ",2
01:41,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",2
01:37,,,,,"MISS LAYUP by PRATER,DALLAS",,,"MISS LAYUP by PRATER,DALLAS",2
--,"REBOUND DEF by JACKSON,TJ",,,,,,,"REBOUND DEF by JACKSON,TJ",2
01:30,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
01:30,"MISS FT by HIBBELER,JOHN",,,,,,,"MISS FT by HIBBELER,JOHN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:30,"GOOD FT by HIBBELER,JOHN",57 (+14),,43,,PCCM 57-43 (-14),,"GOOD FT by HIBBELER,JOHN",2
01:20,,57 (+11),,46,"GOOD 3PTR by PRATER,DALLAS",MILLSAPS 57-46 (-11),,"GOOD 3PTR by PRATER,DALLAS",2
--,,,,,"ASSIST  by MOORE,MYLES",,,"ASSIST  by MOORE,MYLES",2
01:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:03,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
01:03,"GOOD FT by THOMAS,JOEL",58 (+12),,46,,PCCM 58-46 (-12),,"GOOD FT by THOMAS,JOEL",2
01:03,"GOOD FT by THOMAS,JOEL",59 (+13),,46,,PCCM 59-46 (-13),,"GOOD FT by THOMAS,JOEL",2
01:03,"SUB IN by GARDNER,DEMARLON",,,,,,,"SUB IN by GARDNER,DEMARLON",2
01:03,"SUB IN by KIMMIG,ELIJAH",,,,,,,"SUB IN by KIMMIG,ELIJAH",2
01:03,"SUB IN by THOMAS,JOEL",,,,,,,"SUB IN by THOMAS,JOEL",2
01:03,"SUB OUT by ANDREWS,JON",,,,,,,"SUB OUT by ANDREWS,JON",2
01:03,"SUB OUT by THOMAS,JOEL",,,,,,,"SUB OUT by THOMAS,JOEL",2
01:03,"SUB OUT by HIBBELER,JOHN",,,,,,,"SUB OUT by HIBBELER,JOHN",2
01:03,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
01:03,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",2
01:03,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
01:03,,,,,"SUB OUT by HANSTAD,RAJAN",,,"SUB OUT by HANSTAD,RAJAN",2
00:57,"FOUL  by JACKSON,TJ",,,,,,,"FOUL  by JACKSON,TJ",2
00:57,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:57,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",2
--,,,,,"REBOUND OFF by ROBERTSON,MARC",,,"REBOUND OFF by ROBERTSON,MARC",2
00:57,"SUB IN by ANDREWS,JON",,,,,,,"SUB IN by ANDREWS,JON",2
00:57,"SUB IN by THOMAS,JOEL",,,,,,,"SUB IN by THOMAS,JOEL",2
00:57,"SUB OUT by GARDNER,DEMARLON",,,,,,,"SUB OUT by GARDNER,DEMARLON",2
00:57,"SUB OUT by KIMMIG,ELIJAH",,,,,,,"SUB OUT by KIMMIG,ELIJAH",2
00:52,,59 (+10),,49,"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 59-49 (-10),,"GOOD 3PTR by ROBERTSON,MARC",2
00:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:52,"SUB IN by ANDREWS,TOM",,,,,,,"SUB IN by ANDREWS,TOM",2
00:52,"SUB OUT by CRANE,DYLAN",,,,,,,"SUB OUT by CRANE,DYLAN",2
00:51,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
00:51,"GOOD FT by ANDREWS,JON",60 (+11),,49,,PCCM 60-49 (-11),,"GOOD FT by ANDREWS,JON",2
00:51,"GOOD FT by ANDREWS,JON",61 (+12),,49,,PCCM 61-49 (-12),,"GOOD FT by ANDREWS,JON",2
00:51,"SUB IN by CRANE,DYLAN",,,,,,,"SUB IN by CRANE,DYLAN",2
00:51,"SUB IN by HIBBELER,JOHN",,,,,,,"SUB IN by HIBBELER,JOHN",2
00:51,"SUB OUT by ANDREWS,JON",,,,,,,"SUB OUT by ANDREWS,JON",2
00:51,"SUB OUT by THOMAS,JOEL",,,,,,,"SUB OUT by THOMAS,JOEL",2
00:46,"FOUL  by WILLIAMS,COREY",,,,,,,"FOUL  by WILLIAMS,COREY",2
00:46,,61 (+11),,50,"GOOD FT by MOORE,MYLES",MILLSAPS 61-50 (-11),,"GOOD FT by MOORE,MYLES",2
00:46,,61 (+10),,51,"GOOD FT by MOORE,MYLES",MILLSAPS 61-51 (-10),,"GOOD FT by MOORE,MYLES",2
00:46,"SUB IN by ANDREWS,JON",,,,,,,"SUB IN by ANDREWS,JON",2
00:46,"SUB IN by THOMAS,JOEL",,,,,,,"SUB IN by THOMAS,JOEL",2
00:46,"SUB OUT by CRANE,DYLAN",,,,,,,"SUB OUT by CRANE,DYLAN",2
00:46,"SUB OUT by HIBBELER,JOHN",,,,,,,"SUB OUT by HIBBELER,JOHN",2
00:46,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",2
00:46,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
00:26,,,,,"FOUL  by DETILLIEU,RYAN",,,"FOUL  by DETILLIEU,RYAN",2
00:26,"MISS FT by WILLIAMS,COREY",,,,,,,"MISS FT by WILLIAMS,COREY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:26,"MISS FT by WILLIAMS,COREY",,,,,,,"MISS FT by WILLIAMS,COREY",2
--,"REBOUND OFF by ANDREWS,TOM",,,,,,,"REBOUND OFF by ANDREWS,TOM",2
00:26,"SUB IN by CRANE,DYLAN",,,,,,,"SUB IN by CRANE,DYLAN",2
00:26,"SUB IN by GARDNER,DEMARLON",,,,,,,"SUB IN by GARDNER,DEMARLON",2
00:26,"SUB OUT by ANDREWS,JON",,,,,,,"SUB OUT by ANDREWS,JON",2
00:26,"SUB OUT by THOMAS,JOEL",,,,,,,"SUB OUT by THOMAS,JOEL",2
00:26,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
00:26,,,,,"SUB OUT by MCSWAIN,JOSH",,,"SUB OUT by MCSWAIN,JOSH",2
00:19,"TURNOVER  by CRANE,DYLAN",,,,,,,"TURNOVER  by CRANE,DYLAN",2
00:18,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",2
00:04,"FOUL  by JACKSON,TJ",,,,,,,"FOUL  by JACKSON,TJ",2
00:04,,61 (+9),,52,"GOOD FT by MOORE,MYLES",MILLSAPS 61-52 (-9),,"GOOD FT by MOORE,MYLES",2
00:04,,61 (+8),,53,"GOOD FT by MOORE,MYLES",MILLSAPS 61-53 (-8),,"GOOD FT by MOORE,MYLES",2
00:04,"SUB IN by KIMMIG,ELIJAH",,,,,,,"SUB IN by KIMMIG,ELIJAH",2
00:04,"SUB OUT by CRANE,DYLAN",,,,,,,"SUB OUT by CRANE,DYLAN",2
00:04,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
00:04,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
00:03,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
00:03,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
