Time Remaining,UDMB2014,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
15:37,,,,,"TURNOVER  by MOORE,MYLES",,,"TURNOVER  by MOORE,MYLES",1
15:13,"MISS JUMPER by BLACKBURN,BLAINE",,,,,,,"MISS JUMPER by BLACKBURN,BLAINE",1
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",1
15:03,,2,,10 (+8),"GOOD JUMPER by DETILLIEU,RYAN(fastbreak)",MILLSAPS 2-10 (+8),,"GOOD JUMPER by DETILLIEU,RYAN(fastbreak)",1
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",1
14:43,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",1
14:43,"GOOD FT by SARRAT,MICHAEL",3,,10 (+7),,UDMB2014 3-10 (+7),,"GOOD FT by SARRAT,MICHAEL",1
14:43,"GOOD FT by SARRAT,MICHAEL",4,,10 (+6),,UDMB2014 4-10 (+6),,"GOOD FT by SARRAT,MICHAEL",1
14:43,"SUB IN by KAISER,TOM",,,,,,,"SUB IN by KAISER,TOM",1
14:43,"SUB OUT by PROMBERGER,MARK",,,,,,,"SUB OUT by PROMBERGER,MARK",1
14:25,,,,,"MISS JUMPER by ROBERTSON,MARC",,,"MISS JUMPER by ROBERTSON,MARC",1
--,"REBOUND DEF by SARRAT,MICHAEL",,,,,,,"REBOUND DEF by SARRAT,MICHAEL",1
14:09,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
14:09,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",1
14:09,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",1
13:34,,4,,13 (+9),"GOOD 3PTR by DETILLIEU,RYAN",MILLSAPS 4-13 (+9),,"GOOD 3PTR by DETILLIEU,RYAN",1
--,,,,,"ASSIST  by MOORE,MYLES",,,"ASSIST  by MOORE,MYLES",1
13:15,"GOOD 3PTR by BLACKBURN,BLAINE",7,,13 (+6),,UDMB2014 7-13 (+6),,"GOOD 3PTR by BLACKBURN,BLAINE",1
--,"ASSIST  by WYATT,AARON",,,,,,,"ASSIST  by WYATT,AARON",1
12:49,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",1
12:49,"SUB IN by GONZALEZ,LORENZO",,,,,,,"SUB IN by GONZALEZ,LORENZO",1
12:49,"SUB OUT by MALONE,KYM",,,,,,,"SUB OUT by MALONE,KYM",1
12:30,"TURNOVER  by WYATT,AARON",,,,,,,"TURNOVER  by WYATT,AARON",1
12:29,,,,,"STEAL  by MCSWAIN,JOSH",,,"STEAL  by MCSWAIN,JOSH",1
11:59,,,,,"MISS JUMPER by DETILLIEU,RYAN",,,"MISS JUMPER by DETILLIEU,RYAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
11:57,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",1
11:57,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",1
11:46,"MISS 3PTR by SARRAT,MICHAEL",,,,,,,"MISS 3PTR by SARRAT,MICHAEL",1
--,,,,,"REBOUND DEF by MCSWAIN,JOSH",,,"REBOUND DEF by MCSWAIN,JOSH",1
11:15,,7,,15 (+8),"GOOD JUMPER by MOORE,MYLES",MILLSAPS 7-15 (+8),,"GOOD JUMPER by MOORE,MYLES",1
11:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
10:59,"MISS 3PTR by SARRAT,MICHAEL",,,,,,,"MISS 3PTR by SARRAT,MICHAEL",1
--,,,,,"REBOUND DEF by MCSWAIN,JOSH",,,"REBOUND DEF by MCSWAIN,JOSH",1
10:56,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",1
10:56,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",1
10:46,,,,,"TURNOVER  by MCSWAIN,JOSH",,,"TURNOVER  by MCSWAIN,JOSH",1
10:45,"STEAL  by SARRAT,MICHAEL",,,,,,,"STEAL  by SARRAT,MICHAEL",1
10:26,"TURNOVER  by KAISER,TOM",,,,,,,"TURNOVER  by KAISER,TOM",1
10:25,,,,,"STEAL  by MCELVEEN,MAC",,,"STEAL  by MCELVEEN,MAC",1
09:56,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",1
--,"REBOUND DEF by GONZALEZ,LORENZO",,,,,,,"REBOUND DEF by GONZALEZ,LORENZO",1
09:48,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",1
09:48,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",1
09:48,,,,,"SUB IN by PRATER,DALLAS",,,"SUB IN by PRATER,DALLAS",1
09:48,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",1
09:48,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",1
09:48,,,,,"SUB OUT by MCSWAIN,JOSH",,,"SUB OUT by MCSWAIN,JOSH",1
09:37,"MISS JUMPER by WYATT,AARON",,,,,,,"MISS JUMPER by WYATT,AARON",1
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",1
09:18,"FOUL  by KAISER,TOM",,,,,,,"FOUL  by KAISER,TOM",1
09:18,"SUB IN by PROMBERGER,MARK",,,,,,,"SUB IN by PROMBERGER,MARK",1
09:18,"SUB OUT by WYATT,AARON",,,,,,,"SUB OUT by WYATT,AARON",1
09:10,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",1
--,"REBOUND DEF by GONZALEZ,LORENZO",,,,,,,"REBOUND DEF by GONZALEZ,LORENZO",1
09:01,"MISS 3PTR by GARATE,VICTOR",,,,,,,"MISS 3PTR by GARATE,VICTOR",1
--,"REBOUND OFF by PROMBERGER,MARK",,,,,,,"REBOUND OFF by PROMBERGER,MARK",1
08:55,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",1
08:55,"MISS FT by PROMBERGER,MARK",,,,,,,"MISS FT by PROMBERGER,MARK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:55,"GOOD FT by PROMBERGER,MARK",8,,15 (+7),,UDMB2014 8-15 (+7),,"GOOD FT by PROMBERGER,MARK",1
08:55,"SUB IN by GARATE,VICTOR",,,,,,,"SUB IN by GARATE,VICTOR",1
08:55,"SUB OUT by BLACKBURN,BLAINE",,,,,,,"SUB OUT by BLACKBURN,BLAINE",1
08:55,"SUB OUT by SARRAT,MICHAEL",,,,,,,"SUB OUT by SARRAT,MICHAEL",1
08:41,,,,,"MISS DUNK by PRATER,DALLAS",,,"MISS DUNK by PRATER,DALLAS",1
--,"REBOUND DEF by BLACKBURN,BLAINE",,,,,,,"REBOUND DEF by BLACKBURN,BLAINE",1
08:17,"MISS JUMPER by GONZALEZ,LORENZO",,,,,,,"MISS JUMPER by GONZALEZ,LORENZO",1
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",1
08:10,"SUB IN by MALONE,KYM",,,,,,,"SUB IN by MALONE,KYM",1
08:10,"SUB OUT by GONZALEZ,LORENZO",,,,,,,"SUB OUT by GONZALEZ,LORENZO",1
07:45,,,,,"MISS LAYUP by AUBERT,DUSTIN",,,"MISS LAYUP by AUBERT,DUSTIN",1
--,"REBOUND DEF by MALONE,KYM",,,,,,,"REBOUND DEF by MALONE,KYM",1
07:36,"MISS LAYUP by MALONE,KYM",,,,,,,"MISS LAYUP by MALONE,KYM",1
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",1
07:23,,8,,18 (+10),"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 8-18 (+10),,"GOOD 3PTR by ROBERTSON,MARC",1
--,,,,,"ASSIST  by PRATER,DALLAS",,,"ASSIST  by PRATER,DALLAS",1
07:05,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",1
07:05,"GOOD FT by PROMBERGER,MARK",9,,18 (+9),,UDMB2014 9-18 (+9),,"GOOD FT by PROMBERGER,MARK",1
07:05,"GOOD FT by PROMBERGER,MARK",10,,18 (+8),,UDMB2014 10-18 (+8),,"GOOD FT by PROMBERGER,MARK",1
07:05,"SUB IN by JOHNSON,ANTHONY",,,,,,,"SUB IN by JOHNSON,ANTHONY",1
07:05,"SUB OUT by KAISER,TOM",,,,,,,"SUB OUT by KAISER,TOM",1
07:05,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",1
07:05,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",1
07:05,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",1
07:05,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",1
06:39,"FOUL  by JOHNSON,ANTHONY",,,,,,,"FOUL  by JOHNSON,ANTHONY",1
06:12,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",1
--,"REBOUND DEF by PROMBERGER,MARK",,,,,,,"REBOUND DEF by PROMBERGER,MARK",1
06:01,"GOOD 3PTR by GARATE,VICTOR",13,,18 (+5),,UDMB2014 13-18 (+5),,"GOOD 3PTR by GARATE,VICTOR",1
--,"ASSIST  by MALONE,KYM",,,,,,,"ASSIST  by MALONE,KYM",1
05:36,,13,,21 (+8),"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 13-21 (+8),,"GOOD 3PTR by ROBERTSON,MARC",1
--,,,,,"ASSIST  by MCELVEEN,MAC",,,"ASSIST  by MCELVEEN,MAC",1
05:10,"MISS LAYUP by MALONE,KYM",,,,,,,"MISS LAYUP by MALONE,KYM",1
--,,,,,"REBOUND DEF by MCSWAIN,JOSH",,,"REBOUND DEF by MCSWAIN,JOSH",1
05:03,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",1
05:03,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",1
05:03,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",1
05:03,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",1
05:03,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",1
05:03,,,,,"SUB OUT by HANSTAD,RAJAN",,,"SUB OUT by HANSTAD,RAJAN",1
04:43,,,,,"MISS 3PTR by DETILLIEU,RYAN",,,"MISS 3PTR by DETILLIEU,RYAN",1
--,"REBOUND DEF by BLACKBURN,BLAINE",,,,,,,"REBOUND DEF by BLACKBURN,BLAINE",1
04:36,,,,,"FOUL  by DETILLIEU,RYAN",,,"FOUL  by DETILLIEU,RYAN",1
04:36,"SUB IN by WYATT,AARON",,,,,,,"SUB IN by WYATT,AARON",1
04:36,"SUB OUT by JOHNSON,ANTHONY",,,,,,,"SUB OUT by JOHNSON,ANTHONY",1
04:35,,,,,"FOUL  by MCSWAIN,JOSH",,,"FOUL  by MCSWAIN,JOSH",1
04:35,"GOOD FT by WYATT,AARON",14,,21 (+7),,UDMB2014 14-21 (+7),,"GOOD FT by WYATT,AARON",1
04:35,"GOOD FT by WYATT,AARON",15,,21 (+6),,UDMB2014 15-21 (+6),,"GOOD FT by WYATT,AARON",1
04:02,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",1
--,"REBOUND DEF by PROMBERGER,MARK",,,,,,,"REBOUND DEF by PROMBERGER,MARK",1
03:51,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",1
03:51,"GOOD FT by SARRAT,MICHAEL",16,,21 (+5),,UDMB2014 16-21 (+5),,"GOOD FT by SARRAT,MICHAEL",1
03:51,"GOOD FT by SARRAT,MICHAEL",17,,21 (+4),,UDMB2014 17-21 (+4),,"GOOD FT by SARRAT,MICHAEL",1
03:51,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",1
03:51,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",1
03:36,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",1
--,"REBOUND DEF by WYATT,AARON",,,,,,,"REBOUND DEF by WYATT,AARON",1
03:26,"GOOD 3PTR by SARRAT,MICHAEL",20,,21 (+1),,UDMB2014 20-21 (+1),,"GOOD 3PTR by SARRAT,MICHAEL",1
--,"ASSIST  by MALONE,KYM",,,,,,,"ASSIST  by MALONE,KYM",1
03:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
03:22,"SUB IN by SARRAT,MICHAEL",,,,,,,"SUB IN by SARRAT,MICHAEL",1
03:22,"SUB OUT by GARATE,VICTOR",,,,,,,"SUB OUT by GARATE,VICTOR",1
03:02,,20,,23 (+3),"GOOD JUMPER by DETILLIEU,RYAN",MILLSAPS 20-23 (+3),,"GOOD JUMPER by DETILLIEU,RYAN",1
02:50,"GOOD LAYUP by PROMBERGER,MARK(in the paint)",22,,23 (+1),,UDMB2014 22-23 (+1),,"GOOD LAYUP by PROMBERGER,MARK(in the paint)",1
02:27,,22,,25 (+3),"GOOD JUMPER by MCELVEEN,MAC",MILLSAPS 22-25 (+3),,"GOOD JUMPER by MCELVEEN,MAC",1
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",1
02:03,"TURNOVER  by WYATT,AARON",,,,,,,"TURNOVER  by WYATT,AARON",1
02:02,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",1
01:56,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",1
--,"REBOUND DEF by MALONE,KYM",,,,,,,"REBOUND DEF by MALONE,KYM",1
01:49,"FOUL  by WYATT,AARON",,,,,,,"FOUL  by WYATT,AARON",1
01:49,"TURNOVER  by WYATT,AARON",,,,,,,"TURNOVER  by WYATT,AARON",1
01:25,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",1
--,"REBOUND DEF by PROMBERGER,MARK",,,,,,,"REBOUND DEF by PROMBERGER,MARK",1
01:14,"TURNOVER  by PROMBERGER,MARK",,,,,,,"TURNOVER  by PROMBERGER,MARK",1
00:34,,22,,27 (+5),"GOOD LAYUP by MOORE,MYLES(in the paint)",MILLSAPS 22-27 (+5),,"GOOD LAYUP by MOORE,MYLES(in the paint)",1
00:11,"GOOD JUMPER by SARRAT,MICHAEL",24,,27 (+3),,UDMB2014 24-27 (+3),,"GOOD JUMPER by SARRAT,MICHAEL",1
00:01,,,,,"MISS JUMPER by DETILLIEU,RYAN",,,"MISS JUMPER by DETILLIEU,RYAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
19:33,,,,,"MISS 3PTR by AUBERT,DUSTIN",,,"MISS 3PTR by AUBERT,DUSTIN",2
--,"REBOUND DEF by PROMBERGER,MARK",,,,,,,"REBOUND DEF by PROMBERGER,MARK",2
19:13,"MISS JUMPER by BLACKBURN,BLAINE",,,,,,,"MISS JUMPER by BLACKBURN,BLAINE",2
--,,,,,"REBOUND DEF by PRATER,DALLAS",,,"REBOUND DEF by PRATER,DALLAS",2
18:42,,,,,"MISS 3PTR by PRATER,DALLAS",,,"MISS 3PTR by PRATER,DALLAS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:22,"MISS LAYUP by WYATT,AARON",,,,,,,"MISS LAYUP by WYATT,AARON",2
--,"REBOUND OFF by PROMBERGER,MARK",,,,,,,"REBOUND OFF by PROMBERGER,MARK",2
18:15,"MISS LAYUP by PROMBERGER,MARK",,,,,,,"MISS LAYUP by PROMBERGER,MARK",2
--,,,,,"REBOUND DEF by AUBERT,DUSTIN",,,"REBOUND DEF by AUBERT,DUSTIN",2
17:52,,24,,29 (+5),"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",MILLSAPS 24-29 (+5),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
17:38,"MISS LAYUP by MALONE,KYM",,,,,,,"MISS LAYUP by MALONE,KYM",2
17:38,,,,,"BLOCK  by GERCHOW,ALEX",,,"BLOCK  by GERCHOW,ALEX",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:30,"GOOD LAYUP by MALONE,KYM(in the paint)",26,,29 (+3),,UDMB2014 26-29 (+3),,"GOOD LAYUP by MALONE,KYM(in the paint)",2
16:52,,,,,"MISS JUMPER by MCELVEEN,MAC",,,"MISS JUMPER by MCELVEEN,MAC",2
--,,,,,"REBOUND OFF by AUBERT,DUSTIN",,,"REBOUND OFF by AUBERT,DUSTIN",2
16:48,,,,,"MISS LAYUP by AUBERT,DUSTIN",,,"MISS LAYUP by AUBERT,DUSTIN",2
--,"REBOUND DEF by WYATT,AARON",,,,,,,"REBOUND DEF by WYATT,AARON",2
16:46,,,,,"FOUL  by AUBERT,DUSTIN",,,"FOUL  by AUBERT,DUSTIN",2
16:46,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
16:46,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",2
16:38,"MISS 3PTR by BLACKBURN,BLAINE",,,,,,,"MISS 3PTR by BLACKBURN,BLAINE",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
16:05,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",2
--,"REBOUND DEF by BLACKBURN,BLAINE",,,,,,,"REBOUND DEF by BLACKBURN,BLAINE",2
15:46,"MISS JUMPER by WYATT,AARON",,,,,,,"MISS JUMPER by WYATT,AARON",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
15:22,,,,,"MISS LAYUP by AUBERT,DUSTIN",,,"MISS LAYUP by AUBERT,DUSTIN",2
--,,,,,"REBOUND OFF by JENNINGS,DANIEL",,,"REBOUND OFF by JENNINGS,DANIEL",2
15:18,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
--,"REBOUND DEF by BLACKBURN,BLAINE",,,,,,,"REBOUND DEF by BLACKBURN,BLAINE",2
15:09,"MISS LAYUP by PROMBERGER,MARK",,,,,,,"MISS LAYUP by PROMBERGER,MARK",2
15:09,,,,,"BLOCK  by GERCHOW,ALEX",,,"BLOCK  by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by MOORE,MYLES",,,"REBOUND DEF by MOORE,MYLES",2
15:06,"FOUL  by PROMBERGER,MARK",,,,,,,"FOUL  by PROMBERGER,MARK",2
15:06,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",2
15:06,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
15:06,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
15:06,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
15:02,,,,,"MISS LAYUP by DETILLIEU,RYAN",,,"MISS LAYUP by DETILLIEU,RYAN",2
15:02,"BLOCK  by WYATT,AARON",,,,,,,"BLOCK  by WYATT,AARON",2
--,"REBOUND DEF by MALONE,KYM",,,,,,,"REBOUND DEF by MALONE,KYM",2
14:52,"GOOD LAYUP by MALONE,KYM(in the paint)",28,,29 (+1),,UDMB2014 28-29 (+1),,"GOOD LAYUP by MALONE,KYM(in the paint)",2
14:39,,28,,31 (+3),"GOOD JUMPER by MCSWAIN,JOSH",MILLSAPS 28-31 (+3),,"GOOD JUMPER by MCSWAIN,JOSH",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
14:24,"MISS 3PTR by MALONE,KYM",,,,,,,"MISS 3PTR by MALONE,KYM",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSH",,,"REBOUND DEF by MCSWAIN,JOSH",2
14:14,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by MALONE,KYM",,,,,,,"REBOUND DEF by MALONE,KYM",2
13:47,,,,,"FOUL  by MCSWAIN,JOSH",,,"FOUL  by MCSWAIN,JOSH",2
13:47,"SUB IN by KAISER,TOM",,,,,,,"SUB IN by KAISER,TOM",2
13:47,"SUB OUT by PROMBERGER,MARK",,,,,,,"SUB OUT by PROMBERGER,MARK",2
13:47,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
13:47,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
--,"ASSIST  by MALONE,KYM",,,,,,,"ASSIST  by MALONE,KYM",2
13:29,"GOOD JUMPER by BLACKBURN,BLAINE",30,,31 (+1),,UDMB2014 30-31 (+1),,"GOOD JUMPER by BLACKBURN,BLAINE",2
13:09,"FOUL  by WYATT,AARON",,,,,,,"FOUL  by WYATT,AARON",2
13:09,,30,,32 (+2),"GOOD FT by MCSWAIN,JOSH",MILLSAPS 30-32 (+2),,"GOOD FT by MCSWAIN,JOSH",2
13:09,,,,,"MISS FT by MCSWAIN,JOSH",,,"MISS FT by MCSWAIN,JOSH",2
--,"REBOUND DEF by WYATT,AARON",,,,,,,"REBOUND DEF by WYATT,AARON",2
13:03,"MISS 3PTR by SARRAT,MICHAEL",,,,,,,"MISS 3PTR by SARRAT,MICHAEL",2
--,"REBOUND OFF by MALONE,KYM",,,,,,,"REBOUND OFF by MALONE,KYM",2
12:42,"MISS JUMPER by WYATT,AARON",,,,,,,"MISS JUMPER by WYATT,AARON",2
--,"REBOUND OFF by WYATT,AARON",,,,,,,"REBOUND OFF by WYATT,AARON",2
12:36,"GOOD LAYUP by WYATT,AARON(in the paint)",32,,32,,UDMB2014 32-32 (0),,"GOOD LAYUP by WYATT,AARON(in the paint)",2
12:05,,,,,"MISS 3PTR by DETILLIEU,RYAN",,,"MISS 3PTR by DETILLIEU,RYAN",2
--,,,,,"REBOUND OFF by MOORE,MYLES",,,"REBOUND OFF by MOORE,MYLES",2
12:01,,32,,34 (+2),"GOOD LAYUP by MOORE,MYLES(in the paint)",MILLSAPS 32-34 (+2),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
11:53,"TURNOVER  by MALONE,KYM",,,,,,,"TURNOVER  by MALONE,KYM",2
11:48,"SUB IN by GONZALEZ,LORENZO",,,,,,,"SUB IN by GONZALEZ,LORENZO",2
11:48,"SUB OUT by MALONE,KYM",,,,,,,"SUB OUT by MALONE,KYM",2
11:44,,,,,"MISS LAYUP by MOORE,MYLES",,,"MISS LAYUP by MOORE,MYLES",2
--,"REBOUND DEF by BLACKBURN,BLAINE",,,,,,,"REBOUND DEF by BLACKBURN,BLAINE",2
11:29,"MISS 3PTR by SARRAT,MICHAEL",,,,,,,"MISS 3PTR by SARRAT,MICHAEL",2
--,"REBOUND OFF by KAISER,TOM",,,,,,,"REBOUND OFF by KAISER,TOM",2
11:24,"GOOD LAYUP by KAISER,TOM(in the paint)",34,,34,,UDMB2014 34-34 (0),,"GOOD LAYUP by KAISER,TOM(in the paint)",2
10:56,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",2
10:55,"STEAL  by SARRAT,MICHAEL",,,,,,,"STEAL  by SARRAT,MICHAEL",2
