Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,LETU,Game Score,Team Indicator,Play,Period
--,"ASSIST  by MCELVEEN,MAC",,,,,,,"ASSIST  by MCELVEEN,MAC",2
16:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:25,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
16:25,"SUB IN by DOUGLASS,PARKS",,,,,,,"SUB IN by DOUGLASS,PARKS",2
16:25,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
16:25,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
16:25,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
16:25,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
16:25,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
16:25,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
15:33,,,,,"MISS JUMPER by THOMPSON,GIOVANNY",,,"MISS JUMPER by THOMPSON,GIOVANNY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:22,,,,,"MISS 3PTR by REED,SHAQUILLE",,,"MISS 3PTR by REED,SHAQUILLE",2
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",2
15:18,,,,,"FOUL  by THOMPSON,GIOVANNY",,,"FOUL  by THOMPSON,GIOVANNY",2
15:18,"MISS LAYUP by MCSWAIN,JOSH",,,,,,,"MISS LAYUP by MCSWAIN,JOSH",2
--,,,,,"REBOUND DEF by SCHIMMING,KELBY",,,"REBOUND DEF by SCHIMMING,KELBY",2
15:18,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
15:18,,,,,"SUB IN by ARNEDO,JON",,,"SUB IN by ARNEDO,JON",2
15:18,,,,,"SUB OUT by THOMPSON,GIOVANNY",,,"SUB OUT by THOMPSON,GIOVANNY",2
15:17,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
15:02,"FOUL  by MCSWAIN,JOSH",,,,,,,"FOUL  by MCSWAIN,JOSH",2
14:47,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:47,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",2
14:47,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
14:46,,,,,"MISS 3PTR by TALBERT,SAM",,,"MISS 3PTR by TALBERT,SAM",2
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",2
14:30,,,,,"FOUL  by KENNEDY,JAKE",,,"FOUL  by KENNEDY,JAKE",2
14:30,"MISS FT by MOORE,MYLES",,,,,,,"MISS FT by MOORE,MYLES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:30,"GOOD FT by MOORE,MYLES",17,,35 (+18),,MILLSAPS 17-35 (-18),,"GOOD FT by MOORE,MYLES",2
14:13,,,,,"TURNOVER  by REED,SHAQUILLE",,,"TURNOVER  by REED,SHAQUILLE",2
14:12,,,,,"FOUL  by REED,SHAQUILLE",,,"FOUL  by REED,SHAQUILLE",2
14:03,,,,,"SUB IN by LEE,CLARK",,,"SUB IN by LEE,CLARK",2
14:03,,,,,"SUB OUT by REED,SHAQUILLE",,,"SUB OUT by REED,SHAQUILLE",2
14:00,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",19,,35 (+16),,MILLSAPS 19-35 (-16),,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",2
13:51,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
13:29,,19,,38 (+19),"GOOD 3PTR by TALBERT,SAM",LETU 19-38 (-19),,"GOOD 3PTR by TALBERT,SAM",2
--,,,,,"ASSIST  by LEE,CLARK",,,"ASSIST  by LEE,CLARK",2
13:17,"GOOD JUMPER by MOORE,MYLES",21,,38 (+17),,MILLSAPS 21-38 (-17),,"GOOD JUMPER by MOORE,MYLES",2
13:02,"FOUL  by MCSWAIN,JOSH",,,,,,,"FOUL  by MCSWAIN,JOSH",2
12:46,,,,,"MISS 3PTR by TALBERT,SAM",,,"MISS 3PTR by TALBERT,SAM",2
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",2
12:34,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
12:34,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
12:34,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
12:34,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
12:34,,,,,"SUB IN by THORNTON,JOSH",,,"SUB IN by THORNTON,JOSH",2
12:34,,,,,"SUB OUT by TALBERT,SAM",,,"SUB OUT by TALBERT,SAM",2
12:17,"GOOD 3PTR by DOUGLASS,PARKS",24,,38 (+14),,MILLSAPS 24-38 (-14),,"GOOD 3PTR by DOUGLASS,PARKS",2
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",2
11:59,,,,,"MISS LAYUP by ARNEDO,JON",,,"MISS LAYUP by ARNEDO,JON",2
11:59,"BLOCK  by GERCHOW,ALEX",,,,,,,"BLOCK  by GERCHOW,ALEX",2
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",2
11:50,,,,,"FOUL  by KENNEDY,JAKE",,,"FOUL  by KENNEDY,JAKE",2
11:50,"MISS FT by PRATER,DALLAS",,,,,,,"MISS FT by PRATER,DALLAS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:50,,,,,"SUB IN by WIGGINS,ROOZARIO",,,"SUB IN by WIGGINS,ROOZARIO",2
11:50,,,,,"SUB IN by TALBERT,SAM",,,"SUB IN by TALBERT,SAM",2
11:50,,,,,"SUB OUT by SCHIMMING,KELBY",,,"SUB OUT by SCHIMMING,KELBY",2
11:50,,,,,"SUB OUT by KENNEDY,JAKE",,,"SUB OUT by KENNEDY,JAKE",2
11:47,"GOOD FT by PRATER,DALLAS",25,,38 (+13),,MILLSAPS 25-38 (-13),,"GOOD FT by PRATER,DALLAS",2
11:47,,,,,"MISS JUMPER by TALBERT,SAM",,,"MISS JUMPER by TALBERT,SAM",2
--,,,,,"REBOUND OFF by ARNEDO,JON",,,"REBOUND OFF by ARNEDO,JON",2
11:47,,,,,"MISS JUMPER by ARNEDO,JON",,,"MISS JUMPER by ARNEDO,JON",2
11:47,"BLOCK  by GERCHOW,ALEX",,,,,,,"BLOCK  by GERCHOW,ALEX",2
--,,,,,"REBOUND OFF by ARNEDO,JON",,,"REBOUND OFF by ARNEDO,JON",2
11:47,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
11:47,,,,,"MISS JUMPER by WIGGINS,ROOZARIO",,,"MISS JUMPER by WIGGINS,ROOZARIO",2
11:47,"BLOCK  by GERCHOW,ALEX",,,,,,,"BLOCK  by GERCHOW,ALEX",2
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",2
11:47,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
11:47,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
11:47,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
11:47,"SUB OUT by PRATER,DALLAS",,,,,,,"SUB OUT by PRATER,DALLAS",2
11:46,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
11:44,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",2
11:13,,25,,41 (+16),"GOOD 3PTR by TALBERT,SAM",LETU 25-41 (-16),,"GOOD 3PTR by TALBERT,SAM",2
--,,,,,"ASSIST  by LEE,CLARK",,,"ASSIST  by LEE,CLARK",2
10:30,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by LEE,CLARK",,,"REBOUND DEF by LEE,CLARK",2
10:10,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
10:10,,25,,42 (+17),"GOOD FT by WIGGINS,ROOZARIO",LETU 25-42 (-17),,"GOOD FT by WIGGINS,ROOZARIO",2
10:10,,25,,43 (+18),"GOOD FT by WIGGINS,ROOZARIO",LETU 25-43 (-18),,"GOOD FT by WIGGINS,ROOZARIO",2
09:59,"MISS 3PTR by DOUGLASS,PARKS",,,,,,,"MISS 3PTR by DOUGLASS,PARKS",2
--,"REBOUND OFF by MCELVEEN,MAC",,,,,,,"REBOUND OFF by MCELVEEN,MAC",2
09:54,"MISS JUMPER by MCELVEEN,MAC",,,,,,,"MISS JUMPER by MCELVEEN,MAC",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
09:48,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",27,,43 (+16),,MILLSAPS 27-43 (-16),,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",2
09:46,,,,,"FOUL  by ARNEDO,JON",,,"FOUL  by ARNEDO,JON",2
09:46,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
09:46,"GOOD FT by GERCHOW,ALEX",28,,43 (+15),,MILLSAPS 28-43 (-15),,"GOOD FT by GERCHOW,ALEX",2
09:46,,,,,"SUB IN by THOMPSON,GIOVANNY",,,"SUB IN by THOMPSON,GIOVANNY",2
09:46,,,,,"SUB IN by HYNES,CHRIS",,,"SUB IN by HYNES,CHRIS",2
09:46,,,,,"SUB OUT by ARNEDO,JON",,,"SUB OUT by ARNEDO,JON",2
09:46,,,,,"SUB OUT by LEE,CLARK",,,"SUB OUT by LEE,CLARK",2
09:15,"FOUL  by MCELVEEN,MAC",,,,,,,"FOUL  by MCELVEEN,MAC",2
09:15,,,,,"MISS FT by THORNTON,JOSH",,,"MISS FT by THORNTON,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:15,,28,,44 (+16),"GOOD FT by THORNTON,JOSH",LETU 28-44 (-16),,"GOOD FT by THORNTON,JOSH",2
09:15,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
09:15,"SUB OUT by DOUGLASS,PARKS",,,,,,,"SUB OUT by DOUGLASS,PARKS",2
09:02,"GOOD DUNK by GERCHOW,ALEX(in the paint)",30,,44 (+14),,MILLSAPS 30-44 (-14),,"GOOD DUNK by GERCHOW,ALEX(in the paint)",2
--,"ASSIST  by MCELVEEN,MAC",,,,,,,"ASSIST  by MCELVEEN,MAC",2
08:42,,30,,46 (+16),"GOOD LAYUP by WIGGINS,ROOZARIO(in the paint)",LETU 30-46 (-16),,"GOOD LAYUP by WIGGINS,ROOZARIO(in the paint)",2
08:42,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
08:42,,30,,47 (+17),"GOOD FT by WIGGINS,ROOZARIO",LETU 30-47 (-17),,"GOOD FT by WIGGINS,ROOZARIO",2
08:33,"GOOD 3PTR by MCELVEEN,MAC",33,,47 (+14),,MILLSAPS 33-47 (-14),,"GOOD 3PTR by MCELVEEN,MAC",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
08:25,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:59,,33,,50 (+17),"GOOD 3PTR by THORNTON,JOSH",LETU 33-50 (-17),,"GOOD 3PTR by THORNTON,JOSH",2
--,,,,,"ASSIST  by HYNES,CHRIS",,,"ASSIST  by HYNES,CHRIS",2
07:43,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by HYNES,CHRIS",,,"REBOUND DEF by HYNES,CHRIS",2
07:31,,33,,52 (+19),"GOOD LAYUP by THOMPSON,GIOVANNY(in the paint)",LETU 33-52 (-19),,"GOOD LAYUP by THOMPSON,GIOVANNY(in the paint)",2
07:30,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
07:30,,,,,"MISS FT by THOMPSON,GIOVANNY",,,"MISS FT by THOMPSON,GIOVANNY",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
07:30,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
07:30,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
07:30,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
07:30,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
07:30,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
07:30,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
07:30,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
07:30,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
07:28,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
07:28,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
07:25,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",2
--,"REBOUND OFF by DETILLIEU,RYAN",,,,,,,"REBOUND OFF by DETILLIEU,RYAN",2
07:21,"MISS JUMPER by DETILLIEU,RYAN",,,,,,,"MISS JUMPER by DETILLIEU,RYAN",2
--,,,,,"REBOUND DEF by HYNES,CHRIS",,,"REBOUND DEF by HYNES,CHRIS",2
07:04,,33,,55 (+22),"GOOD 3PTR by TALBERT,SAM",LETU 33-55 (-22),,"GOOD 3PTR by TALBERT,SAM",2
--,,,,,"ASSIST  by HYNES,CHRIS",,,"ASSIST  by HYNES,CHRIS",2
06:57,"GOOD 3PTR by ROBERTSON,MARC",36,,55 (+19),,MILLSAPS 36-55 (-19),,"GOOD 3PTR by ROBERTSON,MARC",2
06:29,,,,,"MISS JUMPER by THOMPSON,GIOVANNY",,,"MISS JUMPER by THOMPSON,GIOVANNY",2
--,,,,,"REBOUND OFF by WIGGINS,ROOZARIO",,,"REBOUND OFF by WIGGINS,ROOZARIO",2
06:26,,36,,57 (+21),"GOOD LAYUP by WIGGINS,ROOZARIO(in the paint)",LETU 36-57 (-21),,"GOOD LAYUP by WIGGINS,ROOZARIO(in the paint)",2
06:25,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,"REBOUND OFF by ROBERTSON,MARC",,,,,,,"REBOUND OFF by ROBERTSON,MARC",2
06:25,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
06:25,,,,,"SUB IN by KENNEDY,JAKE",,,"SUB IN by KENNEDY,JAKE",2
06:25,,,,,"SUB OUT by THORNTON,JOSH",,,"SUB OUT by THORNTON,JOSH",2
06:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:54,,,,,"TURNOVER  by KENNEDY,JAKE",,,"TURNOVER  by KENNEDY,JAKE",2
05:48,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by KENNEDY,JAKE",,,"REBOUND DEF by KENNEDY,JAKE",2
05:42,,,,,"TURNOVER  by KENNEDY,JAKE",,,"TURNOVER  by KENNEDY,JAKE",2
05:40,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
05:33,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
05:31,,,,,"SUB IN by SCHIMMING,KELBY",,,"SUB IN by SCHIMMING,KELBY",2
05:31,,,,,"SUB OUT by THOMPSON,GIOVANNY",,,"SUB OUT by THOMPSON,GIOVANNY",2
05:22,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
05:22,,36,,58 (+22),"GOOD FT by HYNES,CHRIS",LETU 36-58 (-22),,"GOOD FT by HYNES,CHRIS",2
05:22,,36,,59 (+23),"GOOD FT by HYNES,CHRIS",LETU 36-59 (-23),,"GOOD FT by HYNES,CHRIS",2
05:16,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
05:16,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
05:16,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
05:16,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
05:16,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
05:09,,36,,61 (+25),"GOOD DUNK by WIGGINS,ROOZARIO(in the paint)",LETU 36-61 (-25),,"GOOD DUNK by WIGGINS,ROOZARIO(in the paint)",2
--,,,,,"ASSIST  by HYNES,CHRIS",,,"ASSIST  by HYNES,CHRIS",2
05:01,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",38,,61 (+23),,MILLSAPS 38-61 (-23),,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",2
04:50,,38,,64 (+26),"GOOD 3PTR by TALBERT,SAM",LETU 38-64 (-26),,"GOOD 3PTR by TALBERT,SAM",2
--,,,,,"ASSIST  by HYNES,CHRIS",,,"ASSIST  by HYNES,CHRIS",2
04:40,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",40,,64 (+24),,MILLSAPS 40-64 (-24),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
04:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:29,,40,,66 (+26),"GOOD LAYUP by SCHIMMING,KELBY(in the paint)",LETU 40-66 (-26),,"GOOD LAYUP by SCHIMMING,KELBY(in the paint)",2
--,,,,,"ASSIST  by HYNES,CHRIS",,,"ASSIST  by HYNES,CHRIS",2
04:17,"GOOD LAYUP by MOORE,MYLES(in the paint)",42,,66 (+24),,MILLSAPS 42-66 (-24),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
04:03,,,,,"SUB IN by ROCKWELL,ROBBIE",,,"SUB IN by ROCKWELL,ROBBIE",2
04:03,,,,,"SUB OUT by WIGGINS,ROOZARIO",,,"SUB OUT by WIGGINS,ROOZARIO",2
03:58,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
03:58,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:58,,42,,67 (+25),"GOOD FT by HYNES,CHRIS",LETU 42-67 (-25),,"GOOD FT by HYNES,CHRIS",2
03:58,,42,,68 (+26),"GOOD FT by HYNES,CHRIS",LETU 42-68 (-26),,"GOOD FT by HYNES,CHRIS",2
03:49,"GOOD JUMPER by AUBERT,DUSTIN(in the paint)",44,,68 (+24),,MILLSAPS 44-68 (-24),,"GOOD JUMPER by AUBERT,DUSTIN(in the paint)",2
03:45,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
03:45,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
03:26,,,,,"MISS JUMPER by ROCKWELL,ROBBIE",,,"MISS JUMPER by ROCKWELL,ROBBIE",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
03:23,,,,,"MISS 3PTR by TALBERT,SAM",,,"MISS 3PTR by TALBERT,SAM",2
--,,,,,"REBOUND OFF by SCHIMMING,KELBY",,,"REBOUND OFF by SCHIMMING,KELBY",2
02:19,"MISS JUMPER by MCELVEEN,MAC",,,,,,,"MISS JUMPER by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by SCHIMMING,KELBY",,,"REBOUND DEF by SCHIMMING,KELBY",2
01:57,,,,,"MISS FT by KENNEDY,JAKE",,,"MISS FT by KENNEDY,JAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:57,,44,,69 (+25),"GOOD FT by KENNEDY,JAKE",LETU 44-69 (-25),,"GOOD FT by KENNEDY,JAKE",2
01:57,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",2
01:57,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
01:57,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
01:57,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
01:57,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
01:57,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
01:57,,,,,"SUB IN by WIGGINS,ROOZARIO",,,"SUB IN by WIGGINS,ROOZARIO",2
01:57,,,,,"SUB IN by EDWARDS,CJ",,,"SUB IN by EDWARDS,CJ",2
01:57,,,,,"SUB OUT by SCHIMMING,KELBY",,,"SUB OUT by SCHIMMING,KELBY",2
01:57,,,,,"SUB OUT by HYNES,CHRIS",,,"SUB OUT by HYNES,CHRIS",2
01:56,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
01:50,,,,,"FOUL  by EDWARDS,CJ",,,"FOUL  by EDWARDS,CJ",2
01:50,"GOOD FT by ATKINSON,QUINN",45,,69 (+24),,MILLSAPS 45-69 (-24),,"GOOD FT by ATKINSON,QUINN",2
01:50,"GOOD FT by ATKINSON,QUINN",46,,69 (+23),,MILLSAPS 46-69 (-23),,"GOOD FT by ATKINSON,QUINN",2
01:50,,46,,71 (+25),"GOOD LAYUP by EADEH,JUSTIN(in the paint)",LETU 46-71 (-25),,"GOOD LAYUP by EADEH,JUSTIN(in the paint)",2
01:50,"MISS LAYUP by JONES,BLAKE",,,,,,,"MISS LAYUP by JONES,BLAKE",2
--,,,,,"REBOUND DEF by EDWARDS,CJ",,,"REBOUND DEF by EDWARDS,CJ",2
01:50,,,,,"SUB IN by EADEH,JUSTIN",,,"SUB IN by EADEH,JUSTIN",2
01:50,,,,,"SUB OUT by WIGGINS,ROOZARIO",,,"SUB OUT by WIGGINS,ROOZARIO",2
01:50,,,,,"SUB OUT by ROCKWELL,ROBBIE",,,"SUB OUT by ROCKWELL,ROBBIE",2
01:50,,,,,"SUB OUT by EDWARDS,CJ",,,"SUB OUT by EDWARDS,CJ",2
01:50,,,,,"SUB OUT by TALBERT,SAM",,,"SUB OUT by TALBERT,SAM",2
01:50,,,,,"SUB OUT by KENNEDY,JAKE",,,"SUB OUT by KENNEDY,JAKE",2
01:49,"FOUL  by HANSTAD,RAJAN",,,,,,,"FOUL  by HANSTAD,RAJAN",2
01:47,,,,,"MISS FT by EADEH,JUSTIN",,,"MISS FT by EADEH,JUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:47,,46,,72 (+26),"GOOD FT by EADEH,JUSTIN",LETU 46-72 (-26),,"GOOD FT by EADEH,JUSTIN",2
01:47,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
01:47,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
01:47,,,,,"SUB IN by COX,NATHANIEL",,,"SUB IN by COX,NATHANIEL",2
01:47,,,,,"SUB IN by WIGGINS,ROOZARIO",,,"SUB IN by WIGGINS,ROOZARIO",2
01:47,,,,,"SUB IN by EDWARDS,CJ",,,"SUB IN by EDWARDS,CJ",2
01:38,"TURNOVER  by PRATER,DALLAS",,,,,,,"TURNOVER  by PRATER,DALLAS",2
01:37,,,,,"STEAL  by EADEH,JUSTIN",,,"STEAL  by EADEH,JUSTIN",2
00:50,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
00:46,,,,,"MISS FT by EDWARDS,CJ",,,"MISS FT by EDWARDS,CJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:46,,46,,73 (+27),"GOOD FT by EDWARDS,CJ",LETU 46-73 (-27),,"GOOD FT by EDWARDS,CJ",2
00:19,"MISS 3PTR by HANSTAD,RAJAN",,,,,,,"MISS 3PTR by HANSTAD,RAJAN",2
--,,,,,"REBOUND DEF by EDWARDS,CJ",,,"REBOUND DEF by EDWARDS,CJ",2
