Time Remaining,ACMEN,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
16:58,,42 (+23),,19,"GOOD FT by PRATER,DALLAS",MILLSAPS 42-19 (-23),,"GOOD FT by PRATER,DALLAS",2
16:58,,42 (+22),,20,"GOOD FT by PRATER,DALLAS",MILLSAPS 42-20 (-22),,"GOOD FT by PRATER,DALLAS",2
16:58,"SUB IN by HUDSON,CEDRIC",,,,,,,"SUB IN by HUDSON,CEDRIC",2
16:58,"SUB OUT by FREET,AUSTIN",,,,,,,"SUB OUT by FREET,AUSTIN",2
16:58,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
16:58,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
16:40,"MISS 3PTR by ANWARY,AARON",,,,,,,"MISS 3PTR by ANWARY,AARON",2
--,"REBOUND OFF by MICHAEL,ALVIN",,,,,,,"REBOUND OFF by MICHAEL,ALVIN",2
16:32,"TURNOVER  by MICHAEL,ALVIN",,,,,,,"TURNOVER  by MICHAEL,ALVIN",2
16:29,,,,,"TURNOVER  by DETILLIEU,RYAN",,,"TURNOVER  by DETILLIEU,RYAN",2
16:00,"MISS 3PTR by SULLIVAN,ALAN",,,,,,,"MISS 3PTR by SULLIVAN,ALAN",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
15:51,,42 (+19),,23,"GOOD 3PTR by PRATER,DALLAS",MILLSAPS 42-23 (-19),,"GOOD 3PTR by PRATER,DALLAS",2
--,,,,,"ASSIST  by MCELVEEN,MAC",,,"ASSIST  by MCELVEEN,MAC",2
15:22,"GOOD LAYUP by HUDSON,CEDRIC(in the paint)",44 (+21),,23,,ACMEN 44-23 (-21),,"GOOD LAYUP by HUDSON,CEDRIC(in the paint)",2
--,"ASSIST  by ANWARY,AARON",,,,,,,"ASSIST  by ANWARY,AARON",2
15:08,,44 (+19),,25,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",MILLSAPS 44-25 (-19),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
--,,,,,"ASSIST  by DETILLIEU,RYAN",,,"ASSIST  by DETILLIEU,RYAN",2
14:33,"GOOD LAYUP by HUDSON,CEDRIC(in the paint)",46 (+21),,25,,ACMEN 46-25 (-21),,"GOOD LAYUP by HUDSON,CEDRIC(in the paint)",2
--,"ASSIST  by ANWARY,AARON",,,,,,,"ASSIST  by ANWARY,AARON",2
14:16,,,,,"MISS 3PTR by PRATER,DALLAS",,,"MISS 3PTR by PRATER,DALLAS",2
--,,,,,"REBOUND OFF by MCELVEEN,MAC",,,"REBOUND OFF by MCELVEEN,MAC",2
14:10,"SUB IN by HAMPDEN-SMITH,H",,,,,,,"SUB IN by HAMPDEN-SMITH,H",2
14:10,"SUB IN by RIVERA,ANDRES",,,,,,,"SUB IN by RIVERA,ANDRES",2
14:10,"SUB IN by QUINN,JOSH",,,,,,,"SUB IN by QUINN,JOSH",2
14:10,"SUB OUT by SULLIVAN,ALAN",,,,,,,"SUB OUT by SULLIVAN,ALAN",2
14:10,"SUB OUT by ANWARY,AARON",,,,,,,"SUB OUT by ANWARY,AARON",2
14:10,"SUB OUT by MICHAEL,ALVIN",,,,,,,"SUB OUT by MICHAEL,ALVIN",2
14:10,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",2
14:10,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
14:10,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
14:10,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",2
14:03,,,,,"TURNOVER  by MCSWAIN,JOSH",,,"TURNOVER  by MCSWAIN,JOSH",2
13:52,,,,,"FOUL  by DETILLIEU,RYAN",,,"FOUL  by DETILLIEU,RYAN",2
13:40,"TURNOVER  by RIVERA,ANDRES",,,,,,,"TURNOVER  by RIVERA,ANDRES",2
13:39,,,,,"STEAL  by MCSWAIN,JOSH",,,"STEAL  by MCSWAIN,JOSH",2
13:35,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by MOORE,MYLES",,,"REBOUND OFF by MOORE,MYLES",2
13:27,"FOUL  by RIVERA,ANDRES",,,,,,,"FOUL  by RIVERA,ANDRES",2
13:27,"SUB IN by REIBLY,RYAN",,,,,,,"SUB IN by REIBLY,RYAN",2
13:27,"SUB OUT by BAEHL,BRIAN",,,,,,,"SUB OUT by BAEHL,BRIAN",2
13:19,,,,,"TURNOVER  by MCELVEEN,MAC",,,"TURNOVER  by MCELVEEN,MAC",2
13:17,"STEAL  by HUDSON,CEDRIC",,,,,,,"STEAL  by HUDSON,CEDRIC",2
12:58,"MISS LAYUP by REIBLY,RYAN",,,,,,,"MISS LAYUP by REIBLY,RYAN",2
--,"REBOUND OFF by HUDSON,CEDRIC",,,,,,,"REBOUND OFF by HUDSON,CEDRIC",2
12:51,"GOOD LAYUP by HUDSON,CEDRIC(in the paint)",48 (+23),,25,,ACMEN 48-25 (-23),,"GOOD LAYUP by HUDSON,CEDRIC(in the paint)",2
12:39,,,,,"MISS LAYUP by ROBERTSON,MARC",,,"MISS LAYUP by ROBERTSON,MARC",2
--,"REBOUND DEF by REIBLY,RYAN",,,,,,,"REBOUND DEF by REIBLY,RYAN",2
12:36,"GOOD LAYUP by HUDSON,CEDRIC(fastbreak)(in the paint)",50 (+25),,25,,ACMEN 50-25 (-25),,"GOOD LAYUP by HUDSON,CEDRIC(fastbreak)(in the paint)",2
--,"ASSIST  by REIBLY,RYAN",,,,,,,"ASSIST  by REIBLY,RYAN",2
12:36,,,,,"FOUL  by MCELVEEN,MAC",,,"FOUL  by MCELVEEN,MAC",2
12:36,"MISS FT by HUDSON,CEDRIC",,,,,,,"MISS FT by HUDSON,CEDRIC",2
--,"REBOUND OFF by REIBLY,RYAN",,,,,,,"REBOUND OFF by REIBLY,RYAN",2
12:36,"MISS 3PTR by QUINN,JOSH",,,,,,,"MISS 3PTR by QUINN,JOSH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:36,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
12:36,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",2
12:35,"FOUL  by REIBLY,RYAN",,,,,,,"FOUL  by REIBLY,RYAN",2
12:16,,50 (+22),,28,"GOOD 3PTR by MCELVEEN,MAC",MILLSAPS 50-28 (-22),,"GOOD 3PTR by MCELVEEN,MAC",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
12:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:43,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",2
11:24,"MISS LAYUP by HUDSON,CEDRIC",,,,,,,"MISS LAYUP by HUDSON,CEDRIC",2
11:24,,,,,"BLOCK  by MCELVEEN,MAC",,,"BLOCK  by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",2
11:19,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
11:11,"GOOD JUMPER by HAMPDEN-SMITH,H",52 (+24),,28,,ACMEN 52-28 (-24),,"GOOD JUMPER by HAMPDEN-SMITH,H",2
--,"ASSIST  by REIBLY,RYAN",,,,,,,"ASSIST  by REIBLY,RYAN",2
10:42,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",2
--,"REBOUND DEF by HUDSON,CEDRIC",,,,,,,"REBOUND DEF by HUDSON,CEDRIC",2
10:35,"TURNOVER  by HUDSON,CEDRIC",,,,,,,"TURNOVER  by HUDSON,CEDRIC",2
10:30,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,"REBOUND DEF by QUINN,JOSH",,,,,,,"REBOUND DEF by QUINN,JOSH",2
10:07,"GOOD LAYUP by REIBLY,RYAN(in the paint)",54 (+26),,28,,ACMEN 54-28 (-26),,"GOOD LAYUP by REIBLY,RYAN(in the paint)",2
--,"ASSIST  by RIVERA,ANDRES",,,,,,,"ASSIST  by RIVERA,ANDRES",2
10:07,,,,,"FOUL  by MCSWAIN,JOSH",,,"FOUL  by MCSWAIN,JOSH",2
10:07,"GOOD FT by REIBLY,RYAN",55 (+27),,28,,ACMEN 55-28 (-27),,"GOOD FT by REIBLY,RYAN",2
10:07,"SUB IN by DICKERMAN,JOSH",,,,,,,"SUB IN by DICKERMAN,JOSH",2
10:07,"SUB OUT by RIVERA,ANDRES",,,,,,,"SUB OUT by RIVERA,ANDRES",2
10:07,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
10:07,,,,,"SUB IN by PRATER,DALLAS",,,"SUB IN by PRATER,DALLAS",2
10:07,,,,,"SUB OUT by MCSWAIN,JOSH",,,"SUB OUT by MCSWAIN,JOSH",2
10:07,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
09:46,,,,,"TURNOVER  by PRATER,DALLAS",,,"TURNOVER  by PRATER,DALLAS",2
09:45,"STEAL  by QUINN,JOSH",,,,,,,"STEAL  by QUINN,JOSH",2
09:41,"TURNOVER  by HAMPDEN-SMITH,H",,,,,,,"TURNOVER  by HAMPDEN-SMITH,H",2
09:38,"FOUL  by DICKERMAN,JOSH",,,,,,,"FOUL  by DICKERMAN,JOSH",2
09:23,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
09:17,,,,,"MISS JUMPER by GERCHOW,ALEX",,,"MISS JUMPER by GERCHOW,ALEX",2
--,"REBOUND DEF by DICKERMAN,JOSH",,,,,,,"REBOUND DEF by DICKERMAN,JOSH",2
09:12,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",2
09:12,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
09:12,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
08:51,"MISS 3PTR by QUINN,JOSH",,,,,,,"MISS 3PTR by QUINN,JOSH",2
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",2
08:41,,,,,"TURNOVER  by DETILLIEU,RYAN",,,"TURNOVER  by DETILLIEU,RYAN",2
08:35,"MISS JUMPER by HUDSON,CEDRIC",,,,,,,"MISS JUMPER by HUDSON,CEDRIC",2
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",2
08:10,,,,,"MISS JUMPER by DETILLIEU,RYAN",,,"MISS JUMPER by DETILLIEU,RYAN",2
--,"REBOUND DEF by REIBLY,RYAN",,,,,,,"REBOUND DEF by REIBLY,RYAN",2
08:03,"TURNOVER  by REIBLY,RYAN",,,,,,,"TURNOVER  by REIBLY,RYAN",2
08:03,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",2
08:03,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
08:03,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
08:03,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
07:55,"GOOD 3PTR by DICKERMAN,JOSH",58 (+30),,28,,ACMEN 58-28 (-30),,"GOOD 3PTR by DICKERMAN,JOSH",2
--,"ASSIST  by QUINN,JOSH",,,,,,,"ASSIST  by QUINN,JOSH",2
07:44,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
07:44,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
07:36,,,,,"TURNOVER  by DETILLIEU,RYAN",,,"TURNOVER  by DETILLIEU,RYAN",2
07:34,"STEAL  by MANIKOWSKI,ROMAN",,,,,,,"STEAL  by MANIKOWSKI,ROMAN",2
07:31,"TURNOVER  by MANIKOWSKI,ROMAN",,,,,,,"TURNOVER  by MANIKOWSKI,ROMAN",2
07:30,,,,,"STEAL  by ATKINSON,QUINN",,,"STEAL  by ATKINSON,QUINN",2
07:19,"FOUL  by DICKERMAN,JOSH",,,,,,,"FOUL  by DICKERMAN,JOSH",2
07:19,,58 (+29),,29,"GOOD FT by DETILLIEU,RYAN",MILLSAPS 58-29 (-29),,"GOOD FT by DETILLIEU,RYAN",2
07:19,,58 (+28),,30,"GOOD FT by DETILLIEU,RYAN",MILLSAPS 58-30 (-28),,"GOOD FT by DETILLIEU,RYAN",2
07:06,"TURNOVER  by QUINN,JOSH",,,,,,,"TURNOVER  by QUINN,JOSH",2
07:06,"SUB IN by MANIKOWSKI,ROMAN",,,,,,,"SUB IN by MANIKOWSKI,ROMAN",2
07:06,"SUB OUT by HAMPDEN-SMITH,H",,,,,,,"SUB OUT by HAMPDEN-SMITH,H",2
06:52,,,,,"MISS JUMPER by DETILLIEU,RYAN",,,"MISS JUMPER by DETILLIEU,RYAN",2
--,"REBOUND DEF by REIBLY,RYAN",,,,,,,"REBOUND DEF by REIBLY,RYAN",2
06:44,"MISS 3PTR by DICKERMAN,JOSH",,,,,,,"MISS 3PTR by DICKERMAN,JOSH",2
--,,,,,"REBOUND DEF by DETILLIEU,RYAN",,,"REBOUND DEF by DETILLIEU,RYAN",2
06:35,,,,,"TURNOVER  by DETILLIEU,RYAN",,,"TURNOVER  by DETILLIEU,RYAN",2
06:35,"SUB IN by BAEHL,BRIAN",,,,,,,"SUB IN by BAEHL,BRIAN",2
06:35,"SUB OUT by QUINN,JOSH",,,,,,,"SUB OUT by QUINN,JOSH",2
06:35,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
06:35,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
06:35,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
06:35,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
06:35,,,,,"SUB OUT by MCSWAIN,JOSH",,,"SUB OUT by MCSWAIN,JOSH",2
06:35,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
06:35,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",2
06:35,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",2
06:17,"GOOD JUMPER by BAEHL,BRIAN",60 (+30),,30,,ACMEN 60-30 (-30),,"GOOD JUMPER by BAEHL,BRIAN",2
--,"ASSIST  by DICKERMAN,JOSH",,,,,,,"ASSIST  by DICKERMAN,JOSH",2
05:52,,,,,"MISS 3PTR by JONES,BLAKE",,,"MISS 3PTR by JONES,BLAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:42,"MISS LAYUP by DICKERMAN,JOSH",,,,,,,"MISS LAYUP by DICKERMAN,JOSH",2
05:42,,,,,"BLOCK  by GERCHOW,ALEX",,,"BLOCK  by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
05:22,,,,,"MISS JUMPER by MCELVEEN,MAC",,,"MISS JUMPER by MCELVEEN,MAC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:18,"FOUL  by MANIKOWSKI,ROMAN",,,,,,,"FOUL  by MANIKOWSKI,ROMAN",2
05:18,,60 (+29),,31,"GOOD FT by GERCHOW,ALEX",MILLSAPS 60-31 (-29),,"GOOD FT by GERCHOW,ALEX",2
05:18,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:18,"SUB IN by MEYERS,CODY",,,,,,,"SUB IN by MEYERS,CODY",2
05:18,"SUB OUT by HUDSON,CEDRIC",,,,,,,"SUB OUT by HUDSON,CEDRIC",2
05:00,"MISS 3PTR by RIVERA,ANDRES",,,,,,,"MISS 3PTR by RIVERA,ANDRES",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
04:53,"FOUL  by DICKERMAN,JOSH",,,,,,,"FOUL  by DICKERMAN,JOSH",2
04:53,,60 (+28),,32,"GOOD FT by MCELVEEN,MAC",MILLSAPS 60-32 (-28),,"GOOD FT by MCELVEEN,MAC",2
04:53,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",2
--,"REBOUND DEF by MEYERS,CODY",,,,,,,"REBOUND DEF by MEYERS,CODY",2
04:45,"GOOD LAYUP by BAEHL,BRIAN(in the paint)",62 (+30),,32,,ACMEN 62-32 (-30),,"GOOD LAYUP by BAEHL,BRIAN(in the paint)",2
04:35,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by MEYERS,CODY",,,,,,,"REBOUND DEF by MEYERS,CODY",2
04:29,"FOUL  by MANIKOWSKI,ROMAN",,,,,,,"FOUL  by MANIKOWSKI,ROMAN",2
04:29,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
04:29,"SUB IN by GARRETT,JOSH",,,,,,,"SUB IN by GARRETT,JOSH",2
04:29,"SUB OUT by MANIKOWSKI,ROMAN",,,,,,,"SUB OUT by MANIKOWSKI,ROMAN",2
04:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:09,"MISS LAYUP by REIBLY,RYAN",,,,,,,"MISS LAYUP by REIBLY,RYAN",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
04:05,"FOUL  by REIBLY,RYAN",,,,,,,"FOUL  by REIBLY,RYAN",2
04:05,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:05,,62 (+29),,33,"GOOD FT by GERCHOW,ALEX",MILLSAPS 62-33 (-29),,"GOOD FT by GERCHOW,ALEX",2
03:51,"GOOD JUMPER by MEYERS,CODY",64 (+31),,33,,ACMEN 64-33 (-31),,"GOOD JUMPER by MEYERS,CODY",2
--,"ASSIST  by BAEHL,BRIAN",,,,,,,"ASSIST  by BAEHL,BRIAN",2
03:38,"FOUL  by DICKERMAN,JOSH",,,,,,,"FOUL  by DICKERMAN,JOSH",2
03:38,,64 (+30),,34,"GOOD FT by MOORE,MYLES",MILLSAPS 64-34 (-30),,"GOOD FT by MOORE,MYLES",2
03:38,,64 (+29),,35,"GOOD FT by MOORE,MYLES",MILLSAPS 64-35 (-29),,"GOOD FT by MOORE,MYLES",2
03:38,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
03:38,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
03:38,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
03:38,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
03:31,"GOOD LAYUP by MEYERS,CODY(in the paint)",66 (+31),,35,,ACMEN 66-35 (-31),,"GOOD LAYUP by MEYERS,CODY(in the paint)",2
03:13,,66 (+28),,38,"GOOD 3PTR by GAGEN,BRENNAN",MILLSAPS 66-38 (-28),,"GOOD 3PTR by GAGEN,BRENNAN",2
03:07,"MISS 3PTR by DICKERMAN,JOSH",,,,,,,"MISS 3PTR by DICKERMAN,JOSH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:07,"FOUL  by GARRETT,JOSH",,,,,,,"FOUL  by GARRETT,JOSH",2
03:07,,66 (+27),,39,"GOOD FT by GAGEN,BRENNAN",MILLSAPS 66-39 (-27),,"GOOD FT by GAGEN,BRENNAN",2
03:07,,66 (+26),,40,"GOOD FT by GAGEN,BRENNAN",MILLSAPS 66-40 (-26),,"GOOD FT by GAGEN,BRENNAN",2
03:07,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",2
03:07,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
02:54,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
02:54,"MISS FT by MEYERS,CODY",,,,,,,"MISS FT by MEYERS,CODY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:54,"GOOD FT by MEYERS,CODY",67 (+27),,40,,ACMEN 67-40 (-27),,"GOOD FT by MEYERS,CODY",2
02:41,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",2
--,,,,,"REBOUND OFF by JONES,BLAKE",,,"REBOUND OFF by JONES,BLAKE",2
02:32,,67 (+24),,43,"GOOD 3PTR by HANSTAD,RAJAN",MILLSAPS 67-43 (-24),,"GOOD 3PTR by HANSTAD,RAJAN",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
02:10,"GOOD LAYUP by DICKERMAN,JOSH(in the paint)",69 (+26),,43,,ACMEN 69-43 (-26),,"GOOD LAYUP by DICKERMAN,JOSH(in the paint)",2
01:58,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,"REBOUND DEF by GARRETT,JOSH",,,,,,,"REBOUND DEF by GARRETT,JOSH",2
01:37,"GOOD 3PTR by BAEHL,BRIAN",72 (+29),,43,,ACMEN 72-43 (-29),,"GOOD 3PTR by BAEHL,BRIAN",2
--,"ASSIST  by DICKERMAN,JOSH",,,,,,,"ASSIST  by DICKERMAN,JOSH",2
01:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:28,"SUB IN by KOLLET,WILL",,,,,,,"SUB IN by KOLLET,WILL",2
01:28,"SUB IN by PASS,JOHN",,,,,,,"SUB IN by PASS,JOHN",2
01:28,"SUB OUT by DICKERMAN,JOSH",,,,,,,"SUB OUT by DICKERMAN,JOSH",2
01:28,"SUB OUT by BAEHL,BRIAN",,,,,,,"SUB OUT by BAEHL,BRIAN",2
01:28,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
01:28,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
01:21,,72 (+27),,45,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",MILLSAPS 72-45 (-27),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
01:05,"MISS 3PTR by KOLLET,WILL",,,,,,,"MISS 3PTR by KOLLET,WILL",2
--,"REBOUND OFF by MEYERS,CODY",,,,,,,"REBOUND OFF by MEYERS,CODY",2
00:58,"GOOD JUMPER by PASS,JOHN",74 (+29),,45,,ACMEN 74-45 (-29),,"GOOD JUMPER by PASS,JOHN",2
--,"ASSIST  by MEYERS,CODY",,,,,,,"ASSIST  by MEYERS,CODY",2
00:51,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by REIBLY,RYAN",,,,,,,"REBOUND DEF by REIBLY,RYAN",2
00:43,"GOOD 3PTR by PASS,JOHN",77 (+32),,45,,ACMEN 77-45 (-32),,"GOOD 3PTR by PASS,JOHN",2
--,"ASSIST  by REIBLY,RYAN",,,,,,,"ASSIST  by REIBLY,RYAN",2
00:31,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
00:25,"FOUL  by GARRETT,JOSH",,,,,,,"FOUL  by GARRETT,JOSH",2
00:25,,77 (+31),,46,"GOOD FT by ATKINSON,QUINN",MILLSAPS 77-46 (-31),,"GOOD FT by ATKINSON,QUINN",2
00:25,,77 (+30),,47,"GOOD FT by ATKINSON,QUINN",MILLSAPS 77-47 (-30),,"GOOD FT by ATKINSON,QUINN",2
00:08,"MISS LAYUP by MEYERS,CODY",,,,,,,"MISS LAYUP by MEYERS,CODY",2
--,"REBOUND OFF by GARRETT,JOSH",,,,,,,"REBOUND OFF by GARRETT,JOSH",2
00:04,,,,,"FOUL  by HANSTAD,RAJAN",,,"FOUL  by HANSTAD,RAJAN",2
00:04,"MISS FT by GARRETT,JOSH",,,,,,,"MISS FT by GARRETT,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:04,"MISS FT by GARRETT,JOSH",,,,,,,"MISS FT by GARRETT,JOSH",2
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",2
00:04,"FOUL  by KOLLET,WILL",,,,,,,"FOUL  by KOLLET,WILL",2
00:04,,,,,"MISS FT by MANCUSO,LOGAN",,,"MISS FT by MANCUSO,LOGAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:04,,,,,"MISS FT by MANCUSO,LOGAN",,,"MISS FT by MANCUSO,LOGAN",2
--,"REBOUND DEF by REIBLY,RYAN",,,,,,,"REBOUND DEF by REIBLY,RYAN",2
