Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
11:19,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",1
11:19,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",1
11:19,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
11:19,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
11:19,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
11:19,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
11:19,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
11:19,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
11:19,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
11:19,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
11:02,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",1
11:02,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",1
11:00,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",1
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",1
10:46,"GOOD JUMPER by GERCHOW,ALEX",13 (+1),,12,,MILLSAPS 13-12 (+1),,"GOOD JUMPER by GERCHOW,ALEX",1
10:36,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",1
10:18,"FOUL  by PRATER,DALLAS",,,,,,,"FOUL  by PRATER,DALLAS",1
10:18,"TURNOVER  by PRATER,DALLAS",,,,,,,"TURNOVER  by PRATER,DALLAS",1
10:18,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",1
10:18,"SUB OUT by PRATER,DALLAS",,,,,,,"SUB OUT by PRATER,DALLAS",1
10:06,,13,,14 (+1),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 13-14 (-1),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
--,,,,,"ASSIST  by CRAIN,JOHN",,,"ASSIST  by CRAIN,JOHN",1
09:54,"GOOD JUMPER by GAGEN,BRENNAN(in the paint)",15 (+1),,14,,MILLSAPS 15-14 (+1),,"GOOD JUMPER by GAGEN,BRENNAN(in the paint)",1
09:40,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",1
09:30,,15,,15,"GOOD FT by AVERY,ALEX",BSC 15-15 (0),,"GOOD FT by AVERY,ALEX",1
09:30,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",1
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",1
09:16,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",1
09:01,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
09:01,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",1
09:01,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",1
09:01,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",1
09:01,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",1
09:01,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",1
09:01,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",1
08:52,"GOOD 3PTR by DETILLIEU,RYAN",18 (+3),,15,,MILLSAPS 18-15 (+3),,"GOOD 3PTR by DETILLIEU,RYAN",1
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",1
08:43,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
08:38,,18 (+1),,17,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 18-17 (+1),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
08:12,"MISS LAYUP by MOORE,MYLES",,,,,,,"MISS LAYUP by MOORE,MYLES",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
08:07,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
08:05,"STEAL  by DETILLIEU,RYAN",,,,,,,"STEAL  by DETILLIEU,RYAN",1
08:03,"GOOD LAYUP by DETILLIEU,RYAN(fastbreak)(in the paint)",20 (+3),,17,,MILLSAPS 20-17 (+3),,"GOOD LAYUP by DETILLIEU,RYAN(fastbreak)(in the paint)",1
08:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
08:01,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",1
08:01,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
08:01,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
08:01,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
08:01,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
08:01,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
08:01,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
08:01,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
07:41,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",1
07:29,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",1
07:18,,,,,"TURNOVER  by BARRON,MAC",,,"TURNOVER  by BARRON,MAC",1
07:10,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
06:57,"MISS LAYUP by ROBERTSON,MARC",,,,,,,"MISS LAYUP by ROBERTSON,MARC",1
06:57,,,,,"BLOCK  by BARRON,MAC",,,"BLOCK  by BARRON,MAC",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
06:50,,20 (+1),,19,"GOOD JUMPER by THOM,IAN(in the paint)",BSC 20-19 (+1),,"GOOD JUMPER by THOM,IAN(in the paint)",1
06:50,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",1
06:50,,20,,20,"GOOD FT by THOM,IAN",BSC 20-20 (0),,"GOOD FT by THOM,IAN",1
06:50,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",1
06:50,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",1
06:50,,,,,"SUB IN by REBIC,ANTE",,,"SUB IN by REBIC,ANTE",1
06:50,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",1
06:43,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",1
06:39,,,,,"SUB OUT by REBIC,ANTE",,,"SUB OUT by REBIC,ANTE",1
06:36,"GOOD JUMPER by MOORE,MYLES",22 (+2),,20,,MILLSAPS 22-20 (+2),,"GOOD JUMPER by MOORE,MYLES",1
06:30,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
06:28,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",1
06:26,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",1
06:05,,22,,22,"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 22-22 (0),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
05:49,"MISS 3PTR by MOORE,MYLES",,,,,,,"MISS 3PTR by MOORE,MYLES",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
05:40,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",1
05:40,,22,,23 (+1),"GOOD FT by LEWIS,EVAN",BSC 22-23 (-1),,"GOOD FT by LEWIS,EVAN",1
05:40,,22,,24 (+2),"GOOD FT by LEWIS,EVAN",BSC 22-24 (-2),,"GOOD FT by LEWIS,EVAN",1
05:40,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
05:40,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",1
05:40,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",1
05:40,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
05:40,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
05:40,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
05:40,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
05:40,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
05:17,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",1
05:17,"GOOD FT by ATKINSON,QUINN",23,,24 (+1),,MILLSAPS 23-24 (-1),,"GOOD FT by ATKINSON,QUINN",1
05:17,"GOOD FT by ATKINSON,QUINN",24,,24,,MILLSAPS 24-24 (0),,"GOOD FT by ATKINSON,QUINN",1
05:05,,,,,"MISS LAYUP by HARDIMAN,BEN",,,"MISS LAYUP by HARDIMAN,BEN",1
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",1
05:02,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",1
05:01,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
04:58,,24,,27 (+3),"GOOD 3PTR by HOLLE,MASON",BSC 24-27 (-3),,"GOOD 3PTR by HOLLE,MASON",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
04:54,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:47,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",1
04:42,,,,,"STEAL  by HARDIMAN,BEN",,,"STEAL  by HARDIMAN,BEN",1
04:40,,24,,29 (+5),"GOOD LAYUP by HARDIMAN,BEN(fastbreak)(in the paint)",BSC 24-29 (-5),,"GOOD LAYUP by HARDIMAN,BEN(fastbreak)(in the paint)",1
04:34,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by HOLLE,MASON",,,"REBOUND DEF by HOLLE,MASON",1
04:26,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",1
03:59,"TURNOVER  by GERCHOW,ALEX",,,,,,,"TURNOVER  by GERCHOW,ALEX",1
03:59,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
03:59,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",1
03:59,,24,,30 (+6),"GOOD FT by THOMAS,LARRY",BSC 24-30 (-6),,"GOOD FT by THOMAS,LARRY",1
03:59,,24,,31 (+7),"GOOD FT by THOMAS,LARRY",BSC 24-31 (-7),,"GOOD FT by THOMAS,LARRY",1
03:59,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",1
03:59,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",1
03:53,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",1
03:53,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",1
03:53,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",1
03:53,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
03:53,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
03:53,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
03:53,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
03:34,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",1
03:04,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
02:55,,,,,"MISS 3PTR by AVERY,ALEX",,,"MISS 3PTR by AVERY,ALEX",1
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",1
02:37,"MISS 3PTR by PRATER,DALLAS",,,,,,,"MISS 3PTR by PRATER,DALLAS",1
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",1
02:31,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",1
02:31,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",1
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",1
02:31,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",1
02:31,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",1
02:31,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
02:31,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
02:31,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
02:31,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
02:06,"MISS LAYUP by MANCUSO,LOGAN",,,,,,,"MISS LAYUP by MANCUSO,LOGAN",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
01:59,,24,,34 (+10),"GOOD 3PTR by DENEKA,HARRISON",BSC 24-34 (-10),,"GOOD 3PTR by DENEKA,HARRISON",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
01:38,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",26,,34 (+8),,MILLSAPS 26-34 (-8),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",1
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",1
01:32,,26,,37 (+11),"GOOD 3PTR by WELCH,ROSS",BSC 26-37 (-11),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
01:10,"MISS LAYUP by MANCUSO,LOGAN",,,,,,,"MISS LAYUP by MANCUSO,LOGAN",1
01:10,,,,,"BLOCK  by AVERY,ALEX",,,"BLOCK  by AVERY,ALEX",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:10,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",1
01:10,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",1
01:10,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
01:10,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",1
00:46,"GOOD JUMPER by ROBERTSON,MARC",28,,37 (+9),,MILLSAPS 28-37 (-9),,"GOOD JUMPER by ROBERTSON,MARC",1
00:35,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",1
00:31,,28,,39 (+11),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 28-39 (-11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
00:31,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",1
00:31,,28,,40 (+12),"GOOD FT by AVERY,ALEX",BSC 28-40 (-12),,"GOOD FT by AVERY,ALEX",1
00:31,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
00:31,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
00:31,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
00:31,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
00:05,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
20:00,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
