Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
02:38,,,,,"SUB OUT by RILEY,JAREN",,,"SUB OUT by RILEY,JAREN",2
02:38,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
02:26,,75 (+18),,57,"GOOD LAYUP by SHERIDAN,DAYTON(in the paint)",HC 75-57 (+18),,"GOOD LAYUP by SHERIDAN,DAYTON(in the paint)",2
--,,,,,"ASSIST  by MCCUBBIN,NATHAN",,,"ASSIST  by MCCUBBIN,NATHAN",2
01:56,"MISS LAYUP by GALFSKY,ANDER",,,,,,,"MISS LAYUP by GALFSKY,ANDER",2
--,"REBOUND OFF by GALFSKY,ANDER",,,,,,,"REBOUND OFF by GALFSKY,ANDER",2
01:52,,,,,"SUB IN by ROLAND,WILL",,,"SUB IN by ROLAND,WILL",2
01:52,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
01:47,"MISS JUMPER by WARRICK,JOHN",,,,,,,"MISS JUMPER by WARRICK,JOHN",2
--,,,,,"REBOUND DEF by SHERIDAN,DAYTON",,,"REBOUND DEF by SHERIDAN,DAYTON",2
01:30,,75 (+15),,60,"GOOD 3PTR by CONARD,ALEC",HC 75-60 (+15),,"GOOD 3PTR by CONARD,ALEC",2
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",2
01:00,,,,,"FOUL  by ROLAND,WILL",,,"FOUL  by ROLAND,WILL",2
01:00,"GOOD FT by WARRICK,JOHN",76 (+16),,60,,BSCM 76-60 (+16),,"GOOD FT by WARRICK,JOHN",2
01:00,"MISS FT by WARRICK,JOHN",,,,,,,"MISS FT by WARRICK,JOHN",2
--,,,,,"REBOUND DEF by MCCUBBIN,NATHAN",,,"REBOUND DEF by MCCUBBIN,NATHAN",2
01:00,"SUB IN by MCKAY,COLLIN",,,,,,,"SUB IN by MCKAY,COLLIN",2
01:00,"SUB OUT by PLAYER,MATT",,,,,,,"SUB OUT by PLAYER,MATT",2
00:52,,,,,"MISS JUMPER by ROLAND,WILL",,,"MISS JUMPER by ROLAND,WILL",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
00:27,"GOOD JUMPER by GALFSKY,ANDER(in the paint)",78 (+18),,60,,BSCM 78-60 (+18),,"GOOD JUMPER by GALFSKY,ANDER(in the paint)",2
00:19,,,,,"TURNOVER  by TAULTON,JORDAN",,,"TURNOVER  by TAULTON,JORDAN",2
00:19,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",2
00:15,"TURNOVER  by GALFSKY,ANDER",,,,,,,"TURNOVER  by GALFSKY,ANDER",2
00:14,,,,,"STEAL  by TAULTON,JORDAN",,,"STEAL  by TAULTON,JORDAN",2
00:10,,,,,"TURNOVER  by CONARD,ALEC",,,"TURNOVER  by CONARD,ALEC",2
00:10,"SUB IN by PLAYER,MATT",,,,,,,"SUB IN by PLAYER,MATT",2
00:10,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
