Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
19:26,,,,,"MISS LAYUP by PRIMM,COLTON",,,"MISS LAYUP by PRIMM,COLTON",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
19:14,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",42 (+14),,28,,BSCM 42-28 (+14),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
18:49,,,,,"MISS 3PTR by TAULTON,JORDAN",,,"MISS 3PTR by TAULTON,JORDAN",2
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",2
18:36,"MISS JUMPER by RICHARDS,ZAC",,,,,,,"MISS JUMPER by RICHARDS,ZAC",2
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",2
18:33,"GOOD LAYUP by THOMAS,LARRY(in the paint)",44 (+16),,28,,BSCM 44-28 (+16),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
18:08,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
18:00,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",46 (+18),,28,,BSCM 46-28 (+18),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
17:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
17:26,,46 (+15),,31,"GOOD 3PTR by NIKOLOVSKI,DREW",HC 46-31 (+15),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",2
17:16,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
17:15,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
16:50,,,,,"MISS 3PTR by RILEY,JAREN",,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND OFF by PRIMM,COLTON",,,"REBOUND OFF by PRIMM,COLTON",2
16:28,,,,,"TURNOVER  by RILEY,JAREN",,,"TURNOVER  by RILEY,JAREN",2
16:26,"STEAL  by SCHAMP,GRIFFIN",,,,,,,"STEAL  by SCHAMP,GRIFFIN",2
16:22,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
16:21,,,,,"STEAL  by PRIMM,COLTON",,,"STEAL  by PRIMM,COLTON",2
16:19,,,,,"TURNOVER  by PRIMM,COLTON",,,"TURNOVER  by PRIMM,COLTON",2
16:18,"STEAL  by KEGARISE,KEVIN",,,,,,,"STEAL  by KEGARISE,KEVIN",2
16:17,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
16:17,"GOOD FT by KEGARISE,KEVIN",47 (+16),,31,,BSCM 47-31 (+16),,"GOOD FT by KEGARISE,KEVIN",2
16:17,"MISS FT by KEGARISE,KEVIN",,,,,,,"MISS FT by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
16:17,,,,,"SUB IN by GRAM,ANDY",,,"SUB IN by GRAM,ANDY",2
16:17,,,,,"SUB OUT by RILEY,JAREN",,,"SUB OUT by RILEY,JAREN",2
16:06,,,,,"TURNOVER  by VANCE,LUKE",,,"TURNOVER  by VANCE,LUKE",2
16:05,"STEAL  by RICHARDS,ZAC",,,,,,,"STEAL  by RICHARDS,ZAC",2
16:03,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",49 (+18),,31,,BSCM 49-31 (+18),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",2
--,"ASSIST  by RICHARDS,ZAC",,,,,,,"ASSIST  by RICHARDS,ZAC",2
15:44,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
15:27,,49 (+16),,33,"GOOD JUMPER by PRIMM,COLTON(in the paint)",HC 49-33 (+16),,"GOOD JUMPER by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by VANCE,LUKE",,,"ASSIST  by VANCE,LUKE",2
15:20,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",2
15:14,"GOOD LAYUP by THOMAS,LARRY(in the paint)",51 (+18),,33,,BSCM 51-33 (+18),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
15:06,,,,,"MISS LAYUP by PRIMM,COLTON",,,"MISS LAYUP by PRIMM,COLTON",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
14:52,"MISS 3PTR by RICHARDS,ZAC",,,,,,,"MISS 3PTR by RICHARDS,ZAC",2
--,,,,,"REBOUND DEF by GRAM,ANDY",,,"REBOUND DEF by GRAM,ANDY",2
14:39,,,,,"TURNOVER  by PRIMM,COLTON",,,"TURNOVER  by PRIMM,COLTON",2
14:36,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",2
14:20,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
14:20,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
14:20,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
14:20,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
14:20,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
14:20,"SUB IN by ASSANESI,KELLY",,,,,,,"SUB IN by ASSANESI,KELLY",2
14:20,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
14:20,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
14:20,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
14:20,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
14:20,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
14:20,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
14:20,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
13:56,"MISS JUMPER by FREEMAN,SCHYLAR",,,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:41,,,,,"FOUL  by TAULTON,JORDAN",,,"FOUL  by TAULTON,JORDAN",2
13:41,"GOOD FT by HOLLAND,JASON",52 (+19),,33,,BSCM 52-33 (+19),,"GOOD FT by HOLLAND,JASON",2
13:41,"GOOD FT by HOLLAND,JASON",53 (+20),,33,,BSCM 53-33 (+20),,"GOOD FT by HOLLAND,JASON",2
13:41,,,,,"SUB IN by RILEY,JAREN",,,"SUB IN by RILEY,JAREN",2
13:41,,,,,"SUB OUT by TAULTON,JORDAN",,,"SUB OUT by TAULTON,JORDAN",2
13:17,,,,,"MISS 3PTR by CONARD,ALEC",,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
13:10,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
13:06,,,,,"MISS JUMPER by RILEY,JAREN",,,"MISS JUMPER by RILEY,JAREN",2
--,,,,,"REBOUND OFF by CONARD,ALEC",,,"REBOUND OFF by CONARD,ALEC",2
12:58,,53 (+18),,35,"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 53-35 (+18),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by CONARD,ALEC",,,"ASSIST  by CONARD,ALEC",2
12:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:30,"GOOD JUMPER by WELCH,ROSS",55 (+20),,35,,BSCM 55-35 (+20),,"GOOD JUMPER by WELCH,ROSS",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
12:01,,,,,"MISS LAYUP by PRIMM,COLTON",,,"MISS LAYUP by PRIMM,COLTON",2
12:01,"BLOCK  by FREEMAN,SCHYLAR",,,,,,,"BLOCK  by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND OFF by PRIMM,COLTON",,,"REBOUND OFF by PRIMM,COLTON",2
11:59,"FOUL  by FREEMAN,SCHYLAR",,,,,,,"FOUL  by FREEMAN,SCHYLAR",2
11:59,,,,,"MISS FT by PRIMM,COLTON",,,"MISS FT by PRIMM,COLTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:59,,55 (+19),,36,"GOOD FT by PRIMM,COLTON",HC 55-36 (+19),,"GOOD FT by PRIMM,COLTON",2
11:42,"MISS LAYUP by ASSANESI,KELLY",,,,,,,"MISS LAYUP by ASSANESI,KELLY",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
11:27,,55 (+16),,39,"GOOD 3PTR by CONARD,ALEC",HC 55-39 (+16),,"GOOD 3PTR by CONARD,ALEC",2
--,,,,,"ASSIST  by VANCE,LUKE",,,"ASSIST  by VANCE,LUKE",2
10:51,"GOOD 3PTR by ASSANESI,KELLY",58 (+19),,39,,BSCM 58-39 (+19),,"GOOD 3PTR by ASSANESI,KELLY",2
--,"ASSIST  by FREEMAN,SCHYLAR",,,,,,,"ASSIST  by FREEMAN,SCHYLAR",2
10:32,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
10:26,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
10:23,,58 (+17),,41,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 58-41 (+17),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by VANCE,LUKE",,,"ASSIST  by VANCE,LUKE",2
10:06,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",60 (+19),,41,,BSCM 60-41 (+19),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
09:52,,,,,"TURNOVER  by RILEY,JAREN",,,"TURNOVER  by RILEY,JAREN",2
09:52,"STEAL  by MARSCHNER,BRENDAN",,,,,,,"STEAL  by MARSCHNER,BRENDAN",2
09:50,"GOOD LAYUP by MARSCHNER,BRENDAN(fastbreak)(in the paint)",62 (+21),,41,,BSCM 62-41 (+21),,"GOOD LAYUP by MARSCHNER,BRENDAN(fastbreak)(in the paint)",2
09:34,,,,,"TURNOVER  by GRAM,ANDY",,,"TURNOVER  by GRAM,ANDY",2
09:34,"STEAL  by ASSANESI,KELLY",,,,,,,"STEAL  by ASSANESI,KELLY",2
09:34,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
09:34,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
09:34,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
09:34,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
09:34,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
09:34,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
09:34,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
09:34,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
09:34,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
09:34,"SUB OUT by ASSANESI,KELLY",,,,,,,"SUB OUT by ASSANESI,KELLY",2
09:34,,,,,"SUB IN by TAULTON,JORDAN",,,"SUB IN by TAULTON,JORDAN",2
09:34,,,,,"SUB OUT by RILEY,JAREN",,,"SUB OUT by RILEY,JAREN",2
09:23,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
09:21,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
09:21,,,,,"MISS FT by VANCE,LUKE",,,"MISS FT by VANCE,LUKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:21,,62 (+20),,42,"GOOD FT by VANCE,LUKE",HC 62-42 (+20),,"GOOD FT by VANCE,LUKE",2
09:04,,,,,"TURNOVER  by CONARD,ALEC",,,"TURNOVER  by CONARD,ALEC",2
08:59,,,,,"FOUL  by CONARD,ALEC",,,"FOUL  by CONARD,ALEC",2
08:59,,,,,"SUB IN by MCCUBBIN,NATHAN",,,"SUB IN by MCCUBBIN,NATHAN",2
08:59,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",2
08:53,"GOOD LAYUP by THOMAS,LARRY(in the paint)",64 (+22),,42,,BSCM 64-42 (+22),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,"ASSIST  by HENRY,COLIN",,,,,,,"ASSIST  by HENRY,COLIN",2
08:34,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
08:34,,64 (+21),,43,"GOOD FT by GRAM,ANDY",HC 64-43 (+21),,"GOOD FT by GRAM,ANDY",2
08:34,,64 (+20),,44,"GOOD FT by GRAM,ANDY",HC 64-44 (+20),,"GOOD FT by GRAM,ANDY",2
08:34,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
08:34,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
08:34,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
08:34,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
08:23,,,,,"FOUL  by TAULTON,JORDAN",,,"FOUL  by TAULTON,JORDAN",2
08:23,,,,,"SUB IN by SHERIDAN,DAYTON",,,"SUB IN by SHERIDAN,DAYTON",2
08:23,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
08:11,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",66 (+22),,44,,BSCM 66-44 (+22),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
08:11,,,,,"FOUL  by SHERIDAN,DAYTON",,,"FOUL  by SHERIDAN,DAYTON",2
08:11,"GOOD FT by RICHARDS,ZAC",67 (+23),,44,,BSCM 67-44 (+23),,"GOOD FT by RICHARDS,ZAC",2
08:11,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
08:11,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
08:11,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
08:11,,,,,"SUB IN by SHERIDAN,DAYTON",,,"SUB IN by SHERIDAN,DAYTON",2
08:11,,,,,"SUB OUT by SHERIDAN,DAYTON",,,"SUB OUT by SHERIDAN,DAYTON",2
08:11,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
08:10,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
08:10,,,,,"SUB OUT by SHERIDAN,DAYTON",,,"SUB OUT by SHERIDAN,DAYTON",2
07:55,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
07:55,"BLOCK  by SCHAMP,GRIFFIN",,,,,,,"BLOCK  by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
07:41,"MISS JUMPER by RICHARDS,ZAC",,,,,,,"MISS JUMPER by RICHARDS,ZAC",2
07:41,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,"REBOUND OFF by RICHARDS,ZAC",,,,,,,"REBOUND OFF by RICHARDS,ZAC",2
07:35,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by TAULTON,JORDAN",,,"REBOUND DEF by TAULTON,JORDAN",2
07:10,,67 (+21),,46,"GOOD JUMPER by VANCE,LUKE",HC 67-46 (+21),,"GOOD JUMPER by VANCE,LUKE",2
06:46,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",2
06:46,,,,,"STEAL  by MCCUBBIN,NATHAN",,,"STEAL  by MCCUBBIN,NATHAN",2
06:46,,,,,"SUB IN by SHERIDAN,DAYTON",,,"SUB IN by SHERIDAN,DAYTON",2
06:46,,,,,"SUB IN by RILEY,JAREN",,,"SUB IN by RILEY,JAREN",2
06:46,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
06:46,,,,,"SUB OUT by MCCUBBIN,NATHAN",,,"SUB OUT by MCCUBBIN,NATHAN",2
06:30,,67 (+19),,48,"GOOD JUMPER by VANCE,LUKE(in the paint)",HC 67-48 (+19),,"GOOD JUMPER by VANCE,LUKE(in the paint)",2
06:20,"MISS JUMPER by RICHARDS,ZAC",,,,,,,"MISS JUMPER by RICHARDS,ZAC",2
--,,,,,"REBOUND DEF by SHERIDAN,DAYTON",,,"REBOUND DEF by SHERIDAN,DAYTON",2
06:17,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
06:17,,,,,"MISS FT by SHERIDAN,DAYTON",,,"MISS FT by SHERIDAN,DAYTON",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
05:58,,,,,"FOUL  by SHERIDAN,DAYTON",,,"FOUL  by SHERIDAN,DAYTON",2
05:58,"GOOD FT by RICHARDS,ZAC",68 (+20),,48,,BSCM 68-48 (+20),,"GOOD FT by RICHARDS,ZAC",2
05:58,"GOOD FT by RICHARDS,ZAC",69 (+21),,48,,BSCM 69-48 (+21),,"GOOD FT by RICHARDS,ZAC",2
05:58,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
05:58,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
05:58,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
05:58,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
05:58,"SUB IN by ASSANESI,KELLY",,,,,,,"SUB IN by ASSANESI,KELLY",2
05:58,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
05:58,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
05:58,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
05:58,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
05:58,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
05:56,,69 (+19),,50,"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 69-50 (+19),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",2
05:55,"FOUL  by ASSANESI,KELLY",,,,,,,"FOUL  by ASSANESI,KELLY",2
05:55,,69 (+18),,51,"GOOD FT by VANCE,LUKE",HC 69-51 (+18),,"GOOD FT by VANCE,LUKE",2
05:46,"GOOD 3PTR by WELCH,ROSS",72 (+21),,51,,BSCM 72-51 (+21),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by ASSANESI,KELLY",,,,,,,"ASSIST  by ASSANESI,KELLY",2
05:26,,,,,"TURNOVER  by TAULTON,JORDAN",,,"TURNOVER  by TAULTON,JORDAN",2
05:09,"TURNOVER  by MARSCHNER,BRENDAN",,,,,,,"TURNOVER  by MARSCHNER,BRENDAN",2
05:08,,,,,"STEAL  by RILEY,JAREN",,,"STEAL  by RILEY,JAREN",2
05:03,,,,,"TURNOVER  by GRAM,ANDY",,,"TURNOVER  by GRAM,ANDY",2
05:02,"STEAL  by ASSANESI,KELLY",,,,,,,"STEAL  by ASSANESI,KELLY",2
04:58,"GOOD LAYUP by ASSANESI,KELLY(fastbreak)(in the paint)",74 (+23),,51,,BSCM 74-51 (+23),,"GOOD LAYUP by ASSANESI,KELLY(fastbreak)(in the paint)",2
04:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:28,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
04:28,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
04:28,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
04:28,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
04:28,"SUB IN by ASSANESI,KELLY",,,,,,,"SUB IN by ASSANESI,KELLY",2
04:28,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
04:28,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
04:28,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
04:28,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
04:28,"SUB OUT by ASSANESI,KELLY",,,,,,,"SUB OUT by ASSANESI,KELLY",2
04:28,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
04:28,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",2
04:28,,,,,"SUB IN by RILEY,JAREN",,,"SUB IN by RILEY,JAREN",2
04:28,,,,,"SUB IN by TAULTON,JORDAN",,,"SUB IN by TAULTON,JORDAN",2
04:28,,,,,"SUB IN by MCCUBBIN,NATHAN",,,"SUB IN by MCCUBBIN,NATHAN",2
04:28,,,,,"SUB OUT by SHERIDAN,DAYTON",,,"SUB OUT by SHERIDAN,DAYTON",2
04:28,,,,,"SUB OUT by GRAM,ANDY",,,"SUB OUT by GRAM,ANDY",2
04:28,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
04:28,,,,,"SUB OUT by RILEY,JAREN",,,"SUB OUT by RILEY,JAREN",2
04:28,,,,,"SUB OUT by TAULTON,JORDAN",,,"SUB OUT by TAULTON,JORDAN",2
04:11,,,,,"MISS JUMPER by VANCE,LUKE",,,"MISS JUMPER by VANCE,LUKE",2
--,"REBOUND DEF by FREEMAN,SCHYLAR",,,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",2
04:05,"MISS 3PTR by MARSCHNER,BRENDAN",,,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
03:52,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
03:52,"BLOCK  by FREEMAN,SCHYLAR",,,,,,,"BLOCK  by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
03:48,,,,,"MISS JUMPER by VANCE,LUKE",,,"MISS JUMPER by VANCE,LUKE",2
03:48,"BLOCK  by FREEMAN,SCHYLAR",,,,,,,"BLOCK  by FREEMAN,SCHYLAR",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:48,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
03:48,"SUB IN by PLAYER,MATT",,,,,,,"SUB IN by PLAYER,MATT",2
03:48,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
03:48,"SUB OUT by ASSANESI,KELLY",,,,,,,"SUB OUT by ASSANESI,KELLY",2
03:31,,74 (+21),,53,"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 74-53 (+21),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",2
03:16,"TURNOVER  by HOLLAND,JASON",,,,,,,"TURNOVER  by HOLLAND,JASON",2
03:15,,,,,"STEAL  by MCCUBBIN,NATHAN",,,"STEAL  by MCCUBBIN,NATHAN",2
03:04,,74 (+19),,55,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 74-55 (+19),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
02:42,"MISS LAYUP by GALFSKY,ANDER",,,,,,,"MISS LAYUP by GALFSKY,ANDER",2
02:42,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,"REBOUND OFF by FREEMAN,SCHYLAR",,,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",2
02:39,"MISS JUMPER by FREEMAN,SCHYLAR",,,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",2
02:39,,,,,"BLOCK  by RILEY,JAREN",,,"BLOCK  by RILEY,JAREN",2
--,"REBOUND OFF by FREEMAN,SCHYLAR",,,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",2
02:38,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
02:38,"MISS FT by FREEMAN,SCHYLAR",,,,,,,"MISS FT by FREEMAN,SCHYLAR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:38,"GOOD FT by FREEMAN,SCHYLAR",75 (+20),,55,,BSCM 75-55 (+20),,"GOOD FT by FREEMAN,SCHYLAR",2
02:38,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
02:38,"SUB IN by WARRICK,JOHN",,,,,,,"SUB IN by WARRICK,JOHN",2
02:38,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
02:38,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
02:38,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
02:38,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
02:38,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
02:38,,,,,"SUB IN by SHERIDAN,DAYTON",,,"SUB IN by SHERIDAN,DAYTON",2
