Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,LC,Game Score,Team Indicator,Play,Period
00:59,,,,,"MISS LAYUP by BENNETT,LINCOLN",,,"MISS LAYUP by BENNETT,LINCOLN",1
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",1
00:46,"GOOD 3PTR by THOMAS,LARRY",34,,42 (+8),,BSC 34-42 (-8),,"GOOD 3PTR by THOMAS,LARRY",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
00:17,,,,,"MISS JUMPER by WAGNER,MARK",,,"MISS JUMPER by WAGNER,MARK",1
--,"REBOUND DEF by HENRY,COLIN",,,,,,,"REBOUND DEF by HENRY,COLIN",1
00:11,"GOOD 3PTR by THOMAS,LARRY",37,,42 (+5),,BSC 37-42 (-5),,"GOOD 3PTR by THOMAS,LARRY",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
00:02,,,,,"MISS LAYUP by BAXTER,DUSTIN",,,"MISS LAYUP by BAXTER,DUSTIN",1
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",1
00:00,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:58,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
19:53,,,,,"STEAL  by BAXTER,DUSTIN",,,"STEAL  by BAXTER,DUSTIN",2
19:51,,37,,44 (+7),"GOOD LAYUP by BAXTER,DUSTIN(in the paint)",LC 37-44 (-7),,"GOOD LAYUP by BAXTER,DUSTIN(in the paint)",2
19:41,,,,,"FOUL  by VAUGHN,MARCUS",,,"FOUL  by VAUGHN,MARCUS",2
19:38,,,,,"SUB IN by BENNETT,LINCOLN",,,"SUB IN by BENNETT,LINCOLN",2
19:38,,,,,"SUB OUT by VAUGHN,MARCUS",,,"SUB OUT by VAUGHN,MARCUS",2
19:34,"GOOD LAYUP by HENRY,COLIN(in the paint)",39,,44 (+5),,BSC 39-44 (-5),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
18:59,,39,,47 (+8),"GOOD 3PTR by MITCHELL,NICK",LC 39-47 (-8),,"GOOD 3PTR by MITCHELL,NICK",2
--,,,,,"ASSIST  by ANDERSON,KYRON",,,"ASSIST  by ANDERSON,KYRON",2
18:35,"GOOD LAYUP by HENRY,COLIN(in the paint)",41,,47 (+6),,BSC 41-47 (-6),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,"ASSIST  by RICHARDS,ZAC",,,,,,,"ASSIST  by RICHARDS,ZAC",2
18:12,,,,,"MISS 3PTR by BAXTER,DUSTIN",,,"MISS 3PTR by BAXTER,DUSTIN",2
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",2
18:06,"GOOD LAYUP by WHITE,BLAISE(in the paint)",43,,47 (+4),,BSC 43-47 (-4),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",2
17:39,,,,,"MISS JUMPER by MITCHELL,NICK",,,"MISS JUMPER by MITCHELL,NICK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
17:36,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
17:30,,,,,"MISS JUMPER by DUGGER,PATRICK",,,"MISS JUMPER by DUGGER,PATRICK",2
--,"REBOUND DEF by HENRY,COLIN",,,,,,,"REBOUND DEF by HENRY,COLIN",2
17:30,"MISS LAYUP by RICHARDS,ZAC",,,,,,,"MISS LAYUP by RICHARDS,ZAC",2
--,,,,,"REBOUND DEF by JOHNSON,JORDAN",,,"REBOUND DEF by JOHNSON,JORDAN",2
17:30,,,,,"SUB IN by JOHNSON,JORDAN",,,"SUB IN by JOHNSON,JORDAN",2
17:30,,,,,"SUB OUT by BENNETT,LINCOLN",,,"SUB OUT by BENNETT,LINCOLN",2
17:10,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
17:10,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
17:10,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
17:03,,,,,"TURNOVER  by MITCHELL,NICK",,,"TURNOVER  by MITCHELL,NICK",2
17:02,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",2
16:59,"GOOD LAYUP by WHITE,BLAISE(in the paint)",45,,47 (+2),,BSC 45-47 (-2),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",2
16:43,,45,,49 (+4),"GOOD LAYUP by DUGGER,PATRICK(in the paint)",LC 45-49 (-4),,"GOOD LAYUP by DUGGER,PATRICK(in the paint)",2
--,,,,,"ASSIST  by BAXTER,DUSTIN",,,"ASSIST  by BAXTER,DUSTIN",2
16:31,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",47,,49 (+2),,BSC 47-49 (-2),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",2
16:24,,,,,"TURNOVER  by MITCHELL,NICK",,,"TURNOVER  by MITCHELL,NICK",2
16:08,,,,,"FOUL  by DUGGER,PATRICK",,,"FOUL  by DUGGER,PATRICK",2
16:08,,,,,"SUB IN by WHITE,MIKE",,,"SUB IN by WHITE,MIKE",2
16:08,,,,,"SUB IN by SMITH,IRA",,,"SUB IN by SMITH,IRA",2
16:08,,,,,"SUB OUT by MITCHELL,NICK",,,"SUB OUT by MITCHELL,NICK",2
16:08,,,,,"SUB OUT by DUGGER,PATRICK",,,"SUB OUT by DUGGER,PATRICK",2
16:00,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",2
15:42,,,,,"MISS 3PTR by WHITE,MIKE",,,"MISS 3PTR by WHITE,MIKE",2
--,"REBOUND DEF by KEGARISE,KEVIN",,,,,,,"REBOUND DEF by KEGARISE,KEVIN",2
15:14,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:11,,,,,"FOUL  by SMITH,IRA",,,"FOUL  by SMITH,IRA",2
15:08,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
15:08,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
15:08,"FOUL TECH by THOMAS,LARRY",,,,,,,"FOUL TECH by THOMAS,LARRY",2
15:08,,,,,"MISS FT by SMITH,IRA",,,"MISS FT by SMITH,IRA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:08,,47,,50 (+3),"GOOD FT by SMITH,IRA",LC 47-50 (-3),,"GOOD FT by SMITH,IRA",2
15:08,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
15:08,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
14:49,,,,,"MISS JUMPER by ANDERSON,KYRON",,,"MISS JUMPER by ANDERSON,KYRON",2
--,,,,,"REBOUND OFF by ANDERSON,KYRON",,,"REBOUND OFF by ANDERSON,KYRON",2
14:48,"FOUL  by FREEMAN,SCHYLAR",,,,,,,"FOUL  by FREEMAN,SCHYLAR",2
14:48,,,,,"FOUL TECH by ANDERSON,KYRON",,,"FOUL TECH by ANDERSON,KYRON",2
14:48,"GOOD FT by KEGARISE,KEVIN",48,,50 (+2),,BSC 48-50 (-2),,"GOOD FT by KEGARISE,KEVIN",2
14:48,"GOOD FT by KEGARISE,KEVIN",49,,50 (+1),,BSC 49-50 (-1),,"GOOD FT by KEGARISE,KEVIN",2
14:48,,49,,51 (+2),"GOOD FT by ANDERSON,KYRON",LC 49-51 (-2),,"GOOD FT by ANDERSON,KYRON",2
14:48,,49,,52 (+3),"GOOD FT by ANDERSON,KYRON",LC 49-52 (-3),,"GOOD FT by ANDERSON,KYRON",2
14:48,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
14:48,SUB IN by 0,,,,,,,SUB IN by 0,2
14:48,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
14:48,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
14:19,"MISS JUMPER by HOLLAND,JASON",,,,,,,"MISS JUMPER by HOLLAND,JASON",2
14:19,,,,,"BLOCK  by ANDERSON,KYRON",,,"BLOCK  by ANDERSON,KYRON",2
--,"REBOUND OFF by OLAFSSON,ODDUR",,,,,,,"REBOUND OFF by OLAFSSON,ODDUR",2
14:13,"MISS 3PTR by OLAFSSON,ODDUR",,,,,,,"MISS 3PTR by OLAFSSON,ODDUR",2
--,,,,,"REBOUND DEF by WHITE,MIKE",,,"REBOUND DEF by WHITE,MIKE",2
13:58,,,,,"MISS JUMPER by WHITE,MIKE",,,"MISS JUMPER by WHITE,MIKE",2
--,,,,,"REBOUND OFF by SMITH,IRA",,,"REBOUND OFF by SMITH,IRA",2
13:53,"FOUL  by OLAFSSON,ODDUR",,,,,,,"FOUL  by OLAFSSON,ODDUR",2
13:53,,49,,53 (+4),"GOOD FT by ANDERSON,KYRON",LC 49-53 (-4),,"GOOD FT by ANDERSON,KYRON",2
13:53,,49,,54 (+5),"GOOD FT by ANDERSON,KYRON",LC 49-54 (-5),,"GOOD FT by ANDERSON,KYRON",2
13:53,"SUB IN by PLAYER,MATT",,,,,,,"SUB IN by PLAYER,MATT",2
13:53,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
13:53,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
13:53,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
13:53,,,,,"SUB IN by WAGNER,MARK",,,"SUB IN by WAGNER,MARK",2
13:53,,,,,"SUB OUT by ANDERSON,KYRON",,,"SUB OUT by ANDERSON,KYRON",2
13:23,"MISS JUMPER by WELCH,ROSS",,,,,,,"MISS JUMPER by WELCH,ROSS",2
--,,,,,"REBOUND DEF by BAXTER,DUSTIN",,,"REBOUND DEF by BAXTER,DUSTIN",2
13:23,,,,,"SUB IN by MITCHELL,NICK",,,"SUB IN by MITCHELL,NICK",2
13:23,,,,,"SUB OUT by BAXTER,DUSTIN",,,"SUB OUT by BAXTER,DUSTIN",2
13:12,,49,,57 (+8),"GOOD 3PTR by WAGNER,MARK",LC 49-57 (-8),,"GOOD 3PTR by WAGNER,MARK",2
--,,,,,"ASSIST  by MITCHELL,NICK",,,"ASSIST  by MITCHELL,NICK",2
13:00,,,,,"FOUL  by WAGNER,MARK",,,"FOUL  by WAGNER,MARK",2
13:00,"MISS FT by MARSCHNER,BRENDAN",,,,,,,"MISS FT by MARSCHNER,BRENDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:00,"MISS FT by MARSCHNER,BRENDAN",,,,,,,"MISS FT by MARSCHNER,BRENDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:00,"MISS FT by MARSCHNER,BRENDAN",,,,,,,"MISS FT by MARSCHNER,BRENDAN",2
--,,,,,"REBOUND DEF by JOHNSON,JORDAN",,,"REBOUND DEF by JOHNSON,JORDAN",2
13:00,"SUB IN by WARRICK,JOHN",,,,,,,"SUB IN by WARRICK,JOHN",2
13:00,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
12:58,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
12:58,SUB OUT by 0,,,,,,,SUB OUT by 0,2
12:48,"FOUL  by MARSCHNER,BRENDAN",,,,,,,"FOUL  by MARSCHNER,BRENDAN",2
12:48,,49,,58 (+9),"GOOD FT by MITCHELL,NICK",LC 49-58 (-9),,"GOOD FT by MITCHELL,NICK",2
12:48,,,,,"MISS FT by MITCHELL,NICK",,,"MISS FT by MITCHELL,NICK",2
--,,,,,"REBOUND OFF by WHITE,MIKE",,,"REBOUND OFF by WHITE,MIKE",2
12:48,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
12:48,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
12:48,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
12:48,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
12:48,"SUB OUT by PLAYER,MATT",,,,,,,"SUB OUT by PLAYER,MATT",2
12:48,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
12:42,,,,,"MISS JUMPER by WHITE,MIKE",,,"MISS JUMPER by WHITE,MIKE",2
--,"REBOUND DEF by WARRICK,JOHN",,,,,,,"REBOUND DEF by WARRICK,JOHN",2
12:37,"TURNOVER  by KEGARISE,KEVIN",,,,,,,"TURNOVER  by KEGARISE,KEVIN",2
12:14,"FOUL  by MARSCHNER,BRENDAN",,,,,,,"FOUL  by MARSCHNER,BRENDAN",2
12:14,,49,,59 (+10),"GOOD FT by WAGNER,MARK",LC 49-59 (-10),,"GOOD FT by WAGNER,MARK",2
12:14,,49,,60 (+11),"GOOD FT by WAGNER,MARK",LC 49-60 (-11),,"GOOD FT by WAGNER,MARK",2
12:14,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
12:14,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
12:14,"SUB OUT by WARRICK,JOHN",,,,,,,"SUB OUT by WARRICK,JOHN",2
12:14,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
11:58,"TURNOVER  by WHITE,BLAISE",,,,,,,"TURNOVER  by WHITE,BLAISE",2
11:56,,,,,"STEAL  by JOHNSON,JORDAN",,,"STEAL  by JOHNSON,JORDAN",2
11:47,,,,,"MISS JUMPER by WHITE,MIKE",,,"MISS JUMPER by WHITE,MIKE",2
--,"REBOUND DEF by HENRY,COLIN",,,,,,,"REBOUND DEF by HENRY,COLIN",2
11:40,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
11:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:40,,49,,62 (+13),"GOOD LAYUP by WHITE,MIKE(in the paint)",LC 49-62 (-13),,"GOOD LAYUP by WHITE,MIKE(in the paint)",2
--,,,,,"ASSIST  by SMITH,IRA",,,"ASSIST  by SMITH,IRA",2
11:35,"GOOD JUMPER by RICHARDS,ZAC",51,,62 (+11),,BSC 51-62 (-11),,"GOOD JUMPER by RICHARDS,ZAC",2
10:50,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
10:50,,51,,63 (+12),"GOOD FT by JOHNSON,JORDAN",LC 51-63 (-12),,"GOOD FT by JOHNSON,JORDAN",2
10:50,,,,,"MISS FT by JOHNSON,JORDAN",,,"MISS FT by JOHNSON,JORDAN",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
10:32,"GOOD JUMPER by RICHARDS,ZAC",53,,63 (+10),,BSC 53-63 (-10),,"GOOD JUMPER by RICHARDS,ZAC",2
10:22,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
10:22,,53,,64 (+11),"GOOD FT by SMITH,IRA",LC 53-64 (-11),,"GOOD FT by SMITH,IRA",2
10:22,,,,,"MISS FT by SMITH,IRA",,,"MISS FT by SMITH,IRA",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
10:02,"TURNOVER  by WHITE,BLAISE",,,,,,,"TURNOVER  by WHITE,BLAISE",2
10:02,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
10:02,,,,,"SUB IN by BAXTER,DUSTIN",,,"SUB IN by BAXTER,DUSTIN",2
10:02,,,,,"SUB IN by DUGGER,PATRICK",,,"SUB IN by DUGGER,PATRICK",2
10:02,,,,,"SUB OUT by MITCHELL,NICK",,,"SUB OUT by MITCHELL,NICK",2
10:02,,,,,"SUB OUT by WHITE,MIKE",,,"SUB OUT by WHITE,MIKE",2
09:36,,,,,"TURNOVER  by ANDERSON,KYRON",,,"TURNOVER  by ANDERSON,KYRON",2
09:35,"STEAL  by RICHARDS,ZAC",,,,,,,"STEAL  by RICHARDS,ZAC",2
09:28,,,,,"FOUL  by ANDERSON,KYRON",,,"FOUL  by ANDERSON,KYRON",2
09:20,"GOOD 3PTR by WHITE,BLAISE",56,,64 (+8),,BSC 56-64 (-8),,"GOOD 3PTR by WHITE,BLAISE",2
09:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:03,,,,,"SUB IN by MITCHELL,NICK",,,"SUB IN by MITCHELL,NICK",2
09:03,,,,,"SUB IN by VAUGHN,MARCUS",,,"SUB IN by VAUGHN,MARCUS",2
09:03,,,,,"SUB OUT by JOHNSON,JORDAN",,,"SUB OUT by JOHNSON,JORDAN",2
09:03,,,,,"SUB OUT by SMITH,IRA",,,"SUB OUT by SMITH,IRA",2
08:48,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
08:48,,56,,65 (+9),"GOOD FT by ANDERSON,KYRON",LC 56-65 (-9),,"GOOD FT by ANDERSON,KYRON",2
08:48,,,,,"MISS FT by ANDERSON,KYRON",,,"MISS FT by ANDERSON,KYRON",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
08:48,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
08:48,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
08:48,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
08:48,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
08:35,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND OFF by HENRY,COLIN",,,,,,,"REBOUND OFF by HENRY,COLIN",2
08:26,"TURNOVER  by KEGARISE,KEVIN",,,,,,,"TURNOVER  by KEGARISE,KEVIN",2
08:25,,,,,"STEAL  by BAXTER,DUSTIN",,,"STEAL  by BAXTER,DUSTIN",2
08:20,,,,,"MISS LAYUP by BAXTER,DUSTIN",,,"MISS LAYUP by BAXTER,DUSTIN",2
--,,,,,"REBOUND OFF by VAUGHN,MARCUS",,,"REBOUND OFF by VAUGHN,MARCUS",2
08:16,,56,,67 (+11),"GOOD LAYUP by VAUGHN,MARCUS(in the paint)",LC 56-67 (-11),,"GOOD LAYUP by VAUGHN,MARCUS(in the paint)",2
08:12,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by BAXTER,DUSTIN",,,"REBOUND DEF by BAXTER,DUSTIN",2
07:46,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
07:46,,,,,"MISS FT by DUGGER,PATRICK",,,"MISS FT by DUGGER,PATRICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:46,,56,,68 (+12),"GOOD FT by DUGGER,PATRICK",LC 56-68 (-12),,"GOOD FT by DUGGER,PATRICK",2
07:33,"TURNOVER  by KEGARISE,KEVIN",,,,,,,"TURNOVER  by KEGARISE,KEVIN",2
07:32,,,,,"STEAL  by BAXTER,DUSTIN",,,"STEAL  by BAXTER,DUSTIN",2
07:27,,,,,"MISS JUMPER by MITCHELL,NICK",,,"MISS JUMPER by MITCHELL,NICK",2
--,"REBOUND DEF by HENRY,COLIN",,,,,,,"REBOUND DEF by HENRY,COLIN",2
07:20,"TURNOVER  by WHITE,BLAISE",,,,,,,"TURNOVER  by WHITE,BLAISE",2
07:20,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
07:05,,,,,"MISS JUMPER by DUGGER,PATRICK",,,"MISS JUMPER by DUGGER,PATRICK",2
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",2
07:02,,,,,"FOUL  by BAXTER,DUSTIN",,,"FOUL  by BAXTER,DUSTIN",2
07:02,"MISS FT by WHITE,BLAISE",,,,,,,"MISS FT by WHITE,BLAISE",2
--,,,,,"REBOUND DEF by DUGGER,PATRICK",,,"REBOUND DEF by DUGGER,PATRICK",2
06:35,,56,,71 (+15),"GOOD 3PTR by MITCHELL,NICK",LC 56-71 (-15),,"GOOD 3PTR by MITCHELL,NICK",2
--,,,,,"ASSIST  by VAUGHN,MARCUS",,,"ASSIST  by VAUGHN,MARCUS",2
06:23,"TURNOVER  by WHITE,BLAISE",,,,,,,"TURNOVER  by WHITE,BLAISE",2
06:21,,,,,"STEAL  by DUGGER,PATRICK",,,"STEAL  by DUGGER,PATRICK",2
06:14,,,,,"TURNOVER  by ANDERSON,KYRON",,,"TURNOVER  by ANDERSON,KYRON",2
06:14,,,,,"FOUL  by ANDERSON,KYRON",,,"FOUL  by ANDERSON,KYRON",2
06:14,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
06:14,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
06:14,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
06:14,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
06:02,"GOOD 3PTR by HOLLAND,JASON",59,,71 (+12),,BSC 59-71 (-12),,"GOOD 3PTR by HOLLAND,JASON",2
--,"ASSIST  by RICHARDS,ZAC",,,,,,,"ASSIST  by RICHARDS,ZAC",2
05:50,"FOUL  by KEGARISE,KEVIN",,,,,,,"FOUL  by KEGARISE,KEVIN",2
05:50,,,,,"MISS FT by BAXTER,DUSTIN",,,"MISS FT by BAXTER,DUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:50,,,,,"MISS FT by BAXTER,DUSTIN",,,"MISS FT by BAXTER,DUSTIN",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
05:50,,,,,"SUB IN by SMITH,IRA",,,"SUB IN by SMITH,IRA",2
05:50,,,,,"SUB OUT by WAGNER,MARK",,,"SUB OUT by WAGNER,MARK",2
05:39,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by DUGGER,PATRICK",,,"REBOUND DEF by DUGGER,PATRICK",2
05:01,,,,,"MISS JUMPER by VAUGHN,MARCUS",,,"MISS JUMPER by VAUGHN,MARCUS",2
05:01,"BLOCK  by RICHARDS,ZAC",,,,,,,"BLOCK  by RICHARDS,ZAC",2
--,,,,,"REBOUND OFF by VAUGHN,MARCUS",,,"REBOUND OFF by VAUGHN,MARCUS",2
04:55,,,,,"MISS JUMPER by VAUGHN,MARCUS",,,"MISS JUMPER by VAUGHN,MARCUS",2
--,,,,,"REBOUND OFF by VAUGHN,MARCUS",,,"REBOUND OFF by VAUGHN,MARCUS",2
04:49,,59,,73 (+14),"GOOD LAYUP by DUGGER,PATRICK(in the paint)",LC 59-73 (-14),,"GOOD LAYUP by DUGGER,PATRICK(in the paint)",2
--,,,,,"ASSIST  by MITCHELL,NICK",,,"ASSIST  by MITCHELL,NICK",2
04:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:34,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
04:34,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
04:34,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
04:34,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
04:34,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
04:34,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
04:22,"GOOD JUMPER by HENRY,COLIN(in the paint)",61,,73 (+12),,BSC 61-73 (-12),,"GOOD JUMPER by HENRY,COLIN(in the paint)",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
04:12,,,,,"MISS JUMPER by MITCHELL,NICK",,,"MISS JUMPER by MITCHELL,NICK",2
--,"REBOUND DEF by HENRY,COLIN",,,,,,,"REBOUND DEF by HENRY,COLIN",2
04:04,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
04:03,,,,,"STEAL  by BAXTER,DUSTIN",,,"STEAL  by BAXTER,DUSTIN",2
03:58,,,,,"MISS 3PTR by SMITH,IRA",,,"MISS 3PTR by SMITH,IRA",2
--,,,,,"REBOUND OFF by DUGGER,PATRICK",,,"REBOUND OFF by DUGGER,PATRICK",2
03:50,,61,,75 (+14),"GOOD LAYUP by DUGGER,PATRICK(in the paint)",LC 61-75 (-14),,"GOOD LAYUP by DUGGER,PATRICK(in the paint)",2
03:38,"MISS 3PTR by MARSCHNER,BRENDAN",,,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,"REBOUND OFF by HENRY,COLIN",,,,,,,"REBOUND OFF by HENRY,COLIN",2
03:31,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,"REBOUND DEF by DUGGER,PATRICK",,,"REBOUND DEF by DUGGER,PATRICK",2
03:06,,61,,77 (+16),"GOOD LAYUP by MITCHELL,NICK(in the paint)",LC 61-77 (-16),,"GOOD LAYUP by MITCHELL,NICK(in the paint)",2
03:06,"FOUL  by KEGARISE,KEVIN",,,,,,,"FOUL  by KEGARISE,KEVIN",2
03:06,,61,,78 (+17),"GOOD FT by MITCHELL,NICK",LC 61-78 (-17),,"GOOD FT by MITCHELL,NICK",2
03:06,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
03:06,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
03:06,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
03:06,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
03:06,,,,,"SUB IN by ANDERSON,KYRON",,,"SUB IN by ANDERSON,KYRON",2
03:06,,,,,"SUB OUT by BAXTER,DUSTIN",,,"SUB OUT by BAXTER,DUSTIN",2
02:51,,,,,"MISS JUMPER by DUGGER,PATRICK",,,"MISS JUMPER by DUGGER,PATRICK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:47,,,,,"FOUL  by MITCHELL,NICK",,,"FOUL  by MITCHELL,NICK",2
02:47,"GOOD FT by MARSCHNER,BRENDAN",62,,78 (+16),,BSC 62-78 (-16),,"GOOD FT by MARSCHNER,BRENDAN",2
