Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:18,"GOOD FT by HOWARD,MAC",5 (+3),,2,,BERRY 5-2 (-3),,"GOOD FT by HOWARD,MAC",1
17:18,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
17:18,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
17:04,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
17:02,"STEAL  by WHALEN,MAC",,,,,,,"STEAL  by WHALEN,MAC",1
16:57,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",1
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",1
16:30,,5,,5,"GOOD 3PTR by THOMAS,LARRY",BSC 5-5 (0),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",1
16:08,"MISS JUMPER by ABRAMS,JONATHAN",,,,,,,"MISS JUMPER by ABRAMS,JONATHAN",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
15:58,,5,,7 (+2),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 5-7 (+2),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
15:40,"FOUL  by HOWARD,MAC",,,,,,,"FOUL  by HOWARD,MAC",1
15:40,"TURNOVER  by HOWARD,MAC",,,,,,,"TURNOVER  by HOWARD,MAC",1
15:40,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",1
15:40,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",1
15:40,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
15:40,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
15:40,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
15:40,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
15:22,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
15:22,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
15:02,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",7,,7,,BERRY 7-7 (0),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",1
14:40,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",1
14:27,,,,,"FOUL  by ASSANESI,KELLY",,,"FOUL  by ASSANESI,KELLY",1
14:27,"GOOD FT by WHALEN,MAC",8 (+1),,7,,BERRY 8-7 (-1),,"GOOD FT by WHALEN,MAC",1
14:27,"GOOD FT by WHALEN,MAC",9 (+2),,7,,BERRY 9-7 (-2),,"GOOD FT by WHALEN,MAC",1
14:27,"SUB IN by MARSH,CODY",,,,,,,"SUB IN by MARSH,CODY",1
14:27,"SUB IN by WRIGHT,JAKE",,,,,,,"SUB IN by WRIGHT,JAKE",1
14:27,"SUB OUT by HOWARD,MAC",,,,,,,"SUB OUT by HOWARD,MAC",1
14:27,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",1
14:27,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
14:27,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
14:27,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
14:27,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
14:27,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
14:27,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
14:27,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
14:27,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
14:27,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
14:27,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",1
14:14,,,,,"TURNOVER  by MARSCHNER,BRENDAN",,,"TURNOVER  by MARSCHNER,BRENDAN",1
14:12,"STEAL  by ABRAMS,JONATHAN",,,,,,,"STEAL  by ABRAMS,JONATHAN",1
14:10,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",1
14:09,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
13:58,,9,,9,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 9-9 (0),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
13:45,"MISS LAYUP by WRIGHT,JAKE",,,,,,,"MISS LAYUP by WRIGHT,JAKE",1
--,"REBOUND OFF by MARSH,CODY",,,,,,,"REBOUND OFF by MARSH,CODY",1
13:41,"MISS LAYUP by MARSH,CODY",,,,,,,"MISS LAYUP by MARSH,CODY",1
13:41,,,,,"BLOCK  by MARSCHNER,BRENDAN",,,"BLOCK  by MARSCHNER,BRENDAN",1
--,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",,,"REBOUND DEF by MARSCHNER,BRENDAN",1
13:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
13:28,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
13:15,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
13:14,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",1
13:11,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
13:10,,9,,11 (+2),"GOOD LAYUP by MARSCHNER,BRENDAN(fastbreak)(in the paint)",BSC 9-11 (+2),,"GOOD LAYUP by MARSCHNER,BRENDAN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
12:53,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",1
12:51,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",1
12:41,,,,,"MISS JUMPER by WELCH,ROSS",,,"MISS JUMPER by WELCH,ROSS",1
--,,,,,"REBOUND OFF by WELCH,ROSS",,,"REBOUND OFF by WELCH,ROSS",1
12:37,,,,,"MISS LAYUP by WELCH,ROSS",,,"MISS LAYUP by WELCH,ROSS",1
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",1
12:28,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",11,,11,,BERRY 11-11 (0),,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",1
12:27,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",1
12:27,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",1
12:27,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
12:27,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
12:14,,11,,14 (+3),"GOOD 3PTR by WHITE,BLAISE",BSC 11-14 (+3),,"GOOD 3PTR by WHITE,BLAISE",1
--,,,,,"ASSIST  by HENRY,COLIN",,,"ASSIST  by HENRY,COLIN",1
12:14,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
12:14,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
12:11,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
11:55,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
11:31,,,,,"MISS JUMPER by KEGARISE,KEVIN",,,"MISS JUMPER by KEGARISE,KEVIN",1
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",1
11:30,"FOUL  by WRIGHT,JAKE",,,,,,,"FOUL  by WRIGHT,JAKE",1
11:30,,11,,15 (+4),"GOOD FT by HENRY,COLIN",BSC 11-15 (+4),,"GOOD FT by HENRY,COLIN",1
11:30,,11,,16 (+5),"GOOD FT by HENRY,COLIN",BSC 11-16 (+5),,"GOOD FT by HENRY,COLIN",1
11:01,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",1
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",1
10:54,,11,,18 (+7),"GOOD LAYUP by WHITE,BLAISE(in the paint)",BSC 11-18 (+7),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",1
10:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
10:46,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",1
10:46,"SUB OUT by MARSH,CODY",,,,,,,"SUB OUT by MARSH,CODY",1
10:46,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
10:46,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
10:30,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
10:30,"GOOD FT by ABRAMS,JONATHAN",12,,18 (+6),,BERRY 12-18 (+6),,"GOOD FT by ABRAMS,JONATHAN",1
10:30,"MISS FT by ABRAMS,JONATHAN",,,,,,,"MISS FT by ABRAMS,JONATHAN",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
10:30,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",1
10:30,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",1
10:30,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
10:30,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
10:17,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
10:16,"STEAL  by SMOAK,HUNTER",,,,,,,"STEAL  by SMOAK,HUNTER",1
09:46,"GOOD LAYUP by TEEMS,JORDAN(in the paint)",14,,18 (+4),,BERRY 14-18 (+4),,"GOOD LAYUP by TEEMS,JORDAN(in the paint)",1
09:46,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",1
09:46,"GOOD FT by TEEMS,JORDAN",15,,18 (+3),,BERRY 15-18 (+3),,"GOOD FT by TEEMS,JORDAN",1
09:46,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
09:46,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
09:35,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
09:35,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
09:28,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",1
09:12,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",,,"MISS LAYUP by FREEMAN,SCHYLAR",1
--,,,,,"REBOUND OFF by WELCH,ROSS",,,"REBOUND OFF by WELCH,ROSS",1
09:10,,,,,"MISS LAYUP by WELCH,ROSS",,,"MISS LAYUP by WELCH,ROSS",1
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",1
09:08,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",,,"MISS LAYUP by FREEMAN,SCHYLAR",1
--,,,,,"REBOUND OFF by WELCH,ROSS",,,"REBOUND OFF by WELCH,ROSS",1
09:05,,15,,20 (+5),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 15-20 (+5),,"GOOD LAYUP by WELCH,ROSS(in the paint)",1
08:41,"MISS JUMPER by WRIGHT,JAKE",,,,,,,"MISS JUMPER by WRIGHT,JAKE",1
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",1
08:34,,15,,23 (+8),"GOOD 3PTR by SCHAMP,GRIFFIN",BSC 15-23 (+8),,"GOOD 3PTR by SCHAMP,GRIFFIN",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
08:23,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",1
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",1
08:23,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
08:23,"SUB IN by HOWARD,MAC",,,,,,,"SUB IN by HOWARD,MAC",1
08:23,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",1
08:23,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",1
08:23,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",1
08:11,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",1
08:11,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:11,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",1
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",1
08:08,,15,,25 (+10),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 15-25 (+10),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",1
07:49,"GOOD LAYUP by HOWARD,MAC(in the paint)",17,,25 (+8),,BERRY 17-25 (+8),,"GOOD LAYUP by HOWARD,MAC(in the paint)",1
--,"ASSIST  by GRAHAM,LAKE",,,,,,,"ASSIST  by GRAHAM,LAKE",1
07:35,,17,,27 (+10),"GOOD JUMPER by KEGARISE,KEVIN",BSC 17-27 (+10),,"GOOD JUMPER by KEGARISE,KEVIN",1
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",1
07:21,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",1
07:21,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",1
07:21,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",1
07:21,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
07:21,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
07:21,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
06:57,"MISS LAYUP by TEEMS,JORDAN",,,,,,,"MISS LAYUP by TEEMS,JORDAN",1
--,"REBOUND OFF by WRIGHT,JAKE",,,,,,,"REBOUND OFF by WRIGHT,JAKE",1
06:55,"MISS LAYUP by WRIGHT,JAKE",,,,,,,"MISS LAYUP by WRIGHT,JAKE",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
06:49,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",,,"MISS LAYUP by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",1
06:24,"GOOD JUMPER by HOWARD,MAC",19,,27 (+8),,BERRY 19-27 (+8),,"GOOD JUMPER by HOWARD,MAC",1
--,"ASSIST  by TEEMS,JORDAN",,,,,,,"ASSIST  by TEEMS,JORDAN",1
06:03,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",1
--,"REBOUND DEF by HOWARD,MAC",,,,,,,"REBOUND DEF by HOWARD,MAC",1
05:51,"MISS JUMPER by GRAHAM,LAKE",,,,,,,"MISS JUMPER by GRAHAM,LAKE",1
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",1
05:44,,,,,"MISS 3PTR by AVERY,ALEX",,,"MISS 3PTR by AVERY,ALEX",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
05:42,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
05:42,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
05:42,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
05:42,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
05:42,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
05:42,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
05:27,"TURNOVER  by HOWARD,MAC",,,,,,,"TURNOVER  by HOWARD,MAC",1
05:18,"FOUL  by HOWARD,MAC",,,,,,,"FOUL  by HOWARD,MAC",1
05:18,"SUB IN by BRUCE,DEVAN",,,,,,,"SUB IN by BRUCE,DEVAN",1
05:18,"SUB OUT by HOWARD,MAC",,,,,,,"SUB OUT by HOWARD,MAC",1
05:18,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
05:18,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
05:17,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,"REBOUND DEF by ABRAMS,JONATHAN",,,,,,,"REBOUND DEF by ABRAMS,JONATHAN",1
05:14,,,,,"FOUL  by MARSCHNER,BRENDAN",,,"FOUL  by MARSCHNER,BRENDAN",1
04:53,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",1
04:34,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",,,"MISS 3PTR by MARSCHNER,BRENDAN",1
--,,,,,"REBOUND OFF by WHITE,BLAISE",,,"REBOUND OFF by WHITE,BLAISE",1
04:28,,,,,"MISS LAYUP by MARSCHNER,BRENDAN",,,"MISS LAYUP by MARSCHNER,BRENDAN",1
--,"REBOUND DEF by TEEMS,JORDAN",,,,,,,"REBOUND DEF by TEEMS,JORDAN",1
04:17,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",1
04:17,"SUB OUT by TEEMS,JORDAN",,,,,,,"SUB OUT by TEEMS,JORDAN",1
04:04,"GOOD 3PTR by WHALEN,MAC",22,,27 (+5),,BERRY 22-27 (+5),,"GOOD 3PTR by WHALEN,MAC",1
--,"ASSIST  by ABRAMS,JONATHAN",,,,,,,"ASSIST  by ABRAMS,JONATHAN",1
03:50,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",1
03:50,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
03:50,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
03:36,,,,,"FOUL  by ASSANESI,KELLY",,,"FOUL  by ASSANESI,KELLY",1
03:36,"GOOD FT by ABRAMS,JONATHAN",23,,27 (+4),,BERRY 23-27 (+4),,"GOOD FT by ABRAMS,JONATHAN",1
03:36,"GOOD FT by ABRAMS,JONATHAN",24,,27 (+3),,BERRY 24-27 (+3),,"GOOD FT by ABRAMS,JONATHAN",1
03:36,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
03:36,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
03:36,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
03:36,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",1
03:28,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
03:27,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",1
03:15,"GOOD FT by WHALEN,MAC",25,,27 (+2),,BERRY 25-27 (+2),,"GOOD FT by WHALEN,MAC",1
03:15,"GOOD FT by WHALEN,MAC",26,,27 (+1),,BERRY 26-27 (+1),,"GOOD FT by WHALEN,MAC",1
03:13,"FOUL  by ABRAMS,JONATHAN",,,,,,,"FOUL  by ABRAMS,JONATHAN",1
03:13,,26,,28 (+2),"GOOD FT by RICHARDS,ZAC",BSC 26-28 (+2),,"GOOD FT by RICHARDS,ZAC",1
03:13,,26,,29 (+3),"GOOD FT by RICHARDS,ZAC",BSC 26-29 (+3),,"GOOD FT by RICHARDS,ZAC",1
03:02,"FOUL  by BRUCE,DEVAN",,,,,,,"FOUL  by BRUCE,DEVAN",1
03:02,"TURNOVER  by BRUCE,DEVAN",,,,,,,"TURNOVER  by BRUCE,DEVAN",1
02:52,,26,,31 (+5),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 26-31 (+5),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
02:27,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",1
02:13,,26,,33 (+7),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 26-33 (+7),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
02:05,"TURNOVER  by SMOAK,HUNTER",,,,,,,"TURNOVER  by SMOAK,HUNTER",1
02:03,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
02:01,,26,,35 (+9),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 26-35 (+9),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",1
01:55,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",1
01:54,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
01:51,"FOUL  by WHALEN,MAC",,,,,,,"FOUL  by WHALEN,MAC",1
01:51,,26,,36 (+10),"GOOD FT by WHITE,BLAISE",BSC 26-36 (+10),,"GOOD FT by WHITE,BLAISE",1
01:51,,26,,37 (+11),"GOOD FT by WHITE,BLAISE",BSC 26-37 (+11),,"GOOD FT by WHITE,BLAISE",1
01:51,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",1
01:51,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",1
01:48,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",1
01:46,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
01:45,,26,,39 (+13),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 26-39 (+13),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
01:23,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",28,,39 (+11),,BERRY 28-39 (+11),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",1
--,"ASSIST  by BRUCE,DEVAN",,,,,,,"ASSIST  by BRUCE,DEVAN",1
01:16,,28,,41 (+13),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 28-41 (+13),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
00:59,"TURNOVER  by TEEMS,JORDAN",,,,,,,"TURNOVER  by TEEMS,JORDAN",1
00:58,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
00:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:51,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
