Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
00:51,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
00:48,,28,,43 (+15),"GOOD LAYUP by HOLLAND,JASON(in the paint)",BSC 28-43 (+15),,"GOOD LAYUP by HOLLAND,JASON(in the paint)",1
00:44,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",1
00:44,"GOOD FT by WHALEN,MAC",29,,43 (+14),,BERRY 29-43 (+14),,"GOOD FT by WHALEN,MAC",1
00:44,"GOOD FT by WHALEN,MAC",30,,43 (+13),,BERRY 30-43 (+13),,"GOOD FT by WHALEN,MAC",1
00:44,"SUB IN by HOWARD,MAC",,,,,,,"SUB IN by HOWARD,MAC",1
00:44,"SUB OUT by BRUCE,DEVAN",,,,,,,"SUB OUT by BRUCE,DEVAN",1
00:32,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",1
00:32,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
00:32,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
00:32,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",1
00:32,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
00:32,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
00:03,"MISS JUMPER by ABRAMS,JONATHAN",,,,,,,"MISS JUMPER by ABRAMS,JONATHAN",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
19:41,,30,,45 (+15),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 30-45 (+15),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
19:07,"MISS 3PTR by ABRAMS,JONATHAN",,,,,,,"MISS 3PTR by ABRAMS,JONATHAN",2
--,"REBOUND OFF by HOWARD,MAC",,,,,,,"REBOUND OFF by HOWARD,MAC",2
18:39,"GOOD JUMPER by WHALEN,MAC",32,,45 (+13),,BERRY 32-45 (+13),,"GOOD JUMPER by WHALEN,MAC",2
18:27,,32,,47 (+15),"GOOD JUMPER by KEGARISE,KEVIN",BSC 32-47 (+15),,"GOOD JUMPER by KEGARISE,KEVIN",2
18:21,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",34,,47 (+13),,BERRY 34-47 (+13),,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",2
17:54,,,,,"MISS LAYUP by WHITE,BLAISE",,,"MISS LAYUP by WHITE,BLAISE",2
--,"REBOUND DEF by HOWARD,MAC",,,,,,,"REBOUND DEF by HOWARD,MAC",2
17:46,"TURNOVER  by GRAHAM,LAKE",,,,,,,"TURNOVER  by GRAHAM,LAKE",2
17:45,,,,,"STEAL  by HENRY,COLIN",,,"STEAL  by HENRY,COLIN",2
17:41,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",2
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",2
17:29,"GOOD 3PTR by ABRAMS,JONATHAN",37,,47 (+10),,BERRY 37-47 (+10),,"GOOD 3PTR by ABRAMS,JONATHAN",2
17:10,,37,,49 (+12),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 37-49 (+12),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
17:03,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",39,,49 (+10),,BERRY 39-49 (+10),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",2
17:03,,,,,"FOUL  by KEGARISE,KEVIN",,,"FOUL  by KEGARISE,KEVIN",2
17:03,"MISS FT by GRAHAM,LAKE",,,,,,,"MISS FT by GRAHAM,LAKE",2
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",2
16:56,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:54,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
16:54,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
16:54,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
16:54,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
16:52,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",2
16:50,,,,,"STEAL  by SCHAMP,GRIFFIN",,,"STEAL  by SCHAMP,GRIFFIN",2
16:43,,39,,52 (+13),"GOOD 3PTR by KEGARISE,KEVIN",BSC 39-52 (+13),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
16:38,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",2
16:37,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
16:37,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
16:33,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
16:24,"MISS JUMPER by HOWARD,MAC",,,,,,,"MISS JUMPER by HOWARD,MAC",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
15:59,,39,,55 (+16),"GOOD 3PTR by WELCH,ROSS",BSC 39-55 (+16),,"GOOD 3PTR by WELCH,ROSS",2
15:28,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",41,,55 (+14),,BERRY 41-55 (+14),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",2
15:13,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
15:11,"STEAL  by ABRAMS,JONATHAN",,,,,,,"STEAL  by ABRAMS,JONATHAN",2
15:07,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",2
15:07,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
15:07,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",2
15:07,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
15:07,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
15:07,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",2
15:07,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
15:07,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
15:07,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
14:47,"FOUL  by HOWARD,MAC",,,,,,,"FOUL  by HOWARD,MAC",2
14:25,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
14:21,,41,,57 (+16),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 41-57 (+16),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
14:01,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
14:01,"MISS FT by GRAHAM,LAKE",,,,,,,"MISS FT by GRAHAM,LAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:01,"GOOD FT by GRAHAM,LAKE",42,,57 (+15),,BERRY 42-57 (+15),,"GOOD FT by GRAHAM,LAKE",2
14:01,"SUB IN by MARSH,CODY",,,,,,,"SUB IN by MARSH,CODY",2
14:01,"SUB OUT by HOWARD,MAC",,,,,,,"SUB OUT by HOWARD,MAC",2
13:57,"FOUL  by ABRAMS,JONATHAN",,,,,,,"FOUL  by ABRAMS,JONATHAN",2
13:47,"FOUL  by MARSH,CODY",,,,,,,"FOUL  by MARSH,CODY",2
13:47,"SUB IN by WRIGHT,JAKE",,,,,,,"SUB IN by WRIGHT,JAKE",2
13:47,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
13:40,,,,,"MISS LAYUP by ASSANESI,KELLY",,,"MISS LAYUP by ASSANESI,KELLY",2
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",2
13:24,"MISS JUMPER by WRIGHT,JAKE",,,,,,,"MISS JUMPER by WRIGHT,JAKE",2
--,,,,,"REBOUND DEF by ASSANESI,KELLY",,,"REBOUND DEF by ASSANESI,KELLY",2
13:10,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
13:10,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
13:10,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
13:10,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
13:01,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",2
12:56,"FOUL  by WRIGHT,JAKE",,,,,,,"FOUL  by WRIGHT,JAKE",2
12:50,,42,,59 (+17),"GOOD JUMPER by WELCH,ROSS",BSC 42-59 (+17),,"GOOD JUMPER by WELCH,ROSS",2
12:19,"MISS JUMPER by ABRAMS,JONATHAN",,,,,,,"MISS JUMPER by ABRAMS,JONATHAN",2
--,,,,,"REBOUND DEF by ASSANESI,KELLY",,,"REBOUND DEF by ASSANESI,KELLY",2
12:14,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",2
12:10,,42,,61 (+19),"GOOD JUMPER by HOLLAND,JASON(in the paint)",BSC 42-61 (+19),,"GOOD JUMPER by HOLLAND,JASON(in the paint)",2
12:10,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
12:10,,42,,62 (+20),"GOOD FT by HOLLAND,JASON",BSC 42-62 (+20),,"GOOD FT by HOLLAND,JASON",2
12:06,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
11:39,"GOOD 3PTR by MARSH,CODY",45,,62 (+17),,BERRY 45-62 (+17),,"GOOD 3PTR by MARSH,CODY",2
--,"ASSIST  by WRIGHT,JAKE",,,,,,,"ASSIST  by WRIGHT,JAKE",2
11:23,,45,,64 (+19),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 45-64 (+19),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
11:14,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",2
11:11,,,,,"STEAL  by ASSANESI,KELLY",,,"STEAL  by ASSANESI,KELLY",2
11:10,,45,,66 (+21),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 45-66 (+21),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
--,,,,,"ASSIST  by ASSANESI,KELLY",,,"ASSIST  by ASSANESI,KELLY",2
11:04,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",2
11:01,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
11:00,,,,,"MISS 3PTR by ASSANESI,KELLY",,,"MISS 3PTR by ASSANESI,KELLY",2
--,"REBOUND DEF by ABRAMS,JONATHAN",,,,,,,"REBOUND DEF by ABRAMS,JONATHAN",2
10:40,,,,,"FOUL  by MARSCHNER,BRENDAN",,,"FOUL  by MARSCHNER,BRENDAN",2
10:37,,,,,"FOUL  by MARSCHNER,BRENDAN",,,"FOUL  by MARSCHNER,BRENDAN",2
10:37,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
10:37,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
10:35,"GOOD FT by WHALEN,MAC",46,,66 (+20),,BERRY 46-66 (+20),,"GOOD FT by WHALEN,MAC",2
10:35,"GOOD FT by WHALEN,MAC",47,,66 (+19),,BERRY 47-66 (+19),,"GOOD FT by WHALEN,MAC",2
10:15,,47,,68 (+21),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 47-68 (+21),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
09:59,,,,,"FOUL  by ASSANESI,KELLY",,,"FOUL  by ASSANESI,KELLY",2
09:59,"MISS FT by WRIGHT,JAKE",,,,,,,"MISS FT by WRIGHT,JAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:59,"MISS FT by WRIGHT,JAKE",,,,,,,"MISS FT by WRIGHT,JAKE",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
09:59,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",2
09:59,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",2
09:59,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
09:59,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
09:59,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
09:59,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
09:59,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
09:59,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
09:59,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
09:59,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",2
09:53,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",2
09:53,"BLOCK  by WRIGHT,JAKE",,,,,,,"BLOCK  by WRIGHT,JAKE",2
--,"REBOUND DEF by MARSH,CODY",,,,,,,"REBOUND DEF by MARSH,CODY",2
09:19,,,,,"FOUL  by KEGARISE,KEVIN",,,"FOUL  by KEGARISE,KEVIN",2
09:19,"MISS FT by MARSH,CODY",,,,,,,"MISS FT by MARSH,CODY",2
--,"REBOUND OFF by WRIGHT,JAKE",,,,,,,"REBOUND OFF by WRIGHT,JAKE",2
09:07,"TURNOVER  by MARSH,CODY",,,,,,,"TURNOVER  by MARSH,CODY",2
09:06,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
09:03,,47,,70 (+23),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 47-70 (+23),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
09:03,"FOUL  by TEEMS,JORDAN",,,,,,,"FOUL  by TEEMS,JORDAN",2
09:03,,47,,71 (+24),"GOOD FT by THOMAS,LARRY",BSC 47-71 (+24),,"GOOD FT by THOMAS,LARRY",2
09:03,"SUB IN by BRUCE,DEVAN",,,,,,,"SUB IN by BRUCE,DEVAN",2
09:03,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",2
09:03,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",2
09:03,"SUB OUT by MARSH,CODY",,,,,,,"SUB OUT by MARSH,CODY",2
09:03,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",2
09:03,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",2
08:57,"TURNOVER  by TEEMS,JORDAN",,,,,,,"TURNOVER  by TEEMS,JORDAN",2
08:54,,,,,"STEAL  by HENRY,COLIN",,,"STEAL  by HENRY,COLIN",2
08:51,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",2
08:50,"TURNOVER  by GRAHAM,LAKE",,,,,,,"TURNOVER  by GRAHAM,LAKE",2
08:35,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",2
08:31,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
08:17,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",2
08:16,,,,,"STEAL  by HENRY,COLIN",,,"STEAL  by HENRY,COLIN",2
08:09,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by BRUCE,DEVAN",,,,,,,"REBOUND DEF by BRUCE,DEVAN",2
07:58,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",2
07:56,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
07:50,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
07:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:50,"SUB IN by LONDON,ANDREW",,,,,,,"SUB IN by LONDON,ANDREW",2
07:50,"SUB OUT by TEEMS,JORDAN",,,,,,,"SUB OUT by TEEMS,JORDAN",2
07:48,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",2
07:48,"SUB OUT by LONDON,ANDREW",,,,,,,"SUB OUT by LONDON,ANDREW",2
07:47,"TURNOVER  by TEEMS,JORDAN",,,,,,,"TURNOVER  by TEEMS,JORDAN",2
07:41,"FOUL  by TEEMS,JORDAN",,,,,,,"FOUL  by TEEMS,JORDAN",2
07:39,,47,,72 (+25),"GOOD FT by KEGARISE,KEVIN",BSC 47-72 (+25),,"GOOD FT by KEGARISE,KEVIN",2
07:39,,47,,73 (+26),"GOOD FT by KEGARISE,KEVIN",BSC 47-73 (+26),,"GOOD FT by KEGARISE,KEVIN",2
07:16,"GOOD 3PTR by TEEMS,JORDAN",50,,73 (+23),,BERRY 50-73 (+23),,"GOOD 3PTR by TEEMS,JORDAN",2
06:59,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND DEF by BRUCE,DEVAN",,,,,,,"REBOUND DEF by BRUCE,DEVAN",2
06:49,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
06:49,"MISS FT by GRAHAM,LAKE",,,,,,,"MISS FT by GRAHAM,LAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:49,"GOOD FT by GRAHAM,LAKE",51,,73 (+22),,BERRY 51-73 (+22),,"GOOD FT by GRAHAM,LAKE",2
06:49,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
06:49,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
06:43,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",2
06:40,,51,,75 (+24),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 51-75 (+24),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
06:24,"MISS 3PTR by BRUCE,DEVAN",,,,,,,"MISS 3PTR by BRUCE,DEVAN",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
06:20,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",53,,75 (+22),,BERRY 53-75 (+22),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
06:20,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
06:20,"GOOD FT by GRAHAM,LAKE",54,,75 (+21),,BERRY 54-75 (+21),,"GOOD FT by GRAHAM,LAKE",2
06:20,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
06:20,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
06:05,,54,,78 (+24),"GOOD 3PTR by KEGARISE,KEVIN",BSC 54-78 (+24),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",2
06:03,,,,,"FOUL  by KEGARISE,KEVIN",,,"FOUL  by KEGARISE,KEVIN",2
06:03,"GOOD FT by TEEMS,JORDAN",55,,78 (+23),,BERRY 55-78 (+23),,"GOOD FT by TEEMS,JORDAN",2
06:03,"GOOD FT by TEEMS,JORDAN",56,,78 (+22),,BERRY 56-78 (+22),,"GOOD FT by TEEMS,JORDAN",2
06:03,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
06:03,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
06:03,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",2
06:03,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
06:03,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
06:03,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
05:49,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
05:40,"TURNOVER  by TEEMS,JORDAN",,,,,,,"TURNOVER  by TEEMS,JORDAN",2
05:24,,56,,80 (+24),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 56-80 (+24),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
05:16,"TURNOVER  by TEEMS,JORDAN",,,,,,,"TURNOVER  by TEEMS,JORDAN",2
05:15,,,,,"STEAL  by WELCH,ROSS",,,"STEAL  by WELCH,ROSS",2
05:13,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
05:13,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
05:13,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",2
05:13,"SUB OUT by TEEMS,JORDAN",,,,,,,"SUB OUT by TEEMS,JORDAN",2
05:09,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",58,,80 (+22),,BERRY 58-80 (+22),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
05:09,,,,,"FOUL  by ASSANESI,KELLY",,,"FOUL  by ASSANESI,KELLY",2
05:09,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
04:44,,,,,"MISS LAYUP by MARSCHNER,BRENDAN",,,"MISS LAYUP by MARSCHNER,BRENDAN",2
--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",2
04:37,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",2
04:36,,,,,"STEAL  by FREEMAN,SCHYLAR",,,"STEAL  by FREEMAN,SCHYLAR",2
04:35,,58,,82 (+24),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 58-82 (+24),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
04:35,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
04:35,,58,,83 (+25),"GOOD FT by FREEMAN,SCHYLAR",BSC 58-83 (+25),,"GOOD FT by FREEMAN,SCHYLAR",2
04:35,"SUB IN by HOWARD,MAC",,,,,,,"SUB IN by HOWARD,MAC",2
04:35,"SUB IN by RANDOLPH,ZACH",,,,,,,"SUB IN by RANDOLPH,ZACH",2
04:35,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
04:35,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
04:35,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
04:35,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
04:21,"GOOD JUMPER by BRUCE,DEVAN(in the paint)",60,,83 (+23),,BERRY 60-83 (+23),,"GOOD JUMPER by BRUCE,DEVAN(in the paint)",2
04:05,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
04:04,"STEAL  by ABRAMS,JONATHAN",,,,,,,"STEAL  by ABRAMS,JONATHAN",2
03:59,"MISS LAYUP by ABRAMS,JONATHAN",,,,,,,"MISS LAYUP by ABRAMS,JONATHAN",2
--,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",,,"REBOUND DEF by MARSCHNER,BRENDAN",2
03:49,,,,,"TURNOVER  by ASSANESI,KELLY",,,"TURNOVER  by ASSANESI,KELLY",2
03:49,"SUB IN by TUTEN,WALKER",,,,,,,"SUB IN by TUTEN,WALKER",2
03:49,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",2
03:49,,,,,"SUB IN by WARRICK,JOHN",,,"SUB IN by WARRICK,JOHN",2
03:49,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
03:49,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",2
03:49,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
03:49,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
03:49,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",2
03:25,"GOOD JUMPER by BRUCE,DEVAN(in the paint)",62,,83 (+21),,BERRY 62-83 (+21),,"GOOD JUMPER by BRUCE,DEVAN(in the paint)",2
03:23,"SUB IN by LONDON,ANDREW",,,,,,,"SUB IN by LONDON,ANDREW",2
03:23,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",2
