Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,MVILLE,Game Score,Team Indicator,Play,Period
02:01,,,,,"SUB OUT by BODEWIG,JOEY",,,"SUB OUT by BODEWIG,JOEY",1
01:45,"GOOD 3PTR by KEGARISE,KEVIN",46 (+10),,36,,BSC 46-36 (+10),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
01:19,,46 (+8),,38,"GOOD JUMPER by LAMBERT,WES(in the paint)",MVILLE 46-38 (+8),,"GOOD JUMPER by LAMBERT,WES(in the paint)",1
01:01,,,,,"FOUL  by LAMBERT,WES",,,"FOUL  by LAMBERT,WES",1
01:00,"GOOD FT by KEGARISE,KEVIN",47 (+9),,38,,BSC 47-38 (+9),,"GOOD FT by KEGARISE,KEVIN",1
01:00,"GOOD FT by KEGARISE,KEVIN",48 (+10),,38,,BSC 48-38 (+10),,"GOOD FT by KEGARISE,KEVIN",1
00:41,,,,,"MISS 3PTR by LAMBERT,WES",,,"MISS 3PTR by LAMBERT,WES",1
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",1
00:28,"GOOD 3PTR by KEGARISE,KEVIN",51 (+13),,38,,BSC 51-38 (+13),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
00:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:25,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",1
00:25,"SUB IN by PLAYER,MATT",,,,,,,"SUB IN by PLAYER,MATT",1
00:25,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",1
00:25,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",1
00:11,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",1
00:11,,,,,"SUB IN by GRIFFIN,JETHRO",,,"SUB IN by GRIFFIN,JETHRO",1
00:11,,,,,"SUB OUT by LAMBERT,WES",,,"SUB OUT by LAMBERT,WES",1
00:06,,,,,"MISS FT by RAYE,CRAIG",,,"MISS FT by RAYE,CRAIG",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:06,,51 (+12),,39,"GOOD FT by RAYE,CRAIG",MVILLE 51-39 (+12),,"GOOD FT by RAYE,CRAIG",1
00:06,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",1
00:06,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",1
00:06,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",1
00:06,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",1
00:06,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",1
00:06,"SUB OUT by PLAYER,MATT",,,,,,,"SUB OUT by PLAYER,MATT",1
00:00,"MISS JUMPER by WHITE,BLAISE",,,,,,,"MISS JUMPER by WHITE,BLAISE",1
--,,,,,"REBOUND DEF by BYRD,JAUMONEE",,,"REBOUND DEF by BYRD,JAUMONEE",1
19:48,,,,,"TURNOVER  by BUTLER,OSCAR",,,"TURNOVER  by BUTLER,OSCAR",2
19:46,"STEAL  by HENRY,COLIN",,,,,,,"STEAL  by HENRY,COLIN",2
19:40,"TURNOVER  by WHITE,BLAISE",,,,,,,"TURNOVER  by WHITE,BLAISE",2
19:39,,,,,"STEAL  by LAMBERT,WES",,,"STEAL  by LAMBERT,WES",2
19:30,,,,,"MISS LAYUP by FORD,CHRISTIAN",,,"MISS LAYUP by FORD,CHRISTIAN",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
19:09,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
18:58,,51 (+10),,41,"GOOD LAYUP by BODEWIG,JOEY(in the paint)",MVILLE 51-41 (+10),,"GOOD LAYUP by BODEWIG,JOEY(in the paint)",2
--,,,,,"ASSIST  by BUTLER,OSCAR",,,"ASSIST  by BUTLER,OSCAR",2
18:42,,,,,"FOUL  by BODEWIG,JOEY",,,"FOUL  by BODEWIG,JOEY",2
18:36,"GOOD FT by RICHARDS,ZAC",52 (+11),,41,,BSC 52-41 (+11),,"GOOD FT by RICHARDS,ZAC",2
18:36,"GOOD FT by RICHARDS,ZAC",53 (+12),,41,,BSC 53-41 (+12),,"GOOD FT by RICHARDS,ZAC",2
18:15,,,,,"MISS 3PTR by FORD,CHRISTIAN",,,"MISS 3PTR by FORD,CHRISTIAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:56,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",55 (+14),,41,,BSC 55-41 (+14),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
17:49,,,,,"TURNOVER  by RAYE,CRAIG",,,"TURNOVER  by RAYE,CRAIG",2
17:48,"TURNOVER  by KEGARISE,KEVIN",,,,,,,"TURNOVER  by KEGARISE,KEVIN",2
17:34,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
17:34,,55 (+13),,42,"GOOD FT by BODEWIG,JOEY",MVILLE 55-42 (+13),,"GOOD FT by BODEWIG,JOEY",2
17:34,,55 (+12),,43,"GOOD FT by BODEWIG,JOEY",MVILLE 55-43 (+12),,"GOOD FT by BODEWIG,JOEY",2
17:09,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by BODEWIG,JOEY",,,"REBOUND DEF by BODEWIG,JOEY",2
16:53,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
16:53,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
16:50,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
16:50,,,,,"MISS FT by FORD,CHRISTIAN",,,"MISS FT by FORD,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:50,,55 (+11),,44,"GOOD FT by FORD,CHRISTIAN",MVILLE 55-44 (+11),,"GOOD FT by FORD,CHRISTIAN",2
16:25,,,,,"FOUL  by RAYE,CRAIG",,,"FOUL  by RAYE,CRAIG",2
16:25,"GOOD FT by HENRY,COLIN",56 (+12),,44,,BSC 56-44 (+12),,"GOOD FT by HENRY,COLIN",2
16:25,"MISS FT by HENRY,COLIN",,,,,,,"MISS FT by HENRY,COLIN",2
--,,,,,"REBOUND DEF by RAYE,CRAIG",,,"REBOUND DEF by RAYE,CRAIG",2
16:14,,56 (+10),,46,"GOOD JUMPER by BODEWIG,JOEY(in the paint)",MVILLE 56-46 (+10),,"GOOD JUMPER by BODEWIG,JOEY(in the paint)",2
--,,,,,"ASSIST  by FORD,CHRISTIAN",,,"ASSIST  by FORD,CHRISTIAN",2
15:48,,,,,"FOUL  by RAYE,CRAIG",,,"FOUL  by RAYE,CRAIG",2
15:48,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:48,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:35,,,,,"TURNOVER  by RAYE,CRAIG",,,"TURNOVER  by RAYE,CRAIG",2
15:34,"STEAL  by KEGARISE,KEVIN",,,,,,,"STEAL  by KEGARISE,KEVIN",2
15:28,,,,,"FOUL  by RAYE,CRAIG",,,"FOUL  by RAYE,CRAIG",2
15:28,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
15:28,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
15:28,,,,,"SUB IN by PEAKE,SPENCER",,,"SUB IN by PEAKE,SPENCER",2
15:28,,,,,"SUB IN by GRIFFIN,JETHRO",,,"SUB IN by GRIFFIN,JETHRO",2
15:28,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",2
15:28,,,,,"SUB OUT by BODEWIG,JOEY",,,"SUB OUT by BODEWIG,JOEY",2
15:28,,,,,"SUB OUT by RAYE,CRAIG",,,"SUB OUT by RAYE,CRAIG",2
15:28,,,,,"SUB OUT by LAMBERT,WES",,,"SUB OUT by LAMBERT,WES",2
15:25,"GOOD 3PTR by THOMAS,LARRY",59 (+13),,46,,BSC 59-46 (+13),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by SCHAMP,GRIFFIN",,,,,,,"ASSIST  by SCHAMP,GRIFFIN",2
15:07,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
15:07,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
15:07,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
15:00,"FOUL  by FREEMAN,SCHYLAR",,,,,,,"FOUL  by FREEMAN,SCHYLAR",2
15:00,,59 (+12),,47,"GOOD FT by GRIFFIN,JETHRO",MVILLE 59-47 (+12),,"GOOD FT by GRIFFIN,JETHRO",2
15:00,,59 (+11),,48,"GOOD FT by GRIFFIN,JETHRO",MVILLE 59-48 (+11),,"GOOD FT by GRIFFIN,JETHRO",2
15:00,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
15:00,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
15:00,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
15:00,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
14:52,"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",61 (+13),,48,,BSC 61-48 (+13),,"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
14:38,,61 (+11),,50,"GOOD LAYUP by FORD,CHRISTIAN(fastbreak)(in the paint)",MVILLE 61-50 (+11),,"GOOD LAYUP by FORD,CHRISTIAN(fastbreak)(in the paint)",2
14:21,"FOUL  by FREEMAN,SCHYLAR",,,,,,,"FOUL  by FREEMAN,SCHYLAR",2
14:21,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",2
14:00,,,,,"MISS 3PTR by PEAKE,SPENCER",,,"MISS 3PTR by PEAKE,SPENCER",2
--,,,,,"REBOUND OFF by BYRD,JAUMONEE",,,"REBOUND OFF by BYRD,JAUMONEE",2
13:59,"FOUL  by FREEMAN,SCHYLAR",,,,,,,"FOUL  by FREEMAN,SCHYLAR",2
13:59,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
13:59,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
13:47,"FOUL  by FREEMAN,SCHYLAR",,,,,,,"FOUL  by FREEMAN,SCHYLAR",2
13:47,,,,,"MISS FT by BYRD,JAUMONEE",,,"MISS FT by BYRD,JAUMONEE",2
--,,,,,"REBOUND OFF by PEAKE,SPENCER",,,"REBOUND OFF by PEAKE,SPENCER",2
13:47,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
13:47,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
13:47,,,,,"SUB IN by KELLY,RICHARD",,,"SUB IN by KELLY,RICHARD",2
13:47,,,,,"SUB IN by BURRIS,JP",,,"SUB IN by BURRIS,JP",2
13:47,,,,,"SUB OUT by BUTLER,OSCAR",,,"SUB OUT by BUTLER,OSCAR",2
13:47,,,,,"SUB OUT by FORD,CHRISTIAN",,,"SUB OUT by FORD,CHRISTIAN",2
13:43,,,,,"MISS LAYUP by PEAKE,SPENCER",,,"MISS LAYUP by PEAKE,SPENCER",2
--,,,,,"REBOUND OFF by KELLY,RICHARD",,,"REBOUND OFF by KELLY,RICHARD",2
13:34,,61 (+9),,52,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",MVILLE 61-52 (+9),,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",2
--,,,,,"ASSIST  by PEAKE,SPENCER",,,"ASSIST  by PEAKE,SPENCER",2
12:56,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
12:56,"TURNOVER  by HOLLAND,JASON",,,,,,,"TURNOVER  by HOLLAND,JASON",2
12:56,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:56,,,,,"STEAL  by BURRIS,JP",,,"STEAL  by BURRIS,JP",2
12:56,,,,,"SUB IN by LAMBERT,WES",,,"SUB IN by LAMBERT,WES",2
12:56,,,,,"SUB OUT by GRIFFIN,JETHRO",,,"SUB OUT by GRIFFIN,JETHRO",2
12:43,,,,,"TURNOVER  by BURRIS,JP",,,"TURNOVER  by BURRIS,JP",2
12:43,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
12:22,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",63 (+11),,52,,BSC 63-52 (+11),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",2
12:09,"FOUL  by FREEMAN,SCHYLAR",,,,,,,"FOUL  by FREEMAN,SCHYLAR",2
12:09,,63 (+10),,53,"GOOD FT by KELLY,RICHARD",MVILLE 63-53 (+10),,"GOOD FT by KELLY,RICHARD",2
12:09,,63 (+9),,54,"GOOD FT by KELLY,RICHARD",MVILLE 63-54 (+9),,"GOOD FT by KELLY,RICHARD",2
12:09,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
12:09,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
12:09,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
12:09,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
12:09,,,,,"SUB IN by BUTLER,OSCAR",,,"SUB IN by BUTLER,OSCAR",2
12:09,,,,,"SUB IN by KELLY,RICHARD",,,"SUB IN by KELLY,RICHARD",2
12:09,,,,,"SUB IN by BODEWIG,JOEY",,,"SUB IN by BODEWIG,JOEY",2
12:09,,,,,"SUB IN by BUTLER,OSCAR",,,"SUB IN by BUTLER,OSCAR",2
12:09,,,,,"SUB IN by FORD,CHRISTIAN",,,"SUB IN by FORD,CHRISTIAN",2
12:09,,,,,"SUB OUT by KELLY,RICHARD",,,"SUB OUT by KELLY,RICHARD",2
12:09,,,,,"SUB OUT by BUTLER,OSCAR",,,"SUB OUT by BUTLER,OSCAR",2
12:09,,,,,"SUB OUT by KELLY,RICHARD",,,"SUB OUT by KELLY,RICHARD",2
12:09,,,,,"SUB OUT by BURRIS,JP",,,"SUB OUT by BURRIS,JP",2
12:09,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",2
11:54,"GOOD 3PTR by KEGARISE,KEVIN",66 (+12),,54,,BSC 66-54 (+12),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
11:37,,,,,"MISS 3PTR by LAMBERT,WES",,,"MISS 3PTR by LAMBERT,WES",2
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",2
11:26,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
11:26,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
11:26,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
10:59,,,,,"TURNOVER  by LAMBERT,WES",,,"TURNOVER  by LAMBERT,WES",2
10:40,"MISS JUMPER by RICHARDS,ZAC",,,,,,,"MISS JUMPER by RICHARDS,ZAC",2
--,,,,,"REBOUND DEF by LAMBERT,WES",,,"REBOUND DEF by LAMBERT,WES",2
10:25,,66 (+10),,56,"GOOD LAYUP by PEAKE,SPENCER(in the paint)",MVILLE 66-56 (+10),,"GOOD LAYUP by PEAKE,SPENCER(in the paint)",2
--,,,,,"ASSIST  by BODEWIG,JOEY",,,"ASSIST  by BODEWIG,JOEY",2
10:05,"TURNOVER  by WHITE,BLAISE",,,,,,,"TURNOVER  by WHITE,BLAISE",2
09:44,,66 (+7),,59,"GOOD 3PTR by FORD,CHRISTIAN",MVILLE 66-59 (+7),,"GOOD 3PTR by FORD,CHRISTIAN",2
--,,,,,"ASSIST  by LAMBERT,WES",,,"ASSIST  by LAMBERT,WES",2
09:17,"MISS JUMPER by RICHARDS,ZAC",,,,,,,"MISS JUMPER by RICHARDS,ZAC",2
09:17,,,,,"BLOCK  by BODEWIG,JOEY",,,"BLOCK  by BODEWIG,JOEY",2
--,,,,,"REBOUND DEF by PEAKE,SPENCER",,,"REBOUND DEF by PEAKE,SPENCER",2
08:59,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
08:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:57,,,,,"MISS FT by BODEWIG,JOEY",,,"MISS FT by BODEWIG,JOEY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:57,,66 (+6),,60,"GOOD FT by BODEWIG,JOEY",MVILLE 66-60 (+6),,"GOOD FT by BODEWIG,JOEY",2
08:57,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
08:57,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
08:57,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
08:57,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
08:38,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,"REBOUND DEF by BODEWIG,JOEY",,,"REBOUND DEF by BODEWIG,JOEY",2
08:24,,66 (+4),,62,"GOOD JUMPER by LAMBERT,WES",MVILLE 66-62 (+4),,"GOOD JUMPER by LAMBERT,WES",2
--,,,,,"ASSIST  by FORD,CHRISTIAN",,,"ASSIST  by FORD,CHRISTIAN",2
07:56,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",68 (+6),,62,,BSC 68-62 (+6),,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",2
--,"ASSIST  by HENRY,COLIN",,,,,,,"ASSIST  by HENRY,COLIN",2
07:34,,,,,"MISS JUMPER by BODEWIG,JOEY",,,"MISS JUMPER by BODEWIG,JOEY",2
--,"REBOUND DEF by KEGARISE,KEVIN",,,,,,,"REBOUND DEF by KEGARISE,KEVIN",2
07:27,"GOOD 3PTR by THOMAS,LARRY(fastbreak)",71 (+9),,62,,BSC 71-62 (+9),,"GOOD 3PTR by THOMAS,LARRY(fastbreak)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
07:12,,,,,"TURNOVER  by BODEWIG,JOEY",,,"TURNOVER  by BODEWIG,JOEY",2
07:11,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
07:01,,,,,"FOUL  by FORD,CHRISTIAN",,,"FOUL  by FORD,CHRISTIAN",2
07:01,,,,,"SUB IN by RAYE,CRAIG",,,"SUB IN by RAYE,CRAIG",2
07:01,,,,,"SUB IN by BURRIS,JP",,,"SUB IN by BURRIS,JP",2
07:01,,,,,"SUB IN by GRIFFIN,JETHRO",,,"SUB IN by GRIFFIN,JETHRO",2
07:01,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",2
07:01,,,,,"SUB OUT by BODEWIG,JOEY",,,"SUB OUT by BODEWIG,JOEY",2
07:01,,,,,"SUB OUT by PEAKE,SPENCER",,,"SUB OUT by PEAKE,SPENCER",2
07:01,,,,,"SUB OUT by LAMBERT,WES",,,"SUB OUT by LAMBERT,WES",2
07:01,,,,,"SUB OUT by FORD,CHRISTIAN",,,"SUB OUT by FORD,CHRISTIAN",2
06:55,,,,,"FOUL  by BYRD,JAUMONEE",,,"FOUL  by BYRD,JAUMONEE",2
06:55,"GOOD FT by HENRY,COLIN",72 (+10),,62,,BSC 72-62 (+10),,"GOOD FT by HENRY,COLIN",2
06:55,"GOOD FT by HENRY,COLIN",73 (+11),,62,,BSC 73-62 (+11),,"GOOD FT by HENRY,COLIN",2
06:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:27,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
06:27,,73 (+10),,63,"GOOD FT by RAYE,CRAIG",MVILLE 73-63 (+10),,"GOOD FT by RAYE,CRAIG",2
06:27,,73 (+9),,64,"GOOD FT by RAYE,CRAIG",MVILLE 73-64 (+9),,"GOOD FT by RAYE,CRAIG",2
06:09,,,,,"FOUL  by BURRIS,JP",,,"FOUL  by BURRIS,JP",2
06:09,"MISS FT by WHITE,BLAISE",,,,,,,"MISS FT by WHITE,BLAISE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:09,"GOOD FT by WHITE,BLAISE",74 (+10),,64,,BSC 74-64 (+10),,"GOOD FT by WHITE,BLAISE",2
05:52,,,,,"MISS 3PTR by BUTLER,OSCAR",,,"MISS 3PTR by BUTLER,OSCAR",2
--,,,,,"REBOUND OFF by BUTLER,OSCAR",,,"REBOUND OFF by BUTLER,OSCAR",2
05:47,,,,,"MISS 3PTR by GRIFFIN,JETHRO",,,"MISS 3PTR by GRIFFIN,JETHRO",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:46,,,,,"SUB IN by PEAKE,SPENCER",,,"SUB IN by PEAKE,SPENCER",2
05:46,,,,,"SUB IN by LAMBERT,WES",,,"SUB IN by LAMBERT,WES",2
05:46,,,,,"SUB IN by FORD,CHRISTIAN",,,"SUB IN by FORD,CHRISTIAN",2
05:46,,,,,"SUB OUT by RAYE,CRAIG",,,"SUB OUT by RAYE,CRAIG",2
05:46,,,,,"SUB OUT by BURRIS,JP",,,"SUB OUT by BURRIS,JP",2
05:46,,,,,"SUB OUT by GRIFFIN,JETHRO",,,"SUB OUT by GRIFFIN,JETHRO",2
05:41,,74 (+8),,66,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",MVILLE 74-66 (+8),,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",2
05:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:20,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
05:20,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
05:20,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
05:20,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
05:08,"GOOD LAYUP by WHITE,BLAISE(in the paint)",76 (+10),,66,,BSC 76-66 (+10),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",2
04:44,,,,,"MISS JUMPER by BYRD,JAUMONEE",,,"MISS JUMPER by BYRD,JAUMONEE",2
--,"REBOUND DEF by KEGARISE,KEVIN",,,,,,,"REBOUND DEF by KEGARISE,KEVIN",2
04:07,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND OFF by RICHARDS,ZAC",,,,,,,"REBOUND OFF by RICHARDS,ZAC",2
03:37,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",2
03:34,,,,,"STEAL  by LAMBERT,WES",,,"STEAL  by LAMBERT,WES",2
03:31,,,,,"MISS 3PTR by BUTLER,OSCAR",,,"MISS 3PTR by BUTLER,OSCAR",2
--,,,,,"REBOUND OFF by BYRD,JAUMONEE",,,"REBOUND OFF by BYRD,JAUMONEE",2
03:27,,,,,"SUB IN by BODEWIG,JOEY",,,"SUB IN by BODEWIG,JOEY",2
03:27,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",2
03:23,,76 (+8),,68,"GOOD LAYUP by BODEWIG,JOEY(in the paint)",MVILLE 76-68 (+8),,"GOOD LAYUP by BODEWIG,JOEY(in the paint)",2
--,,,,,"ASSIST  by BUTLER,OSCAR",,,"ASSIST  by BUTLER,OSCAR",2
02:55,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",2
02:53,,,,,"STEAL  by BUTLER,OSCAR",,,"STEAL  by BUTLER,OSCAR",2
02:43,,,,,"MISS LAYUP by FORD,CHRISTIAN",,,"MISS LAYUP by FORD,CHRISTIAN",2
--,"REBOUND DEF by MARSCHNER,BRENDAN",,,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",2
02:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:20,,,,,"FOUL  by PEAKE,SPENCER",,,"FOUL  by PEAKE,SPENCER",2
02:20,"GOOD FT by WHITE,BLAISE",77 (+9),,68,,BSC 77-68 (+9),,"GOOD FT by WHITE,BLAISE",2
02:18,"GOOD FT by WHITE,BLAISE",78 (+10),,68,,BSC 78-68 (+10),,"GOOD FT by WHITE,BLAISE",2
02:18,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
02:18,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
01:42,,,,,"TURNOVER  by FORD,CHRISTIAN",,,"TURNOVER  by FORD,CHRISTIAN",2
01:28,"MISS LAYUP by RICHARDS,ZAC",,,,,,,"MISS LAYUP by RICHARDS,ZAC",2
01:28,,,,,"BLOCK  by BODEWIG,JOEY",,,"BLOCK  by BODEWIG,JOEY",2
--,,,,,"REBOUND DEF by FORD,CHRISTIAN",,,"REBOUND DEF by FORD,CHRISTIAN",2
01:22,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
01:22,,,,,"MISS FT by FORD,CHRISTIAN",,,"MISS FT by FORD,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:22,,78 (+9),,69,"GOOD FT by FORD,CHRISTIAN",MVILLE 78-69 (+9),,"GOOD FT by FORD,CHRISTIAN",2
01:22,,,,,"SUB IN by RAYE,CRAIG",,,"SUB IN by RAYE,CRAIG",2
01:22,,,,,"SUB IN by GRIFFIN,JETHRO",,,"SUB IN by GRIFFIN,JETHRO",2
01:22,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",2
