Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
17:00,,,,,"MISS 3PTR by MCCLOUD,LEE",,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:58,,,,,"SUB IN by BRUCE,DEVAN",,,"SUB IN by BRUCE,DEVAN",2
16:58,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
16:49,,,,,"TURNOVER  by WHALEN,MAC",,,"TURNOVER  by WHALEN,MAC",2
16:47,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",2
16:46,,,,,"FOUL  by ABRAMS,JONATHAN",,,"FOUL  by ABRAMS,JONATHAN",2
16:46,"GOOD FT by THOMAS,LARRY",30,,30,,BSCM 30-30 (0),,"GOOD FT by THOMAS,LARRY",2
16:46,"GOOD FT by THOMAS,LARRY",31 (+1),,30,,BSCM 31-30 (+1),,"GOOD FT by THOMAS,LARRY",2
16:46,,,,,"SUB IN by SMOAK,HUNTER",,,"SUB IN by SMOAK,HUNTER",2
16:46,,,,,"SUB OUT by ABRAMS,JONATHAN",,,"SUB OUT by ABRAMS,JONATHAN",2
16:24,,,,,"TURNOVER  by MCCLOUD,LEE",,,"TURNOVER  by MCCLOUD,LEE",2
16:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:10,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",2
16:07,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
16:04,,31,,32 (+1),"GOOD LAYUP by MCCLOUD,LEE(in the paint)",BCM 31-32 (-1),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
--,,,,,"ASSIST  by BRUCE,DEVAN",,,"ASSIST  by BRUCE,DEVAN",2
15:46,"GOOD LAYUP by THOMAS,LARRY(in the paint)",33 (+1),,32,,BSCM 33-32 (+1),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
15:35,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
15:26,,,,,"MISS JUMPER by MARSH,CODY",,,"MISS JUMPER by MARSH,CODY",2
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",2
15:23,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
14:53,,,,,"MISS JUMPER by WHALEN,MAC",,,"MISS JUMPER by WHALEN,MAC",2
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",2
14:21,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",2
14:19,,,,,"STEAL  by SMOAK,HUNTER",,,"STEAL  by SMOAK,HUNTER",2
14:02,,,,,"MISS 3PTR by BRUCE,DEVAN",,,"MISS 3PTR by BRUCE,DEVAN",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
13:52,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
13:44,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",2
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",2
13:19,,,,,"FOUL  by BRUCE,DEVAN",,,"FOUL  by BRUCE,DEVAN",2
13:19,"MISS FT by RICHARDS,ZAC",,,,,,,"MISS FT by RICHARDS,ZAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:19,"GOOD FT by RICHARDS,ZAC",34 (+2),,32,,BSCM 34-32 (+2),,"GOOD FT by RICHARDS,ZAC",2
13:19,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
13:19,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
13:19,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
13:19,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
13:19,,,,,"SUB IN by HOWARD,MAC",,,"SUB IN by HOWARD,MAC",2
13:19,,,,,"SUB IN by TEEMS,JORDAN",,,"SUB IN by TEEMS,JORDAN",2
13:19,,,,,"SUB OUT by MARSH,CODY",,,"SUB OUT by MARSH,CODY",2
13:19,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
13:12,,,,,"MISS LAYUP by TEEMS,JORDAN",,,"MISS LAYUP by TEEMS,JORDAN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
13:02,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BRUCE,DEVAN",,,"REBOUND DEF by BRUCE,DEVAN",2
12:57,,34,,34,"GOOD DUNK by BRUCE,DEVAN(fastbreak)(in the paint)",BCM 34-34 (0),,"GOOD DUNK by BRUCE,DEVAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HOWARD,MAC",,,"ASSIST  by HOWARD,MAC",2
12:42,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
12:42,,,,,"MISS LAYUP by BRUCE,DEVAN",,,"MISS LAYUP by BRUCE,DEVAN",2
--,,,,,"REBOUND OFF by HOWARD,MAC",,,"REBOUND OFF by HOWARD,MAC",2
12:42,,34,,36 (+2),"GOOD LAYUP by HOWARD,MAC(in the paint)",BCM 34-36 (-2),,"GOOD LAYUP by HOWARD,MAC(in the paint)",2
12:42,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by HOWARD,MAC",,,"REBOUND DEF by HOWARD,MAC",2
11:53,,34,,37 (+3),"GOOD FT by BRUCE,DEVAN",BCM 34-37 (-3),,"GOOD FT by BRUCE,DEVAN",2
11:53,"SUB IN by ASSANESI,KELLY",,,,,,,"SUB IN by ASSANESI,KELLY",2
11:53,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
11:53,,,,,"SUB IN by WRIGHT,JAKE",,,"SUB IN by WRIGHT,JAKE",2
11:53,,,,,"SUB OUT by HOWARD,MAC",,,"SUB OUT by HOWARD,MAC",2
11:51,,34,,38 (+4),"GOOD FT by BRUCE,DEVAN",BCM 34-38 (-4),,"GOOD FT by BRUCE,DEVAN",2
11:43,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
11:22,"GOOD LAYUP by AVERY,ALEX(in the paint)",36,,38 (+2),,BSCM 36-38 (-2),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
11:22,,,,,"FOUL  by BRUCE,DEVAN",,,"FOUL  by BRUCE,DEVAN",2
11:22,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
11:22,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
11:22,,,,,"SUB OUT by BRUCE,DEVAN",,,"SUB OUT by BRUCE,DEVAN",2
11:08,,,,,"MISS 3PTR by TEEMS,JORDAN",,,"MISS 3PTR by TEEMS,JORDAN",2
--,"REBOUND DEF by ASSANESI,KELLY",,,,,,,"REBOUND DEF by ASSANESI,KELLY",2
10:57,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
10:35,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
10:35,,,,,"MISS FT by SMOAK,HUNTER",,,"MISS FT by SMOAK,HUNTER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:35,,36,,39 (+3),"GOOD FT by SMOAK,HUNTER",BCM 36-39 (-3),,"GOOD FT by SMOAK,HUNTER",2
10:35,"GOOD 3PTR by MARSCHNER,BRENDAN",39,,39,,BSCM 39-39 (0),,"GOOD 3PTR by MARSCHNER,BRENDAN",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
10:35,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
10:35,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
10:35,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
10:35,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
09:55,,39,,41 (+2),"GOOD LAYUP by TEEMS,JORDAN(fastbreak)(in the paint)",BCM 39-41 (-2),,"GOOD LAYUP by TEEMS,JORDAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WHALEN,MAC",,,"ASSIST  by WHALEN,MAC",2
09:55,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
09:55,,,,,"MISS FT by TEEMS,JORDAN",,,"MISS FT by TEEMS,JORDAN",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
09:38,"TURNOVER  by ASSANESI,KELLY",,,,,,,"TURNOVER  by ASSANESI,KELLY",2
09:35,,,,,"STEAL  by TEEMS,JORDAN",,,"STEAL  by TEEMS,JORDAN",2
09:17,,,,,"MISS JUMPER by WHALEN,MAC",,,"MISS JUMPER by WHALEN,MAC",2
--,,,,,"REBOUND OFF by GRAHAM,LAKE",,,"REBOUND OFF by GRAHAM,LAKE",2
09:12,,39,,43 (+4),"GOOD LAYUP by GRAHAM,LAKE(in the paint)",BCM 39-43 (-4),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",2
08:35,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
08:35,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
08:35,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
08:35,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
08:35,"SUB OUT by ASSANESI,KELLY",,,,,,,"SUB OUT by ASSANESI,KELLY",2
08:28,,,,,"TURNOVER  by WHALEN,MAC",,,"TURNOVER  by WHALEN,MAC",2
08:28,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
08:28,,,,,"SUB OUT by SMOAK,HUNTER",,,"SUB OUT by SMOAK,HUNTER",2
08:13,"MISS 3PTR by MARSCHNER,BRENDAN",,,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,,,,,"REBOUND DEF by WRIGHT,JAKE",,,"REBOUND DEF by WRIGHT,JAKE",2
07:59,,,,,"TURNOVER  by TEEMS,JORDAN",,,"TURNOVER  by TEEMS,JORDAN",2
07:43,"MISS 3PTR by MARSCHNER,BRENDAN",,,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",2
07:37,"GOOD LAYUP by THOMAS,LARRY(in the paint)",41,,43 (+2),,BSCM 41-43 (-2),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
07:27,,,,,"MISS JUMPER by WHALEN,MAC",,,"MISS JUMPER by WHALEN,MAC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:25,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
07:25,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
07:12,,,,,"FOUL  by WRIGHT,JAKE",,,"FOUL  by WRIGHT,JAKE",2
07:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:12,"GOOD FT by THOMAS,LARRY",42,,43 (+1),,BSCM 42-43 (-1),,"GOOD FT by THOMAS,LARRY",2
07:12,"MISS FT by THOMAS,LARRY",,,,,,,"MISS FT by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by ABRAMS,JONATHAN",,,"REBOUND DEF by ABRAMS,JONATHAN",2
06:55,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
06:55,,,,,"SUB IN by HOWARD,MAC",,,"SUB IN by HOWARD,MAC",2
06:55,,,,,"SUB IN by MARSH,CODY",,,"SUB IN by MARSH,CODY",2
06:55,,,,,"SUB IN by SMOAK,HUNTER",,,"SUB IN by SMOAK,HUNTER",2
06:55,,,,,"SUB IN by ABRAMS,JONATHAN",,,"SUB IN by ABRAMS,JONATHAN",2
06:55,,,,,"SUB OUT by WRIGHT,JAKE",,,"SUB OUT by WRIGHT,JAKE",2
06:55,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
06:55,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
06:55,,,,,"SUB OUT by TEEMS,JORDAN",,,"SUB OUT by TEEMS,JORDAN",2
06:45,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
06:30,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",44 (+1),,43,,BSCM 44-43 (+1),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
06:21,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
06:01,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:44,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
05:44,,44,,44,"GOOD FT by ABRAMS,JONATHAN",BCM 44-44 (0),,"GOOD FT by ABRAMS,JONATHAN",2
05:44,,44,,45 (+1),"GOOD FT by ABRAMS,JONATHAN",BCM 44-45 (-1),,"GOOD FT by ABRAMS,JONATHAN",2
05:21,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by SMOAK,HUNTER",,,"REBOUND DEF by SMOAK,HUNTER",2
05:07,,,,,"MISS JUMPER by HOWARD,MAC",,,"MISS JUMPER by HOWARD,MAC",2
--,"REBOUND DEF by MARSCHNER,BRENDAN",,,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",2
04:55,,,,,"SUB IN by BRUCE,DEVAN",,,"SUB IN by BRUCE,DEVAN",2
04:55,,,,,"SUB OUT by HOWARD,MAC",,,"SUB OUT by HOWARD,MAC",2
04:36,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
04:36,,,,,"STEAL  by ABRAMS,JONATHAN",,,"STEAL  by ABRAMS,JONATHAN",2
04:16,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
04:16,,,,,"MISS FT by BRUCE,DEVAN",,,"MISS FT by BRUCE,DEVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:16,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
04:16,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
04:16,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
04:16,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
04:15,,,,,"MISS FT by BRUCE,DEVAN",,,"MISS FT by BRUCE,DEVAN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
04:02,"GOOD 3PTR by KEGARISE,KEVIN",47 (+2),,45,,BSCM 47-45 (+2),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
03:37,,,,,"MISS JUMPER by ABRAMS,JONATHAN",,,"MISS JUMPER by ABRAMS,JONATHAN",2
--,,,,,"REBOUND OFF by BRUCE,DEVAN",,,"REBOUND OFF by BRUCE,DEVAN",2
03:31,,,,,"TURNOVER  by ABRAMS,JONATHAN",,,"TURNOVER  by ABRAMS,JONATHAN",2
03:09,"MISS LAYUP by WHITE,BLAISE",,,,,,,"MISS LAYUP by WHITE,BLAISE",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
02:41,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
02:41,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
02:41,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
02:41,,,,,"SUB OUT by WHALEN,MAC",,,"SUB OUT by WHALEN,MAC",2
02:30,,,,,"MISS LAYUP by MARSH,CODY",,,"MISS LAYUP by MARSH,CODY",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
02:03,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by BRUCE,DEVAN",,,"REBOUND OFF by BRUCE,DEVAN",2
01:46,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
01:46,,47 (+1),,46,"GOOD FT by MARSH,CODY",BCM 47-46 (+1),,"GOOD FT by MARSH,CODY",2
01:46,,47,,47,"GOOD FT by MARSH,CODY",BCM 47-47 (0),,"GOOD FT by MARSH,CODY",2
01:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:33,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",49 (+2),,47,,BSCM 49-47 (+2),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
01:06,,,,,"MISS JUMPER by SMOAK,HUNTER",,,"MISS JUMPER by SMOAK,HUNTER",2
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",2
00:47,"TURNOVER  by SCHAMP,GRIFFIN",,,,,,,"TURNOVER  by SCHAMP,GRIFFIN",2
00:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:18,,,,,"TURNOVER  by SMOAK,HUNTER",,,"TURNOVER  by SMOAK,HUNTER",2
00:17,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",2
00:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:15,,,,,"FOUL  by WHALEN,MAC",,,"FOUL  by WHALEN,MAC",2
00:15,"GOOD FT by WHITE,BLAISE",50 (+3),,47,,BSCM 50-47 (+3),,"GOOD FT by WHITE,BLAISE",2
00:15,"GOOD FT by WHITE,BLAISE",51 (+4),,47,,BSCM 51-47 (+4),,"GOOD FT by WHITE,BLAISE",2
00:15,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:10,,51 (+1),,50,"GOOD 3PTR by ABRAMS,JONATHAN",BCM 51-50 (+1),,"GOOD 3PTR by ABRAMS,JONATHAN",2
00:10,,,,,"FOUL  by ABRAMS,JONATHAN",,,"FOUL  by ABRAMS,JONATHAN",2
00:10,"GOOD FT by HOLLAND,JASON",52 (+2),,50,,BSCM 52-50 (+2),,"GOOD FT by HOLLAND,JASON",2
00:10,"GOOD FT by HOLLAND,JASON",53 (+3),,50,,BSCM 53-50 (+3),,"GOOD FT by HOLLAND,JASON",2
00:10,,,,,"SUB IN by TEEMS,JORDAN",,,"SUB IN by TEEMS,JORDAN",2
00:10,,,,,"SUB OUT by ABRAMS,JONATHAN",,,"SUB OUT by ABRAMS,JONATHAN",2
00:03,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,"REBOUND OFF by BRUCE,DEVAN",,,"REBOUND OFF by BRUCE,DEVAN",2
00:00,,,,,"MISS 3PTR by BRUCE,DEVAN",,,"MISS 3PTR by BRUCE,DEVAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
