Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
05:11,,79,,93 (+14),"GOOD 3PTR by WHITE,BLAISE",BSC 79-93 (+14),,"GOOD 3PTR by WHITE,BLAISE",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
05:10,"FOUL  by GAMBLE,CHRIS",,,,,,,"FOUL  by GAMBLE,CHRIS",2
05:10,,79,,94 (+15),"GOOD FT by WHITE,BLAISE",BSC 79-94 (+15),,"GOOD FT by WHITE,BLAISE",2
05:10,"SUB IN by SCOTT,JEREMY",,,,,,,"SUB IN by SCOTT,JEREMY",2
05:10,"SUB OUT by GAMBLE,CHRIS",,,,,,,"SUB OUT by GAMBLE,CHRIS",2
04:52,,,,,"FOUL  by KEGARISE,KEVIN",,,"FOUL  by KEGARISE,KEVIN",2
04:52,"GOOD FT by BIRK,ANDREW",80,,94 (+14),,RUST 80-94 (+14),,"GOOD FT by BIRK,ANDREW",2
04:52,"GOOD FT by BIRK,ANDREW",81,,94 (+13),,RUST 81-94 (+13),,"GOOD FT by BIRK,ANDREW",2
04:52,"SUB IN by GREDIC,KWAHMERE",,,,,,,"SUB IN by GREDIC,KWAHMERE",2
04:52,"SUB OUT by BEASLEY,KARL",,,,,,,"SUB OUT by BEASLEY,KARL",2
04:35,,81,,97 (+16),"GOOD 3PTR by WELCH,ROSS",BSC 81-97 (+16),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
04:22,"MISS 3PTR by BIRK,ANDREW",,,,,,,"MISS 3PTR by BIRK,ANDREW",2
--,"REBOUND OFF by VEASLEY,LARRY",,,,,,,"REBOUND OFF by VEASLEY,LARRY",2
04:14,"MISS JUMPER by VEASLEY,LARRY",,,,,,,"MISS JUMPER by VEASLEY,LARRY",2
--,"REBOUND OFF by VEASLEY,LARRY",,,,,,,"REBOUND OFF by VEASLEY,LARRY",2
04:10,"GOOD JUMPER by VEASLEY,LARRY(in the paint)",83,,97 (+14),,RUST 83-97 (+14),,"GOOD JUMPER by VEASLEY,LARRY(in the paint)",2
03:50,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
03:37,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
03:37,"MISS FT by GREDIC,KWAHMERE",,,,,,,"MISS FT by GREDIC,KWAHMERE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:37,"MISS FT by GREDIC,KWAHMERE",,,,,,,"MISS FT by GREDIC,KWAHMERE",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
03:33,"FOUL  by BARNS,KELSEY",,,,,,,"FOUL  by BARNS,KELSEY",2
03:33,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:33,,83,,98 (+15),"GOOD FT by HENRY,COLIN",BSC 83-98 (+15),,"GOOD FT by HENRY,COLIN",2
03:17,"TURNOVER  by SCOTT,JEREMY",,,,,,,"TURNOVER  by SCOTT,JEREMY",2
02:53,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
02:51,"STEAL  by BIRK,ANDREW",,,,,,,"STEAL  by BIRK,ANDREW",2
02:48,"GOOD LAYUP by BIRK,ANDREW(in the paint)",85,,98 (+13),,RUST 85-98 (+13),,"GOOD LAYUP by BIRK,ANDREW(in the paint)",2
02:37,"FOUL  by GREDIC,KWAHMERE",,,,,,,"FOUL  by GREDIC,KWAHMERE",2
02:37,,85,,99 (+14),"GOOD FT by WHITE,BLAISE",BSC 85-99 (+14),,"GOOD FT by WHITE,BLAISE",2
02:37,,85,,100 (+15),"GOOD FT by WHITE,BLAISE",BSC 85-100 (+15),,"GOOD FT by WHITE,BLAISE",2
02:37,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
02:37,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
02:16,"MISS 3PTR by BARNS,KELSEY",,,,,,,"MISS 3PTR by BARNS,KELSEY",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
01:52,"FOUL  by BIRK,ANDREW",,,,,,,"FOUL  by BIRK,ANDREW",2
01:52,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:52,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,"REBOUND DEF by VEASLEY,LARRY",,,,,,,"REBOUND DEF by VEASLEY,LARRY",2
01:52,"SUB IN by MCCOLLUM,RICKEY",,,,,,,"SUB IN by MCCOLLUM,RICKEY",2
01:52,"SUB OUT by BIRK,ANDREW",,,,,,,"SUB OUT by BIRK,ANDREW",2
01:52,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
01:52,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
01:50,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",2
01:50,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
01:46,"MISS 3PTR by GREDIC,KWAHMERE",,,,,,,"MISS 3PTR by GREDIC,KWAHMERE",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
01:20,,,,,"MISS 3PTR by PLAYER,MATT",,,"MISS 3PTR by PLAYER,MATT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:18,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
01:18,"GOOD FT by VEASLEY,LARRY",86,,100 (+14),,RUST 86-100 (+14),,"GOOD FT by VEASLEY,LARRY",2
01:18,"GOOD FT by VEASLEY,LARRY",87,,100 (+13),,RUST 87-100 (+13),,"GOOD FT by VEASLEY,LARRY",2
01:18,"SUB IN by SEALS,JORDAN",,,,,,,"SUB IN by SEALS,JORDAN",2
01:18,"SUB OUT by VEASLEY,LARRY",,,,,,,"SUB OUT by VEASLEY,LARRY",2
01:18,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
01:18,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
01:18,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
01:18,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
01:18,,,,,"SUB OUT by PLAYER,MATT",,,"SUB OUT by PLAYER,MATT",2
01:18,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
00:56,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
00:56,"SUB IN by VEASLEY,LARRY",,,,,,,"SUB IN by VEASLEY,LARRY",2
00:56,"SUB OUT by SEALS,JORDAN",,,,,,,"SUB OUT by SEALS,JORDAN",2
00:56,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",2
00:56,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
00:51,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
00:51,,,,,SUB IN by 0,,,SUB IN by 0,2
00:51,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
00:51,,,,,"SUB OUT by PLAYER,MATT",,,"SUB OUT by PLAYER,MATT",2
00:49,"MISS 3PTR by MCCOLLUM,RICKEY",,,,,,,"MISS 3PTR by MCCOLLUM,RICKEY",2
--,"REBOUND OFF by VEASLEY,LARRY",,,,,,,"REBOUND OFF by VEASLEY,LARRY",2
00:45,"GOOD LAYUP by VEASLEY,LARRY(in the paint)",89,,100 (+11),,RUST 89-100 (+11),,"GOOD LAYUP by VEASLEY,LARRY(in the paint)",2
00:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:45,"SUB IN by SEALS,JORDAN",,,,,,,"SUB IN by SEALS,JORDAN",2
00:45,"SUB IN by BEASLEY,KARL",,,,,,,"SUB IN by BEASLEY,KARL",2
00:45,"SUB OUT by VEASLEY,LARRY",,,,,,,"SUB OUT by VEASLEY,LARRY",2
00:45,"SUB OUT by GREDIC,KWAHMERE",,,,,,,"SUB OUT by GREDIC,KWAHMERE",2
00:45,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
00:45,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
00:45,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
00:45,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
00:45,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
00:45,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
00:45,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
00:45,,,,,SUB OUT by 0,,,SUB OUT by 0,2
00:39,"FOUL  by SEALS,JORDAN",,,,,,,"FOUL  by SEALS,JORDAN",2
00:39,,89,,101 (+12),"GOOD FT by RICHARDS,ZAC",BSC 89-101 (+12),,"GOOD FT by RICHARDS,ZAC",2
00:39,,89,,102 (+13),"GOOD FT by RICHARDS,ZAC",BSC 89-102 (+13),,"GOOD FT by RICHARDS,ZAC",2
00:39,"SUB IN by BOWENS,JOHNATHAN",,,,,,,"SUB IN by BOWENS,JOHNATHAN",2
00:39,"SUB IN by VEASLEY,LARRY",,,,,,,"SUB IN by VEASLEY,LARRY",2
00:39,"SUB OUT by VEASLEY,LARRY",,,,,,,"SUB OUT by VEASLEY,LARRY",2
00:39,"SUB OUT by SEALS,JORDAN",,,,,,,"SUB OUT by SEALS,JORDAN",2
00:39,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
00:39,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",2
00:39,,,,,SUB IN by 0,,,SUB IN by 0,2
00:39,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
00:39,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
00:39,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
00:30,"MISS 3PTR by BEASLEY,KARL",,,,,,,"MISS 3PTR by BEASLEY,KARL",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
