Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
01:13,"MISS FT by LOWE,O'DARIUS",,,,,,,"MISS FT by LOWE,O'DARIUS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:13,"GOOD FT by LOWE,O'DARIUS",40,,56 (+16),,RUST 40-56 (+16),,"GOOD FT by LOWE,O'DARIUS",1
01:13,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
01:13,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
01:08,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,"REBOUND DEF by LOWE,O'DARIUS",,,,,,,"REBOUND DEF by LOWE,O'DARIUS",1
01:01,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",1
01:01,"TURNOVER  by LOWE,O'DARIUS",,,,,,,"TURNOVER  by LOWE,O'DARIUS",1
01:01,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
01:01,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
00:47,,40,,58 (+18),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 40-58 (+18),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
00:38,"MISS JUMPER by BOWENS,JOHNATHAN",,,,,,,"MISS JUMPER by BOWENS,JOHNATHAN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
00:34,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
00:34,"MISS FT by BEASLEY,KARL",,,,,,,"MISS FT by BEASLEY,KARL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:34,"GOOD FT by BEASLEY,KARL",41,,58 (+17),,RUST 41-58 (+17),,"GOOD FT by BEASLEY,KARL",1
00:19,"FOUL  by BIRK,ANDREW",,,,,,,"FOUL  by BIRK,ANDREW",1
00:18,,41,,59 (+18),"GOOD FT by HOLLAND,JASON",BSC 41-59 (+18),,"GOOD FT by HOLLAND,JASON",1
00:18,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",1
--,"REBOUND DEF by BEASLEY,KARL",,,,,,,"REBOUND DEF by BEASLEY,KARL",1
00:05,"GOOD 3PTR by BIRK,ANDREW",44,,59 (+15),,RUST 44-59 (+15),,"GOOD 3PTR by BIRK,ANDREW",1
--,"ASSIST  by BEASLEY,KARL",,,,,,,"ASSIST  by BEASLEY,KARL",1
00:02,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",1
00:02,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",1
00:02,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
00:01,"TURNOVER  by BOWENS,JOHNATHAN",,,,,,,"TURNOVER  by BOWENS,JOHNATHAN",1
00:00,,,,,"STEAL  by HENRY,COLIN",,,"STEAL  by HENRY,COLIN",1
19:45,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
19:29,"MISS JUMPER by GREDIC,KWAHMERE",,,,,,,"MISS JUMPER by GREDIC,KWAHMERE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
19:12,"FOUL  by VEASLEY,LARRY",,,,,,,"FOUL  by VEASLEY,LARRY",2
19:11,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
19:11,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
19:08,"TURNOVER  by VEASLEY,LARRY",,,,,,,"TURNOVER  by VEASLEY,LARRY",2
19:06,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
18:55,"FOUL  by GAMBLE,CHRIS",,,,,,,"FOUL  by GAMBLE,CHRIS",2
18:54,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by GAMBLE,CHRIS",,,,,,,"REBOUND DEF by GAMBLE,CHRIS",2
18:42,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
18:37,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
18:34,"MISS JUMPER by BIRK,ANDREW",,,,,,,"MISS JUMPER by BIRK,ANDREW",2
--,"REBOUND OFF by GAMBLE,CHRIS",,,,,,,"REBOUND OFF by GAMBLE,CHRIS",2
18:28,"MISS JUMPER by GAMBLE,CHRIS",,,,,,,"MISS JUMPER by GAMBLE,CHRIS",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
18:21,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:10,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
18:10,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
18:10,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
18:06,"GOOD JUMPER by GAMBLE,CHRIS",46,,59 (+13),,RUST 46-59 (+13),,"GOOD JUMPER by GAMBLE,CHRIS",2
17:56,"FOUL  by GREDIC,KWAHMERE",,,,,,,"FOUL  by GREDIC,KWAHMERE",2
17:52,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",2
17:48,"FOUL  by GAMBLE,CHRIS",,,,,,,"FOUL  by GAMBLE,CHRIS",2
17:48,,46,,60 (+14),"GOOD FT by RICHARDS,ZAC",BSC 46-60 (+14),,"GOOD FT by RICHARDS,ZAC",2
17:48,,46,,61 (+15),"GOOD FT by RICHARDS,ZAC",BSC 46-61 (+15),,"GOOD FT by RICHARDS,ZAC",2
17:33,"MISS 3PTR by BIRK,ANDREW",,,,,,,"MISS 3PTR by BIRK,ANDREW",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:31,"FOUL  by VEASLEY,LARRY",,,,,,,"FOUL  by VEASLEY,LARRY",2
17:20,"FOUL  by GAMBLE,CHRIS",,,,,,,"FOUL  by GAMBLE,CHRIS",2
17:20,"SUB IN by SCOTT,JEREMY",,,,,,,"SUB IN by SCOTT,JEREMY",2
17:20,"SUB OUT by GAMBLE,CHRIS",,,,,,,"SUB OUT by GAMBLE,CHRIS",2
17:12,,46,,63 (+17),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 46-63 (+17),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
17:02,"GOOD LAYUP by BARNS,KELSEY(in the paint)",48,,63 (+15),,RUST 48-63 (+15),,"GOOD LAYUP by BARNS,KELSEY(in the paint)",2
16:50,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
--,"REBOUND DEF by BIRK,ANDREW",,,,,,,"REBOUND DEF by BIRK,ANDREW",2
16:44,"MISS LAYUP by BARNS,KELSEY",,,,,,,"MISS LAYUP by BARNS,KELSEY",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
16:40,"FOUL  by BIRK,ANDREW",,,,,,,"FOUL  by BIRK,ANDREW",2
16:40,,48,,64 (+16),"GOOD FT by THOMAS,LARRY",BSC 48-64 (+16),,"GOOD FT by THOMAS,LARRY",2
16:40,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",2
--,"REBOUND DEF by VEASLEY,LARRY",,,,,,,"REBOUND DEF by VEASLEY,LARRY",2
16:22,"GOOD LAYUP by GREDIC,KWAHMERE(in the paint)",50,,64 (+14),,RUST 50-64 (+14),,"GOOD LAYUP by GREDIC,KWAHMERE(in the paint)",2
16:14,,50,,67 (+17),"GOOD 3PTR by THOMAS,LARRY",BSC 50-67 (+17),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
15:57,"GOOD JUMPER by VEASLEY,LARRY(in the paint)",52,,67 (+15),,RUST 52-67 (+15),,"GOOD JUMPER by VEASLEY,LARRY(in the paint)",2
15:46,,52,,69 (+17),"GOOD JUMPER by THOMAS,LARRY",BSC 52-69 (+17),,"GOOD JUMPER by THOMAS,LARRY",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
15:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:30,"MISS JUMPER by BIRK,ANDREW",,,,,,,"MISS JUMPER by BIRK,ANDREW",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
15:08,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by SCOTT,JEREMY",,,,,,,"REBOUND DEF by SCOTT,JEREMY",2
14:54,"MISS JUMPER by GREDIC,KWAHMERE",,,,,,,"MISS JUMPER by GREDIC,KWAHMERE",2
--,,,,,"REBOUND DEF by WARRICK,JOHN",,,"REBOUND DEF by WARRICK,JOHN",2
14:46,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
14:44,"STEAL  by BARNS,KELSEY",,,,,,,"STEAL  by BARNS,KELSEY",2
14:43,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
14:43,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
14:43,,,,,"SUB IN by WARRICK,JOHN",,,"SUB IN by WARRICK,JOHN",2
14:43,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
14:43,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
14:43,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
14:43,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
14:43,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
14:43,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
14:33,"GOOD 3PTR by VEASLEY,LARRY",55,,69 (+14),,RUST 55-69 (+14),,"GOOD 3PTR by VEASLEY,LARRY",2
14:23,"FOUL  by SCOTT,JEREMY",,,,,,,"FOUL  by SCOTT,JEREMY",2
14:23,,55,,70 (+15),"GOOD FT by FREEMAN,SCHYLAR",BSC 55-70 (+15),,"GOOD FT by FREEMAN,SCHYLAR",2
14:23,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by VEASLEY,LARRY",,,,,,,"REBOUND DEF by VEASLEY,LARRY",2
14:13,,,,,"FOUL  by WARRICK,JOHN",,,"FOUL  by WARRICK,JOHN",2
14:13,"MISS FT by SCOTT,JEREMY",,,,,,,"MISS FT by SCOTT,JEREMY",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
14:13,"SUB IN by BURKS,TEVIN",,,,,,,"SUB IN by BURKS,TEVIN",2
14:13,"SUB OUT by BARNS,KELSEY",,,,,,,"SUB OUT by BARNS,KELSEY",2
14:13,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
14:13,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
14:04,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
14:04,"SUB IN by MCCOLLUM,RICKEY",,,,,,,"SUB IN by MCCOLLUM,RICKEY",2
14:04,"SUB OUT by BIRK,ANDREW",,,,,,,"SUB OUT by BIRK,ANDREW",2
13:50,"MISS JUMPER by VEASLEY,LARRY",,,,,,,"MISS JUMPER by VEASLEY,LARRY",2
--,"REBOUND OFF by SCOTT,JEREMY",,,,,,,"REBOUND OFF by SCOTT,JEREMY",2
13:47,"MISS JUMPER by SCOTT,JEREMY",,,,,,,"MISS JUMPER by SCOTT,JEREMY",2
--,,,,,"REBOUND DEF by WARRICK,JOHN",,,"REBOUND DEF by WARRICK,JOHN",2
13:47,"FOUL  by VEASLEY,LARRY",,,,,,,"FOUL  by VEASLEY,LARRY",2
13:47,,,,,"MISS FT by WARRICK,JOHN",,,"MISS FT by WARRICK,JOHN",2
--,"REBOUND DEF by VEASLEY,LARRY",,,,,,,"REBOUND DEF by VEASLEY,LARRY",2
13:26,"GOOD 3PTR by GREDIC,KWAHMERE",58,,70 (+12),,RUST 58-70 (+12),,"GOOD 3PTR by GREDIC,KWAHMERE",2
13:18,,,,,"MISS 3PTR by AVERY,ALEX",,,"MISS 3PTR by AVERY,ALEX",2
--,"REBOUND DEF by SCOTT,JEREMY",,,,,,,"REBOUND DEF by SCOTT,JEREMY",2
13:15,,,,,"FOUL  by WARRICK,JOHN",,,"FOUL  by WARRICK,JOHN",2
13:15,"MISS FT by SCOTT,JEREMY",,,,,,,"MISS FT by SCOTT,JEREMY",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
13:15,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
13:15,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
13:15,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
13:15,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
13:15,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
13:15,,,,,"SUB OUT by WARRICK,JOHN",,,"SUB OUT by WARRICK,JOHN",2
13:15,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
13:15,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
13:15,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
13:15,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:12,"FOUL  by VEASLEY,LARRY",,,,,,,"FOUL  by VEASLEY,LARRY",2
13:12,,58,,71 (+13),"GOOD FT by RICHARDS,ZAC",BSC 58-71 (+13),,"GOOD FT by RICHARDS,ZAC",2
13:12,,58,,72 (+14),"GOOD FT by RICHARDS,ZAC",BSC 58-72 (+14),,"GOOD FT by RICHARDS,ZAC",2
13:12,"SUB IN by BOWENS,JOHNATHAN",,,,,,,"SUB IN by BOWENS,JOHNATHAN",2
13:12,"SUB OUT by VEASLEY,LARRY",,,,,,,"SUB OUT by VEASLEY,LARRY",2
13:02,"GOOD JUMPER by GREDIC,KWAHMERE(in the paint)",60,,72 (+12),,RUST 60-72 (+12),,"GOOD JUMPER by GREDIC,KWAHMERE(in the paint)",2
12:45,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
12:45,"BLOCK  by SCOTT,JEREMY",,,,,,,"BLOCK  by SCOTT,JEREMY",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
12:39,,60,,75 (+15),"GOOD 3PTR by THOMAS,LARRY",BSC 60-75 (+15),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
12:30,"GOOD LAYUP by SCOTT,JEREMY(in the paint)",62,,75 (+13),,RUST 62-75 (+13),,"GOOD LAYUP by SCOTT,JEREMY(in the paint)",2
--,"ASSIST  by BURKS,TEVIN",,,,,,,"ASSIST  by BURKS,TEVIN",2
12:18,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
12:18,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
12:18,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
12:15,"SUB IN by LOWE,O'DARIUS",,,,,,,"SUB IN by LOWE,O'DARIUS",2
12:15,"SUB OUT by SCOTT,JEREMY",,,,,,,"SUB OUT by SCOTT,JEREMY",2
11:59,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
11:59,"TURNOVER  by LOWE,O'DARIUS",,,,,,,"TURNOVER  by LOWE,O'DARIUS",2
11:47,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
--,"REBOUND DEF by BURKS,TEVIN",,,,,,,"REBOUND DEF by BURKS,TEVIN",2
11:42,"TURNOVER  by BURKS,TEVIN",,,,,,,"TURNOVER  by BURKS,TEVIN",2
11:38,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
11:36,,62,,78 (+16),"GOOD 3PTR by WHITE,BLAISE",BSC 62-78 (+16),,"GOOD 3PTR by WHITE,BLAISE",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
11:24,"GOOD 3PTR by BOWENS,JOHNATHAN",65,,78 (+13),,RUST 65-78 (+13),,"GOOD 3PTR by BOWENS,JOHNATHAN",2
11:14,,65,,80 (+15),"GOOD LAYUP by WHITE,BLAISE(in the paint)",BSC 65-80 (+15),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",2
11:14,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
11:14,,65,,81 (+16),"GOOD FT by WHITE,BLAISE",BSC 65-81 (+16),,"GOOD FT by WHITE,BLAISE",2
11:14,"SUB IN by SEALS,JORDAN",,,,,,,"SUB IN by SEALS,JORDAN",2
11:14,"SUB OUT by LOWE,O'DARIUS",,,,,,,"SUB OUT by LOWE,O'DARIUS",2
11:03,"GOOD 3PTR by MCCOLLUM,RICKEY",68,,81 (+13),,RUST 68-81 (+13),,"GOOD 3PTR by MCCOLLUM,RICKEY",2
--,"ASSIST  by GREDIC,KWAHMERE",,,,,,,"ASSIST  by GREDIC,KWAHMERE",2
10:40,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
10:38,"STEAL  by GREDIC,KWAHMERE",,,,,,,"STEAL  by GREDIC,KWAHMERE",2
10:33,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
10:33,"GOOD FT by SEALS,JORDAN",69,,81 (+12),,RUST 69-81 (+12),,"GOOD FT by SEALS,JORDAN",2
10:33,"GOOD FT by SEALS,JORDAN",70,,81 (+11),,RUST 70-81 (+11),,"GOOD FT by SEALS,JORDAN",2
10:25,"FOUL  by BURKS,TEVIN",,,,,,,"FOUL  by BURKS,TEVIN",2
10:25,,70,,82 (+12),"GOOD FT by WHITE,BLAISE",BSC 70-82 (+12),,"GOOD FT by WHITE,BLAISE",2
10:25,,,,,"MISS FT by WHITE,BLAISE",,,"MISS FT by WHITE,BLAISE",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
10:17,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by GREDIC,KWAHMERE",,,,,,,"REBOUND DEF by GREDIC,KWAHMERE",2
10:04,"MISS 3PTR by MCCOLLUM,RICKEY",,,,,,,"MISS 3PTR by MCCOLLUM,RICKEY",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
09:59,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
09:58,"STEAL  by MCCOLLUM,RICKEY",,,,,,,"STEAL  by MCCOLLUM,RICKEY",2
09:54,"MISS LAYUP by SEALS,JORDAN",,,,,,,"MISS LAYUP by SEALS,JORDAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:52,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
09:52,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
09:45,"GOOD 3PTR by GREDIC,KWAHMERE",73,,82 (+9),,RUST 73-82 (+9),,"GOOD 3PTR by GREDIC,KWAHMERE",2
09:35,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
09:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:35,"TURNOVER  by BOWENS,JOHNATHAN",,,,,,,"TURNOVER  by BOWENS,JOHNATHAN",2
09:05,"FOUL  by MCCOLLUM,RICKEY",,,,,,,"FOUL  by MCCOLLUM,RICKEY",2
09:05,,73,,83 (+10),"GOOD FT by HENRY,COLIN",BSC 73-83 (+10),,"GOOD FT by HENRY,COLIN",2
09:05,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,"REBOUND DEF by SEALS,JORDAN",,,,,,,"REBOUND DEF by SEALS,JORDAN",2
09:05,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
09:05,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
08:34,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
08:34,"GOOD FT by MCCOLLUM,RICKEY",74,,83 (+9),,RUST 74-83 (+9),,"GOOD FT by MCCOLLUM,RICKEY",2
08:34,"MISS FT by MCCOLLUM,RICKEY",,,,,,,"MISS FT by MCCOLLUM,RICKEY",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
08:34,"SUB IN by BARNS,KELSEY",,,,,,,"SUB IN by BARNS,KELSEY",2
08:34,"SUB OUT by BURKS,TEVIN",,,,,,,"SUB OUT by BURKS,TEVIN",2
08:34,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
08:34,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
08:21,,,,,"MISS 3PTR by HENRY,COLIN",,,"MISS 3PTR by HENRY,COLIN",2
--,"REBOUND DEF by BARNS,KELSEY",,,,,,,"REBOUND DEF by BARNS,KELSEY",2
08:04,"TURNOVER  by GREDIC,KWAHMERE",,,,,,,"TURNOVER  by GREDIC,KWAHMERE",2
08:03,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",2
08:03,"FOUL  by SEALS,JORDAN",,,,,,,"FOUL  by SEALS,JORDAN",2
08:03,,74,,84 (+10),"GOOD FT by KEGARISE,KEVIN",BSC 74-84 (+10),,"GOOD FT by KEGARISE,KEVIN",2
08:03,,74,,85 (+11),"GOOD FT by KEGARISE,KEVIN",BSC 74-85 (+11),,"GOOD FT by KEGARISE,KEVIN",2
08:03,"SUB IN by BEASLEY,KARL",,,,,,,"SUB IN by BEASLEY,KARL",2
08:03,"SUB OUT by GREDIC,KWAHMERE",,,,,,,"SUB OUT by GREDIC,KWAHMERE",2
07:50,"GOOD 3PTR by BARNS,KELSEY",77,,85 (+8),,RUST 77-85 (+8),,"GOOD 3PTR by BARNS,KELSEY",2
07:29,,77,,88 (+11),"GOOD 3PTR by WELCH,ROSS",BSC 77-88 (+11),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
07:12,"MISS 3PTR by MCCOLLUM,RICKEY",,,,,,,"MISS 3PTR by MCCOLLUM,RICKEY",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
07:06,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",2
07:02,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
06:57,"FOUL  by SEALS,JORDAN",,,,,,,"FOUL  by SEALS,JORDAN",2
06:57,,77,,89 (+12),"GOOD FT by HENRY,COLIN",BSC 77-89 (+12),,"GOOD FT by HENRY,COLIN",2
06:57,,77,,90 (+13),"GOOD FT by HENRY,COLIN",BSC 77-90 (+13),,"GOOD FT by HENRY,COLIN",2
06:57,"SUB IN by VEASLEY,LARRY",,,,,,,"SUB IN by VEASLEY,LARRY",2
06:57,"SUB IN by GAMBLE,CHRIS",,,,,,,"SUB IN by GAMBLE,CHRIS",2
06:57,"SUB OUT by SEALS,JORDAN",,,,,,,"SUB OUT by SEALS,JORDAN",2
06:57,"SUB OUT by BOWENS,JOHNATHAN",,,,,,,"SUB OUT by BOWENS,JOHNATHAN",2
06:57,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
06:57,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
06:43,"GOOD JUMPER by GAMBLE,CHRIS",79,,90 (+11),,RUST 79-90 (+11),,"GOOD JUMPER by GAMBLE,CHRIS",2
06:15,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",,,"MISS JUMPER by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by VEASLEY,LARRY",,,,,,,"REBOUND DEF by VEASLEY,LARRY",2
05:55,"MISS 3PTR by VEASLEY,LARRY",,,,,,,"MISS 3PTR by VEASLEY,LARRY",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
05:36,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
05:34,"STEAL  by BARNS,KELSEY",,,,,,,"STEAL  by BARNS,KELSEY",2
05:31,,,,,"FOUL  by KEGARISE,KEVIN",,,"FOUL  by KEGARISE,KEVIN",2
05:31,"MISS FT by BARNS,KELSEY",,,,,,,"MISS FT by BARNS,KELSEY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:31,"MISS FT by BARNS,KELSEY",,,,,,,"MISS FT by BARNS,KELSEY",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
05:31,"SUB IN by BIRK,ANDREW",,,,,,,"SUB IN by BIRK,ANDREW",2
05:31,"SUB OUT by MCCOLLUM,RICKEY",,,,,,,"SUB OUT by MCCOLLUM,RICKEY",2
05:31,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
05:31,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
05:31,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
05:31,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
