Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
19:44,"FOUL  by NORRIS,DEANGELO",,,,,,,"FOUL  by NORRIS,DEANGELO",1
19:41,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",1
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",1
19:37,,0,,2 (+2),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 0-2 (+2),,"GOOD LAYUP by HENRY,COLIN(in the paint)",1
19:26,"MISS 3PTR by HILL,AUSTIN",,,,,,,"MISS 3PTR by HILL,AUSTIN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
19:19,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",1
19:14,"TURNOVER  by HILL,AUSTIN",,,,,,,"TURNOVER  by HILL,AUSTIN",1
19:14,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
19:11,,0,,4 (+4),"GOOD LAYUP by WHITE,BLAISE(in the paint)",BSC 0-4 (+4),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",1
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",1
18:39,"MISS 3PTR by HILL,AUSTIN",,,,,,,"MISS 3PTR by HILL,AUSTIN",1
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",1
18:23,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",1
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",1
18:18,"GOOD JUMPER by PETTY,RYAN",2,,4 (+2),,HC 2-4 (+2),,"GOOD JUMPER by PETTY,RYAN",1
17:50,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",1
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",1
17:49,,,,,"MISS JUMPER by RICHARDS,ZAC",,,"MISS JUMPER by RICHARDS,ZAC",1
--,"REBOUND DEF by HILL,AUSTIN",,,,,,,"REBOUND DEF by HILL,AUSTIN",1
17:49,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",1
17:35,"GOOD JUMPER by HILL,AUSTIN",4,,4,,HC 4-4 (0),,"GOOD JUMPER by HILL,AUSTIN",1
--,"ASSIST  by NORRIS,DEANGELO",,,,,,,"ASSIST  by NORRIS,DEANGELO",1
17:20,,4,,6 (+2),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 4-6 (+2),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
16:43,"MISS 3PTR by PETTY,RYAN",,,,,,,"MISS 3PTR by PETTY,RYAN",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
16:43,"FOUL  by MOORER,TERRY",,,,,,,"FOUL  by MOORER,TERRY",1
16:38,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",1
16:26,"FOUL  by MOORER,TERRY",,,,,,,"FOUL  by MOORER,TERRY",1
16:26,"TURNOVER  by MOORER,TERRY",,,,,,,"TURNOVER  by MOORER,TERRY",1
16:08,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",1
16:06,"STEAL  by MOORER,TERRY",,,,,,,"STEAL  by MOORER,TERRY",1
16:04,"TURNOVER  by MOORER,TERRY",,,,,,,"TURNOVER  by MOORER,TERRY",1
16:03,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
16:02,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",1
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",1
15:57,"TURNOVER  by MOORER,TERRY",,,,,,,"TURNOVER  by MOORER,TERRY",1
15:55,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
15:54,,4,,8 (+4),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 4-8 (+4),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
15:36,"TURNOVER  by NORRIS,DEANGELO",,,,,,,"TURNOVER  by NORRIS,DEANGELO",1
15:33,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
15:31,,4,,10 (+6),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 4-10 (+6),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",1
15:18,"GOOD 3PTR by PETTY,RYAN",7,,10 (+3),,HC 7-10 (+3),,"GOOD 3PTR by PETTY,RYAN",1
--,"ASSIST  by NORRIS,DEANGELO",,,,,,,"ASSIST  by NORRIS,DEANGELO",1
14:58,,7,,12 (+5),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 7-12 (+5),,"GOOD LAYUP by HENRY,COLIN(in the paint)",1
14:47,"MISS JUMPER by VARNEY,JASON",,,,,,,"MISS JUMPER by VARNEY,JASON",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
14:29,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",1
14:21,,7,,14 (+7),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 7-14 (+7),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by HENRY,COLIN",,,"ASSIST  by HENRY,COLIN",1
14:03,"MISS JUMPER by MOORER,TERRY",,,,,,,"MISS JUMPER by MOORER,TERRY",1
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",1
13:48,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
13:47,"STEAL  by HILL,AUSTIN",,,,,,,"STEAL  by HILL,AUSTIN",1
13:43,"MISS JUMPER by PETTY,RYAN",,,,,,,"MISS JUMPER by PETTY,RYAN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
13:42,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
13:42,"SUB IN by BLACKMON,KANDEN",,,,,,,"SUB IN by BLACKMON,KANDEN",1
13:42,"SUB IN by THOMAS,JEREMIAH",,,,,,,"SUB IN by THOMAS,JEREMIAH",1
13:42,"SUB IN by LEE,JERROD",,,,,,,"SUB IN by LEE,JERROD",1
13:42,"SUB IN by EDGAR,COURTNEE",,,,,,,"SUB IN by EDGAR,COURTNEE",1
13:42,"SUB OUT by MOORER,TERRY",,,,,,,"SUB OUT by MOORER,TERRY",1
13:42,"SUB OUT by HILL,AUSTIN",,,,,,,"SUB OUT by HILL,AUSTIN",1
13:42,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",1
13:42,"SUB OUT by NORRIS,DEANGELO",,,,,,,"SUB OUT by NORRIS,DEANGELO",1
13:42,,,,,"SUB IN by WARRICK,JOHN",,,"SUB IN by WARRICK,JOHN",1
13:42,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
13:42,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
13:42,,,,,SUB IN by 0,,,SUB IN by 0,1
13:42,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
13:42,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
13:42,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
13:42,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
