Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
11:52,"GOOD JUMPER by WELCH,ROSS",23 (+7),,16,,BSCM 23-16 (+7),,"GOOD JUMPER by WELCH,ROSS",1
11:43,,23 (+4),,19,"GOOD 3PTR by JOVAAG,BRANDEN(fastbreak)",OUM 23-19 (+4),,"GOOD 3PTR by JOVAAG,BRANDEN(fastbreak)",1
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",1
11:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
11:38,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",1
11:38,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",1
11:12,,,,,"FOUL  by HAMILTON,PRICE",,,"FOUL  by HAMILTON,PRICE",1
11:12,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",1
11:12,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",1
10:56,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",1
10:47,,,,,"MISS JUMPER by PATRICK,DREW",,,"MISS JUMPER by PATRICK,DREW",1
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",1
10:39,,,,,"FOUL  by HAMILTON,PRICE",,,"FOUL  by HAMILTON,PRICE",1
10:39,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",1
10:39,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",1
10:39,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",1
10:39,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",1
10:39,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",1
10:39,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",1
10:39,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",1
10:39,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",1
10:38,"TURNOVER  by HOLLAND,JASON",,,,,,,"TURNOVER  by HOLLAND,JASON",1
10:37,,,,,"STEAL  by KINNEY,JORDAN",,,"STEAL  by KINNEY,JORDAN",1
10:36,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",1
10:35,"STEAL  by ASSANESI,KELLY",,,,,,,"STEAL  by ASSANESI,KELLY",1
10:18,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",1
10:16,,,,,"STEAL  by PITTS,ALEC",,,"STEAL  by PITTS,ALEC",1
09:49,,23 (+2),,21,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",OUM 23-21 (+2),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",1
09:35,"GOOD 3PTR by WELCH,ROSS",26 (+5),,21,,BSCM 26-21 (+5),,"GOOD 3PTR by WELCH,ROSS",1
--,"ASSIST  by ASSANESI,KELLY",,,,,,,"ASSIST  by ASSANESI,KELLY",1
09:11,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",1
09:11,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",1
09:11,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",1
09:11,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",1
09:11,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",1
09:11,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",1
09:11,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
09:11,"SUB OUT by ASSANESI,KELLY",,,,,,,"SUB OUT by ASSANESI,KELLY",1
09:06,,,,,"TURNOVER  by KINNEY,JORDAN",,,"TURNOVER  by KINNEY,JORDAN",1
08:42,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",1
08:21,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",1
08:10,,,,,"TURNOVER  by JOVAAG,BRANDEN",,,"TURNOVER  by JOVAAG,BRANDEN",1
07:57,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",28 (+7),,21,,BSCM 28-21 (+7),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
07:47,,28 (+5),,23,"GOOD LAYUP by PITTS,ALEC(in the paint)",OUM 28-23 (+5),,"GOOD LAYUP by PITTS,ALEC(in the paint)",1
07:33,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",1
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",1
07:30,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",1
07:30,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",1
07:30,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
07:21,,28 (+3),,25,"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 28-25 (+3),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",1
--,,,,,"ASSIST  by PURDY,SAM",,,"ASSIST  by PURDY,SAM",1
06:53,"GOOD 3PTR by KEGARISE,KEVIN",31 (+6),,25,,BSCM 31-25 (+6),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
06:37,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",1
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",1
06:25,"GOOD JUMPER by THOMAS,LARRY",33 (+8),,25,,BSCM 33-25 (+8),,"GOOD JUMPER by THOMAS,LARRY",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
06:12,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",1
06:12,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",1
06:12,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",1
06:12,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",1
06:12,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",1
05:47,,33 (+6),,27,"GOOD JUMPER by MOLINET,CHRISTIAN",OUM 33-27 (+6),,"GOOD JUMPER by MOLINET,CHRISTIAN",1
05:18,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",35 (+8),,27,,BSCM 35-27 (+8),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",1
05:18,,,,,"FOUL  by HAMILTON,PRICE",,,"FOUL  by HAMILTON,PRICE",1
05:18,"GOOD FT by RICHARDS,ZAC",36 (+9),,27,,BSCM 36-27 (+9),,"GOOD FT by RICHARDS,ZAC",1
05:18,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
05:18,"SUB IN by ASSANESI,KELLY",,,,,,,"SUB IN by ASSANESI,KELLY",1
05:18,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",1
05:18,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",1
05:18,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",1
05:18,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",1
05:10,,36 (+7),,29,"GOOD JUMPER by DAVIS,ALEX",OUM 36-29 (+7),,"GOOD JUMPER by DAVIS,ALEX",1
04:58,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",1
04:54,"GOOD JUMPER by THOMAS,LARRY",38 (+9),,29,,BSCM 38-29 (+9),,"GOOD JUMPER by THOMAS,LARRY",1
04:43,,38 (+7),,31,"GOOD JUMPER by KINNEY,JORDAN",OUM 38-31 (+7),,"GOOD JUMPER by KINNEY,JORDAN",1
04:06,"MISS JUMPER by ASSANESI,KELLY",,,,,,,"MISS JUMPER by ASSANESI,KELLY",1
04:06,,,,,"BLOCK  by KINNEY,JORDAN",,,"BLOCK  by KINNEY,JORDAN",1
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",1
04:01,,,,,"MISS 3PTR by COURSON,TYLER",,,"MISS 3PTR by COURSON,TYLER",1
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",1
03:51,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",1
03:51,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",1
03:51,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",1
03:43,"FOUL  by ASSANESI,KELLY",,,,,,,"FOUL  by ASSANESI,KELLY",1
03:43,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",1
03:43,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",1
03:16,"FOUL  by ASSANESI,KELLY",,,,,,,"FOUL  by ASSANESI,KELLY",1
03:16,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",1
03:16,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
03:16,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",1
03:16,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",1
02:58,,38 (+5),,33,"GOOD JUMPER by KINNEY,JORDAN",OUM 38-33 (+5),,"GOOD JUMPER by KINNEY,JORDAN",1
02:40,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",1
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",1
02:30,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",1
02:30,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",1
02:30,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",1
02:30,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",1
02:30,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",1
02:30,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
02:30,"SUB OUT by ASSANESI,KELLY",,,,,,,"SUB OUT by ASSANESI,KELLY",1
02:16,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",1
02:16,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
02:00,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",1
--,,,,,"REBOUND DEF by JOVAAG,BRANDEN",,,"REBOUND DEF by JOVAAG,BRANDEN",1
01:48,,,,,"MISS JUMPER by PURDY,SAM",,,"MISS JUMPER by PURDY,SAM",1
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",1
01:39,"GOOD LAYUP by RICHARDS,ZAC(fastbreak)(in the paint)",40 (+7),,33,,BSCM 40-33 (+7),,"GOOD LAYUP by RICHARDS,ZAC(fastbreak)(in the paint)",1
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",1
01:30,,40 (+5),,35,"GOOD LAYUP by MOLINET,CHRISTIAN(fastbreak)(in the paint)",OUM 40-35 (+5),,"GOOD LAYUP by MOLINET,CHRISTIAN(fastbreak)(in the paint)",1
00:56,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",42 (+7),,35,,BSCM 42-35 (+7),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
00:51,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",1
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
00:33,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",1
00:33,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",1
00:33,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",1
00:33,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",1
00:23,"GOOD 3PTR by KEGARISE,KEVIN",45 (+10),,35,,BSCM 45-35 (+10),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",1
00:00,,,,,"MISS LAYUP by KINNEY,JORDAN",,,"MISS LAYUP by KINNEY,JORDAN",1
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",1
20:00,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
20:00,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
19:48,,,,,"MISS LAYUP by KINNEY,JORDAN",,,"MISS LAYUP by KINNEY,JORDAN",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
19:33,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
19:21,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
19:13,,45 (+8),,37,"GOOD JUMPER by MOLINET,CHRISTIAN(fastbreak)(in the paint)",OUM 45-37 (+8),,"GOOD JUMPER by MOLINET,CHRISTIAN(fastbreak)(in the paint)",2
18:50,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
18:20,,,,,"TURNOVER  by COURSON,TYLER",,,"TURNOVER  by COURSON,TYLER",2
18:19,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
18:17,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by PITTS,ALEC",,,"REBOUND DEF by PITTS,ALEC",2
18:10,,,,,"TURNOVER  by PITTS,ALEC",,,"TURNOVER  by PITTS,ALEC",2
18:09,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
18:06,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by RICHARDS,ZAC",,,,,,,"REBOUND OFF by RICHARDS,ZAC",2
18:00,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",2
18:00,,,,,"STEAL  by KINNEY,JORDAN",,,"STEAL  by KINNEY,JORDAN",2
17:55,,,,,"TURNOVER  by JOVAAG,BRANDEN",,,"TURNOVER  by JOVAAG,BRANDEN",2
17:37,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
17:37,,,,,"BLOCK  by MOLINET,CHRISTIAN",,,"BLOCK  by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
17:28,,,,,"TURNOVER  by PITTS,ALEC",,,"TURNOVER  by PITTS,ALEC",2
17:28,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
17:28,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
17:28,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
17:28,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
17:07,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
16:51,"GOOD JUMPER by THOMAS,LARRY",47 (+10),,37,,BSCM 47-37 (+10),,"GOOD JUMPER by THOMAS,LARRY",2
16:21,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
16:05,,,,,"TURNOVER  by KINNEY,JORDAN",,,"TURNOVER  by KINNEY,JORDAN",2
16:05,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
16:05,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
15:41,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",49 (+12),,37,,BSCM 49-37 (+12),,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
15:30,"SUB IN by ASSANESI,KELLY",,,,,,,"SUB IN by ASSANESI,KELLY",2
15:30,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
15:30,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
15:30,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
15:18,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
15:18,"STEAL  by FREEMAN,SCHYLAR",,,,,,,"STEAL  by FREEMAN,SCHYLAR",2
15:08,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",51 (+14),,37,,BSCM 51-37 (+14),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
15:00,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
14:53,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
