Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
11:16,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
11:16,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
11:16,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",1
11:16,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",1
11:16,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
11:16,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
11:16,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
11:16,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
11:16,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
11:16,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
11:16,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
11:16,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
11:16,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
11:16,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
11:16,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
11:12,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",1
11:10,"STEAL  by BOULDIN,BRETT",,,,,,,"STEAL  by BOULDIN,BRETT",1
10:47,"MISS 3PTR by HODGE,NILAN",,,,,,,"MISS 3PTR by HODGE,NILAN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
10:29,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",1
10:20,,13,,14 (+1),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 13-14 (+1),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
09:52,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
09:44,,13,,16 (+3),"GOOD JUMPER by WHITE,BLAISE(in the paint)",BSC 13-16 (+3),,"GOOD JUMPER by WHITE,BLAISE(in the paint)",1
09:20,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
09:08,"MISS LAYUP by HODGE,NILAN",,,,,,,"MISS LAYUP by HODGE,NILAN",1
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",1
09:08,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",1
09:08,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",1
09:08,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
08:57,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
08:24,"GOOD LAYUP by HODGE,NILAN(in the paint)",15,,16 (+1),,SEWANEE 15-16 (+1),,"GOOD LAYUP by HODGE,NILAN(in the paint)",1
08:06,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",1
08:06,,,,,"MISS FT by RICHARDS,ZAC",,,"MISS FT by RICHARDS,ZAC",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:06,,,,,"MISS FT by RICHARDS,ZAC",,,"MISS FT by RICHARDS,ZAC",1
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",1
08:06,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",1
08:06,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",1
07:38,"MISS JUMPER by BROWN,TYLER",,,,,,,"MISS JUMPER by BROWN,TYLER",1
07:38,,,,,"BLOCK  by HENRY,COLIN",,,"BLOCK  by HENRY,COLIN",1
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",1
07:38,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",1
07:34,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
07:34,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
07:32,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
07:32,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
07:32,"GOOD FT by BRYANT,VALENTINO",16,,16,,SEWANEE 16-16 (0),,"GOOD FT by BRYANT,VALENTINO",1
07:32,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
07:32,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
07:15,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",1
07:10,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",1
07:10,,16,,17 (+1),"GOOD FT by THOMAS,LARRY",BSC 16-17 (+1),,"GOOD FT by THOMAS,LARRY",1
07:10,,16,,18 (+2),"GOOD FT by THOMAS,LARRY",BSC 16-18 (+2),,"GOOD FT by THOMAS,LARRY",1
07:10,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
07:10,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
07:10,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
07:10,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",1
07:10,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
07:10,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",1
06:56,"GOOD LAYUP by BROWN,TYLER(in the paint)",18,,18,,SEWANEE 18-18 (0),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
06:23,,18,,21 (+3),"GOOD 3PTR by THOMAS,LARRY",BSC 18-21 (+3),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
06:10,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
06:06,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",1
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",1
06:02,"GOOD LAYUP by BROWN,TYLER(in the paint)",20,,21 (+1),,SEWANEE 20-21 (+1),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
05:49,,20,,24 (+4),"GOOD 3PTR by KEGARISE,KEVIN",BSC 20-24 (+4),,"GOOD 3PTR by KEGARISE,KEVIN",1
05:23,"GOOD LAYUP by BROWN,TYLER(in the paint)",22,,24 (+2),,SEWANEE 22-24 (+2),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
05:23,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",1
05:23,"MISS FT by BROWN,TYLER",,,,,,,"MISS FT by BROWN,TYLER",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
05:23,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
05:23,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
05:23,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
05:23,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
05:23,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
05:23,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
05:06,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
05:06,,22,,25 (+3),"GOOD FT by HENRY,COLIN",BSC 22-25 (+3),,"GOOD FT by HENRY,COLIN",1
05:06,,22,,26 (+4),"GOOD FT by HENRY,COLIN",BSC 22-26 (+4),,"GOOD FT by HENRY,COLIN",1
04:51,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
04:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
04:51,"GOOD FT by CALDWELL,MARCELLUS",23,,26 (+3),,SEWANEE 23-26 (+3),,"GOOD FT by CALDWELL,MARCELLUS",1
04:51,"GOOD FT by CALDWELL,MARCELLUS",24,,26 (+2),,SEWANEE 24-26 (+2),,"GOOD FT by CALDWELL,MARCELLUS",1
04:51,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",1
04:51,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",1
04:51,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
04:51,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
04:30,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",1
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",1
04:18,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
04:04,,,,,"TURNOVER  by MARSCHNER,BRENDAN",,,"TURNOVER  by MARSCHNER,BRENDAN",1
04:03,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",1
03:48,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
03:48,"GOOD FT by CALDWELL,MARCELLUS",25,,26 (+1),,SEWANEE 25-26 (+1),,"GOOD FT by CALDWELL,MARCELLUS",1
03:48,"MISS FT by CALDWELL,MARCELLUS",,,,,,,"MISS FT by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
03:48,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",1
03:48,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
03:48,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",1
03:48,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
03:48,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",1
03:48,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
03:48,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
03:48,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
03:31,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",1
03:31,,25,,27 (+2),"GOOD FT by RICHARDS,ZAC",BSC 25-27 (+2),,"GOOD FT by RICHARDS,ZAC",1
03:31,,,,,"MISS FT by RICHARDS,ZAC",,,"MISS FT by RICHARDS,ZAC",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
03:31,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",1
03:31,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
03:31,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
03:31,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",1
03:07,"MISS 3PTR by CALDWELL,MARCELLUS",,,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
02:59,"FOUL  by BROWN,TYLER",,,,,,,"FOUL  by BROWN,TYLER",1
02:59,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",1
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",1
02:36,"GOOD LAYUP by HODGE,NILAN(in the paint)",27,,27,,SEWANEE 27-27 (0),,"GOOD LAYUP by HODGE,NILAN(in the paint)",1
02:25,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",1
02:25,,27,,28 (+1),"GOOD FT by RICHARDS,ZAC",BSC 27-28 (+1),,"GOOD FT by RICHARDS,ZAC",1
02:25,,27,,29 (+2),"GOOD FT by RICHARDS,ZAC",BSC 27-29 (+2),,"GOOD FT by RICHARDS,ZAC",1
02:25,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
02:25,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
02:12,"GOOD JUMPER by HODGE,NILAN",29,,29,,SEWANEE 29-29 (0),,"GOOD JUMPER by HODGE,NILAN",1
02:00,,,,,"TURNOVER  by MARSCHNER,BRENDAN",,,"TURNOVER  by MARSCHNER,BRENDAN",1
01:58,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",1
01:48,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",1
01:46,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",1
01:44,"FOUL  by AFFRONTI,LEWIS",,,,,,,"FOUL  by AFFRONTI,LEWIS",1
01:44,,29,,30 (+1),"GOOD FT by KEGARISE,KEVIN",BSC 29-30 (+1),,"GOOD FT by KEGARISE,KEVIN",1
01:44,,29,,31 (+2),"GOOD FT by KEGARISE,KEVIN",BSC 29-31 (+2),,"GOOD FT by KEGARISE,KEVIN",1
01:44,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
01:44,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
01:14,"MISS 3PTR by BROWN,TYLER",,,,,,,"MISS 3PTR by BROWN,TYLER",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
01:09,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
01:05,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",1
01:05,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
00:46,"GOOD 3PTR by AFFRONTI,LEWIS",32 (+1),,31,,SEWANEE 32-31 (-1),,"GOOD 3PTR by AFFRONTI,LEWIS",1
--,"ASSIST  by BROWN,TYLER",,,,,,,"ASSIST  by BROWN,TYLER",1
00:40,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",,,"MISS 3PTR by MARSCHNER,BRENDAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:36,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
00:36,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",1
00:36,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
00:36,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
00:04,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:45,,32,,34 (+2),"GOOD 3PTR by WHITE,BLAISE",BSC 32-34 (+2),,"GOOD 3PTR by WHITE,BLAISE",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
19:16,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",2
19:01,,32,,37 (+5),"GOOD 3PTR by KEGARISE,KEVIN",BSC 32-37 (+5),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by HENRY,COLIN",,,"ASSIST  by HENRY,COLIN",2
18:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
18:23,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
18:11,,32,,39 (+7),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 32-39 (+7),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
18:11,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
18:11,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
