Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
19:52,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",1
19:26,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",1
19:15,,0,,2 (+2),"GOOD JUMPER by RICHARDS,ZAC(in the paint)",BSC 0-2 (+2),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",1
19:06,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",1
18:57,,,,,"MISS JUMPER by HENRY,COLIN",,,"MISS JUMPER by HENRY,COLIN",1
18:57,"BLOCK  by PRIMM,COLTON",,,,,,,"BLOCK  by PRIMM,COLTON",1
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",1
18:52,"FOUL  by RILEY,JAREN",,,,,,,"FOUL  by RILEY,JAREN",1
18:52,,0,,3 (+3),"GOOD FT by THOMAS,LARRY",BSC 0-3 (+3),,"GOOD FT by THOMAS,LARRY",1
18:52,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",1
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",1
18:43,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",1
18:42,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
18:42,"GOOD FT by VANCE,LUKE",1,,3 (+2),,HC 1-3 (+2),,"GOOD FT by VANCE,LUKE",1
18:42,"GOOD FT by VANCE,LUKE",2,,3 (+1),,HC 2-3 (+1),,"GOOD FT by VANCE,LUKE",1
18:42,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
18:42,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
18:28,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",1
18:23,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",1
18:14,"TURNOVER  by PRIMM,COLTON",,,,,,,"TURNOVER  by PRIMM,COLTON",1
17:57,,,,,"MISS JUMPER by RICHARDS,ZAC",,,"MISS JUMPER by RICHARDS,ZAC",1
--,"REBOUND DEF by GRAM,ANDY",,,,,,,"REBOUND DEF by GRAM,ANDY",1
17:48,"MISS LAYUP by PRIMM,COLTON",,,,,,,"MISS LAYUP by PRIMM,COLTON",1
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",1
17:37,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",1
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",1
17:17,"MISS JUMPER by RILEY,JAREN",,,,,,,"MISS JUMPER by RILEY,JAREN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
17:04,,2,,5 (+3),"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",BSC 2-5 (+3),,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",1
16:48,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",1
16:46,,,,,"STEAL  by SCHAMP,GRIFFIN",,,"STEAL  by SCHAMP,GRIFFIN",1
16:45,,2,,7 (+5),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 2-7 (+5),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
16:33,"GOOD LAYUP by GRAM,ANDY(fastbreak)(in the paint)",4,,7 (+3),,HC 4-7 (+3),,"GOOD LAYUP by GRAM,ANDY(fastbreak)(in the paint)",1
16:11,,,,,"MISS JUMPER by RICHARDS,ZAC",,,"MISS JUMPER by RICHARDS,ZAC",1
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",1
16:01,"MISS JUMPER by GRAM,ANDY",,,,,,,"MISS JUMPER by GRAM,ANDY",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
15:45,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",1
15:45,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
15:45,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
15:45,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
15:45,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
15:45,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
15:45,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
15:39,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",1
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",1
15:23,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",1
15:02,"MISS JUMPER by PRIMM,COLTON",,,,,,,"MISS JUMPER by PRIMM,COLTON",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
14:41,,4,,10 (+6),"GOOD 3PTR by SCHAMP,GRIFFIN",BSC 4-10 (+6),,"GOOD 3PTR by SCHAMP,GRIFFIN",1
14:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
14:35,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
14:35,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",1
14:35,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
14:35,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
14:33,"MISS LAYUP by RILEY,JAREN",,,,,,,"MISS LAYUP by RILEY,JAREN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
14:32,"FOUL  by SHERIDAN,DAYTON",,,,,,,"FOUL  by SHERIDAN,DAYTON",1
14:32,"SUB IN by SHERIDAN,DAYTON",,,,,,,"SUB IN by SHERIDAN,DAYTON",1
14:32,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",1
14:32,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",1
14:32,"SUB OUT by GRAM,ANDY",,,,,,,"SUB OUT by GRAM,ANDY",1
14:20,"FOUL  by SHERIDAN,DAYTON",,,,,,,"FOUL  by SHERIDAN,DAYTON",1
14:20,,4,,11 (+7),"GOOD FT by SCHAMP,GRIFFIN",BSC 4-11 (+7),,"GOOD FT by SCHAMP,GRIFFIN",1
14:20,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",1
14:20,"SUB IN by PRIMM,COLTON",,,,,,,"SUB IN by PRIMM,COLTON",1
14:20,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",1
14:20,"SUB OUT by SHERIDAN,DAYTON",,,,,,,"SUB OUT by SHERIDAN,DAYTON",1
14:20,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",1
14:08,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",1
13:53,,4,,13 (+9),"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",BSC 4-13 (+9),,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",1
13:26,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",1
13:26,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",1
13:26,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",1
13:07,,4,,15 (+11),"GOOD DUNK by FREEMAN,SCHYLAR(in the paint)",BSC 4-15 (+11),,"GOOD DUNK by FREEMAN,SCHYLAR(in the paint)",1
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",1
12:43,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
12:43,"SUB IN by VANCE,LUKE",,,,,,,"SUB IN by VANCE,LUKE",1
12:43,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",1
12:29,"GOOD 3PTR by RILEY,JAREN",7,,15 (+8),,HC 7-15 (+8),,"GOOD 3PTR by RILEY,JAREN",1
--,"ASSIST  by BARRETT,JORDAN",,,,,,,"ASSIST  by BARRETT,JORDAN",1
12:05,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",1
12:04,"STEAL  by PRIMM,COLTON",,,,,,,"STEAL  by PRIMM,COLTON",1
11:58,"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",9,,15 (+6),,HC 9-15 (+6),,"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",1
