Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
00:18,"GOOD FT by MOLINET,CHRISTIAN",22,,33 (+11),,OU 22-33 (+11),,"GOOD FT by MOLINET,CHRISTIAN",1
00:18,"GOOD FT by MOLINET,CHRISTIAN",23,,33 (+10),,OU 23-33 (+10),,"GOOD FT by MOLINET,CHRISTIAN",1
00:18,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",1
00:18,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",1
00:18,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
00:18,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
00:18,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
00:18,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
00:18,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
00:18,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",1
00:06,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",1
00:04,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
00:04,"GOOD FT by DAVIS,ALEX",24,,33 (+9),,OU 24-33 (+9),,"GOOD FT by DAVIS,ALEX",1
00:04,"GOOD FT by DAVIS,ALEX",25,,33 (+8),,OU 25-33 (+8),,"GOOD FT by DAVIS,ALEX",1
19:42,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",2
19:39,,25,,36 (+11),"GOOD 3PTR by KEGARISE,KEVIN",BSC 25-36 (+11),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
19:18,"MISS JUMPER by MOLINET,CHRISTIAN",,,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
19:06,,25,,39 (+14),"GOOD 3PTR by KEGARISE,KEVIN",BSC 25-39 (+14),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
18:50,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
18:50,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
18:48,,25,,41 (+16),"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",BSC 25-41 (+16),,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
18:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
18:25,"TURNOVER  by KINNEY,JORDAN",,,,,,,"TURNOVER  by KINNEY,JORDAN",2
18:24,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
18:00,,25,,43 (+18),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 25-43 (+18),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
17:47,"GOOD LAYUP by DAVIS,ALEX(in the paint)",27,,43 (+16),,OU 27-43 (+16),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
17:35,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:31,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
17:16,,27,,45 (+18),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 27-45 (+18),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
17:04,"GOOD 3PTR by JOVAAG,BRANDEN",30,,45 (+15),,OU 30-45 (+15),,"GOOD 3PTR by JOVAAG,BRANDEN",2
--,"ASSIST  by KINNEY,JORDAN",,,,,,,"ASSIST  by KINNEY,JORDAN",2
16:49,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",2
16:45,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",2
16:43,,30,,47 (+17),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 30-47 (+17),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
16:25,"MISS LAYUP by DAVIS,ALEX",,,,,,,"MISS LAYUP by DAVIS,ALEX",2
--,"REBOUND OFF by DAVIS,ALEX",,,,,,,"REBOUND OFF by DAVIS,ALEX",2
16:11,"MISS LAYUP by KINNEY,JORDAN",,,,,,,"MISS LAYUP by KINNEY,JORDAN",2
--,"REBOUND OFF by DAVIS,ALEX",,,,,,,"REBOUND OFF by DAVIS,ALEX",2
16:08,"GOOD LAYUP by DAVIS,ALEX(in the paint)",32,,47 (+15),,OU 32-47 (+15),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
15:53,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
15:53,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",2
15:53,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
15:53,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
15:53,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
15:50,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
15:48,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
15:48,"BLOCK  by KINNEY,JORDAN",,,,,,,"BLOCK  by KINNEY,JORDAN",2
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",2
15:21,"MISS LAYUP by KINNEY,JORDAN",,,,,,,"MISS LAYUP by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
15:17,,32,,50 (+18),"GOOD 3PTR by KEGARISE,KEVIN",BSC 32-50 (+18),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
14:51,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",2
14:50,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
14:48,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
14:48,"BLOCK  by JOVAAG,BRANDEN",,,,,,,"BLOCK  by JOVAAG,BRANDEN",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
14:42,,32,,52 (+20),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 32-52 (+20),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
14:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:40,"SUB IN by HAMILTON,PRICE",,,,,,,"SUB IN by HAMILTON,PRICE",2
14:40,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
14:40,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
14:40,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
14:40,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
14:40,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",2
14:40,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
14:40,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
14:40,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
14:40,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
14:24,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",2
14:18,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
14:18,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",2
13:59,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
13:51,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",2
13:50,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
13:48,"FOUL  by PITTS,ALEC",,,,,,,"FOUL  by PITTS,ALEC",2
13:48,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
13:48,"SUB OUT by MOLINET,CHRISTIAN",,,,,,,"SUB OUT by MOLINET,CHRISTIAN",2
13:31,,,,,"MISS LAYUP by ASSANESI,KELLY",,,"MISS LAYUP by ASSANESI,KELLY",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
13:15,"MISS JUMPER by DAVIS,ALEX",,,,,,,"MISS JUMPER by DAVIS,ALEX",2
--,"REBOUND OFF by COURSON,TYLER",,,,,,,"REBOUND OFF by COURSON,TYLER",2
13:13,"TURNOVER  by COURSON,TYLER",,,,,,,"TURNOVER  by COURSON,TYLER",2
12:52,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",2
--,"REBOUND OFF by HAMILTON,PRICE",,,,,,,"REBOUND OFF by HAMILTON,PRICE",2
12:47,"MISS JUMPER by PITTS,ALEC",,,,,,,"MISS JUMPER by PITTS,ALEC",2
--,,,,,"REBOUND DEF by ASSANESI,KELLY",,,"REBOUND DEF by ASSANESI,KELLY",2
12:45,"FOUL  by COURSON,TYLER",,,,,,,"FOUL  by COURSON,TYLER",2
12:33,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by ASSANESI,KELLY",,,"REBOUND OFF by ASSANESI,KELLY",2
12:26,,,,,"MISS 3PTR by ASSANESI,KELLY",,,"MISS 3PTR by ASSANESI,KELLY",2
--,"REBOUND DEF by JOVAAG,BRANDEN",,,,,,,"REBOUND DEF by JOVAAG,BRANDEN",2
12:15,"GOOD 3PTR by PITTS,ALEC",35,,52 (+17),,OU 35-52 (+17),,"GOOD 3PTR by PITTS,ALEC",2
--,"ASSIST  by DAVIS,ALEX",,,,,,,"ASSIST  by DAVIS,ALEX",2
12:02,,,,,"TURNOVER  by ASSANESI,KELLY",,,"TURNOVER  by ASSANESI,KELLY",2
12:01,"STEAL  by COURSON,TYLER",,,,,,,"STEAL  by COURSON,TYLER",2
11:55,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
11:53,,,,,"STEAL  by ASSANESI,KELLY",,,"STEAL  by ASSANESI,KELLY",2
11:50,"FOUL  by COURSON,TYLER",,,,,,,"FOUL  by COURSON,TYLER",2
11:50,,35,,53 (+18),"GOOD FT by HOLLAND,JASON",BSC 35-53 (+18),,"GOOD FT by HOLLAND,JASON",2
11:50,,35,,54 (+19),"GOOD FT by HOLLAND,JASON",BSC 35-54 (+19),,"GOOD FT by HOLLAND,JASON",2
11:50,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
11:50,"SUB OUT by HAMILTON,PRICE",,,,,,,"SUB OUT by HAMILTON,PRICE",2
11:46,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
11:37,"MISS LAYUP by KINNEY,JORDAN",,,,,,,"MISS LAYUP by KINNEY,JORDAN",2
--,"REBOUND OFF by KINNEY,JORDAN",,,,,,,"REBOUND OFF by KINNEY,JORDAN",2
11:35,"TURNOVER  by KINNEY,JORDAN",,,,,,,"TURNOVER  by KINNEY,JORDAN",2
11:34,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
11:31,,35,,57 (+22),"GOOD 3PTR by WELCH,ROSS",BSC 35-57 (+22),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
11:22,"TURNOVER  by COURSON,TYLER",,,,,,,"TURNOVER  by COURSON,TYLER",2
11:22,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
11:22,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",2
11:22,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
11:22,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",2
11:22,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
11:22,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",2
11:05,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
11:03,"STEAL  by MOLINET,CHRISTIAN",,,,,,,"STEAL  by MOLINET,CHRISTIAN",2
11:01,"GOOD LAYUP by MOLINET,CHRISTIAN(fastbreak)(in the paint)",37,,57 (+20),,OU 37-57 (+20),,"GOOD LAYUP by MOLINET,CHRISTIAN(fastbreak)(in the paint)",2
10:51,,37,,60 (+23),"GOOD 3PTR by WELCH,ROSS",BSC 37-60 (+23),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by FREEMAN,SCHYLAR",,,"ASSIST  by FREEMAN,SCHYLAR",2
10:28,"MISS 3PTR by JOVAAG,BRANDEN",,,,,,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,"REBOUND OFF by PATRICK,DREW",,,,,,,"REBOUND OFF by PATRICK,DREW",2
10:15,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
10:15,"MISS FT by KINNEY,JORDAN",,,,,,,"MISS FT by KINNEY,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:15,"GOOD FT by KINNEY,JORDAN",38,,60 (+22),,OU 38-60 (+22),,"GOOD FT by KINNEY,JORDAN",2
09:50,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
09:47,"SUB IN by PURDY,SAM",,,,,,,"SUB IN by PURDY,SAM",2
09:47,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
09:47,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
09:47,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
09:47,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
09:47,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
09:47,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
09:47,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
09:47,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
09:47,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
09:31,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
09:31,"MISS FT by DAVIS,ALEX",,,,,,,"MISS FT by DAVIS,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:31,"MISS FT by DAVIS,ALEX",,,,,,,"MISS FT by DAVIS,ALEX",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:06,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
09:06,"STEAL  by MOLINET,CHRISTIAN",,,,,,,"STEAL  by MOLINET,CHRISTIAN",2
09:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:51,"MISS LAYUP by PATRICK,DREW",,,,,,,"MISS LAYUP by PATRICK,DREW",2
08:51,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",2
--,"REBOUND OFF by PATRICK,DREW",,,,,,,"REBOUND OFF by PATRICK,DREW",2
08:50,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
08:27,"GOOD 3PTR by PATRICK,DREW",41,,60 (+19),,OU 41-60 (+19),,"GOOD 3PTR by PATRICK,DREW",2
--,"ASSIST  by DAVIS,ALEX",,,,,,,"ASSIST  by DAVIS,ALEX",2
08:18,,,,,"TURNOVER  by MARSCHNER,BRENDAN",,,"TURNOVER  by MARSCHNER,BRENDAN",2
08:16,"STEAL  by PATRICK,DREW",,,,,,,"STEAL  by PATRICK,DREW",2
08:16,"GOOD LAYUP by PATRICK,DREW(fastbreak)(in the paint)",43,,60 (+17),,OU 43-60 (+17),,"GOOD LAYUP by PATRICK,DREW(fastbreak)(in the paint)",2
08:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:16,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
08:16,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
07:56,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
07:54,"STEAL  by PATRICK,DREW",,,,,,,"STEAL  by PATRICK,DREW",2
07:34,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
07:34,"MISS FT by DAVIS,ALEX",,,,,,,"MISS FT by DAVIS,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:34,"GOOD FT by DAVIS,ALEX",44,,60 (+16),,OU 44-60 (+16),,"GOOD FT by DAVIS,ALEX",2
07:27,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
07:25,"STEAL  by DAVIS,ALEX",,,,,,,"STEAL  by DAVIS,ALEX",2
07:23,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
07:23,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
07:19,"MISS 3PTR by PURDY,SAM",,,,,,,"MISS 3PTR by PURDY,SAM",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
06:49,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",2
06:20,,44,,62 (+18),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 44-62 (+18),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
05:57,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
05:46,"GOOD 3PTR by PATRICK,DREW",47,,62 (+15),,OU 47-62 (+15),,"GOOD 3PTR by PATRICK,DREW",2
05:16,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",2
05:09,,47,,64 (+17),"GOOD TIPIN by RICHARDS,ZAC(in the paint)",BSC 47-64 (+17),,"GOOD TIPIN by RICHARDS,ZAC(in the paint)",2
05:03,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",2
05:02,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
04:55,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
04:55,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
04:40,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",2
04:39,,,,,"STEAL  by HENRY,COLIN",,,"STEAL  by HENRY,COLIN",2
04:04,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
04:04,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
04:04,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
04:04,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
04:04,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
04:04,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
04:04,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
03:53,"GOOD JUMPER by MOLINET,CHRISTIAN",49,,64 (+15),,OU 49-64 (+15),,"GOOD JUMPER by MOLINET,CHRISTIAN",2
03:47,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",2
03:45,"STEAL  by PATRICK,DREW",,,,,,,"STEAL  by PATRICK,DREW",2
03:42,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
03:42,"MISS FT by MOLINET,CHRISTIAN",,,,,,,"MISS FT by MOLINET,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:42,"GOOD FT by MOLINET,CHRISTIAN",50,,64 (+14),,OU 50-64 (+14),,"GOOD FT by MOLINET,CHRISTIAN",2
03:42,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",2
03:42,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
03:15,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
03:15,"STEAL  by PATRICK,DREW",,,,,,,"STEAL  by PATRICK,DREW",2
03:15,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
03:15,"GOOD FT by PATRICK,DREW",51,,64 (+13),,OU 51-64 (+13),,"GOOD FT by PATRICK,DREW",2
03:15,"MISS FT by PATRICK,DREW",,,,,,,"MISS FT by PATRICK,DREW",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
03:01,,,,,"MISS 3PTR by ASSANESI,KELLY",,,"MISS 3PTR by ASSANESI,KELLY",2
--,"REBOUND DEF by MOLINET,CHRISTIAN",,,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",2
02:48,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",53,,64 (+11),,OU 53-64 (+11),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
02:28,,,,,"MISS LAYUP by ASSANESI,KELLY",,,"MISS LAYUP by ASSANESI,KELLY",2
--,,,,,"REBOUND OFF by ASSANESI,KELLY",,,"REBOUND OFF by ASSANESI,KELLY",2
02:26,,,,,"TURNOVER  by ASSANESI,KELLY",,,"TURNOVER  by ASSANESI,KELLY",2
02:26,"STEAL  by PURDY,SAM",,,,,,,"STEAL  by PURDY,SAM",2
02:26,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
02:26,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",2
02:13,"MISS JUMPER by MOLINET,CHRISTIAN",,,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
02:02,"FOUL  by PURDY,SAM",,,,,,,"FOUL  by PURDY,SAM",2
02:02,,53,,65 (+12),"GOOD FT by RICHARDS,ZAC",BSC 53-65 (+12),,"GOOD FT by RICHARDS,ZAC",2
02:02,,53,,66 (+13),"GOOD FT by RICHARDS,ZAC",BSC 53-66 (+13),,"GOOD FT by RICHARDS,ZAC",2
02:02,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",2
02:02,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
02:02,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
02:02,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
01:56,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
01:38,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
01:13,"FOUL  by MOLINET,CHRISTIAN",,,,,,,"FOUL  by MOLINET,CHRISTIAN",2
01:13,,53,,67 (+14),"GOOD FT by RICHARDS,ZAC",BSC 53-67 (+14),,"GOOD FT by RICHARDS,ZAC",2
01:13,,53,,68 (+15),"GOOD FT by RICHARDS,ZAC",BSC 53-68 (+15),,"GOOD FT by RICHARDS,ZAC",2
00:57,"MISS 3PTR by PURDY,SAM",,,,,,,"MISS 3PTR by PURDY,SAM",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
00:26,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
00:17,"MISS JUMPER by DAVIS,ALEX",,,,,,,"MISS JUMPER by DAVIS,ALEX",2
--,"REBOUND OFF by MOLINET,CHRISTIAN",,,,,,,"REBOUND OFF by MOLINET,CHRISTIAN",2
00:15,"MISS JUMPER by MOLINET,CHRISTIAN",,,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
