Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",1
13:36,,8,,10 (+2),"GOOD 3PTR by FISHER,ELI",HXM 8-10 (-2),,"GOOD 3PTR by FISHER,ELI",1
13:20,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
13:12,,8,,13 (+5),"GOOD 3PTR by FISHER,ELI",HXM 8-13 (-5),,"GOOD 3PTR by FISHER,ELI",1
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",1
12:51,"TURNOVER  by ,BRUCE BRIGHT JR",,,,,,,"TURNOVER  by ,BRUCE BRIGHT JR",1
12:47,,,,,"STEAL  by CRISWELL,SEAN",,,"STEAL  by CRISWELL,SEAN",1
12:46,"FOUL  by LOVING,JIBRI",,,,,,,"FOUL  by LOVING,JIBRI",1
12:46,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
12:46,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",1
12:46,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",1
12:46,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",1
12:46,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",1
12:46,,,,,"SUB OUT by CRISWELL,SEAN",,,"SUB OUT by CRISWELL,SEAN",1
12:43,,8,,16 (+8),"GOOD 3PTR by EATON,JACK",HXM 8-16 (-8),,"GOOD 3PTR by EATON,JACK",1
--,,,,,"ASSIST  by ABELL,STEPHEN",,,"ASSIST  by ABELL,STEPHEN",1
12:28,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",1
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",1
12:09,,,,,"MISS LAYUP by ROUSE,TREY",,,"MISS LAYUP by ROUSE,TREY",1
--,,,,,"REBOUND OFF by EATON,JACK",,,"REBOUND OFF by EATON,JACK",1
11:42,,,,,"MISS LAYUP by CALAMESE,MICHAEL",,,"MISS LAYUP by CALAMESE,MICHAEL",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
11:33,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
11:17,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",1
11:17,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:17,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:17,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",1
11:17,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",1
11:17,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
11:17,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",1
11:17,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",1
11:02,,8,,19 (+11),"GOOD 3PTR by ROUSE,TREY",HXM 8-19 (-11),,"GOOD 3PTR by ROUSE,TREY",1
10:41,"MISS 3PTR by MOORE,KADEN",,,,,,,"MISS 3PTR by MOORE,KADEN",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
10:32,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",1
10:32,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
10:32,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",1
10:32,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",1
10:32,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
10:27,,8,,21 (+13),"GOOD JUMPER by FISHER,ELI",HXM 8-21 (-13),,"GOOD JUMPER by FISHER,ELI",1
10:16,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",1
10:14,,,,,"STEAL  by EATON,JACK",,,"STEAL  by EATON,JACK",1
10:05,,8,,23 (+15),"GOOD JUMPER by BRASFIELD,KAM",HXM 8-23 (-15),,"GOOD JUMPER by BRASFIELD,KAM",1
--,,,,,"ASSIST  by ROUSE,TREY",,,"ASSIST  by ROUSE,TREY",1
09:48,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",10,,23 (+13),,17BSC-M 10-23 (-13),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"ASSIST  by YANCEY,RICH",,,,,,,"ASSIST  by YANCEY,RICH",1
09:48,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",1
09:48,"MISS FT by STEWART,CHRISTIAN",,,,,,,"MISS FT by STEWART,CHRISTIAN",1
--,"REBOUND OFF by DENBESTEN,COLE",,,,,,,"REBOUND OFF by DENBESTEN,COLE",1
09:48,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
09:48,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",12,,23 (+11),,17BSC-M 12-23 (-11),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
09:48,,12,,26 (+14),"GOOD 3PTR by FISHER,ELI",HXM 12-26 (-14),,"GOOD 3PTR by FISHER,ELI",1
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",1
09:48,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",1
09:48,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",1
09:48,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",1
09:48,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",1
09:42,"FOUL  by DENBESTEN,COLE",,,,,,,"FOUL  by DENBESTEN,COLE",1
09:31,"SUB IN by ,BRUCE BRIGHT JR",,,,,,,"SUB IN by ,BRUCE BRIGHT JR",1
09:31,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",1
09:31,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",1
09:31,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",1
09:17,,12,,29 (+17),"GOOD 3PTR by FISHER,ELI",HXM 12-29 (-17),,"GOOD 3PTR by FISHER,ELI",1
09:05,"GOOD LAYUP by YANCEY,RICH(in the paint)",14,,29 (+15),,17BSC-M 14-29 (-15),,"GOOD LAYUP by YANCEY,RICH(in the paint)",1
09:05,,,,,"FOUL  by FISHER,ELI",,,"FOUL  by FISHER,ELI",1
09:05,"MISS FT by YANCEY,RICH",,,,,,,"MISS FT by YANCEY,RICH",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
09:05,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
09:05,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
08:49,,14,,31 (+17),"GOOD LAYUP by LINK,JACOB(in the paint)",HXM 14-31 (-17),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",1
08:41,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",16,,31 (+15),,17BSC-M 16-31 (-15),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
--,"ASSIST  by MURPHY,JUWAN",,,,,,,"ASSIST  by MURPHY,JUWAN",1
08:29,"FOUL  by MURPHY,JUWAN",,,,,,,"FOUL  by MURPHY,JUWAN",1
08:29,,,,,"MISS FT by BRASFIELD,KAM",,,"MISS FT by BRASFIELD,KAM",1
--,"REBOUND DEF by ,BRUCE BRIGHT JR",,,,,,,"REBOUND DEF by ,BRUCE BRIGHT JR",1
08:29,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
08:29,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",1
08:15,"GOOD 3PTR by DENEKA,HARRISON",19,,31 (+12),,17BSC-M 19-31 (-12),,"GOOD 3PTR by DENEKA,HARRISON",1
--,"ASSIST  by YANCEY,RICH",,,,,,,"ASSIST  by YANCEY,RICH",1
07:55,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",1
07:55,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
07:55,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",1
07:55,"SUB OUT by ,BRUCE BRIGHT JR",,,,,,,"SUB OUT by ,BRUCE BRIGHT JR",1
07:55,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",1
07:55,,,,,"SUB OUT by FISHER,ELI",,,"SUB OUT by FISHER,ELI",1
07:40,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
07:11,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",1
06:54,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",1
06:35,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",1
06:35,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",1
06:35,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",1
06:28,"GOOD 3PTR by DENEKA,HARRISON",22,,31 (+9),,17BSC-M 22-31 (-9),,"GOOD 3PTR by DENEKA,HARRISON",1
--,"ASSIST  by MURPHY,JUWAN",,,,,,,"ASSIST  by MURPHY,JUWAN",1
06:16,,,,,"MISS 3PTR by FISHER,ELI",,,"MISS 3PTR by FISHER,ELI",1
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",1
06:05,"MISS LAYUP by SPENCE,BEN",,,,,,,"MISS LAYUP by SPENCE,BEN",1
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",1
05:55,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",1
05:55,,22,,32 (+10),"GOOD FT by BRASFIELD,KAM",HXM 22-32 (-10),,"GOOD FT by BRASFIELD,KAM",1
05:55,,,,,"MISS FT by BRASFIELD,KAM",,,"MISS FT by BRASFIELD,KAM",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
05:55,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",1
05:55,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
05:55,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
05:55,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",1
05:55,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",1
05:55,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",1
05:36,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",24,,32 (+8),,17BSC-M 24-32 (-8),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
05:22,,24,,34 (+10),"GOOD LAYUP by CRISWELL,SEAN(in the paint)",HXM 24-34 (-10),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",1
05:12,,,,,"FOUL  by CRISWELL,SEAN",,,"FOUL  by CRISWELL,SEAN",1
05:12,"GOOD FT by DENEKA,HARRISON",25,,34 (+9),,17BSC-M 25-34 (-9),,"GOOD FT by DENEKA,HARRISON",1
05:12,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by FISHER,ELI",,,"REBOUND DEF by FISHER,ELI",1
05:12,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",1
05:12,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
05:12,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
05:12,"SUB OUT by MURPHY,JUWAN",,,,,,,"SUB OUT by MURPHY,JUWAN",1
04:55,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",1
04:55,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",1
04:55,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",1
04:42,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",1
04:42,,,,,"BLOCK  by CRISWELL,SEAN",,,"BLOCK  by CRISWELL,SEAN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
04:26,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",1
04:18,,25,,36 (+11),"GOOD LAYUP by SMITH,PRESTON(in the paint)",HXM 25-36 (-11),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",1
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",1
04:08,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
04:04,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",1
04:04,"MISS FT by LOVING,JIBRI",,,,,,,"MISS FT by LOVING,JIBRI",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:04,"MISS FT by LOVING,JIBRI",,,,,,,"MISS FT by LOVING,JIBRI",1
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",1
04:04,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",1
04:04,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",1
04:04,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",1
04:04,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
04:00,,,,,"MISS 3PTR by FISHER,ELI",,,"MISS 3PTR by FISHER,ELI",1
--,"REBOUND DEF by MURPHY,JUWAN",,,,,,,"REBOUND DEF by MURPHY,JUWAN",1
03:32,"MISS 3PTR by MURPHY,JUWAN",,,,,,,"MISS 3PTR by MURPHY,JUWAN",1
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",1
03:18,"GOOD LAYUP by YANCEY,RICH(in the paint)",27,,36 (+9),,17BSC-M 27-36 (-9),,"GOOD LAYUP by YANCEY,RICH(in the paint)",1
03:18,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",1
03:18,"MISS FT by YANCEY,RICH",,,,,,,"MISS FT by YANCEY,RICH",1
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",1
03:18,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",1
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",1
03:18,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
03:18,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",1
03:18,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
03:18,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",1
03:15,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",29,,36 (+7),,17BSC-M 29-36 (-7),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",1
02:49,,29,,38 (+9),"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HXM 29-38 (-9),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",1
02:42,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
02:42,"GOOD FT by MURPHY,JUWAN",30,,38 (+8),,17BSC-M 30-38 (-8),,"GOOD FT by MURPHY,JUWAN",1
02:42,"GOOD FT by MURPHY,JUWAN",31,,38 (+7),,17BSC-M 31-38 (-7),,"GOOD FT by MURPHY,JUWAN",1
02:23,"FOUL  by DENBESTEN,COLE",,,,,,,"FOUL  by DENBESTEN,COLE",1
02:23,,31,,39 (+8),"GOOD FT by SMITH,PRESTON",HXM 31-39 (-8),,"GOOD FT by SMITH,PRESTON",1
02:23,,31,,40 (+9),"GOOD FT by SMITH,PRESTON",HXM 31-40 (-9),,"GOOD FT by SMITH,PRESTON",1
02:07,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",33,,40 (+7),,17BSC-M 33-40 (-7),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
01:49,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",1
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",1
01:34,"GOOD 3PTR by DENEKA,HARRISON",36,,40 (+4),,17BSC-M 36-40 (-4),,"GOOD 3PTR by DENEKA,HARRISON",1
--,"ASSIST  by YANCEY,RICH",,,,,,,"ASSIST  by YANCEY,RICH",1
01:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:55,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
00:55,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",1
00:48,,,,,"MISS 3PTR by FISHER,ELI",,,"MISS 3PTR by FISHER,ELI",1
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",1
00:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:30,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",1
00:30,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
00:15,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",1
