Time Remaining,TU-M,Away Team Score,Play Team Indicator,Home Team Score,17BSC-M,Game Score,Team Indicator,Play,Period
18:28,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by THEOBALD,COOPER",,,,,,,"REBOUND DEF by THEOBALD,COOPER",2
18:19,"MISS LAYUP by SCHMITT,GABE",,,,,,,"MISS LAYUP by SCHMITT,GABE",2
--,"REBOUND OFF by THEOBALD,COOPER",,,,,,,"REBOUND OFF by THEOBALD,COOPER",2
18:15,"GOOD LAYUP by TRIMBLE,DREW(in the paint)",41 (+8),,33,,TU-M 41-33 (-8),,"GOOD LAYUP by TRIMBLE,DREW(in the paint)",2
18:13,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
18:13,,41 (+7),,34,"GOOD FT by BAK,CALVIN",17BSC-M 41-34 (-7),,"GOOD FT by BAK,CALVIN",2
18:13,,41 (+6),,35,"GOOD FT by BAK,CALVIN",17BSC-M 41-35 (-6),,"GOOD FT by BAK,CALVIN",2
17:53,,41 (+3),,38,"GOOD 3PTR by BAK,CALVIN",17BSC-M 41-38 (-3),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by YANCEY,RICH",,,"ASSIST  by YANCEY,RICH",2
17:25,"GOOD JUMPER by TRIMBLE,DREW(in the paint)",43 (+5),,38,,TU-M 43-38 (-5),,"GOOD JUMPER by TRIMBLE,DREW(in the paint)",2
17:07,,43 (+3),,40,"GOOD JUMPER by RUDAK,MATEUSZ(in the paint)",17BSC-M 43-40 (-3),,"GOOD JUMPER by RUDAK,MATEUSZ(in the paint)",2
16:54,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",45 (+5),,40,,TU-M 45-40 (-5),,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",2
16:54,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
16:54,"MISS FT by JEFFERSON,MICHAEL",,,,,,,"MISS FT by JEFFERSON,MICHAEL",2
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",2
16:54,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
16:54,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
16:54,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
16:54,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
16:54,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
16:54,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",2
16:46,"FOUL  by THEOBALD,COOPER",,,,,,,"FOUL  by THEOBALD,COOPER",2
16:46,,,,,"MISS FT by MURPHY,JUWAN",,,"MISS FT by MURPHY,JUWAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:46,,,,,"MISS FT by MURPHY,JUWAN",,,"MISS FT by MURPHY,JUWAN",2
--,"REBOUND DEF by THEOBALD,COOPER",,,,,,,"REBOUND DEF by THEOBALD,COOPER",2
16:26,"MISS JUMPER by TRIMBLE,DREW",,,,,,,"MISS JUMPER by TRIMBLE,DREW",2
--,,,,,"REBOUND DEF by MURPHY,JUWAN",,,"REBOUND DEF by MURPHY,JUWAN",2
16:02,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
16:02,"BLOCK  by GULLETT,KYLE",,,,,,,"BLOCK  by GULLETT,KYLE",2
--,"REBOUND DEF by THEOBALD,COOPER",,,,,,,"REBOUND DEF by THEOBALD,COOPER",2
15:53,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
15:53,"GOOD FT by JEFFERSON,MICHAEL",46 (+6),,40,,TU-M 46-40 (-6),,"GOOD FT by JEFFERSON,MICHAEL",2
15:53,"GOOD FT by JEFFERSON,MICHAEL",47 (+7),,40,,TU-M 47-40 (-7),,"GOOD FT by JEFFERSON,MICHAEL",2
15:39,"FOUL  by JEFFERSON,MICHAEL",,,,,,,"FOUL  by JEFFERSON,MICHAEL",2
15:36,"FOUL  by THEOBALD,COOPER",,,,,,,"FOUL  by THEOBALD,COOPER",2
15:32,"FOUL  by GULLETT,KYLE",,,,,,,"FOUL  by GULLETT,KYLE",2
15:32,,47 (+6),,41,"GOOD FT by SPENCE,BEN",17BSC-M 47-41 (-6),,"GOOD FT by SPENCE,BEN",2
15:32,,47 (+5),,42,"GOOD FT by SPENCE,BEN",17BSC-M 47-42 (-5),,"GOOD FT by SPENCE,BEN",2
15:18,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
15:18,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
15:18,,,,,"SUB IN by DENBESTIN,COLE",,,"SUB IN by DENBESTIN,COLE",2
15:18,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",2
15:18,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",2
15:18,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
15:18,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
15:17,"MISS 3PTR by GULLETT,KYLE",,,,,,,"MISS 3PTR by GULLETT,KYLE",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
15:07,,,,,"TURNOVER  by ALLISON,ZACH",,,"TURNOVER  by ALLISON,ZACH",2
15:06,"STEAL  by TRIMBLE,DREW",,,,,,,"STEAL  by TRIMBLE,DREW",2
15:03,"FOUL  by TRIMBLE,DREW",,,,,,,"FOUL  by TRIMBLE,DREW",2
15:03,"TURNOVER  by TRIMBLE,DREW",,,,,,,"TURNOVER  by TRIMBLE,DREW",2
15:03,"SUB IN by SCHUH,BO",,,,,,,"SUB IN by SCHUH,BO",2
15:03,"SUB OUT by TRIMBLE,DREW",,,,,,,"SUB OUT by TRIMBLE,DREW",2
14:57,,47 (+2),,45,"GOOD 3PTR by DENBESTIN,COLE",17BSC-M 47-45 (-2),,"GOOD 3PTR by DENBESTIN,COLE",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
14:36,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
14:36,"MISS FT by GULLETT,KYLE",,,,,,,"MISS FT by GULLETT,KYLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:36,"GOOD FT by GULLETT,KYLE",48 (+3),,45,,TU-M 48-45 (-3),,"GOOD FT by GULLETT,KYLE",2
14:17,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",2
--,"REBOUND DEF by GULLETT,KYLE",,,,,,,"REBOUND DEF by GULLETT,KYLE",2
14:11,,,,,"FOUL  by GONDA,MATT",,,"FOUL  by GONDA,MATT",2
14:10,"TURNOVER  by THEOBALD,COOPER",,,,,,,"TURNOVER  by THEOBALD,COOPER",2
14:07,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",2
13:43,,48 (+1),,47,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",17BSC-M 48-47 (-1),,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",2
13:22,"GOOD JUMPER by JEFFERSON,MICHAEL(in the paint)",50 (+3),,47,,TU-M 50-47 (-3),,"GOOD JUMPER by JEFFERSON,MICHAEL(in the paint)",2
13:07,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
--,"REBOUND DEF by GULLETT,KYLE",,,,,,,"REBOUND DEF by GULLETT,KYLE",2
12:58,"GOOD 3PTR by SCHUH,BO(fastbreak)",53 (+6),,47,,TU-M 53-47 (-6),,"GOOD 3PTR by SCHUH,BO(fastbreak)",2
--,"ASSIST  by GULLETT,KYLE",,,,,,,"ASSIST  by GULLETT,KYLE",2
12:42,"FOUL  by THEOBALD,COOPER",,,,,,,"FOUL  by THEOBALD,COOPER",2
12:42,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by TWENTY,DEVIN",,,,,,,"REBOUND DEF by TWENTY,DEVIN",2
12:42,"SUB IN by TWENTY,DEVIN",,,,,,,"SUB IN by TWENTY,DEVIN",2
12:42,"SUB OUT by THEOBALD,COOPER",,,,,,,"SUB OUT by THEOBALD,COOPER",2
12:42,,,,,"SUB IN by RUDAK,MATEUSZ",,,"SUB IN by RUDAK,MATEUSZ",2
12:42,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
12:42,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
12:42,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
12:24,"GOOD 3PTR by SCHUH,BO",56 (+9),,47,,TU-M 56-47 (-9),,"GOOD 3PTR by SCHUH,BO",2
--,"ASSIST  by SCHMITT,GABE",,,,,,,"ASSIST  by SCHMITT,GABE",2
12:16,,56 (+6),,50,"GOOD 3PTR by YANCEY,RICH(fastbreak)",17BSC-M 56-50 (-6),,"GOOD 3PTR by YANCEY,RICH(fastbreak)",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
11:58,"MISS 3PTR by SCHUH,BO",,,,,,,"MISS 3PTR by SCHUH,BO",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
11:48,"FOUL  by TWENTY,DEVIN",,,,,,,"FOUL  by TWENTY,DEVIN",2
11:48,,,,,"MISS FT by ALLISON,ZACH",,,"MISS FT by ALLISON,ZACH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:48,,,,,"MISS FT by ALLISON,ZACH",,,"MISS FT by ALLISON,ZACH",2
--,"REBOUND DEF by SCHUH,BO",,,,,,,"REBOUND DEF by SCHUH,BO",2
11:48,"SUB IN by MCKINNEY,SPENCER",,,,,,,"SUB IN by MCKINNEY,SPENCER",2
11:48,"SUB OUT by SCHMITT,GABE",,,,,,,"SUB OUT by SCHMITT,GABE",2
11:32,"MISS LAYUP by MCKINNEY,SPENCER",,,,,,,"MISS LAYUP by MCKINNEY,SPENCER",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
11:04,"FOUL  by SCHUH,BO",,,,,,,"FOUL  by SCHUH,BO",2
11:04,,56 (+5),,51,"GOOD FT by RUDAK,MATEUSZ",17BSC-M 56-51 (-5),,"GOOD FT by RUDAK,MATEUSZ",2
11:04,,56 (+4),,52,"GOOD FT by RUDAK,MATEUSZ",17BSC-M 56-52 (-4),,"GOOD FT by RUDAK,MATEUSZ",2
11:04,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
11:04,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",2
10:55,"TURNOVER  by MCKINNEY,SPENCER",,,,,,,"TURNOVER  by MCKINNEY,SPENCER",2
10:53,,,,,"STEAL  by YANCEY,RICH",,,"STEAL  by YANCEY,RICH",2
10:47,,,,,"TURNOVER  by YANCEY,RICH",,,"TURNOVER  by YANCEY,RICH",2
10:47,"SUB IN by SCHMITT,GABE",,,,,,,"SUB IN by SCHMITT,GABE",2
10:47,"SUB OUT by MCKINNEY,SPENCER",,,,,,,"SUB OUT by MCKINNEY,SPENCER",2
10:37,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",58 (+6),,52,,TU-M 58-52 (-6),,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",2
10:29,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
10:09,"MISS JUMPER by GULLETT,KYLE",,,,,,,"MISS JUMPER by GULLETT,KYLE",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
09:55,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",2
09:55,,,,,"TURNOVER  by RUDAK,MATEUSZ",,,"TURNOVER  by RUDAK,MATEUSZ",2
09:55,"SUB IN by TRIMBLE,DREW",,,,,,,"SUB IN by TRIMBLE,DREW",2
09:55,"SUB OUT by SCHUH,BO",,,,,,,"SUB OUT by SCHUH,BO",2
09:55,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
09:55,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
09:55,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
09:55,,,,,"SUB OUT by DENBESTIN,COLE",,,"SUB OUT by DENBESTIN,COLE",2
09:41,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
09:41,"GOOD FT by TWENTY,DEVIN",59 (+7),,52,,TU-M 59-52 (-7),,"GOOD FT by TWENTY,DEVIN",2
09:41,"GOOD FT by TWENTY,DEVIN",60 (+8),,52,,TU-M 60-52 (-8),,"GOOD FT by TWENTY,DEVIN",2
09:24,,,,,"TURNOVER  by RUDAK,MATEUSZ",,,"TURNOVER  by RUDAK,MATEUSZ",2
09:22,"STEAL  by JEFFERSON,MICHAEL",,,,,,,"STEAL  by JEFFERSON,MICHAEL",2
09:16,"MISS 3PTR by GULLETT,KYLE",,,,,,,"MISS 3PTR by GULLETT,KYLE",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
08:49,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
08:49,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
08:49,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
08:39,"MISS 3PTR by TWENTY,DEVIN",,,,,,,"MISS 3PTR by TWENTY,DEVIN",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
08:25,"FOUL  by JEFFERSON,MICHAEL",,,,,,,"FOUL  by JEFFERSON,MICHAEL",2
08:25,,,,,"MISS FT by RUDAK,MATEUSZ",,,"MISS FT by RUDAK,MATEUSZ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:25,,60 (+7),,53,"GOOD FT by RUDAK,MATEUSZ",17BSC-M 60-53 (-7),,"GOOD FT by RUDAK,MATEUSZ",2
07:58,"MISS JUMPER by SCHMITT,GABE",,,,,,,"MISS JUMPER by SCHMITT,GABE",2
--,,,,,"REBOUND DEF by BAK,CALVIN",,,"REBOUND DEF by BAK,CALVIN",2
07:46,"FOUL  by JEFFERSON,MICHAEL",,,,,,,"FOUL  by JEFFERSON,MICHAEL",2
07:46,,,,,"MISS FT by YANCEY,RICH",,,"MISS FT by YANCEY,RICH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:46,,60 (+6),,54,"GOOD FT by YANCEY,RICH",17BSC-M 60-54 (-6),,"GOOD FT by YANCEY,RICH",2
07:46,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",2
07:46,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
07:46,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
07:46,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",2
07:27,"TURNOVER  by TWENTY,DEVIN",,,,,,,"TURNOVER  by TWENTY,DEVIN",2
07:26,,,,,"STEAL  by ALLISON,ZACH",,,"STEAL  by ALLISON,ZACH",2
07:24,"FOUL  by TWENTY,DEVIN",,,,,,,"FOUL  by TWENTY,DEVIN",2
07:24,,60 (+5),,55,"GOOD FT by ALLISON,ZACH",17BSC-M 60-55 (-5),,"GOOD FT by ALLISON,ZACH",2
07:24,,60 (+4),,56,"GOOD FT by ALLISON,ZACH",17BSC-M 60-56 (-4),,"GOOD FT by ALLISON,ZACH",2
07:24,"SUB IN by BURGESS,TRISTAN",,,,,,,"SUB IN by BURGESS,TRISTAN",2
07:24,"SUB OUT by TWENTY,DEVIN",,,,,,,"SUB OUT by TWENTY,DEVIN",2
07:04,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",62 (+6),,56,,TU-M 62-56 (-6),,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",2
06:45,,62 (+4),,58,"GOOD JUMPER by SPENCE,BEN(in the paint)",17BSC-M 62-58 (-4),,"GOOD JUMPER by SPENCE,BEN(in the paint)",2
06:31,"MISS 3PTR by BURGESS,TRISTAN",,,,,,,"MISS 3PTR by BURGESS,TRISTAN",2
--,,,,,"REBOUND DEF by ALLISON,ZACH",,,"REBOUND DEF by ALLISON,ZACH",2
06:20,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by SCHMITT,GABE",,,,,,,"REBOUND DEF by SCHMITT,GABE",2
06:05,"MISS JUMPER by GULLETT,KYLE",,,,,,,"MISS JUMPER by GULLETT,KYLE",2
--,"REBOUND OFF by TRIMBLE,DREW",,,,,,,"REBOUND OFF by TRIMBLE,DREW",2
06:01,"GOOD TIPIN by TRIMBLE,DREW(in the paint)",64 (+6),,58,,TU-M 64-58 (-6),,"GOOD TIPIN by TRIMBLE,DREW(in the paint)",2
06:01,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:52,"FOUL  by SCHMITT,GABE",,,,,,,"FOUL  by SCHMITT,GABE",2
05:52,,64 (+5),,59,"GOOD FT by DENBESTIN,COLE",17BSC-M 64-59 (-5),,"GOOD FT by DENBESTIN,COLE",2
05:52,,64 (+4),,60,"GOOD FT by DENBESTIN,COLE",17BSC-M 64-60 (-4),,"GOOD FT by DENBESTIN,COLE",2
05:52,,,,,"SUB IN by DENBESTIN,COLE",,,"SUB IN by DENBESTIN,COLE",2
05:52,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
05:41,"GOOD LAYUP by TRIMBLE,DREW(in the paint)",66 (+6),,60,,TU-M 66-60 (-6),,"GOOD LAYUP by TRIMBLE,DREW(in the paint)",2
--,"ASSIST  by SCHMITT,GABE",,,,,,,"ASSIST  by SCHMITT,GABE",2
05:31,,66 (+4),,62,"GOOD LAYUP by ALLISON,ZACH(in the paint)",17BSC-M 66-62 (-4),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
05:19,"TURNOVER  by TRIMBLE,DREW",,,,,,,"TURNOVER  by TRIMBLE,DREW",2
05:18,,,,,"STEAL  by SPENCE,BEN",,,"STEAL  by SPENCE,BEN",2
05:13,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
05:13,"SUB IN by THEOBALD,COOPER",,,,,,,"SUB IN by THEOBALD,COOPER",2
05:13,"SUB IN by SCHUH,BO",,,,,,,"SUB IN by SCHUH,BO",2
05:13,"SUB OUT by BURGESS,TRISTAN",,,,,,,"SUB OUT by BURGESS,TRISTAN",2
05:13,"SUB OUT by TRIMBLE,DREW",,,,,,,"SUB OUT by TRIMBLE,DREW",2
05:13,,,,,"SUB IN by RUDAK,MATEUSZ",,,"SUB IN by RUDAK,MATEUSZ",2
05:13,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
04:43,"GOOD JUMPER by GULLETT,KYLE",68 (+6),,62,,TU-M 68-62 (-6),,"GOOD JUMPER by GULLETT,KYLE",2
--,"ASSIST  by JEFFERSON,MICHAEL",,,,,,,"ASSIST  by JEFFERSON,MICHAEL",2
04:21,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by SCHMITT,GABE",,,,,,,"REBOUND DEF by SCHMITT,GABE",2
04:08,"MISS 3PTR by SCHUH,BO",,,,,,,"MISS 3PTR by SCHUH,BO",2
--,,,,,"REBOUND DEF by GONDA,MATT",,,"REBOUND DEF by GONDA,MATT",2
04:00,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",2
--,"REBOUND DEF by JEFFERSON,MICHAEL",,,,,,,"REBOUND DEF by JEFFERSON,MICHAEL",2
03:32,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",70 (+8),,62,,TU-M 70-62 (-8),,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",2
03:24,,70 (+6),,64,"GOOD LAYUP by ALLISON,ZACH(fastbreak)(in the paint)",17BSC-M 70-64 (-6),,"GOOD LAYUP by ALLISON,ZACH(fastbreak)(in the paint)",2
03:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:23,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
03:23,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
03:23,,,,,"SUB OUT by DENBESTIN,COLE",,,"SUB OUT by DENBESTIN,COLE",2
03:23,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
03:04,"MISS 3PTR by SCHMITT,GABE",,,,,,,"MISS 3PTR by SCHMITT,GABE",2
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",2
02:58,,,,,"TURNOVER  by RUDAK,MATEUSZ",,,"TURNOVER  by RUDAK,MATEUSZ",2
02:57,"STEAL  by JEFFERSON,MICHAEL",,,,,,,"STEAL  by JEFFERSON,MICHAEL",2
02:32,"MISS JUMPER by GULLETT,KYLE",,,,,,,"MISS JUMPER by GULLETT,KYLE",2
02:32,,,,,"BLOCK  by RUDAK,MATEUSZ",,,"BLOCK  by RUDAK,MATEUSZ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:14,,70 (+3),,67,"GOOD 3PTR by BAK,CALVIN",17BSC-M 70-67 (-3),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
01:40,"TURNOVER  by THEOBALD,COOPER",,,,,,,"TURNOVER  by THEOBALD,COOPER",2
01:18,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",2
01:18,,,,,"TURNOVER  by RUDAK,MATEUSZ",,,"TURNOVER  by RUDAK,MATEUSZ",2
01:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:04,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:57,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",2
00:57,"GOOD FT by JEFFERSON,MICHAEL",71 (+4),,67,,TU-M 71-67 (-4),,"GOOD FT by JEFFERSON,MICHAEL",2
00:57,"GOOD FT by JEFFERSON,MICHAEL",72 (+5),,67,,TU-M 72-67 (-5),,"GOOD FT by JEFFERSON,MICHAEL",2
00:53,,,,,"MISS 3PTR by ALLISON,ZACH",,,"MISS 3PTR by ALLISON,ZACH",2
--,"REBOUND DEF by SCHUH,BO",,,,,,,"REBOUND DEF by SCHUH,BO",2
00:43,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",2
00:43,"GOOD FT by GULLETT,KYLE",73 (+6),,67,,TU-M 73-67 (-6),,"GOOD FT by GULLETT,KYLE",2
00:43,"GOOD FT by GULLETT,KYLE",74 (+7),,67,,TU-M 74-67 (-7),,"GOOD FT by GULLETT,KYLE",2
00:43,,,,,"SUB IN by DENBESTIN,COLE",,,"SUB IN by DENBESTIN,COLE",2
00:43,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
00:43,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
00:43,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",2
00:34,,,,,"MISS LAYUP by BAK,CALVIN",,,"MISS LAYUP by BAK,CALVIN",2
--,"REBOUND DEF by SCHMITT,GABE",,,,,,,"REBOUND DEF by SCHMITT,GABE",2
00:30,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
00:30,"GOOD FT by SCHMITT,GABE",75 (+8),,67,,TU-M 75-67 (-8),,"GOOD FT by SCHMITT,GABE",2
00:30,"GOOD FT by SCHMITT,GABE",76 (+9),,67,,TU-M 76-67 (-9),,"GOOD FT by SCHMITT,GABE",2
00:17,,76 (+7),,69,"GOOD LAYUP by BAK,CALVIN(in the paint)",17BSC-M 76-69 (-7),,"GOOD LAYUP by BAK,CALVIN(in the paint)",2
00:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:16,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
00:16,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
00:16,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
00:16,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
00:13,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
00:13,"GOOD FT by THEOBALD,COOPER",77 (+8),,69,,TU-M 77-69 (-8),,"GOOD FT by THEOBALD,COOPER",2
00:13,"GOOD FT by THEOBALD,COOPER",78 (+9),,69,,TU-M 78-69 (-9),,"GOOD FT by THEOBALD,COOPER",2
00:13,"SUB IN by MCKINNEY,SPENCER",,,,,,,"SUB IN by MCKINNEY,SPENCER",2
00:13,"SUB OUT by THEOBALD,COOPER",,,,,,,"SUB OUT by THEOBALD,COOPER",2
00:13,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
00:13,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
00:08,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by SCHUH,BO",,,,,,,"REBOUND DEF by SCHUH,BO",2
