Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
03:31,,27,,40 (+13),"GOOD JUMPER by PINES,KYANTE",HCM 27-40 (-13),,"GOOD JUMPER by PINES,KYANTE",1
03:31,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
03:31,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",1
03:31,,,,,"MISS FT by BOYD,CAM",,,"MISS FT by BOYD,CAM",1
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",1
03:31,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",1
03:31,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",1
03:31,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
03:31,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",1
03:31,,,,,"SUB IN by GRAVES,JOHN JAY",,,"SUB IN by GRAVES,JOHN JAY",1
03:31,,,,,"SUB IN by ELMORE,TC",,,"SUB IN by ELMORE,TC",1
03:31,,,,,"SUB OUT by MCLEAN,BRANDON",,,"SUB OUT by MCLEAN,BRANDON",1
03:31,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",1
03:23,"TURNOVER  by RUDAK,MATEUSZ",,,,,,,"TURNOVER  by RUDAK,MATEUSZ",1
03:22,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",1
02:56,,,,,"MISS LAYUP by GRAVES,JOHN JAY",,,"MISS LAYUP by GRAVES,JOHN JAY",1
--,,,,,"REBOUND OFF by ELMORE,TC",,,"REBOUND OFF by ELMORE,TC",1
02:51,,,,,"MISS LAYUP by ELMORE,TC",,,"MISS LAYUP by ELMORE,TC",1
02:51,"BLOCK  by DENEKA,HARRISON",,,,,,,"BLOCK  by DENEKA,HARRISON",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
02:37,,,,,"FOUL  by ELMORE,TC",,,"FOUL  by ELMORE,TC",1
02:37,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:37,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by MCLEAN,BRANDON",,,"REBOUND DEF by MCLEAN,BRANDON",1
02:37,,,,,"SUB IN by MCLEAN,BRANDON",,,"SUB IN by MCLEAN,BRANDON",1
02:37,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",1
02:37,,,,,"SUB OUT by GRAVES,JOHN JAY",,,"SUB OUT by GRAVES,JOHN JAY",1
02:37,,,,,"SUB OUT by PINES,KYANTE",,,"SUB OUT by PINES,KYANTE",1
02:25,,,,,"MISS LAYUP by ELMORE,TC",,,"MISS LAYUP by ELMORE,TC",1
--,,,,,"REBOUND OFF by BOYD,CAM",,,"REBOUND OFF by BOYD,CAM",1
02:21,,,,,"MISS LAYUP by MCLEAN,BRANDON",,,"MISS LAYUP by MCLEAN,BRANDON",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
02:14,"GOOD 3PTR by BAK,CALVIN(fastbreak)(in the paint)",30,,40 (+10),,17BSC-M 30-40 (-10),,"GOOD 3PTR by BAK,CALVIN(fastbreak)(in the paint)",1
02:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:00,,30,,42 (+12),"GOOD DUNK by MCLEAN,BRANDON(in the paint)",HCM 30-42 (-12),,"GOOD DUNK by MCLEAN,BRANDON(in the paint)",1
--,,,,,"ASSIST  by BOYD,CAM",,,"ASSIST  by BOYD,CAM",1
01:50,"MISS LAYUP by ALLISON,ZACH",,,,,,,"MISS LAYUP by ALLISON,ZACH",1
01:50,,,,,"BLOCK  by ELMORE,TC",,,"BLOCK  by ELMORE,TC",1
--,,,,,"REBOUND DEF by ELMORE,TC",,,"REBOUND DEF by ELMORE,TC",1
01:38,,30,,45 (+15),"GOOD 3PTR by ELMORE,TC",HCM 30-45 (-15),,"GOOD 3PTR by ELMORE,TC",1
--,,,,,"ASSIST  by KING,ISAIAH",,,"ASSIST  by KING,ISAIAH",1
01:18,"MISS LAYUP by BAK,CALVIN",,,,,,,"MISS LAYUP by BAK,CALVIN",1
--,,,,,"REBOUND DEF by BOYD,CAM",,,"REBOUND DEF by BOYD,CAM",1
01:12,,,,,"MISS 3PTR by ELMORE,TC",,,"MISS 3PTR by ELMORE,TC",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
01:06,"FOUL  by ALLISON,ZACH",,,,,,,"FOUL  by ALLISON,ZACH",1
01:06,,,,,"MISS FT by MCLEAN,BRANDON",,,"MISS FT by MCLEAN,BRANDON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:06,,30,,46 (+16),"GOOD FT by MCLEAN,BRANDON",HCM 30-46 (-16),,"GOOD FT by MCLEAN,BRANDON",1
01:06,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",1
01:06,,,,,"SUB OUT by BOYD,CAM",,,"SUB OUT by BOYD,CAM",1
00:42,"GOOD JUMPER by BAK,CALVIN(in the paint)",32,,46 (+14),,17BSC-M 32-46 (-14),,"GOOD JUMPER by BAK,CALVIN(in the paint)",1
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",1
00:12,,32,,48 (+16),"GOOD JUMPER by KING,ISAIAH(in the paint)",HCM 32-48 (-16),,"GOOD JUMPER by KING,ISAIAH(in the paint)",1
00:01,"GOOD LAYUP by SPENCE,BEN(in the paint)",34,,48 (+14),,17BSC-M 34-48 (-14),,"GOOD LAYUP by SPENCE,BEN(in the paint)",1
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",1
19:47,"TURNOVER  by ALLISON,ZACH",,,,,,,"TURNOVER  by ALLISON,ZACH",2
19:46,,,,,"STEAL  by MCLEAN,BRANDON",,,"STEAL  by MCLEAN,BRANDON",2
19:42,,,,,"MISS JUMPER by ELMORE,TC",,,"MISS JUMPER by ELMORE,TC",2
--,,,,,"REBOUND OFF by MCLEAN,BRANDON",,,"REBOUND OFF by MCLEAN,BRANDON",2
19:34,,34,,50 (+16),"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",HCM 34-50 (-16),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
19:26,"GOOD LAYUP by MOORE,KADEN(in the paint)",36,,50 (+14),,17BSC-M 36-50 (-14),,"GOOD LAYUP by MOORE,KADEN(in the paint)",2
19:13,,36,,52 (+16),"GOOD LAYUP by ELMORE,TC(in the paint)",HCM 36-52 (-16),,"GOOD LAYUP by ELMORE,TC(in the paint)",2
--,,,,,"ASSIST  by MCLEAN,BRANDON",,,"ASSIST  by MCLEAN,BRANDON",2
18:58,"GOOD 3PTR by DENEKA,HARRISON",39,,52 (+13),,17BSC-M 39-52 (-13),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by MOORE,KADEN",,,,,,,"ASSIST  by MOORE,KADEN",2
18:51,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
18:36,,,,,"MISS 3PTR by REID,BRYANT",,,"MISS 3PTR by REID,BRYANT",2
--,,,,,"REBOUND OFF by JONES,RJ",,,"REBOUND OFF by JONES,RJ",2
18:27,,,,,"MISS LAYUP by JONES,RJ",,,"MISS LAYUP by JONES,RJ",2
--,,,,,"REBOUND OFF by JONES,RJ",,,"REBOUND OFF by JONES,RJ",2
18:26,"FOUL  by ALLISON,ZACH",,,,,,,"FOUL  by ALLISON,ZACH",2
18:26,,,,,"MISS FT by JONES,RJ",,,"MISS FT by JONES,RJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:26,,,,,"MISS FT by JONES,RJ",,,"MISS FT by JONES,RJ",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
18:09,"GOOD 3PTR by BAK,CALVIN",42,,52 (+10),,17BSC-M 42-52 (-10),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
17:55,,,,,"TURNOVER  by MCLEAN,BRANDON",,,"TURNOVER  by MCLEAN,BRANDON",2
17:53,"STEAL  by MOORE,KADEN",,,,,,,"STEAL  by MOORE,KADEN",2
17:51,"TURNOVER  by MOORE,KADEN",,,,,,,"TURNOVER  by MOORE,KADEN",2
17:38,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",2
--,,,,,"REBOUND OFF by PINES,KYANTE",,,"REBOUND OFF by PINES,KYANTE",2
17:28,,,,,"TURNOVER  by JONES,RJ",,,"TURNOVER  by JONES,RJ",2
17:28,,,,,"FOUL  by JONES,RJ",,,"FOUL  by JONES,RJ",2
17:17,,,,,"FOUL  by REID,BRYANT",,,"FOUL  by REID,BRYANT",2
17:09,"TURNOVER  by RUDAK,MATEUSZ",,,,,,,"TURNOVER  by RUDAK,MATEUSZ",2
16:56,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
16:51,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
16:51,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",2
16:44,,,,,"MISS LAYUP by BEEMAN,JALEEL",,,"MISS LAYUP by BEEMAN,JALEEL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:35,,,,,"FOUL  by REID,BRYANT",,,"FOUL  by REID,BRYANT",2
16:35,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by BOYD,CAM",,,"REBOUND DEF by BOYD,CAM",2
16:28,,42,,55 (+13),"GOOD 3PTR by BEEMAN,JALEEL",HCM 42-55 (-13),,"GOOD 3PTR by BEEMAN,JALEEL",2
16:16,"MISS 3PTR by MOORE,KADEN",,,,,,,"MISS 3PTR by MOORE,KADEN",2
--,,,,,"REBOUND DEF by BOYD,CAM",,,"REBOUND DEF by BOYD,CAM",2
16:11,,,,,"TURNOVER  by BEEMAN,JALEEL",,,"TURNOVER  by BEEMAN,JALEEL",2
16:11,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
16:11,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
16:11,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
16:11,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
16:07,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",2
16:03,,,,,"STEAL  by BEEMAN,JALEEL",,,"STEAL  by BEEMAN,JALEEL",2
16:01,,42,,57 (+15),"GOOD LAYUP by BEEMAN,JALEEL(in the paint)",HCM 42-57 (-15),,"GOOD LAYUP by BEEMAN,JALEEL(in the paint)",2
--,,,,,"ASSIST  by ELMORE,TC",,,"ASSIST  by ELMORE,TC",2
16:01,,,,,"FOUL  by BEEMAN,JALEEL",,,"FOUL  by BEEMAN,JALEEL",2
16:01,"GOOD FT by GONDA,MATT",43,,57 (+14),,17BSC-M 43-57 (-14),,"GOOD FT by GONDA,MATT",2
16:01,"GOOD FT by GONDA,MATT",44,,57 (+13),,17BSC-M 44-57 (-13),,"GOOD FT by GONDA,MATT",2
16:01,,,,,"SUB IN by GRAVES,JOHN JAY",,,"SUB IN by GRAVES,JOHN JAY",2
16:01,,,,,"SUB IN by BOYD,CAM",,,"SUB IN by BOYD,CAM",2
16:01,,,,,"SUB IN by BEEMAN,JALEEL",,,"SUB IN by BEEMAN,JALEEL",2
16:01,,,,,"SUB IN by KING,ISAIAH",,,"SUB IN by KING,ISAIAH",2
16:01,,,,,"SUB OUT by MCLEAN,BRANDON",,,"SUB OUT by MCLEAN,BRANDON",2
16:01,,,,,"SUB OUT by PINES,KYANTE",,,"SUB OUT by PINES,KYANTE",2
16:01,,,,,"SUB OUT by JONES,RJ",,,"SUB OUT by JONES,RJ",2
16:01,,,,,"SUB OUT by REID,BRYANT",,,"SUB OUT by REID,BRYANT",2
15:54,,,,,"TURNOVER  by BEEMAN,JALEEL",,,"TURNOVER  by BEEMAN,JALEEL",2
15:54,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
15:54,,,,,"FOUL  by BEEMAN,JALEEL",,,"FOUL  by BEEMAN,JALEEL",2
15:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:49,"GOOD 3PTR by BUTLER,TERENCE",47,,57 (+10),,17BSC-M 47-57 (-10),,"GOOD 3PTR by BUTLER,TERENCE",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
15:21,,,,,"MISS JUMPER by ELMORE,TC",,,"MISS JUMPER by ELMORE,TC",2
--,"REBOUND DEF by BUTLER,TERENCE",,,,,,,"REBOUND DEF by BUTLER,TERENCE",2
15:15,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:43,,,,,"TURNOVER  by BEEMAN,JALEEL",,,"TURNOVER  by BEEMAN,JALEEL",2
14:30,"TURNOVER  by BUTLER,TERENCE",,,,,,,"TURNOVER  by BUTLER,TERENCE",2
14:23,,,,,"STEAL  by KING,ISAIAH",,,"STEAL  by KING,ISAIAH",2
14:19,,47,,59 (+12),"GOOD DUNK by BEEMAN,JALEEL(in the paint)",HCM 47-59 (-12),,"GOOD DUNK by BEEMAN,JALEEL(in the paint)",2
--,,,,,"ASSIST  by KING,ISAIAH",,,"ASSIST  by KING,ISAIAH",2
14:08,,,,,"FOUL  by BOYD,CAM",,,"FOUL  by BOYD,CAM",2
14:08,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",2
14:08,,,,,"SUB OUT by ELMORE,TC",,,"SUB OUT by ELMORE,TC",2
14:00,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
13:57,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",49,,59 (+10),,17BSC-M 49-59 (-10),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
13:53,,,,,"TURNOVER  by BEEMAN,JALEEL",,,"TURNOVER  by BEEMAN,JALEEL",2
13:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:39,"GOOD JUMPER by DENEKA,HARRISON",51,,59 (+8),,17BSC-M 51-59 (-8),,"GOOD JUMPER by DENEKA,HARRISON",2
13:29,,,,,"MISS JUMPER by KING,ISAIAH",,,"MISS JUMPER by KING,ISAIAH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:16,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
13:06,,51,,61 (+10),"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",HCM 51-61 (-10),,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",2
--,,,,,"ASSIST  by REID,BRYANT",,,"ASSIST  by REID,BRYANT",2
12:56,,,,,"FOUL  by GRAVES,JOHN JAY",,,"FOUL  by GRAVES,JOHN JAY",2
12:56,"GOOD FT by SPENCE,BEN",52,,61 (+9),,17BSC-M 52-61 (-9),,"GOOD FT by SPENCE,BEN",2
12:56,"GOOD FT by SPENCE,BEN",53,,61 (+8),,17BSC-M 53-61 (-8),,"GOOD FT by SPENCE,BEN",2
12:56,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",2
12:56,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
12:56,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
12:56,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
12:56,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
12:56,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
12:34,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:34,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
12:34,,,,,"SUB IN by MCLEAN,BRANDON",,,"SUB IN by MCLEAN,BRANDON",2
12:34,,,,,"SUB IN by REID,BRYANT",,,"SUB IN by REID,BRYANT",2
12:34,,,,,"SUB OUT by GRAVES,JOHN JAY",,,"SUB OUT by GRAVES,JOHN JAY",2
12:34,,,,,"SUB OUT by BEEMAN,JALEEL",,,"SUB OUT by BEEMAN,JALEEL",2
12:29,,53,,63 (+10),"GOOD LAYUP by KING,ISAIAH(in the paint)",HCM 53-63 (-10),,"GOOD LAYUP by KING,ISAIAH(in the paint)",2
12:03,"MISS LAYUP by MOORE,KADEN",,,,,,,"MISS LAYUP by MOORE,KADEN",2
--,"REBOUND OFF by DENBESTIN,COLE",,,,,,,"REBOUND OFF by DENBESTIN,COLE",2
11:58,"MISS 3PTR by DENBESTIN,COLE",,,,,,,"MISS 3PTR by DENBESTIN,COLE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:57,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:57,,,,,"SUB IN by PINES,KYANTE",,,"SUB IN by PINES,KYANTE",2
11:57,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",2
11:57,,,,,"SUB OUT by BOYD,CAM",,,"SUB OUT by BOYD,CAM",2
11:57,,,,,"SUB OUT by KING,ISAIAH",,,"SUB OUT by KING,ISAIAH",2
11:43,,,,,"FOUL  by JONES,RJ",,,"FOUL  by JONES,RJ",2
11:43,"MISS FT by MOORE,KADEN",,,,,,,"MISS FT by MOORE,KADEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:43,"GOOD FT by MOORE,KADEN",54,,63 (+9),,17BSC-M 54-63 (-9),,"GOOD FT by MOORE,KADEN",2
11:19,,54,,65 (+11),"GOOD DUNK by MCLEAN,BRANDON(in the paint)",HCM 54-65 (-11),,"GOOD DUNK by MCLEAN,BRANDON(in the paint)",2
--,,,,,"ASSIST  by PINES,KYANTE",,,"ASSIST  by PINES,KYANTE",2
11:19,"FOUL  by LOVING,JIBRI",,,,,,,"FOUL  by LOVING,JIBRI",2
11:19,,54,,66 (+12),"GOOD FT by MCLEAN,BRANDON",HCM 54-66 (-12),,"GOOD FT by MCLEAN,BRANDON",2
10:54,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:52,,,,,"FOUL  by HOBSON,CHARVEZ'",,,"FOUL  by HOBSON,CHARVEZ'",2
10:52,"GOOD FT by MOORE,KADEN",55,,66 (+11),,17BSC-M 55-66 (-11),,"GOOD FT by MOORE,KADEN",2
10:52,"MISS FT by MOORE,KADEN",,,,,,,"MISS FT by MOORE,KADEN",2
--,"REBOUND OFF by ALLISON,ZACH",,,,,,,"REBOUND OFF by ALLISON,ZACH",2
10:52,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
10:52,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
10:52,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
10:52,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
10:52,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
10:52,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",2
10:52,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
10:52,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",2
10:52,,,,,"SUB IN by ELMORE,TC",,,"SUB IN by ELMORE,TC",2
10:52,,,,,"SUB OUT by MCLEAN,BRANDON",,,"SUB OUT by MCLEAN,BRANDON",2
10:46,"MISS 3PTR by ALLISON,ZACH",,,,,,,"MISS 3PTR by ALLISON,ZACH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:45,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
10:42,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:40,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
10:36,,55,,67 (+12),"GOOD FT by MCLEAN,BRANDON",HCM 55-67 (-12),,"GOOD FT by MCLEAN,BRANDON",2
10:36,,55,,68 (+13),"GOOD FT by MCLEAN,BRANDON",HCM 55-68 (-13),,"GOOD FT by MCLEAN,BRANDON",2
10:29,,,,,"FOUL  by ELMORE,TC",,,"FOUL  by ELMORE,TC",2
10:29,"GOOD FT by ALLISON,ZACH",56,,68 (+12),,17BSC-M 56-68 (-12),,"GOOD FT by ALLISON,ZACH",2
10:29,"GOOD FT by ALLISON,ZACH",57,,68 (+11),,17BSC-M 57-68 (-11),,"GOOD FT by ALLISON,ZACH",2
10:19,,57,,70 (+13),"GOOD LAYUP by ELMORE,TC(in the paint)",HCM 57-70 (-13),,"GOOD LAYUP by ELMORE,TC(in the paint)",2
10:09,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by REID,BRYANT",,,"REBOUND DEF by REID,BRYANT",2
10:00,,,,,"MISS 3PTR by PINES,KYANTE",,,"MISS 3PTR by PINES,KYANTE",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
09:43,,,,,"FOUL  by REID,BRYANT",,,"FOUL  by REID,BRYANT",2
09:43,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
09:43,"MISS FT by ALLISON,ZACH",,,,,,,"MISS FT by ALLISON,ZACH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:43,"MISS FT by ALLISON,ZACH",,,,,,,"MISS FT by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by PINES,KYANTE",,,"REBOUND DEF by PINES,KYANTE",2
09:43,,,,,"SUB IN by MCLEAN,BRANDON",,,"SUB IN by MCLEAN,BRANDON",2
09:43,,,,,"SUB IN by BOYD,CAM",,,"SUB IN by BOYD,CAM",2
09:43,,,,,"SUB OUT by REID,BRYANT",,,"SUB OUT by REID,BRYANT",2
09:43,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",2
09:35,,,,,"TURNOVER  by JONES,RJ",,,"TURNOVER  by JONES,RJ",2
09:35,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
09:35,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
09:23,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:21,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
09:21,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
09:21,,,,,"SUB IN by KING,ISAIAH",,,"SUB IN by KING,ISAIAH",2
09:21,,,,,"SUB OUT by JONES,RJ",,,"SUB OUT by JONES,RJ",2
09:13,,57,,72 (+15),"GOOD LAYUP by PINES,KYANTE(in the paint)",HCM 57-72 (-15),,"GOOD LAYUP by PINES,KYANTE(in the paint)",2
--,,,,,"ASSIST  by MCLEAN,BRANDON",,,"ASSIST  by MCLEAN,BRANDON",2
09:06,"GOOD LAYUP by ALLISON,ZACH(in the paint)",59,,72 (+13),,17BSC-M 59-72 (-13),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
09:06,,,,,"FOUL  by PINES,KYANTE",,,"FOUL  by PINES,KYANTE",2
09:06,"GOOD FT by ALLISON,ZACH",60,,72 (+12),,17BSC-M 60-72 (-12),,"GOOD FT by ALLISON,ZACH",2
08:53,,,,,"TURNOVER  by BOYD,CAM",,,"TURNOVER  by BOYD,CAM",2
08:53,,,,,"FOUL  by BOYD,CAM",,,"FOUL  by BOYD,CAM",2
08:34,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",62,,72 (+10),,17BSC-M 62-72 (-10),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
08:08,,62,,74 (+12),"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",HCM 62-74 (-12),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
--,,,,,"ASSIST  by KING,ISAIAH",,,"ASSIST  by KING,ISAIAH",2
07:57,"GOOD LAYUP by SPENCE,BEN(in the paint)",64,,74 (+10),,17BSC-M 64-74 (-10),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
07:34,,,,,"MISS JUMPER by KING,ISAIAH",,,"MISS JUMPER by KING,ISAIAH",2
--,"REBOUND DEF by BAK,CALVIN",,,,,,,"REBOUND DEF by BAK,CALVIN",2
07:23,"MISS LAYUP by BAK,CALVIN",,,,,,,"MISS LAYUP by BAK,CALVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:23,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:02,,,,,"MISS 3PTR by PINES,KYANTE",,,"MISS 3PTR by PINES,KYANTE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:39,"MISS 3PTR by BUTLER,TERENCE",,,,,,,"MISS 3PTR by BUTLER,TERENCE",2
--,"REBOUND OFF by BUTLER,TERENCE",,,,,,,"REBOUND OFF by BUTLER,TERENCE",2
06:30,"GOOD LAYUP by ALLISON,ZACH(in the paint)",66,,74 (+8),,17BSC-M 66-74 (-8),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
06:10,,,,,"MISS 3PTR by BOYD,CAM",,,"MISS 3PTR by BOYD,CAM",2
--,,,,,"REBOUND OFF by MCLEAN,BRANDON",,,"REBOUND OFF by MCLEAN,BRANDON",2
06:07,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
06:07,,66,,75 (+9),"GOOD FT by MCLEAN,BRANDON",HCM 66-75 (-9),,"GOOD FT by MCLEAN,BRANDON",2
06:07,,,,,"MISS FT by MCLEAN,BRANDON",,,"MISS FT by MCLEAN,BRANDON",2
