Time Remaining,BU-M,Away Team Score,Play Team Indicator,Home Team Score,17BSC-M,Game Score,Team Indicator,Play,Period
06:23,"SUB OUT by ROBERS,JOSHUA",,,,,,,"SUB OUT by ROBERS,JOSHUA",2
06:23,"SUB OUT by WORKS,JOHN",,,,,,,"SUB OUT by WORKS,JOHN",2
06:23,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
06:23,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
05:58,"MISS JUMPER by WEBER,BRENT",,,,,,,"MISS JUMPER by WEBER,BRENT",2
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",2
05:48,,,,,"MISS 3PTR by RUDAK,MATEUSZ",,,"MISS 3PTR by RUDAK,MATEUSZ",2
--,"REBOUND DEF by WEBER,BRENT",,,,,,,"REBOUND DEF by WEBER,BRENT",2
05:37,"MISS 3PTR by PATTERSON,KYLE",,,,,,,"MISS 3PTR by PATTERSON,KYLE",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
05:10,"FOUL  by WEBER,BRENT",,,,,,,"FOUL  by WEBER,BRENT",2
05:08,"SUB IN by HEERINGEN,GIAN VAN",,,,,,,"SUB IN by HEERINGEN,GIAN VAN",2
05:08,"SUB OUT by RICHARDSON,TERIK",,,,,,,"SUB OUT by RICHARDSON,TERIK",2
05:08,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
05:08,,,,,"SUB IN by ZHOU,ANDY",,,"SUB IN by ZHOU,ANDY",2
05:08,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",2
05:08,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",2
05:05,,49,,82 (+33),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",17BSC-M 49-82 (+33),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
04:51,"TURNOVER  by PATTERSON,KYLE",,,,,,,"TURNOVER  by PATTERSON,KYLE",2
04:51,,,,,"SUB IN by LOVING,TAU",,,"SUB IN by LOVING,TAU",2
04:51,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
04:42,,,,,"MISS 3PTR by STEWART,CHRISTIAN",,,"MISS 3PTR by STEWART,CHRISTIAN",2
--,"REBOUND DEF by WEBER,BRENT",,,,,,,"REBOUND DEF by WEBER,BRENT",2
04:23,"GOOD LAYUP by PATTERSON,KYLE(in the paint)",51,,82 (+31),,BU-M 51-82 (+31),,"GOOD LAYUP by PATTERSON,KYLE(in the paint)",2
03:59,,51,,84 (+33),"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",17BSC-M 51-84 (+33),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
03:52,"MISS 3PTR by BROWN,ISAIAH",,,,,,,"MISS 3PTR by BROWN,ISAIAH",2
--,,,,,"REBOUND DEF by JR,BRUCE BRIGHT",,,"REBOUND DEF by JR,BRUCE BRIGHT",2
03:49,"FOUL  by BROWN,ISAIAH",,,,,,,"FOUL  by BROWN,ISAIAH",2
03:49,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:48,,,,,"SUB IN by MCCURRY,CONAL",,,"SUB IN by MCCURRY,CONAL",2
03:48,,,,,"SUB OUT by HARTER,J MORGAN",,,"SUB OUT by HARTER,J MORGAN",2
03:23,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
03:23,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
03:13,"GOOD 3PTR by HEERINGEN,GIAN VAN",54,,84 (+30),,BU-M 54-84 (+30),,"GOOD 3PTR by HEERINGEN,GIAN VAN",2
02:50,,,,,"MISS LAYUP by LOVING,TAU",,,"MISS LAYUP by LOVING,TAU",2
--,"REBOUND DEF by PATTERSON,KYLE",,,,,,,"REBOUND DEF by PATTERSON,KYLE",2
02:44,"GOOD 3PTR by WEBER,BRENT(fastbreak)",57,,84 (+27),,BU-M 57-84 (+27),,"GOOD 3PTR by WEBER,BRENT(fastbreak)",2
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",2
02:37,"FOUL  by BROWN,ISAIAH",,,,,,,"FOUL  by BROWN,ISAIAH",2
02:37,"FOUL  by PRICE,VICTOR",,,,,,,"FOUL  by PRICE,VICTOR",2
02:37,"FOUL TECH by BROWN,ISAIAH",,,,,,,"FOUL TECH by BROWN,ISAIAH",2
02:37,,57,,85 (+28),"GOOD FT by ZHOU,ANDY",17BSC-M 57-85 (+28),,"GOOD FT by ZHOU,ANDY",2
02:37,,,,,"MISS FT by ZHOU,ANDY",,,"MISS FT by ZHOU,ANDY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:37,,57,,86 (+29),"GOOD FT by ZHOU,ANDY",17BSC-M 57-86 (+29),,"GOOD FT by ZHOU,ANDY",2
02:37,,57,,87 (+30),"GOOD FT by ZHOU,ANDY",17BSC-M 57-87 (+30),,"GOOD FT by ZHOU,ANDY",2
02:37,,,,,"SUB IN by PRAYTOR,ANDREW",,,"SUB IN by PRAYTOR,ANDREW",2
02:37,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
02:23,,,,,"FOUL  by LOVING,TAU",,,"FOUL  by LOVING,TAU",2
02:23,"GOOD FT by PRICE,VICTOR",58,,87 (+29),,BU-M 58-87 (+29),,"GOOD FT by PRICE,VICTOR",2
02:23,"GOOD FT by PRICE,VICTOR",59,,87 (+28),,BU-M 59-87 (+28),,"GOOD FT by PRICE,VICTOR",2
02:23,,,,,"SUB IN by HARTER,J MORGAN",,,"SUB IN by HARTER,J MORGAN",2
02:23,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",2
02:11,,,,,"MISS JUMPER by PRAYTOR,ANDREW",,,"MISS JUMPER by PRAYTOR,ANDREW",2
--,"REBOUND DEF by HEERINGEN,GIAN VAN",,,,,,,"REBOUND DEF by HEERINGEN,GIAN VAN",2
02:00,"TURNOVER  by BROWN,ISAIAH",,,,,,,"TURNOVER  by BROWN,ISAIAH",2
01:59,,,,,"STEAL  by ZHOU,ANDY",,,"STEAL  by ZHOU,ANDY",2
01:56,,,,,"MISS JUMPER by ZHOU,ANDY",,,"MISS JUMPER by ZHOU,ANDY",2
--,,,,,"REBOUND OFF by PRAYTOR,ANDREW",,,"REBOUND OFF by PRAYTOR,ANDREW",2
01:49,,59,,89 (+30),"GOOD LAYUP by PRAYTOR,ANDREW(in the paint)",17BSC-M 59-89 (+30),,"GOOD LAYUP by PRAYTOR,ANDREW(in the paint)",2
01:45,"TURNOVER  by BROWN,ISAIAH",,,,,,,"TURNOVER  by BROWN,ISAIAH",2
01:33,,59,,91 (+32),"GOOD JUMPER by ZHOU,ANDY(in the paint)",17BSC-M 59-91 (+32),,"GOOD JUMPER by ZHOU,ANDY(in the paint)",2
01:25,"TURNOVER  by PRICE,VICTOR",,,,,,,"TURNOVER  by PRICE,VICTOR",2
01:24,,,,,"STEAL  by ZHOU,ANDY",,,"STEAL  by ZHOU,ANDY",2
01:21,,,,,"TURNOVER  by HARTER,J MORGAN",,,"TURNOVER  by HARTER,J MORGAN",2
01:14,,,,,"FOUL  by ZHOU,ANDY",,,"FOUL  by ZHOU,ANDY",2
01:14,"GOOD FT by PATTERSON,KYLE",60,,91 (+31),,BU-M 60-91 (+31),,"GOOD FT by PATTERSON,KYLE",2
01:14,"GOOD FT by PATTERSON,KYLE",61,,91 (+30),,BU-M 61-91 (+30),,"GOOD FT by PATTERSON,KYLE",2
01:11,,,,,"TURNOVER  by PRAYTOR,ANDREW",,,"TURNOVER  by PRAYTOR,ANDREW",2
01:09,"STEAL  by PATTERSON,KYLE",,,,,,,"STEAL  by PATTERSON,KYLE",2
01:08,,,,,"FOUL  by PRAYTOR,ANDREW",,,"FOUL  by PRAYTOR,ANDREW",2
01:08,"GOOD FT by PATTERSON,KYLE",62,,91 (+29),,BU-M 62-91 (+29),,"GOOD FT by PATTERSON,KYLE",2
01:08,"GOOD FT by PATTERSON,KYLE",63,,91 (+28),,BU-M 63-91 (+28),,"GOOD FT by PATTERSON,KYLE",2
00:58,,,,,"MISS 3PTR by HARTER,J MORGAN",,,"MISS 3PTR by HARTER,J MORGAN",2
--,,,,,"REBOUND OFF by MCCURRY,CONAL",,,"REBOUND OFF by MCCURRY,CONAL",2
00:47,,,,,"MISS JUMPER by LOVING,TAU",,,"MISS JUMPER by LOVING,TAU",2
--,,,,,"REBOUND OFF by ZHOU,ANDY",,,"REBOUND OFF by ZHOU,ANDY",2
00:32,,,,,"TURNOVER  by MCCURRY,CONAL",,,"TURNOVER  by MCCURRY,CONAL",2
00:32,"STEAL  by WEBER,BRENT",,,,,,,"STEAL  by WEBER,BRENT",2
00:32,,,,,"FOUL  by MCCURRY,CONAL",,,"FOUL  by MCCURRY,CONAL",2
00:32,"GOOD FT by WEBER,BRENT",64,,91 (+27),,BU-M 64-91 (+27),,"GOOD FT by WEBER,BRENT",2
00:32,"GOOD FT by WEBER,BRENT",65,,91 (+26),,BU-M 65-91 (+26),,"GOOD FT by WEBER,BRENT",2
00:32,"SUB IN by LEATHERWOOD,TREVEYON",,,,,,,"SUB IN by LEATHERWOOD,TREVEYON",2
00:32,"SUB OUT by HEERINGEN,GIAN VAN",,,,,,,"SUB OUT by HEERINGEN,GIAN VAN",2
00:31,"FOUL  by BROWN,ISAIAH",,,,,,,"FOUL  by BROWN,ISAIAH",2
00:31,,65,,92 (+27),"GOOD FT by ZHOU,ANDY",17BSC-M 65-92 (+27),,"GOOD FT by ZHOU,ANDY",2
00:31,,65,,93 (+28),"GOOD FT by ZHOU,ANDY",17BSC-M 65-93 (+28),,"GOOD FT by ZHOU,ANDY",2
00:25,,,,,"FOUL  by MCCURRY,CONAL",,,"FOUL  by MCCURRY,CONAL",2
00:25,"GOOD FT by PATTERSON,KYLE",66,,93 (+27),,BU-M 66-93 (+27),,"GOOD FT by PATTERSON,KYLE",2
00:25,"GOOD FT by PATTERSON,KYLE",67,,93 (+26),,BU-M 67-93 (+26),,"GOOD FT by PATTERSON,KYLE",2
00:25,"SUB IN by ROBERS,JOSHUA",,,,,,,"SUB IN by ROBERS,JOSHUA",2
00:25,"SUB OUT by WEBER,BRENT",,,,,,,"SUB OUT by WEBER,BRENT",2
00:15,,,,,"FOUL  by LOVING,TAU",,,"FOUL  by LOVING,TAU",2
00:15,"GOOD FT by ROBERS,JOSHUA",68,,93 (+25),,BU-M 68-93 (+25),,"GOOD FT by ROBERS,JOSHUA",2
00:15,"MISS FT by ROBERS,JOSHUA",,,,,,,"MISS FT by ROBERS,JOSHUA",2
--,"REBOUND OFF by PRICE,VICTOR",,,,,,,"REBOUND OFF by PRICE,VICTOR",2
00:12,"MISS JUMPER by PRICE,VICTOR",,,,,,,"MISS JUMPER by PRICE,VICTOR",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:11,"FOUL  by ROBERS,JOSHUA",,,,,,,"FOUL  by ROBERS,JOSHUA",2
00:11,,,,,"MISS FT by LOVING,TAU",,,"MISS FT by LOVING,TAU",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:11,,,,,"MISS FT by LOVING,TAU",,,"MISS FT by LOVING,TAU",2
--,"REBOUND DEF by LEATHERWOOD,TREVEYON",,,,,,,"REBOUND DEF by LEATHERWOOD,TREVEYON",2
00:05,"MISS JUMPER by LEATHERWOOD,TREVEYON",,,,,,,"MISS JUMPER by LEATHERWOOD,TREVEYON",2
00:05,,,,,"BLOCK  by ZHOU,ANDY",,,"BLOCK  by ZHOU,ANDY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:02,"MISS LAYUP by PRICE,VICTOR",,,,,,,"MISS LAYUP by PRICE,VICTOR",2
--,,,,,"REBOUND DEF by HARTER,J MORGAN",,,"REBOUND DEF by HARTER,J MORGAN",2
