Time Remaining,BU-M,Away Team Score,Play Team Indicator,Home Team Score,17BSC-M,Game Score,Team Indicator,Play,Period
04:51,"SUB IN by WORKS,JOHN",,,,,,,"SUB IN by WORKS,JOHN",1
04:51,"SUB OUT by HEERINGEN,GIAN VAN",,,,,,,"SUB OUT by HEERINGEN,GIAN VAN",1
04:51,"SUB OUT by PODUM,RICK",,,,,,,"SUB OUT by PODUM,RICK",1
04:51,"SUB OUT by LEATHERWOOD,TREVEYON",,,,,,,"SUB OUT by LEATHERWOOD,TREVEYON",1
04:51,"SUB OUT by MCCOY,TOMMY",,,,,,,"SUB OUT by MCCOY,TOMMY",1
04:51,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",1
04:51,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",1
04:45,,,,,"MISS 3PTR by MOORE,KADEN",,,"MISS 3PTR by MOORE,KADEN",1
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",1
04:36,,,,,"MISS LAYUP by MOORE,KADEN",,,"MISS LAYUP by MOORE,KADEN",1
--,,,,,"REBOUND OFF by MOORE,KADEN",,,"REBOUND OFF by MOORE,KADEN",1
04:30,,22,,38 (+16),"GOOD 3PTR by BAK,CALVIN",17BSC-M 22-38 (+16),,"GOOD 3PTR by BAK,CALVIN",1
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",1
04:19,"MISS LAYUP by ROBERS,JOSHUA",,,,,,,"MISS LAYUP by ROBERS,JOSHUA",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
04:12,,22,,40 (+18),"GOOD LAYUP by GONDA,MATT(fastbreak)(in the paint)",17BSC-M 22-40 (+18),,"GOOD LAYUP by GONDA,MATT(fastbreak)(in the paint)",1
04:04,"MISS LAYUP by BROWN,ISAIAH",,,,,,,"MISS LAYUP by BROWN,ISAIAH",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
03:53,"FOUL  by WORKS,JOHN",,,,,,,"FOUL  by WORKS,JOHN",1
03:53,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
03:53,,22,,41 (+19),"GOOD FT by MOORE,KADEN",17BSC-M 22-41 (+19),,"GOOD FT by MOORE,KADEN",1
03:53,,22,,42 (+20),"GOOD FT by MOORE,KADEN",17BSC-M 22-42 (+20),,"GOOD FT by MOORE,KADEN",1
03:32,"MISS 3PTR by WEBER,BRENT",,,,,,,"MISS 3PTR by WEBER,BRENT",1
--,,,,,"REBOUND DEF by ALLISON,ZACH",,,"REBOUND DEF by ALLISON,ZACH",1
03:24,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",1
--,,,,,"REBOUND OFF by MOORE,KADEN",,,"REBOUND OFF by MOORE,KADEN",1
03:19,"SUB IN by PRICE,VICTOR",,,,,,,"SUB IN by PRICE,VICTOR",1
03:19,"SUB IN by WEBER,BRENT",,,,,,,"SUB IN by WEBER,BRENT",1
03:19,"SUB IN by RICHARDSON,TERIK",,,,,,,"SUB IN by RICHARDSON,TERIK",1
03:19,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",1
03:19,"SUB OUT by LORRIS,JOHN",,,,,,,"SUB OUT by LORRIS,JOHN",1
03:19,"SUB OUT by COLE,DAVID",,,,,,,"SUB OUT by COLE,DAVID",1
03:19,"SUB OUT by ROBERS,JOSHUA",,,,,,,"SUB OUT by ROBERS,JOSHUA",1
03:19,"SUB OUT by WORKS,JOHN",,,,,,,"SUB OUT by WORKS,JOHN",1
03:19,,,,,"SUB IN by RUDAK,MATEUSZ",,,"SUB IN by RUDAK,MATEUSZ",1
03:19,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",1
03:19,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",1
03:19,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",1
03:19,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
03:19,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",1
03:19,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",1
03:19,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
02:55,"GOOD 3PTR by PRICE,VICTOR",25,,42 (+17),,BU-M 25-42 (+17),,"GOOD 3PTR by PRICE,VICTOR",1
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",1
02:45,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",1
--,,,,,"REBOUND OFF by YANCEY,RICH",,,"REBOUND OFF by YANCEY,RICH",1
02:42,"FOUL  by PRICE,VICTOR",,,,,,,"FOUL  by PRICE,VICTOR",1
02:42,,,,,"MISS FT by YANCEY,RICH",,,"MISS FT by YANCEY,RICH",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:42,,25,,43 (+18),"GOOD FT by YANCEY,RICH",17BSC-M 25-43 (+18),,"GOOD FT by YANCEY,RICH",1
02:21,"MISS JUMPER by RICHARDSON,TERIK",,,,,,,"MISS JUMPER by RICHARDSON,TERIK",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
02:12,,,,,"MISS JUMPER by DENBESTEN,COLE",,,"MISS JUMPER by DENBESTEN,COLE",1
--,"REBOUND DEF by RICHARDSON,TERIK",,,,,,,"REBOUND DEF by RICHARDSON,TERIK",1
02:07,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",1
02:07,"GOOD FT by PRICE,VICTOR",26,,43 (+17),,BU-M 26-43 (+17),,"GOOD FT by PRICE,VICTOR",1
02:07,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
02:07,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",1
02:05,"GOOD FT by PRICE,VICTOR",27,,43 (+16),,BU-M 27-43 (+16),,"GOOD FT by PRICE,VICTOR",1
01:55,,27,,45 (+18),"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",17BSC-M 27-45 (+18),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by DENBESTEN,COLE",,,"ASSIST  by DENBESTEN,COLE",1
01:46,"MISS 3PTR by PRICE,VICTOR",,,,,,,"MISS 3PTR by PRICE,VICTOR",1
--,"REBOUND OFF by RICHARDSON,TERIK",,,,,,,"REBOUND OFF by RICHARDSON,TERIK",1
01:27,"MISS 3PTR by BROWN,ISAIAH",,,,,,,"MISS 3PTR by BROWN,ISAIAH",1
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",1
01:16,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",1
01:15,"STEAL  by BROWN,ISAIAH",,,,,,,"STEAL  by BROWN,ISAIAH",1
01:11,"GOOD LAYUP by PRICE,VICTOR(fastbreak)(in the paint)",29,,45 (+16),,BU-M 29-45 (+16),,"GOOD LAYUP by PRICE,VICTOR(fastbreak)(in the paint)",1
01:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:02,,29,,48 (+19),"GOOD 3PTR by DENEKA,HARRISON",17BSC-M 29-48 (+19),,"GOOD 3PTR by DENEKA,HARRISON",1
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",1
00:37,"TURNOVER  by BROWN,ISAIAH",,,,,,,"TURNOVER  by BROWN,ISAIAH",1
00:34,,,,,"STEAL  by SPENCE,BEN",,,"STEAL  by SPENCE,BEN",1
00:33,"FOUL  by PRICE,VICTOR",,,,,,,"FOUL  by PRICE,VICTOR",1
00:33,,29,,49 (+20),"GOOD FT by DENBESTEN,COLE",17BSC-M 29-49 (+20),,"GOOD FT by DENBESTEN,COLE",1
00:33,,29,,50 (+21),"GOOD FT by DENBESTEN,COLE",17BSC-M 29-50 (+21),,"GOOD FT by DENBESTEN,COLE",1
00:32,"SUB IN by MCCOY,TOMMY",,,,,,,"SUB IN by MCCOY,TOMMY",1
00:32,"SUB OUT by PRICE,VICTOR",,,,,,,"SUB OUT by PRICE,VICTOR",1
00:32,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
00:32,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
00:05,"TURNOVER  by PATTERSON,KYLE",,,,,,,"TURNOVER  by PATTERSON,KYLE",1
00:04,,,,,"STEAL  by DENBESTEN,COLE",,,"STEAL  by DENBESTEN,COLE",1
00:01,,29,,52 (+23),"GOOD DUNK by DENEKA,HARRISON(fastbreak)(in the paint)",17BSC-M 29-52 (+23),,"GOOD DUNK by DENEKA,HARRISON(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by DENBESTEN,COLE",,,"ASSIST  by DENBESTEN,COLE",1
19:46,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
19:26,"MISS JUMPER by BROWN,ISAIAH",,,,,,,"MISS JUMPER by BROWN,ISAIAH",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
19:01,,29,,54 (+25),"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",17BSC-M 29-54 (+25),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
18:55,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
18:55,"MISS FT by PRICE,VICTOR",,,,,,,"MISS FT by PRICE,VICTOR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:55,"GOOD FT by PRICE,VICTOR",30,,54 (+24),,BU-M 30-54 (+24),,"GOOD FT by PRICE,VICTOR",2
18:55,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
18:55,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
18:45,,30,,56 (+26),"GOOD JUMPER by DENBESTEN,COLE(in the paint)",17BSC-M 30-56 (+26),,"GOOD JUMPER by DENBESTEN,COLE(in the paint)",2
18:38,"MISS LAYUP by BROWN,ISAIAH",,,,,,,"MISS LAYUP by BROWN,ISAIAH",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
18:31,,30,,58 (+28),"GOOD LAYUP by YANCEY,RICH(fastbreak)(in the paint)",17BSC-M 30-58 (+28),,"GOOD LAYUP by YANCEY,RICH(fastbreak)(in the paint)",2
18:12,"GOOD 3PTR by WEBER,BRENT",33,,58 (+25),,BU-M 33-58 (+25),,"GOOD 3PTR by WEBER,BRENT",2
18:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
18:06,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
18:06,,,,,"SUB IN by RUDAK,MATEUSZ",,,"SUB IN by RUDAK,MATEUSZ",2
18:06,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",2
18:06,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
18:06,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
18:00,,33,,60 (+27),"GOOD JUMPER by DENEKA,HARRISON(fastbreak)(in the paint)",17BSC-M 33-60 (+27),,"GOOD JUMPER by DENEKA,HARRISON(fastbreak)(in the paint)",2
17:48,"GOOD 3PTR by PRICE,VICTOR",36,,60 (+24),,BU-M 36-60 (+24),,"GOOD 3PTR by PRICE,VICTOR",2
--,"ASSIST  by WEBER,BRENT",,,,,,,"ASSIST  by WEBER,BRENT",2
17:40,,,,,"TURNOVER  by YANCEY,RICH",,,"TURNOVER  by YANCEY,RICH",2
17:38,"STEAL  by PRICE,VICTOR",,,,,,,"STEAL  by PRICE,VICTOR",2
17:34,"MISS 3PTR by BROWN,ISAIAH",,,,,,,"MISS 3PTR by BROWN,ISAIAH",2
--,"REBOUND OFF by RICHARDSON,TERIK",,,,,,,"REBOUND OFF by RICHARDSON,TERIK",2
17:03,"GOOD LAYUP by PATTERSON,KYLE(in the paint)",38,,60 (+22),,BU-M 38-60 (+22),,"GOOD LAYUP by PATTERSON,KYLE(in the paint)",2
16:52,,,,,"MISS LAYUP by YANCEY,RICH",,,"MISS LAYUP by YANCEY,RICH",2
--,"REBOUND DEF by RICHARDSON,TERIK",,,,,,,"REBOUND DEF by RICHARDSON,TERIK",2
16:45,"TURNOVER  by BROWN,ISAIAH",,,,,,,"TURNOVER  by BROWN,ISAIAH",2
16:24,,,,,"TURNOVER  by RUDAK,MATEUSZ",,,"TURNOVER  by RUDAK,MATEUSZ",2
15:56,"GOOD 3PTR by BROWN,ISAIAH",41,,60 (+19),,BU-M 41-60 (+19),,"GOOD 3PTR by BROWN,ISAIAH",2
15:45,,41,,62 (+21),"GOOD LAYUP by YANCEY,RICH(fastbreak)(in the paint)",17BSC-M 41-62 (+21),,"GOOD LAYUP by YANCEY,RICH(fastbreak)(in the paint)",2
15:24,"MISS 3PTR by WEBER,BRENT",,,,,,,"MISS 3PTR by WEBER,BRENT",2
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",2
15:14,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",2
15:14,,,,,"TURNOVER  by RUDAK,MATEUSZ",,,"TURNOVER  by RUDAK,MATEUSZ",2
15:14,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:14,"SUB IN by HEERINGEN,GIAN VAN",,,,,,,"SUB IN by HEERINGEN,GIAN VAN",2
15:14,"SUB IN by PODUM,RICK",,,,,,,"SUB IN by PODUM,RICK",2
15:14,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
15:14,"SUB IN by MCCOY,TOMMY",,,,,,,"SUB IN by MCCOY,TOMMY",2
15:14,"SUB IN by DURHAM,JONATHAN",,,,,,,"SUB IN by DURHAM,JONATHAN",2
15:14,"SUB OUT by BROWN,ISAIAH",,,,,,,"SUB OUT by BROWN,ISAIAH",2
15:14,"SUB OUT by PRICE,VICTOR",,,,,,,"SUB OUT by PRICE,VICTOR",2
15:14,"SUB OUT by WEBER,BRENT",,,,,,,"SUB OUT by WEBER,BRENT",2
15:14,"SUB OUT by RICHARDSON,TERIK",,,,,,,"SUB OUT by RICHARDSON,TERIK",2
15:14,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",2
15:14,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
15:14,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
15:14,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",2
15:14,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
15:00,"MISS JUMPER by PODUM,RICK",,,,,,,"MISS JUMPER by PODUM,RICK",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
14:49,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by DURHAM,JONATHAN",,,,,,,"REBOUND DEF by DURHAM,JONATHAN",2
14:40,"GOOD LAYUP by MCCOY,TOMMY(fastbreak)(in the paint)",43,,62 (+19),,BU-M 43-62 (+19),,"GOOD LAYUP by MCCOY,TOMMY(fastbreak)(in the paint)",2
14:13,"FOUL  by PODUM,RICK",,,,,,,"FOUL  by PODUM,RICK",2
13:59,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
13:37,"MISS LAYUP by MCCOY,TOMMY",,,,,,,"MISS LAYUP by MCCOY,TOMMY",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
13:14,"FOUL  by PODUM,RICK",,,,,,,"FOUL  by PODUM,RICK",2
13:09,,43,,65 (+22),"GOOD 3PTR by DENEKA,HARRISON",17BSC-M 43-65 (+22),,"GOOD 3PTR by DENEKA,HARRISON",2
13:00,"TURNOVER  by JONES,JUSTIN",,,,,,,"TURNOVER  by JONES,JUSTIN",2
12:57,,,,,"STEAL  by BAK,CALVIN",,,"STEAL  by BAK,CALVIN",2
12:55,,43,,67 (+24),"GOOD LAYUP by ALLISON,ZACH(fastbreak)(in the paint)",17BSC-M 43-67 (+24),,"GOOD LAYUP by ALLISON,ZACH(fastbreak)(in the paint)",2
12:41,"MISS 3PTR by PODUM,RICK",,,,,,,"MISS 3PTR by PODUM,RICK",2
--,"REBOUND OFF by MCCOY,TOMMY",,,,,,,"REBOUND OFF by MCCOY,TOMMY",2
12:35,"GOOD JUMPER by MCCOY,TOMMY(in the paint)",45,,67 (+22),,BU-M 45-67 (+22),,"GOOD JUMPER by MCCOY,TOMMY(in the paint)",2
12:22,,45,,70 (+25),"GOOD 3PTR by DENEKA,HARRISON",17BSC-M 45-70 (+25),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by ALLISON,ZACH",,,"ASSIST  by ALLISON,ZACH",2
12:09,"TURNOVER  by JONES,JUSTIN",,,,,,,"TURNOVER  by JONES,JUSTIN",2
12:08,,,,,"STEAL  by SPENCE,BEN",,,"STEAL  by SPENCE,BEN",2
12:03,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND OFF by SPENCE,BEN",,,"REBOUND OFF by SPENCE,BEN",2
11:56,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
--,"REBOUND DEF by JONES,JUSTIN",,,,,,,"REBOUND DEF by JONES,JUSTIN",2
11:48,"MISS 3PTR by DURHAM,JONATHAN",,,,,,,"MISS 3PTR by DURHAM,JONATHAN",2
--,,,,,"REBOUND DEF by ALLISON,ZACH",,,"REBOUND DEF by ALLISON,ZACH",2
11:38,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by JR,BRUCE BRIGHT",,,"REBOUND OFF by JR,BRUCE BRIGHT",2
11:32,,,,,"MISS JUMPER by JR,BRUCE BRIGHT",,,"MISS JUMPER by JR,BRUCE BRIGHT",2
--,"REBOUND DEF by HEERINGEN,GIAN VAN",,,,,,,"REBOUND DEF by HEERINGEN,GIAN VAN",2
11:26,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
11:26,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:26,"GOOD FT by DURHAM,JONATHAN",46,,70 (+24),,BU-M 46-70 (+24),,"GOOD FT by DURHAM,JONATHAN",2
11:26,"GOOD FT by DURHAM,JONATHAN",47,,70 (+23),,BU-M 47-70 (+23),,"GOOD FT by DURHAM,JONATHAN",2
11:26,"SUB IN by LEATHERWOOD,TREVEYON",,,,,,,"SUB IN by LEATHERWOOD,TREVEYON",2
11:26,"SUB IN by LORRIS,JOHN",,,,,,,"SUB IN by LORRIS,JOHN",2
11:26,"SUB IN by COLE,DAVID",,,,,,,"SUB IN by COLE,DAVID",2
11:26,"SUB IN by ROBERS,JOSHUA",,,,,,,"SUB IN by ROBERS,JOSHUA",2
11:26,"SUB IN by WORKS,JOHN",,,,,,,"SUB IN by WORKS,JOHN",2
11:26,"SUB OUT by DURHAM,JONATHAN",,,,,,,"SUB OUT by DURHAM,JONATHAN",2
11:26,"SUB OUT by HEERINGEN,GIAN VAN",,,,,,,"SUB OUT by HEERINGEN,GIAN VAN",2
11:26,"SUB OUT by PODUM,RICK",,,,,,,"SUB OUT by PODUM,RICK",2
11:26,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",2
11:26,"SUB OUT by MCCOY,TOMMY",,,,,,,"SUB OUT by MCCOY,TOMMY",2
11:26,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
11:26,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
11:26,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
11:26,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
11:26,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
11:26,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",2
11:26,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
11:26,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",2
10:58,,47,,72 (+25),"GOOD JUMPER by GONDA,MATT(in the paint)",17BSC-M 47-72 (+25),,"GOOD JUMPER by GONDA,MATT(in the paint)",2
10:41,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
10:41,,,,,"SUB IN by RUDAK,MATEUSZ",,,"SUB IN by RUDAK,MATEUSZ",2
10:41,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
10:31,"TURNOVER  by LEATHERWOOD,TREVEYON",,,,,,,"TURNOVER  by LEATHERWOOD,TREVEYON",2
10:30,,,,,"STEAL  by GONDA,MATT",,,"STEAL  by GONDA,MATT",2
10:21,,,,,"MISS 3PTR by YANCEY,RICH",,,"MISS 3PTR by YANCEY,RICH",2
--,,,,,"REBOUND OFF by RUDAK,MATEUSZ",,,"REBOUND OFF by RUDAK,MATEUSZ",2
10:09,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",2
--,"REBOUND DEF by WORKS,JOHN",,,,,,,"REBOUND DEF by WORKS,JOHN",2
09:52,,,,,"FOUL  by RUDAK,MATEUSZ",,,"FOUL  by RUDAK,MATEUSZ",2
09:43,"MISS 3PTR by LORRIS,JOHN",,,,,,,"MISS 3PTR by LORRIS,JOHN",2
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",2
09:38,"FOUL  by ROBERS,JOSHUA",,,,,,,"FOUL  by ROBERS,JOSHUA",2
09:13,,47,,75 (+28),"GOOD 3PTR by GONDA,MATT",17BSC-M 47-75 (+28),,"GOOD 3PTR by GONDA,MATT",2
--,,,,,"ASSIST  by YANCEY,RICH",,,"ASSIST  by YANCEY,RICH",2
08:58,"MISS 3PTR by LEATHERWOOD,TREVEYON",,,,,,,"MISS 3PTR by LEATHERWOOD,TREVEYON",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
08:53,,,,,"TURNOVER  by SPENCE,BEN",,,"TURNOVER  by SPENCE,BEN",2
08:53,"STEAL  by LEATHERWOOD,TREVEYON",,,,,,,"STEAL  by LEATHERWOOD,TREVEYON",2
08:53,,,,,"FOUL  by DENBESTEN,COLE",,,"FOUL  by DENBESTEN,COLE",2
08:53,"GOOD FT by LEATHERWOOD,TREVEYON",48,,75 (+27),,BU-M 48-75 (+27),,"GOOD FT by LEATHERWOOD,TREVEYON",2
08:53,"GOOD FT by LEATHERWOOD,TREVEYON",49,,75 (+26),,BU-M 49-75 (+26),,"GOOD FT by LEATHERWOOD,TREVEYON",2
08:53,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
08:53,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
08:33,"FOUL  by ROBERS,JOSHUA",,,,,,,"FOUL  by ROBERS,JOSHUA",2
08:13,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
08:13,,,,,"SUB IN by ZHOU,ANDY",,,"SUB IN by ZHOU,ANDY",2
08:13,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
07:55,"MISS 3PTR by LEATHERWOOD,TREVEYON",,,,,,,"MISS 3PTR by LEATHERWOOD,TREVEYON",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
07:46,,49,,78 (+29),"GOOD 3PTR by YANCEY,RICH(fastbreak)",17BSC-M 49-78 (+29),,"GOOD 3PTR by YANCEY,RICH(fastbreak)",2
--,,,,,"ASSIST  by ZHOU,ANDY",,,"ASSIST  by ZHOU,ANDY",2
07:33,"TURNOVER  by LORRIS,JOHN",,,,,,,"TURNOVER  by LORRIS,JOHN",2
07:33,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:33,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
07:33,,,,,"SUB IN by HARTER,J MORGAN",,,"SUB IN by HARTER,J MORGAN",2
07:33,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",2
07:33,,,,,"SUB OUT by ZHOU,ANDY",,,"SUB OUT by ZHOU,ANDY",2
07:33,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
07:33,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
07:08,,49,,80 (+31),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",17BSC-M 49-80 (+31),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
06:49,"MISS 3PTR by ROBERS,JOSHUA",,,,,,,"MISS 3PTR by ROBERS,JOSHUA",2
--,,,,,"REBOUND DEF by HARTER,J MORGAN",,,"REBOUND DEF by HARTER,J MORGAN",2
06:42,,,,,"MISS 3PTR by JR,BRUCE BRIGHT",,,"MISS 3PTR by JR,BRUCE BRIGHT",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
06:23,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
06:23,"STEAL  by WORKS,JOHN",,,,,,,"STEAL  by WORKS,JOHN",2
06:23,"SUB IN by BROWN,ISAIAH",,,,,,,"SUB IN by BROWN,ISAIAH",2
06:23,"SUB IN by PRICE,VICTOR",,,,,,,"SUB IN by PRICE,VICTOR",2
06:23,"SUB IN by WEBER,BRENT",,,,,,,"SUB IN by WEBER,BRENT",2
06:23,"SUB IN by RICHARDSON,TERIK",,,,,,,"SUB IN by RICHARDSON,TERIK",2
06:23,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",2
06:23,"SUB OUT by LORRIS,JOHN",,,,,,,"SUB OUT by LORRIS,JOHN",2
06:23,"SUB OUT by COLE,DAVID",,,,,,,"SUB OUT by COLE,DAVID",2
06:23,"SUB OUT by LEATHERWOOD,TREVEYON",,,,,,,"SUB OUT by LEATHERWOOD,TREVEYON",2
