Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,EUM,Game Score,Team Indicator,Play,Period
15:53,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",10 (+3),,7,,17BSC-M 10-7 (+3),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
15:48,"MISS JUMPER by DENEKA,HARRISON",,,,,,,"MISS JUMPER by DENEKA,HARRISON",1
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",1
15:40,"MISS 3PTR by MOORE,KADEN",,,,,,,"MISS 3PTR by MOORE,KADEN",1
--,"REBOUND OFF by LOVING,JIBRI",,,,,,,"REBOUND OFF by LOVING,JIBRI",1
15:34,"GOOD LAYUP by LOVING,JIBRI(in the paint)",12 (+5),,7,,17BSC-M 12-7 (+5),,"GOOD LAYUP by LOVING,JIBRI(in the paint)",1
15:31,,12 (+3),,9,"GOOD LAYUP by AVANT,DONALD(in the paint)",EUM 12-9 (+3),,"GOOD LAYUP by AVANT,DONALD(in the paint)",1
15:14,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by BOMMARITO,BEAU",,,"REBOUND DEF by BOMMARITO,BEAU",1
15:14,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",1
15:14,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",1
15:13,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",1
15:05,,,,,"MISS JUMPER by BOMMARITO,BEAU",,,"MISS JUMPER by BOMMARITO,BEAU",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
14:46,"MISS 3PTR by ALLISON,ZACH",,,,,,,"MISS 3PTR by ALLISON,ZACH",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
14:41,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
14:41,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",1
14:41,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
14:41,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",1
14:41,,,,,"SUB IN by WASHBURN,CLAY",,,"SUB IN by WASHBURN,CLAY",1
14:41,,,,,"SUB OUT by BOMMARITO,BEAU",,,"SUB OUT by BOMMARITO,BEAU",1
14:23,,,,,"MISS JUMPER by AVANT,DONALD",,,"MISS JUMPER by AVANT,DONALD",1
--,,,,,"REBOUND OFF by BAITEY,GEBEREAL",,,"REBOUND OFF by BAITEY,GEBEREAL",1
14:19,,,,,"MISS LAYUP by BAITEY,GEBEREAL",,,"MISS LAYUP by BAITEY,GEBEREAL",1
--,"REBOUND DEF by LOVING,JIBRI",,,,,,,"REBOUND DEF by LOVING,JIBRI",1
14:10,"MISS LAYUP by BUTLER,TERENCE",,,,,,,"MISS LAYUP by BUTLER,TERENCE",1
14:10,,,,,"BLOCK  by AVANT,DONALD",,,"BLOCK  by AVANT,DONALD",1
--,,,,,"REBOUND DEF by AVANT,DONALD",,,"REBOUND DEF by AVANT,DONALD",1
14:04,,12 (+1),,11,"GOOD LAYUP by STUCK,NICK(fastbreak)(in the paint)",EUM 12-11 (+1),,"GOOD LAYUP by STUCK,NICK(fastbreak)(in the paint)",1
14:04,"FOUL  by DENBESTIN,COLE",,,,,,,"FOUL  by DENBESTIN,COLE",1
14:04,,12,,12,"GOOD FT by WILLIAMS,ROMIN",EUM 12-12 (0),,"GOOD FT by WILLIAMS,ROMIN",1
14:04,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
14:04,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",1
14:04,,,,,"SUB IN by WILLIAMS,ROMIN",,,"SUB IN by WILLIAMS,ROMIN",1
14:04,,,,,"SUB OUT by BAITEY,GEBEREAL",,,"SUB OUT by BAITEY,GEBEREAL",1
13:59,"MISS LAYUP by SPENCE,BEN",,,,,,,"MISS LAYUP by SPENCE,BEN",1
--,,,,,"REBOUND DEF by STUCK,NICK",,,"REBOUND DEF by STUCK,NICK",1
13:48,,,,,"MISS JUMPER by GIGAX,ADAM",,,"MISS JUMPER by GIGAX,ADAM",1
--,,,,,"REBOUND OFF by AVANT,DONALD",,,"REBOUND OFF by AVANT,DONALD",1
13:42,,,,,"MISS JUMPER by AVANT,DONALD",,,"MISS JUMPER by AVANT,DONALD",1
--,,,,,"REBOUND OFF by AVANT,DONALD",,,"REBOUND OFF by AVANT,DONALD",1
13:37,"FOUL  by BUTLER,TERENCE",,,,,,,"FOUL  by BUTLER,TERENCE",1
13:37,,,,,"MISS JUMPER by AVANT,DONALD",,,"MISS JUMPER by AVANT,DONALD",1
--,,,,,"REBOUND OFF by WASHBURN,CLAY",,,"REBOUND OFF by WASHBURN,CLAY",1
13:37,,12,,13 (+1),"GOOD FT by WASHBURN,CLAY",EUM 12-13 (-1),,"GOOD FT by WASHBURN,CLAY",1
13:37,,,,,"MISS FT by WASHBURN,CLAY",,,"MISS FT by WASHBURN,CLAY",1
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",1
13:37,,,,,"SUB IN by DAVET,MATT",,,"SUB IN by DAVET,MATT",1
13:37,,,,,"SUB OUT by GIGAX,ADAM",,,"SUB OUT by GIGAX,ADAM",1
13:19,"TURNOVER  by LOVING,JIBRI",,,,,,,"TURNOVER  by LOVING,JIBRI",1
13:18,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",1
13:18,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",1
13:18,,,,,"SUB IN by ROWLEY,LAWRENCE",,,"SUB IN by ROWLEY,LAWRENCE",1
13:18,,,,,"SUB OUT by AVANT,DONALD",,,"SUB OUT by AVANT,DONALD",1
13:00,,,,,"MISS 3PTR by STUCK,NICK",,,"MISS 3PTR by STUCK,NICK",1
--,,,,,"REBOUND OFF by DAVET,MATT",,,"REBOUND OFF by DAVET,MATT",1
12:49,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
12:49,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
12:44,,,,,"MISS 3PTR by WASHBURN,CLAY",,,"MISS 3PTR by WASHBURN,CLAY",1
--,,,,,"REBOUND OFF by WILLIAMS,ROMIN",,,"REBOUND OFF by WILLIAMS,ROMIN",1
12:37,,,,,"MISS JUMPER by WILLIAMS,ROMIN",,,"MISS JUMPER by WILLIAMS,ROMIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
12:35,,,,,"FOUL  by DAVET,MATT",,,"FOUL  by DAVET,MATT",1
12:35,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",1
12:35,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",1
12:14,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",14 (+1),,13,,17BSC-M 14-13 (+1),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
12:02,,,,,"SUB IN by AVANT,CHRISTOPHER",,,"SUB IN by AVANT,CHRISTOPHER",1
12:02,,,,,"SUB IN by BOMMARITO,BEAU",,,"SUB IN by BOMMARITO,BEAU",1
12:02,,,,,"SUB OUT by DAVET,MATT",,,"SUB OUT by DAVET,MATT",1
12:02,,,,,"SUB OUT by STUCK,NICK",,,"SUB OUT by STUCK,NICK",1
11:49,,14,,15 (+1),"GOOD JUMPER by WILLIAMS,ROMIN",EUM 14-15 (-1),,"GOOD JUMPER by WILLIAMS,ROMIN",1
11:40,"TURNOVER  by RUDAK,MATEUSZ",,,,,,,"TURNOVER  by RUDAK,MATEUSZ",1
11:40,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",1
11:40,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",1
11:40,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",1
11:40,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
11:26,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",1
11:26,,14,,16 (+2),"GOOD FT by ROWLEY,LAWRENCE",EUM 14-16 (-2),,"GOOD FT by ROWLEY,LAWRENCE",1
11:26,,,,,"MISS FT by ROWLEY,LAWRENCE",,,"MISS FT by ROWLEY,LAWRENCE",1
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",1
11:20,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",1
--,"REBOUND OFF by YANCEY,RICH",,,,,,,"REBOUND OFF by YANCEY,RICH",1
11:11,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",1
--,"REBOUND OFF by YANCEY,RICH",,,,,,,"REBOUND OFF by YANCEY,RICH",1
10:53,"MISS LAYUP by YANCEY,RICH",,,,,,,"MISS LAYUP by YANCEY,RICH",1
--,,,,,"REBOUND DEF by ROWLEY,LAWRENCE",,,"REBOUND DEF by ROWLEY,LAWRENCE",1
10:46,,14,,18 (+4),"GOOD JUMPER by WILLIAMS,ROMIN(fastbreak)",EUM 14-18 (-4),,"GOOD JUMPER by WILLIAMS,ROMIN(fastbreak)",1
10:35,"GOOD 3PTR by BAK,CALVIN(fastbreak)",17,,18 (+1),,17BSC-M 17-18 (-1),,"GOOD 3PTR by BAK,CALVIN(fastbreak)",1
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",1
10:26,,17,,20 (+3),"GOOD LAYUP by AVANT,CHRISTOPHER(fastbreak)(in the paint)",EUM 17-20 (-3),,"GOOD LAYUP by AVANT,CHRISTOPHER(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WILLIAMS,ROMIN",,,"ASSIST  by WILLIAMS,ROMIN",1
10:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
10:23,,,,,"SUB IN by GIGAX,ADAM",,,"SUB IN by GIGAX,ADAM",1
10:23,,,,,"SUB OUT by ROWLEY,LAWRENCE",,,"SUB OUT by ROWLEY,LAWRENCE",1
10:12,"MISS LAYUP by BAK,CALVIN",,,,,,,"MISS LAYUP by BAK,CALVIN",1
10:12,,,,,"BLOCK  by BOMMARITO,BEAU",,,"BLOCK  by BOMMARITO,BEAU",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
10:08,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",1
10:08,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",1
10:08,,,,,"SUB IN by BAITEY,GEBEREAL",,,"SUB IN by BAITEY,GEBEREAL",1
10:08,,,,,"SUB OUT by WASHBURN,CLAY",,,"SUB OUT by WASHBURN,CLAY",1
09:57,,17,,23 (+6),"GOOD 3PTR by BOMMARITO,BEAU",EUM 17-23 (-6),,"GOOD 3PTR by BOMMARITO,BEAU",1
--,,,,,"ASSIST  by WILLIAMS,ROMIN",,,"ASSIST  by WILLIAMS,ROMIN",1
09:45,"MISS LAYUP by RUDAK,MATEUSZ",,,,,,,"MISS LAYUP by RUDAK,MATEUSZ",1
09:45,,,,,"BLOCK  by BOMMARITO,BEAU",,,"BLOCK  by BOMMARITO,BEAU",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
09:38,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",19,,23 (+4),,17BSC-M 19-23 (-4),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",1
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",1
09:38,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",1
09:38,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",1
09:37,,,,,"TURNOVER  by GIGAX,ADAM",,,"TURNOVER  by GIGAX,ADAM",1
09:16,"GOOD LAYUP by ALLISON,ZACH(in the paint)",21,,23 (+2),,17BSC-M 21-23 (-2),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",1
09:03,,,,,"MISS 3PTR by GIGAX,ADAM",,,"MISS 3PTR by GIGAX,ADAM",1
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",1
08:35,,,,,"FOUL  by BAITEY,GEBEREAL",,,"FOUL  by BAITEY,GEBEREAL",1
08:35,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",1
08:35,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",1
08:35,,,,,"SUB IN by DAVET,MATT",,,"SUB IN by DAVET,MATT",1
08:35,,,,,"SUB OUT by AVANT,CHRISTOPHER",,,"SUB OUT by AVANT,CHRISTOPHER",1
08:34,"MISS 3PTR by DENBESTIN,COLE",,,,,,,"MISS 3PTR by DENBESTIN,COLE",1
--,"REBOUND OFF by LOVING,JIBRI",,,,,,,"REBOUND OFF by LOVING,JIBRI",1
08:30,"MISS LAYUP by LOVING,JIBRI",,,,,,,"MISS LAYUP by LOVING,JIBRI",1
--,"REBOUND OFF by LOVING,JIBRI",,,,,,,"REBOUND OFF by LOVING,JIBRI",1
08:25,"GOOD TIPIN by LOVING,JIBRI(in the paint)",23,,23,,17BSC-M 23-23 (0),,"GOOD TIPIN by LOVING,JIBRI(in the paint)",1
08:20,,,,,"MISS JUMPER by BAITEY,GEBEREAL",,,"MISS JUMPER by BAITEY,GEBEREAL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:18,,,,,"FOUL  by DAVET,MATT",,,"FOUL  by DAVET,MATT",1
08:18,,,,,"SUB IN by AVANT,DONALD",,,"SUB IN by AVANT,DONALD",1
08:18,,,,,"SUB OUT by DAVET,MATT",,,"SUB OUT by DAVET,MATT",1
08:13,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",1
08:13,,,,,"STEAL  by BAITEY,GEBEREAL",,,"STEAL  by BAITEY,GEBEREAL",1
08:06,,23,,25 (+2),"GOOD LAYUP by AVANT,DONALD(fastbreak)(in the paint)",EUM 23-25 (-2),,"GOOD LAYUP by AVANT,DONALD(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WILLIAMS,ROMIN",,,"ASSIST  by WILLIAMS,ROMIN",1
07:47,"TURNOVER  by DENBESTIN,COLE",,,,,,,"TURNOVER  by DENBESTIN,COLE",1
07:45,,,,,"STEAL  by BAITEY,GEBEREAL",,,"STEAL  by BAITEY,GEBEREAL",1
07:41,,,,,"MISS LAYUP by WILLIAMS,ROMIN",,,"MISS LAYUP by WILLIAMS,ROMIN",1
07:41,"BLOCK  by MOORE,KADEN",,,,,,,"BLOCK  by MOORE,KADEN",1
--,,,,,"REBOUND OFF by BAITEY,GEBEREAL",,,"REBOUND OFF by BAITEY,GEBEREAL",1
07:35,,23,,27 (+4),"GOOD JUMPER by BAITEY,GEBEREAL",EUM 23-27 (-4),,"GOOD JUMPER by BAITEY,GEBEREAL",1
07:20,,,,,"FOUL  by BOMMARITO,BEAU",,,"FOUL  by BOMMARITO,BEAU",1
07:20,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:20,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",1
--,,,,,"REBOUND DEF by GIGAX,ADAM",,,"REBOUND DEF by GIGAX,ADAM",1
07:20,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
07:20,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
07:20,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",1
07:20,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
07:20,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",1
07:20,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",1
07:20,,,,,"SUB IN by STUCK,NICK",,,"SUB IN by STUCK,NICK",1
07:20,,,,,"SUB OUT by BOMMARITO,BEAU",,,"SUB OUT by BOMMARITO,BEAU",1
07:18,,23,,30 (+7),"GOOD 3PTR by GIGAX,ADAM(fastbreak)",EUM 23-30 (-7),,"GOOD 3PTR by GIGAX,ADAM(fastbreak)",1
--,,,,,"ASSIST  by STUCK,NICK",,,"ASSIST  by STUCK,NICK",1
07:03,"MISS LAYUP by SPENCE,BEN",,,,,,,"MISS LAYUP by SPENCE,BEN",1
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",1
07:00,"GOOD LAYUP by SPENCE,BEN(in the paint)",25,,30 (+5),,17BSC-M 25-30 (-5),,"GOOD LAYUP by SPENCE,BEN(in the paint)",1
06:29,,,,,"MISS LAYUP by GIGAX,ADAM",,,"MISS LAYUP by GIGAX,ADAM",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
06:25,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",1
06:22,,,,,"STEAL  by WILLIAMS,ROMIN",,,"STEAL  by WILLIAMS,ROMIN",1
06:20,,25,,32 (+7),"GOOD LAYUP by WILLIAMS,ROMIN(fastbreak)(in the paint)",EUM 25-32 (-7),,"GOOD LAYUP by WILLIAMS,ROMIN(fastbreak)(in the paint)",1
06:11,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
06:11,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",1
06:11,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",1
06:11,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
06:11,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",1
06:11,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",1
06:11,,,,,"SUB IN by ROWLEY,LAWRENCE",,,"SUB IN by ROWLEY,LAWRENCE",1
06:11,,,,,"SUB OUT by AVANT,DONALD",,,"SUB OUT by AVANT,DONALD",1
06:10,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",1
06:05,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",27,,32 (+5),,17BSC-M 27-32 (-5),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
06:03,,,,,"FOUL  by GIGAX,ADAM",,,"FOUL  by GIGAX,ADAM",1
06:03,"GOOD FT by DENEKA,HARRISON",28,,32 (+4),,17BSC-M 28-32 (-4),,"GOOD FT by DENEKA,HARRISON",1
05:51,,,,,"MISS JUMPER by ROWLEY,LAWRENCE",,,"MISS JUMPER by ROWLEY,LAWRENCE",1
05:51,"BLOCK  by RUDAK,MATEUSZ",,,,,,,"BLOCK  by RUDAK,MATEUSZ",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
05:42,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",30,,32 (+2),,17BSC-M 30-32 (-2),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",1
--,"ASSIST  by BUTLER,TERENCE",,,,,,,"ASSIST  by BUTLER,TERENCE",1
05:32,,,,,"MISS JUMPER by BAITEY,GEBEREAL",,,"MISS JUMPER by BAITEY,GEBEREAL",1
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",1
05:26,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",1
05:19,,30,,35 (+5),"GOOD 3PTR by WILLIAMS,ROMIN",EUM 30-35 (-5),,"GOOD 3PTR by WILLIAMS,ROMIN",1
--,,,,,"ASSIST  by BAITEY,GEBEREAL",,,"ASSIST  by BAITEY,GEBEREAL",1
04:48,"GOOD LAYUP by GONDA,MATT(in the paint)",32,,35 (+3),,17BSC-M 32-35 (-3),,"GOOD LAYUP by GONDA,MATT(in the paint)",1
04:37,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",1
04:37,,,,,"MISS FT by STUCK,NICK",,,"MISS FT by STUCK,NICK",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:37,,32,,36 (+4),"GOOD FT by STUCK,NICK",EUM 32-36 (-4),,"GOOD FT by STUCK,NICK",1
04:37,,,,,"SUB IN by WASHBURN,CLAY",,,"SUB IN by WASHBURN,CLAY",1
04:37,,,,,"SUB OUT by BAITEY,GEBEREAL",,,"SUB OUT by BAITEY,GEBEREAL",1
04:20,"MISS JUMPER by DENEKA,HARRISON",,,,,,,"MISS JUMPER by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by STUCK,NICK",,,"REBOUND DEF by STUCK,NICK",1
04:14,,32,,38 (+6),"GOOD LAYUP by ROWLEY,LAWRENCE(fastbreak)(in the paint)",EUM 32-38 (-6),,"GOOD LAYUP by ROWLEY,LAWRENCE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WILLIAMS,ROMIN",,,"ASSIST  by WILLIAMS,ROMIN",1
03:59,,,,,"FOUL  by WILLIAMS,ROMIN",,,"FOUL  by WILLIAMS,ROMIN",1
03:59,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",1
--,,,,,"REBOUND DEF by ROWLEY,LAWRENCE",,,"REBOUND DEF by ROWLEY,LAWRENCE",1
03:59,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",1
03:59,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",1
03:59,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
03:59,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",1
03:54,,,,,"MISS 3PTR by WASHBURN,CLAY",,,"MISS 3PTR by WASHBURN,CLAY",1
--,,,,,"REBOUND OFF by ROWLEY,LAWRENCE",,,"REBOUND OFF by ROWLEY,LAWRENCE",1
03:50,,,,,"MISS LAYUP by ROWLEY,LAWRENCE",,,"MISS LAYUP by ROWLEY,LAWRENCE",1
