Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
01:42,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
01:35,,,,,"MISS 3PTR by MOORE,MILES",,,"MISS 3PTR by MOORE,MILES",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
01:27,,,,,"MISS 3PTR by JOHNSON,CORY",,,"MISS 3PTR by JOHNSON,CORY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:26,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
01:26,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
01:22,,,,,"FOUL  by JOHNSON,CORY",,,"FOUL  by JOHNSON,CORY",2
01:22,"MISS FT by YANCEY,RICH",,,,,,,"MISS FT by YANCEY,RICH",2
--,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
01:17,,,,,"MISS LAYUP by JOHNSON,CALEB",,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
01:11,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",73 (+11),,62,,17BSC-M 73-62 (+11),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
01:11,,,,,"FOUL  by MCCLOUD,ALTON",,,"FOUL  by MCCLOUD,ALTON",2
01:11,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
01:10,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",2
01:10,,73 (+10),,63,"GOOD FT by ELLINGSWORTH,COLEMAN",BCM 73-63 (+10),,"GOOD FT by ELLINGSWORTH,COLEMAN",2
01:10,,73 (+9),,64,"GOOD FT by ELLINGSWORTH,COLEMAN",BCM 73-64 (+9),,"GOOD FT by ELLINGSWORTH,COLEMAN",2
01:10,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
01:10,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
01:10,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
01:10,,,,,"SUB OUT by JOHNSON,CALEB",,,"SUB OUT by JOHNSON,CALEB",2
01:05,"TURNOVER  by YANCEY,RICH",,,,,,,"TURNOVER  by YANCEY,RICH",2
01:04,,,,,"STEAL  by ELLINGSWORTH,COLEMAN",,,"STEAL  by ELLINGSWORTH,COLEMAN",2
00:51,,,,,"MISS JUMPER by MCCLOUD,ALTON",,,"MISS JUMPER by MCCLOUD,ALTON",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
00:43,,,,,"FOUL  by MOORE,MILES",,,"FOUL  by MOORE,MILES",2
00:43,"MISS FT by GONDA,MATT",,,,,,,"MISS FT by GONDA,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:43,"GOOD FT by GONDA,MATT",74 (+10),,64,,17BSC-M 74-64 (+10),,"GOOD FT by GONDA,MATT",2
00:43,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
00:43,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
00:36,,,,,"MISS 3PTR by MOORE,MILES",,,"MISS 3PTR by MOORE,MILES",2
--,,,,,"REBOUND OFF by JOHNSON,CORY",,,"REBOUND OFF by JOHNSON,CORY",2
00:30,,74 (+7),,67,"GOOD 3PTR by JOHNSON,CORY",BCM 74-67 (+7),,"GOOD 3PTR by JOHNSON,CORY",2
00:27,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
00:27,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
00:20,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
00:20,"GOOD FT by SPENCE,BEN",75 (+8),,67,,17BSC-M 75-67 (+8),,"GOOD FT by SPENCE,BEN",2
00:20,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",2
--,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
00:13,,,,,"MISS 3PTR by MARDER,NICK",,,"MISS 3PTR by MARDER,NICK",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
00:10,,,,,"TURNOVER  by MCCLOUD,ALTON",,,"TURNOVER  by MCCLOUD,ALTON",2
00:10,"STEAL  by YANCEY,RICH",,,,,,,"STEAL  by YANCEY,RICH",2
00:10,"MISS FT by YANCEY,RICH",,,,,,,"MISS FT by YANCEY,RICH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:10,"GOOD FT by YANCEY,RICH",76 (+9),,67,,17BSC-M 76-67 (+9),,"GOOD FT by YANCEY,RICH",2
00:10,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
00:10,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
00:03,,,,,"TURNOVER  by MOORE,MILES",,,"TURNOVER  by MOORE,MILES",2
00:01,"STEAL  by RUDAK,MATEUSZ",,,,,,,"STEAL  by RUDAK,MATEUSZ",2
