Time Remaining,MILLM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
15:31,,25,,56 (+31),"GOOD JUMPER by LOPEZ,COLLIN",CENTRE_M 25-56 (+31),,"GOOD JUMPER by LOPEZ,COLLIN",2
15:12,,,,,"FOUL  by ROSS,GREG",,,"FOUL  by ROSS,GREG",2
15:12,"SUB IN by BROWN,JEFF",,,,,,,"SUB IN by BROWN,JEFF",2
15:12,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
15:12,"SUB IN by THOMAS,STERLING",,,,,,,"SUB IN by THOMAS,STERLING",2
15:12,"SUB OUT by KINNEAR,KYLE",,,,,,,"SUB OUT by KINNEAR,KYLE",2
15:12,"SUB OUT by MERKEL,BRIAN",,,,,,,"SUB OUT by MERKEL,BRIAN",2
15:12,"SUB OUT by MEADES,TAYLOR",,,,,,,"SUB OUT by MEADES,TAYLOR",2
15:12,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
15:12,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
15:12,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
15:12,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
15:12,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
15:12,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",2
15:06,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",2
--,,,,,"REBOUND DEF by MELLOAN,JAMES",,,"REBOUND DEF by MELLOAN,JAMES",2
14:50,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
14:50,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
14:36,"TURNOVER  by WHITE,TIM",,,,,,,"TURNOVER  by WHITE,TIM",2
14:34,,,,,"STEAL  by LOPEZ,COLLIN",,,"STEAL  by LOPEZ,COLLIN",2
14:30,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND DEF by WHITE,TIM",,,,,,,"REBOUND DEF by WHITE,TIM",2
14:17,"MISS JUMPER by THOMAS,STERLING",,,,,,,"MISS JUMPER by THOMAS,STERLING",2
--,"REBOUND OFF by CORTESE,NICK",,,,,,,"REBOUND OFF by CORTESE,NICK",2
14:08,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
13:59,,,,,"MISS LAYUP by TAYLOR,CHRIS",,,"MISS LAYUP by TAYLOR,CHRIS",2
--,"REBOUND DEF by BROWN,JEFF",,,,,,,"REBOUND DEF by BROWN,JEFF",2
13:52,"GOOD JUMPER by THOMAS,STERLING",27,,56 (+29),,MILLM 27-56 (+29),,"GOOD JUMPER by THOMAS,STERLING",2
--,"ASSIST  by WHITE,TIM",,,,,,,"ASSIST  by WHITE,TIM",2
13:44,"SUB IN by MERKEL,BRIAN",,,,,,,"SUB IN by MERKEL,BRIAN",2
13:44,"SUB IN by MEADES,TAYLOR",,,,,,,"SUB IN by MEADES,TAYLOR",2
13:44,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
13:44,"SUB OUT by WHITE,TIM",,,,,,,"SUB OUT by WHITE,TIM",2
13:44,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
13:44,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
13:19,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
13:19,"STEAL  by THOMAS,STERLING",,,,,,,"STEAL  by THOMAS,STERLING",2
12:53,"GOOD LAYUP by THOMAS,STERLING(in the paint)",29,,56 (+27),,MILLM 29-56 (+27),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
12:53,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
12:53,"MISS FT by THOMAS,STERLING",,,,,,,"MISS FT by THOMAS,STERLING",2
--,,,,,"REBOUND DEF by MELLOAN,JAMES",,,"REBOUND DEF by MELLOAN,JAMES",2
12:53,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
12:53,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
12:23,"FOUL  by BROWN,JEFF",,,,,,,"FOUL  by BROWN,JEFF",2
12:22,,29,,59 (+30),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 29-59 (+30),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",2
12:07,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
12:07,,,,,"SUB IN by JACKSON,CASEY",,,"SUB IN by JACKSON,CASEY",2
12:07,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
12:02,"GOOD 3PTR by MEADES,TAYLOR",32,,59 (+27),,MILLM 32-59 (+27),,"GOOD 3PTR by MEADES,TAYLOR",2
--,"ASSIST  by MERKEL,BRIAN",,,,,,,"ASSIST  by MERKEL,BRIAN",2
11:42,,32,,62 (+30),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 32-62 (+30),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",2
11:31,"MISS JUMPER by THOMAS,STERLING",,,,,,,"MISS JUMPER by THOMAS,STERLING",2
--,,,,,"REBOUND DEF by TAYLOR,CHRIS",,,"REBOUND DEF by TAYLOR,CHRIS",2
11:21,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
11:21,,32,,63 (+31),"GOOD FT by JACKSON,CASEY",CENTRE_M 32-63 (+31),,"GOOD FT by JACKSON,CASEY",2
11:21,,32,,64 (+32),"GOOD FT by JACKSON,CASEY",CENTRE_M 32-64 (+32),,"GOOD FT by JACKSON,CASEY",2
11:21,"SUB IN by KINNEAR,KYLE",,,,,,,"SUB IN by KINNEAR,KYLE",2
11:21,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
11:21,"SUB IN by WHITE,TIM",,,,,,,"SUB IN by WHITE,TIM",2
11:21,"SUB OUT by BROWN,JEFF",,,,,,,"SUB OUT by BROWN,JEFF",2
11:21,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
11:21,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",2
11:08,"MISS 3PTR by WHITE,TIM",,,,,,,"MISS 3PTR by WHITE,TIM",2
--,,,,,"REBOUND DEF by TAYLOR,CHRIS",,,"REBOUND DEF by TAYLOR,CHRIS",2
10:55,"FOUL  by KINNEAR,KYLE",,,,,,,"FOUL  by KINNEAR,KYLE",2
10:44,,32,,66 (+34),"GOOD JUMPER by TAYLOR,CHRIS",CENTRE_M 32-66 (+34),,"GOOD JUMPER by TAYLOR,CHRIS",2
10:29,"MISS JUMPER by KINNEAR,KYLE",,,,,,,"MISS JUMPER by KINNEAR,KYLE",2
--,,,,,"REBOUND DEF by TAYLOR,CHRIS",,,"REBOUND DEF by TAYLOR,CHRIS",2
10:21,,,,,"TURNOVER  by TAYLOR,CHRIS",,,"TURNOVER  by TAYLOR,CHRIS",2
10:21,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
10:21,"SUB OUT by KINNEAR,KYLE",,,,,,,"SUB OUT by KINNEAR,KYLE",2
10:21,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
10:21,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",2
10:05,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",2
--,,,,,"REBOUND DEF by TAYLOR,CHRIS",,,"REBOUND DEF by TAYLOR,CHRIS",2
09:56,,,,,"MISS 3PTR by JACKSON,CASEY",,,"MISS 3PTR by JACKSON,CASEY",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
09:35,"MISS JUMPER by MEADES,TAYLOR",,,,,,,"MISS JUMPER by MEADES,TAYLOR",2
--,,,,,"REBOUND DEF by JACKSON,CASEY",,,"REBOUND DEF by JACKSON,CASEY",2
09:18,"FOUL  by MERKEL,BRIAN",,,,,,,"FOUL  by MERKEL,BRIAN",2
09:18,,32,,67 (+35),"GOOD FT by TAYLOR,CHRIS",CENTRE_M 32-67 (+35),,"GOOD FT by TAYLOR,CHRIS",2
09:18,,32,,68 (+36),"GOOD FT by TAYLOR,CHRIS",CENTRE_M 32-68 (+36),,"GOOD FT by TAYLOR,CHRIS",2
09:18,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
09:18,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
09:18,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
09:18,"SUB OUT by MEADES,TAYLOR",,,,,,,"SUB OUT by MEADES,TAYLOR",2
09:00,"GOOD JUMPER by MERKEL,BRIAN",34,,68 (+34),,MILLM 34-68 (+34),,"GOOD JUMPER by MERKEL,BRIAN",2
08:41,,34,,70 (+36),"GOOD JUMPER by NEWSOME,TAYLOR",CENTRE_M 34-70 (+36),,"GOOD JUMPER by NEWSOME,TAYLOR",2
08:19,"GOOD JUMPER by MERKEL,BRIAN",36,,70 (+34),,MILLM 36-70 (+34),,"GOOD JUMPER by MERKEL,BRIAN",2
08:04,,,,,"MISS JUMPER by NEWSOME,TAYLOR",,,"MISS JUMPER by NEWSOME,TAYLOR",2
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",2
07:55,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
07:55,"GOOD FT by WHITE,TIM",37,,70 (+33),,MILLM 37-70 (+33),,"GOOD FT by WHITE,TIM",2
07:55,"MISS FT by WHITE,TIM",,,,,,,"MISS FT by WHITE,TIM",2
--,,,,,"REBOUND DEF by NEWSOME,TAYLOR",,,"REBOUND DEF by NEWSOME,TAYLOR",2
07:55,"SUB IN by KINNEAR,KYLE",,,,,,,"SUB IN by KINNEAR,KYLE",2
07:55,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
07:55,"SUB IN by THOMAS,STERLING",,,,,,,"SUB IN by THOMAS,STERLING",2
07:55,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
07:55,"SUB OUT by MERKEL,BRIAN",,,,,,,"SUB OUT by MERKEL,BRIAN",2
07:55,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
07:55,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
07:55,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
07:55,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
07:55,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
07:45,,,,,"TURNOVER  by JACKSON,CASEY",,,"TURNOVER  by JACKSON,CASEY",2
07:33,,,,,"FOUL  by JACKSON,CASEY",,,"FOUL  by JACKSON,CASEY",2
07:33,"GOOD FT by THOMAS,STERLING",38,,70 (+32),,MILLM 38-70 (+32),,"GOOD FT by THOMAS,STERLING",2
07:33,"GOOD FT by THOMAS,STERLING",39,,70 (+31),,MILLM 39-70 (+31),,"GOOD FT by THOMAS,STERLING",2
07:07,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",2
07:07,,,,,"MISS FT by JACKSON,CASEY",,,"MISS FT by JACKSON,CASEY",2
--,"REBOUND DEF by KINNEAR,KYLE",,,,,,,"REBOUND DEF by KINNEAR,KYLE",2
07:01,"TURNOVER  by THOMAS,STERLING",,,,,,,"TURNOVER  by THOMAS,STERLING",2
07:01,"SUB IN by MEADES,TAYLOR",,,,,,,"SUB IN by MEADES,TAYLOR",2
07:01,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
06:57,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
06:53,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",2
06:38,"MISS 3PTR by BOTERO,NICHOLAS",,,,,,,"MISS 3PTR by BOTERO,NICHOLAS",2
--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",2
06:26,,39,,73 (+34),"GOOD 3PTR by JACKSON,CASEY",CENTRE_M 39-73 (+34),,"GOOD 3PTR by JACKSON,CASEY",2
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",2
06:10,"MISS JUMPER by KINNEAR,KYLE",,,,,,,"MISS JUMPER by KINNEAR,KYLE",2
--,,,,,"REBOUND DEF by NEWSOME,TAYLOR",,,"REBOUND DEF by NEWSOME,TAYLOR",2
05:47,,,,,"MISS JUMPER by GRIGGS,MATT",,,"MISS JUMPER by GRIGGS,MATT",2
--,"REBOUND DEF by KINNEAR,KYLE",,,,,,,"REBOUND DEF by KINNEAR,KYLE",2
05:34,"MISS LAYUP by WHITE,TIM",,,,,,,"MISS LAYUP by WHITE,TIM",2
--,,,,,"REBOUND DEF by MELLOAN,JAMES",,,"REBOUND DEF by MELLOAN,JAMES",2
05:33,"FOUL  by KINNEAR,KYLE",,,,,,,"FOUL  by KINNEAR,KYLE",2
05:33,,,,,"MISS FT by MELLOAN,JAMES",,,"MISS FT by MELLOAN,JAMES",2
--,"REBOUND DEF by THOMAS,STERLING",,,,,,,"REBOUND DEF by THOMAS,STERLING",2
05:33,"SUB IN by LEAKS,ANTOINE",,,,,,,"SUB IN by LEAKS,ANTOINE",2
05:33,"SUB IN by BROWN,JEFF",,,,,,,"SUB IN by BROWN,JEFF",2
05:33,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
05:33,"SUB OUT by KINNEAR,KYLE",,,,,,,"SUB OUT by KINNEAR,KYLE",2
05:33,"SUB OUT by WHITE,TIM",,,,,,,"SUB OUT by WHITE,TIM",2
05:33,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
05:33,,,,,"SUB IN by CAHALL,CALVIN",,,"SUB IN by CAHALL,CALVIN",2
05:33,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
05:33,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
05:33,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
05:31,"TURNOVER  by THOMAS,STERLING",,,,,,,"TURNOVER  by THOMAS,STERLING",2
05:31,,,,,"SUB IN by LOHR,MATT",,,"SUB IN by LOHR,MATT",2
05:31,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",2
05:12,,,,,"TURNOVER  by LOHR,MATT",,,"TURNOVER  by LOHR,MATT",2
05:02,"MISS LAYUP by MEADES,TAYLOR",,,,,,,"MISS LAYUP by MEADES,TAYLOR",2
05:02,,,,,"BLOCK  by LOHR,MATT",,,"BLOCK  by LOHR,MATT",2
--,,,,,"REBOUND DEF by NEWSOME,TAYLOR",,,"REBOUND DEF by NEWSOME,TAYLOR",2
04:38,,,,,"FOUL  by NEWSOME,TAYLOR",,,"FOUL  by NEWSOME,TAYLOR",2
04:38,,,,,"TURNOVER  by NEWSOME,TAYLOR",,,"TURNOVER  by NEWSOME,TAYLOR",2
04:21,"MISS 3PTR by MEADES,TAYLOR",,,,,,,"MISS 3PTR by MEADES,TAYLOR",2
--,"REBOUND OFF by BROWN,JEFF",,,,,,,"REBOUND OFF by BROWN,JEFF",2
04:19,,,,,"FOUL  by NEWSOME,TAYLOR",,,"FOUL  by NEWSOME,TAYLOR",2
04:19,"MISS FT by BROWN,JEFF",,,,,,,"MISS FT by BROWN,JEFF",2
--,"REBOUND OFF by THOMAS,STERLING",,,,,,,"REBOUND OFF by THOMAS,STERLING",2
04:15,"TURNOVER  by THOMAS,STERLING",,,,,,,"TURNOVER  by THOMAS,STERLING",2
04:13,,,,,"STEAL  by CAHALL,CALVIN",,,"STEAL  by CAHALL,CALVIN",2
04:06,,,,,"MISS 3PTR by JACKSON,CASEY",,,"MISS 3PTR by JACKSON,CASEY",2
--,,,,,"REBOUND OFF by JACKSON,CASEY",,,"REBOUND OFF by JACKSON,CASEY",2
03:58,,39,,75 (+36),"GOOD JUMPER by NEWSOME,TAYLOR",CENTRE_M 39-75 (+36),,"GOOD JUMPER by NEWSOME,TAYLOR",2
03:42,"MISS JUMPER by BROWN,JEFF",,,,,,,"MISS JUMPER by BROWN,JEFF",2
--,,,,,"REBOUND DEF by NEWSOME,TAYLOR",,,"REBOUND DEF by NEWSOME,TAYLOR",2
03:31,,,,,"MISS 3PTR by CAHALL,CALVIN",,,"MISS 3PTR by CAHALL,CALVIN",2
--,"REBOUND DEF by BROWN,JEFF",,,,,,,"REBOUND DEF by BROWN,JEFF",2
03:24,"GOOD LAYUP by THOMAS,STERLING(in the paint)",41,,75 (+34),,MILLM 41-75 (+34),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
03:24,,,,,"FOUL  by LOHR,MATT",,,"FOUL  by LOHR,MATT",2
03:24,"MISS FT by THOMAS,STERLING",,,,,,,"MISS FT by THOMAS,STERLING",2
--,,,,,"REBOUND DEF by JACKSON,CASEY",,,"REBOUND DEF by JACKSON,CASEY",2
03:24,"SUB IN by BOTERO,NICHOLAS",,,,,,,"SUB IN by BOTERO,NICHOLAS",2
03:24,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
03:24,"SUB OUT by MEADES,TAYLOR",,,,,,,"SUB OUT by MEADES,TAYLOR",2
03:24,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
03:24,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
03:24,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
03:16,,41,,77 (+36),"GOOD LAYUP by LOHR,MATT(in the paint)",CENTRE_M 41-77 (+36),,"GOOD LAYUP by LOHR,MATT(in the paint)",2
03:16,"FOUL  by BOTERO,NICHOLAS",,,,,,,"FOUL  by BOTERO,NICHOLAS",2
03:16,,,,,"MISS FT by LOHR,MATT",,,"MISS FT by LOHR,MATT",2
--,"REBOUND DEF by BOTERO,NICHOLAS",,,,,,,"REBOUND DEF by BOTERO,NICHOLAS",2
02:58,"MISS JUMPER by BOTERO,NICHOLAS",,,,,,,"MISS JUMPER by BOTERO,NICHOLAS",2
--,,,,,"REBOUND DEF by LOHR,MATT",,,"REBOUND DEF by LOHR,MATT",2
02:45,,,,,"TURNOVER  by JACKSON,CASEY",,,"TURNOVER  by JACKSON,CASEY",2
02:43,"STEAL  by BERGER,RYAN",,,,,,,"STEAL  by BERGER,RYAN",2
02:37,"MISS LAYUP by BOTERO,NICHOLAS",,,,,,,"MISS LAYUP by BOTERO,NICHOLAS",2
02:37,,,,,"BLOCK  by JACKSON,CASEY",,,"BLOCK  by JACKSON,CASEY",2
--,,,,,"REBOUND DEF by JACKSON,CASEY",,,"REBOUND DEF by JACKSON,CASEY",2
02:30,,,,,"FOUL  by NEWSOME,TAYLOR",,,"FOUL  by NEWSOME,TAYLOR",2
02:30,,,,,"TURNOVER  by NEWSOME,TAYLOR",,,"TURNOVER  by NEWSOME,TAYLOR",2
02:30,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
02:30,"SUB IN by MONTGOMERY,JAYSON",,,,,,,"SUB IN by MONTGOMERY,JAYSON",2
02:30,"SUB OUT by BROWN,JEFF",,,,,,,"SUB OUT by BROWN,JEFF",2
02:30,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",2
02:30,,,,,"SUB IN by SAGRAVES,AUSTIN",,,"SUB IN by SAGRAVES,AUSTIN",2
02:30,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
02:30,,,,,"SUB IN by WRIGHT,SPENCER",,,"SUB IN by WRIGHT,SPENCER",2
02:30,,,,,"SUB OUT by CAHALL,CALVIN",,,"SUB OUT by CAHALL,CALVIN",2
02:30,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
02:30,,,,,"SUB OUT by JACKSON,CASEY",,,"SUB OUT by JACKSON,CASEY",2
02:19,"GOOD 3PTR by WILSON,KEVIN",44,,77 (+33),,MILLM 44-77 (+33),,"GOOD 3PTR by WILSON,KEVIN",2
--,"ASSIST  by KASTNER,MURRAY",,,,,,,"ASSIST  by KASTNER,MURRAY",2
01:54,,44,,79 (+35),"GOOD LAYUP by SAGRAVES,AUSTIN(in the paint)",CENTRE_M 44-79 (+35),,"GOOD LAYUP by SAGRAVES,AUSTIN(in the paint)",2
01:35,"MISS 3PTR by BOTERO,NICHOLAS",,,,,,,"MISS 3PTR by BOTERO,NICHOLAS",2
--,,,,,"REBOUND DEF by GEEGAN,MIKE",,,"REBOUND DEF by GEEGAN,MIKE",2
01:20,,,,,"MISS 3PTR by LOHR,MATT",,,"MISS 3PTR by LOHR,MATT",2
--,,,,,"REBOUND OFF by WRIGHT,SPENCER",,,"REBOUND OFF by WRIGHT,SPENCER",2
01:14,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",2
--,"REBOUND DEF by LEAKS,ANTOINE",,,,,,,"REBOUND DEF by LEAKS,ANTOINE",2
01:08,"SUB IN by THOMAS,STERLING",,,,,,,"SUB IN by THOMAS,STERLING",2
01:08,"SUB OUT by BOTERO,NICHOLAS",,,,,,,"SUB OUT by BOTERO,NICHOLAS",2
00:56,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by SAGRAVES,AUSTIN",,,"REBOUND DEF by SAGRAVES,AUSTIN",2
00:43,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:37,,44,,81 (+37),"GOOD LAYUP by GEEGAN,MIKE(in the paint)",CENTRE_M 44-81 (+37),,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",2
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",2
00:24,"TURNOVER  by LEAKS,ANTOINE",,,,,,,"TURNOVER  by LEAKS,ANTOINE",2
00:24,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
00:24,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",2
