Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,AC,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by SAUNDERS,JOSH",,,"REBOUND DEF by SAUNDERS,JOSH",2
18:31,,,,,"MISS 3PTR by OKPALA,RANSOM",,,"MISS 3PTR by OKPALA,RANSOM",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
18:07,"GOOD 3PTR by KARSNER,JOSH",35 (+15),,20,,CENTRE 35-20 (+15),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by MULLANEY,JEFF",,,,,,,"ASSIST  by MULLANEY,JEFF",2
17:48,,,,,"MISS JUMPER by PHILLIPS,WALTER",,,"MISS JUMPER by PHILLIPS,WALTER",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
17:39,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by HARRELL,GREG",,,"REBOUND DEF by HARRELL,GREG",2
17:07,,,,,"MISS JUMPER by HARRELL,GREG",,,"MISS JUMPER by HARRELL,GREG",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
16:53,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
16:36,"TURNOVER  by LOPEZ,COLLIN",,,,,,,"TURNOVER  by LOPEZ,COLLIN",2
16:34,,,,,"STEAL  by PHILLIPS,WALTER",,,"STEAL  by PHILLIPS,WALTER",2
16:29,,,,,"TURNOVER  by HANCOCK,JORDAN",,,"TURNOVER  by HANCOCK,JORDAN",2
16:27,"STEAL  by MULLANEY,JEFF",,,,,,,"STEAL  by MULLANEY,JEFF",2
16:06,"MISS JUMPER by ROSS,GREG",,,,,,,"MISS JUMPER by ROSS,GREG",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:06,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
16:06,"SUB IN by MELLOAN,JAMES",,,,,,,"SUB IN by MELLOAN,JAMES",2
16:06,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
16:06,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
16:06,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
16:06,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
16:06,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
16:06,,,,,"SUB IN by ANWARY,AARON",,,"SUB IN by ANWARY,AARON",2
16:06,,,,,"SUB OUT by HANCOCK,JORDAN",,,"SUB OUT by HANCOCK,JORDAN",2
15:53,,,,,"TURNOVER  by SAUNDERS,JOSH",,,"TURNOVER  by SAUNDERS,JOSH",2
15:30,"TURNOVER  by MELLOAN,JAMES",,,,,,,"TURNOVER  by MELLOAN,JAMES",2
15:28,,,,,"STEAL  by PHILLIPS,WALTER",,,"STEAL  by PHILLIPS,WALTER",2
15:25,,,,,"MISS LAYUP by OKPALA,RANSOM",,,"MISS LAYUP by OKPALA,RANSOM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:25,,,,,"FOUL  by PHILLIPS,WALTER",,,"FOUL  by PHILLIPS,WALTER",2
15:05,"MISS LAYUP by MELLOAN,JAMES",,,,,,,"MISS LAYUP by MELLOAN,JAMES",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
14:58,"TURNOVER  by TAYLOR,CHRIS",,,,,,,"TURNOVER  by TAYLOR,CHRIS",2
14:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:58,,,,,"SUB IN by THOMPSON,ANTOINE",,,"SUB IN by THOMPSON,ANTOINE",2
14:58,,,,,"SUB OUT by PHILLIPS,WALTER",,,"SUB OUT by PHILLIPS,WALTER",2
14:53,,,,,"TURNOVER  by OKPALA,RANSOM",,,"TURNOVER  by OKPALA,RANSOM",2
14:50,"STEAL  by TAYLOR,CHRIS",,,,,,,"STEAL  by TAYLOR,CHRIS",2
14:50,,,,,"FOUL  by OKPALA,RANSOM",,,"FOUL  by OKPALA,RANSOM",2
14:50,"MISS FT by TAYLOR,CHRIS",,,,,,,"MISS FT by TAYLOR,CHRIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:50,"GOOD FT by TAYLOR,CHRIS",36 (+16),,20,,CENTRE 36-20 (+16),,"GOOD FT by TAYLOR,CHRIS",2
14:50,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
14:50,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
14:43,,36 (+14),,22,"GOOD JUMPER by OKPALA,RANSOM(in the paint)",AC 36-22 (+14),,"GOOD JUMPER by OKPALA,RANSOM(in the paint)",2
14:33,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",38 (+16),,22,,CENTRE 38-22 (+16),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
14:20,,38 (+14),,24,"GOOD JUMPER by THOMPSON,ANTOINE",AC 38-24 (+14),,"GOOD JUMPER by THOMPSON,ANTOINE",2
--,,,,,"ASSIST  by SAUNDERS,JOSH",,,"ASSIST  by SAUNDERS,JOSH",2
14:03,"GOOD LAYUP by MELLOAN,JAMES(in the paint)",40 (+16),,24,,CENTRE 40-24 (+16),,"GOOD LAYUP by MELLOAN,JAMES(in the paint)",2
13:56,,,,,"TURNOVER  by OKPALA,RANSOM",,,"TURNOVER  by OKPALA,RANSOM",2
13:53,"STEAL  by MULLANEY,JEFF",,,,,,,"STEAL  by MULLANEY,JEFF",2
13:51,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by SAUNDERS,JOSH",,,"REBOUND DEF by SAUNDERS,JOSH",2
13:41,,,,,"MISS JUMPER by THOMPSON,ANTOINE",,,"MISS JUMPER by THOMPSON,ANTOINE",2
--,,,,,"REBOUND OFF by HARRELL,GREG",,,"REBOUND OFF by HARRELL,GREG",2
13:38,,,,,"MISS JUMPER by HARRELL,GREG",,,"MISS JUMPER by HARRELL,GREG",2
13:38,"BLOCK  by MELLOAN,JAMES",,,,,,,"BLOCK  by MELLOAN,JAMES",2
--,"REBOUND DEF by MELLOAN,JAMES",,,,,,,"REBOUND DEF by MELLOAN,JAMES",2
13:33,,,,,"FOUL  by OKPALA,RANSOM",,,"FOUL  by OKPALA,RANSOM",2
13:33,"MISS FT by MELLOAN,JAMES",,,,,,,"MISS FT by MELLOAN,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:33,"MISS FT by MELLOAN,JAMES",,,,,,,"MISS FT by MELLOAN,JAMES",2
--,,,,,"REBOUND DEF by SAUNDERS,JOSH",,,"REBOUND DEF by SAUNDERS,JOSH",2
13:33,,,,,"SUB IN by GRAHAM,KEVIN",,,"SUB IN by GRAHAM,KEVIN",2
13:33,,,,,"SUB IN by MICHAEL,ALEN",,,"SUB IN by MICHAEL,ALEN",2
13:33,,,,,"SUB OUT by OKPALA,RANSOM",,,"SUB OUT by OKPALA,RANSOM",2
13:33,,,,,"SUB OUT by HARRELL,GREG",,,"SUB OUT by HARRELL,GREG",2
13:20,"SUB IN by JACKSON,CASEY",,,,,,,"SUB IN by JACKSON,CASEY",2
13:20,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
13:20,"SUB OUT by MELLOAN,JAMES",,,,,,,"SUB OUT by MELLOAN,JAMES",2
13:20,"SUB OUT by MULLANEY,JEFF",,,,,,,"SUB OUT by MULLANEY,JEFF",2
13:11,,,,,"MISS JUMPER by THOMPSON,ANTOINE",,,"MISS JUMPER by THOMPSON,ANTOINE",2
--,,,,,"REBOUND OFF by MICHAEL,ALEN",,,"REBOUND OFF by MICHAEL,ALEN",2
13:05,,40 (+14),,26,"GOOD JUMPER by MICHAEL,ALEN(in the paint)",AC 40-26 (+14),,"GOOD JUMPER by MICHAEL,ALEN(in the paint)",2
12:43,"MISS JUMPER by ROSS,GREG",,,,,,,"MISS JUMPER by ROSS,GREG",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:06,,40 (+12),,28,"GOOD LAYUP by THOMPSON,ANTOINE(in the paint)",AC 40-28 (+12),,"GOOD LAYUP by THOMPSON,ANTOINE(in the paint)",2
11:55,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",42 (+14),,28,,CENTRE 42-28 (+14),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
11:47,,,,,"MISS LAYUP by GRAHAM,KEVIN",,,"MISS LAYUP by GRAHAM,KEVIN",2
--,,,,,"REBOUND OFF by MICHAEL,ALEN",,,"REBOUND OFF by MICHAEL,ALEN",2
11:45,"FOUL  by JACKSON,CASEY",,,,,,,"FOUL  by JACKSON,CASEY",2
11:45,,42 (+13),,29,"GOOD FT by MICHAEL,ALEN",AC 42-29 (+13),,"GOOD FT by MICHAEL,ALEN",2
11:45,,,,,"MISS FT by MICHAEL,ALEN",,,"MISS FT by MICHAEL,ALEN",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
11:33,,,,,"FOUL  by SAUNDERS,JOSH",,,"FOUL  by SAUNDERS,JOSH",2
11:33,"GOOD FT by WHITESIDE,DONOVAN",43 (+14),,29,,CENTRE 43-29 (+14),,"GOOD FT by WHITESIDE,DONOVAN",2
11:33,"MISS FT by WHITESIDE,DONOVAN",,,,,,,"MISS FT by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by THOMPSON,ANTOINE",,,"REBOUND DEF by THOMPSON,ANTOINE",2
11:33,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
11:33,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
11:33,"SUB OUT by JACKSON,CASEY",,,,,,,"SUB OUT by JACKSON,CASEY",2
11:33,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
11:33,,,,,"SUB IN by PHILLIPS,WALTER",,,"SUB IN by PHILLIPS,WALTER",2
11:33,,,,,"SUB OUT by SAUNDERS,JOSH",,,"SUB OUT by SAUNDERS,JOSH",2
11:16,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
11:16,,43 (+13),,30,"GOOD FT by THOMPSON,ANTOINE",AC 43-30 (+13),,"GOOD FT by THOMPSON,ANTOINE",2
11:16,,43 (+12),,31,"GOOD FT by THOMPSON,ANTOINE",AC 43-31 (+12),,"GOOD FT by THOMPSON,ANTOINE",2
11:16,"SUB IN by MELLOAN,JAMES",,,,,,,"SUB IN by MELLOAN,JAMES",2
11:16,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
10:45,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",45 (+14),,31,,CENTRE 45-31 (+14),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
10:23,,45 (+12),,33,"GOOD JUMPER by MICHAEL,ALEN(in the paint)",AC 45-33 (+12),,"GOOD JUMPER by MICHAEL,ALEN(in the paint)",2
--,,,,,"ASSIST  by PHILLIPS,WALTER",,,"ASSIST  by PHILLIPS,WALTER",2
10:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:12,"SUB IN by MULLANEY,JEFF",,,,,,,"SUB IN by MULLANEY,JEFF",2
10:12,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
10:12,,,,,"SUB IN by OKPALA,RANSOM",,,"SUB IN by OKPALA,RANSOM",2
10:12,,,,,"SUB OUT by ANWARY,AARON",,,"SUB OUT by ANWARY,AARON",2
09:57,"MISS LAYUP by MELLOAN,JAMES",,,,,,,"MISS LAYUP by MELLOAN,JAMES",2
--,,,,,"REBOUND DEF by PHILLIPS,WALTER",,,"REBOUND DEF by PHILLIPS,WALTER",2
09:49,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
09:46,,,,,"MISS 3PTR by GRAHAM,KEVIN",,,"MISS 3PTR by GRAHAM,KEVIN",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
09:34,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by MICHAEL,ALEN",,,"REBOUND DEF by MICHAEL,ALEN",2
09:17,,,,,"TURNOVER  by GRAHAM,KEVIN",,,"TURNOVER  by GRAHAM,KEVIN",2
09:16,"STEAL  by MULLANEY,JEFF",,,,,,,"STEAL  by MULLANEY,JEFF",2
09:16,,,,,"FOUL  by PHILLIPS,WALTER",,,"FOUL  by PHILLIPS,WALTER",2
09:16,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
09:16,"SUB OUT by MELLOAN,JAMES",,,,,,,"SUB OUT by MELLOAN,JAMES",2
08:42,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by PHILLIPS,WALTER",,,"REBOUND DEF by PHILLIPS,WALTER",2
08:36,,,,,"MISS 3PTR by OKPALA,RANSOM",,,"MISS 3PTR by OKPALA,RANSOM",2
--,,,,,"REBOUND OFF by MICHAEL,ALEN",,,"REBOUND OFF by MICHAEL,ALEN",2
08:30,,45 (+10),,35,"GOOD LAYUP by PHILLIPS,WALTER(in the paint)",AC 45-35 (+10),,"GOOD LAYUP by PHILLIPS,WALTER(in the paint)",2
--,,,,,"ASSIST  by MICHAEL,ALEN",,,"ASSIST  by MICHAEL,ALEN",2
08:21,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:21,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
08:21,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
08:21,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
08:21,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
08:12,"TURNOVER  by MULLANEY,JEFF",,,,,,,"TURNOVER  by MULLANEY,JEFF",2
08:09,,,,,"STEAL  by GRAHAM,KEVIN",,,"STEAL  by GRAHAM,KEVIN",2
08:02,,,,,"MISS LAYUP by PHILLIPS,WALTER",,,"MISS LAYUP by PHILLIPS,WALTER",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
07:39,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by OKPALA,RANSOM",,,"REBOUND DEF by OKPALA,RANSOM",2
07:30,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
07:26,,45 (+7),,38,"GOOD 3PTR by OKPALA,RANSOM",AC 45-38 (+7),,"GOOD 3PTR by OKPALA,RANSOM",2
07:00,"GOOD 3PTR by ELLIS,BRYON",48 (+10),,38,,CENTRE 48-38 (+10),,"GOOD 3PTR by ELLIS,BRYON",2
--,"ASSIST  by TAYLOR,CHRIS",,,,,,,"ASSIST  by TAYLOR,CHRIS",2
06:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:47,,,,,"SUB IN by SAUNDERS,JOSH",,,"SUB IN by SAUNDERS,JOSH",2
06:47,,,,,"SUB OUT by MICHAEL,ALEN",,,"SUB OUT by MICHAEL,ALEN",2
06:38,,48 (+8),,40,"GOOD JUMPER by THOMPSON,ANTOINE",AC 48-40 (+8),,"GOOD JUMPER by THOMPSON,ANTOINE",2
--,,,,,"ASSIST  by SAUNDERS,JOSH",,,"ASSIST  by SAUNDERS,JOSH",2
06:15,,,,,"FOUL  by PHILLIPS,WALTER",,,"FOUL  by PHILLIPS,WALTER",2
06:15,"MISS FT by MULLANEY,JEFF",,,,,,,"MISS FT by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by PHILLIPS,WALTER",,,"REBOUND DEF by PHILLIPS,WALTER",2
06:00,,48 (+6),,42,"GOOD LAYUP by THOMPSON,ANTOINE(in the paint)",AC 48-42 (+6),,"GOOD LAYUP by THOMPSON,ANTOINE(in the paint)",2
--,,,,,"ASSIST  by PHILLIPS,WALTER",,,"ASSIST  by PHILLIPS,WALTER",2
05:51,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:51,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
05:51,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
05:39,"MISS JUMPER by ROSS,GREG",,,,,,,"MISS JUMPER by ROSS,GREG",2
05:39,,,,,"BLOCK  by SAUNDERS,JOSH",,,"BLOCK  by SAUNDERS,JOSH",2
--,,,,,"REBOUND DEF by OKPALA,RANSOM",,,"REBOUND DEF by OKPALA,RANSOM",2
05:33,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
05:33,,48 (+5),,43,"GOOD FT by THOMPSON,ANTOINE",AC 48-43 (+5),,"GOOD FT by THOMPSON,ANTOINE",2
05:33,,48 (+4),,44,"GOOD FT by THOMPSON,ANTOINE",AC 48-44 (+4),,"GOOD FT by THOMPSON,ANTOINE",2
05:33,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
05:33,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
05:20,"MISS JUMPER by ROSS,GREG",,,,,,,"MISS JUMPER by ROSS,GREG",2
05:20,,,,,"BLOCK  by SAUNDERS,JOSH",,,"BLOCK  by SAUNDERS,JOSH",2
--,,,,,"REBOUND DEF by SAUNDERS,JOSH",,,"REBOUND DEF by SAUNDERS,JOSH",2
04:46,,,,,"MISS JUMPER by OKPALA,RANSOM",,,"MISS JUMPER by OKPALA,RANSOM",2
--,,,,,"REBOUND OFF by SAUNDERS,JOSH",,,"REBOUND OFF by SAUNDERS,JOSH",2
04:43,,48 (+2),,46,"GOOD LAYUP by SAUNDERS,JOSH(in the paint)",AC 48-46 (+2),,"GOOD LAYUP by SAUNDERS,JOSH(in the paint)",2
04:25,,,,,"FOUL  by OKPALA,RANSOM",,,"FOUL  by OKPALA,RANSOM",2
04:25,"MISS FT by MULLANEY,JEFF",,,,,,,"MISS FT by MULLANEY,JEFF",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:25,"MISS FT by MULLANEY,JEFF",,,,,,,"MISS FT by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by SAUNDERS,JOSH",,,"REBOUND DEF by SAUNDERS,JOSH",2
04:04,,48,,48,"GOOD JUMPER by THOMPSON,ANTOINE",AC 48-48 (0),,"GOOD JUMPER by THOMPSON,ANTOINE",2
--,,,,,"ASSIST  by GRAHAM,KEVIN",,,"ASSIST  by GRAHAM,KEVIN",2
03:45,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
03:44,,,,,"STEAL  by PHILLIPS,WALTER",,,"STEAL  by PHILLIPS,WALTER",2
03:23,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
03:23,,48,,49 (+1),"GOOD FT by PHILLIPS,WALTER",AC 48-49 (-1),,"GOOD FT by PHILLIPS,WALTER",2
03:23,,,,,"MISS FT by PHILLIPS,WALTER",,,"MISS FT by PHILLIPS,WALTER",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
03:23,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
03:23,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
03:23,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
03:23,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
03:09,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by OKPALA,RANSOM",,,"REBOUND DEF by OKPALA,RANSOM",2
02:57,,,,,"TURNOVER  by SAUNDERS,JOSH",,,"TURNOVER  by SAUNDERS,JOSH",2
02:55,"STEAL  by ROSS,GREG",,,,,,,"STEAL  by ROSS,GREG",2
02:44,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",50 (+1),,49,,CENTRE 50-49 (+1),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
02:44,,,,,"FOUL  by SAUNDERS,JOSH",,,"FOUL  by SAUNDERS,JOSH",2
02:44,"MISS FT by TAYLOR,CHRIS",,,,,,,"MISS FT by TAYLOR,CHRIS",2
--,,,,,"REBOUND DEF by SAUNDERS,JOSH",,,"REBOUND DEF by SAUNDERS,JOSH",2
02:28,,,,,"TURNOVER  by PHILLIPS,WALTER",,,"TURNOVER  by PHILLIPS,WALTER",2
02:26,"STEAL  by KARSNER,JOSH",,,,,,,"STEAL  by KARSNER,JOSH",2
02:06,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:03,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
02:03,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
01:32,,,,,"TURNOVER  by SAUNDERS,JOSH",,,"TURNOVER  by SAUNDERS,JOSH",2
01:29,"STEAL  by MULLANEY,JEFF",,,,,,,"STEAL  by MULLANEY,JEFF",2
01:25,"GOOD LAYUP by ROSS,GREG(in the paint)",52 (+3),,49,,CENTRE 52-49 (+3),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,"ASSIST  by MULLANEY,JEFF",,,,,,,"ASSIST  by MULLANEY,JEFF",2
01:24,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:58,,,,,"MISS JUMPER by THOMPSON,ANTOINE",,,"MISS JUMPER by THOMPSON,ANTOINE",2
00:58,"BLOCK  by ROSS,GREG",,,,,,,"BLOCK  by ROSS,GREG",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
00:31,,,,,"FOUL  by PHILLIPS,WALTER",,,"FOUL  by PHILLIPS,WALTER",2
00:31,"GOOD FT by WHITESIDE,DONOVAN",53 (+4),,49,,CENTRE 53-49 (+4),,"GOOD FT by WHITESIDE,DONOVAN",2
00:31,"GOOD FT by WHITESIDE,DONOVAN",54 (+5),,49,,CENTRE 54-49 (+5),,"GOOD FT by WHITESIDE,DONOVAN",2
00:31,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
00:31,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
00:23,,54 (+2),,52,"GOOD 3PTR by PHILLIPS,WALTER",AC 54-52 (+2),,"GOOD 3PTR by PHILLIPS,WALTER",2
--,,,,,"ASSIST  by OKPALA,RANSOM",,,"ASSIST  by OKPALA,RANSOM",2
00:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:22,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
00:22,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
00:20,,,,,"FOUL  by OKPALA,RANSOM",,,"FOUL  by OKPALA,RANSOM",2
00:20,"MISS FT by MULLANEY,JEFF",,,,,,,"MISS FT by MULLANEY,JEFF",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:20,"MISS FT by MULLANEY,JEFF",,,,,,,"MISS FT by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by PHILLIPS,WALTER",,,"REBOUND DEF by PHILLIPS,WALTER",2
00:11,,,,,"MISS JUMPER by GRAHAM,KEVIN",,,"MISS JUMPER by GRAHAM,KEVIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:10,,,,,"FOUL  by SAUNDERS,JOSH",,,"FOUL  by SAUNDERS,JOSH",2
00:10,"GOOD FT by WHITESIDE,DONOVAN",55 (+3),,52,,CENTRE 55-52 (+3),,"GOOD FT by WHITESIDE,DONOVAN",2
00:10,"GOOD FT by WHITESIDE,DONOVAN",56 (+4),,52,,CENTRE 56-52 (+4),,"GOOD FT by WHITESIDE,DONOVAN",2
00:10,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
00:10,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
00:05,,,,,"MISS 3PTR by OKPALA,RANSOM",,,"MISS 3PTR by OKPALA,RANSOM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
