Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,MSPS,Game Score,Team Indicator,Play,Period
15:24,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
15:12,,46 (+19),,27,"GOOD FT by BROWN,JEFF",MSPS 46-27 (+19),,"GOOD FT by BROWN,JEFF",2
15:00,,,,,"FOUL  by MONTGOMERY,JAYSON",,,"FOUL  by MONTGOMERY,JAYSON",2
15:00,"GOOD FT by ROSS,GREG",47 (+20),,27,,CENTRE_M 47-27 (+20),,"GOOD FT by ROSS,GREG",2
15:00,"GOOD FT by ROSS,GREG",48 (+21),,27,,CENTRE_M 48-27 (+21),,"GOOD FT by ROSS,GREG",2
15:00,"SUB IN by MELLOAN,JAMES",,,,,,,"SUB IN by MELLOAN,JAMES",2
15:00,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
15:00,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
15:00,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
15:00,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
15:00,,,,,"SUB OUT by PEARS,BRUCE",,,"SUB OUT by PEARS,BRUCE",2
14:41,,48 (+19),,29,"GOOD LAYUP by CORTESE,NICK(in the paint)",MSPS 48-29 (+19),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
14:14,"MISS LAYUP by MELLOAN,JAMES",,,,,,,"MISS LAYUP by MELLOAN,JAMES",2
--,,,,,"REBOUND DEF by CORTESE,NICK",,,"REBOUND DEF by CORTESE,NICK",2
14:07,,48 (+17),,31,"GOOD LAYUP by THOMAS,STERLING(in the paint)",MSPS 48-31 (+17),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
13:27,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by MONTGOMERY,JAYSON",,,"REBOUND DEF by MONTGOMERY,JAYSON",2
13:04,,48 (+15),,33,"GOOD JUMPER by CORTESE,NICK",MSPS 48-33 (+15),,"GOOD JUMPER by CORTESE,NICK",2
13:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:02,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
13:02,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
13:02,"SUB IN by JACKSON,CASEY",,,,,,,"SUB IN by JACKSON,CASEY",2
13:02,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
13:02,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
13:02,"SUB OUT by MELLOAN,JAMES",,,,,,,"SUB OUT by MELLOAN,JAMES",2
13:02,,,,,"SUB IN by MEADES,TAYLOR",,,"SUB IN by MEADES,TAYLOR",2
13:02,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
13:02,,,,,"SUB IN by KINNEAR,KYLE",,,"SUB IN by KINNEAR,KYLE",2
13:02,,,,,"SUB OUT by BROWN,JEFF",,,"SUB OUT by BROWN,JEFF",2
13:02,,,,,"SUB OUT by MONTGOMERY,JAYSON",,,"SUB OUT by MONTGOMERY,JAYSON",2
13:02,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
12:47,"GOOD LAYUP by ROSS,GREG(in the paint)",50 (+17),,33,,CENTRE_M 50-33 (+17),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
12:23,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
12:07,,50 (+15),,35,"GOOD LAYUP by MEADES,TAYLOR(in the paint)",MSPS 50-35 (+15),,"GOOD LAYUP by MEADES,TAYLOR(in the paint)",2
11:27,"MISS LAYUP by JACKSON,CASEY",,,,,,,"MISS LAYUP by JACKSON,CASEY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:27,,,,,"SUB IN by BROWN,JEFF",,,"SUB IN by BROWN,JEFF",2
11:27,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
11:09,"GOOD LAYUP by ROSS,GREG(in the paint)",52 (+17),,35,,CENTRE_M 52-35 (+17),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
10:56,"FOUL  by JACKSON,CASEY",,,,,,,"FOUL  by JACKSON,CASEY",2
10:56,,,,,"MISS FT by THOMAS,STERLING",,,"MISS FT by THOMAS,STERLING",2
10:56,,52 (+16),,36,"GOOD FT by THOMAS,STERLING",MSPS 52-36 (+16),,"GOOD FT by THOMAS,STERLING",2
10:56,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
10:56,"SUB OUT by NEWSOME,TAYLOR",,,,,,,"SUB OUT by NEWSOME,TAYLOR",2
10:39,"GOOD LAYUP by ROSS,GREG(in the paint)",54 (+18),,36,,CENTRE_M 54-36 (+18),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
10:39,,,,,"FOUL  by MEADES,TAYLOR",,,"FOUL  by MEADES,TAYLOR",2
10:39,"GOOD FT by ROSS,GREG",55 (+19),,36,,CENTRE_M 55-36 (+19),,"GOOD FT by ROSS,GREG",2
10:39,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
10:39,"SUB OUT by JACKSON,CASEY",,,,,,,"SUB OUT by JACKSON,CASEY",2
10:16,,,,,"TURNOVER  by MEADES,TAYLOR",,,"TURNOVER  by MEADES,TAYLOR",2
10:15,"STEAL  by TAYLOR,CHRIS",,,,,,,"STEAL  by TAYLOR,CHRIS",2
10:06,,,,,"FOUL  by KINNEAR,KYLE",,,"FOUL  by KINNEAR,KYLE",2
10:06,"GOOD FT by KARSNER,JOSH",56 (+20),,36,,CENTRE_M 56-36 (+20),,"GOOD FT by KARSNER,JOSH",2
10:06,"GOOD FT by KARSNER,JOSH",57 (+21),,36,,CENTRE_M 57-36 (+21),,"GOOD FT by KARSNER,JOSH",2
10:06,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
10:06,"SUB OUT by MULLANEY,JEFF",,,,,,,"SUB OUT by MULLANEY,JEFF",2
10:06,,,,,"SUB IN by MONTGOMERY,JAYSON",,,"SUB IN by MONTGOMERY,JAYSON",2
10:06,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
10:06,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
10:06,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
10:06,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
10:06,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
09:55,,57 (+19),,38,"GOOD LAYUP by MERKEL,BRIAN(in the paint)",MSPS 57-38 (+19),,"GOOD LAYUP by MERKEL,BRIAN(in the paint)",2
09:43,,,,,"FOUL  by MONTGOMERY,JAYSON",,,"FOUL  by MONTGOMERY,JAYSON",2
09:23,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",59 (+21),,38,,CENTRE_M 59-38 (+21),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
--,"ASSIST  by ROSS,GREG",,,,,,,"ASSIST  by ROSS,GREG",2
09:14,,,,,"MISS LAYUP by WHITE,TIM",,,"MISS LAYUP by WHITE,TIM",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
09:02,,,,,"FOUL  by WHITE,TIM",,,"FOUL  by WHITE,TIM",2
08:48,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
08:17,,,,,"TURNOVER  by MONTGOMERY,JAYSON",,,"TURNOVER  by MONTGOMERY,JAYSON",2
08:07,"SUB IN by MULLANEY,JEFF",,,,,,,"SUB IN by MULLANEY,JEFF",2
08:07,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
08:07,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
08:07,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
07:58,"TURNOVER  by MULLANEY,JEFF",,,,,,,"TURNOVER  by MULLANEY,JEFF",2
07:32,,59 (+19),,40,"GOOD LAYUP by MONTGOMERY,JAYSON(in the paint)",MSPS 59-40 (+19),,"GOOD LAYUP by MONTGOMERY,JAYSON(in the paint)",2
07:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:06,"MISS JUMPER by ROSS,GREG",,,,,,,"MISS JUMPER by ROSS,GREG",2
--,,,,,"REBOUND DEF by THOMAS,STERLING",,,"REBOUND DEF by THOMAS,STERLING",2
06:44,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
06:44,,,,,"MISS FT by CORTESE,NICK",,,"MISS FT by CORTESE,NICK",2
06:44,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
06:44,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
06:44,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
06:44,,,,,"SUB OUT by BROWN,JEFF",,,"SUB OUT by BROWN,JEFF",2
06:43,,,,,"MISS FT by CORTESE,NICK",,,"MISS FT by CORTESE,NICK",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
06:14,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
06:14,"MISS FT by MULLANEY,JEFF",,,,,,,"MISS FT by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by MONTGOMERY,JAYSON",,,"REBOUND DEF by MONTGOMERY,JAYSON",2
06:03,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
05:58,,59 (+18),,41,"GOOD FT by MERKEL,BRIAN",MSPS 59-41 (+18),,"GOOD FT by MERKEL,BRIAN",2
05:58,,59 (+17),,42,"GOOD FT by MERKEL,BRIAN",MSPS 59-42 (+17),,"GOOD FT by MERKEL,BRIAN",2
05:58,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
05:58,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
05:58,,,,,"SUB IN by MEADES,TAYLOR",,,"SUB IN by MEADES,TAYLOR",2
05:58,,,,,"SUB IN by PEARS,BRUCE",,,"SUB IN by PEARS,BRUCE",2
05:58,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
05:58,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
05:36,,,,,"FOUL  by WHITE,TIM",,,"FOUL  by WHITE,TIM",2
05:36,"GOOD FT by ROSS,GREG",60 (+18),,42,,CENTRE_M 60-42 (+18),,"GOOD FT by ROSS,GREG",2
05:36,"GOOD FT by ROSS,GREG",61 (+19),,42,,CENTRE_M 61-42 (+19),,"GOOD FT by ROSS,GREG",2
05:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:36,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
05:36,,,,,"SUB IN by KINNEAR,KYLE",,,"SUB IN by KINNEAR,KYLE",2
05:36,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
05:36,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
05:36,,,,,"SUB OUT by MONTGOMERY,JAYSON",,,"SUB OUT by MONTGOMERY,JAYSON",2
05:36,,,,,"SUB OUT by PEARS,BRUCE",,,"SUB OUT by PEARS,BRUCE",2
04:44,"TURNOVER  by ROSS,GREG",,,,,,,"TURNOVER  by ROSS,GREG",2
04:43,,,,,"STEAL  by MEADES,TAYLOR",,,"STEAL  by MEADES,TAYLOR",2
04:35,,,,,"MISS LAYUP by MEADES,TAYLOR",,,"MISS LAYUP by MEADES,TAYLOR",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:28,"FOUL  by GRIGGS,MATT",,,,,,,"FOUL  by GRIGGS,MATT",2
04:28,,,,,"MISS FT by MERKEL,BRIAN",,,"MISS FT by MERKEL,BRIAN",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
04:28,,,,,"SUB IN by BROWN,JEFF",,,"SUB IN by BROWN,JEFF",2
04:28,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
04:07,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
04:07,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
03:53,"GOOD LAYUP by MULLANEY,JEFF(in the paint)",63 (+21),,42,,CENTRE_M 63-42 (+21),,"GOOD LAYUP by MULLANEY,JEFF(in the paint)",2
03:36,,63 (+20),,43,"GOOD FT by THOMAS,STERLING",MSPS 63-43 (+20),,"GOOD FT by THOMAS,STERLING",2
03:36,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
03:36,,63 (+19),,44,"GOOD FT by THOMAS,STERLING",MSPS 63-44 (+19),,"GOOD FT by THOMAS,STERLING",2
03:36,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
03:36,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
03:36,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
03:36,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
03:14,"TURNOVER  by LOPEZ,COLLIN",,,,,,,"TURNOVER  by LOPEZ,COLLIN",2
03:02,,,,,"STEAL  by CORTESE,NICK",,,"STEAL  by CORTESE,NICK",2
03:02,,63 (+16),,47,"GOOD 3PTR by BROWN,JEFF",MSPS 63-47 (+16),,"GOOD 3PTR by BROWN,JEFF",2
--,,,,,"ASSIST  by CORTESE,NICK",,,"ASSIST  by CORTESE,NICK",2
03:02,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
03:02,,,,,"SUB IN by PEARS,BRUCE",,,"SUB IN by PEARS,BRUCE",2
03:02,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
03:02,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
02:39,"MISS 3PTR by GRIGGS,MATT",,,,,,,"MISS 3PTR by GRIGGS,MATT",2
--,,,,,"REBOUND DEF by BROWN,JEFF",,,"REBOUND DEF by BROWN,JEFF",2
02:14,,63 (+13),,50,"GOOD 3PTR by MERKEL,BRIAN",MSPS 63-50 (+13),,"GOOD 3PTR by MERKEL,BRIAN",2
02:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:37,"GOOD JUMPER by MULLANEY,JEFF",65 (+15),,50,,CENTRE_M 65-50 (+15),,"GOOD JUMPER by MULLANEY,JEFF",2
01:23,,,,,"MISS LAYUP by MERKEL,BRIAN",,,"MISS LAYUP by MERKEL,BRIAN",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
01:00,"MISS JUMPER by ELLIS,BRYON",,,,,,,"MISS JUMPER by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by THOMAS,STERLING",,,"REBOUND DEF by THOMAS,STERLING",2
00:49,,,,,"MISS 3PTR by BROWN,JEFF",,,"MISS 3PTR by BROWN,JEFF",2
--,,,,,"REBOUND OFF by WHITE,TIM",,,"REBOUND OFF by WHITE,TIM",2
00:36,,,,,"TURNOVER  by WHITE,TIM",,,"TURNOVER  by WHITE,TIM",2
00:34,"STEAL  by ROSS,GREG",,,,,,,"STEAL  by ROSS,GREG",2
00:07,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
00:07,,,,,"SUB IN by MEADES,TAYLOR",,,"SUB IN by MEADES,TAYLOR",2
00:07,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
00:07,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
00:07,,,,,"SUB OUT by PEARS,BRUCE",,,"SUB OUT by PEARS,BRUCE",2
00:05,,,,,"MISS 3PTR by WHITE,TIM",,,"MISS 3PTR by WHITE,TIM",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
