Time Remaining,RCMBB12,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
08:27,"SUB IN by KILPATRICK,KORY",,,,,,,"SUB IN by KILPATRICK,KORY",1
08:27,"SUB IN by GALOW,ANDREW",,,,,,,"SUB IN by GALOW,ANDREW",1
08:27,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",1
08:27,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",1
08:27,"SUB OUT by VAN HOECK,RYAN",,,,,,,"SUB OUT by VAN HOECK,RYAN",1
08:27,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",1
08:27,"SUB OUT by DUNAVANT,JOHN",,,,,,,"SUB OUT by DUNAVANT,JOHN",1
08:27,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",1
08:27,"SUB OUT by CHIEN,KEVIN",,,,,,,"SUB OUT by CHIEN,KEVIN",1
08:27,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",1
08:27,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
08:27,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",1
08:27,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",1
08:27,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",1
08:27,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",1
08:26,,24 (+3),,21,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",CENTRE_M 24-21 (-3),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",1
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1
08:26,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",1
08:26,,24 (+2),,22,"GOOD FT by LOPEZ,COLLIN",CENTRE_M 24-22 (-2),,"GOOD FT by LOPEZ,COLLIN",1
08:10,"TURNOVER  by MCGRAIL,PATRICK",,,,,,,"TURNOVER  by MCGRAIL,PATRICK",1
08:08,,,,,"STEAL  by GRIGGS,MATT",,,"STEAL  by GRIGGS,MATT",1
07:52,,,,,"MISS JUMPER by MULLANEY,JEFF",,,"MISS JUMPER by MULLANEY,JEFF",1
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",1
07:34,"MISS 3PTR by MCGRAIL,PATRICK",,,,,,,"MISS 3PTR by MCGRAIL,PATRICK",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
07:04,,24,,24,"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 24-24 (0),,"GOOD LAYUP by ROSS,GREG(in the paint)",1
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1
06:46,"MISS LAYUP by MILLER,DREW",,,,,,,"MISS LAYUP by MILLER,DREW",1
06:46,,,,,"BLOCK  by ROSS,GREG",,,"BLOCK  by ROSS,GREG",1
--,"REBOUND OFF by MILLER,DREW",,,,,,,"REBOUND OFF by MILLER,DREW",1
06:33,"GOOD LAYUP by GALOW,ANDREW(in the paint)",26 (+2),,24,,RCMBB12 26-24 (-2),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",1
06:11,,,,,"MISS JUMPER by LOPEZ,COLLIN",,,"MISS JUMPER by LOPEZ,COLLIN",1
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",1
05:59,"TURNOVER  by GALOW,ANDREW",,,,,,,"TURNOVER  by GALOW,ANDREW",1
05:57,,,,,"STEAL  by MULLANEY,JEFF",,,"STEAL  by MULLANEY,JEFF",1
05:55,,,,,"FOUL  by MULLANEY,JEFF",,,"FOUL  by MULLANEY,JEFF",1
05:55,,,,,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",1
05:55,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",1
05:55,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",1
05:36,"MISS JUMPER by HARTWELL,THEO",,,,,,,"MISS JUMPER by HARTWELL,THEO",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
05:33,"FOUL  by HARTWELL,THEO",,,,,,,"FOUL  by HARTWELL,THEO",1
05:27,"SUB IN by DUNAVANT,JOHN",,,,,,,"SUB IN by DUNAVANT,JOHN",1
05:27,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",1
05:12,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",1
04:52,"GOOD 3PTR by DUNAVANT,JOHN",29 (+5),,24,,RCMBB12 29-24 (-5),,"GOOD 3PTR by DUNAVANT,JOHN",1
--,"ASSIST  by GALOW,ANDREW",,,,,,,"ASSIST  by GALOW,ANDREW",1
04:34,,29 (+3),,26,"GOOD JUMPER by KARSNER,JOSH",CENTRE_M 29-26 (-3),,"GOOD JUMPER by KARSNER,JOSH",1
--,,,,,"ASSIST  by ROSS,GREG",,,"ASSIST  by ROSS,GREG",1
04:19,"GOOD LAYUP by HARTWELL,THEO(in the paint)",31 (+5),,26,,RCMBB12 31-26 (-5),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",1
--,"ASSIST  by GALOW,ANDREW",,,,,,,"ASSIST  by GALOW,ANDREW",1
03:58,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",1
--,"REBOUND DEF by DUNAVANT,JOHN",,,,,,,"REBOUND DEF by DUNAVANT,JOHN",1
03:40,"TURNOVER  by WATSON,SHANE",,,,,,,"TURNOVER  by WATSON,SHANE",1
03:38,,,,,"STEAL  by KARSNER,JOSH",,,"STEAL  by KARSNER,JOSH",1
03:26,,31 (+3),,28,"GOOD JUMPER by ROSS,GREG",CENTRE_M 31-28 (-3),,"GOOD JUMPER by ROSS,GREG",1
03:06,"TURNOVER  by GALOW,ANDREW",,,,,,,"TURNOVER  by GALOW,ANDREW",1
03:06,,,,,"STEAL  by ELLIS,BRYON",,,"STEAL  by ELLIS,BRYON",1
03:06,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",1
03:06,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",1
03:06,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",1
03:06,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",1
03:06,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",1
03:06,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",1
03:06,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",1
03:06,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",1
03:06,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",1
03:06,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
03:06,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",1
02:59,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",,,"MISS LAYUP by WHITESIDE,DONOVAN",1
--,"REBOUND DEF by KILPATRICK,KORY",,,,,,,"REBOUND DEF by KILPATRICK,KORY",1
02:49,"TURNOVER  by GALOW,ANDREW",,,,,,,"TURNOVER  by GALOW,ANDREW",1
02:48,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",1
02:42,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",1
--,"REBOUND DEF by WATSON,SHANE",,,,,,,"REBOUND DEF by WATSON,SHANE",1
02:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
02:23,,,,,"SUB IN by MULLANEY,JEFF",,,"SUB IN by MULLANEY,JEFF",1
02:23,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",1
02:08,"MISS JUMPER by LIVSEY,GEOFF",,,,,,,"MISS JUMPER by LIVSEY,GEOFF",1
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",1
01:59,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
01:55,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",1
01:55,"SUB IN by MILLER,JOEY",,,,,,,"SUB IN by MILLER,JOEY",1
01:55,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",1
01:55,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",1
01:55,"SUB OUT by KILPATRICK,KORY",,,,,,,"SUB OUT by KILPATRICK,KORY",1
01:54,"GOOD JUMPER by DUNAVANT,JOHN",33 (+5),,28,,RCMBB12 33-28 (-5),,"GOOD JUMPER by DUNAVANT,JOHN",1
01:54,,,,,"FOUL  by ELLIS,BRYON",,,"FOUL  by ELLIS,BRYON",1
01:54,"GOOD FT by DUNAVANT,JOHN",34 (+6),,28,,RCMBB12 34-28 (-6),,"GOOD FT by DUNAVANT,JOHN",1
01:54,"SUB IN by KILPATRICK,KORY",,,,,,,"SUB IN by KILPATRICK,KORY",1
01:54,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",1
01:54,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",1
01:54,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
01:54,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",1
01:54,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",1
01:37,,,,,"MISS LAYUP by ROSS,GREG",,,"MISS LAYUP by ROSS,GREG",1
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",1
01:30,"MISS JUMPER by GALOW,ANDREW",,,,,,,"MISS JUMPER by GALOW,ANDREW",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
01:15,,,,,"TURNOVER  by ELLIS,BRYON",,,"TURNOVER  by ELLIS,BRYON",1
01:12,"SUB IN by HARTWELL,THEO",,,,,,,"SUB IN by HARTWELL,THEO",1
01:12,"SUB OUT by MILLER,JOEY",,,,,,,"SUB OUT by MILLER,JOEY",1
01:12,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",1
01:12,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",1
00:56,"MISS JUMPER by HARTWELL,THEO",,,,,,,"MISS JUMPER by HARTWELL,THEO",1
--,,,,,"REBOUND DEF by MELLOAN,JAMES",,,"REBOUND DEF by MELLOAN,JAMES",1
00:37,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND DEF by GALLAGHER,MICHAEL",,,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",1
00:03,"MISS 3PTR by KILPATRICK,KORY",,,,,,,"MISS 3PTR by KILPATRICK,KORY",1
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",1
19:43,"FOUL  by KILPATRICK,KORY",,,,,,,"FOUL  by KILPATRICK,KORY",2
19:34,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",2
19:06,"MISS 3PTR by GALOW,ANDREW",,,,,,,"MISS 3PTR by GALOW,ANDREW",2
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",2
18:44,,,,,"MISS LAYUP by ROSS,GREG",,,"MISS LAYUP by ROSS,GREG",2
--,,,,,"REBOUND OFF by ROSS,GREG",,,"REBOUND OFF by ROSS,GREG",2
18:41,,,,,"MISS LAYUP by ROSS,GREG",,,"MISS LAYUP by ROSS,GREG",2
--,,,,,"REBOUND OFF by ROSS,GREG",,,"REBOUND OFF by ROSS,GREG",2
18:41,"FOUL  by MCGRAIL,PATRICK",,,,,,,"FOUL  by MCGRAIL,PATRICK",2
18:41,"FOUL  by HARTWELL,THEO",,,,,,,"FOUL  by HARTWELL,THEO",2
18:41,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
18:41,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",2
18:34,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND DEF by DUNAVANT,JOHN",,,,,,,"REBOUND DEF by DUNAVANT,JOHN",2
18:18,"TURNOVER  by DUNAVANT,JOHN",,,,,,,"TURNOVER  by DUNAVANT,JOHN",2
18:16,,,,,"STEAL  by ROSS,GREG",,,"STEAL  by ROSS,GREG",2
18:05,,,,,"MISS JUMPER by MULLANEY,JEFF",,,"MISS JUMPER by MULLANEY,JEFF",2
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",2
17:49,"GOOD JUMPER by MCGRAIL,PATRICK",36 (+8),,28,,RCMBB12 36-28 (-8),,"GOOD JUMPER by MCGRAIL,PATRICK",2
17:30,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND OFF by ROSS,GREG",,,"REBOUND OFF by ROSS,GREG",2
17:26,"FOUL  by HARTWELL,THEO",,,,,,,"FOUL  by HARTWELL,THEO",2
17:26,,36 (+7),,29,"GOOD FT by ROSS,GREG",CENTRE_M 36-29 (-7),,"GOOD FT by ROSS,GREG",2
17:26,,36 (+6),,30,"GOOD FT by ROSS,GREG",CENTRE_M 36-30 (-6),,"GOOD FT by ROSS,GREG",2
17:26,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
17:26,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",2
17:12,"GOOD 3PTR by LIVSEY,GEOFF",39 (+9),,30,,RCMBB12 39-30 (-9),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,"ASSIST  by GALOW,ANDREW",,,,,,,"ASSIST  by GALOW,ANDREW",2
16:50,,39 (+6),,33,"GOOD 3PTR by MULLANEY,JEFF",CENTRE_M 39-33 (-6),,"GOOD 3PTR by MULLANEY,JEFF",2
--,,,,,"ASSIST  by ROSS,GREG",,,"ASSIST  by ROSS,GREG",2
16:38,"TURNOVER  by MCGRAIL,PATRICK",,,,,,,"TURNOVER  by MCGRAIL,PATRICK",2
16:36,,,,,"STEAL  by ROSS,GREG",,,"STEAL  by ROSS,GREG",2
16:27,,,,,"MISS LAYUP by LOPEZ,COLLIN",,,"MISS LAYUP by LOPEZ,COLLIN",2
--,"REBOUND DEF by DUNAVANT,JOHN",,,,,,,"REBOUND DEF by DUNAVANT,JOHN",2
16:18,,,,,"FOUL  by MULLANEY,JEFF",,,"FOUL  by MULLANEY,JEFF",2
16:18,"GOOD FT by GALOW,ANDREW",40 (+7),,33,,RCMBB12 40-33 (-7),,"GOOD FT by GALOW,ANDREW",2
16:18,"GOOD FT by GALOW,ANDREW",41 (+8),,33,,RCMBB12 41-33 (-8),,"GOOD FT by GALOW,ANDREW",2
16:18,"SUB IN by CHIEN,KEVIN",,,,,,,"SUB IN by CHIEN,KEVIN",2
16:18,"SUB IN by HARTWELL,THEO",,,,,,,"SUB IN by HARTWELL,THEO",2
16:18,"SUB OUT by KILPATRICK,KORY",,,,,,,"SUB OUT by KILPATRICK,KORY",2
16:18,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
16:18,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
16:18,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
15:54,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",,,"MISS LAYUP by WHITESIDE,DONOVAN",2
